,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CLEVELAND_ACTION,PHOENIX_SCORE,CLEVELAND_SCORE
398,4,1:07.0,Defensive rebound by B. Knight,,74,89
399,4,1:02.0,T. Warren makes 2-pt layup at rim (assist by B. Knight),,76,89
400,4,0:56.0,,Cleveland full timeout,76,89
401,4,0:56.0,,M. Dellavedova enters the game for L. James,76,89
402,4,0:56.0,,J. Jones enters the game for K. Love,76,89
403,4,0:56.0,,J. Harris enters the game for J. Smith,76,89
404,4,0:56.0,,M. Miller enters the game for K. Irving,76,89
405,4,0:56.0,,K. Perkins enters the game for T. Thompson,76,89
406,4,0:47.0,,M. Dellavedova misses 2-pt jump shot from 7 ft,76,89
407,4,0:45.0,,Offensive rebound by M. Dellavedova,76,89
408,4,0:35.0,,Personal foul by E. Bledsoe (drawn by M. Dellavedova),76,89
409,4,0:32.0,,Turnover by J. Harris (lost ball),76,89
410,4,0:26.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by B. Knight),,79,89
411,4,0:02.0,,Turnover by Team (shot clock),79,89
