,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,CHICAGO_ACTION,MINNESOTA_SCORE,CHICAGO_SCORE
78,1,2:50.0,G. Neal enters the game for K. Martin,,19,21
79,1,2:50.0,A. Payne enters the game for N. Peković,,19,21
80,1,2:41.0,,A. Brooks misses 2-pt jump shot from 22 ft,19,21
81,1,2:40.0,Defensive rebound by G. Neal,,19,21
82,1,2:29.0,Personal foul by N. Mirotić (drawn by A. Wiggins),,19,21
83,1,2:29.0,A. Wiggins misses free throw 1 of 2,,19,21
84,1,2:29.0,Offensive rebound by Team,,19,21
85,1,2:29.0,,K. Hinrich enters the game for A. Brooks,19,21
86,1,2:29.0,,N. Mohammed enters the game for J. Noah,19,21
87,1,2:29.0,A. Wiggins misses free throw 2 of 2,,19,21
88,1,2:26.0,,Defensive rebound by T. Snell,19,21
89,1,2:07.0,,N. Mohammed makes 2-pt layup from 2 ft (assist by N. Mirotić),19,23
90,1,1:47.0,R. Rubio makes 2-pt jump shot from 20 ft,,21,23
91,1,1:26.0,,J. Butler misses 3-pt jump shot from 25 ft,21,23
92,1,1:25.0,,Offensive rebound by N. Mirotić,21,23
93,1,1:23.0,,N. Mirotić makes 2-pt layup from 1 ft,21,25
94,1,1:00.0,R. Rubio misses 2-pt jump shot from 20 ft,,21,25
95,1,1:00.0,,Defensive rebound by N. Mohammed,21,25
96,1,0:46.0,,N. Mirotić misses 2-pt jump shot from 14 ft,21,25
97,1,0:45.0,Defensive rebound by A. Payne,,21,25
98,1,0:40.0,Turnover by G. Dieng (bad pass),,21,25
99,1,0:21.0,,J. Butler makes 2-pt jump shot from 17 ft,21,27
100,1,0:02.0,A. Payne makes 2-pt layup from 1 ft (assist by R. Rubio),,23,27
101,1,0:00.0,,K. Hinrich misses 3-pt jump shot from 51 ft,23,27
102,1,0:00.0,,Offensive rebound by Team,23,27
103,2,11:37.0,,N. Mirotić misses 2-pt jump shot from 20 ft,23,27
104,2,11:36.0,Defensive rebound by G. Neal,,23,27
105,2,11:19.0,Turnover by G. Dieng (traveling),,23,27
106,2,11:00.0,,T. Snell misses 3-pt jump shot from 25 ft,23,27
107,2,10:59.0,,Offensive rebound by N. Mohammed,23,27
108,2,10:54.0,,K. Hinrich misses 3-pt jump shot from 24 ft,23,27
109,2,10:52.0,Defensive rebound by A. Wiggins,,23,27
110,2,10:46.0,Turnover by A. Wiggins (lost ball; steal by K. Hinrich),,23,27
111,2,10:42.0,,J. Butler makes 2-pt layup at rim (assist by K. Hinrich),23,29
112,2,10:17.0,G. Neal makes 2-pt jump shot from 22 ft,,25,29
113,2,10:00.0,,N. Mirotić misses 2-pt jump shot from 6 ft,25,29
114,2,9:59.0,Defensive rebound by G. Dieng,,25,29
115,2,9:41.0,A. Payne makes 2-pt layup from 4 ft,,27,29
116,2,9:21.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by K. Hinrich),27,32
117,2,9:03.0,A. Wiggins misses 2-pt jump shot from 4 ft (block by J. Butler),,27,32
118,2,9:01.0,Offensive rebound by G. Dieng,,27,32
119,2,9:01.0,Shooting foul by N. Mohammed (drawn by G. Dieng),,27,32
120,2,9:01.0,G. Dieng misses free throw 1 of 2,,27,32
121,2,9:01.0,Offensive rebound by Team,,27,32
122,2,9:01.0,,E. Moore enters the game for J. Butler,27,32
123,2,9:01.0,Z. LaVine enters the game for R. Rubio,,27,32
124,2,9:01.0,K. Martin enters the game for A. Wiggins,,27,32
125,2,9:01.0,G. Dieng misses free throw 2 of 2,,27,32
126,2,9:00.0,,Defensive rebound by N. Mohammed,27,32
127,2,8:47.0,,N. Mohammed misses 2-pt jump shot from 12 ft,27,32
128,2,8:46.0,Defensive rebound by G. Dieng,,27,32
129,2,8:38.0,K. Martin misses 2-pt jump shot from 18 ft,,27,32
130,2,8:37.0,Offensive rebound by Team,,27,32
131,2,8:37.0,,Loose ball foul by K. Hinrich (drawn by G. Dieng),27,32
132,2,8:37.0,Minnesota full timeout,,27,32
133,2,8:37.0,,J. Noah enters the game for N. Mohammed,27,32
134,2,8:37.0,N. Peković enters the game for G. Dieng,,27,32
135,2,8:33.0,N. Peković makes 2-pt layup from 2 ft (assist by G. Neal),,29,32
136,2,8:16.0,,T. Snell misses 2-pt jump shot from 22 ft,29,32
137,2,8:15.0,Defensive rebound by K. Martin,,29,32
138,2,8:05.0,G. Neal misses 2-pt jump shot from 20 ft,,29,32
139,2,8:04.0,,Defensive rebound by T. Snell,29,32
140,2,7:59.0,,T. Snell misses 2-pt layup from 2 ft,29,32
141,2,7:58.0,,Offensive rebound by T. Snell,29,32
142,2,7:54.0,,N. Mirotić misses 3-pt jump shot from 25 ft,29,32
143,2,7:53.0,Defensive rebound by Z. LaVine,,29,32
144,2,7:34.0,Z. LaVine makes 3-pt jump shot from 25 ft (assist by G. Neal),,32,32
145,2,7:14.0,,Shooting foul by Z. LaVine (drawn by T. Snell),32,32
146,2,7:14.0,,T. Snell makes free throw 1 of 2,32,33
147,2,7:14.0,,T. Snell makes free throw 2 of 2,32,34
148,2,7:02.0,Personal foul by T. Snell (drawn by K. Martin),,32,34
149,2,6:55.0,K. Martin misses 3-pt jump shot from 23 ft,,32,34
150,2,6:54.0,,Defensive rebound by K. Hinrich,32,34
151,2,6:45.0,,E. Moore misses 3-pt jump shot from 26 ft,32,34
152,2,6:44.0,Defensive rebound by Z. LaVine,,32,34
153,2,6:35.0,Personal foul by N. Mirotić (drawn by N. Peković),,32,34
154,2,6:35.0,,J. Butler enters the game for K. Hinrich,32,34
155,2,6:35.0,,A. Brooks enters the game for E. Moore,32,34
156,2,6:29.0,G. Neal makes 2-pt layup from 1 ft,,34,34
157,2,6:29.0,Shooting foul by N. Mirotić (drawn by Z. LaVine),,34,34
158,2,6:29.0,,M. Dunleavy enters the game for N. Mirotić,34,34
159,2,6:29.0,G. Neal makes free throw 1 of 1,,35,34
160,2,6:16.0,,A. Brooks misses 2-pt jump shot from 12 ft,35,34
161,2,6:13.0,,Offensive rebound by A. Brooks,35,34
162,2,6:04.0,,Turnover by J. Butler (lost ball; steal by G. Neal),35,34
163,2,5:56.0,A. Payne makes 2-pt layup from 1 ft (assist by Z. LaVine),,37,34
164,2,5:51.0,,Chicago full timeout,37,34
165,2,5:27.0,,J. Butler makes 2-pt jump shot from 15 ft,37,36
166,2,5:03.0,G. Neal misses 3-pt jump shot from 23 ft,,37,36
167,2,5:03.0,Offensive rebound by Team,,37,36
168,2,4:58.0,K. Martin misses 2-pt jump shot from 11 ft,,37,36
169,2,4:57.0,,Defensive rebound by M. Dunleavy,37,36
170,2,4:40.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by A. Brooks),37,39
171,2,4:18.0,Z. LaVine misses 2-pt jump shot from 18 ft,,37,39
172,2,4:17.0,Offensive rebound by Z. LaVine,,37,39
173,2,4:01.0,A. Payne misses 2-pt layup from 2 ft (block by M. Dunleavy),,37,39
174,2,3:59.0,,Defensive rebound by A. Brooks,37,39
175,2,3:50.0,,Personal foul by A. Payne (drawn by M. Dunleavy),37,39
176,2,3:50.0,A. Wiggins enters the game for A. Payne,,37,39
177,2,3:50.0,G. Dieng enters the game for G. Neal,,37,39
178,2,3:50.0,R. Rubio enters the game for Z. LaVine,,37,39
179,2,3:42.0,,J. Noah makes 2-pt layup from 1 ft (assist by T. Snell),37,41
180,2,3:25.0,R. Rubio makes 2-pt jump shot from 22 ft (assist by K. Martin),,39,41
181,2,3:12.0,,M. Dunleavy misses 2-pt layup from 2 ft,39,41
182,2,3:11.0,Defensive rebound by N. Peković,,39,41
183,2,3:07.0,Turnover by N. Peković (bad pass; steal by A. Brooks),,39,41
184,2,3:01.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by A. Brooks),39,44
185,2,3:01.0,Minnesota full timeout,,39,44
186,2,3:01.0,C. Budinger enters the game for N. Peković,,39,44
187,2,2:51.0,Shooting foul by T. Snell (drawn by A. Wiggins),,39,44
188,2,2:51.0,A. Wiggins misses free throw 1 of 2,,39,44
189,2,2:51.0,Offensive rebound by Team,,39,44
190,2,2:51.0,,D. McDermott enters the game for T. Snell,39,44
191,2,2:51.0,A. Wiggins makes free throw 2 of 2,,40,44
192,2,2:38.0,,A. Brooks misses 2-pt layup from 3 ft,40,44
193,2,2:37.0,,Offensive rebound by J. Butler,40,44
194,2,2:37.0,,J. Butler misses 2-pt layup from 2 ft,40,44
195,2,2:36.0,Defensive rebound by K. Martin,,40,44
196,2,2:30.0,G. Dieng misses 2-pt jump shot from 5 ft (block by M. Dunleavy),,40,44
197,2,2:28.0,,Defensive rebound by Team,40,44
198,2,2:19.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by J. Noah),40,47
199,2,2:00.0,A. Wiggins misses 2-pt jump shot from 9 ft,,40,47
200,2,1:58.0,,Defensive rebound by J. Butler,40,47
201,2,1:45.0,,J. Noah misses 2-pt layup from 3 ft (block by R. Rubio),40,47
202,2,1:45.0,Defensive rebound by Team,,40,47
203,2,1:34.0,R. Rubio misses 2-pt layup from 1 ft,,40,47
204,2,1:33.0,,Defensive rebound by J. Noah,40,47
205,2,1:31.0,,Personal foul by A. Wiggins (drawn by M. Dunleavy),40,47
206,2,1:22.0,,A. Brooks misses 2-pt layup from 2 ft,40,47
207,2,1:21.0,Defensive rebound by R. Rubio,,40,47
208,2,1:07.0,R. Rubio makes 2-pt jump shot from 22 ft,,42,47
209,2,0:58.0,,J. Butler makes 2-pt jump shot from 3 ft (assist by J. Noah),42,49
210,2,0:52.0,K. Martin makes 2-pt jump shot from 21 ft (assist by R. Rubio),,44,49
211,2,0:35.0,,M. Dunleavy misses 2-pt layup from 2 ft,44,49
212,2,0:34.0,,Offensive rebound by M. Dunleavy,44,49
213,2,0:33.0,,M. Dunleavy makes 2-pt layup from 2 ft,44,51
214,2,0:21.0,C. Budinger misses 3-pt jump shot from 24 ft,,44,51
215,2,0:20.0,,Defensive rebound by J. Butler,44,51
216,2,0:01.0,,A. Brooks misses 3-pt jump shot from 24 ft,44,51
217,2,0:00.0,,Offensive rebound by J. Noah,44,51
218,2,0:00.0,,J. Noah misses 2-pt jump shot from 3 ft,44,51
219,2,0:00.0,,Offensive rebound by J. Butler,44,51
220,3,11:48.0,,Personal foul by A. Payne (drawn by N. Mirotić),44,51
221,3,11:38.0,,A. Brooks misses 2-pt layup from 2 ft,44,51
222,3,11:37.0,Defensive rebound by N. Peković,,44,51
223,3,11:26.0,K. Martin makes 2-pt jump shot from 17 ft (assist by R. Rubio),,46,51
224,3,11:00.0,,A. Brooks misses 3-pt jump shot from 25 ft,46,51
225,3,10:59.0,Defensive rebound by N. Peković,,46,51
226,3,10:54.0,K. Martin misses 3-pt jump shot from 24 ft,,46,51
227,3,10:53.0,,Defensive rebound by N. Mirotić,46,51
228,3,10:28.0,,J. Butler misses 2-pt jump shot from 21 ft,46,51
229,3,10:27.0,Defensive rebound by K. Martin,,46,51
230,3,10:16.0,K. Martin makes 2-pt jump shot from 22 ft (assist by R. Rubio),,48,51
231,3,9:58.0,,M. Dunleavy misses 2-pt jump shot from 19 ft,48,51
232,3,9:57.0,,Offensive rebound by J. Noah,48,51
233,3,9:55.0,,N. Mirotić misses 3-pt jump shot from 25 ft,48,51
234,3,9:54.0,Defensive rebound by R. Rubio,,48,51
235,3,9:40.0,A. Wiggins misses 2-pt jump shot from 15 ft,,48,51
236,3,9:39.0,Offensive rebound by N. Peković,,48,51
237,3,9:20.0,R. Rubio misses 2-pt jump shot from 3 ft (block by N. Mirotić),,48,51
238,3,9:19.0,Offensive rebound by R. Rubio,,48,51
239,3,9:15.0,R. Rubio misses 3-pt jump shot from 23 ft,,48,51
240,3,9:14.0,Offensive rebound by A. Payne,,48,51
241,3,9:00.0,R. Rubio makes 3-pt jump shot from 26 ft,,51,51
242,3,8:59.0,,Chicago full timeout,51,51
243,3,8:40.0,,M. Dunleavy misses 2-pt jump shot from 19 ft,51,51
244,3,8:39.0,,Offensive rebound by J. Butler,51,51
245,3,8:39.0,,J. Butler misses 2-pt tip-in from 2 ft,51,51
246,3,8:38.0,,Offensive rebound by J. Butler,51,51
247,3,8:35.0,,Shooting foul by A. Wiggins (drawn by J. Butler),51,51
248,3,8:35.0,,J. Butler makes free throw 1 of 2,51,52
249,3,8:35.0,,J. Butler misses free throw 2 of 2,51,52
250,3,8:34.0,Defensive rebound by A. Payne,,51,52
251,3,8:11.0,N. Peković misses 2-pt jump shot from 9 ft,,51,52
252,3,8:11.0,Offensive rebound by Team,,51,52
253,3,8:11.0,Turnover by Team (shot clock),,51,52
254,3,7:51.0,,A. Brooks misses 3-pt jump shot from 25 ft,51,52
255,3,7:50.0,Defensive rebound by A. Wiggins,,51,52
256,3,7:40.0,N. Peković makes 2-pt hook shot from 4 ft (assist by K. Martin),,53,52
257,3,7:27.0,,M. Dunleavy misses 2-pt jump shot from 8 ft,53,52
258,3,7:26.0,Defensive rebound by N. Peković,,53,52
259,3,7:19.0,R. Rubio misses 3-pt jump shot from 24 ft,,53,52
260,3,7:18.0,,Defensive rebound by J. Butler,53,52
261,3,7:07.0,,Shooting foul by A. Payne (drawn by N. Mirotić),53,52
262,3,7:07.0,,N. Mirotić makes free throw 1 of 3,53,53
263,3,7:07.0,,N. Mirotić makes free throw 2 of 3,53,54
264,3,7:07.0,G. Dieng enters the game for A. Payne,,53,54
265,3,7:07.0,,N. Mirotić makes free throw 3 of 3,53,55
266,3,6:50.0,K. Martin misses 2-pt jump shot from 20 ft,,53,55
267,3,6:49.0,,Defensive rebound by N. Mirotić,53,55
268,3,6:41.0,,M. Dunleavy misses 3-pt jump shot from 24 ft,53,55
269,3,6:39.0,,Offensive rebound by N. Mirotić,53,55
270,3,6:39.0,,N. Mirotić misses 2-pt layup from 2 ft,53,55
271,3,6:37.0,Defensive rebound by G. Dieng,,53,55
272,3,6:32.0,Shooting foul by M. Dunleavy (drawn by N. Peković),,53,55
273,3,6:32.0,N. Peković makes free throw 1 of 2,,54,55
274,3,6:32.0,N. Peković makes free throw 2 of 2,,55,55
275,3,6:22.0,,Shooting foul by K. Martin (drawn by N. Mirotić),55,55
276,3,6:22.0,,N. Mirotić makes free throw 1 of 2,55,56
277,3,6:22.0,,N. Mirotić misses free throw 2 of 2,55,56
278,3,6:21.0,,Offensive rebound by J. Noah,55,56
279,3,6:21.0,,J. Noah makes 2-pt tip-in from 2 ft,55,58
280,3,6:09.0,Shooting foul by A. Brooks (drawn by R. Rubio),,55,58
281,3,6:09.0,R. Rubio misses free throw 1 of 2,,55,58
282,3,6:09.0,Offensive rebound by Team,,55,58
283,3,6:09.0,R. Rubio makes free throw 2 of 2,,56,58
284,3,5:56.0,,J. Butler makes 2-pt layup from 1 ft (assist by N. Mirotić),56,60
285,3,5:56.0,,Shooting foul by A. Wiggins (drawn by J. Butler),56,60
286,3,5:56.0,Minnesota full timeout,,56,60
287,3,5:56.0,G. Neal enters the game for N. Peković,,56,60
288,3,5:56.0,,J. Butler makes free throw 1 of 1,56,61
289,3,5:46.0,A. Payne enters the game for A. Wiggins,,56,61
290,3,5:37.0,Turnover by G. Dieng (3 sec),,56,61
291,3,5:20.0,,Turnover by A. Brooks (bad pass; steal by R. Rubio),56,61
292,3,5:17.0,Personal foul by M. Dunleavy (drawn by K. Martin),,56,61
293,3,5:11.0,,Offensive charge foul by G. Neal (drawn by M. Dunleavy),56,61
294,3,5:11.0,Turnover by G. Neal (offensive foul),,56,61
295,3,4:52.0,,N. Mirotić misses 3-pt jump shot from 23 ft,56,61
296,3,4:51.0,,Offensive rebound by M. Dunleavy,56,61
297,3,4:51.0,,M. Dunleavy makes 2-pt layup from 2 ft,56,63
298,3,4:33.0,G. Neal misses 2-pt jump shot from 20 ft,,56,63
299,3,4:33.0,Offensive rebound by Team,,56,63
300,3,4:33.0,,Loose ball foul by N. Mirotić (drawn by A. Payne),56,63
301,3,4:33.0,,T. Snell enters the game for N. Mirotić,56,63
302,3,4:23.0,K. Martin makes 2-pt jump shot from 18 ft,,58,63
303,3,4:00.0,,J. Butler makes 2-pt layup from 2 ft (assist by J. Noah),58,65
304,3,3:40.0,K. Martin makes 2-pt jump shot from 13 ft,,60,65
305,3,3:21.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by A. Brooks),60,68
306,3,3:09.0,Shooting foul by A. Brooks (drawn by R. Rubio),,60,68
307,3,3:09.0,R. Rubio misses free throw 1 of 2,,60,68
308,3,3:09.0,Offensive rebound by Team,,60,68
309,3,3:09.0,,K. Hinrich enters the game for A. Brooks,60,68
310,3,3:09.0,G. Robinson enters the game for A. Payne,,60,68
311,3,3:09.0,R. Rubio makes free throw 2 of 2,,61,68
312,3,3:00.0,,T. Snell makes 3-pt jump shot from 23 ft (assist by K. Hinrich),61,71
313,3,2:50.0,G. Neal misses 3-pt jump shot from 26 ft,,61,71
314,3,2:49.0,Offensive rebound by R. Rubio,,61,71
315,3,2:45.0,,Offensive charge foul by G. Neal (drawn by M. Dunleavy),61,71
316,3,2:45.0,Turnover by G. Neal (offensive foul),,61,71
317,3,2:32.0,,Turnover by J. Noah (lost ball; steal by G. Dieng),61,71
318,3,2:22.0,Shooting foul by J. Noah (drawn by G. Dieng),,61,71
319,3,2:22.0,G. Dieng makes free throw 1 of 2,,62,71
320,3,2:22.0,,N. Mohammed enters the game for J. Noah,62,71
321,3,2:22.0,G. Dieng makes free throw 2 of 2,,63,71
322,3,2:03.0,,T. Snell misses 2-pt layup from 2 ft,63,71
323,3,2:02.0,Defensive rebound by G. Dieng,,63,71
324,3,1:52.0,Shooting foul by M. Dunleavy (drawn by G. Robinson),,63,71
325,3,1:52.0,G. Robinson makes free throw 1 of 2,,64,71
326,3,1:52.0,G. Robinson makes free throw 2 of 2,,65,71
327,3,1:39.0,Offensive charge foul by N. Mohammed (drawn by G. Dieng),,65,71
328,3,1:39.0,,Turnover by N. Mohammed (offensive foul),65,71
329,3,1:23.0,K. Martin misses 2-pt jump shot from 22 ft,,65,71
330,3,1:22.0,,Defensive rebound by T. Snell,65,71
331,3,1:09.0,,K. Hinrich misses 3-pt jump shot from 24 ft,65,71
332,3,1:08.0,Defensive rebound by G. Neal,,65,71
333,3,1:00.0,R. Rubio makes 2-pt jump shot from 21 ft,,67,71
334,3,0:37.0,,Shooting block foul by G. Neal (drawn by J. Butler),67,71
335,3,0:37.0,,J. Butler makes free throw 1 of 2,67,72
336,3,0:37.0,,J. Butler makes free throw 2 of 2,67,73
337,3,0:19.0,Turnover by K. Martin (bad pass; steal by N. Mohammed),,67,73
338,3,0:02.0,,T. Snell misses 3-pt jump shot from 25 ft,67,73
339,3,0:01.0,,Offensive rebound by N. Mohammed,67,73
340,3,0:01.0,,N. Mohammed misses 2-pt layup from 1 ft,67,73
341,3,0:00.0,,Offensive rebound by Team,67,73
342,4,11:46.0,G. Neal makes 2-pt jump shot from 21 ft (assist by R. Rubio),,69,73
343,4,11:30.0,,Turnover by T. Snell (traveling),69,73
344,4,11:17.0,G. Neal misses 3-pt jump shot from 24 ft,,69,73
345,4,11:16.0,,Defensive rebound by J. Butler,69,73
346,4,11:07.0,,J. Butler makes 2-pt layup from 2 ft,69,75
347,4,10:56.0,Personal foul by A. Brooks (drawn by R. Rubio),,69,75
348,4,10:56.0,Z. LaVine enters the game for R. Rubio,,69,75
349,4,10:45.0,Z. LaVine makes 2-pt jump shot from 17 ft,,71,75
350,4,10:27.0,,J. Butler misses 2-pt jump shot from 9 ft,71,75
351,4,10:25.0,,Offensive rebound by Team,71,75
352,4,10:22.0,,T. Snell misses 3-pt jump shot from 25 ft,71,75
353,4,10:21.0,,Offensive rebound by A. Brooks,71,75
354,4,10:03.0,,Turnover by N. Mohammed (bad pass; steal by Z. LaVine),71,75
355,4,9:53.0,Shooting foul by T. Snell (drawn by Z. LaVine),,71,75
356,4,9:53.0,Z. LaVine makes free throw 1 of 2,,72,75
357,4,9:53.0,,J. Noah enters the game for N. Mohammed,72,75
358,4,9:53.0,Z. LaVine makes free throw 2 of 2,,73,75
359,4,9:38.0,,J. Noah misses 2-pt layup from 1 ft,73,75
360,4,9:37.0,Defensive rebound by Z. LaVine,,73,75
361,4,9:28.0,Turnover by Z. LaVine (bad pass; steal by J. Butler),,73,75
362,4,9:25.0,,J. Butler makes 2-pt layup from 2 ft,73,77
363,4,9:08.0,G. Dieng makes 2-pt jump shot from 12 ft,,75,77
364,4,8:40.0,,A. Brooks misses 3-pt jump shot from 23 ft,75,77
365,4,8:39.0,Defensive rebound by Z. LaVine,,75,77
366,4,8:33.0,Z. LaVine misses 2-pt layup from 2 ft,,75,77
367,4,8:32.0,,Defensive rebound by Team,75,77
368,4,8:32.0,,Chicago full timeout,75,77
369,4,8:32.0,,N. Mirotić enters the game for J. Butler,75,77
370,4,8:32.0,N. Peković enters the game for K. Martin,,75,77
371,4,8:32.0,A. Wiggins enters the game for G. Dieng,,75,77
372,4,8:09.0,,T. Snell makes 2-pt dunk at rim,75,79
373,4,7:53.0,Z. LaVine makes 2-pt layup from 2 ft,,77,79
374,4,7:40.0,,A. Brooks misses 2-pt layup from 2 ft (block by Z. LaVine),77,79
375,4,7:38.0,Defensive rebound by Z. LaVine,,77,79
376,4,7:23.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by Z. LaVine),,79,79
377,4,7:04.0,,N. Mirotić makes 2-pt layup from 1 ft,79,81
378,4,6:37.0,G. Neal misses 3-pt jump shot from 25 ft,,79,81
379,4,6:35.0,,Defensive rebound by T. Snell,79,81
380,4,6:23.0,,A. Brooks makes 3-pt jump shot from 24 ft (assist by N. Mirotić),79,84
381,4,6:22.0,Minnesota full timeout,,79,84
382,4,6:22.0,,M. Dunleavy enters the game for A. Brooks,79,84
383,4,6:22.0,R. Rubio enters the game for Z. LaVine,,79,84
384,4,6:22.0,A. Payne enters the game for G. Robinson,,79,84
385,4,6:05.0,G. Neal makes 2-pt jump shot from 21 ft,,81,84
386,4,5:44.0,,Turnover by T. Snell (lost ball; steal by G. Neal),81,84
