,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,UTAH_ACTION,CLEVELAND_SCORE,UTAH_SCORE
402,4,2:41.0,K. Irving misses 2-pt jump shot from 4 ft (block by D. Favors),,90,93
403,4,2:39.0,,Defensive rebound by T. Burke,90,93
404,4,2:36.0,,G. Hayward misses 2-pt layup from 1 ft,90,93
405,4,2:35.0,,Offensive rebound by T. Burke,90,93
406,4,2:21.0,,D. Favors makes 2-pt layup from 2 ft (assist by T. Booker),90,95
407,4,1:53.0,L. James misses 3-pt jump shot from 25 ft,,90,95
408,4,1:49.0,,Defensive rebound by T. Burke,90,95
409,4,1:29.0,,Shooting foul by K. Love (drawn by D. Favors),90,95
410,4,1:29.0,,D. Favors makes free throw 1 of 2,90,96
411,4,1:29.0,T. Thompson enters the game for A. Varejão,,90,96
412,4,1:29.0,,D. Favors misses free throw 2 of 2,90,96
413,4,1:28.0,Defensive rebound by K. Love,,90,96
414,4,1:28.0,Cleveland full timeout,,90,96
415,4,1:23.0,T. Thompson makes 2-pt hook shot from 5 ft (assist by L. James),,92,96
416,4,1:00.0,,Turnover by D. Favors (lost ball; steal by K. Irving),92,96
417,4,0:56.0,K. Irving makes 2-pt layup from 1 ft (assist by L. James),,94,96
418,4,0:30.0,,T. Burke misses 3-pt jump shot from 28 ft,94,96
419,4,0:30.0,,Offensive rebound by Team,94,96
420,4,0:30.0,,Turnover by Team (shot clock),94,96
421,4,0:30.0,Cleveland full timeout,,94,96
422,4,0:30.0,,R. Hood enters the game for T. Burke,94,96
423,4,0:28.0,L. James misses 2-pt jump shot from 3 ft,,94,96
424,4,0:26.0,,Defensive rebound by D. Favors,94,96
425,4,0:18.0,,Personal foul by M. Miller (drawn by A. Burks),94,96
426,4,0:18.0,,A. Burks makes free throw 1 of 2,94,97
427,4,0:18.0,,A. Burks makes free throw 2 of 2,94,98
428,4,0:18.0,Cleveland full timeout,,94,98
429,4,0:14.0,L. James makes 3-pt jump shot from 23 ft,,97,98
430,4,0:08.0,,Personal foul by K. Irving (drawn by A. Burks),97,98
431,4,0:08.0,,A. Burks makes free throw 1 of 2,97,99
432,4,0:08.0,,A. Burks makes free throw 2 of 2,97,100
433,4,0:03.0,Shooting foul by D. Favors (drawn by L. James),,97,100
434,4,0:03.0,L. James makes free throw 1 of 3,,98,100
435,4,0:03.0,L. James makes free throw 2 of 3,,99,100
436,4,0:03.0,S. Marion enters the game for M. Miller,,99,100
437,4,0:03.0,L. James makes free throw 3 of 3,,100,100
438,4,0:03.0,,Utah full timeout,100,100
439,4,0:03.0,,J. Ingles enters the game for T. Booker,100,100
440,4,0:03.0,,T. Burke enters the game for R. Hood,100,100
441,4,0:03.0,D. Waiters enters the game for K. Love,,100,100
442,4,0:00.0,,G. Hayward makes 2-pt jump shot from 20 ft,100,102
