,QUARTER,TIME_REMAINING,INDIANA_ACTION,ORLANDO_ACTION,INDIANA_SCORE,ORLANDO_SCORE
135,2,7:22.0,C. Watson makes 2-pt jump shot from 19 ft (assist by S. Hill),,36,37
136,2,7:10.0,,A. Gordon misses 3-pt jump shot from 22 ft,36,37
137,2,7:09.0,Defensive rebound by I. Mahinmi,,36,37
138,2,7:05.0,,Offensive charge foul by L. Scola (drawn by V. Oladipo),36,37
139,2,7:05.0,Turnover by L. Scola (offensive foul),,36,37
140,2,7:05.0,R. Hibbert enters the game for I. Mahinmi,,36,37
141,2,7:05.0,,C. Frye enters the game for T. Harris,36,37
142,2,6:52.0,,A. Gordon makes 3-pt jump shot from 23 ft (assist by E. Payton),36,40
143,2,6:39.0,Offensive foul by C. Watson (drawn by E. Payton),,36,40
144,2,6:39.0,Turnover by C. Watson (offensive foul),,36,40
145,2,6:29.0,,Turnover by V. Oladipo (traveling),36,40
146,2,6:14.0,R. Hibbert makes 2-pt hook shot from 8 ft,,38,40
147,2,5:53.0,,V. Oladipo misses 3-pt jump shot from 25 ft,38,40
148,2,5:52.0,Defensive rebound by R. Hibbert,,38,40
149,2,5:42.0,L. Scola makes 2-pt layup from 2 ft (assist by C. Watson),,40,40
150,2,5:42.0,Shooting foul by E. Payton (drawn by L. Scola),,40,40
151,2,5:42.0,Official timeout,,40,40
152,2,5:42.0,L. Scola misses free throw 1 of 1,,40,40
153,2,5:41.0,,Defensive rebound by N. Vučević,40,40
154,2,5:30.0,,V. Oladipo makes 2-pt layup at rim,40,42
155,2,5:12.0,R. Hibbert makes 2-pt hook shot from 6 ft,,42,42
156,2,4:48.0,,A. Gordon misses 2-pt jump shot from 11 ft,42,42
157,2,4:44.0,Defensive rebound by R. Hibbert,,42,42
158,2,4:31.0,Turnover by S. Hill (bad pass),,42,42
159,2,4:31.0,,T. Harris enters the game for A. Gordon,42,42
160,2,4:31.0,D. West enters the game for L. Scola,,42,42
161,2,4:17.0,,Personal foul by S. Hill (drawn by V. Oladipo),42,42
162,2,4:17.0,G. Hill enters the game for C. Watson,,42,42
163,2,4:17.0,R. Stuckey enters the game for S. Hill,,42,42
164,2,4:10.0,,V. Oladipo misses 2-pt jump shot from 14 ft,42,42
165,2,4:08.0,Defensive rebound by G. Hill,,42,42
166,2,4:01.0,R. Hibbert misses 2-pt hook shot from 5 ft,,42,42
167,2,3:59.0,,Defensive rebound by V. Oladipo,42,42
168,2,3:49.0,,Shooting foul by D. West (drawn by T. Harris),42,42
169,2,3:49.0,,T. Harris misses free throw 1 of 2,42,42
170,2,3:49.0,,Offensive rebound by Team,42,42
171,2,3:49.0,,T. Harris misses free throw 2 of 2,42,42
172,2,3:48.0,Defensive rebound by R. Hibbert,,42,42
173,2,3:45.0,Indiana full timeout,,42,42
174,2,3:27.0,D. West makes 2-pt jump shot from 17 ft (assist by G. Hill),,44,42
175,2,3:07.0,,C. Frye misses 3-pt jump shot from 25 ft,44,42
176,2,3:06.0,Defensive rebound by G. Hill,,44,42
177,2,2:52.0,D. West misses 2-pt jump shot from 3 ft,,44,42
178,2,2:50.0,Offensive rebound by R. Hibbert,,44,42
179,2,2:50.0,R. Hibbert makes 2-pt tip-in at rim,,46,42
180,2,2:43.0,,N. Vučević misses 2-pt jump shot from 5 ft,46,42
181,2,2:41.0,Defensive rebound by R. Hibbert,,46,42
182,2,2:35.0,G. Hill makes 2-pt jump shot from 3 ft,,48,42
183,2,2:22.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),48,44
184,2,2:03.0,R. Hibbert misses 2-pt hook shot from 11 ft,,48,44
185,2,2:01.0,,Defensive rebound by C. Frye,48,44
186,2,1:52.0,,N. Vučević misses 2-pt jump shot from 19 ft,48,44
187,2,1:51.0,Defensive rebound by D. West,,48,44
188,2,1:41.0,Shooting foul by E. Payton (drawn by G. Hill),,48,44
189,2,1:41.0,G. Hill misses free throw 1 of 2,,48,44
190,2,1:41.0,Offensive rebound by Team,,48,44
191,2,1:41.0,I. Mahinmi enters the game for R. Hibbert,,48,44
192,2,1:41.0,G. Hill makes free throw 2 of 2,,49,44
193,2,1:28.0,,N. Vučević makes 2-pt layup from 1 ft (assist by V. Oladipo),49,46
194,2,1:28.0,,Shooting foul by I. Mahinmi (drawn by N. Vučević),49,46
195,2,1:28.0,,N. Vučević makes free throw 1 of 1,49,47
196,2,1:09.0,Shooting foul by C. Frye (drawn by D. West),,49,47
197,2,1:09.0,D. West makes free throw 1 of 2,,50,47
198,2,1:09.0,R. Hibbert enters the game for I. Mahinmi,,50,47
199,2,1:09.0,S. Hill enters the game for D. Rudež,,50,47
200,2,1:09.0,D. West makes free throw 2 of 2,,51,47
201,2,0:50.0,,C. Frye misses 3-pt jump shot from 25 ft,51,47
202,2,0:48.0,,Offensive rebound by Team,51,47
203,2,0:39.0,,V. Oladipo misses 2-pt jump shot from 17 ft,51,47
204,2,0:38.0,Defensive rebound by G. Hill,,51,47
205,2,0:24.0,G. Hill misses 3-pt jump shot from 28 ft,,51,47
206,2,0:24.0,,Defensive rebound by Team,51,47
207,2,0:03.0,,T. Harris makes 2-pt layup from 1 ft (assist by C. Frye),51,49
208,3,11:47.0,,N. Vučević misses 2-pt jump shot from 8 ft,51,49
209,3,11:46.0,Defensive rebound by R. Hibbert,,51,49
210,3,11:32.0,R. Stuckey makes 2-pt jump shot from 17 ft (assist by D. West),,53,49
211,3,11:15.0,,E. Payton makes 2-pt jump shot from 10 ft,53,51
212,3,10:46.0,R. Hibbert misses 2-pt hook shot from 11 ft,,53,51
213,3,10:44.0,,Defensive rebound by N. Vučević,53,51
214,3,10:37.0,,Personal foul by R. Hibbert (drawn by E. Payton),53,51
215,3,10:32.0,,V. Oladipo makes 2-pt jump shot from 5 ft,53,53
216,3,10:11.0,C. Watson makes 3-pt jump shot from 25 ft (assist by R. Stuckey),,56,53
217,3,9:56.0,,N. Vučević makes 2-pt jump shot from 16 ft,56,55
218,3,9:37.0,D. West makes 2-pt layup at rim,,58,55
219,3,9:26.0,,V. Oladipo makes 2-pt jump shot from 20 ft,58,57
220,3,9:10.0,Shooting foul by N. Vučević (drawn by C. Watson),,58,57
221,3,9:10.0,C. Watson makes free throw 1 of 2,,59,57
222,3,9:10.0,C. Watson makes free throw 2 of 2,,60,57
223,3,8:57.0,,Turnover by V. Oladipo (bad pass; steal by S. Hill),60,57
224,3,8:47.0,D. West misses 2-pt jump shot from 13 ft,,60,57
225,3,8:46.0,,Defensive rebound by A. Gordon,60,57
226,3,8:41.0,Violation by S. Hill (kicked ball),,60,57
227,3,8:34.0,,E. Payton misses 2-pt jump shot from 7 ft,60,57
228,3,8:32.0,,Offensive rebound by E. Payton,60,57
229,3,8:23.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by E. Payton),60,60
230,3,8:08.0,R. Stuckey makes 2-pt jump shot from 14 ft,,62,60
231,3,8:01.0,,Orlando full timeout,62,60
232,3,8:00.0,,Personal foul by R. Hibbert (drawn by E. Payton),62,60
233,3,7:47.0,,C. Frye misses 2-pt jump shot from 17 ft,62,60
234,3,7:46.0,Defensive rebound by R. Hibbert,,62,60
235,3,7:33.0,Turnover by R. Stuckey (bad pass; steal by C. Frye),,62,60
236,3,7:29.0,,V. Oladipo makes 2-pt layup at rim,62,62
237,3,7:29.0,,Shooting foul by D. West (drawn by V. Oladipo),62,62
238,3,7:29.0,,V. Oladipo makes free throw 1 of 1,62,63
239,3,7:14.0,,Offensive charge foul by D. West (drawn by C. Frye),62,63
240,3,7:14.0,Turnover by D. West (offensive foul),,62,63
241,3,7:04.0,,N. Vučević makes 2-pt jump shot from 9 ft (assist by E. Payton),62,65
242,3,7:04.0,Indiana full timeout,,62,65
243,3,6:40.0,R. Stuckey misses 2-pt jump shot from 15 ft,,62,65
244,3,6:40.0,Offensive rebound by Team,,62,65
245,3,6:40.0,,Loose ball foul by E. Payton (drawn by D. West),62,65
246,3,6:33.0,R. Hibbert makes 2-pt hook shot from 10 ft,,64,65
247,3,6:12.0,,N. Vučević makes 2-pt hook shot from 3 ft,64,67
248,3,6:00.0,Turnover by C. Watson (bad pass; steal by C. Frye),,64,67
249,3,5:56.0,,V. Oladipo makes 2-pt layup at rim,64,69
250,3,5:39.0,Turnover by R. Stuckey (bad pass; steal by E. Payton),,64,69
251,3,5:36.0,,Shooting foul by R. Stuckey (drawn by E. Payton),64,69
252,3,5:36.0,,E. Payton makes free throw 1 of 2,64,70
253,3,5:36.0,G. Hill enters the game for R. Stuckey,,64,70
254,3,5:36.0,,E. Payton misses free throw 2 of 2,64,70
255,3,5:35.0,Defensive rebound by R. Hibbert,,64,70
256,3,5:14.0,R. Hibbert misses 2-pt hook shot from 10 ft,,64,70
257,3,5:12.0,,Defensive rebound by A. Gordon,64,70
258,3,4:57.0,,N. Vučević misses 2-pt hook shot from 6 ft,64,70
259,3,4:56.0,Defensive rebound by R. Hibbert,,64,70
260,3,4:47.0,G. Hill makes 2-pt jump shot from 6 ft,,66,70
261,3,4:47.0,Shooting foul by E. Payton (drawn by G. Hill),,66,70
262,3,4:47.0,I. Mahinmi enters the game for R. Hibbert,,66,70
263,3,4:47.0,,T. Harris enters the game for A. Gordon,66,70
264,3,4:47.0,,W. Green enters the game for E. Payton,66,70
265,3,4:47.0,G. Hill makes free throw 1 of 1,,67,70
266,3,4:33.0,,V. Oladipo makes 2-pt layup at rim (assist by C. Frye),67,72
267,3,4:14.0,G. Hill misses 3-pt jump shot from 28 ft,,67,72
268,3,4:13.0,,Defensive rebound by N. Vučević,67,72
269,3,4:03.0,,W. Green misses 3-pt jump shot from 22 ft,67,72
270,3,4:01.0,Defensive rebound by S. Hill,,67,72
271,3,3:48.0,D. West makes 2-pt jump shot from 20 ft (assist by I. Mahinmi),,69,72
272,3,3:26.0,,N. Vučević makes 2-pt jump shot from 16 ft (assist by V. Oladipo),69,74
273,3,3:15.0,C. Watson misses 3-pt jump shot from 25 ft,,69,74
274,3,3:13.0,Offensive rebound by G. Hill,,69,74
275,3,3:10.0,D. West misses 3-pt jump shot from 25 ft,,69,74
276,3,3:08.0,,Defensive rebound by W. Green,69,74
277,3,3:02.0,,V. Oladipo misses 2-pt jump shot from 19 ft,69,74
278,3,3:00.0,Defensive rebound by C. Watson,,69,74
279,3,2:55.0,Personal foul by V. Oladipo (drawn by C. Watson),,69,74
280,3,2:55.0,D. Rudež enters the game for C. Watson,,69,74
281,3,2:55.0,,E. Fournier enters the game for V. Oladipo,69,74
282,3,2:47.0,Shooting foul by C. Frye (drawn by D. West),,69,74
283,3,2:47.0,D. West makes free throw 1 of 2,,70,74
284,3,2:47.0,D. West makes free throw 2 of 2,,71,74
285,3,2:34.0,,T. Harris misses 2-pt jump shot from 15 ft,71,74
286,3,2:33.0,Defensive rebound by G. Hill,,71,74
287,3,2:25.0,D. West makes 2-pt jump shot from 20 ft (assist by G. Hill),,73,74
288,3,2:03.0,,N. Vučević misses 2-pt hook shot from 9 ft,73,74
289,3,2:01.0,Defensive rebound by D. West,,73,74
290,3,1:53.0,D. Rudež misses 3-pt jump shot from 26 ft,,73,74
291,3,1:52.0,,Defensive rebound by C. Frye,73,74
292,3,1:46.0,,K. O'Quinn enters the game for N. Vučević,73,74
293,3,1:38.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by W. Green),73,77
294,3,1:22.0,G. Hill misses 3-pt jump shot from 26 ft,,73,77
295,3,1:21.0,,Defensive rebound by C. Frye,73,77
296,3,1:15.0,,Offensive foul by C. Frye (drawn by G. Hill),73,77
297,3,1:15.0,,Turnover by C. Frye (offensive foul),73,77
298,3,1:15.0,L. Scola enters the game for D. West,,73,77
299,3,0:54.0,S. Hill misses 2-pt jump shot from 14 ft,,73,77
300,3,0:52.0,,Defensive rebound by T. Harris,73,77
301,3,0:43.0,,C. Frye makes 2-pt layup from 1 ft (assist by K. O'Quinn),73,79
302,3,0:43.0,,Shooting foul by L. Scola (drawn by C. Frye),73,79
303,3,0:43.0,,C. Frye makes free throw 1 of 1,73,80
304,3,0:30.0,G. Hill makes 2-pt layup at rim,,75,80
305,3,0:06.0,,W. Green makes 2-pt jump shot from 20 ft,75,82
306,3,0:00.0,G. Hill misses 2-pt jump shot from 14 ft (block by K. O'Quinn),,75,82
307,3,0:00.0,Offensive rebound by Team,,75,82
308,4,11:56.0,Personal foul by W. Green (drawn by C. Watson),,75,82
309,4,11:43.0,D. Rudež misses 3-pt jump shot from 25 ft,,75,82
310,4,11:39.0,Offensive rebound by L. Scola,,75,82
311,4,11:39.0,L. Scola misses 2-pt tip-in from 1 ft,,75,82
312,4,11:38.0,,Defensive rebound by K. O'Quinn,75,82
313,4,11:29.0,,Turnover by W. Green (lost ball; steal by C. Watson),75,82
314,4,11:22.0,R. Stuckey misses 2-pt jump shot from 6 ft,,75,82
315,4,11:21.0,,Defensive rebound by T. Harris,75,82
316,4,11:14.0,,W. Green makes 2-pt dunk at rim (assist by K. O'Quinn),75,84
317,4,11:02.0,I. Mahinmi misses 2-pt dunk at rim (block by K. O'Quinn),,75,84
318,4,10:58.0,,Defensive rebound by T. Harris,75,84
319,4,10:50.0,,E. Fournier misses 2-pt jump shot from 7 ft,75,84
320,4,10:48.0,,Offensive rebound by E. Fournier,75,84
321,4,10:47.0,,E. Fournier misses 2-pt layup at rim,75,84
322,4,10:45.0,Defensive rebound by I. Mahinmi,,75,84
323,4,10:41.0,D. Rudež misses 3-pt jump shot from 25 ft,,75,84
324,4,10:39.0,Offensive rebound by L. Scola,,75,84
325,4,10:38.0,L. Scola misses 2-pt layup at rim,,75,84
326,4,10:36.0,,Defensive rebound by D. Marble,75,84
327,4,10:21.0,,T. Harris misses 2-pt layup at rim,75,84
328,4,10:20.0,Defensive rebound by I. Mahinmi,,75,84
329,4,10:16.0,Shooting foul by D. Marble (drawn by R. Stuckey),,75,84
330,4,10:16.0,R. Stuckey makes free throw 1 of 2,,76,84
331,4,10:16.0,R. Stuckey makes free throw 2 of 2,,77,84
332,4,9:55.0,,D. Marble makes 2-pt hook shot from 5 ft,77,86
333,4,9:46.0,Personal foul by T. Harris (drawn by L. Scola),,77,86
334,4,9:34.0,I. Mahinmi makes 2-pt layup at rim (assist by L. Scola),,79,86
335,4,9:14.0,,Turnover by T. Harris (lost ball; steal by L. Scola),79,86
336,4,9:13.0,Personal foul by W. Green (drawn by C. Watson),,79,86
337,4,8:57.0,C. Watson misses 2-pt jump shot from 5 ft (block by W. Green),,79,86
338,4,8:55.0,,Defensive rebound by K. O'Quinn,79,86
339,4,8:54.0,,Personal foul by L. Scola (drawn by K. O'Quinn),79,86
340,4,8:54.0,Official timeout,,79,86
341,4,8:39.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by E. Fournier),79,88
342,4,8:17.0,Turnover by R. Stuckey (bad pass; steal by W. Green),,79,88
343,4,8:13.0,,Turnover by E. Fournier (lost ball),79,88
344,4,8:04.0,Turnover by D. Rudež (bad pass),,79,88
345,4,7:48.0,,D. Marble misses 3-pt jump shot from 23 ft,79,88
346,4,7:47.0,Defensive rebound by I. Mahinmi,,79,88
347,4,7:39.0,D. Rudež makes 3-pt jump shot from 24 ft (assist by R. Stuckey),,82,88
348,4,7:33.0,,Orlando full timeout,82,88
349,4,7:33.0,,V. Oladipo enters the game for D. Marble,82,88
350,4,7:33.0,,N. Vučević enters the game for K. O'Quinn,82,88
351,4,7:33.0,,E. Payton enters the game for W. Green,82,88
352,4,7:33.0,S. Hill enters the game for R. Stuckey,,82,88
353,4,7:33.0,D. West enters the game for L. Scola,,82,88
354,4,7:27.0,,Shooting foul by D. Rudež (drawn by N. Vučević),82,88
355,4,7:27.0,,N. Vučević makes free throw 1 of 2,82,89
356,4,7:27.0,,N. Vučević makes free throw 2 of 2,82,90
357,4,7:08.0,C. Watson makes 3-pt jump shot from 25 ft (assist by D. Rudež),,85,90
358,4,6:46.0,,E. Fournier misses 3-pt jump shot from 24 ft,85,90
359,4,6:45.0,Defensive rebound by D. West,,85,90
360,4,6:32.0,D. Rudež makes 3-pt jump shot from 27 ft (assist by C. Watson),,88,90
361,4,6:11.0,,V. Oladipo misses 3-pt jump shot from 25 ft,88,90
362,4,6:10.0,Defensive rebound by I. Mahinmi,,88,90
363,4,5:51.0,D. Rudež makes 2-pt dunk at rim (assist by C. Watson),,90,90
364,4,5:49.0,,Orlando full timeout,90,90
365,4,5:49.0,G. Hill enters the game for S. Hill,,90,90
366,4,5:36.0,,V. Oladipo misses 2-pt jump shot from 18 ft,90,90
367,4,5:33.0,,Offensive rebound by T. Harris,90,90
368,4,5:31.0,,Personal foul by I. Mahinmi (drawn by N. Vučević),90,90
369,4,5:25.0,,Turnover by V. Oladipo (lost ball; steal by D. West),90,90
370,4,5:23.0,Turnover by D. West (lost ball; steal by V. Oladipo),,90,90
371,4,5:07.0,,E. Payton misses 2-pt layup from 2 ft (block by I. Mahinmi),90,90
372,4,5:05.0,Defensive rebound by I. Mahinmi,,90,90
373,4,4:51.0,D. Rudež makes 3-pt jump shot from 25 ft (assist by C. Watson),,93,90
374,4,4:41.0,,Shooting foul by D. West (drawn by T. Harris),93,90
375,4,4:41.0,,T. Harris misses free throw 1 of 2,93,90
376,4,4:41.0,,Offensive rebound by Team,93,90
377,4,4:41.0,,C. Frye enters the game for E. Fournier,93,90
378,4,4:41.0,,T. Harris makes free throw 2 of 2,93,91
379,4,4:28.0,I. Mahinmi makes 2-pt dunk at rim (assist by C. Watson),,95,91
380,4,4:11.0,,C. Frye misses 2-pt jump shot from 20 ft,95,91
381,4,4:10.0,Defensive rebound by D. Rudež,,95,91
382,4,4:02.0,C. Watson misses 2-pt jump shot from 16 ft,,95,91
383,4,4:00.0,,Defensive rebound by N. Vučević,95,91
384,4,3:44.0,,E. Payton makes 2-pt layup at rim,95,93
385,4,3:15.0,D. West misses 2-pt jump shot from 15 ft,,95,93
