,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW YORK_ACTION,MEMPHIS_SCORE,NEW YORK_SCORE
387,4,1:58.0,,L. Galloway makes free throw 1 of 2,101,80
388,4,1:58.0,R. Smith enters the game for N. Calathes,,101,80
389,4,1:58.0,,Q. Acy enters the game for A. Bargnani,101,80
390,4,1:58.0,,C. Aldrich enters the game for J. Smith,101,80
391,4,1:58.0,,L. Galloway misses free throw 2 of 2,101,80
392,4,1:57.0,Defensive rebound by J. Green,,101,80
393,4,1:37.0,J. Adams misses 2-pt layup from 3 ft (block by S. Larkin),,101,80
394,4,1:36.0,Offensive rebound by J. Green,,101,80
395,4,1:34.0,K. Koufos makes 2-pt layup from 2 ft,,103,80
396,4,1:20.0,,L. Galloway misses 3-pt jump shot from 25 ft,103,80
397,4,1:18.0,Defensive rebound by J. Green,,103,80
398,4,1:07.0,K. Koufos misses 2-pt layup from 2 ft (block by C. Aldrich),,103,80
399,4,1:05.0,,Defensive rebound by Q. Acy,103,80
400,4,0:57.0,,Personal foul by R. Smith (drawn by L. Galloway),103,80
401,4,0:57.0,,L. Galloway makes free throw 1 of 2,103,81
402,4,0:57.0,,L. Galloway makes free throw 2 of 2,103,82
403,4,0:35.0,R. Smith misses 3-pt jump shot from 25 ft,,103,82
404,4,0:33.0,,Defensive rebound by C. Aldrich,103,82
405,4,0:24.0,,Q. Acy misses 2-pt jump shot from 16 ft,103,82
406,4,0:23.0,Defensive rebound by J. Green,,103,82
