,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,SACRAMENTO_ACTION,SAN ANTONIO_SCORE,SACRAMENTO_SCORE
162,2,4:31.0,,D. Collison makes free throw 2 of 2,36,35
163,2,4:13.0,C. Joseph misses 2-pt layup from 1 ft,,36,35
164,2,4:13.0,Offensive rebound by Team,,36,35
165,2,4:13.0,,Loose ball foul by J. Thompson (drawn by T. Duncan),36,35
166,2,4:00.0,T. Duncan misses 2-pt jump shot from 11 ft,,36,35
167,2,3:59.0,,Defensive rebound by C. Landry,36,35
168,2,3:40.0,,R. Gay misses 2-pt jump shot from 4 ft,36,35
169,2,3:40.0,Defensive rebound by Team,,36,35
170,2,3:40.0,,Loose ball foul by J. Thompson (drawn by D. Green),36,35
171,2,3:40.0,T. Parker enters the game for D. Green,,36,35
172,2,3:40.0,A. Baynes enters the game for C. Joseph,,36,35
173,2,3:40.0,M. Ginóbili enters the game for M. Bonner,,36,35
174,2,3:21.0,T. Duncan misses 2-pt jump shot from 13 ft,,36,35
175,2,3:20.0,,Defensive rebound by J. Thompson,36,35
176,2,2:59.0,,C. Landry misses 2-pt jump shot from 3 ft (block by T. Duncan),36,35
177,2,2:59.0,Defensive rebound by Team,,36,35
178,2,2:59.0,Official timeout,,36,35
179,2,2:51.0,M. Ginóbili misses 2-pt layup from 1 ft,,36,35
180,2,2:50.0,,Defensive rebound by C. Landry,36,35
181,2,2:36.0,,C. Landry makes 2-pt jump shot from 16 ft (assist by B. McLemore),36,37
182,2,2:18.0,Turnover by K. Leonard (bad pass; steal by D. Collison),,36,37
183,2,2:14.0,,D. Collison makes 2-pt dunk at rim,36,39
184,2,1:54.0,Turnover by M. Ginóbili (lost ball; steal by C. Landry),,36,39
185,2,1:50.0,,B. McLemore makes 2-pt dunk at rim (assist by D. Collison),36,41
186,2,1:33.0,A. Baynes misses 2-pt layup from 1 ft (block by C. Landry),,36,41
187,2,1:31.0,,Defensive rebound by C. Landry,36,41
188,2,1:25.0,,R. Gay makes 2-pt jump shot from 3 ft,36,43
189,2,1:04.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,36,43
190,2,1:03.0,,Defensive rebound by J. Thompson,36,43
191,2,0:52.0,,D. Collison makes 2-pt jump shot from 17 ft,36,45
192,2,0:31.0,A. Baynes misses 2-pt layup from 2 ft (block by J. Thompson),,36,45
193,2,0:28.0,,Defensive rebound by J. Thompson,36,45
194,2,0:12.0,,R. Gay misses 2-pt jump shot from 11 ft,36,45
195,2,0:11.0,Defensive rebound by M. Ginóbili,,36,45
196,2,0:08.0,Shooting foul by D. Collison (drawn by M. Ginóbili),,36,45
197,2,0:08.0,M. Ginóbili makes free throw 1 of 2,,37,45
198,2,0:08.0,D. Green enters the game for K. Leonard,,37,45
199,2,0:08.0,,N. Stauskas enters the game for C. Landry,37,45
200,2,0:08.0,M. Ginóbili makes free throw 2 of 2,,38,45
201,2,0:04.0,,Personal take foul by T. Parker (drawn by D. Collison),38,45
202,2,0:01.0,,R. Gay misses 3-pt jump shot from 26 ft,38,45
203,2,0:00.0,Defensive rebound by D. Green,,38,45
204,3,11:36.0,K. Leonard misses 3-pt jump shot from 25 ft,,38,45
205,3,11:35.0,,Defensive rebound by B. McLemore,38,45
206,3,11:14.0,,D. Cousins makes 2-pt hook shot from 6 ft (assist by R. Gay),38,47
207,3,10:56.0,M. Bonner makes 3-pt jump shot from 25 ft (assist by T. Parker),,41,47
208,3,10:33.0,,D. Cousins misses 2-pt jump shot from 6 ft,41,47
209,3,10:31.0,,Offensive rebound by D. Cousins,41,47
210,3,10:31.0,,D. Cousins makes 2-pt layup from 1 ft,41,49
211,3,10:17.0,T. Parker misses 2-pt jump shot from 7 ft,,41,49
212,3,10:15.0,,Defensive rebound by D. Collison,41,49
213,3,10:12.0,,Shooting block foul by D. Green (drawn by B. McLemore),41,49
214,3,10:12.0,,B. McLemore makes free throw 1 of 2,41,50
215,3,10:12.0,,B. McLemore makes free throw 2 of 2,41,51
216,3,10:04.0,T. Parker makes 2-pt jump shot from 19 ft,,43,51
217,3,9:49.0,,Personal foul by K. Leonard (drawn by R. Gay),43,51
218,3,9:41.0,,D. Collison makes 2-pt jump shot from 16 ft,43,53
219,3,9:23.0,T. Duncan misses 2-pt jump shot from 16 ft,,43,53
220,3,9:22.0,,Defensive rebound by R. Gay,43,53
221,3,9:14.0,,R. Gay misses 2-pt layup from 2 ft,43,53
222,3,9:12.0,Defensive rebound by T. Duncan,,43,53
223,3,9:06.0,D. Green makes 2-pt jump shot from 18 ft (assist by M. Bonner),,45,53
224,3,8:53.0,,D. Collison misses 2-pt jump shot from 16 ft,45,53
225,3,8:52.0,Defensive rebound by M. Bonner,,45,53
226,3,8:44.0,T. Duncan makes 2-pt jump shot from 10 ft (assist by T. Parker),,47,53
227,3,8:23.0,,R. Gay misses 3-pt jump shot from 23 ft,47,53
228,3,8:22.0,Defensive rebound by T. Duncan,,47,53
229,3,8:11.0,K. Leonard makes 3-pt jump shot from 23 ft (assist by T. Parker),,50,53
230,3,8:10.0,,Sacramento full timeout,50,53
231,3,8:01.0,,Personal foul by M. Bonner (drawn by D. Cousins),50,53
232,3,7:52.0,,J. Thompson misses 2-pt jump shot from 10 ft,50,53
233,3,7:51.0,Defensive rebound by M. Bonner,,50,53
234,3,7:33.0,T. Parker misses 2-pt jump shot from 6 ft,,50,53
235,3,7:31.0,,Defensive rebound by R. Gay,50,53
236,3,7:24.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),50,55
237,3,7:01.0,T. Parker makes 2-pt jump shot from 4 ft,,52,55
238,3,6:42.0,,R. Gay misses 2-pt jump shot from 9 ft,52,55
239,3,6:40.0,Defensive rebound by M. Bonner,,52,55
240,3,6:36.0,Offensive foul by T. Duncan (drawn by J. Thompson),,52,55
241,3,6:36.0,Turnover by T. Duncan (offensive foul),,52,55
242,3,6:23.0,,Shooting foul by M. Bonner (drawn by D. Cousins),52,55
243,3,6:23.0,,D. Cousins makes free throw 1 of 2,52,56
244,3,6:23.0,B. Diaw enters the game for M. Bonner,,52,56
245,3,6:23.0,,D. Cousins makes free throw 2 of 2,52,57
246,3,6:07.0,D. Green makes 3-pt jump shot from 25 ft (assist by T. Parker),,55,57
247,3,5:43.0,,Shooting foul by B. Diaw (drawn by R. Gay),55,57
248,3,5:43.0,,R. Gay makes free throw 1 of 2,55,58
249,3,5:43.0,M. Ginóbili enters the game for K. Leonard,,55,58
250,3,5:43.0,A. Baynes enters the game for T. Duncan,,55,58
251,3,5:43.0,,R. Gay makes free throw 2 of 2,55,59
252,3,5:29.0,T. Parker misses 2-pt jump shot from 18 ft,,55,59
253,3,5:27.0,,Defensive rebound by J. Thompson,55,59
254,3,5:14.0,,D. Cousins makes 2-pt layup from 1 ft,55,61
255,3,5:13.0,San Antonio full timeout,,55,61
256,3,5:13.0,,O. Casspi enters the game for R. Gay,55,61
257,3,5:13.0,,C. Landry enters the game for J. Thompson,55,61
258,3,4:57.0,,Violation by D. Cousins (def goaltending),55,61
259,3,4:57.0,M. Ginóbili makes 2-pt layup from 2 ft (assist by A. Baynes),,57,61
260,3,4:39.0,,D. Cousins misses 2-pt jump shot from 9 ft,57,61
261,3,4:38.0,Defensive rebound by M. Ginóbili,,57,61
262,3,4:30.0,Personal foul by D. Collison (drawn by T. Parker),,57,61
263,3,4:30.0,C. Joseph enters the game for T. Parker,,57,61
264,3,4:16.0,D. Green makes 2-pt jump shot from 5 ft (assist by M. Ginóbili),,59,61
265,3,3:58.0,,Turnover by B. McLemore (bad pass; steal by C. Joseph),59,61
266,3,3:56.0,Turnover by C. Joseph (bad pass; steal by D. Collison),,59,61
267,3,3:53.0,,D. Collison makes 2-pt layup from 2 ft,59,63
268,3,3:37.0,A. Baynes makes 2-pt dunk at rim (assist by M. Ginóbili),,61,63
269,3,3:15.0,,O. Casspi makes 2-pt layup at rim (assist by C. Landry),61,65
270,3,3:00.0,Personal foul by C. Landry (drawn by B. Diaw),,61,65
271,3,2:56.0,M. Ginóbili misses 2-pt jump shot from 6 ft (block by D. Cousins),,61,65
272,3,2:56.0,Offensive rebound by Team,,61,65
273,3,2:56.0,K. Leonard enters the game for D. Green,,61,65
274,3,2:42.0,K. Leonard misses 3-pt jump shot from 24 ft,,61,65
275,3,2:40.0,,Defensive rebound by D. Cousins,61,65
276,3,2:28.0,,C. Landry makes 2-pt hook shot from 7 ft (assist by D. Collison),61,67
277,3,2:20.0,M. Ginóbili misses 3-pt jump shot from 24 ft,,61,67
278,3,2:18.0,Offensive rebound by K. Leonard,,61,67
279,3,2:13.0,M. Ginóbili makes 3-pt jump shot from 26 ft (assist by K. Leonard),,64,67
280,3,1:55.0,,Turnover by D. Collison (bad pass),64,67
281,3,1:55.0,,J. Thompson enters the game for D. Cousins,64,67
282,3,1:44.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,64,67
283,3,1:43.0,,Defensive rebound by O. Casspi,64,67
284,3,1:39.0,,O. Casspi makes 2-pt layup from 1 ft,64,69
285,3,1:26.0,K. Leonard makes 2-pt jump shot from 20 ft (assist by C. Joseph),,66,69
286,3,1:02.0,,C. Landry misses 2-pt jump shot from 16 ft,66,69
287,3,1:02.0,,Offensive rebound by Team,66,69
288,3,1:02.0,Loose ball foul by M. Ginóbili (drawn by O. Casspi),,66,69
289,3,1:02.0,,O. Casspi misses free throw 1 of 2,66,69
290,3,1:02.0,,Offensive rebound by Team,66,69
291,3,1:02.0,,O. Casspi makes free throw 2 of 2,66,70
292,3,0:50.0,Personal foul by B. McLemore (drawn by A. Baynes),,66,70
293,3,0:42.0,B. Diaw misses 2-pt layup from 2 ft,,66,70
294,3,0:41.0,,Defensive rebound by O. Casspi,66,70
295,3,0:35.0,,D. Collison misses 3-pt jump shot from 27 ft,66,70
296,3,0:32.0,,Offensive rebound by B. McLemore,66,70
297,3,0:30.0,,Turnover by B. McLemore (bad pass; steal by K. Leonard),66,70
298,3,0:07.0,K. Leonard misses 2-pt jump shot from 9 ft,,66,70
299,3,0:05.0,,Defensive rebound by D. Collison,66,70
300,3,0:01.0,,D. Collison misses 3-pt jump shot from 44 ft,66,70
301,3,0:00.0,,Offensive rebound by Team,66,70
302,4,11:44.0,,C. Landry misses 2-pt jump shot from 17 ft,66,70
303,4,11:43.0,Defensive rebound by K. Leonard,,66,70
304,4,11:33.0,K. Leonard misses 3-pt jump shot from 26 ft,,66,70
305,4,11:31.0,Offensive rebound by B. Diaw,,66,70
306,4,11:22.0,Turnover by T. Parker (bad pass; steal by O. Casspi),,66,70
307,4,11:19.0,,Shooting foul by K. Leonard (drawn by O. Casspi),66,70
308,4,11:19.0,,O. Casspi makes free throw 1 of 2,66,71
309,4,11:19.0,,O. Casspi makes free throw 2 of 2,66,72
310,4,11:01.0,Shooting foul by C. Landry (drawn by D. Green),,66,72
311,4,11:01.0,D. Green makes free throw 1 of 2,,67,72
312,4,11:01.0,D. Green makes free throw 2 of 2,,68,72
313,4,10:45.0,,R. Gay makes 2-pt jump shot from 15 ft (assist by C. Landry),68,74
314,4,10:31.0,K. Leonard misses 3-pt jump shot from 25 ft,,68,74
315,4,10:30.0,,Defensive rebound by R. Sessions,68,74
316,4,10:17.0,,O. Casspi misses 2-pt layup from 1 ft,68,74
317,4,10:16.0,Defensive rebound by B. Diaw,,68,74
318,4,10:10.0,Turnover by T. Parker (lost ball; steal by R. Gay),,68,74
319,4,10:04.0,,R. Gay misses 2-pt layup from 1 ft,68,74
320,4,10:03.0,Defensive rebound by Team,,68,74
321,4,10:03.0,,Loose ball foul by O. Casspi (drawn by C. Joseph),68,74
322,4,9:45.0,B. Diaw misses 2-pt jump shot from 5 ft (block by C. Landry),,68,74
323,4,9:43.0,Offensive rebound by B. Diaw,,68,74
324,4,9:42.0,B. Diaw misses 2-pt layup from 3 ft (block by O. Casspi),,68,74
325,4,9:40.0,,Defensive rebound by R. Sessions,68,74
326,4,9:30.0,,N. Stauskas misses 3-pt jump shot from 26 ft,68,74
327,4,9:28.0,,Offensive rebound by C. Landry,68,74
328,4,9:27.0,,C. Landry makes 2-pt layup from 2 ft,68,76
329,4,9:27.0,San Antonio full timeout,,68,76
330,4,9:27.0,T. Duncan enters the game for B. Diaw,,68,76
331,4,9:12.0,D. Green misses 3-pt jump shot from 26 ft,,68,76
332,4,9:11.0,,Defensive rebound by C. Landry,68,76
333,4,8:56.0,,R. Gay misses 2-pt jump shot from 7 ft,68,76
334,4,8:55.0,Defensive rebound by T. Duncan,,68,76
335,4,8:52.0,Personal take foul by R. Sessions (drawn by T. Parker),,68,76
336,4,8:52.0,M. Ginóbili enters the game for C. Joseph,,68,76
337,4,8:47.0,T. Parker misses 2-pt jump shot from 20 ft,,68,76
338,4,8:45.0,,Defensive rebound by R. Sessions,68,76
339,4,8:30.0,,R. Gay makes 2-pt jump shot from 6 ft,68,78
340,4,8:16.0,T. Duncan makes 2-pt jump shot from 9 ft (assist by T. Parker),,70,78
341,4,7:54.0,,O. Casspi misses 2-pt jump shot from 5 ft,70,78
342,4,7:53.0,Defensive rebound by T. Duncan,,70,78
343,4,7:47.0,K. Leonard makes 2-pt layup from 1 ft (assist by M. Ginóbili),,72,78
344,4,7:47.0,Shooting foul by O. Casspi (drawn by K. Leonard),,72,78
345,4,7:47.0,,D. Cousins enters the game for C. Landry,72,78
346,4,7:47.0,K. Leonard makes free throw 1 of 1,,73,78
347,4,7:30.0,,D. Cousins misses 2-pt jump shot from 5 ft,73,78
348,4,7:29.0,Defensive rebound by T. Duncan,,73,78
349,4,7:26.0,,D. Collison enters the game for R. Sessions,73,78
350,4,7:26.0,,B. McLemore enters the game for N. Stauskas,73,78
351,4,7:20.0,Shooting foul by D. Cousins (drawn by T. Duncan),,73,78
352,4,7:20.0,T. Duncan makes free throw 1 of 2,,74,78
353,4,7:20.0,T. Duncan makes free throw 2 of 2,,75,78
354,4,7:09.0,,Personal foul by T. Duncan (drawn by D. Cousins),75,78
355,4,7:02.0,,D. Cousins makes 2-pt layup from 2 ft (assist by R. Gay),75,80
356,4,6:46.0,Shooting foul by D. Cousins (drawn by T. Duncan),,75,80
357,4,6:46.0,T. Duncan makes free throw 1 of 2,,76,80
358,4,6:46.0,C. Joseph enters the game for T. Parker,,76,80
359,4,6:46.0,T. Duncan makes free throw 2 of 2,,77,80
360,4,6:30.0,,D. Cousins makes 2-pt dunk at rim (assist by R. Gay),77,82
361,4,6:11.0,K. Leonard makes 2-pt jump shot from 4 ft,,79,82
362,4,5:39.0,,R. Gay misses 2-pt jump shot from 6 ft,79,82
363,4,5:38.0,,Offensive rebound by D. Cousins,79,82
364,4,5:35.0,,D. Cousins misses 2-pt layup at rim (block by T. Duncan),79,82
365,4,5:34.0,,Offensive rebound by D. Cousins,79,82
366,4,5:33.0,,D. Cousins makes 2-pt layup from 1 ft,79,84
367,4,5:21.0,Personal foul by O. Casspi (drawn by M. Ginóbili),,79,84
368,4,5:21.0,Official timeout,,79,84
369,4,5:21.0,T. Parker enters the game for C. Joseph,,79,84
370,4,5:21.0,M. Ginóbili misses free throw 1 of 2,,79,84
371,4,5:21.0,Offensive rebound by Team,,79,84
372,4,5:21.0,M. Ginóbili makes free throw 2 of 2,,80,84
373,4,5:03.0,,Shooting foul by T. Duncan (drawn by D. Cousins),80,84
374,4,5:03.0,,D. Cousins makes free throw 1 of 2,80,85
375,4,5:03.0,B. Diaw enters the game for D. Green,,80,85
376,4,5:03.0,,D. Cousins misses free throw 2 of 2,80,85
377,4,5:02.0,Defensive rebound by T. Parker,,80,85
378,4,4:45.0,Personal foul by R. Gay (drawn by T. Duncan),,80,85
379,4,4:45.0,T. Duncan misses free throw 1 of 2,,80,85
380,4,4:45.0,Offensive rebound by Team,,80,85
381,4,4:45.0,T. Duncan makes free throw 2 of 2,,81,85
382,4,4:32.0,,D. Cousins misses 2-pt jump shot from 3 ft (block by T. Duncan),81,85
383,4,4:30.0,Defensive rebound by K. Leonard,,81,85
384,4,4:20.0,K. Leonard misses 2-pt jump shot from 6 ft,,81,85
385,4,4:17.0,,Defensive rebound by O. Casspi,81,85
