,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,BROOKLYN_ACTION,OKLAHOMA CITY_SCORE,BROOKLYN_SCORE
386,4,4:31.0,Offensive rebound by Team,,73,106
387,4,4:22.0,S. Adams makes 2-pt dunk at rim,,75,106
388,4,4:07.0,,J. Gutiérrez makes 2-pt layup from 2 ft (assist by S. Karasev),75,108
389,4,3:51.0,Turnover by L. Thomas (bad pass),,75,108
390,4,3:34.0,,J. Gutiérrez misses 2-pt jump shot from 17 ft,75,108
391,4,3:33.0,,Offensive rebound by S. Karasev,75,108
392,4,3:32.0,,Personal foul by N. Collison (drawn by S. Karasev),75,108
393,4,3:32.0,,S. Karasev makes free throw 1 of 2,75,109
394,4,3:32.0,,S. Karasev makes free throw 2 of 2,75,110
395,4,3:25.0,Personal foul by A. Kirilenko (drawn by N. Collison),,75,110
396,4,3:25.0,N. Collison makes free throw 1 of 2,,76,110
397,4,3:25.0,N. Collison misses free throw 2 of 2,,76,110
398,4,3:24.0,Offensive rebound by N. Collison,,76,110
399,4,3:17.0,Personal foul by J. Gutiérrez (drawn by S. Telfair),,76,110
400,4,3:17.0,S. Telfair makes free throw 1 of 2,,77,110
401,4,3:17.0,S. Telfair makes free throw 2 of 2,,78,110
402,4,3:06.0,,J. Jordan makes 2-pt layup from 2 ft (assist by A. Kirilenko),78,112
403,4,2:58.0,,Offensive charge foul by R. Jackson (drawn by J. Gutiérrez),78,112
404,4,2:58.0,Turnover by R. Jackson (offensive foul),,78,112
405,4,2:58.0,Official timeout,,78,112
406,4,2:41.0,,S. Karasev misses 3-pt jump shot from 23 ft,78,112
407,4,2:40.0,Defensive rebound by N. Collison,,78,112
408,4,2:22.0,R. Jackson makes 2-pt jump shot from 19 ft,,80,112
409,4,2:01.0,,B. Bogdanović misses 3-pt jump shot from 22 ft,80,112
410,4,2:00.0,,Offensive rebound by J. Jordan,80,112
411,4,1:59.0,,J. Jordan makes 2-pt layup from 1 ft,80,114
412,4,1:43.0,L. Thomas misses 2-pt jump shot from 16 ft,,80,114
413,4,1:42.0,,Defensive rebound by A. Kirilenko,80,114
414,4,1:29.0,,Turnover by J. Jordan (lost ball; steal by L. Thomas),80,114
415,4,1:06.0,Shooting foul by J. Gutiérrez (drawn by R. Jackson),,80,114
416,4,1:06.0,R. Jackson makes free throw 1 of 2,,81,114
417,4,1:06.0,R. Jackson makes free throw 2 of 2,,82,114
418,4,0:57.0,,J. Gutiérrez makes 2-pt jump shot from 7 ft,82,116
419,4,0:46.0,S. Adams misses 2-pt jump shot from 6 ft,,82,116
420,4,0:45.0,,Defensive rebound by A. Kirilenko,82,116
421,4,0:23.0,,Turnover by J. Jordan (traveling),82,116
422,4,0:04.0,S. Telfair makes 3-pt jump shot from 24 ft (assist by R. Jackson),,85,116
