,QUARTER,TIME_REMAINING,DALLAS_ACTION,MINNESOTA_ACTION,DALLAS_SCORE,MINNESOTA_SCORE
388,4,1:05.0,C. Villanueva misses 3-pt jump shot from 22 ft,,96,73
389,4,1:04.0,,Defensive rebound by G. Dieng,96,73
390,4,0:54.0,,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),96,75
391,4,0:37.0,Turnover by J. Barea (lost ball; steal by T. Daniels),,96,75
392,4,0:36.0,,Turnover by T. Daniels (step out of bounds),96,75
393,4,0:25.0,Shooting foul by Z. LaVine (drawn by R. Felton),,96,75
394,4,0:25.0,R. Felton makes free throw 1 of 2,,97,75
395,4,0:25.0,R. Felton makes free throw 2 of 2,,98,75
396,4,0:04.0,,T. Daniels misses 3-pt jump shot from 25 ft,98,75
397,4,0:03.0,Defensive rebound by D. Powell,,98,75
