,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,CHICAGO_ACTION,OKLAHOMA CITY_SCORE,CHICAGO_SCORE
104,1,0:20.0,,N. Mirotić misses 3-pt jump shot from 25 ft,30,18
105,1,0:18.0,Defensive rebound by N. Collison,,30,18
106,1,0:00.0,D. Augustin misses 3-pt jump shot from 23 ft,,30,18
107,1,0:00.0,Offensive rebound by Team,,30,18
108,2,11:50.0,,D. McDermott misses 2-pt dunk at rim (block by S. Ibaka),30,18
109,2,11:48.0,Defensive rebound by N. Collison,,30,18
110,2,11:36.0,S. Ibaka misses 2-pt jump shot from 20 ft,,30,18
111,2,11:35.0,,Defensive rebound by N. Mirotić,30,18
112,2,11:26.0,,T. Snell misses 2-pt jump shot from 15 ft,30,18
113,2,11:26.0,,Offensive rebound by Team,30,18
114,2,11:17.0,,N. Mirotić misses 3-pt jump shot from 23 ft,30,18
115,2,11:16.0,Defensive rebound by N. Collison,,30,18
116,2,11:01.0,D. Waiters makes 2-pt jump shot from 19 ft,,32,18
117,2,10:37.0,,T. Snell misses 2-pt layup from 2 ft (block by S. Ibaka),32,18
118,2,10:35.0,,Offensive rebound by K. Hinrich,32,18
119,2,10:34.0,,K. Hinrich makes 3-pt jump shot from 23 ft,32,21
120,2,10:13.0,A. Morrow makes 3-pt jump shot from 23 ft (assist by N. Collison),,35,21
121,2,9:54.0,,N. Mirotić misses 2-pt jump shot from 10 ft,35,21
122,2,9:53.0,Defensive rebound by D. Augustin,,35,21
123,2,9:49.0,D. Waiters makes 2-pt layup from 2 ft (assist by D. Augustin),,37,21
124,2,9:41.0,,Chicago full timeout,37,21
125,2,9:41.0,M. McGary enters the game for S. Ibaka,,37,21
126,2,9:24.0,,D. McDermott misses 3-pt jump shot from 22 ft,37,21
127,2,9:22.0,Defensive rebound by M. McGary,,37,21
128,2,9:08.0,Turnover by D. Waiters (bad pass; steal by T. Snell),,37,21
129,2,9:04.0,,T. Snell makes 2-pt layup from 2 ft,37,23
130,2,8:49.0,D. Waiters misses 2-pt jump shot from 17 ft,,37,23
131,2,8:48.0,,Defensive rebound by J. Noah,37,23
132,2,8:44.0,,Shooting foul by N. Collison (drawn by N. Mirotić),37,23
133,2,8:44.0,,N. Mirotić makes free throw 1 of 2,37,24
134,2,8:44.0,,M. Dunleavy enters the game for D. McDermott,37,24
135,2,8:44.0,,E. Moore enters the game for T. Snell,37,24
136,2,8:44.0,,N. Mirotić makes free throw 2 of 2,37,25
137,2,8:23.0,A. Morrow misses 2-pt jump shot from 20 ft,,37,25
138,2,8:22.0,,Defensive rebound by J. Noah,37,25
139,2,8:09.0,,Shooting foul by M. McGary (drawn by J. Noah),37,25
140,2,8:09.0,,J. Noah misses free throw 1 of 2,37,25
141,2,8:09.0,,Offensive rebound by Team,37,25
142,2,8:09.0,,J. Noah misses free throw 2 of 2,37,25
143,2,8:07.0,Defensive rebound by N. Collison,,37,25
144,2,7:49.0,A. Morrow misses 3-pt jump shot from 22 ft,,37,25
145,2,7:48.0,,Defensive rebound by N. Mirotić,37,25
146,2,7:43.0,,N. Mirotić makes 2-pt layup from 1 ft,37,27
147,2,7:23.0,N. Collison makes 2-pt jump shot from 16 ft (assist by D. Augustin),,39,27
148,2,7:12.0,,Personal foul by M. McGary (drawn by J. Noah),39,27
149,2,7:12.0,R. Westbrook enters the game for A. Morrow,,39,27
150,2,7:12.0,S. Ibaka enters the game for M. McGary,,39,27
151,2,7:12.0,E. Freedom enters the game for N. Collison,,39,27
152,2,7:00.0,,M. Dunleavy makes 2-pt layup from 2 ft (assist by J. Noah),39,29
153,2,6:53.0,Oklahoma City full timeout,,39,29
154,2,6:51.0,S. Ibaka makes 2-pt hook shot from 7 ft (assist by R. Westbrook),,41,29
155,2,6:34.0,,E. Moore misses 3-pt jump shot from 24 ft,41,29
156,2,6:33.0,,Offensive rebound by J. Noah,41,29
157,2,6:28.0,,Shooting foul by D. Augustin (drawn by M. Dunleavy),41,29
158,2,6:28.0,,M. Dunleavy makes free throw 1 of 2,41,30
159,2,6:28.0,,M. Dunleavy makes free throw 2 of 2,41,31
160,2,6:19.0,Turnover by R. Westbrook (bad pass; steal by E. Moore),,41,31
161,2,6:08.0,,E. Moore makes 2-pt layup from 2 ft (assist by N. Mirotić),41,33
162,2,5:48.0,Turnover by R. Westbrook (bad pass; steal by J. Noah),,41,33
163,2,5:44.0,,N. Mirotić makes 2-pt layup from 3 ft (assist by K. Hinrich),41,35
164,2,5:22.0,D. Waiters misses 2-pt jump shot from 19 ft,,41,35
165,2,5:22.0,,Defensive rebound by E. Moore,41,35
166,2,5:08.0,,E. Moore makes 2-pt layup from 1 ft (assist by J. Noah),41,37
167,2,5:01.0,Oklahoma City full timeout,,41,37
168,2,5:01.0,A. Morrow enters the game for D. Waiters,,41,37
169,2,5:01.0,A. Roberson enters the game for D. Augustin,,41,37
170,2,4:54.0,R. Westbrook misses 2-pt jump shot from 21 ft (block by E. Moore),,41,37
171,2,4:53.0,Offensive rebound by R. Westbrook,,41,37
172,2,4:49.0,R. Westbrook misses 2-pt layup from 2 ft,,41,37
173,2,4:48.0,,Defensive rebound by E. Moore,41,37
174,2,4:24.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,41,37
175,2,4:23.0,Defensive rebound by S. Ibaka,,41,37
176,2,4:17.0,R. Westbrook makes 2-pt jump shot from 10 ft,,43,37
177,2,3:53.0,,N. Mirotić misses 2-pt layup at rim,43,37
178,2,3:52.0,Defensive rebound by E. Freedom,,43,37
179,2,3:48.0,Shooting foul by K. Hinrich (drawn by R. Westbrook),,43,37
180,2,3:48.0,R. Westbrook makes free throw 1 of 2,,44,37
181,2,3:48.0,,A. Brooks enters the game for K. Hinrich,44,37
182,2,3:48.0,,P. Gasol enters the game for J. Noah,44,37
183,2,3:48.0,R. Westbrook makes free throw 2 of 2,,45,37
184,2,3:36.0,,N. Mirotić misses 3-pt jump shot from 24 ft,45,37
185,2,3:35.0,Defensive rebound by A. Roberson,,45,37
186,2,3:29.0,R. Westbrook misses 2-pt layup from 2 ft,,45,37
187,2,3:28.0,,Defensive rebound by M. Dunleavy,45,37
188,2,3:21.0,,Personal foul by E. Freedom (drawn by N. Mirotić),45,37
189,2,3:21.0,,N. Mirotić makes free throw 1 of 2,45,38
190,2,3:21.0,,N. Mirotić makes free throw 2 of 2,45,39
191,2,3:01.0,A. Roberson misses 3-pt jump shot from 24 ft,,45,39
192,2,3:00.0,,Defensive rebound by P. Gasol,45,39
193,2,2:39.0,,A. Brooks makes 2-pt layup from 2 ft (assist by P. Gasol),45,41
194,2,2:23.0,S. Ibaka makes 2-pt jump shot from 22 ft (assist by R. Westbrook),,47,41
195,2,2:05.0,Violation by S. Ibaka (def goaltending),,47,41
196,2,2:05.0,,E. Moore makes 2-pt jump shot from 6 ft (assist by A. Brooks),47,43
197,2,1:54.0,Turnover by R. Westbrook (bad pass; steal by E. Moore),,47,43
198,2,1:49.0,,M. Dunleavy misses 2-pt dunk at rim,47,43
199,2,1:48.0,Defensive rebound by S. Ibaka,,47,43
200,2,1:44.0,R. Westbrook makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,50,43
201,2,1:27.0,,P. Gasol misses 2-pt jump shot from 19 ft,50,43
202,2,1:26.0,Defensive rebound by A. Morrow,,50,43
203,2,1:15.0,R. Westbrook misses 3-pt jump shot from 27 ft,,50,43
204,2,1:14.0,,Defensive rebound by A. Brooks,50,43
205,2,1:08.0,,Shooting foul by A. Morrow (drawn by P. Gasol),50,43
206,2,1:08.0,,Chicago full timeout,50,43
207,2,1:08.0,,P. Gasol misses free throw 1 of 2,50,43
208,2,1:08.0,,Offensive rebound by Team,50,43
209,2,1:08.0,,P. Gasol makes free throw 2 of 2,50,44
210,2,0:47.0,R. Westbrook misses 2-pt layup from 2 ft,,50,44
211,2,0:46.0,,Defensive rebound by N. Mirotić,50,44
212,2,0:40.0,,P. Gasol makes 2-pt jump shot from 14 ft (assist by A. Brooks),50,46
213,2,0:31.0,R. Westbrook misses 2-pt jump shot from 16 ft,,50,46
214,2,0:30.0,,Defensive rebound by N. Mirotić,50,46
215,2,0:23.0,,M. Dunleavy misses 3-pt jump shot from 22 ft,50,46
216,2,0:21.0,,Offensive rebound by P. Gasol,50,46
217,2,0:16.0,,P. Gasol misses 2-pt layup at rim,50,46
218,2,0:15.0,,Offensive rebound by P. Gasol,50,46
219,2,0:15.0,,P. Gasol misses 2-pt layup from 2 ft,50,46
220,2,0:12.0,,Offensive rebound by E. Moore,50,46
221,2,0:02.0,,A. Brooks misses 2-pt layup at rim,50,46
222,2,0:02.0,,Offensive rebound by P. Gasol,50,46
223,2,0:01.0,,P. Gasol misses 2-pt tip-in from 2 ft,50,46
224,2,0:00.0,,Offensive rebound by P. Gasol,50,46
225,2,0:00.0,,P. Gasol makes 2-pt tip-in from 2 ft,50,48
226,3,11:48.0,,Turnover by A. Brooks (lost ball),50,48
227,3,11:35.0,E. Freedom misses 2-pt layup from 2 ft,,50,48
228,3,11:34.0,,Defensive rebound by J. Noah,50,48
229,3,11:23.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by A. Brooks),50,51
230,3,11:07.0,Shooting foul by J. Noah (drawn by E. Freedom),,50,51
231,3,11:07.0,E. Freedom makes free throw 1 of 2,,51,51
232,3,11:07.0,E. Freedom makes free throw 2 of 2,,52,51
233,3,10:45.0,,P. Gasol misses 2-pt jump shot from 19 ft,52,51
234,3,10:44.0,Defensive rebound by R. Westbrook,,52,51
235,3,10:38.0,R. Westbrook misses 2-pt jump shot from 21 ft,,52,51
236,3,10:37.0,,Defensive rebound by M. Dunleavy,52,51
237,3,10:28.0,,M. Dunleavy misses 2-pt layup from 3 ft,52,51
238,3,10:27.0,Defensive rebound by K. Singler,,52,51
239,3,10:21.0,Personal foul by M. Dunleavy (drawn by R. Westbrook),,52,51
240,3,10:02.0,K. Singler misses 3-pt jump shot from 25 ft,,52,51
241,3,10:01.0,,Defensive rebound by T. Snell,52,51
242,3,9:53.0,,A. Brooks misses 2-pt layup from 1 ft,52,51
243,3,9:52.0,Defensive rebound by E. Freedom,,52,51
244,3,9:44.0,S. Ibaka makes 2-pt jump shot from 13 ft (assist by R. Westbrook),,54,51
245,3,9:24.0,,J. Noah makes 2-pt layup from 1 ft (assist by A. Brooks),54,53
246,3,9:07.0,Turnover by S. Ibaka (traveling),,54,53
247,3,8:55.0,,T. Snell misses 3-pt jump shot from 23 ft,54,53
248,3,8:53.0,,Offensive rebound by T. Snell,54,53
249,3,8:48.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,54,53
250,3,8:47.0,Defensive rebound by A. Roberson,,54,53
251,3,8:36.0,R. Westbrook makes 2-pt layup from 1 ft,,56,53
252,3,8:13.0,,P. Gasol makes 2-pt jump shot from 8 ft,56,55
253,3,7:54.0,S. Ibaka misses 2-pt jump shot from 16 ft,,56,55
254,3,7:53.0,,Defensive rebound by M. Dunleavy,56,55
255,3,7:39.0,,A. Brooks misses 3-pt jump shot from 24 ft,56,55
256,3,7:38.0,Defensive rebound by K. Singler,,56,55
257,3,7:28.0,S. Ibaka misses 3-pt jump shot from 24 ft,,56,55
258,3,7:27.0,,Defensive rebound by J. Noah,56,55
259,3,7:17.0,,M. Dunleavy makes 2-pt layup at rim (assist by J. Noah),56,57
260,3,7:15.0,Oklahoma City full timeout,,56,57
261,3,6:53.0,R. Westbrook makes 3-pt jump shot from 26 ft,,59,57
262,3,6:32.0,,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by A. Brooks),59,60
263,3,6:21.0,R. Westbrook makes 2-pt layup from 1 ft,,61,60
264,3,6:21.0,Shooting foul by T. Snell (drawn by R. Westbrook),,61,60
265,3,6:21.0,R. Westbrook misses free throw 1 of 1,,61,60
266,3,6:20.0,Offensive rebound by Team,,61,60
267,3,6:11.0,R. Westbrook makes 2-pt jump shot from 21 ft,,63,60
268,3,5:54.0,Violation by S. Ibaka (def goaltending),,63,60
269,3,5:54.0,,P. Gasol makes 2-pt layup from 4 ft,63,62
270,3,5:29.0,S. Ibaka misses 2-pt jump shot from 19 ft,,63,62
271,3,5:27.0,Offensive rebound by E. Freedom,,63,62
272,3,5:27.0,E. Freedom misses 2-pt layup from 1 ft,,63,62
273,3,5:26.0,,Defensive rebound by T. Snell,63,62
274,3,5:19.0,,Turnover by A. Brooks (bad pass; steal by A. Roberson),63,62
275,3,5:14.0,R. Westbrook makes 2-pt layup from 1 ft,,65,62
276,3,5:14.0,Shooting foul by M. Dunleavy (drawn by R. Westbrook),,65,62
277,3,5:14.0,D. Waiters enters the game for A. Roberson,,65,62
278,3,5:14.0,,N. Mirotić enters the game for J. Noah,65,62
279,3,5:14.0,R. Westbrook makes free throw 1 of 1,,66,62
280,3,5:00.0,,A. Brooks makes 2-pt layup from 1 ft,66,64
281,3,4:39.0,S. Ibaka makes 2-pt jump shot from 17 ft,,68,64
282,3,4:22.0,,N. Mirotić misses 3-pt jump shot from 25 ft,68,64
283,3,4:21.0,Defensive rebound by R. Westbrook,,68,64
284,3,4:07.0,A. Morrow enters the game for K. Singler,,68,64
285,3,4:00.0,R. Westbrook misses 2-pt jump shot from 16 ft,,68,64
286,3,3:59.0,,Defensive rebound by P. Gasol,68,64
287,3,3:39.0,,M. Dunleavy misses 3-pt jump shot from 25 ft,68,64
288,3,3:38.0,,Offensive rebound by P. Gasol,68,64
289,3,3:38.0,,P. Gasol makes 2-pt tip-in from 2 ft,68,66
290,3,3:18.0,R. Westbrook makes 2-pt jump shot from 22 ft,,70,66
291,3,3:05.0,,A. Brooks misses 2-pt jump shot from 7 ft,70,66
292,3,3:05.0,Defensive rebound by Team,,70,66
293,3,3:05.0,,K. Hinrich enters the game for A. Brooks,70,66
294,3,2:52.0,R. Westbrook misses 2-pt jump shot from 16 ft,,70,66
295,3,2:50.0,,Defensive rebound by K. Hinrich,70,66
296,3,2:37.0,,N. Mirotić misses 3-pt jump shot from 24 ft,70,66
297,3,2:35.0,Defensive rebound by S. Ibaka,,70,66
298,3,2:31.0,R. Westbrook makes 2-pt layup from 3 ft,,72,66
299,3,2:14.0,,T. Snell misses 3-pt jump shot from 25 ft,72,66
300,3,2:13.0,Defensive rebound by A. Morrow,,72,66
301,3,2:06.0,A. Morrow misses 3-pt jump shot from 24 ft,,72,66
302,3,2:05.0,,Defensive rebound by N. Mirotić,72,66
303,3,1:52.0,,N. Mirotić makes 2-pt layup from 1 ft,72,68
304,3,1:37.0,S. Ibaka makes 2-pt jump shot from 21 ft,,74,68
305,3,1:20.0,,Shooting foul by E. Freedom (drawn by N. Mirotić),74,68
306,3,1:20.0,,Chicago full timeout,74,68
307,3,1:20.0,,E. Moore enters the game for M. Dunleavy,74,68
308,3,1:20.0,N. Collison enters the game for E. Freedom,,74,68
309,3,1:20.0,,N. Mirotić makes free throw 1 of 2,74,69
310,3,1:20.0,,N. Mirotić makes free throw 2 of 2,74,70
311,3,1:05.0,D. Waiters misses 2-pt jump shot from 22 ft,,74,70
312,3,1:05.0,,Defensive rebound by N. Mirotić,74,70
313,3,0:50.0,,N. Mirotić misses 3-pt jump shot from 24 ft,74,70
314,3,0:49.0,Defensive rebound by D. Waiters,,74,70
315,3,0:39.0,S. Ibaka makes 2-pt jump shot from 16 ft,,76,70
316,3,0:23.0,,N. Mirotić misses 3-pt jump shot from 23 ft,76,70
317,3,0:22.0,Defensive rebound by R. Westbrook,,76,70
318,3,0:03.0,R. Westbrook makes 3-pt jump shot from 25 ft,,79,70
319,3,0:00.0,,K. Hinrich makes 2-pt jump shot from 5 ft,79,72
320,4,11:43.0,D. Waiters makes 2-pt jump shot from 8 ft,,81,72
321,4,11:26.0,,E. Moore makes 2-pt jump shot from 14 ft (assist by K. Hinrich),81,74
322,4,11:15.0,Personal foul by N. Mirotić (drawn by D. Waiters),,81,74
323,4,11:05.0,D. Augustin makes 2-pt jump shot from 13 ft,,83,74
324,4,10:40.0,,Shooting foul by N. Collison (drawn by N. Mirotić),83,74
325,4,10:40.0,,N. Mirotić makes free throw 1 of 2,83,75
326,4,10:40.0,,M. Dunleavy enters the game for T. Snell,83,75
327,4,10:40.0,,N. Mirotić makes free throw 2 of 2,83,76
328,4,10:24.0,D. Augustin makes 3-pt jump shot from 22 ft (assist by D. Waiters),,86,76
329,4,10:07.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by K. Hinrich),86,79
330,4,9:52.0,Turnover by N. Collison (bad pass),,86,79
331,4,9:40.0,,K. Hinrich misses 3-pt jump shot from 25 ft,86,79
332,4,9:39.0,,Offensive rebound by E. Moore,86,79
333,4,9:39.0,,E. Moore makes 2-pt layup from 3 ft,86,81
334,4,9:16.0,D. Augustin misses 3-pt jump shot from 23 ft,,86,81
335,4,9:15.0,Offensive rebound by N. Collison,,86,81
336,4,9:12.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by N. Collison),,89,81
337,4,8:59.0,,Turnover by K. Hinrich (bad pass; steal by D. Augustin),89,81
338,4,8:56.0,D. Augustin makes 2-pt layup from 1 ft (assist by N. Collison),,91,81
339,4,8:39.0,,K. Hinrich makes 2-pt jump shot from 20 ft (assist by J. Noah),91,83
340,4,8:24.0,Oklahoma City full timeout,,91,83
341,4,8:24.0,R. Westbrook enters the game for D. Waiters,,91,83
342,4,8:17.0,A. Morrow misses 2-pt jump shot from 20 ft,,91,83
343,4,8:16.0,,Defensive rebound by J. Noah,91,83
344,4,7:55.0,,J. Noah makes 2-pt dunk at rim (assist by M. Dunleavy),91,85
345,4,7:33.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,94,85
346,4,7:13.0,,E. Moore makes 2-pt jump shot from 9 ft (assist by K. Hinrich),94,87
347,4,6:55.0,R. Westbrook misses 2-pt layup from 1 ft,,94,87
348,4,6:54.0,,Defensive rebound by J. Noah,94,87
349,4,6:48.0,,E. Moore makes 2-pt jump shot from 16 ft (assist by J. Noah),94,89
350,4,6:26.0,R. Westbrook makes 2-pt jump shot from 18 ft (assist by S. Ibaka),,96,89
351,4,6:05.0,,M. Dunleavy makes 2-pt layup from 1 ft (assist by J. Noah),96,91
352,4,6:03.0,Oklahoma City full timeout,,96,91
353,4,6:03.0,D. Waiters enters the game for A. Morrow,,96,91
354,4,5:51.0,Shooting foul by J. Noah (drawn by R. Westbrook),,96,91
355,4,5:51.0,R. Westbrook makes free throw 1 of 2,,97,91
356,4,5:51.0,R. Westbrook makes free throw 2 of 2,,98,91
357,4,5:28.0,,Turnover by N. Mirotić (lost ball; steal by S. Ibaka),98,91
358,4,5:11.0,S. Ibaka makes 2-pt jump shot from 19 ft (assist by D. Waiters),,100,91
359,4,4:57.0,,E. Moore makes 2-pt jump shot from 5 ft,100,93
360,4,4:38.0,R. Westbrook misses 2-pt jump shot from 21 ft,,100,93
361,4,4:37.0,,Defensive rebound by J. Noah,100,93
362,4,4:31.0,,M. Dunleavy makes 3-pt jump shot from 24 ft (assist by J. Noah),100,96
363,4,4:15.0,Personal foul by N. Mirotić (drawn by N. Collison),,100,96
364,4,4:15.0,,P. Gasol enters the game for J. Noah,100,96
365,4,4:15.0,E. Freedom enters the game for N. Collison,,100,96
366,4,4:03.0,D. Augustin misses 2-pt layup from 1 ft (block by N. Mirotić),,100,96
367,4,4:02.0,Offensive rebound by S. Ibaka,,100,96
368,4,3:59.0,D. Waiters misses 3-pt jump shot from 23 ft,,100,96
369,4,3:57.0,,Defensive rebound by N. Mirotić,100,96
370,4,3:42.0,,M. Dunleavy misses 2-pt jump shot from 20 ft,100,96
371,4,3:41.0,Defensive rebound by S. Ibaka,,100,96
372,4,3:29.0,R. Westbrook misses 2-pt jump shot from 16 ft,,100,96
373,4,3:28.0,,Defensive rebound by P. Gasol,100,96
374,4,3:13.0,,Personal foul by R. Westbrook (drawn by E. Moore),100,96
375,4,3:11.0,,Shooting foul by E. Freedom (drawn by N. Mirotić),100,96
376,4,3:11.0,,N. Mirotić misses free throw 1 of 2,100,96
377,4,3:11.0,,Offensive rebound by Team,100,96
