,QUARTER,TIME_REMAINING,PHOENIX_ACTION,CHARLOTTE_ACTION,PHOENIX_SCORE,CHARLOTTE_SCORE
86,2,11:48.0,,Personal foul by M. Morris (drawn by G. Henderson),27,31
87,2,11:48.0,,Shooting foul by I. Thomas (drawn by B. Roberts),27,31
88,2,11:48.0,,B. Roberts makes free throw 1 of 2,27,32
89,2,11:48.0,,B. Roberts makes free throw 2 of 2,27,33
90,2,11:35.0,M. Morris misses 2-pt jump shot from 5 ft,,27,33
91,2,11:34.0,,Defensive rebound by M. Williams,27,33
92,2,11:19.0,,G. Neal makes 3-pt jump shot from 26 ft (assist by M. Williams),27,36
93,2,10:58.0,I. Thomas misses 3-pt jump shot from 25 ft,,27,36
94,2,10:56.0,Offensive rebound by M. Plumlee,,27,36
95,2,10:53.0,Shooting foul by B. Biyombo (drawn by I. Thomas),,27,36
96,2,10:53.0,I. Thomas misses free throw 1 of 2,,27,36
97,2,10:53.0,Offensive rebound by Team,,27,36
98,2,10:53.0,I. Thomas makes free throw 2 of 2,,28,36
99,2,10:40.0,,G. Neal makes 3-pt jump shot from 25 ft,28,39
100,2,10:28.0,G. Green misses 2-pt jump shot from 14 ft,,28,39
101,2,10:26.0,,Defensive rebound by B. Roberts,28,39
102,2,10:20.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by B. Roberts),28,42
103,2,10:12.0,Phoenix full timeout,,28,42
104,2,10:02.0,I. Thomas misses 3-pt jump shot from 26 ft,,28,42
105,2,10:00.0,,Defensive rebound by B. Biyombo,28,42
106,2,9:47.0,,Personal foul by M. Plumlee (drawn by G. Neal),28,42
107,2,9:47.0,E. Bledsoe enters the game for M. Plumlee,,28,42
108,2,9:40.0,,Personal foul by M. Morris (drawn by G. Neal),28,42
109,2,9:40.0,,C. Zeller enters the game for B. Biyombo,28,42
110,2,9:31.0,,B. Roberts misses 3-pt jump shot from 26 ft,28,42
111,2,9:28.0,Defensive rebound by G. Green,,28,42
112,2,9:20.0,Shooting foul by G. Henderson (drawn by G. Green),,28,42
113,2,9:20.0,G. Green misses free throw 1 of 2,,28,42
114,2,9:20.0,Offensive rebound by Team,,28,42
115,2,9:20.0,G. Green makes free throw 2 of 2,,29,42
116,2,8:57.0,,B. Roberts makes 3-pt jump shot from 25 ft (assist by G. Neal),29,45
117,2,8:37.0,G. Green makes 2-pt jump shot from 19 ft,,31,45
118,2,8:12.0,,G. Neal makes 2-pt jump shot from 9 ft,31,47
119,2,7:56.0,M. Morris makes 2-pt jump shot from 15 ft,,33,47
120,2,7:38.0,,Personal foul by M. Morris (drawn by M. Williams),33,47
121,2,7:38.0,,M. Williams misses free throw 1 of 2,33,47
122,2,7:38.0,,Offensive rebound by Team,33,47
123,2,7:38.0,,L. Stephenson enters the game for G. Henderson,33,47
124,2,7:38.0,G. Dragić enters the game for M. Morris,,33,47
125,2,7:38.0,,M. Williams makes free throw 2 of 2,33,48
126,2,7:19.0,G. Dragić misses 2-pt layup from 1 ft,,33,48
127,2,7:17.0,,Defensive rebound by C. Zeller,33,48
128,2,7:01.0,,C. Zeller makes 2-pt layup from 1 ft (assist by G. Neal),33,50
129,2,6:50.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by P. Tucker),,36,50
130,2,6:32.0,,B. Roberts misses 2-pt jump shot from 17 ft,36,50
131,2,6:31.0,Defensive rebound by G. Dragić,,36,50
132,2,6:25.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,36,50
133,2,6:22.0,Offensive rebound by G. Dragić,,36,50
134,2,6:22.0,G. Dragić makes 2-pt layup from 1 ft,,38,50
135,2,6:22.0,Shooting foul by C. Zeller (drawn by G. Dragić),,38,50
136,2,6:22.0,,A. Jefferson enters the game for C. Zeller,38,50
137,2,6:22.0,G. Dragić makes free throw 1 of 1,,39,50
138,2,6:08.0,,Personal foul by I. Thomas (drawn by B. Roberts),39,50
139,2,6:08.0,,B. Roberts makes free throw 1 of 2,39,51
140,2,6:08.0,,M. Kidd-Gilchrist enters the game for M. Williams,39,51
141,2,6:08.0,,B. Roberts makes free throw 2 of 2,39,52
142,2,5:52.0,I. Thomas misses 3-pt jump shot from 23 ft,,39,52
143,2,5:50.0,Offensive rebound by P. Tucker,,39,52
144,2,5:50.0,P. Tucker makes 2-pt layup at rim,,41,52
145,2,5:36.0,,Turnover by G. Neal (bad pass; steal by G. Green),41,52
146,2,5:29.0,G. Green makes 3-pt jump shot from 25 ft (assist by I. Thomas),,44,52
147,2,5:22.0,,Charlotte full timeout,44,52
148,2,5:22.0,,K. Walker enters the game for B. Roberts,44,52
149,2,5:05.0,,G. Neal misses 2-pt jump shot from 7 ft (block by E. Bledsoe),44,52
150,2,5:03.0,,Offensive rebound by A. Jefferson,44,52
151,2,5:02.0,,A. Jefferson misses 2-pt layup at rim (block by P. Tucker),44,52
152,2,5:01.0,,Offensive rebound by M. Kidd-Gilchrist,44,52
153,2,4:58.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,44,52
154,2,4:57.0,Defensive rebound by G. Green,,44,52
155,2,4:38.0,E. Bledsoe misses 2-pt layup at rim,,44,52
156,2,4:37.0,,Defensive rebound by M. Kidd-Gilchrist,44,52
157,2,4:20.0,,L. Stephenson makes 2-pt jump shot from 18 ft,44,54
158,2,3:55.0,Shooting foul by A. Jefferson (drawn by I. Thomas),,44,54
159,2,3:55.0,I. Thomas makes free throw 1 of 2,,45,54
160,2,3:55.0,I. Thomas makes free throw 2 of 2,,46,54
161,2,3:38.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by G. Neal),46,56
162,2,3:38.0,,Shooting foul by G. Green (drawn by M. Kidd-Gilchrist),46,56
163,2,3:38.0,,M. Kidd-Gilchrist misses free throw 1 of 1,46,56
164,2,3:36.0,,Offensive rebound by Team,46,56
165,2,3:20.0,,L. Stephenson misses 2-pt jump shot from 15 ft,46,56
166,2,3:20.0,,Offensive rebound by Team,46,56
167,2,3:20.0,Loose ball foul by G. Green (drawn by M. Kidd-Gilchrist),,46,56
168,2,3:20.0,,M. Kidd-Gilchrist misses free throw 1 of 2,46,56
169,2,3:20.0,,Offensive rebound by Team,46,56
170,2,3:20.0,M. Morris enters the game for I. Thomas,,46,56
171,2,3:20.0,,M. Kidd-Gilchrist misses free throw 2 of 2,46,56
172,2,3:17.0,Defensive rebound by P. Tucker,,46,56
173,2,2:58.0,M. Morris makes 2-pt jump shot from 7 ft,,48,56
174,2,2:50.0,,G. Neal makes 3-pt jump shot from 25 ft (assist by K. Walker),48,59
175,2,2:33.0,Turnover by M. Morris (traveling),,48,59
176,2,2:33.0,Official timeout,,48,59
177,2,2:11.0,,L. Stephenson misses 2-pt jump shot from 10 ft,48,59
178,2,2:09.0,Defensive rebound by M. Morris,,48,59
179,2,1:54.0,G. Dragić misses 3-pt jump shot from 23 ft,,48,59
180,2,1:53.0,,Defensive rebound by A. Jefferson,48,59
181,2,1:42.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by P. Tucker),48,59
182,2,1:42.0,,Offensive rebound by Team,48,59
183,2,1:42.0,,C. Zeller enters the game for A. Jefferson,48,59
184,2,1:35.0,,Turnover by L. Stephenson (bad pass),48,59
185,2,1:24.0,G. Dragić makes 2-pt layup at rim,,50,59
186,2,1:10.0,,L. Stephenson misses 3-pt jump shot from 26 ft,50,59
187,2,1:09.0,Defensive rebound by P. Tucker,,50,59
188,2,0:47.0,G. Green makes 2-pt jump shot from 10 ft,,52,59
189,2,0:31.0,,K. Walker misses 3-pt jump shot from 25 ft,52,59
190,2,0:31.0,,Offensive rebound by Team,52,59
191,2,0:31.0,Loose ball foul by M. Morris (drawn by C. Zeller),,52,59
192,2,0:31.0,,C. Zeller makes free throw 1 of 2,52,60
193,2,0:31.0,,C. Zeller makes free throw 2 of 2,52,61
194,2,0:15.0,G. Green misses 3-pt jump shot from 26 ft,,52,61
195,2,0:14.0,Offensive rebound by Team,,52,61
196,2,0:14.0,Phoenix full timeout,,52,61
197,2,0:02.0,G. Dragić makes 2-pt layup from 2 ft,,54,61
198,3,11:42.0,,A. Jefferson makes 2-pt jump shot from 9 ft (assist by K. Walker),54,63
199,3,11:30.0,Shooting foul by K. Walker (drawn by E. Bledsoe),,54,63
200,3,11:30.0,E. Bledsoe makes free throw 1 of 2,,55,63
201,3,11:30.0,E. Bledsoe makes free throw 2 of 2,,56,63
202,3,11:08.0,,A. Jefferson misses 2-pt jump shot from 4 ft,56,63
203,3,11:07.0,,Offensive rebound by C. Zeller,56,63
204,3,11:07.0,,C. Zeller misses 2-pt layup at rim,56,63
205,3,11:05.0,Defensive rebound by A. Len,,56,63
206,3,11:02.0,G. Dragić misses 2-pt layup from 1 ft,,56,63
207,3,11:00.0,,Defensive rebound by C. Zeller,56,63
208,3,10:50.0,,K. Walker misses 2-pt jump shot from 13 ft,56,63
209,3,10:48.0,Defensive rebound by A. Len,,56,63
210,3,10:38.0,M. Morris makes 3-pt jump shot from 26 ft (assist by E. Bledsoe),,59,63
211,3,10:17.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),59,65
212,3,10:03.0,A. Len makes 2-pt jump shot from 11 ft (assist by E. Bledsoe),,61,65
213,3,9:39.0,,L. Stephenson misses 3-pt jump shot from 26 ft,61,65
214,3,9:38.0,Defensive rebound by M. Morris,,61,65
215,3,9:33.0,Turnover by M. Morris (bad pass; steal by K. Walker),,61,65
216,3,9:19.0,,A. Jefferson makes 2-pt jump shot from 5 ft (assist by K. Walker),61,67
217,3,8:58.0,M. Morris makes 2-pt layup from 1 ft,,63,67
218,3,8:37.0,,C. Zeller misses 2-pt layup from 2 ft (block by P. Tucker),63,67
219,3,8:36.0,Defensive rebound by M. Morris,,63,67
220,3,8:31.0,G. Dragić makes 2-pt layup from 1 ft (assist by P. Tucker),,65,67
221,3,8:14.0,,Shooting foul by A. Len (drawn by K. Walker),65,67
222,3,8:14.0,,K. Walker makes free throw 1 of 2,65,68
223,3,8:14.0,,K. Walker makes free throw 2 of 2,65,69
224,3,7:54.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,65,69
225,3,7:53.0,,Defensive rebound by L. Stephenson,65,69
226,3,7:46.0,,L. Stephenson makes 2-pt layup from 1 ft,65,71
227,3,7:36.0,G. Dragić misses 3-pt jump shot from 25 ft,,65,71
228,3,7:35.0,,Defensive rebound by A. Jefferson,65,71
229,3,7:31.0,,Charlotte full timeout,65,71
230,3,7:31.0,,G. Henderson enters the game for L. Stephenson,65,71
231,3,7:12.0,,A. Jefferson misses 2-pt jump shot from 6 ft (block by A. Len),65,71
232,3,7:10.0,Defensive rebound by E. Bledsoe,,65,71
233,3,6:50.0,P. Tucker misses 3-pt jump shot from 23 ft,,65,71
234,3,6:49.0,,Defensive rebound by C. Zeller,65,71
235,3,6:40.0,,K. Walker makes 2-pt jump shot from 17 ft,65,73
236,3,6:24.0,M. Morris misses 2-pt layup from 1 ft (block by C. Zeller),,65,73
237,3,6:23.0,Offensive rebound by M. Morris,,65,73
238,3,6:23.0,M. Morris makes 2-pt tip-in from 1 ft,,67,73
239,3,6:23.0,Technical foul by M. Morris,,67,73
240,3,6:23.0,,K. Walker makes technical free throw,67,74
241,3,6:05.0,,A. Jefferson misses 2-pt jump shot from 14 ft,67,74
242,3,6:03.0,Defensive rebound by G. Dragić,,67,74
243,3,5:56.0,Personal foul by C. Zeller (drawn by M. Morris),,67,74
244,3,5:41.0,Turnover by M. Morris (lost ball; steal by C. Zeller),,67,74
245,3,5:28.0,,K. Walker makes 2-pt jump shot from 18 ft,67,76
246,3,5:16.0,Personal foul by A. Jefferson (drawn by E. Bledsoe),,67,76
247,3,5:16.0,M. Morris enters the game for P. Tucker,,67,76
248,3,5:16.0,I. Thomas enters the game for E. Bledsoe,,67,76
249,3,5:06.0,I. Thomas misses 3-pt jump shot from 25 ft,,67,76
250,3,5:05.0,,Defensive rebound by A. Jefferson,67,76
251,3,4:52.0,,A. Jefferson misses 2-pt hook shot from 10 ft,67,76
252,3,4:48.0,Defensive rebound by M. Morris,,67,76
253,3,4:37.0,A. Len makes 2-pt jump shot from 15 ft,,69,76
254,3,4:24.0,,K. Walker makes 2-pt layup from 1 ft,69,78
255,3,4:12.0,A. Len makes 2-pt jump shot from 16 ft (assist by G. Dragić),,71,78
256,3,3:50.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,71,78
257,3,3:50.0,,Offensive rebound by C. Zeller,71,78
258,3,3:50.0,,Shooting foul by M. Morris (drawn by C. Zeller),71,78
259,3,3:50.0,Technical foul by M. Morris,,71,78
260,3,3:50.0,G. Green enters the game for M. Morris,,71,78
261,3,3:50.0,,K. Walker makes technical free throw,71,79
262,3,3:50.0,,C. Zeller makes free throw 1 of 2,71,80
263,3,3:50.0,,G. Neal enters the game for M. Kidd-Gilchrist,71,80
264,3,3:50.0,,C. Zeller misses free throw 2 of 2,71,80
265,3,3:48.0,Defensive rebound by M. Morris,,71,80
266,3,3:29.0,G. Dragić misses 2-pt jump shot from 6 ft,,71,80
267,3,3:28.0,,Defensive rebound by C. Zeller,71,80
268,3,3:10.0,Violation by A. Len (def goaltending),,71,80
269,3,3:10.0,,K. Walker makes 2-pt layup from 1 ft,71,82
270,3,2:56.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by A. Len),,74,82
271,3,2:39.0,,A. Jefferson makes 2-pt layup from 1 ft,74,84
272,3,2:19.0,M. Morris makes 2-pt jump shot from 9 ft (assist by G. Dragić),,76,84
273,3,2:05.0,,A. Jefferson misses 2-pt hook shot from 6 ft,76,84
274,3,2:03.0,Defensive rebound by G. Green,,76,84
275,3,1:57.0,I. Thomas makes 2-pt jump shot from 15 ft,,78,84
276,3,1:57.0,,Charlotte full timeout,78,84
277,3,1:57.0,Phoenix full timeout,,78,84
278,3,1:57.0,,M. Williams enters the game for C. Zeller,78,84
279,3,1:57.0,,B. Biyombo enters the game for A. Jefferson,78,84
280,3,1:57.0,M. Plumlee enters the game for A. Len,,78,84
281,3,1:41.0,,K. Walker makes 2-pt jump shot from 17 ft,78,86
282,3,1:21.0,I. Thomas misses 2-pt jump shot from 5 ft,,78,86
283,3,1:21.0,Offensive rebound by Team,,78,86
284,3,1:21.0,E. Bledsoe enters the game for G. Dragić,,78,86
285,3,1:07.0,M. Plumlee misses 2-pt layup from 1 ft,,78,86
286,3,1:06.0,,Defensive rebound by G. Neal,78,86
287,3,0:55.0,,Shooting foul by I. Thomas (drawn by K. Walker),78,86
288,3,0:55.0,,K. Walker makes free throw 1 of 2,78,87
289,3,0:55.0,,K. Walker misses free throw 2 of 2,78,87
290,3,0:54.0,Defensive rebound by M. Plumlee,,78,87
291,3,0:45.0,Personal foul by G. Henderson (drawn by G. Green),,78,87
292,3,0:37.0,G. Green makes 2-pt jump shot from 16 ft,,80,87
293,3,0:25.0,,G. Neal misses 2-pt jump shot from 5 ft,80,87
294,3,0:23.0,Defensive rebound by G. Green,,80,87
295,3,0:04.0,G. Green makes 3-pt jump shot from 24 ft (assist by I. Thomas),,83,87
296,3,0:02.0,,G. Neal misses 2-pt layup from 2 ft (block by M. Plumlee),83,87
297,3,0:02.0,,Offensive rebound by Team,83,87
298,4,11:39.0,I. Thomas makes 2-pt jump shot from 17 ft,,85,87
299,4,11:28.0,,M. Williams misses 3-pt jump shot from 25 ft,85,87
300,4,11:26.0,,Offensive rebound by B. Biyombo,85,87
301,4,11:25.0,,B. Roberts makes 3-pt jump shot from 26 ft (assist by B. Biyombo),85,90
302,4,11:10.0,Turnover by I. Thomas (lost ball; steal by B. Biyombo),,85,90
303,4,11:03.0,,G. Neal makes 2-pt jump shot from 14 ft,85,92
304,4,10:41.0,G. Green misses 2-pt jump shot from 14 ft,,85,92
305,4,10:39.0,Offensive rebound by M. Plumlee,,85,92
306,4,10:36.0,M. Morris makes 2-pt layup from 1 ft (assist by M. Plumlee),,87,92
307,4,10:19.0,,G. Neal misses 2-pt jump shot from 19 ft,87,92
308,4,10:18.0,Defensive rebound by I. Thomas,,87,92
309,4,10:11.0,Personal foul by G. Neal (drawn by M. Plumlee),,87,92
310,4,9:58.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by I. Thomas),,90,92
311,4,9:46.0,,B. Roberts misses 3-pt jump shot from 28 ft,90,92
312,4,9:45.0,Defensive rebound by G. Green,,90,92
313,4,9:39.0,G. Green misses 2-pt jump shot from 21 ft,,90,92
314,4,9:36.0,,Defensive rebound by B. Biyombo,90,92
315,4,9:20.0,,G. Henderson makes 2-pt jump shot from 11 ft,90,94
316,4,9:07.0,E. Bledsoe misses 2-pt layup from 1 ft,,90,94
317,4,9:05.0,Offensive rebound by M. Plumlee,,90,94
318,4,9:01.0,I. Thomas makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,93,94
319,4,8:51.0,Official timeout,,93,94
320,4,8:51.0,,A. Jefferson enters the game for B. Roberts,93,94
321,4,8:51.0,,K. Walker enters the game for B. Biyombo,93,94
322,4,8:33.0,,K. Walker makes 3-pt jump shot from 25 ft,93,97
323,4,8:16.0,G. Green makes 3-pt jump shot from 25 ft (assist by M. Morris),,96,97
324,4,7:57.0,,G. Henderson makes 2-pt jump shot from 15 ft,96,99
325,4,7:39.0,I. Thomas misses 3-pt jump shot from 25 ft,,96,99
326,4,7:38.0,,Defensive rebound by G. Neal,96,99
327,4,7:19.0,,G. Neal misses 3-pt jump shot from 25 ft,96,99
328,4,7:17.0,Defensive rebound by I. Thomas,,96,99
329,4,7:10.0,G. Green misses 3-pt jump shot from 25 ft,,96,99
330,4,7:09.0,,Defensive rebound by A. Jefferson,96,99
331,4,6:56.0,,G. Neal misses 2-pt jump shot from 6 ft,96,99
332,4,6:55.0,Defensive rebound by M. Plumlee,,96,99
333,4,6:50.0,E. Bledsoe misses 2-pt jump shot from 3 ft (block by A. Jefferson),,96,99
334,4,6:50.0,Offensive rebound by Team,,96,99
335,4,6:50.0,,L. Stephenson enters the game for G. Neal,96,99
336,4,6:50.0,G. Dragić enters the game for G. Green,,96,99
337,4,6:38.0,M. Morris makes 2-pt jump shot from 17 ft,,98,99
338,4,6:17.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by A. Jefferson),98,102
339,4,6:01.0,Turnover by E. Bledsoe (lost ball; steal by A. Jefferson),,98,102
340,4,5:55.0,,M. Williams misses 3-pt jump shot from 25 ft,98,102
341,4,5:52.0,Defensive rebound by M. Plumlee,,98,102
342,4,5:50.0,Shooting foul by A. Jefferson (drawn by I. Thomas),,98,102
343,4,5:50.0,,Charlotte full timeout,98,102
344,4,5:50.0,,M. Kidd-Gilchrist enters the game for G. Henderson,98,102
345,4,5:50.0,I. Thomas misses free throw 1 of 2,,98,102
346,4,5:50.0,Offensive rebound by Team,,98,102
347,4,5:50.0,I. Thomas makes free throw 2 of 2,,99,102
348,4,5:26.0,,Turnover by Team (shot clock),99,102
349,4,5:14.0,Turnover by E. Bledsoe (bad pass),,99,102
350,4,5:00.0,,Turnover by A. Jefferson (lost ball; steal by M. Plumlee),99,102
351,4,4:57.0,Shooting foul by K. Walker (drawn by I. Thomas),,99,102
352,4,4:57.0,I. Thomas misses free throw 1 of 2,,99,102
353,4,4:57.0,Offensive rebound by Team,,99,102
354,4,4:57.0,I. Thomas misses free throw 2 of 2,,99,102
355,4,4:56.0,,Defensive rebound by L. Stephenson,99,102
356,4,4:39.0,,Turnover by M. Williams (offensive goaltending),99,102
357,4,4:27.0,Turnover by G. Dragić (lost ball; steal by A. Jefferson),,99,102
358,4,4:01.0,,K. Walker misses 2-pt jump shot from 12 ft,99,102
359,4,4:00.0,Defensive rebound by M. Morris,,99,102
360,4,3:49.0,E. Bledsoe misses 3-pt jump shot from 23 ft,,99,102
361,4,3:48.0,,Defensive rebound by A. Jefferson,99,102
362,4,3:29.0,,K. Walker misses 3-pt jump shot from 25 ft,99,102
363,4,3:29.0,,Offensive rebound by Team,99,102
364,4,3:29.0,Loose ball foul by I. Thomas (drawn by M. Williams),,99,102
365,4,3:29.0,,G. Neal enters the game for L. Stephenson,99,102
366,4,3:19.0,,A. Jefferson misses 2-pt jump shot from 10 ft,99,102
367,4,3:18.0,Defensive rebound by M. Morris,,99,102
368,4,3:08.0,I. Thomas makes 2-pt layup from 1 ft (assist by G. Dragić),,101,102
369,4,2:46.0,,A. Jefferson makes 2-pt hook shot from 8 ft (assist by K. Walker),101,104
370,4,2:42.0,Phoenix full timeout,,101,104
371,4,2:41.0,,Violation by Team (delay of game),101,104
372,4,2:30.0,Shooting foul by G. Neal (drawn by G. Dragić),,101,104
373,4,2:30.0,G. Dragić makes free throw 1 of 2,,102,104
374,4,2:30.0,G. Dragić makes free throw 2 of 2,,103,104
375,4,2:06.0,,K. Walker misses 2-pt jump shot from 19 ft,103,104
376,4,2:03.0,,Offensive rebound by M. Kidd-Gilchrist,103,104
377,4,1:48.0,,Turnover by G. Neal (bad pass; steal by G. Dragić),103,104
378,4,1:44.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Dragić),,105,104
379,4,1:33.0,,Charlotte full timeout,105,104
380,4,1:33.0,,G. Henderson enters the game for M. Kidd-Gilchrist,105,104
