,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,NEW YORK_ACTION,SACRAMENTO_SCORE,NEW YORK_SCORE
390,4,8:25.0,,Defensive rebound by A. Shved,106,75
391,4,8:16.0,,A. Shved makes 2-pt layup from 2 ft,106,77
392,4,8:01.0,O. Casspi makes 2-pt jump shot from 4 ft,,108,77
393,4,7:51.0,,C. Early misses 2-pt jump shot from 22 ft,108,77
394,4,7:50.0,Defensive rebound by D. Williams,,108,77
395,4,7:36.0,N. Stauskas makes 2-pt layup from 1 ft,,110,77
396,4,7:29.0,,S. Larkin misses 3-pt jump shot from 25 ft,110,77
397,4,7:28.0,Defensive rebound by O. Casspi,,110,77
398,4,7:24.0,Turnover by O. Casspi (bad pass; steal by S. Larkin),,110,77
399,4,7:10.0,,C. Early misses 2-pt jump shot from 15 ft,110,77
400,4,7:09.0,Defensive rebound by J. Thompson,,110,77
401,4,7:03.0,Turnover by A. Miller (bad pass; steal by C. Early),,110,77
402,4,6:46.0,,T. Wear misses 2-pt jump shot from 20 ft,110,77
403,4,6:45.0,Defensive rebound by J. Thompson,,110,77
404,4,6:33.0,O. Casspi misses 3-pt jump shot from 25 ft,,110,77
405,4,6:32.0,,Defensive rebound by A. Shved,110,77
406,4,6:11.0,,Turnover by Q. Acy (lost ball; steal by A. Miller),110,77
407,4,6:09.0,Turnover by J. Thompson (bad pass; steal by A. Shved),,110,77
408,4,6:04.0,,A. Shved misses 3-pt jump shot from 24 ft,110,77
409,4,6:03.0,Defensive rebound by A. Miller,,110,77
410,4,5:44.0,N. Stauskas makes 3-pt jump shot from 25 ft (assist by A. Miller),,113,77
411,4,5:27.0,Violation by O. Casspi (kicked ball),,113,77
412,4,5:27.0,Official timeout,,113,77
413,4,5:27.0,,C. Aldrich enters the game for C. Early,113,77
414,4,5:27.0,R. Hollins enters the game for J. Thompson,,113,77
415,4,5:27.0,C. Landry enters the game for D. Williams,,113,77
416,4,5:27.0,R. McCallum enters the game for A. Miller,,113,77
417,4,5:16.0,,C. Aldrich misses 2-pt layup from 2 ft,113,77
418,4,5:15.0,Defensive rebound by R. Hollins,,113,77
419,4,5:09.0,Personal foul by T. Wear (drawn by C. Landry),,113,77
420,4,4:59.0,R. Hollins misses 2-pt layup from 3 ft (block by C. Aldrich),,113,77
421,4,4:58.0,Offensive rebound by C. Landry,,113,77
422,4,4:57.0,Shooting foul by Q. Acy (drawn by C. Landry),,113,77
423,4,4:57.0,C. Landry misses free throw 1 of 2,,113,77
424,4,4:57.0,Offensive rebound by Team,,113,77
425,4,4:57.0,C. Landry makes free throw 2 of 2,,114,77
426,4,4:47.0,,Turnover by A. Shved (bad pass; steal by O. Casspi),114,77
427,4,4:42.0,R. McCallum makes 2-pt layup from 1 ft (assist by O. Casspi),,116,77
428,4,4:31.0,,Personal foul by O. Casspi (drawn by S. Larkin),116,77
429,4,4:19.0,,Shooting foul by N. Stauskas (drawn by A. Shved),116,77
430,4,4:19.0,,A. Shved makes free throw 1 of 3,116,78
431,4,4:19.0,,A. Shved misses free throw 2 of 3,116,78
432,4,4:19.0,,Offensive rebound by Team,116,78
433,4,4:19.0,,A. Shved makes free throw 3 of 3,116,79
434,4,4:07.0,C. Landry misses 2-pt jump shot from 16 ft,,116,79
435,4,4:06.0,,Defensive rebound by T. Wear,116,79
436,4,3:59.0,,S. Larkin makes 2-pt jump shot from 13 ft,116,81
437,4,3:46.0,O. Casspi misses 2-pt jump shot from 4 ft,,116,81
438,4,3:45.0,Offensive rebound by O. Casspi,,116,81
439,4,3:41.0,O. Casspi makes 2-pt layup from 2 ft,,118,81
440,4,3:30.0,,Shooting foul by O. Casspi (drawn by T. Wear),118,81
441,4,3:30.0,,T. Wear makes free throw 1 of 2,118,82
442,4,3:30.0,,T. Wear makes free throw 2 of 2,118,83
443,4,3:14.0,Offensive foul by R. Hollins (drawn by Q. Acy),,118,83
444,4,3:14.0,Turnover by R. Hollins (offensive foul),,118,83
445,4,2:59.0,,Q. Acy misses 3-pt jump shot from 25 ft,118,83
446,4,2:58.0,,Offensive rebound by C. Aldrich,118,83
447,4,2:56.0,,Shooting foul by N. Stauskas (drawn by S. Larkin),118,83
448,4,2:56.0,Sacramento full timeout,,118,83
449,4,2:56.0,,S. Larkin misses free throw 1 of 2,118,83
450,4,2:56.0,,Offensive rebound by Team,118,83
451,4,2:56.0,,S. Larkin misses free throw 2 of 2,118,83
452,4,2:55.0,Defensive rebound by R. Hollins,,118,83
453,4,2:42.0,O. Casspi misses 3-pt jump shot from 25 ft,,118,83
454,4,2:41.0,Offensive rebound by C. Landry,,118,83
455,4,2:29.0,N. Stauskas misses 3-pt jump shot from 26 ft,,118,83
456,4,2:28.0,,Defensive rebound by C. Aldrich,118,83
457,4,2:09.0,,Q. Acy misses 2-pt hook shot from 6 ft,118,83
458,4,2:08.0,Defensive rebound by R. McCallum,,118,83
459,4,2:04.0,O. Casspi makes 2-pt layup from 1 ft (assist by R. McCallum),,120,83
460,4,1:43.0,,C. Aldrich misses 2-pt hook shot from 6 ft,120,83
461,4,1:42.0,Defensive rebound by R. Hollins,,120,83
462,4,1:33.0,Turnover by R. McCallum (lost ball),,120,83
463,4,1:24.0,,Turnover by Q. Acy (offensive foul),120,83
464,4,1:24.0,,Offensive foul by Q. Acy (drawn by C. Landry),120,83
465,4,1:12.0,Turnover by N. Stauskas (bad pass; steal by S. Larkin),,120,83
466,4,1:07.0,,Turnover by S. Larkin (bad pass),120,83
467,4,0:58.0,O. Casspi makes 2-pt layup from 3 ft (assist by R. Hollins),,122,83
468,4,0:43.0,,T. Wear makes 3-pt jump shot from 26 ft (assist by C. Aldrich),122,86
469,4,0:30.0,Shooting foul by C. Aldrich (drawn by N. Stauskas),,122,86
470,4,0:30.0,N. Stauskas makes free throw 1 of 2,,123,86
471,4,0:30.0,N. Stauskas makes free throw 2 of 2,,124,86
472,4,0:09.0,,Q. Acy misses 3-pt jump shot from 24 ft,124,86
473,4,0:08.0,,Offensive rebound by A. Shved,124,86
474,4,0:06.0,,Turnover by A. Shved (bad pass; steal by R. Hollins),124,86
