,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,CHARLOTTE_ACTION,PHILADELPHIA_SCORE,CHARLOTTE_SCORE
392,4,7:33.0,F. Aldemir misses 2-pt jump shot from 4 ft (block by J. Maxiell),,82,81
393,4,7:31.0,,Defensive rebound by K. Walker,82,81
394,4,7:09.0,,N. Vonleh makes 2-pt hook shot from 6 ft (assist by M. Williams),82,83
395,4,6:54.0,H. Thompson misses 2-pt jump shot from 16 ft,,82,83
396,4,6:53.0,,Defensive rebound by J. Maxiell,82,83
397,4,6:42.0,,K. Walker makes 2-pt jump shot from 17 ft,82,85
398,4,6:28.0,Personal foul by M. Williams (drawn by J. Sampson),,82,85
399,4,6:28.0,,B. Biyombo enters the game for J. Maxiell,82,85
400,4,6:28.0,,M. Williams enters the game for N. Vonleh,82,85
401,4,6:28.0,J. Grant enters the game for H. Thompson,,82,85
402,4,6:28.0,I. Smith enters the game for J. Sampson,,82,85
403,4,6:16.0,Turnover by L. Mbah a Moute (bad pass),,82,85
404,4,5:59.0,,K. Walker makes 2-pt jump shot from 14 ft,82,87
405,4,5:59.0,Philadelphia full timeout,,82,87
406,4,5:41.0,Shooting foul by B. Biyombo (drawn by F. Aldemir),,82,87
407,4,5:41.0,F. Aldemir makes free throw 1 of 2,,83,87
408,4,5:41.0,F. Aldemir misses free throw 2 of 2,,83,87
409,4,5:40.0,,Defensive rebound by G. Henderson,83,87
410,4,5:23.0,,M. Williams misses 3-pt jump shot from 25 ft,83,87
411,4,5:22.0,Defensive rebound by I. Smith,,83,87
412,4,5:12.0,L. Mbah a Moute misses 3-pt jump shot from 25 ft,,83,87
413,4,5:10.0,,Defensive rebound by B. Biyombo,83,87
414,4,4:54.0,,G. Henderson misses 2-pt jump shot from 17 ft,83,87
415,4,4:53.0,Defensive rebound by Team,,83,87
416,4,4:30.0,I. Smith makes 3-pt jump shot from 26 ft,,86,87
417,4,4:12.0,,K. Walker misses 2-pt layup from 1 ft (block by L. Mbah a Moute),86,87
418,4,4:10.0,Defensive rebound by I. Smith,,86,87
419,4,4:07.0,Shooting foul by M. Williams (drawn by J. Grant),,86,87
420,4,4:07.0,J. Grant misses free throw 1 of 2,,86,87
421,4,4:07.0,Offensive rebound by Team,,86,87
422,4,4:07.0,J. Grant misses free throw 2 of 2,,86,87
423,4,4:06.0,,Defensive rebound by Team,86,87
424,4,3:51.0,,G. Henderson makes 3-pt jump shot from 23 ft (assist by M. Williams),86,90
425,4,3:33.0,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Grant),,89,90
426,4,3:01.0,,K. Walker misses 2-pt jump shot from 10 ft,89,90
427,4,3:00.0,Defensive rebound by L. Mbah a Moute,,89,90
428,4,2:51.0,Shooting foul by M. Williams (drawn by J. Grant),,89,90
429,4,2:51.0,,Charlotte full timeout,89,90
430,4,2:51.0,J. Grant makes free throw 1 of 2,,90,90
431,4,2:51.0,J. Grant makes free throw 2 of 2,,91,90
432,4,2:27.0,,M. Williams misses 2-pt jump shot from 16 ft (block by I. Smith),91,90
433,4,2:25.0,Defensive rebound by F. Aldemir,,91,90
434,4,2:04.0,I. Smith misses 2-pt jump shot from 8 ft,,91,90
435,4,2:01.0,,Defensive rebound by B. Biyombo,91,90
436,4,1:54.0,,Turnover by M. Williams (lost ball),91,90
437,4,1:30.0,Offensive foul by J. Grant (drawn by M. Williams),,91,90
438,4,1:30.0,Turnover by J. Grant (offensive foul),,91,90
439,4,1:15.0,,G. Henderson misses 2-pt jump shot from 18 ft,91,90
440,4,1:14.0,Defensive rebound by J. Grant,,91,90
441,4,0:52.0,I. Smith misses 3-pt jump shot from 24 ft,,91,90
442,4,0:49.0,Offensive rebound by F. Aldemir,,91,90
443,4,0:25.0,I. Smith misses 3-pt jump shot from 23 ft,,91,90
444,4,0:23.0,,Defensive rebound by M. Williams,91,90
445,4,0:23.0,,Charlotte full timeout,91,90
446,4,0:23.0,,J. Maxiell enters the game for B. Biyombo,91,90
447,4,0:23.0,J. Sampson enters the game for R. Covington,,91,90
448,4,0:18.0,,M. Williams misses 3-pt jump shot from 23 ft,91,90
449,4,0:17.0,Defensive rebound by J. Grant,,91,90
450,4,0:11.0,Personal take foul by M. Williams (drawn by I. Smith),,91,90
451,4,0:11.0,I. Smith misses free throw 1 of 2,,91,90
452,4,0:11.0,Offensive rebound by Team,,91,90
453,4,0:11.0,I. Smith misses free throw 2 of 2,,91,90
454,4,0:10.0,,Defensive rebound by J. Maxiell,91,90
455,4,0:10.0,,Charlotte full timeout,91,90
456,4,0:06.0,,G. Henderson makes 2-pt layup at rim,91,92
457,4,0:06.0,Philadelphia full timeout,,91,92
458,4,0:06.0,,B. Biyombo enters the game for M. Williams,91,92
459,4,0:06.0,,J. Taylor enters the game for J. Maxiell,91,92
460,4,0:06.0,H. Thompson enters the game for L. Mbah a Moute,,91,92
461,4,0:06.0,R. Covington enters the game for J. Sampson,,91,92
462,4,0:01.0,I. Smith misses 2-pt layup from 1 ft,,91,92
463,4,0:00.0,,Defensive rebound by G. Henderson,91,92
