,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,ATLANTA_ACTION,CLEVELAND_SCORE,ATLANTA_SCORE
391,4,5:36.0,,Defensive rebound by D. Carroll,90,93
392,4,5:17.0,,Shooting foul by T. Thompson (drawn by P. Millsap),90,93
393,4,5:17.0,,P. Millsap makes free throw 1 of 2,90,94
394,4,5:17.0,,P. Millsap makes free throw 2 of 2,90,95
395,4,5:05.0,M. Dellavedova misses 2-pt jump shot from 16 ft,,90,95
396,4,5:04.0,,Defensive rebound by P. Millsap,90,95
397,4,5:04.0,,Personal foul by T. Thompson (drawn by P. Antić),90,95
398,4,5:04.0,,P. Antić misses free throw 1 of 2,90,95
399,4,5:04.0,,Offensive rebound by Team,90,95
400,4,5:04.0,,P. Antić misses free throw 2 of 2,90,95
401,4,5:02.0,Defensive rebound by J. Jones,,90,95
402,4,4:50.0,K. Irving misses 3-pt jump shot from 24 ft,,90,95
403,4,4:48.0,Offensive rebound by T. Thompson,,90,95
404,4,4:44.0,J. Jones makes 3-pt jump shot from 22 ft (assist by K. Irving),,93,95
405,4,4:31.0,,J. Teague misses 3-pt jump shot from 24 ft,93,95
406,4,4:29.0,Defensive rebound by T. Thompson,,93,95
407,4,4:25.0,Turnover by M. Dellavedova (bad pass; steal by J. Teague),,93,95
408,4,4:14.0,,Shooting foul by T. Thompson (drawn by P. Millsap),93,95
409,4,4:14.0,,P. Millsap makes free throw 1 of 2,93,96
410,4,4:14.0,J. Harris enters the game for M. Dellavedova,,93,96
411,4,4:14.0,,T. Sefolosha enters the game for P. Antić,93,96
412,4,4:14.0,,P. Millsap makes free throw 2 of 2,93,97
413,4,4:09.0,Turnover by K. Irving (lost ball; steal by D. Carroll),,93,97
414,4,3:50.0,,P. Millsap makes 2-pt jump shot from 20 ft (assist by J. Teague),93,99
415,4,3:49.0,Cleveland full timeout,,93,99
416,4,3:38.0,T. Thompson makes 2-pt dunk at rim (assist by J. Harris),,95,99
417,4,3:20.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),95,101
418,4,3:05.0,Personal foul by P. Millsap (drawn by T. Thompson),,95,101
419,4,2:53.0,J. Harris misses 2-pt layup at rim,,95,101
420,4,2:52.0,,Defensive rebound by J. Teague,95,101
421,4,2:44.0,,D. Carroll misses 2-pt layup from 2 ft,95,101
422,4,2:43.0,,Offensive rebound by T. Sefolosha,95,101
423,4,2:43.0,,T. Sefolosha misses 2-pt tip-in from 1 ft,95,101
424,4,2:40.0,,Offensive rebound by J. Teague,95,101
425,4,2:40.0,,Turnover by J. Teague (lost ball; steal by D. Waiters),95,101
426,4,2:31.0,D. Waiters misses 2-pt layup at rim (block by P. Millsap),,95,101
427,4,2:29.0,,Defensive rebound by P. Millsap,95,101
428,4,2:10.0,,J. Teague makes 2-pt jump shot from 18 ft,95,103
429,4,2:07.0,Cleveland full timeout,,95,103
430,4,1:58.0,Personal foul by D. Carroll (drawn by K. Irving),,95,103
431,4,1:51.0,K. Irving makes 2-pt layup from 2 ft,,97,103
432,4,1:35.0,,P. Millsap makes 2-pt layup from 1 ft (assist by J. Teague),97,105
433,4,1:24.0,K. Irving makes 2-pt layup from 1 ft,,99,105
434,4,1:05.0,,J. Teague makes 2-pt jump shot from 4 ft,99,107
435,4,0:58.0,Cleveland full timeout,,99,107
436,4,0:53.0,K. Irving misses 3-pt jump shot from 27 ft,,99,107
437,4,0:51.0,Offensive rebound by Team,,99,107
438,4,0:48.0,T. Thompson makes 2-pt jump shot from 5 ft (assist by K. Irving),,101,107
439,4,0:26.0,,J. Teague misses 2-pt jump shot from 18 ft,101,107
440,4,0:24.0,,Offensive rebound by J. Teague,101,107
441,4,0:22.0,,Personal take foul by T. Thompson (drawn by J. Teague),101,107
442,4,0:22.0,L. Amundson enters the game for T. Thompson,,101,107
443,4,0:22.0,,J. Teague makes free throw 1 of 2,101,108
444,4,0:22.0,,J. Teague makes free throw 2 of 2,101,109
445,4,0:22.0,Cleveland full timeout,,101,109
446,4,0:14.0,Turnover by K. Irving (lost ball; steal by J. Teague),,101,109
447,4,0:10.0,,Turnover by J. Teague (lost ball; steal by K. Irving),101,109
448,4,0:06.0,D. Waiters misses 3-pt jump shot from 25 ft,,101,109
449,4,0:05.0,Offensive rebound by J. Jones,,101,109
450,4,0:02.0,J. Jones misses 3-pt jump shot from 22 ft (block by K. Korver),,101,109
451,4,0:02.0,Offensive rebound by Team,,101,109
