,QUARTER,TIME_REMAINING,CHICAGO_ACTION,MEMPHIS_ACTION,CHICAGO_SCORE,MEMPHIS_SCORE
390,4,3:32.0,N. Mirotić makes 3-pt jump shot from 22 ft (assist by K. Hinrich),,92,83
391,4,3:16.0,,Shooting foul by K. Hinrich (drawn by M. Conley),92,83
392,4,3:16.0,,M. Conley makes free throw 1 of 3,92,84
393,4,3:16.0,,M. Conley makes free throw 2 of 3,92,85
394,4,3:16.0,,M. Conley makes free throw 3 of 3,92,86
395,4,2:53.0,A. Brooks misses 2-pt jump shot from 17 ft,,92,86
396,4,2:52.0,Offensive rebound by A. Brooks,,92,86
397,4,2:32.0,A. Brooks misses 2-pt layup from 3 ft,,92,86
398,4,2:31.0,,Defensive rebound by Team,92,86
399,4,2:16.0,,V. Carter misses 2-pt jump shot from 7 ft,92,86
400,4,2:14.0,,Offensive rebound by V. Carter,92,86
401,4,2:11.0,,C. Lee misses 3-pt jump shot from 25 ft,92,86
402,4,2:11.0,Defensive rebound by Team,,92,86
403,4,1:55.0,Turnover by K. Hinrich (bad pass),,92,86
404,4,1:42.0,,N. Calathes misses 3-pt jump shot from 24 ft,92,86
405,4,1:42.0,,Offensive rebound by M. Gasol,92,86
406,4,1:37.0,,M. Gasol makes 2-pt jump shot from 4 ft (assist by C. Lee),92,88
407,4,1:21.0,J. Butler makes 2-pt jump shot from 11 ft,,94,88
408,4,1:07.0,,M. Conley makes 2-pt jump shot from 18 ft (assist by M. Gasol),94,90
409,4,0:46.0,J. Butler misses 2-pt layup from 2 ft,,94,90
410,4,0:45.0,,Defensive rebound by V. Carter,94,90
411,4,0:38.0,,C. Lee misses 2-pt jump shot from 22 ft,94,90
412,4,0:37.0,Defensive rebound by J. Noah,,94,90
413,4,0:36.0,Personal take foul by M. Gasol (drawn by J. Noah),,94,90
414,4,0:36.0,J. Noah misses free throw 1 of 2,,94,90
415,4,0:36.0,Offensive rebound by Team,,94,90
416,4,0:36.0,E. Moore enters the game for N. Mirotić,,94,90
417,4,0:36.0,J. Noah makes free throw 2 of 2,,95,90
418,4,0:36.0,,Memphis full timeout,95,90
419,4,0:29.0,,M. Gasol makes 2-pt dunk at rim (assist by M. Conley),95,92
420,4,0:29.0,Personal take foul by M. Gasol (drawn by J. Noah),,95,92
421,4,0:29.0,J. Noah makes free throw 1 of 2,,96,92
422,4,0:29.0,J. Noah makes free throw 2 of 2,,97,92
423,4,0:23.0,,M. Conley makes 2-pt layup from 1 ft,97,94
424,4,0:23.0,Chicago full timeout,,97,94
425,4,0:23.0,N. Mirotić enters the game for E. Moore,,97,94
426,4,0:20.0,Personal take foul by N. Calathes (drawn by A. Brooks),,97,94
427,4,0:20.0,A. Brooks makes free throw 1 of 2,,98,94
428,4,0:20.0,E. Moore enters the game for N. Mirotić,,98,94
429,4,0:20.0,A. Brooks makes free throw 2 of 2,,99,94
430,4,0:14.0,,M. Conley makes 3-pt jump shot from 24 ft,99,97
431,4,0:13.0,Personal take foul by M. Conley (drawn by E. Moore),,99,97
432,4,0:13.0,E. Moore makes free throw 1 of 2,,100,97
433,4,0:13.0,E. Moore makes free throw 2 of 2,,101,97
434,4,0:13.0,,Memphis full timeout,101,97
435,4,0:08.0,,M. Conley misses 3-pt jump shot from 25 ft,101,97
436,4,0:08.0,Defensive rebound by J. Butler,,101,97
437,4,0:06.0,Personal foul by N. Calathes (drawn by J. Butler),,101,97
438,4,0:06.0,J. Butler makes free throw 1 of 2,,102,97
439,4,0:06.0,J. Butler makes free throw 2 of 2,,103,97
440,4,0:06.0,,Memphis full timeout,103,97
441,4,0:03.0,,V. Carter misses 3-pt jump shot from 25 ft,103,97
442,4,0:02.0,Defensive rebound by J. Noah,,103,97
