,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MIAMI_ACTION,OKLAHOMA CITY_SCORE,MIAMI_SCORE
392,4,1:57.0,,N. Cole misses 2-pt layup from 2 ft (block by S. Adams),89,82
393,4,1:56.0,,Offensive rebound by C. Andersen,89,82
394,4,1:55.0,,C. Andersen misses 2-pt layup from 1 ft (block by S. Ibaka),89,82
395,4,1:54.0,,Offensive rebound by Team,89,82
396,4,1:51.0,,Turnover by L. Deng (bad pass; steal by R. Westbrook),89,82
397,4,1:49.0,R. Westbrook makes 2-pt layup from 1 ft,,91,82
398,4,1:36.0,,Shooting foul by S. Ibaka (drawn by C. Bosh),91,82
399,4,1:36.0,,C. Bosh misses free throw 1 of 2,91,82
400,4,1:36.0,,Offensive rebound by Team,91,82
401,4,1:36.0,,C. Bosh makes free throw 2 of 2,91,83
402,4,1:19.0,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),,93,83
403,4,1:19.0,,Miami full timeout,93,83
404,4,1:19.0,A. Roberson enters the game for K. Durant,,93,83
405,4,1:19.0,,D. Granger enters the game for L. Deng,93,83
406,4,1:14.0,,D. Granger makes 3-pt jump shot from 25 ft (assist by D. Wade),93,86
407,4,0:53.0,Turnover by R. Westbrook (step out of bounds),,93,86
408,4,0:40.0,,D. Granger misses 2-pt jump shot from 14 ft,93,86
409,4,0:39.0,Defensive rebound by A. Roberson,,93,86
410,4,0:37.0,Personal foul by C. Bosh (drawn by R. Westbrook),,93,86
411,4,0:34.0,Personal foul by N. Cole (drawn by R. Westbrook),,93,86
412,4,0:34.0,R. Westbrook misses free throw 1 of 2,,93,86
413,4,0:34.0,Offensive rebound by Team,,93,86
414,4,0:34.0,N. Collison enters the game for S. Ibaka,,93,86
415,4,0:34.0,R. Westbrook makes free throw 2 of 2,,94,86
416,4,0:21.0,,Turnover by N. Cole (step out of bounds),94,86
417,4,0:21.0,A. Morrow enters the game for R. Westbrook,,94,86
