,QUARTER,TIME_REMAINING,DALLAS_ACTION,CLEVELAND_ACTION,DALLAS_SCORE,CLEVELAND_SCORE
386,4,2:33.0,D. Powell enters the game for R. Rondo,,104,86
387,4,2:33.0,C. Villanueva enters the game for R. Jefferson,,104,86
388,4,2:30.0,,J. Jones enters the game for M. Dellavedova,104,86
389,4,2:15.0,J. Barea misses 3-pt jump shot from 24 ft,,104,86
390,4,2:14.0,,Defensive rebound by J. Jones,104,86
391,4,1:57.0,,A. Price misses 2-pt jump shot from 19 ft,104,86
392,4,1:56.0,Defensive rebound by C. Villanueva,,104,86
393,4,1:49.0,R. Felton misses 2-pt jump shot from 23 ft,,104,86
394,4,1:49.0,,Defensive rebound by Team,104,86
395,4,1:36.0,,A. Kirk misses 2-pt jump shot from 21 ft,104,86
396,4,1:35.0,Defensive rebound by D. Powell,,104,86
397,4,1:23.0,Turnover by C. Villanueva (bad pass; steal by J. Harris),,104,86
398,4,1:10.0,,A. Price makes 2-pt jump shot from 8 ft,104,88
399,4,0:55.0,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),,106,88
400,4,0:43.0,,A. Price makes 2-pt jump shot from 14 ft,106,90
401,4,0:34.0,C. Villanueva makes 3-pt jump shot from 24 ft (assist by R. Felton),,109,90
402,4,0:16.0,,Turnover by L. Amundson (lost ball; steal by R. Felton),109,90
