,QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW ORLEANS_ACTION,CHICAGO_SCORE,NEW ORLEANS_SCORE
129,2,8:30.0,,Q. Pondexter makes 2-pt jump shot from 9 ft,24,26
130,2,8:12.0,T. Gibson makes 2-pt jump shot from 18 ft,,26,26
131,2,7:48.0,,Turnover by J. Fredette (bad pass),26,26
132,2,7:36.0,Turnover by D. Rose (bad pass),,26,26
133,2,7:22.0,Offensive charge foul by T. Evans (drawn by A. Brooks),,26,26
134,2,7:22.0,,Turnover by T. Evans (offensive foul),26,26
135,2,7:11.0,D. Rose makes 2-pt jump shot from 12 ft,,28,26
136,2,6:49.0,,J. Fredette makes 2-pt layup from 1 ft (assist by R. Anderson),28,28
137,2,6:36.0,D. Rose misses 2-pt jump shot from 16 ft,,28,28
138,2,6:33.0,,Defensive rebound by Team,28,28
139,2,6:33.0,,A. Davis enters the game for R. Anderson,28,28
140,2,6:18.0,,A. Davis misses 2-pt jump shot from 11 ft,28,28
141,2,6:17.0,Defensive rebound by A. Brooks,,28,28
142,2,6:11.0,A. Brooks makes 2-pt jump shot from 8 ft,,30,28
143,2,5:49.0,,T. Evans makes 2-pt layup from 2 ft,30,30
144,2,5:33.0,T. Snell misses 2-pt jump shot from 10 ft (block by A. Davis),,30,30
145,2,5:32.0,,Defensive rebound by A. Davis,30,30
146,2,5:28.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),30,32
147,2,5:19.0,A. Brooks makes 3-pt jump shot from 24 ft,,33,32
148,2,5:00.0,,J. Fredette makes 2-pt jump shot from 11 ft,33,34
149,2,5:00.0,,Shooting foul by T. Gibson (drawn by J. Fredette),33,34
150,2,5:00.0,,New Orleans full timeout,33,34
151,2,5:00.0,K. Hinrich enters the game for A. Brooks,,33,34
152,2,5:00.0,J. Butler enters the game for T. Snell,,33,34
153,2,5:00.0,,D. Cunningham enters the game for Q. Pondexter,33,34
154,2,5:00.0,,J. Fredette makes free throw 1 of 1,33,35
155,2,4:46.0,T. Gibson misses 2-pt tip-in from 1 ft,,33,35
156,2,4:39.0,,Defensive rebound by Ö. Aşık,33,35
157,2,4:21.0,,T. Evans misses 3-pt jump shot from 25 ft,33,35
158,2,4:20.0,Defensive rebound by J. Noah,,33,35
159,2,4:16.0,D. Rose makes 2-pt layup from 2 ft,,35,35
160,2,4:16.0,Shooting foul by J. Fredette (drawn by D. Rose),,35,35
161,2,4:16.0,,E. Gordon enters the game for J. Fredette,35,35
162,2,4:16.0,,R. Anderson enters the game for A. Davis,35,35
163,2,4:16.0,P. Gasol enters the game for J. Noah,,35,35
164,2,4:16.0,D. Rose makes free throw 1 of 1,,36,35
165,2,3:50.0,,Turnover by T. Evans (bad pass; steal by K. Hinrich),36,35
166,2,3:45.0,K. Hinrich misses 2-pt jump shot from 18 ft,,36,35
167,2,3:43.0,,Defensive rebound by Ö. Aşık,36,35
168,2,3:25.0,,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),36,37
169,2,3:02.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by J. Butler),,38,37
170,2,2:34.0,,Ö. Aşık misses 2-pt layup from 2 ft,38,37
171,2,2:34.0,Defensive rebound by P. Gasol,,38,37
172,2,2:34.0,Chicago full timeout,,38,37
173,2,2:18.0,Shooting foul by E. Gordon (drawn by J. Butler),,38,37
174,2,2:18.0,J. Butler makes free throw 1 of 2,,39,37
175,2,2:18.0,J. Butler makes free throw 2 of 2,,40,37
176,2,1:57.0,,R. Anderson misses 3-pt jump shot from 26 ft,40,37
177,2,1:55.0,,Offensive rebound by Ö. Aşık,40,37
178,2,1:55.0,,Ö. Aşık misses 2-pt tip-in from 1 ft,40,37
179,2,1:53.0,Defensive rebound by P. Gasol,,40,37
180,2,1:48.0,D. Rose makes 3-pt jump shot from 25 ft,,43,37
181,2,1:27.0,,R. Anderson misses 2-pt dunk at rim,43,37
182,2,1:25.0,Defensive rebound by T. Gibson,,43,37
183,2,1:21.0,Shooting foul by D. Cunningham (drawn by D. Rose),,43,37
184,2,1:21.0,D. Rose misses free throw 1 of 2,,43,37
185,2,1:21.0,Offensive rebound by Team,,43,37
186,2,1:21.0,D. Rose makes free throw 2 of 2,,44,37
187,2,1:00.0,,E. Gordon misses 2-pt layup from 1 ft,44,37
188,2,0:58.0,Defensive rebound by P. Gasol,,44,37
189,2,0:46.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by D. Rose),,46,37
190,2,0:35.0,,T. Evans makes 2-pt layup from 2 ft,46,39
191,2,0:25.0,D. Rose misses 2-pt layup from 2 ft,,46,39
192,2,0:25.0,Offensive rebound by T. Gibson,,46,39
193,2,0:25.0,T. Gibson makes 2-pt dunk at rim,,48,39
194,2,0:01.0,,T. Evans misses 2-pt jump shot from 21 ft,48,39
195,2,0:01.0,,Offensive rebound by Team,48,39
196,2,0:01.0,,Turnover by Team (shot clock),48,39
197,2,0:00.0,D. Rose misses 3-pt jump shot from 61 ft,,48,39
198,2,0:00.0,Offensive rebound by Team,,48,39
199,3,11:45.0,,R. Anderson misses 3-pt jump shot from 25 ft,48,39
200,3,11:44.0,,Offensive rebound by Ö. Aşık,48,39
201,3,11:41.0,,Ö. Aşık misses 2-pt layup from 2 ft (block by P. Gasol),48,39
202,3,11:39.0,Defensive rebound by D. Rose,,48,39
203,3,11:27.0,J. Butler makes 2-pt layup from 1 ft (assist by P. Gasol),,50,39
204,3,11:06.0,,E. Gordon misses 2-pt jump shot from 18 ft,50,39
205,3,11:05.0,Defensive rebound by P. Gasol,,50,39
206,3,10:55.0,D. Rose misses 3-pt jump shot from 26 ft,,50,39
207,3,10:54.0,,Defensive rebound by T. Evans,50,39
208,3,10:48.0,,R. Anderson misses 3-pt jump shot from 28 ft,50,39
209,3,10:46.0,Defensive rebound by T. Snell,,50,39
210,3,10:25.0,T. Snell makes 3-pt jump shot from 25 ft (assist by P. Gasol),,53,39
211,3,10:11.0,,E. Gordon makes 3-pt jump shot from 23 ft (assist by T. Evans),53,42
212,3,9:47.0,P. Gasol makes 2-pt jump shot from 8 ft,,55,42
213,3,9:25.0,,E. Gordon misses 2-pt layup from 1 ft (block by P. Gasol),55,42
214,3,9:21.0,,Offensive rebound by E. Gordon,55,42
215,3,9:21.0,,Turnover by D. Cunningham (lost ball),55,42
216,3,9:02.0,T. Snell makes 3-pt jump shot from 23 ft (assist by P. Gasol),,58,42
217,3,8:44.0,,R. Anderson misses 2-pt jump shot from 15 ft,58,42
218,3,8:42.0,Defensive rebound by P. Gasol,,58,42
219,3,8:32.0,P. Gasol makes 2-pt jump shot from 19 ft,,60,42
220,3,8:31.0,,New Orleans full timeout,60,42
221,3,8:16.0,,D. Cunningham misses 2-pt jump shot from 17 ft,60,42
222,3,8:13.0,Defensive rebound by J. Noah,,60,42
223,3,8:04.0,T. Snell makes 2-pt layup from 2 ft,,62,42
224,3,7:40.0,,E. Gordon misses 2-pt layup from 1 ft,62,42
225,3,7:39.0,Defensive rebound by P. Gasol,,62,42
226,3,7:35.0,J. Butler makes 2-pt layup from 1 ft (assist by D. Rose),,64,42
227,3,7:21.0,,T. Evans misses 2-pt layup from 2 ft,64,42
228,3,7:20.0,Defensive rebound by J. Noah,,64,42
229,3,7:01.0,J. Butler misses 2-pt jump shot from 19 ft,,64,42
230,3,6:59.0,Offensive rebound by P. Gasol,,64,42
231,3,6:46.0,D. Rose makes 2-pt jump shot from 19 ft,,66,42
232,3,6:19.0,,E. Gordon misses 2-pt jump shot from 13 ft,66,42
233,3,6:18.0,Defensive rebound by J. Butler,,66,42
234,3,6:05.0,J. Noah makes 2-pt layup from 1 ft (assist by J. Butler),,68,42
235,3,5:41.0,,R. Anderson makes 2-pt layup from 2 ft,68,44
236,3,5:28.0,Personal foul by T. Evans (drawn by J. Butler),,68,44
237,3,5:28.0,,Q. Pondexter enters the game for E. Gordon,68,44
238,3,5:28.0,,A. Ajinça enters the game for Ö. Aşık,68,44
239,3,5:21.0,P. Gasol makes 3-pt jump shot from 23 ft (assist by D. Rose),,71,44
240,3,4:51.0,,R. Anderson misses 3-pt jump shot from 32 ft,71,44
241,3,4:50.0,,Offensive rebound by A. Ajinça,71,44
242,3,4:47.0,,A. Ajinça makes 2-pt jump shot from 5 ft,71,46
243,3,4:23.0,D. Rose makes 2-pt jump shot from 17 ft,,73,46
244,3,4:00.0,,Q. Pondexter misses 3-pt jump shot from 26 ft,73,46
245,3,3:59.0,Defensive rebound by D. Rose,,73,46
246,3,3:56.0,J. Butler makes 2-pt dunk at rim (assist by D. Rose),,75,46
247,3,3:56.0,,New Orleans full timeout,75,46
248,3,3:56.0,,T. Douglas enters the game for D. Cunningham,75,46
249,3,3:56.0,T. Gibson enters the game for J. Noah,,75,46
250,3,3:33.0,,T. Evans makes 3-pt jump shot from 24 ft,75,49
251,3,3:07.0,D. Rose misses 3-pt jump shot from 24 ft,,75,49
252,3,3:04.0,,Defensive rebound by T. Evans,75,49
253,3,2:52.0,,A. Ajinça misses 2-pt jump shot from 11 ft,75,49
254,3,2:50.0,Defensive rebound by T. Gibson,,75,49
255,3,2:44.0,T. Snell misses 2-pt jump shot from 5 ft (block by A. Ajinça),,75,49
256,3,2:42.0,Offensive rebound by J. Butler,,75,49
257,3,2:39.0,Turnover by P. Gasol (bad pass),,75,49
258,3,2:39.0,A. Brooks enters the game for D. Rose,,75,49
259,3,2:23.0,,Q. Pondexter misses 2-pt jump shot from 5 ft,75,49
260,3,2:22.0,Defensive rebound by P. Gasol,,75,49
261,3,2:16.0,J. Butler misses 2-pt layup from 2 ft,,75,49
262,3,2:15.0,,Defensive rebound by R. Anderson,75,49
263,3,2:07.0,,T. Evans misses 2-pt layup from 1 ft,75,49
264,3,2:06.0,Defensive rebound by Team,,75,49
265,3,2:06.0,,J. Withey enters the game for R. Anderson,75,49
266,3,1:48.0,P. Gasol makes 2-pt hook shot from 3 ft,,77,49
267,3,1:32.0,,A. Ajinça makes 2-pt jump shot from 6 ft,77,51
268,3,1:13.0,Turnover by P. Gasol (bad pass; steal by T. Evans),,77,51
269,3,1:07.0,,T. Douglas makes 3-pt jump shot from 23 ft (assist by T. Evans),77,54
270,3,0:49.0,A. Brooks misses 2-pt jump shot from 3 ft,,77,54
271,3,0:48.0,,Defensive rebound by J. Withey,77,54
272,3,0:43.0,,Q. Pondexter makes 2-pt layup from 2 ft (assist by T. Douglas),77,56
273,3,0:43.0,Chicago full timeout,,77,56
274,3,0:43.0,N. Mirotić enters the game for P. Gasol,,77,56
275,3,0:43.0,,J. Fredette enters the game for T. Evans,77,56
276,3,0:22.0,J. Butler makes 2-pt layup from 1 ft,,79,56
277,3,0:09.0,,Turnover by J. Withey (offensive foul),79,56
278,3,0:09.0,Offensive charge foul by J. Withey (drawn by J. Butler),,79,56
279,3,0:04.0,Personal take foul by Q. Pondexter (drawn by J. Butler),,79,56
280,3,0:00.0,J. Butler makes 2-pt jump shot from 15 ft (assist by A. Brooks),,81,56
281,4,11:39.0,T. Gibson misses 2-pt jump shot from 4 ft,,81,56
282,4,11:38.0,,Defensive rebound by J. Withey,81,56
283,4,11:17.0,,J. Fredette misses 3-pt jump shot from 25 ft,81,56
284,4,11:14.0,Defensive rebound by T. Snell,,81,56
285,4,10:57.0,Shooting foul by Q. Pondexter (drawn by J. Butler),,81,56
286,4,10:57.0,J. Butler makes free throw 1 of 2,,82,56
287,4,10:57.0,J. Butler makes free throw 2 of 2,,83,56
288,4,10:44.0,,Turnover by J. Fredette (bad pass; steal by J. Butler),83,56
289,4,10:38.0,J. Butler makes 2-pt dunk at rim,,85,56
290,4,10:29.0,,Shooting foul by T. Gibson (drawn by Q. Pondexter),85,56
291,4,10:29.0,,Q. Pondexter misses free throw 1 of 2,85,56
292,4,10:29.0,,Offensive rebound by Team,85,56
293,4,10:29.0,E. Moore enters the game for J. Butler,,85,56
294,4,10:29.0,,L. Babbitt enters the game for J. Fredette,85,56
295,4,10:29.0,,Q. Pondexter misses free throw 2 of 2,85,56
296,4,10:28.0,Defensive rebound by T. Snell,,85,56
297,4,10:07.0,T. Snell misses 3-pt jump shot from 26 ft,,85,56
298,4,10:05.0,,Defensive rebound by Team,85,56
299,4,9:53.0,,T. Douglas misses 2-pt jump shot from 22 ft,85,56
300,4,9:52.0,Defensive rebound by T. Snell,,85,56
301,4,9:46.0,A. Brooks misses 3-pt jump shot from 27 ft,,85,56
302,4,9:45.0,,Defensive rebound by L. Babbitt,85,56
303,4,9:25.0,,A. Ajinça misses 2-pt jump shot from 11 ft,85,56
304,4,9:25.0,Defensive rebound by Team,,85,56
305,4,9:07.0,T. Gibson misses 2-pt jump shot from 5 ft,,85,56
306,4,9:04.0,,Defensive rebound by T. Douglas,85,56
307,4,8:53.0,,J. Withey misses 2-pt jump shot from 12 ft,85,56
308,4,8:52.0,Defensive rebound by T. Snell,,85,56
309,4,8:43.0,N. Mirotić misses 3-pt jump shot from 26 ft,,85,56
310,4,8:42.0,,Defensive rebound by L. Babbitt,85,56
311,4,8:32.0,,Personal foul by A. Brooks (drawn by T. Douglas),85,56
312,4,8:32.0,Official timeout,,85,56
313,4,8:18.0,,T. Douglas misses 2-pt jump shot from 20 ft,85,56
314,4,8:16.0,Defensive rebound by N. Mirotić,,85,56
315,4,8:03.0,T. Snell makes 2-pt layup from 1 ft,,87,56
316,4,7:47.0,,Turnover by T. Douglas (bad pass; steal by T. Gibson),87,56
317,4,7:41.0,E. Moore misses 3-pt jump shot from 23 ft,,87,56
318,4,7:37.0,Offensive rebound by T. Gibson,,87,56
319,4,7:26.0,T. Gibson misses 2-pt dunk at rim,,87,56
320,4,7:23.0,,Defensive rebound by A. Ajinça,87,56
321,4,7:17.0,,A. Ajinça makes 2-pt layup from 1 ft (assist by Q. Pondexter),87,58
322,4,6:56.0,Turnover by A. Brooks (lost ball; steal by T. Douglas),,87,58
323,4,6:37.0,,Turnover by A. Ajinça (bad pass; steal by E. Moore),87,58
324,4,6:36.0,Personal foul by A. Ajinça (drawn by E. Moore),,87,58
325,4,6:36.0,,J. Fredette enters the game for Q. Pondexter,87,58
326,4,6:36.0,C. Bairstow enters the game for T. Gibson,,87,58
327,4,6:25.0,T. Snell makes 3-pt jump shot from 24 ft (assist by N. Mirotić),,90,58
328,4,6:04.0,,A. Ajinça makes 2-pt layup from 2 ft (assist by T. Douglas),90,60
329,4,5:54.0,A. Brooks makes 2-pt jump shot from 4 ft,,92,60
330,4,5:54.0,,New Orleans full timeout,92,60
331,4,5:40.0,,J. Withey makes 2-pt dunk at rim (assist by L. Babbitt),92,62
332,4,5:28.0,Turnover by A. Brooks (lost ball; steal by T. Douglas),,92,62
333,4,5:23.0,,T. Douglas makes 2-pt layup from 2 ft,92,64
334,4,5:00.0,A. Brooks misses 2-pt layup from 2 ft (block by J. Withey),,92,64
335,4,5:00.0,Offensive rebound by Team,,92,64
336,4,4:56.0,N. Mirotić makes 2-pt layup from 2 ft,,94,64
337,4,4:34.0,,J. Fredette makes 2-pt jump shot from 14 ft (assist by L. Babbitt),94,66
338,4,4:13.0,Turnover by E. Moore (lost ball),,94,66
339,4,4:13.0,D. McDermott enters the game for T. Snell,,94,66
340,4,3:51.0,,T. Douglas misses 3-pt jump shot from 26 ft,94,66
341,4,3:50.0,,Offensive rebound by J. Withey,94,66
342,4,3:47.0,,J. Withey makes 2-pt layup from 3 ft,94,68
343,4,3:39.0,A. Brooks misses 3-pt jump shot from 23 ft,,94,68
344,4,3:38.0,,Defensive rebound by A. Ajinça,94,68
345,4,3:31.0,,J. Fredette misses 2-pt layup from 1 ft,94,68
346,4,3:29.0,Defensive rebound by A. Brooks,,94,68
347,4,3:24.0,D. McDermott makes 2-pt layup from 1 ft (assist by N. Mirotić),,96,68
348,4,3:01.0,,J. Fredette misses 3-pt jump shot from 25 ft,96,68
349,4,2:59.0,Defensive rebound by N. Mirotić,,96,68
350,4,2:53.0,N. Mirotić makes 2-pt layup from 2 ft,,98,68
351,4,2:40.0,,Shooting foul by C. Bairstow (drawn by J. Withey),98,68
352,4,2:40.0,Chicago full timeout,,98,68
353,4,2:40.0,,J. Withey misses free throw 1 of 2,98,68
354,4,2:40.0,,Offensive rebound by Team,98,68
355,4,2:40.0,,J. Withey makes free throw 2 of 2,98,69
356,4,2:28.0,E. Moore makes 2-pt dunk at rim (assist by N. Mirotić),,100,69
357,4,2:07.0,,A. Ajinça misses 2-pt jump shot from 7 ft,100,69
358,4,2:05.0,Defensive rebound by Team,,100,69
359,4,1:52.0,E. Moore misses 2-pt layup from 1 ft,,100,69
360,4,1:50.0,,Defensive rebound by L. Babbitt,100,69
361,4,1:27.0,,J. Fredette misses 3-pt jump shot from 24 ft,100,69
362,4,1:26.0,Defensive rebound by Team,,100,69
363,4,1:26.0,,Loose ball foul by A. Ajinça (drawn by E. Moore),100,69
364,4,1:11.0,C. Bairstow misses 2-pt jump shot from 16 ft,,100,69
365,4,1:09.0,Offensive rebound by Team,,100,69
366,4,1:00.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,103,69
367,4,0:48.0,,Turnover by T. Douglas (bad pass; steal by E. Moore),103,69
368,4,0:37.0,D. McDermott makes 2-pt layup from 1 ft,,105,69
369,4,0:27.0,,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Douglas),105,72
370,4,0:24.0,Personal take foul by L. Babbitt (drawn by D. McDermott),,105,72
371,4,0:24.0,D. McDermott makes free throw 1 of 2,,106,72
372,4,0:24.0,D. McDermott makes free throw 2 of 2,,107,72
373,4,0:05.0,,T. Douglas misses 2-pt jump shot from 16 ft,107,72
374,4,0:04.0,Defensive rebound by E. Moore,,107,72
