,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,LA LAKERS_ACTION,CHARLOTTE_SCORE,LA LAKERS_SCORE
387,4,3:51.0,K. Walker misses free throw 1 of 2,,81,96
388,4,3:51.0,Offensive rebound by Team,,81,96
389,4,3:51.0,C. Zeller enters the game for M. Williams,,81,96
390,4,3:51.0,K. Walker makes free throw 2 of 2,,82,96
391,4,3:41.0,,W. Johnson makes 3-pt jump shot from 23 ft (assist by J. Hill),82,99
392,4,3:27.0,G. Neal makes 2-pt layup from 2 ft (assist by K. Walker),,84,99
393,4,3:10.0,,K. Bryant misses 3-pt jump shot from 25 ft,84,99
394,4,3:08.0,,Offensive rebound by Team,84,99
395,4,2:57.0,,K. Bryant misses 2-pt layup from 2 ft,84,99
396,4,2:50.0,,Offensive rebound by J. Hill,84,99
397,4,2:50.0,,J. Hill makes 2-pt tip-in at rim,84,101
398,4,2:41.0,Shooting foul by J. Hill (drawn by C. Zeller),,84,101
399,4,2:41.0,Charlotte full timeout,,84,101
400,4,2:41.0,G. Henderson enters the game for M. Kidd-Gilchrist,,84,101
401,4,2:41.0,J. Pargo enters the game for A. Jefferson,,84,101
402,4,2:41.0,P. Hairston enters the game for K. Walker,,84,101
403,4,2:41.0,B. Biyombo enters the game for G. Neal,,84,101
404,4,2:41.0,C. Zeller makes free throw 1 of 2,,85,101
405,4,2:41.0,C. Zeller makes free throw 2 of 2,,86,101
406,4,2:16.0,,K. Bryant misses 2-pt jump shot from 19 ft,86,101
407,4,2:14.0,Defensive rebound by C. Zeller,,86,101
408,4,2:07.0,,W. Ellington enters the game for W. Johnson,86,101
409,4,2:07.0,,R. Price enters the game for C. Boozer,86,101
410,4,2:07.0,,R. Sacre enters the game for J. Hill,86,101
411,4,2:07.0,,X. Henry enters the game for K. Bryant,86,101
412,4,2:07.0,,E. Davis enters the game for J. Lin,86,101
413,4,2:04.0,G. Henderson makes 2-pt jump shot from 13 ft (assist by P. Hairston),,88,101
414,4,1:34.0,Turnover by C. Zeller (bad pass; steal by R. Price),,88,101
415,4,1:13.0,,R. Sacre makes 2-pt jump shot from 16 ft (assist by R. Price),88,103
416,4,1:02.0,Shooting foul by E. Davis (drawn by C. Zeller),,88,103
417,4,1:02.0,C. Zeller makes free throw 1 of 2,,89,103
418,4,1:02.0,C. Zeller makes free throw 2 of 2,,90,103
419,4,0:52.0,,Personal foul by J. Pargo (drawn by X. Henry),90,103
420,4,0:40.0,,R. Sacre makes 2-pt jump shot from 20 ft (assist by R. Price),90,105
421,4,0:33.0,Personal foul by R. Price (drawn by J. Pargo),,90,105
422,4,0:33.0,J. Pargo makes free throw 1 of 2,,91,105
423,4,0:33.0,J. Pargo makes free throw 2 of 2,,92,105
424,4,0:24.0,,Personal foul by J. Pargo (drawn by R. Price),92,105
425,4,0:24.0,,R. Price makes free throw 1 of 2,92,106
426,4,0:24.0,,R. Price makes free throw 2 of 2,92,107
427,4,0:12.0,Turnover by B. Biyombo (lost ball; steal by X. Henry),,92,107
