,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,DETROIT_ACTION,LA LAKERS_SCORE,DETROIT_SCORE
391,4,6:07.0,,J. Jerebko makes free throw 1 of 2,90,79
392,4,6:07.0,,J. Jerebko makes free throw 2 of 2,90,80
393,4,5:55.0,Turnover by K. Bryant (bad pass),,90,80
394,4,5:55.0,Official timeout,,90,80
395,4,5:41.0,,J. Jerebko makes 2-pt jump shot from 18 ft (assist by D. Augustin),90,82
396,4,5:26.0,J. Hill makes 2-pt jump shot from 16 ft (assist by K. Bryant),,92,82
397,4,5:13.0,,D. Augustin makes 3-pt jump shot from 23 ft,92,85
398,4,4:56.0,J. Hill makes 2-pt jump shot from 16 ft (assist by K. Bryant),,94,85
399,4,4:42.0,,J. Jerebko misses 3-pt jump shot from 26 ft,94,85
400,4,4:42.0,,Offensive rebound by G. Monroe,94,85
401,4,4:38.0,,G. Monroe makes 2-pt layup at rim,94,87
402,4,4:22.0,Turnover by K. Bryant (bad pass; steal by G. Monroe),,94,87
403,4,4:12.0,,J. Jerebko misses 2-pt jump shot from 17 ft,94,87
404,4,4:11.0,Defensive rebound by C. Boozer,,94,87
405,4,3:51.0,C. Boozer misses 2-pt jump shot from 13 ft,,94,87
406,4,3:50.0,Offensive rebound by J. Hill,,94,87
407,4,3:46.0,J. Hill makes 2-pt hook shot from 6 ft,,96,87
408,4,3:34.0,,Shooting foul by C. Boozer (drawn by G. Monroe),96,87
409,4,3:34.0,,G. Monroe makes free throw 1 of 2,96,88
410,4,3:34.0,,G. Monroe misses free throw 2 of 2,96,88
411,4,3:33.0,Defensive rebound by C. Boozer,,96,88
412,4,3:20.0,Turnover by K. Bryant (lost ball),,96,88
413,4,3:07.0,,G. Monroe misses 2-pt hook shot from 5 ft,96,88
414,4,3:06.0,Defensive rebound by J. Hill,,96,88
415,4,2:53.0,C. Boozer makes 2-pt layup at rim (assist by J. Lin),,98,88
416,4,2:36.0,,L. Datome misses 2-pt layup at rim,98,88
417,4,2:35.0,,Offensive rebound by J. Jerebko,98,88
418,4,2:27.0,,Personal foul by W. Johnson (drawn by D. Augustin),98,88
419,4,2:27.0,LA Lakers full timeout,,98,88
420,4,2:27.0,,D. Augustin misses free throw 1 of 2,98,88
421,4,2:27.0,,Offensive rebound by Team,98,88
422,4,2:27.0,,D. Augustin makes free throw 2 of 2,98,89
423,4,2:04.0,J. Hill misses 2-pt jump shot from 21 ft,,98,89
424,4,2:03.0,,Defensive rebound by G. Monroe,98,89
425,4,1:54.0,,J. Jerebko misses 3-pt jump shot from 26 ft,98,89
426,4,1:53.0,Defensive rebound by K. Bryant,,98,89
427,4,1:35.0,W. Johnson makes 3-pt jump shot from 25 ft (assist by K. Bryant),,101,89
428,4,1:18.0,,L. Datome makes 3-pt jump shot from 26 ft (assist by G. Monroe),101,92
429,4,1:07.0,Turnover by K. Bryant (bad pass; steal by J. Jerebko),,101,92
430,4,1:05.0,,J. Jerebko makes 2-pt dunk at rim (assist by L. Datome),101,94
431,4,1:00.0,Personal foul by J. Jerebko (drawn by K. Bryant),,101,94
432,4,0:46.0,Shooting foul by G. Monroe (drawn by J. Hill),,101,94
433,4,0:46.0,J. Hill makes free throw 1 of 2,,102,94
434,4,0:46.0,J. Hill makes free throw 2 of 2,,103,94
435,4,0:35.0,,L. Datome misses 3-pt jump shot from 23 ft,103,94
436,4,0:32.0,,Offensive rebound by G. Monroe,103,94
437,4,0:28.0,,C. Butler misses 3-pt jump shot from 25 ft,103,94
438,4,0:27.0,Defensive rebound by J. Hill,,103,94
439,4,0:25.0,Turnover by J. Hill (bad pass; steal by L. Datome),,103,94
440,4,0:24.0,,L. Datome makes 2-pt layup at rim,103,96
441,4,0:20.0,Personal foul by D. Augustin (drawn by J. Lin),,103,96
442,4,0:20.0,J. Lin makes free throw 1 of 2,,104,96
443,4,0:20.0,J. Lin misses free throw 2 of 2,,104,96
444,4,0:19.0,,Defensive rebound by J. Jerebko,104,96
445,4,0:11.0,,J. Jerebko misses 3-pt jump shot from 26 ft,104,96
446,4,0:10.0,Defensive rebound by J. Lin,,104,96
447,4,0:10.0,Personal foul by G. Monroe (drawn by J. Lin),,104,96
448,4,0:10.0,J. Lin makes free throw 1 of 2,,105,96
449,4,0:10.0,J. Lin makes free throw 2 of 2,,106,96
450,4,0:02.0,,D. Augustin misses 3-pt jump shot from 26 ft,106,96
451,4,0:01.0,Defensive rebound by J. Hill,,106,96
