,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
388,4,3:20.0,,M. Leonard misses 3-pt jump shot from 24 ft,81,87
389,4,3:18.0,Defensive rebound by Team,,81,87
390,4,3:18.0,M. Smart enters the game for T. Prince,,81,87
391,4,3:05.0,J. Sullinger makes 2-pt jump shot from 3 ft (assist by E. Turner),,83,87
392,4,2:43.0,,W. Matthews misses 2-pt jump shot from 9 ft,83,87
393,4,2:43.0,Defensive rebound by J. Sullinger,,83,87
394,4,2:27.0,A. Bradley makes 2-pt jump shot from 19 ft,,85,87
395,4,2:11.0,,Personal foul by A. Bradley (drawn by D. Lillard),85,87
396,4,2:04.0,,Turnover by C. Kaman (lost ball; steal by M. Smart),85,87
397,4,1:58.0,J. Sullinger misses 2-pt layup from 1 ft,,85,87
398,4,1:56.0,Offensive rebound by J. Sullinger,,85,87
399,4,1:56.0,J. Sullinger makes 2-pt layup from 1 ft,,87,87
400,4,1:41.0,,D. Lillard misses 2-pt layup from 2 ft (block by B. Bass),87,87
401,4,1:40.0,Defensive rebound by E. Turner,,87,87
402,4,1:26.0,J. Sullinger misses 2-pt jump shot from 19 ft,,87,87
403,4,1:25.0,,Defensive rebound by C. Kaman,87,87
404,4,1:15.0,,Shooting foul by M. Smart (drawn by W. Matthews),87,87
405,4,1:15.0,,W. Matthews misses free throw 1 of 2,87,87
406,4,1:15.0,,Offensive rebound by Team,87,87
407,4,1:15.0,,T. Robinson enters the game for M. Leonard,87,87
408,4,1:15.0,,W. Matthews makes free throw 2 of 2,87,88
409,4,1:15.0,Boston full timeout,,87,88
410,4,1:15.0,T. Prince enters the game for B. Bass,,87,88
411,4,1:08.0,A. Bradley misses 2-pt jump shot from 18 ft,,87,88
412,4,1:07.0,,Defensive rebound by W. Matthews,87,88
413,4,0:52.0,,D. Lillard misses 2-pt jump shot from 14 ft,87,88
414,4,0:47.0,,Offensive rebound by T. Robinson,87,88
415,4,0:45.0,,D. Lillard misses 2-pt layup from 1 ft,87,88
416,4,0:44.0,,Offensive rebound by C. Kaman,87,88
417,4,0:44.0,,C. Kaman misses 2-pt tip-in from 1 ft,87,88
418,4,0:43.0,Defensive rebound by E. Turner,,87,88
419,4,0:42.0,Turnover by A. Bradley (lost ball),,87,88
420,4,0:42.0,,Portland full timeout,87,88
421,4,0:42.0,B. Bass enters the game for T. Prince,,87,88
422,4,0:42.0,,M. Leonard enters the game for C. Kaman,87,88
423,4,0:29.0,,S. Blake misses 3-pt jump shot from 24 ft,87,88
424,4,0:28.0,,Offensive rebound by T. Robinson,87,88
425,4,0:27.0,,Shooting foul by J. Sullinger (drawn by T. Robinson),87,88
426,4,0:27.0,,T. Robinson misses free throw 1 of 2,87,88
427,4,0:27.0,,Offensive rebound by Team,87,88
428,4,0:27.0,,C. Kaman enters the game for M. Leonard,87,88
429,4,0:27.0,,T. Robinson makes free throw 2 of 2,87,89
430,4,0:27.0,Boston full timeout,,87,89
431,4,0:27.0,T. Prince enters the game for M. Smart,,87,89
432,4,0:15.0,J. Sullinger misses 3-pt jump shot from 26 ft,,87,89
433,4,0:12.0,Offensive rebound by J. Sullinger,,87,89
434,4,0:09.0,Boston full timeout,,87,89
435,4,0:09.0,M. Thornton enters the game for B. Bass,,87,89
436,4,0:09.0,,D. Wright enters the game for C. Kaman,87,89
437,4,0:02.0,E. Turner makes 3-pt jump shot from 23 ft (assist by J. Sullinger),,90,89
438,4,0:01.0,,Portland full timeout,90,89
439,4,0:01.0,M. Smart enters the game for M. Thornton,,90,89
440,4,0:01.0,,M. Leonard enters the game for T. Robinson,90,89
441,4,0:01.0,B. Bass enters the game for J. Sullinger,,90,89
442,4,0:01.0,,Portland full timeout,90,89
