,QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
386,4,4:06.0,Chicago full timeout,,90,94
387,4,3:48.0,A. Brooks misses 3-pt jump shot from 24 ft,,90,94
388,4,3:48.0,,Defensive rebound by Team,90,94
389,4,3:38.0,,Shooting foul by N. Mirotić (drawn by S. Adams),90,94
390,4,3:38.0,,S. Adams misses free throw 1 of 2,90,94
391,4,3:38.0,,Offensive rebound by Team,90,94
392,4,3:38.0,,S. Adams misses free throw 2 of 2,90,94
393,4,3:36.0,,Offensive rebound by E. Freedom,90,94
394,4,3:36.0,,E. Freedom misses 2-pt tip-in from 1 ft,90,94
395,4,3:35.0,Defensive rebound by E. Moore,,90,94
396,4,3:26.0,N. Mirotić misses 3-pt jump shot from 23 ft,,90,94
397,4,3:25.0,,Defensive rebound by A. Morrow,90,94
398,4,3:10.0,,S. Adams misses 2-pt jump shot from 3 ft,90,94
399,4,3:10.0,Defensive rebound by Team,,90,94
400,4,3:10.0,,Loose ball foul by S. Adams (drawn by N. Mirotić),90,94
401,4,3:10.0,N. Mirotić makes free throw 1 of 2,,91,94
402,4,3:10.0,N. Mirotić makes free throw 2 of 2,,92,94
403,4,3:01.0,,R. Westbrook misses 2-pt layup from 1 ft,92,94
404,4,3:00.0,Defensive rebound by N. Mirotić,,92,94
405,4,2:55.0,N. Mirotić misses 2-pt layup from 1 ft,,92,94
406,4,2:52.0,,Defensive rebound by E. Freedom,92,94
407,4,2:37.0,,R. Westbrook misses 2-pt layup at rim,92,94
408,4,2:37.0,,Offensive rebound by Team,92,94
409,4,2:37.0,Loose ball foul by E. Moore (drawn by S. Adams),,92,94
410,4,2:28.0,,E. Freedom misses 2-pt jump shot from 17 ft,92,94
411,4,2:27.0,Defensive rebound by T. Snell,,92,94
412,4,2:10.0,E. Moore misses 2-pt jump shot from 10 ft,,92,94
413,4,2:09.0,Offensive rebound by Team,,92,94
414,4,2:09.0,,Loose ball foul by S. Adams (drawn by E. Moore),92,94
415,4,2:09.0,,A. Roberson enters the game for S. Adams,92,94
416,4,2:09.0,E. Moore misses free throw 1 of 2,,92,94
417,4,2:09.0,Offensive rebound by Team,,92,94
418,4,2:09.0,E. Moore makes free throw 2 of 2,,93,94
419,4,1:52.0,,A. Roberson makes 2-pt layup from 1 ft (assist by D. Augustin),93,96
420,4,1:41.0,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Brooks),,95,96
421,4,1:27.0,,Shooting foul by T. Snell (drawn by R. Westbrook),95,96
422,4,1:27.0,,R. Westbrook misses free throw 1 of 2,95,96
423,4,1:27.0,,Offensive rebound by Team,95,96
424,4,1:27.0,,D. Waiters enters the game for D. Augustin,95,96
425,4,1:27.0,,R. Westbrook makes free throw 2 of 2,95,97
426,4,1:16.0,Turnover by A. Brooks (bad pass; steal by R. Westbrook),,95,97
427,4,1:12.0,,R. Westbrook makes 2-pt layup from 1 ft,95,99
428,4,1:12.0,Chicago full timeout,,95,99
429,4,1:00.0,Turnover by E. Moore (lost ball),,95,99
430,4,1:00.0,J. Noah enters the game for N. Mirotić,,95,99
431,4,0:41.0,,A. Morrow makes 3-pt jump shot from 24 ft (assist by R. Westbrook),95,102
432,4,0:41.0,Chicago full timeout,,95,102
433,4,0:41.0,N. Mirotić enters the game for J. Noah,,95,102
434,4,0:33.0,P. Gasol makes 2-pt jump shot from 7 ft,,97,102
435,4,0:28.0,,R. Westbrook makes 2-pt layup from 2 ft,97,104
436,4,0:23.0,A. Brooks misses 2-pt layup from 1 ft,,97,104
437,4,0:22.0,,Defensive rebound by E. Freedom,97,104
438,4,0:22.0,,Personal foul by P. Gasol (drawn by E. Freedom),97,104
439,4,0:22.0,,E. Freedom makes free throw 1 of 2,97,105
440,4,0:22.0,,D. Augustin enters the game for A. Morrow,97,105
441,4,0:22.0,,E. Freedom makes free throw 2 of 2,97,106
442,4,0:14.0,Shooting foul by D. Augustin (drawn by N. Mirotić),,97,106
443,4,0:14.0,N. Mirotić makes free throw 1 of 3,,98,106
444,4,0:14.0,N. Mirotić makes free throw 2 of 3,,99,106
445,4,0:14.0,N. Mirotić makes free throw 3 of 3,,100,106
446,4,0:12.0,,Personal take foul by E. Moore (drawn by R. Westbrook),100,106
447,4,0:12.0,,R. Westbrook makes free throw 1 of 2,100,107
448,4,0:12.0,,R. Westbrook misses free throw 2 of 2,100,107
449,4,0:11.0,,Offensive rebound by Team,100,107
450,4,0:11.0,Loose ball foul by E. Moore (drawn by R. Westbrook),,100,107
451,4,0:11.0,,R. Westbrook makes free throw 1 of 2,100,108
452,4,0:11.0,,M. McGary enters the game for E. Freedom,100,108
453,4,0:11.0,,R. Westbrook makes free throw 2 of 2,100,109
454,4,0:08.0,Turnover by A. Brooks (bad pass),,100,109
