,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,LA CLIPPERS_ACTION,BROOKLYN_SCORE,LA CLIPPERS_SCORE
382,4,5:05.0,Turnover by S. Karasev (bad pass; steal by G. Davis),,74,115
383,4,4:59.0,,A. Rivers misses 3-pt jump shot from 25 ft,74,115
384,4,4:56.0,Defensive rebound by M. Brown,,74,115
385,4,4:49.0,D. Morris makes 2-pt layup from 1 ft,,76,115
386,4,4:25.0,,G. Davis misses 2-pt jump shot from 14 ft,76,115
387,4,4:23.0,,Offensive rebound by E. Udoh,76,115
388,4,4:18.0,,Turnover by A. Rivers (traveling),76,115
389,4,4:03.0,C. Jefferson misses 2-pt jump shot from 13 ft,,76,115
390,4,4:02.0,,Defensive rebound by G. Davis,76,115
391,4,3:49.0,,A. Rivers misses 2-pt jump shot from 10 ft,76,115
392,4,3:47.0,Defensive rebound by C. Jefferson,,76,115
393,4,3:42.0,Shooting foul by C. Wilcox (drawn by M. Brown),,76,115
394,4,3:42.0,M. Brown misses free throw 1 of 2,,76,115
395,4,3:42.0,Offensive rebound by Team,,76,115
396,4,3:42.0,,Violation by A. Rivers (lane),76,115
397,4,3:42.0,M. Brown makes free throw 2 of 2,,77,115
398,4,3:25.0,,C. Wilcox misses 2-pt jump shot from 20 ft,77,115
399,4,3:24.0,Defensive rebound by J. Jordan,,77,115
400,4,3:15.0,D. Morris misses 2-pt jump shot from 15 ft,,77,115
401,4,3:14.0,,Defensive rebound by A. Rivers,77,115
402,4,3:10.0,,D. Jones makes 2-pt layup from 1 ft (assist by A. Rivers),77,117
403,4,2:56.0,M. Brown misses 2-pt jump shot from 3 ft,,77,117
404,4,2:54.0,,Defensive rebound by G. Davis,77,117
405,4,2:48.0,,C. Wilcox makes 2-pt jump shot from 14 ft (assist by G. Davis),77,119
406,4,2:32.0,C. Jefferson makes 2-pt hook shot from 3 ft (assist by D. Morris),,79,119
407,4,2:13.0,,Turnover by C. Wilcox (bad pass; steal by M. Brown),79,119
408,4,2:08.0,D. Morris makes 2-pt layup from 1 ft (assist by C. Jefferson),,81,119
409,4,1:55.0,,G. Davis misses 2-pt jump shot from 19 ft,81,119
410,4,1:52.0,Defensive rebound by S. Karasev,,81,119
411,4,1:37.0,C. Jefferson misses 2-pt layup from 3 ft,,81,119
412,4,1:37.0,Offensive rebound by J. Jordan,,81,119
413,4,1:37.0,J. Jordan makes 2-pt dunk at rim,,83,119
414,4,1:23.0,,Turnover by A. Rivers (bad pass; steal by C. Jefferson),83,119
415,4,1:19.0,Shooting foul by D. Jones (drawn by M. Brown),,83,119
416,4,1:19.0,Brooklyn full timeout,,83,119
417,4,1:19.0,M. Brown misses free throw 1 of 2,,83,119
418,4,1:19.0,Offensive rebound by Team,,83,119
419,4,1:19.0,M. Brown makes free throw 2 of 2,,84,119
420,4,1:00.0,,C. Wilcox misses 3-pt jump shot from 24 ft,84,119
421,4,1:00.0,,Offensive rebound by E. Udoh,84,119
422,4,0:56.0,,A. Rivers makes 2-pt layup from 2 ft (assist by E. Udoh),84,121
423,4,0:46.0,J. Jordan misses 2-pt jump shot from 17 ft,,84,121
424,4,0:45.0,,Defensive rebound by D. Jones,84,121
425,4,0:30.0,,Shooting foul by J. Jordan (drawn by G. Davis),84,121
426,4,0:30.0,,G. Davis makes free throw 1 of 2,84,122
427,4,0:30.0,,G. Davis makes free throw 2 of 2,84,123
428,4,0:14.0,Turnover by J. Jordan (bad pass; steal by A. Rivers),,84,123
