,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
92,1,2:20.0,,Defensive rebound by J. Henson,23,23
93,1,2:02.0,,Turnover by T. Ennis (bad pass),23,23
94,1,1:42.0,J. Ayres makes 2-pt layup at rim (assist by P. Mills),,25,23
95,1,1:21.0,,J. Henson makes 2-pt hook shot from 6 ft (assist by C. Johnson),25,25
96,1,1:15.0,Turnover by J. Ayres (traveling),,25,25
97,1,0:55.0,,J. Bayless makes 2-pt jump shot from 11 ft (assist by G. Antetokounmpo),25,27
98,1,0:50.0,Personal foul by G. Antetokounmpo (drawn by B. Diaw),,25,27
99,1,0:50.0,B. Diaw makes free throw 1 of 2,,26,27
100,1,0:50.0,B. Diaw makes free throw 2 of 2,,27,27
101,1,0:36.0,,Shooting foul by J. Ayres (drawn by J. Henson),27,27
102,1,0:36.0,,J. Henson misses free throw 1 of 2,27,27
103,1,0:36.0,,Offensive rebound by Team,27,27
104,1,0:36.0,,J. Henson makes free throw 2 of 2,27,28
105,1,0:22.0,P. Mills misses 3-pt jump shot from 25 ft,,27,28
106,1,0:21.0,,Defensive rebound by G. Antetokounmpo,27,28
107,1,0:04.0,,J. Bayless misses 2-pt jump shot from 15 ft,27,28
108,1,0:03.0,Defensive rebound by D. Green,,27,28
109,1,0:00.0,D. Green misses 3-pt jump shot from 58 ft,,27,28
110,1,0:00.0,Offensive rebound by Team,,27,28
111,2,11:45.0,B. Diaw makes 2-pt hook shot from 1 ft,,29,28
112,2,11:30.0,,C. Johnson misses 3-pt jump shot from 24 ft,29,28
113,2,11:28.0,Defensive rebound by B. Diaw,,29,28
114,2,11:21.0,B. Diaw makes 2-pt layup at rim (assist by P. Mills),,31,28
115,2,10:59.0,,E. İlyasova makes 2-pt jump shot from 12 ft (assist by C. Johnson),31,30
116,2,10:46.0,D. Green makes 2-pt layup at rim (assist by T. Splitter),,33,30
117,2,10:46.0,Shooting foul by T. Ennis (drawn by D. Green),,33,30
118,2,10:46.0,D. Green makes free throw 1 of 1,,34,30
119,2,10:33.0,,Turnover by J. Henson (bad pass),34,30
120,2,10:16.0,Turnover by M. Belinelli (bad pass; steal by C. Johnson),,34,30
121,2,10:11.0,,C. Johnson misses 2-pt layup at rim,34,30
122,2,10:10.0,,Offensive rebound by J. Henson,34,30
123,2,10:10.0,,J. Henson makes 2-pt dunk at rim,34,32
124,2,10:10.0,San Antonio full timeout,,34,32
125,2,10:10.0,,Z. Pachulia enters the game for J. Henson,34,32
126,2,9:58.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Mills),,37,32
127,2,9:40.0,,C. Johnson makes 3-pt jump shot from 24 ft (assist by T. Ennis),37,35
128,2,9:26.0,P. Mills misses 3-pt jump shot from 27 ft,,37,35
129,2,9:25.0,,Defensive rebound by J. Bayless,37,35
130,2,9:11.0,,Turnover by J. Bayless (lost ball; steal by B. Diaw),37,35
131,2,9:05.0,D. Green misses 2-pt layup at rim,,37,35
132,2,9:04.0,,Defensive rebound by E. İlyasova,37,35
133,2,9:00.0,,E. İlyasova misses 2-pt layup from 1 ft (block by T. Splitter),37,35
134,2,8:57.0,Defensive rebound by T. Splitter,,37,35
135,2,8:50.0,M. Belinelli misses 3-pt jump shot from 23 ft,,37,35
136,2,8:49.0,,Defensive rebound by T. Ennis,37,35
137,2,8:48.0,,Personal take foul by T. Splitter (drawn by T. Ennis),37,35
138,2,8:48.0,M. Bonner enters the game for B. Diaw,,37,35
139,2,8:48.0,K. Leonard enters the game for M. Belinelli,,37,35
140,2,8:41.0,,J. Bayless makes 2-pt jump shot from 18 ft (assist by Z. Pachulia),37,37
141,2,8:31.0,Personal foul by J. Bayless (drawn by D. Green),,37,37
142,2,8:16.0,T. Splitter makes 2-pt hook shot from 6 ft,,39,37
143,2,8:00.0,,Z. Pachulia makes 2-pt jump shot from 16 ft (assist by T. Ennis),39,39
144,2,7:51.0,Turnover by P. Mills (bad pass; steal by T. Ennis),,39,39
145,2,7:38.0,,Turnover by Z. Pachulia (bad pass; steal by K. Leonard),39,39
146,2,7:35.0,T. Splitter makes 2-pt layup from 1 ft (assist by P. Mills),,41,39
147,2,7:35.0,Shooting foul by T. Ennis (drawn by T. Splitter),,41,39
148,2,7:35.0,,M. Carter-Williams enters the game for T. Ennis,41,39
149,2,7:35.0,T. Splitter misses free throw 1 of 1,,41,39
150,2,7:34.0,,Defensive rebound by Z. Pachulia,41,39
151,2,7:20.0,,M. Carter-Williams misses 2-pt layup at rim (block by T. Splitter),41,39
152,2,7:17.0,Defensive rebound by D. Green,,41,39
153,2,7:10.0,P. Mills makes 3-pt jump shot from 22 ft (assist by M. Bonner),,44,39
154,2,6:55.0,,Z. Pachulia misses 2-pt jump shot from 13 ft,44,39
155,2,6:54.0,Defensive rebound by M. Bonner,,44,39
156,2,6:45.0,K. Leonard misses 2-pt jump shot from 6 ft,,44,39
157,2,6:44.0,Offensive rebound by D. Green,,44,39
158,2,6:44.0,D. Green misses 2-pt tip-in at rim,,44,39
159,2,6:42.0,,Defensive rebound by C. Johnson,44,39
160,2,6:42.0,,Personal foul by K. Leonard (drawn by C. Johnson),44,39
161,2,6:42.0,T. Duncan enters the game for T. Splitter,,44,39
162,2,6:42.0,T. Parker enters the game for P. Mills,,44,39
163,2,6:42.0,,K. Middleton enters the game for J. Bayless,44,39
164,2,6:22.0,,E. İlyasova makes 2-pt jump shot from 20 ft (assist by M. Carter-Williams),44,41
165,2,6:00.0,D. Green makes 2-pt layup at rim (assist by K. Leonard),,46,41
166,2,6:00.0,Shooting foul by C. Johnson (drawn by D. Green),,46,41
167,2,6:00.0,D. Green makes free throw 1 of 1,,47,41
168,2,5:48.0,,M. Carter-Williams makes 2-pt layup at rim,47,43
169,2,5:37.0,Offensive foul by K. Leonard (drawn by E. İlyasova),,47,43
170,2,5:37.0,Turnover by K. Leonard (offensive foul),,47,43
171,2,5:37.0,Official timeout,,47,43
172,2,5:37.0,M. Belinelli enters the game for K. Leonard,,47,43
173,2,5:37.0,,G. Antetokounmpo enters the game for C. Johnson,47,43
174,2,5:31.0,B. Diaw enters the game for M. Bonner,,47,43
175,2,5:25.0,,Turnover by M. Carter-Williams (bad pass; steal by D. Green),47,43
176,2,5:05.0,M. Belinelli misses 3-pt jump shot from 26 ft,,47,43
177,2,5:04.0,,Defensive rebound by G. Antetokounmpo,47,43
178,2,4:52.0,Violation by T. Duncan (kicked ball),,47,43
179,2,4:47.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by Z. Pachulia),47,46
180,2,4:33.0,Shooting foul by E. İlyasova (drawn by B. Diaw),,47,46
181,2,4:33.0,B. Diaw makes free throw 1 of 2,,48,46
182,2,4:33.0,B. Diaw makes free throw 2 of 2,,49,46
183,2,4:18.0,,Shooting foul by D. Green (drawn by Z. Pachulia),49,46
184,2,4:18.0,,Z. Pachulia makes free throw 1 of 2,49,47
185,2,4:18.0,,Z. Pachulia misses free throw 2 of 2,49,47
186,2,4:17.0,Defensive rebound by B. Diaw,,49,47
187,2,3:50.0,T. Duncan misses 3-pt jump shot from 25 ft,,49,47
188,2,3:49.0,,Defensive rebound by G. Antetokounmpo,49,47
189,2,3:37.0,,E. İlyasova misses 2-pt jump shot from 7 ft,49,47
190,2,3:36.0,Defensive rebound by M. Belinelli,,49,47
191,2,3:26.0,T. Duncan makes 2-pt jump shot from 3 ft (assist by D. Green),,51,47
192,2,3:04.0,,M. Carter-Williams makes 2-pt layup at rim,51,49
193,2,2:42.0,T. Duncan makes 2-pt jump shot from 4 ft,,53,49
194,2,2:40.0,,Milwaukee full timeout,53,49
195,2,2:40.0,R. Williams enters the game for M. Belinelli,,53,49
196,2,2:40.0,,J. Henson enters the game for Z. Pachulia,53,49
197,2,2:23.0,,G. Antetokounmpo misses 2-pt layup from 2 ft,53,49
198,2,2:22.0,Defensive rebound by R. Williams,,53,49
199,2,2:06.0,T. Duncan makes 2-pt layup at rim (assist by B. Diaw),,55,49
200,2,1:52.0,,M. Carter-Williams misses 2-pt jump shot from 6 ft,55,49
201,2,1:51.0,Defensive rebound by D. Green,,55,49
202,2,1:47.0,Personal foul by E. İlyasova (drawn by B. Diaw),,55,49
203,2,1:47.0,B. Diaw makes free throw 1 of 2,,56,49
204,2,1:47.0,B. Diaw makes free throw 2 of 2,,57,49
205,2,1:38.0,,K. Middleton misses 2-pt jump shot from 15 ft,57,49
206,2,1:37.0,Defensive rebound by D. Green,,57,49
207,2,1:21.0,R. Williams makes 2-pt layup at rim (assist by B. Diaw),,59,49
208,2,1:00.0,,E. İlyasova makes 3-pt jump shot from 26 ft (assist by M. Carter-Williams),59,52
209,2,0:47.0,R. Williams makes 2-pt layup at rim (assist by T. Duncan),,61,52
210,2,0:37.0,,G. Antetokounmpo makes 2-pt hook shot from 5 ft (assist by K. Middleton),61,54
211,2,0:27.0,Personal block foul by G. Antetokounmpo (drawn by T. Parker),,61,54
212,2,0:27.0,T. Parker makes free throw 1 of 2,,62,54
213,2,0:27.0,T. Parker makes free throw 2 of 2,,63,54
214,2,0:12.0,,M. Carter-Williams misses 2-pt layup at rim (block by T. Duncan),63,54
215,2,0:10.0,Defensive rebound by Team,,63,54
216,2,0:09.0,M. Bonner enters the game for B. Diaw,,63,54
217,2,0:01.0,D. Green misses 3-pt jump shot from 25 ft,,63,54
218,2,0:00.0,Offensive rebound by Team,,63,54
219,3,11:35.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,66,54
220,3,11:13.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),66,57
221,3,10:58.0,T. Parker makes 2-pt jump shot from 4 ft,,68,57
222,3,10:38.0,,Turnover by Z. Pachulia (bad pass; steal by D. Green),68,57
223,3,10:31.0,K. Leonard makes 2-pt jump shot from 13 ft,,70,57
224,3,10:13.0,,G. Antetokounmpo misses 2-pt jump shot from 14 ft,70,57
225,3,10:12.0,Defensive rebound by T. Parker,,70,57
226,3,10:03.0,T. Parker makes 2-pt jump shot from 17 ft,,72,57
227,3,10:03.0,,Milwaukee full timeout,72,57
228,3,10:03.0,,M. Plumlee enters the game for Z. Pachulia,72,57
229,3,9:43.0,,K. Middleton misses 2-pt jump shot from 13 ft,72,57
230,3,9:43.0,Defensive rebound by T. Duncan,,72,57
231,3,9:43.0,,Loose ball foul by G. Antetokounmpo (drawn by T. Duncan),72,57
232,3,9:27.0,T. Duncan makes 2-pt jump shot from 11 ft,,74,57
233,3,9:09.0,,M. Carter-Williams misses 2-pt jump shot from 17 ft,74,57
234,3,9:08.0,Defensive rebound by T. Splitter,,74,57
235,3,8:56.0,T. Duncan makes 2-pt layup at rim (assist by D. Green),,76,57
236,3,8:40.0,,Personal foul by D. Green (drawn by G. Antetokounmpo),76,57
237,3,8:40.0,,J. Bayless enters the game for K. Middleton,76,57
238,3,8:24.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,76,57
239,3,8:23.0,,Offensive rebound by M. Plumlee,76,57
240,3,8:22.0,,M. Plumlee misses 2-pt layup from 2 ft (block by T. Duncan),76,57
241,3,8:19.0,,Offensive rebound by M. Plumlee,76,57
242,3,8:16.0,,J. Bayless makes 3-pt jump shot from 22 ft (assist by M. Plumlee),76,60
243,3,7:56.0,T. Duncan misses 2-pt jump shot from 16 ft,,76,60
244,3,7:55.0,,Defensive rebound by E. İlyasova,76,60
245,3,7:45.0,,Turnover by J. Bayless (bad pass; steal by T. Duncan),76,60
246,3,7:37.0,D. Green misses 2-pt layup from 1 ft,,76,60
247,3,7:36.0,Offensive rebound by D. Green,,76,60
248,3,7:36.0,D. Green misses 2-pt tip-in from 1 ft,,76,60
249,3,7:34.0,,Defensive rebound by M. Plumlee,76,60
250,3,7:27.0,,Shooting foul by T. Duncan (drawn by M. Carter-Williams),76,60
251,3,7:27.0,,M. Carter-Williams makes free throw 1 of 2,76,61
252,3,7:27.0,,M. Carter-Williams makes free throw 2 of 2,76,62
253,3,7:11.0,T. Duncan makes 2-pt jump shot from 3 ft,,78,62
254,3,7:11.0,Shooting foul by M. Plumlee (drawn by T. Duncan),,78,62
255,3,7:11.0,B. Diaw enters the game for T. Splitter,,78,62
256,3,7:11.0,M. Belinelli enters the game for D. Green,,78,62
257,3,7:11.0,T. Duncan makes free throw 1 of 1,,79,62
258,3,6:56.0,,J. Bayless misses 2-pt jump shot from 14 ft,79,62
259,3,6:55.0,,Offensive rebound by M. Plumlee,79,62
260,3,6:46.0,,G. Antetokounmpo misses 2-pt jump shot from 16 ft,79,62
261,3,6:45.0,Defensive rebound by M. Belinelli,,79,62
262,3,6:21.0,T. Duncan misses 2-pt jump shot from 11 ft,,79,62
263,3,6:20.0,,Defensive rebound by M. Plumlee,79,62
264,3,6:12.0,,E. İlyasova makes 2-pt jump shot from 13 ft,79,64
265,3,5:50.0,T. Duncan makes 2-pt layup from 2 ft (assist by B. Diaw),,81,64
266,3,5:43.0,,Personal foul by M. Belinelli (drawn by J. Bayless),81,64
267,3,5:38.0,,Turnover by M. Carter-Williams (bad pass; steal by K. Leonard),81,64
268,3,5:36.0,Clear path foul by G. Antetokounmpo,,81,64
269,3,5:36.0,K. Leonard makes clear path free throw 1 of 2,,82,64
270,3,5:36.0,C. Joseph enters the game for T. Parker,,82,64
271,3,5:36.0,K. Leonard misses clear path free throw 2 of 2,,82,64
272,3,5:36.0,Offensive rebound by Team,,82,64
273,3,5:24.0,K. Leonard misses 2-pt jump shot from 14 ft,,82,64
274,3,5:23.0,,Defensive rebound by M. Plumlee,82,64
275,3,5:10.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by E. İlyasova),82,66
276,3,4:57.0,K. Leonard misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),,82,66
277,3,4:55.0,,Defensive rebound by G. Antetokounmpo,82,66
278,3,4:48.0,,Shooting foul by B. Diaw (drawn by E. İlyasova),82,66
279,3,4:48.0,,E. İlyasova misses free throw 1 of 2,82,66
280,3,4:48.0,,Offensive rebound by Team,82,66
281,3,4:48.0,T. Splitter enters the game for T. Duncan,,82,66
282,3,4:48.0,,E. İlyasova makes free throw 2 of 2,82,67
283,3,4:31.0,C. Joseph misses 2-pt layup at rim,,82,67
284,3,4:29.0,,Defensive rebound by M. Plumlee,82,67
285,3,4:20.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Bayless),82,69
286,3,4:18.0,San Antonio full timeout,,82,69
287,3,4:18.0,,K. Middleton enters the game for E. İlyasova,82,69
288,3,4:00.0,B. Diaw misses 2-pt jump shot from 9 ft (block by G. Antetokounmpo),,82,69
289,3,3:58.0,,Defensive rebound by J. Bayless,82,69
290,3,3:47.0,,Personal foul by K. Leonard (drawn by K. Middleton),82,69
291,3,3:47.0,D. Green enters the game for K. Leonard,,82,69
292,3,3:47.0,,K. Middleton makes free throw 1 of 2,82,70
293,3,3:47.0,,K. Middleton makes free throw 2 of 2,82,71
294,3,3:29.0,B. Diaw makes 2-pt hook shot from 3 ft,,84,71
295,3,3:15.0,,G. Antetokounmpo makes 2-pt jump shot from 18 ft (assist by K. Middleton),84,73
296,3,2:58.0,Shooting foul by J. Bayless (drawn by T. Splitter),,84,73
297,3,2:58.0,T. Splitter misses free throw 1 of 2,,84,73
298,3,2:58.0,Offensive rebound by Team,,84,73
299,3,2:58.0,T. Splitter makes free throw 2 of 2,,85,73
300,3,2:43.0,,G. Antetokounmpo misses 2-pt jump shot from 17 ft,85,73
301,3,2:42.0,Defensive rebound by T. Splitter,,85,73
302,3,2:33.0,Shooting foul by M. Plumlee (drawn by T. Splitter),,85,73
303,3,2:33.0,T. Splitter misses free throw 1 of 2,,85,73
304,3,2:33.0,Offensive rebound by Team,,85,73
305,3,2:33.0,T. Splitter makes free throw 2 of 2,,86,73
306,3,2:25.0,,Personal foul by T. Splitter (drawn by J. Bayless),86,73
307,3,2:25.0,,J. Bayless makes free throw 1 of 2,86,74
308,3,2:25.0,T. Duncan enters the game for T. Splitter,,86,74
309,3,2:25.0,,J. Bayless makes free throw 2 of 2,86,75
310,3,2:16.0,C. Joseph misses 2-pt layup at rim,,86,75
311,3,2:14.0,,Defensive rebound by G. Antetokounmpo,86,75
312,3,2:07.0,,Shooting block foul by C. Joseph (drawn by K. Middleton),86,75
313,3,2:07.0,,K. Middleton makes free throw 1 of 2,86,76
314,3,2:07.0,,K. Middleton makes free throw 2 of 2,86,77
315,3,1:53.0,T. Duncan misses 2-pt layup from 1 ft (block by M. Plumlee),,86,77
316,3,1:53.0,Offensive rebound by Team,,86,77
317,3,1:53.0,,T. Ennis enters the game for M. Carter-Williams,86,77
318,3,1:53.0,P. Mills enters the game for C. Joseph,,86,77
319,3,1:44.0,D. Green makes 2-pt jump shot from 18 ft (assist by T. Duncan),,88,77
320,3,1:19.0,,J. Bayless makes 3-pt jump shot from 27 ft (assist by T. Ennis),88,80
321,3,0:59.0,M. Belinelli misses 3-pt jump shot from 27 ft,,88,80
322,3,0:58.0,,Defensive rebound by M. Plumlee,88,80
323,3,0:47.0,,J. Bayless misses 2-pt jump shot from 18 ft,88,80
324,3,0:46.0,Defensive rebound by T. Duncan,,88,80
325,3,0:29.0,M. Belinelli misses 2-pt jump shot from 17 ft,,88,80
326,3,0:28.0,Offensive rebound by T. Duncan,,88,80
327,3,0:25.0,M. Belinelli makes 3-pt jump shot from 25 ft (assist by T. Duncan),,91,80
328,3,0:02.0,,J. Bayless misses 2-pt jump shot from 17 ft,91,80
329,3,0:00.0,Defensive rebound by B. Diaw,,91,80
330,4,11:48.0,,T. Ennis makes 2-pt layup from 1 ft,91,82
331,4,11:27.0,M. Belinelli misses 2-pt jump shot from 5 ft,,91,82
332,4,11:26.0,,Defensive rebound by E. İlyasova,91,82
333,4,11:04.0,,T. Ennis misses 2-pt layup from 1 ft,91,82
334,4,11:02.0,Defensive rebound by D. Green,,91,82
335,4,10:55.0,M. Belinelli makes 3-pt jump shot from 22 ft (assist by B. Diaw),,94,82
336,4,10:35.0,,K. Middleton makes 2-pt jump shot from 16 ft,94,84
337,4,10:25.0,B. Diaw makes 2-pt layup at rim (assist by T. Duncan),,96,84
338,4,10:02.0,,M. Plumlee misses 2-pt hook shot from 4 ft,96,84
339,4,10:01.0,Defensive rebound by B. Diaw,,96,84
340,4,9:50.0,D. Green makes 2-pt layup at rim (assist by T. Duncan),,98,84
341,4,9:47.0,,Milwaukee full timeout,98,84
342,4,9:47.0,,J. Henson enters the game for M. Plumlee,98,84
343,4,9:31.0,,T. Ennis makes 2-pt jump shot from 13 ft,98,86
344,4,9:22.0,Personal foul by K. Middleton (drawn by M. Belinelli),,98,86
345,4,9:07.0,D. Green misses 2-pt jump shot from 18 ft,,98,86
346,4,9:06.0,,Defensive rebound by E. İlyasova,98,86
347,4,8:56.0,,K. Middleton makes 2-pt jump shot from 13 ft (assist by J. Bayless),98,88
348,4,8:43.0,B. Diaw misses 2-pt layup at rim,,98,88
349,4,8:42.0,,Defensive rebound by J. Henson,98,88
350,4,8:36.0,,T. Ennis misses 2-pt jump shot from 15 ft,98,88
351,4,8:35.0,Defensive rebound by P. Mills,,98,88
352,4,8:25.0,T. Parker enters the game for P. Mills,,98,88
353,4,8:20.0,Personal foul by T. Ennis (drawn by D. Green),,98,88
354,4,8:12.0,M. Belinelli makes flagrant free throw 1 of 2,,99,88
355,4,8:12.0,M. Belinelli makes flagrant free throw 2 of 2,,100,88
356,4,8:12.0,K. Leonard enters the game for D. Green,,100,88
357,4,8:12.0,,M. Carter-Williams enters the game for J. Bayless,100,88
358,4,8:12.0,M. Belinelli makes free throw 3 of 3,,101,88
359,4,8:07.0,Personal foul by E. İlyasova (drawn by B. Diaw),,101,88
360,4,7:49.0,T. Duncan misses 2-pt jump shot from 17 ft,,101,88
361,4,7:48.0,,Defensive rebound by E. İlyasova,101,88
362,4,7:35.0,,J. Henson misses 2-pt layup at rim,101,88
363,4,7:34.0,Defensive rebound by T. Duncan,,101,88
364,4,7:29.0,Personal foul by E. İlyasova (drawn by B. Diaw),,101,88
365,4,7:29.0,B. Diaw makes free throw 1 of 2,,102,88
366,4,7:29.0,,G. Antetokounmpo enters the game for E. İlyasova,102,88
367,4,7:29.0,R. Williams enters the game for M. Belinelli,,102,88
368,4,7:29.0,B. Diaw makes free throw 2 of 2,,103,88
369,4,7:05.0,,T. Ennis misses 3-pt jump shot from 25 ft,103,88
370,4,7:05.0,Defensive rebound by Team,,103,88
371,4,7:05.0,D. Green enters the game for B. Diaw,,103,88
372,4,6:46.0,Turnover by T. Duncan (lost ball; steal by G. Antetokounmpo),,103,88
373,4,6:43.0,,G. Antetokounmpo makes 2-pt layup at rim,103,90
374,4,6:43.0,,Shooting foul by D. Green (drawn by G. Antetokounmpo),103,90
