,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,MIAMI_ACTION,LA CLIPPERS_SCORE,MIAMI_SCORE
390,4,0:51.0,J. Cunningham misses 3-pt jump shot from 23 ft,,110,91
391,4,0:50.0,,Defensive rebound by S. Williams,110,91
392,4,0:40.0,,S. Williams misses 2-pt jump shot from 16 ft,110,91
393,4,0:39.0,Defensive rebound by S. Hawes,,110,91
394,4,0:24.0,R. Bullock misses 3-pt jump shot from 24 ft,,110,91
395,4,0:23.0,Offensive rebound by Team,,110,91
396,4,0:21.0,Turnover by R. Bullock (bad pass; steal by J. Hamilton),,110,91
397,4,0:18.0,,Shooting foul by S. Hawes (drawn by S. Williams),110,91
398,4,0:18.0,,S. Williams makes free throw 1 of 2,110,92
399,4,0:18.0,,S. Williams makes free throw 2 of 2,110,93
