,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,WASHINGTON_ACTION,BROOKLYN_SCORE,WASHINGTON_SCORE
79,1,2:19.0,Personal foul by B. Beal (drawn by B. Bogdanović),,16,15
80,1,2:19.0,B. Bogdanović makes free throw 1 of 2,,17,15
81,1,2:19.0,,O. Porter enters the game for B. Beal,17,15
82,1,2:19.0,B. Bogdanović makes free throw 2 of 2,,18,15
83,1,2:01.0,,K. Humphries misses 2-pt jump shot from 20 ft,18,15
84,1,2:00.0,Defensive rebound by Team,,18,15
85,1,1:45.0,J. Jack misses 2-pt jump shot from 14 ft,,18,15
86,1,1:44.0,,Defensive rebound by R. Butler,18,15
87,1,1:38.0,,M. Gortat makes 2-pt layup from 1 ft (assist by A. Miller),18,17
88,1,1:17.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,18,17
89,1,1:16.0,,Defensive rebound by R. Butler,18,17
90,1,0:59.0,,R. Butler makes 2-pt jump shot from 5 ft,18,19
91,1,0:59.0,,Shooting foul by B. Lopez (drawn by R. Butler),18,19
92,1,0:59.0,Brooklyn full timeout,,18,19
93,1,0:59.0,M. Teletović enters the game for B. Lopez,,18,19
94,1,0:59.0,,R. Butler makes free throw 1 of 1,18,20
95,1,0:40.0,Turnover by M. Teletović (bad pass; steal by R. Butler),,18,20
96,1,0:33.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by A. Miller),18,22
97,1,0:11.0,M. Teletović misses 3-pt jump shot from 25 ft,,18,22
98,1,0:10.0,,Defensive rebound by R. Butler,18,22
99,1,0:00.0,,A. Miller makes 2-pt jump shot from 3 ft (assist by O. Porter),18,24
100,2,11:45.0,M. Teletović makes 3-pt jump shot from 26 ft (assist by J. Johnson),,21,24
101,2,11:26.0,,R. Butler misses 3-pt jump shot from 25 ft,21,24
102,2,11:25.0,,Offensive rebound by K. Humphries,21,24
103,2,11:16.0,,O. Porter misses 2-pt jump shot from 5 ft,21,24
104,2,11:14.0,Defensive rebound by M. Teletović,,21,24
105,2,11:08.0,A. Anderson misses 2-pt jump shot from 15 ft,,21,24
106,2,11:07.0,,Defensive rebound by K. Humphries,21,24
107,2,10:53.0,,O. Porter misses 3-pt jump shot from 26 ft,21,24
108,2,10:52.0,Defensive rebound by M. Plumlee,,21,24
109,2,10:42.0,J. Johnson misses 2-pt jump shot from 6 ft,,21,24
110,2,10:41.0,Offensive rebound by J. Johnson,,21,24
111,2,10:30.0,M. Plumlee makes 2-pt dunk at rim (assist by A. Anderson),,23,24
112,2,10:12.0,,K. Séraphin misses 2-pt jump shot from 14 ft,23,24
113,2,10:10.0,,Offensive rebound by O. Porter,23,24
114,2,10:02.0,,Personal foul by D. Morris (drawn by A. Miller),23,24
115,2,10:02.0,,J. Wall enters the game for A. Miller,23,24
116,2,9:55.0,,R. Butler misses 2-pt layup from 2 ft,23,24
117,2,9:54.0,Defensive rebound by M. Plumlee,,23,24
118,2,9:44.0,J. Johnson makes 2-pt jump shot from 16 ft,,25,24
119,2,9:23.0,,Personal foul by D. Morris (drawn by K. Humphries),25,24
120,2,9:12.0,,O. Porter makes 2-pt layup from 2 ft (assist by K. Humphries),25,26
121,2,8:53.0,Turnover by M. Plumlee (lost ball; steal by J. Wall),,25,26
122,2,8:36.0,,K. Séraphin makes 2-pt jump shot from 4 ft (assist by O. Porter),25,28
123,2,8:16.0,A. Anderson makes 2-pt layup at rim,,27,28
124,2,7:55.0,,Turnover by K. Séraphin (bad pass; steal by D. Morris),27,28
125,2,7:51.0,Turnover by D. Morris (lost ball; steal by O. Porter),,27,28
126,2,7:48.0,,Personal take foul by M. Teletović (drawn by K. Séraphin),27,28
127,2,7:48.0,Official timeout,,27,28
128,2,7:41.0,,Turnover by J. Wall (bad pass; steal by M. Plumlee),27,28
129,2,7:17.0,D. Morris misses 2-pt jump shot from 7 ft,,27,28
130,2,7:16.0,,Defensive rebound by K. Séraphin,27,28
131,2,7:04.0,,O. Porter misses 2-pt jump shot from 19 ft,27,28
132,2,7:03.0,Defensive rebound by M. Plumlee,,27,28
133,2,6:46.0,J. Johnson makes 2-pt layup from 1 ft,,29,28
134,2,6:32.0,,K. Humphries makes 2-pt jump shot from 15 ft (assist by O. Porter),29,30
135,2,6:14.0,M. Teletović makes 2-pt jump shot from 6 ft,,31,30
136,2,6:00.0,,K. Humphries misses 2-pt jump shot from 15 ft,31,30
137,2,5:59.0,Defensive rebound by J. Johnson,,31,30
138,2,5:49.0,J. Johnson misses 2-pt jump shot from 4 ft,,31,30
139,2,5:49.0,Offensive rebound by J. Johnson,,31,30
140,2,5:45.0,A. Anderson makes 3-pt jump shot from 28 ft (assist by J. Johnson),,34,30
141,2,5:36.0,,Washington full timeout,34,30
142,2,5:36.0,,B. Beal enters the game for O. Porter,34,30
143,2,5:25.0,,B. Beal makes 2-pt jump shot from 18 ft (assist by J. Wall),34,32
144,2,5:11.0,Brooklyn full timeout,,34,32
145,2,5:11.0,B. Bogdanović enters the game for A. Anderson,,34,32
146,2,5:01.0,B. Bogdanović misses 2-pt layup from 2 ft,,34,32
147,2,5:00.0,,Defensive rebound by B. Beal,34,32
148,2,4:44.0,,K. Humphries makes 2-pt jump shot from 16 ft (assist by B. Beal),34,34
149,2,4:27.0,M. Plumlee makes 2-pt hook shot from 3 ft,,36,34
150,2,4:10.0,,R. Butler makes 2-pt jump shot from 17 ft (assist by J. Wall),36,36
151,2,3:55.0,M. Teletović misses 3-pt jump shot from 30 ft,,36,36
152,2,3:54.0,,Defensive rebound by K. Humphries,36,36
153,2,3:40.0,,R. Butler misses 2-pt jump shot from 17 ft,36,36
154,2,3:39.0,Defensive rebound by B. Bogdanović,,36,36
155,2,3:35.0,M. Plumlee misses 2-pt layup from 2 ft (block by K. Séraphin),,36,36
156,2,3:35.0,Offensive rebound by Team,,36,36
157,2,3:35.0,J. Jack enters the game for D. Morris,,36,36
158,2,3:35.0,K. Garnett enters the game for M. Teletović,,36,36
159,2,3:35.0,,M. Gortat enters the game for R. Butler,36,36
160,2,3:35.0,,N. Hilário enters the game for K. Humphries,36,36
161,2,3:35.0,,P. Pierce enters the game for K. Séraphin,36,36
162,2,3:25.0,J. Johnson misses 2-pt jump shot from 16 ft,,36,36
163,2,3:25.0,,Defensive rebound by Team,36,36
164,2,3:25.0,Loose ball foul by M. Plumlee (drawn by M. Gortat),,36,36
165,2,3:10.0,,Personal foul by J. Johnson (drawn by P. Pierce),36,36
166,2,3:10.0,,P. Pierce makes free throw 1 of 2,36,37
167,2,3:10.0,,P. Pierce makes free throw 2 of 2,36,38
168,2,2:57.0,Brooklyn full timeout,,36,38
169,2,2:47.0,M. Plumlee misses 2-pt jump shot from 3 ft,,36,38
170,2,2:46.0,,Defensive rebound by N. Hilário,36,38
171,2,2:31.0,,P. Pierce misses 3-pt jump shot from 22 ft,36,38
172,2,2:30.0,Defensive rebound by B. Bogdanović,,36,38
173,2,2:26.0,B. Bogdanović misses 2-pt jump shot from 9 ft,,36,38
174,2,2:24.0,,Defensive rebound by N. Hilário,36,38
175,2,2:17.0,,B. Beal misses 2-pt jump shot from 14 ft,36,38
176,2,2:16.0,Defensive rebound by K. Garnett,,36,38
177,2,1:54.0,B. Bogdanović makes 2-pt jump shot from 5 ft (assist by K. Garnett),,38,38
178,2,1:34.0,,J. Wall misses 2-pt jump shot from 19 ft,38,38
179,2,1:33.0,Defensive rebound by M. Plumlee,,38,38
180,2,1:20.0,J. Jack misses 2-pt jump shot from 3 ft,,38,38
181,2,1:19.0,,Defensive rebound by P. Pierce,38,38
182,2,1:15.0,,Turnover by P. Pierce (lost ball; steal by J. Jack),38,38
183,2,1:12.0,M. Plumlee makes 2-pt layup from 1 ft (assist by J. Jack),,40,38
184,2,1:12.0,Shooting foul by M. Gortat (drawn by M. Plumlee),,40,38
185,2,1:12.0,,A. Miller enters the game for J. Wall,40,38
186,2,1:12.0,,R. Butler enters the game for B. Beal,40,38
187,2,1:12.0,,K. Séraphin enters the game for M. Gortat,40,38
188,2,1:12.0,M. Plumlee makes free throw 1 of 1,,41,38
189,2,0:50.0,,R. Butler misses 2-pt jump shot from 19 ft,41,38
190,2,0:49.0,Defensive rebound by B. Bogdanović,,41,38
191,2,0:34.0,Turnover by M. Plumlee (bad pass; steal by P. Pierce),,41,38
192,2,0:28.0,,A. Miller misses 2-pt jump shot from 3 ft (block by M. Plumlee),41,38
193,2,0:26.0,,Offensive rebound by N. Hilário,41,38
194,2,0:23.0,,A. Miller makes 2-pt layup from 1 ft (assist by N. Hilário),41,40
195,2,0:01.0,J. Jack makes 2-pt jump shot from 7 ft,,43,40
196,2,0:00.0,,A. Miller misses 3-pt jump shot from 83 ft,43,40
197,2,0:00.0,,Offensive rebound by Team,43,40
198,3,11:47.0,Personal foul by B. Beal (drawn by B. Bogdanović),,43,40
199,3,11:42.0,Shooting foul by M. Gortat (drawn by M. Plumlee),,43,40
200,3,11:42.0,M. Plumlee misses free throw 1 of 2,,43,40
201,3,11:42.0,Offensive rebound by Team,,43,40
202,3,11:42.0,M. Plumlee makes free throw 2 of 2,,44,40
203,3,11:25.0,,N. Hilário misses 2-pt layup from 2 ft,44,40
204,3,11:24.0,Defensive rebound by J. Johnson,,44,40
205,3,11:15.0,J. Johnson misses 2-pt jump shot from 16 ft,,44,40
206,3,11:14.0,,Defensive rebound by Team,44,40
207,3,11:00.0,,N. Hilário misses 2-pt jump shot from 17 ft,44,40
208,3,10:59.0,Defensive rebound by J. Jack,,44,40
209,3,10:48.0,K. Garnett misses 2-pt jump shot from 21 ft,,44,40
210,3,10:47.0,,Defensive rebound by P. Pierce,44,40
211,3,10:39.0,,Turnover by M. Gortat (traveling),44,40
212,3,10:27.0,B. Bogdanović misses 2-pt jump shot from 4 ft,,44,40
213,3,10:26.0,,Defensive rebound by N. Hilário,44,40
214,3,10:21.0,,J. Wall makes 2-pt layup at rim (assist by N. Hilário),44,42
215,3,9:58.0,K. Garnett makes 2-pt jump shot from 14 ft,,46,42
216,3,9:41.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),46,45
217,3,9:29.0,M. Plumlee misses 2-pt layup from 1 ft,,46,45
218,3,9:28.0,Offensive rebound by M. Plumlee,,46,45
219,3,9:26.0,M. Plumlee misses 2-pt layup at rim (block by M. Gortat),,46,45
220,3,9:26.0,,Defensive rebound by Team,46,45
221,3,9:26.0,Loose ball foul by M. Plumlee (drawn by P. Pierce),,46,45
222,3,9:19.0,,Personal foul by J. Jack (drawn by J. Wall),46,45
223,3,9:06.0,,N. Hilário misses 2-pt jump shot from 3 ft,46,45
224,3,9:05.0,Defensive rebound by M. Plumlee,,46,45
225,3,8:58.0,J. Jack misses 2-pt jump shot from 5 ft,,46,45
226,3,8:56.0,,Defensive rebound by J. Wall,46,45
227,3,8:54.0,,Turnover by J. Wall (lost ball; steal by K. Garnett),46,45
228,3,8:39.0,K. Garnett misses 2-pt jump shot from 17 ft,,46,45
229,3,8:38.0,,Defensive rebound by P. Pierce,46,45
230,3,8:29.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),46,48
231,3,8:12.0,J. Jack makes 2-pt jump shot from 18 ft,,48,48
232,3,7:59.0,,J. Wall misses 2-pt jump shot from 20 ft,48,48
233,3,7:58.0,Defensive rebound by J. Jack,,48,48
234,3,7:54.0,J. Jack makes 2-pt jump shot from 12 ft,,50,48
235,3,7:54.0,Shooting foul by J. Wall (drawn by J. Jack),,50,48
236,3,7:54.0,B. Lopez enters the game for M. Plumlee,,50,48
237,3,7:54.0,J. Jack makes free throw 1 of 1,,51,48
238,3,7:40.0,,P. Pierce makes 3-pt jump shot from 27 ft (assist by J. Wall),51,51
239,3,7:21.0,J. Jack makes 2-pt jump shot from 3 ft (assist by B. Bogdanović),,53,51
240,3,7:01.0,,P. Pierce misses 3-pt jump shot from 26 ft,53,51
241,3,7:00.0,Defensive rebound by K. Garnett,,53,51
242,3,6:49.0,Shooting foul by N. Hilário (drawn by J. Johnson),,53,51
243,3,6:49.0,J. Johnson makes free throw 1 of 2,,54,51
244,3,6:49.0,J. Johnson makes free throw 2 of 2,,55,51
245,3,6:39.0,,Personal foul by B. Bogdanović (drawn by B. Beal),55,51
246,3,6:28.0,,M. Gortat misses 2-pt jump shot from 12 ft,55,51
247,3,6:27.0,Defensive rebound by K. Garnett,,55,51
248,3,6:08.0,B. Lopez makes 2-pt dunk at rim (assist by J. Jack),,57,51
249,3,6:06.0,,Washington full timeout,57,51
250,3,5:54.0,,M. Gortat misses 2-pt layup from 1 ft (block by B. Lopez),57,51
251,3,5:52.0,Defensive rebound by B. Bogdanović,,57,51
252,3,5:30.0,B. Lopez makes 2-pt jump shot from 15 ft,,59,51
253,3,5:12.0,,Shooting foul by K. Garnett (drawn by M. Gortat),59,51
254,3,5:12.0,,M. Gortat misses free throw 1 of 2,59,51
255,3,5:12.0,,Offensive rebound by Team,59,51
256,3,5:12.0,M. Plumlee enters the game for K. Garnett,,59,51
257,3,5:12.0,,M. Gortat makes free throw 2 of 2,59,52
258,3,4:54.0,B. Lopez makes 2-pt layup from 2 ft,,61,52
259,3,4:44.0,,Turnover by P. Pierce (lost ball; steal by J. Johnson),61,52
260,3,4:40.0,B. Bogdanović misses 2-pt layup from 1 ft,,61,52
261,3,4:38.0,,Defensive rebound by M. Gortat,61,52
262,3,4:28.0,,N. Hilário misses 2-pt layup from 2 ft,61,52
263,3,4:27.0,Defensive rebound by M. Plumlee,,61,52
264,3,4:18.0,Shooting foul by P. Pierce (drawn by B. Lopez),,61,52
265,3,4:18.0,B. Lopez makes free throw 1 of 2,,62,52
266,3,4:18.0,,R. Butler enters the game for N. Hilário,62,52
267,3,4:18.0,,K. Humphries enters the game for M. Gortat,62,52
268,3,4:18.0,,K. Séraphin enters the game for B. Beal,62,52
269,3,4:18.0,B. Lopez makes free throw 2 of 2,,63,52
270,3,3:59.0,,J. Wall makes 2-pt jump shot from 10 ft,63,54
271,3,3:46.0,Shooting foul by K. Humphries (drawn by M. Plumlee),,63,54
272,3,3:46.0,M. Plumlee makes free throw 1 of 2,,64,54
273,3,3:46.0,A. Anderson enters the game for J. Johnson,,64,54
274,3,3:46.0,M. Plumlee misses free throw 2 of 2,,64,54
275,3,3:45.0,,Defensive rebound by P. Pierce,64,54
276,3,3:35.0,,J. Wall misses 2-pt layup from 1 ft (block by B. Lopez),64,54
277,3,3:32.0,Defensive rebound by M. Plumlee,,64,54
278,3,3:26.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by J. Jack),,66,54
279,3,3:26.0,Shooting foul by K. Séraphin (drawn by B. Lopez),,66,54
280,3,3:26.0,B. Lopez makes free throw 1 of 1,,67,54
281,3,3:18.0,,Personal foul by M. Plumlee (drawn by K. Humphries),67,54
282,3,3:18.0,,K. Humphries makes free throw 1 of 2,67,55
283,3,3:18.0,,K. Humphries makes free throw 2 of 2,67,56
284,3,3:02.0,J. Jack misses 2-pt layup from 2 ft,,67,56
285,3,3:02.0,Offensive rebound by Team,,67,56
286,3,3:02.0,,O. Porter enters the game for P. Pierce,67,56
287,3,3:00.0,J. Jack makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),,69,56
288,3,2:38.0,,J. Wall misses 3-pt jump shot from 25 ft,69,56
289,3,2:37.0,Defensive rebound by B. Lopez,,69,56
290,3,2:25.0,Offensive foul by M. Plumlee (drawn by K. Séraphin),,69,56
291,3,2:25.0,Turnover by M. Plumlee (offensive foul),,69,56
292,3,2:25.0,Brooklyn full timeout,,69,56
293,3,2:25.0,M. Teletović enters the game for M. Plumlee,,69,56
294,3,2:13.0,,R. Butler misses 3-pt jump shot from 27 ft,69,56
295,3,2:12.0,Defensive rebound by M. Teletović,,69,56
296,3,1:56.0,Turnover by J. Jack (bad pass),,69,56
297,3,1:47.0,,K. Humphries misses 2-pt jump shot from 17 ft,69,56
298,3,1:46.0,Defensive rebound by J. Jack,,69,56
299,3,1:29.0,B. Lopez misses 2-pt jump shot from 20 ft,,69,56
300,3,1:28.0,,Defensive rebound by K. Humphries,69,56
301,3,1:24.0,,Offensive foul by K. Séraphin (drawn by B. Lopez),69,56
302,3,1:24.0,,Turnover by K. Séraphin (offensive foul),69,56
303,3,1:07.0,B. Lopez misses 2-pt jump shot from 7 ft,,69,56
304,3,1:06.0,,Defensive rebound by K. Humphries,69,56
305,3,0:55.0,,Turnover by K. Séraphin (lost ball; steal by A. Anderson),69,56
306,3,0:51.0,Turnover by A. Anderson (bad pass; steal by J. Wall),,69,56
307,3,0:44.0,,Offensive foul by R. Butler (drawn by A. Anderson),69,56
308,3,0:44.0,,Turnover by R. Butler (offensive foul),69,56
309,3,0:44.0,,A. Miller enters the game for J. Wall,69,56
310,3,0:30.0,B. Lopez misses 2-pt jump shot from 3 ft (block by K. Séraphin),,69,56
311,3,0:28.0,Offensive rebound by J. Jack,,69,56
312,3,0:27.0,J. Jack makes 2-pt layup from 1 ft,,71,56
313,3,0:04.0,,R. Butler makes 2-pt jump shot from 14 ft,71,58
314,3,0:00.0,A. Anderson misses 3-pt jump shot from 52 ft,,71,58
315,3,0:00.0,,Defensive rebound by Team,71,58
316,4,11:42.0,,Turnover by R. Butler (lost ball; steal by A. Anderson),71,58
317,4,11:23.0,A. Anderson misses 3-pt jump shot from 25 ft,,71,58
318,4,11:22.0,,Defensive rebound by K. Humphries,71,58
319,4,11:01.0,,O. Porter misses 2-pt jump shot from 17 ft,71,58
320,4,11:00.0,Defensive rebound by M. Teletović,,71,58
321,4,10:50.0,A. Anderson misses 3-pt jump shot from 25 ft,,71,58
322,4,10:49.0,,Defensive rebound by K. Humphries,71,58
323,4,10:43.0,,O. Porter makes 2-pt layup from 2 ft (assist by A. Miller),71,60
324,4,10:30.0,Personal foul by O. Porter (drawn by A. Anderson),,71,60
325,4,10:30.0,D. Morris enters the game for J. Jack,,71,60
326,4,10:30.0,,B. Beal enters the game for R. Butler,71,60
327,4,10:18.0,B. Lopez makes 2-pt dunk at rim (assist by A. Anderson),,73,60
328,4,10:00.0,,K. Humphries makes 2-pt jump shot from 14 ft (assist by B. Beal),73,62
329,4,9:43.0,B. Lopez makes 2-pt layup at rim (assist by J. Johnson),,75,62
330,4,9:43.0,Shooting foul by D. Blair (drawn by B. Lopez),,75,62
331,4,9:43.0,B. Lopez makes free throw 1 of 1,,76,62
332,4,9:26.0,,Turnover by O. Porter (bad pass),76,62
333,4,9:14.0,Personal foul by D. Blair (drawn by B. Lopez),,76,62
334,4,9:00.0,J. Johnson misses 2-pt jump shot from 20 ft,,76,62
335,4,8:59.0,,Defensive rebound by D. Blair,76,62
336,4,8:54.0,,O. Porter misses 2-pt layup at rim,76,62
337,4,8:51.0,,Offensive rebound by K. Humphries,76,62
338,4,8:51.0,,K. Humphries makes 2-pt layup at rim,76,64
339,4,8:51.0,Brooklyn full timeout,,76,64
340,4,8:37.0,D. Morris misses 2-pt jump shot from 5 ft,,76,64
341,4,8:36.0,Offensive rebound by D. Morris,,76,64
342,4,8:33.0,J. Johnson misses 3-pt jump shot from 22 ft,,76,64
343,4,8:31.0,Offensive rebound by Team,,76,64
344,4,8:20.0,Shooting foul by B. Beal (drawn by B. Lopez),,76,64
345,4,8:20.0,B. Lopez misses free throw 1 of 2,,76,64
346,4,8:20.0,Offensive rebound by Team,,76,64
347,4,8:20.0,,N. Hilário enters the game for D. Blair,76,64
348,4,8:20.0,,P. Pierce enters the game for K. Humphries,76,64
349,4,8:20.0,,J. Wall enters the game for A. Miller,76,64
350,4,8:20.0,B. Lopez makes free throw 2 of 2,,77,64
351,4,8:02.0,J. Jack enters the game for D. Morris,,77,64
352,4,7:57.0,,N. Hilário makes 2-pt dunk at rim (assist by B. Beal),77,66
353,4,7:33.0,B. Lopez makes 2-pt jump shot from 8 ft,,79,66
354,4,7:23.0,,Offensive foul by B. Beal (drawn by A. Anderson),79,66
355,4,7:23.0,,Turnover by B. Beal (offensive foul),79,66
356,4,7:23.0,,M. Webster enters the game for B. Beal,79,66
357,4,7:14.0,Turnover by A. Anderson (lost ball),,79,66
358,4,6:59.0,,Turnover by N. Hilário (lost ball; steal by B. Lopez),79,66
359,4,6:40.0,J. Jack makes 2-pt jump shot from 7 ft,,81,66
360,4,6:31.0,,P. Pierce misses 3-pt jump shot from 26 ft,81,66
361,4,6:30.0,Defensive rebound by J. Jack,,81,66
362,4,6:16.0,B. Lopez makes 2-pt jump shot from 21 ft (assist by J. Jack),,83,66
363,4,6:15.0,,Washington full timeout,83,66
364,4,6:06.0,,Personal foul by J. Jack (drawn by J. Wall),83,66
365,4,6:00.0,,Turnover by N. Hilário (traveling),83,66
366,4,5:48.0,Shooting foul by N. Hilário (drawn by B. Lopez),,83,66
367,4,5:48.0,B. Lopez makes free throw 1 of 2,,84,66
368,4,5:48.0,,M. Gortat enters the game for O. Porter,84,66
369,4,5:48.0,B. Lopez makes free throw 2 of 2,,85,66
370,4,5:35.0,,M. Webster misses 3-pt jump shot from 27 ft,85,66
371,4,5:34.0,Defensive rebound by M. Teletović,,85,66
372,4,5:16.0,B. Lopez misses 2-pt jump shot from 7 ft,,85,66
373,4,5:15.0,,Defensive rebound by J. Wall,85,66
374,4,5:09.0,,J. Wall makes 2-pt jump shot from 13 ft,85,68
375,4,4:50.0,J. Jack makes 2-pt layup from 1 ft,,87,68
376,4,4:50.0,Shooting foul by J. Wall (drawn by J. Jack),,87,68
377,4,4:50.0,J. Jack misses free throw 1 of 1,,87,68
378,4,4:49.0,,Defensive rebound by Team,87,68
379,4,4:38.0,,Shooting foul by J. Jack (drawn by J. Wall),87,68
380,4,4:38.0,,J. Wall makes free throw 1 of 2,87,69
381,4,4:38.0,B. Bogdanović enters the game for A. Anderson,,87,69
382,4,4:38.0,,B. Beal enters the game for N. Hilário,87,69
383,4,4:38.0,,J. Wall makes free throw 2 of 2,87,70
384,4,4:19.0,J. Jack makes 2-pt jump shot from 21 ft (assist by J. Johnson),,89,70
385,4,4:06.0,,B. Beal misses 3-pt jump shot from 23 ft,89,70
