,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PORTLAND_ACTION,WASHINGTON_SCORE,PORTLAND_SCORE
96,1,0:22.0,,W. Barton misses 2-pt layup from 1 ft,30,20
97,1,0:21.0,Defensive rebound by M. Webster,,30,20
98,1,0:04.0,Personal take foul by S. Blake (drawn by A. Miller),,30,20
99,1,0:04.0,J. Wall enters the game for K. Humphries,,30,20
100,1,0:04.0,,C. Kaman enters the game for L. Aldridge,30,20
101,1,0:00.0,J. Wall makes 2-pt jump shot from 10 ft,,32,20
102,2,11:44.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by D. Wright),32,23
103,2,11:24.0,M. Webster misses 2-pt jump shot from 19 ft,,32,23
104,2,11:23.0,Offensive rebound by K. Séraphin,,32,23
105,2,11:20.0,Turnover by K. Séraphin (lost ball; steal by S. Blake),,32,23
106,2,11:15.0,,W. Barton misses 2-pt layup from 1 ft,32,23
107,2,11:14.0,Defensive rebound by K. Humphries,,32,23
108,2,11:01.0,Personal foul by M. Leonard (drawn by M. Webster),,32,23
109,2,11:01.0,M. Webster makes free throw 1 of 2,,33,23
110,2,11:01.0,M. Webster makes free throw 2 of 2,,34,23
111,2,10:42.0,,S. Blake misses 3-pt jump shot from 26 ft,34,23
112,2,10:40.0,Defensive rebound by A. Miller,,34,23
113,2,10:34.0,K. Humphries misses 2-pt jump shot from 21 ft,,34,23
114,2,10:32.0,,Defensive rebound by C. Kaman,34,23
115,2,10:22.0,,C. Kaman misses 2-pt jump shot from 16 ft,34,23
116,2,10:21.0,,Offensive rebound by M. Leonard,34,23
117,2,10:11.0,,S. Blake misses 3-pt jump shot from 26 ft,34,23
118,2,10:10.0,Defensive rebound by K. Séraphin,,34,23
119,2,9:59.0,K. Séraphin misses 2-pt jump shot from 21 ft,,34,23
120,2,9:58.0,,Defensive rebound by S. Blake,34,23
121,2,9:51.0,,D. Wright misses 3-pt jump shot from 26 ft,34,23
122,2,9:50.0,Defensive rebound by K. Séraphin,,34,23
123,2,9:39.0,Turnover by R. Butler (bad pass),,34,23
124,2,9:39.0,,W. Matthews enters the game for W. Barton,34,23
125,2,9:23.0,,C. Kaman misses 2-pt layup from 1 ft (block by K. Séraphin),34,23
126,2,9:22.0,Defensive rebound by A. Miller,,34,23
127,2,9:16.0,A. Miller makes 2-pt jump shot from 3 ft,,36,23
128,2,9:16.0,,Portland full timeout,36,23
129,2,9:16.0,,D. Lillard enters the game for S. Blake,36,23
130,2,9:16.0,B. Beal enters the game for R. Butler,,36,23
131,2,9:02.0,,W. Matthews misses 2-pt jump shot from 9 ft,36,23
132,2,9:01.0,Defensive rebound by K. Humphries,,36,23
133,2,8:48.0,Turnover by B. Beal (lost ball; steal by D. Lillard),,36,23
134,2,8:43.0,,D. Wright makes 3-pt jump shot from 26 ft,36,26
135,2,8:18.0,B. Beal misses 2-pt jump shot from 10 ft,,36,26
136,2,8:16.0,Offensive rebound by Team,,36,26
137,2,8:02.0,B. Beal misses 2-pt jump shot from 18 ft,,36,26
138,2,8:01.0,,Defensive rebound by D. Wright,36,26
139,2,7:57.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Wright),36,28
140,2,7:36.0,K. Humphries makes 2-pt jump shot from 17 ft (assist by B. Beal),,38,28
141,2,7:26.0,,Turnover by D. Lillard (lost ball; steal by A. Miller),38,28
142,2,7:22.0,Shooting block foul by W. Matthews (drawn by B. Beal),,38,28
143,2,7:22.0,B. Beal misses free throw 1 of 2,,38,28
144,2,7:22.0,Offensive rebound by Team,,38,28
145,2,7:22.0,B. Beal makes free throw 2 of 2,,39,28
146,2,7:03.0,,D. Lillard makes 3-pt jump shot from 28 ft,39,31
147,2,6:51.0,B. Beal makes 2-pt jump shot from 22 ft (assist by A. Miller),,41,31
148,2,6:46.0,,Turnover by D. Lillard (bad pass; steal by K. Séraphin),41,31
149,2,6:36.0,B. Beal misses 2-pt jump shot from 18 ft,,41,31
150,2,6:35.0,,Defensive rebound by D. Wright,41,31
151,2,6:23.0,,W. Matthews makes 3-pt jump shot from 27 ft (assist by D. Lillard),41,34
152,2,6:03.0,K. Séraphin misses 2-pt hook shot from 4 ft,,41,34
153,2,6:02.0,,Defensive rebound by C. Kaman,41,34
154,2,5:53.0,,C. Kaman makes 2-pt layup from 2 ft (assist by D. Lillard),41,36
155,2,5:46.0,Washington full timeout,,41,36
156,2,5:46.0,J. Wall enters the game for A. Miller,,41,36
157,2,5:46.0,M. Gortat enters the game for K. Séraphin,,41,36
158,2,5:46.0,,C. McCollum enters the game for D. Wright,41,36
159,2,5:46.0,,L. Aldridge enters the game for C. Kaman,41,36
160,2,5:34.0,K. Humphries makes 2-pt jump shot from 20 ft (assist by B. Beal),,43,36
161,2,5:13.0,,L. Aldridge misses 2-pt jump shot from 19 ft,43,36
162,2,5:12.0,Defensive rebound by Team,,43,36
163,2,5:12.0,N. Hilário enters the game for K. Humphries,,43,36
164,2,4:56.0,Offensive foul by M. Gortat (drawn by D. Lillard),,43,36
165,2,4:56.0,Turnover by M. Gortat (offensive foul),,43,36
166,2,4:56.0,P. Pierce enters the game for M. Webster,,43,36
167,2,4:44.0,,C. McCollum makes 3-pt jump shot from 26 ft (assist by L. Aldridge),43,39
168,2,4:32.0,B. Beal misses 2-pt jump shot from 12 ft,,43,39
169,2,4:31.0,,Defensive rebound by M. Leonard,43,39
170,2,4:22.0,,W. Matthews misses 2-pt layup from 2 ft,43,39
171,2,4:21.0,Defensive rebound by B. Beal,,43,39
172,2,4:14.0,Turnover by B. Beal (bad pass; steal by W. Matthews),,43,39
173,2,4:07.0,,D. Lillard misses 3-pt jump shot from 24 ft,43,39
174,2,4:05.0,Defensive rebound by B. Beal,,43,39
175,2,3:56.0,J. Wall makes 2-pt jump shot from 16 ft,,45,39
176,2,3:32.0,,L. Aldridge misses 2-pt jump shot from 19 ft,45,39
177,2,3:31.0,Defensive rebound by B. Beal,,45,39
178,2,3:15.0,M. Gortat makes 2-pt jump shot from 14 ft (assist by J. Wall),,47,39
179,2,2:56.0,,D. Lillard makes 2-pt layup from 1 ft,47,41
180,2,2:43.0,Personal block foul by M. Leonard (drawn by N. Hilário),,47,41
181,2,2:43.0,Official timeout,,47,41
182,2,2:43.0,,T. Robinson enters the game for M. Leonard,47,41
183,2,2:32.0,N. Hilário makes 2-pt jump shot from 20 ft (assist by B. Beal),,49,41
184,2,2:07.0,,C. McCollum misses 2-pt jump shot from 18 ft,49,41
185,2,2:06.0,Defensive rebound by M. Gortat,,49,41
186,2,1:49.0,M. Gortat misses 2-pt jump shot from 12 ft,,49,41
187,2,1:48.0,,Defensive rebound by T. Robinson,49,41
188,2,1:40.0,,W. Matthews makes 2-pt dunk at rim (assist by D. Lillard),49,43
189,2,1:26.0,B. Beal makes 3-pt jump shot from 23 ft (assist by N. Hilário),,52,43
190,2,1:01.0,,D. Lillard makes 2-pt layup from 1 ft,52,45
191,2,0:47.0,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),,55,45
192,2,0:30.0,,W. Matthews misses 3-pt jump shot from 23 ft,55,45
193,2,0:27.0,,Offensive rebound by L. Aldridge,55,45
194,2,0:27.0,,L. Aldridge misses 2-pt dunk at rim,55,45
195,2,0:26.0,Defensive rebound by N. Hilário,,55,45
196,2,0:03.0,Turnover by Team (shot clock),,55,45
197,2,0:03.0,,Portland full timeout,55,45
198,2,0:03.0,G. Temple enters the game for P. Pierce,,55,45
199,2,0:03.0,,C. Kaman enters the game for T. Robinson,55,45
200,2,0:03.0,R. Butler enters the game for N. Hilário,,55,45
201,2,0:03.0,,Turnover by L. Aldridge (bad pass; steal by J. Wall),55,45
202,2,0:00.0,J. Wall misses 3-pt jump shot from 25 ft,,55,45
203,2,0:00.0,Offensive rebound by Team,,55,45
204,3,11:41.0,,L. Aldridge makes 2-pt jump shot from 6 ft,55,47
205,3,11:23.0,Turnover by N. Hilário (lost ball; steal by L. Aldridge),,55,47
206,3,11:17.0,,W. Barton makes 2-pt layup from 1 ft (assist by D. Lillard),55,49
207,3,10:52.0,J. Wall makes 2-pt jump shot from 16 ft (assist by N. Hilário),,57,49
208,3,10:36.0,,Personal foul by B. Beal (drawn by W. Barton),57,49
209,3,10:31.0,,L. Aldridge makes 2-pt jump shot from 17 ft,57,51
210,3,10:10.0,P. Pierce makes 2-pt layup from 1 ft,,59,51
211,3,9:52.0,,W. Matthews misses 3-pt jump shot from 26 ft,59,51
212,3,9:51.0,Defensive rebound by B. Beal,,59,51
213,3,9:36.0,P. Pierce misses 3-pt jump shot from 23 ft,,59,51
214,3,9:35.0,,Defensive rebound by D. Lillard,59,51
215,3,9:27.0,,C. Kaman misses 2-pt layup from 1 ft,59,51
216,3,9:26.0,Defensive rebound by J. Wall,,59,51
217,3,9:19.0,J. Wall misses 2-pt jump shot from 12 ft,,59,51
218,3,9:18.0,,Defensive rebound by C. Kaman,59,51
219,3,9:09.0,,L. Aldridge misses 2-pt jump shot from 19 ft,59,51
220,3,9:08.0,,Offensive rebound by Team,59,51
221,3,8:58.0,,C. Kaman makes 2-pt jump shot from 13 ft (assist by W. Matthews),59,53
222,3,8:30.0,J. Wall misses 2-pt jump shot from 14 ft,,59,53
223,3,8:28.0,Offensive rebound by J. Wall,,59,53
224,3,8:26.0,J. Wall makes 2-pt jump shot from 4 ft,,61,53
225,3,8:09.0,,C. Kaman misses 2-pt jump shot from 17 ft,61,53
226,3,8:08.0,Defensive rebound by B. Beal,,61,53
227,3,8:04.0,Turnover by J. Wall (bad pass),,61,53
228,3,7:45.0,,L. Aldridge misses 2-pt hook shot from 5 ft,61,53
229,3,7:42.0,Defensive rebound by M. Gortat,,61,53
230,3,7:27.0,Shooting foul by D. Lillard (drawn by P. Pierce),,61,53
231,3,7:27.0,P. Pierce makes free throw 1 of 2,,62,53
232,3,7:27.0,P. Pierce makes free throw 2 of 2,,63,53
233,3,7:13.0,,C. Kaman makes 2-pt jump shot from 17 ft (assist by W. Barton),63,55
234,3,6:54.0,B. Beal misses 2-pt jump shot from 5 ft,,63,55
235,3,6:54.0,,Defensive rebound by Team,63,55
236,3,6:31.0,,W. Matthews makes 3-pt jump shot from 26 ft,63,58
237,3,6:16.0,P. Pierce makes 3-pt jump shot from 25 ft (assist by J. Wall),,66,58
238,3,5:56.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by L. Aldridge),66,61
239,3,5:27.0,M. Gortat misses 3-pt jump shot from 27 ft,,66,61
240,3,5:26.0,,Defensive rebound by W. Barton,66,61
241,3,5:20.0,,W. Barton misses 2-pt jump shot from 3 ft (block by M. Gortat),66,61
242,3,5:20.0,,Offensive rebound by Team,66,61
243,3,5:20.0,,Portland full timeout,66,61
244,3,5:20.0,,D. Wright enters the game for W. Matthews,66,61
245,3,5:20.0,,T. Robinson enters the game for C. Kaman,66,61
246,3,5:12.0,,D. Lillard misses 3-pt jump shot from 27 ft,66,61
247,3,5:11.0,Defensive rebound by P. Pierce,,66,61
248,3,4:59.0,N. Hilário misses 2-pt jump shot from 19 ft,,66,61
249,3,4:58.0,,Defensive rebound by D. Wright,66,61
250,3,4:42.0,,Shooting foul by N. Hilário (drawn by L. Aldridge),66,61
251,3,4:42.0,,L. Aldridge makes free throw 1 of 2,66,62
252,3,4:42.0,R. Butler enters the game for B. Beal,,66,62
253,3,4:42.0,,L. Aldridge makes free throw 2 of 2,66,63
254,3,4:27.0,J. Wall misses 2-pt jump shot from 19 ft,,66,63
255,3,4:26.0,,Defensive rebound by D. Wright,66,63
256,3,4:03.0,,L. Aldridge misses 2-pt jump shot from 14 ft,66,63
257,3,4:02.0,Defensive rebound by N. Hilário,,66,63
258,3,3:54.0,P. Pierce misses 2-pt jump shot from 9 ft,,66,63
259,3,3:53.0,,Defensive rebound by W. Barton,66,63
260,3,3:45.0,,Turnover by T. Robinson (3 sec),66,63
261,3,3:45.0,K. Humphries enters the game for N. Hilário,,66,63
262,3,3:33.0,K. Humphries misses 2-pt jump shot from 20 ft,,66,63
263,3,3:32.0,,Defensive rebound by L. Aldridge,66,63
264,3,3:20.0,,L. Aldridge misses 2-pt layup from 2 ft,66,63
265,3,3:19.0,Defensive rebound by M. Gortat,,66,63
266,3,3:12.0,P. Pierce makes 2-pt layup from 2 ft (assist by J. Wall),,68,63
267,3,2:49.0,,D. Wright makes 3-pt jump shot from 26 ft (assist by W. Barton),68,66
268,3,2:49.0,,Shooting foul by J. Wall (drawn by D. Wright),68,66
269,3,2:49.0,Washington full timeout,,68,66
270,3,2:49.0,,S. Blake enters the game for D. Lillard,68,66
271,3,2:49.0,,W. Matthews enters the game for W. Barton,68,66
272,3,2:49.0,,D. Wright makes free throw 1 of 1,68,67
273,3,2:34.0,Turnover by M. Gortat (lost ball; steal by T. Robinson),,68,67
274,3,2:32.0,,Turnover by T. Robinson (bad pass),68,67
275,3,2:19.0,M. Gortat misses 2-pt jump shot from 5 ft,,68,67
276,3,2:18.0,,Defensive rebound by L. Aldridge,68,67
277,3,2:07.0,,W. Matthews misses 3-pt jump shot from 25 ft,68,67
278,3,2:06.0,Defensive rebound by R. Butler,,68,67
279,3,2:01.0,Personal foul by T. Robinson (drawn by K. Humphries),,68,67
280,3,2:01.0,K. Séraphin enters the game for M. Gortat,,68,67
281,3,2:01.0,M. Webster enters the game for P. Pierce,,68,67
282,3,1:55.0,J. Wall misses 2-pt jump shot from 20 ft,,68,67
283,3,1:54.0,,Defensive rebound by T. Robinson,68,67
284,3,1:42.0,,L. Aldridge makes 2-pt jump shot from 20 ft (assist by W. Matthews),68,69
285,3,1:17.0,,Offensive charge foul by J. Wall (drawn by W. Matthews),68,69
286,3,1:17.0,Turnover by J. Wall (offensive foul),,68,69
287,3,1:17.0,A. Miller enters the game for J. Wall,,68,69
288,3,1:03.0,,W. Matthews misses 2-pt jump shot from 7 ft,68,69
289,3,1:00.0,Defensive rebound by R. Butler,,68,69
290,3,0:55.0,M. Webster misses 3-pt jump shot from 24 ft,,68,69
291,3,0:54.0,,Defensive rebound by Team,68,69
292,3,0:54.0,Loose ball foul by K. Séraphin (drawn by W. Matthews),,68,69
293,3,0:34.0,,Turnover by T. Robinson (offensive goaltending),68,69
294,3,0:24.0,A. Miller makes 2-pt jump shot from 13 ft,,70,69
295,3,0:00.0,,S. Blake misses 2-pt jump shot from 20 ft,70,69
296,3,0:00.0,,Offensive rebound by Team,70,69
297,4,11:42.0,Turnover by A. Miller (bad pass; steal by C. Kaman),,70,69
298,4,11:39.0,,Turnover by C. Kaman (lost ball; steal by K. Séraphin),70,69
299,4,11:34.0,K. Séraphin misses 2-pt hook shot from 8 ft,,70,69
300,4,11:31.0,,Defensive rebound by C. Kaman,70,69
301,4,11:16.0,,W. Matthews misses 2-pt jump shot from 12 ft,70,69
302,4,11:15.0,Defensive rebound by M. Webster,,70,69
303,4,11:05.0,K. Séraphin makes 2-pt jump shot from 13 ft (assist by M. Webster),,72,69
304,4,10:46.0,,S. Blake makes 2-pt layup from 2 ft (assist by W. Matthews),72,71
305,4,10:34.0,Personal foul by W. Matthews (drawn by M. Webster),,72,71
306,4,10:23.0,A. Miller misses 2-pt layup from 2 ft,,72,71
307,4,10:22.0,,Defensive rebound by C. Kaman,72,71
308,4,10:22.0,Loose ball foul by K. Séraphin (drawn by C. Kaman),,72,71
309,4,10:12.0,,M. Leonard makes 3-pt jump shot from 23 ft (assist by S. Blake),72,74
310,4,10:00.0,Personal foul by M. Leonard (drawn by K. Humphries),,72,74
311,4,9:48.0,K. Séraphin makes 2-pt jump shot from 19 ft (assist by A. Miller),,74,74
312,4,9:28.0,,Turnover by C. Kaman (bad pass; steal by A. Miller),74,74
313,4,9:18.0,K. Humphries misses 2-pt jump shot from 16 ft,,74,74
314,4,9:17.0,,Defensive rebound by Team,74,74
315,4,8:57.0,,D. Wright misses 3-pt jump shot from 22 ft,74,74
316,4,8:56.0,Defensive rebound by A. Miller,,74,74
317,4,8:49.0,Turnover by A. Miller (bad pass; steal by M. Leonard),,74,74
318,4,8:42.0,,W. Matthews misses 3-pt jump shot from 25 ft,74,74
319,4,8:41.0,Defensive rebound by K. Humphries,,74,74
320,4,8:26.0,K. Humphries misses 2-pt jump shot from 19 ft,,74,74
321,4,8:25.0,,Defensive rebound by D. Wright,74,74
322,4,8:09.0,,D. Wright makes 3-pt jump shot from 25 ft (assist by M. Leonard),74,77
323,4,8:08.0,Washington full timeout,,74,77
324,4,8:08.0,J. Wall enters the game for R. Butler,,74,77
325,4,8:08.0,B. Beal enters the game for A. Miller,,74,77
326,4,8:08.0,,D. Lillard enters the game for W. Matthews,74,77
327,4,7:56.0,M. Webster makes 3-pt jump shot from 26 ft (assist by B. Beal),,77,77
328,4,7:43.0,,Turnover by S. Blake (bad pass; steal by M. Webster),77,77
329,4,7:37.0,M. Webster misses 3-pt jump shot from 25 ft,,77,77
330,4,7:36.0,,Defensive rebound by S. Blake,77,77
331,4,7:23.0,,M. Leonard misses 3-pt jump shot from 26 ft,77,77
332,4,7:22.0,Defensive rebound by J. Wall,,77,77
333,4,7:07.0,B. Beal makes 2-pt jump shot from 18 ft (assist by K. Séraphin),,79,77
334,4,6:41.0,,S. Blake misses 3-pt jump shot from 24 ft,79,77
335,4,6:40.0,,Offensive rebound by S. Blake,79,77
336,4,6:27.0,,D. Lillard misses 3-pt jump shot from 23 ft,79,77
337,4,6:26.0,Defensive rebound by K. Humphries,,79,77
338,4,6:12.0,M. Webster misses 3-pt jump shot from 23 ft,,79,77
339,4,6:11.0,,Defensive rebound by D. Lillard,79,77
340,4,6:05.0,,Shooting foul by K. Séraphin (drawn by D. Lillard),79,77
341,4,6:05.0,,D. Lillard makes free throw 1 of 2,79,78
342,4,6:05.0,N. Hilário enters the game for K. Humphries,,79,78
343,4,6:05.0,,L. Aldridge enters the game for C. Kaman,79,78
344,4,6:05.0,,D. Lillard makes free throw 2 of 2,79,79
345,4,5:58.0,Personal foul by S. Blake (drawn by B. Beal),,79,79
346,4,5:58.0,Official timeout,,79,79
347,4,5:58.0,,W. Barton enters the game for D. Wright,79,79
348,4,5:58.0,,W. Matthews enters the game for S. Blake,79,79
349,4,5:46.0,B. Beal makes 2-pt jump shot from 17 ft,,81,79
350,4,5:28.0,Offensive charge foul by L. Aldridge (drawn by M. Webster),,81,79
351,4,5:28.0,,Turnover by L. Aldridge (offensive foul),81,79
352,4,5:28.0,P. Pierce enters the game for M. Webster,,81,79
353,4,5:14.0,J. Wall makes 2-pt jump shot from 16 ft,,83,79
354,4,4:54.0,,Personal foul by N. Hilário (drawn by L. Aldridge),83,79
355,4,4:45.0,,Personal foul by N. Hilário,83,79
356,4,4:45.0,,Personal foul by N. Hilário,83,79
357,4,4:45.0,,L. Aldridge makes free throw 1 of 2,83,80
358,4,4:45.0,,L. Aldridge makes free throw 2 of 2,83,81
359,4,4:29.0,J. Wall makes 2-pt jump shot from 17 ft,,85,81
360,4,4:09.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Lillard),85,84
361,4,3:41.0,N. Hilário misses 2-pt hook shot from 4 ft,,85,84
362,4,3:39.0,,Defensive rebound by W. Matthews,85,84
363,4,3:29.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Lillard),85,87
364,4,3:28.0,Washington full timeout,,85,87
365,4,3:28.0,M. Gortat enters the game for K. Séraphin,,85,87
366,4,3:17.0,B. Beal misses 3-pt jump shot from 26 ft,,85,87
367,4,3:16.0,,Defensive rebound by L. Aldridge,85,87
368,4,3:09.0,,Shooting foul by M. Gortat (drawn by D. Lillard),85,87
369,4,3:09.0,,D. Lillard makes free throw 1 of 2,85,88
370,4,3:09.0,,D. Lillard makes free throw 2 of 2,85,89
371,4,3:00.0,J. Wall misses 2-pt jump shot from 10 ft,,85,89
372,4,2:59.0,,Defensive rebound by W. Matthews,85,89
373,4,2:54.0,,D. Lillard misses 2-pt layup from 1 ft,85,89
374,4,2:54.0,,Offensive rebound by Team,85,89
375,4,2:54.0,,Portland full timeout,85,89
376,4,2:49.0,,D. Lillard makes 3-pt jump shot from 26 ft (assist by L. Aldridge),85,92
377,4,2:25.0,B. Beal makes 2-pt layup from 1 ft,,87,92
378,4,2:04.0,,L. Aldridge misses 2-pt jump shot from 17 ft,87,92
379,4,2:03.0,Defensive rebound by J. Wall,,87,92
380,4,2:00.0,M. Gortat makes 2-pt dunk at rim (assist by J. Wall),,89,92
381,4,1:40.0,,D. Lillard misses 2-pt layup from 1 ft,89,92
382,4,1:40.0,,Offensive rebound by L. Aldridge,89,92
383,4,1:40.0,,L. Aldridge makes 2-pt layup at rim,89,94
384,4,1:32.0,N. Hilário makes 2-pt layup from 1 ft,,91,94
