,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,CLEVELAND_ACTION,SACRAMENTO_SCORE,CLEVELAND_SCORE
399,4,7:31.0,R. McCallum enters the game for R. Gay,,75,92
400,4,7:31.0,R. Hollins enters the game for D. Cousins,,75,92
401,4,7:31.0,N. Stauskas enters the game for R. Sessions,,75,92
402,4,7:31.0,Q. Miller enters the game for C. Landry,,75,92
403,4,7:31.0,,M. Miller enters the game for L. James,75,92
404,4,7:18.0,,J. Smith misses 3-pt jump shot from 24 ft,75,92
405,4,7:18.0,Defensive rebound by Team,,75,92
406,4,7:03.0,Q. Miller misses 2-pt jump shot from 20 ft,,75,92
407,4,7:02.0,Offensive rebound by Team,,75,92
408,4,6:54.0,R. Hollins makes 2-pt dunk at rim (assist by R. McCallum),,77,92
409,4,6:32.0,,I. Shumpert makes 2-pt jump shot from 7 ft (assist by J. Smith),77,94
410,4,6:18.0,O. Casspi makes 2-pt jump shot from 9 ft (assist by R. Hollins),,79,94
411,4,6:05.0,,J. Smith misses 3-pt jump shot from 26 ft,79,94
412,4,6:04.0,Defensive rebound by N. Stauskas,,79,94
413,4,5:56.0,N. Stauskas misses 3-pt jump shot from 25 ft,,79,94
414,4,5:55.0,,Defensive rebound by M. Miller,79,94
415,4,5:37.0,,T. Thompson misses 2-pt layup from 1 ft,79,94
416,4,5:35.0,Defensive rebound by R. Hollins,,79,94
417,4,5:35.0,Personal foul by M. Dellavedova (drawn by R. Hollins),,79,94
418,4,5:35.0,Official timeout,,79,94
419,4,5:35.0,,K. Irving enters the game for M. Dellavedova,79,94
420,4,5:24.0,Shooting foul by M. Miller (drawn by Q. Miller),,79,94
421,4,5:24.0,Q. Miller makes free throw 1 of 2,,80,94
422,4,5:24.0,Q. Miller misses free throw 2 of 2,,80,94
423,4,5:23.0,,Defensive rebound by I. Shumpert,80,94
424,4,5:12.0,,Offensive foul by M. Miller (drawn by R. McCallum),80,94
425,4,5:12.0,,Turnover by M. Miller (offensive foul),80,94
426,4,5:04.0,R. Hollins makes 2-pt dunk at rim (assist by R. McCallum),,82,94
427,4,4:40.0,,I. Shumpert misses 3-pt jump shot from 24 ft,82,94
428,4,4:39.0,Defensive rebound by O. Casspi,,82,94
429,4,4:22.0,Q. Miller misses 3-pt jump shot from 23 ft,,82,94
430,4,4:21.0,,Defensive rebound by I. Shumpert,82,94
431,4,4:05.0,,Shooting foul by O. Casspi (drawn by T. Thompson),82,94
432,4,4:05.0,,T. Thompson misses free throw 1 of 2,82,94
433,4,4:05.0,,Offensive rebound by Team,82,94
434,4,4:05.0,,L. James enters the game for M. Miller,82,94
435,4,4:05.0,,T. Thompson misses free throw 2 of 2,82,94
436,4,4:04.0,Defensive rebound by Q. Miller,,82,94
437,4,3:51.0,Turnover by R. Hollins (bad pass; steal by J. Smith),,82,94
438,4,3:47.0,,Shooting foul by N. Stauskas (drawn by K. Irving),82,94
439,4,3:47.0,,K. Irving makes free throw 1 of 2,82,95
440,4,3:47.0,,K. Irving makes free throw 2 of 2,82,96
441,4,3:29.0,Turnover by O. Casspi (lost ball; steal by I. Shumpert),,82,96
442,4,3:13.0,,Turnover by L. James (lost ball; steal by Q. Miller),82,96
443,4,3:01.0,R. McCallum misses 3-pt jump shot from 23 ft,,82,96
444,4,3:00.0,,Defensive rebound by I. Shumpert,82,96
445,4,2:35.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Irving),82,99
446,4,2:24.0,Turnover by R. McCallum (bad pass; steal by J. Smith),,82,99
447,4,2:22.0,,Personal foul by O. Casspi (drawn by K. Irving),82,99
448,4,2:22.0,,M. Dellavedova enters the game for L. James,82,99
449,4,2:22.0,,J. Jones enters the game for K. Irving,82,99
450,4,2:02.0,,M. Dellavedova misses 2-pt jump shot from 5 ft (block by R. Hollins),82,99
451,4,2:00.0,Defensive rebound by R. McCallum,,82,99
452,4,1:55.0,O. Casspi makes 2-pt layup at rim (assist by R. McCallum),,84,99
453,4,1:35.0,,Turnover by J. Smith (bad pass; steal by O. Casspi),84,99
454,4,1:31.0,Shooting foul by J. Jones (drawn by O. Casspi),,84,99
455,4,1:31.0,O. Casspi makes free throw 1 of 2,,85,99
456,4,1:31.0,,M. Miller enters the game for J. Smith,85,99
457,4,1:31.0,O. Casspi makes free throw 2 of 2,,86,99
458,4,1:13.0,,Turnover by I. Shumpert (bad pass; steal by Q. Miller),86,99
459,4,1:07.0,O. Casspi makes 2-pt layup at rim (assist by N. Stauskas),,88,99
460,4,0:47.0,,J. Jones misses 3-pt jump shot from 23 ft,88,99
461,4,0:45.0,Defensive rebound by O. Casspi,,88,99
462,4,0:39.0,Q. Miller misses 3-pt jump shot from 25 ft,,88,99
463,4,0:38.0,,Defensive rebound by T. Thompson,88,99
464,4,0:23.0,,M. Dellavedova makes 2-pt jump shot from 5 ft,88,101
465,4,0:11.0,R. McCallum makes 2-pt jump shot from 17 ft,,90,101
