,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
176,2,1:56.0,Turnover by J. Johnson (bad pass; steal by S. Adams),,45,52
177,2,1:56.0,,Oklahoma City full timeout,45,52
178,2,1:47.0,,Offensive foul by S. Adams (drawn by J. Jack),45,52
179,2,1:47.0,,Turnover by S. Adams (offensive foul),45,52
180,2,1:28.0,J. Jack misses 2-pt jump shot from 18 ft,,45,52
181,2,1:27.0,,Defensive rebound by R. Jackson,45,52
182,2,1:18.0,,S. Ibaka misses 2-pt jump shot from 11 ft,45,52
183,2,1:16.0,,Offensive rebound by A. Roberson,45,52
184,2,1:16.0,,A. Roberson misses 2-pt tip-in from 2 ft,45,52
185,2,1:15.0,Defensive rebound by D. Williams,,45,52
186,2,1:14.0,Personal block foul by R. Jackson (drawn by D. Williams),,45,52
187,2,1:14.0,D. Williams makes free throw 1 of 2,,46,52
188,2,1:14.0,D. Williams makes free throw 2 of 2,,47,52
189,2,1:00.0,,R. Jackson misses 3-pt jump shot from 24 ft,47,52
190,2,0:59.0,,Offensive rebound by S. Adams,47,52
191,2,0:58.0,,Personal foul by D. Williams (drawn by S. Adams),47,52
192,2,0:58.0,,S. Adams makes free throw 1 of 2,47,53
193,2,0:58.0,,S. Adams misses free throw 2 of 2,47,53
194,2,0:57.0,Defensive rebound by J. Johnson,,47,53
195,2,0:45.0,J. Johnson misses 2-pt jump shot from 10 ft,,47,53
196,2,0:44.0,,Defensive rebound by R. Jackson,47,53
197,2,0:28.0,,Turnover by R. Jackson (bad pass; steal by D. Williams),47,53
198,2,0:23.0,J. Jack makes 2-pt layup at rim (assist by D. Williams),,49,53
199,2,0:03.0,,R. Jackson misses 3-pt jump shot from 24 ft,49,53
200,2,0:01.0,Defensive rebound by M. Teletović,,49,53
201,3,11:47.0,J. Johnson makes 3-pt jump shot from 23 ft (assist by D. Williams),,52,53
202,3,11:31.0,,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Jackson),52,55
203,3,11:18.0,Turnover by B. Lopez (traveling),,52,55
204,3,10:59.0,,S. Ibaka misses 2-pt jump shot from 9 ft (block by B. Lopez),52,55
205,3,10:57.0,Defensive rebound by K. Garnett,,52,55
206,3,10:38.0,B. Lopez misses 2-pt dunk from 2 ft (block by S. Ibaka),,52,55
207,3,10:36.0,Offensive rebound by D. Williams,,52,55
208,3,10:33.0,K. Garnett misses 2-pt jump shot from 18 ft,,52,55
209,3,10:32.0,,Defensive rebound by S. Adams,52,55
210,3,10:14.0,,S. Ibaka makes 2-pt jump shot from 17 ft (assist by R. Jackson),52,57
211,3,9:54.0,Shooting foul by A. Roberson (drawn by B. Bogdanović),,52,57
212,3,9:54.0,B. Bogdanović misses free throw 1 of 2,,52,57
213,3,9:54.0,Offensive rebound by Team,,52,57
214,3,9:54.0,B. Bogdanović makes free throw 2 of 2,,53,57
215,3,9:37.0,,S. Ibaka misses 2-pt jump shot from 16 ft,53,57
216,3,9:36.0,Defensive rebound by K. Garnett,,53,57
217,3,9:19.0,D. Williams makes 3-pt jump shot from 24 ft (assist by J. Johnson),,56,57
218,3,8:56.0,,S. Adams makes 2-pt dunk at rim (assist by A. Roberson),56,59
219,3,8:45.0,Turnover by D. Williams (lost ball),,56,59
220,3,8:33.0,,S. Ibaka makes 2-pt layup from 1 ft (assist by R. Jackson),56,61
221,3,8:12.0,B. Bogdanović misses 2-pt layup from 1 ft (block by A. Roberson),,56,61
222,3,8:09.0,Offensive rebound by B. Lopez,,56,61
223,3,8:07.0,Turnover by B. Lopez (lost ball; steal by A. Roberson),,56,61
224,3,8:07.0,Offensive charge foul by A. Roberson (drawn by D. Williams),,56,61
225,3,8:07.0,,Turnover by A. Roberson (offensive foul),56,61
226,3,8:07.0,J. Jack enters the game for B. Bogdanović,,56,61
227,3,7:55.0,J. Johnson makes 2-pt jump shot from 6 ft (assist by D. Williams),,58,61
228,3,7:39.0,,Def 3 sec tech foul by K. Garnett,58,61
229,3,7:39.0,,R. Jackson misses technical free throw,58,61
230,3,7:39.0,,Offensive rebound by Team,58,61
231,3,7:29.0,,A. Roberson misses 3-pt jump shot from 23 ft,58,61
232,3,7:26.0,,Offensive rebound by S. Ibaka,58,61
233,3,7:12.0,,R. Jackson makes 2-pt dunk at rim,58,63
234,3,6:50.0,Shooting foul by S. Ibaka (drawn by K. Garnett),,58,63
235,3,6:50.0,K. Garnett makes free throw 1 of 2,,59,63
236,3,6:50.0,K. Garnett makes free throw 2 of 2,,60,63
237,3,6:37.0,,S. Adams misses 2-pt jump shot from 11 ft,60,63
238,3,6:36.0,,Offensive rebound by S. Ibaka,60,63
239,3,6:36.0,,S. Ibaka makes 2-pt tip-in at rim,60,65
240,3,6:13.0,B. Lopez misses 2-pt layup at rim (block by S. Adams),,60,65
241,3,6:11.0,,Defensive rebound by S. Ibaka,60,65
242,3,6:00.0,,Def 3 sec tech foul by B. Lopez,60,65
243,3,6:00.0,,R. Jackson misses technical free throw,60,65
244,3,6:00.0,,Offensive rebound by Team,60,65
245,3,6:00.0,M. Teletović enters the game for J. Johnson,,60,65
246,3,6:00.0,A. Anderson enters the game for K. Garnett,,60,65
247,3,5:57.0,,Turnover by S. Adams (step out of bounds),60,65
248,3,5:57.0,,Oklahoma City full timeout,60,65
249,3,5:57.0,,A. Morrow enters the game for A. Roberson,60,65
250,3,5:47.0,J. Jack misses 2-pt jump shot from 12 ft,,60,65
251,3,5:46.0,,Defensive rebound by L. Thomas,60,65
252,3,5:26.0,,R. Jackson misses 2-pt jump shot from 16 ft,60,65
253,3,5:25.0,,Offensive rebound by S. Ibaka,60,65
254,3,5:15.0,,S. Ibaka makes 2-pt jump shot from 11 ft,60,67
255,3,5:00.0,Personal foul by A. Morrow (drawn by A. Anderson),,60,67
256,3,5:00.0,,K. Perkins enters the game for S. Adams,60,67
257,3,4:52.0,D. Williams misses 3-pt jump shot from 24 ft,,60,67
258,3,4:52.0,Offensive rebound by Team,,60,67
259,3,4:52.0,,Loose ball foul by L. Thomas (drawn by M. Teletović),60,67
260,3,4:46.0,M. Teletović misses 3-pt jump shot from 24 ft,,60,67
261,3,4:46.0,,Defensive rebound by K. Perkins,60,67
262,3,4:25.0,,R. Jackson misses 2-pt hook shot from 2 ft,60,67
263,3,4:24.0,,Offensive rebound by K. Perkins,60,67
264,3,4:23.0,,K. Perkins makes 2-pt layup from 1 ft,60,69
265,3,4:06.0,Personal foul by K. Perkins (drawn by B. Lopez),,60,69
266,3,4:06.0,B. Lopez makes free throw 1 of 2,,61,69
267,3,4:06.0,,S. Telfair enters the game for R. Jackson,61,69
268,3,4:06.0,B. Bogdanović enters the game for D. Williams,,61,69
269,3,4:06.0,B. Lopez makes free throw 2 of 2,,62,69
270,3,3:53.0,,A. Morrow misses 2-pt jump shot from 22 ft,62,69
271,3,3:52.0,Defensive rebound by M. Teletović,,62,69
272,3,3:40.0,A. Anderson misses 3-pt jump shot from 22 ft,,62,69
273,3,3:40.0,,Defensive rebound by L. Thomas,62,69
274,3,3:24.0,,S. Ibaka makes 2-pt layup from 2 ft,62,71
275,3,3:11.0,M. Teletović misses 3-pt jump shot from 25 ft,,62,71
276,3,3:10.0,,Defensive rebound by S. Telfair,62,71
277,3,2:47.0,,A. Morrow misses 2-pt jump shot from 10 ft,62,71
278,3,2:47.0,Defensive rebound by B. Lopez,,62,71
279,3,2:47.0,Brooklyn full timeout,,62,71
280,3,2:47.0,J. Jordan enters the game for B. Lopez,,62,71
281,3,2:47.0,,N. Collison enters the game for S. Ibaka,62,71
282,3,2:47.0,,J. Lamb enters the game for L. Thomas,62,71
283,3,2:25.0,M. Teletović makes 2-pt jump shot from 5 ft (assist by J. Jack),,64,71
284,3,2:03.0,,S. Telfair makes 3-pt jump shot from 24 ft,64,74
285,3,1:48.0,B. Bogdanović misses 2-pt jump shot from 15 ft,,64,74
286,3,1:47.0,,Defensive rebound by N. Collison,64,74
287,3,1:27.0,,Turnover by K. Perkins (traveling),64,74
288,3,1:13.0,J. Jack makes 2-pt layup from 1 ft (assist by J. Jordan),,66,74
289,3,1:13.0,Shooting foul by A. Morrow (drawn by J. Jack),,66,74
290,3,1:13.0,,L. Thomas enters the game for A. Morrow,66,74
291,3,1:13.0,J. Jack makes free throw 1 of 1,,67,74
292,3,1:01.0,,J. Lamb misses 3-pt jump shot from 24 ft,67,74
293,3,1:00.0,Defensive rebound by M. Teletović,,67,74
294,3,0:54.0,J. Jordan makes 2-pt layup from 2 ft (assist by A. Anderson),,69,74
295,3,0:37.0,,S. Telfair misses 3-pt jump shot from 24 ft,69,74
296,3,0:36.0,,Offensive rebound by N. Collison,69,74
297,3,0:33.0,,N. Collison misses 2-pt hook shot from 5 ft,69,74
298,3,0:32.0,Defensive rebound by J. Jordan,,69,74
299,3,0:11.0,J. Jack makes 2-pt layup from 1 ft,,71,74
300,3,0:00.0,,S. Telfair misses 2-pt layup from 2 ft,71,74
301,3,0:00.0,Defensive rebound by Team,,71,74
302,4,12:00.0,,Technical foul by S. Telfair,71,74
303,4,12:00.0,J. Jack makes technical free throw,,72,74
304,4,11:43.0,,N. Collison misses 2-pt hook shot from 6 ft,72,74
305,4,11:42.0,,Offensive rebound by K. Perkins,72,74
306,4,11:31.0,,S. Telfair misses 2-pt jump shot from 17 ft,72,74
307,4,11:30.0,Defensive rebound by M. Teletović,,72,74
308,4,11:11.0,J. Jack misses 2-pt jump shot from 16 ft,,72,74
309,4,11:10.0,Offensive rebound by J. Jordan,,72,74
310,4,10:57.0,M. Teletović makes 2-pt jump shot from 20 ft (assist by J. Jack),,74,74
311,4,10:30.0,,S. Telfair misses 3-pt jump shot from 24 ft,74,74
312,4,10:29.0,Defensive rebound by M. Teletović,,74,74
313,4,10:12.0,Shooting foul by L. Thomas (drawn by B. Bogdanović),,74,74
314,4,10:12.0,B. Bogdanović makes free throw 1 of 2,,75,74
315,4,10:12.0,,R. Jackson enters the game for S. Telfair,75,74
316,4,10:12.0,B. Bogdanović makes free throw 2 of 2,,76,74
317,4,9:59.0,,L. Thomas misses 2-pt hook shot from 4 ft,76,74
318,4,9:58.0,Defensive rebound by J. Jordan,,76,74
319,4,9:48.0,Turnover by J. Jordan (traveling),,76,74
320,4,9:48.0,,S. Ibaka enters the game for N. Collison,76,74
321,4,9:37.0,,R. Jackson makes 2-pt jump shot from 5 ft,76,76
322,4,9:37.0,,Shooting foul by M. Teletović (drawn by R. Jackson),76,76
323,4,9:37.0,,R. Jackson makes free throw 1 of 1,76,77
324,4,9:09.0,J. Jack misses 3-pt jump shot from 25 ft,,76,77
325,4,9:08.0,,Defensive rebound by S. Ibaka,76,77
326,4,8:53.0,,R. Jackson misses 2-pt jump shot from 5 ft,76,77
327,4,8:52.0,,Offensive rebound by S. Ibaka,76,77
328,4,8:51.0,,S. Ibaka makes 2-pt layup from 1 ft,76,79
329,4,8:35.0,Shooting foul by J. Lamb (drawn by J. Jordan),,76,79
330,4,8:35.0,Official timeout,,76,79
331,4,8:35.0,D. Williams enters the game for B. Bogdanović,,76,79
332,4,8:35.0,J. Jordan makes free throw 1 of 2,,77,79
333,4,8:35.0,J. Jordan makes free throw 2 of 2,,78,79
334,4,8:18.0,,J. Lamb makes 2-pt jump shot from 4 ft,78,81
335,4,8:03.0,Shooting foul by J. Lamb (drawn by J. Jack),,78,81
336,4,8:03.0,J. Jack makes free throw 1 of 2,,79,81
337,4,8:03.0,J. Jack makes free throw 2 of 2,,80,81
338,4,7:53.0,,Shooting foul by J. Jordan (drawn by K. Perkins),80,81
339,4,7:53.0,,K. Perkins makes free throw 1 of 2,80,82
340,4,7:53.0,J. Johnson enters the game for J. Jack,,80,82
341,4,7:53.0,B. Lopez enters the game for J. Jordan,,80,82
342,4,7:53.0,,K. Perkins makes free throw 2 of 2,80,83
343,4,7:39.0,M. Teletović misses 3-pt jump shot from 23 ft,,80,83
344,4,7:38.0,Offensive rebound by D. Williams,,80,83
345,4,7:29.0,Shooting foul by K. Perkins (drawn by D. Williams),,80,83
346,4,7:29.0,D. Williams makes free throw 1 of 2,,81,83
347,4,7:29.0,D. Williams makes free throw 2 of 2,,82,83
348,4,7:15.0,,S. Ibaka misses 3-pt jump shot from 24 ft,82,83
349,4,7:15.0,Defensive rebound by A. Anderson,,82,83
350,4,7:03.0,B. Lopez makes 2-pt jump shot from 5 ft (assist by M. Teletović),,84,83
351,4,6:49.0,,J. Lamb misses 2-pt jump shot from 19 ft,84,83
352,4,6:49.0,Defensive rebound by B. Lopez,,84,83
353,4,6:40.0,D. Williams makes 2-pt layup at rim,,86,83
354,4,6:40.0,,Oklahoma City full timeout,86,83
355,4,6:40.0,,A. Roberson enters the game for K. Perkins,86,83
356,4,6:40.0,,S. Adams enters the game for J. Lamb,86,83
357,4,6:23.0,,L. Thomas misses 2-pt jump shot from 17 ft,86,83
358,4,6:23.0,Defensive rebound by M. Teletović,,86,83
359,4,6:12.0,Personal foul by S. Ibaka (drawn by B. Lopez),,86,83
360,4,6:12.0,B. Lopez makes free throw 1 of 2,,87,83
361,4,6:12.0,B. Lopez makes free throw 2 of 2,,88,83
362,4,5:56.0,,S. Ibaka misses 2-pt layup from 2 ft (block by M. Teletović),88,83
363,4,5:54.0,Defensive rebound by A. Anderson,,88,83
364,4,5:37.0,D. Williams makes 2-pt jump shot from 9 ft,,90,83
365,4,5:37.0,,Oklahoma City full timeout,90,83
366,4,5:37.0,,A. Morrow enters the game for L. Thomas,90,83
367,4,5:13.0,,R. Jackson misses 3-pt jump shot from 25 ft,90,83
368,4,5:13.0,,Offensive rebound by Team,90,83
369,4,5:13.0,,Turnover by Team (shot clock),90,83
370,4,5:00.0,Turnover by J. Johnson (bad pass; steal by A. Roberson),,90,83
371,4,4:54.0,,Offensive foul by S. Adams (drawn by D. Williams),90,83
372,4,4:54.0,,Turnover by S. Adams (offensive foul),90,83
373,4,4:54.0,J. Jack enters the game for A. Anderson,,90,83
374,4,4:39.0,D. Williams misses 2-pt jump shot from 16 ft,,90,83
375,4,4:38.0,,Defensive rebound by A. Roberson,90,83
376,4,4:32.0,,A. Morrow misses 3-pt jump shot from 25 ft,90,83
377,4,4:30.0,Defensive rebound by Team,,90,83
378,4,4:29.0,Brooklyn full timeout,,90,83
379,4,4:16.0,B. Lopez misses 2-pt hook shot from 9 ft,,90,83
380,4,4:15.0,,Defensive rebound by S. Adams,90,83
381,4,4:07.0,,R. Jackson makes 2-pt layup from 1 ft,90,85
382,4,3:46.0,M. Teletović misses 3-pt jump shot from 25 ft,,90,85
383,4,3:45.0,,Defensive rebound by A. Morrow,90,85
384,4,3:40.0,,Shooting foul by M. Teletović (drawn by S. Adams),90,85
385,4,3:40.0,,S. Adams misses free throw 1 of 2,90,85
386,4,3:40.0,,Offensive rebound by Team,90,85
387,4,3:40.0,,S. Adams misses free throw 2 of 2,90,85
