,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
105,1,0:43.0,P. Gasol makes 2-pt layup from 1 ft (assist by K. Hinrich),,19,25
106,1,0:35.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,19,25
107,1,0:34.0,Defensive rebound by T. Snell,,19,25
108,1,0:23.0,P. Gasol misses 2-pt jump shot from 5 ft,,19,25
109,1,0:21.0,,Defensive rebound by A. Baynes,19,25
110,1,0:03.0,,M. Bonner misses 2-pt jump shot from 10 ft,19,25
111,1,0:02.0,Defensive rebound by P. Gasol,,19,25
112,2,11:36.0,,P. Mills makes 3-pt jump shot from 24 ft,19,28
113,2,11:24.0,Turnover by J. Noah (bad pass; steal by A. Baynes),,19,28
114,2,11:14.0,,P. Mills misses 3-pt jump shot from 24 ft,19,28
115,2,11:13.0,Defensive rebound by D. McDermott,,19,28
116,2,11:02.0,K. Hinrich misses 2-pt jump shot from 14 ft,,19,28
117,2,11:02.0,Offensive rebound by Team,,19,28
118,2,11:02.0,,Loose ball foul by M. Bonner (drawn by N. Mirotić),19,28
119,2,11:02.0,T. Snell enters the game for D. McDermott,,19,28
120,2,10:54.0,,Violation by A. Baynes (def goaltending),19,28
121,2,10:54.0,N. Mirotić makes 2-pt layup at rim (assist by K. Hinrich),,21,28
122,2,10:37.0,,Turnover by M. Ginóbili (bad pass; steal by N. Mirotić),21,28
123,2,10:33.0,E. Moore makes 2-pt layup at rim,,23,28
124,2,10:27.0,,M. Ginóbili makes 2-pt layup from 1 ft,23,30
125,2,10:07.0,Turnover by J. Noah (lost ball),,23,30
126,2,10:07.0,D. McDermott enters the game for T. Snell,,23,30
127,2,9:50.0,,P. Mills makes 2-pt jump shot from 18 ft,23,32
128,2,9:33.0,N. Mirotić misses 3-pt jump shot from 24 ft,,23,32
129,2,9:32.0,,Defensive rebound by M. Ginóbili,23,32
130,2,9:24.0,,M. Ginóbili misses 3-pt jump shot from 24 ft,23,32
131,2,9:23.0,Defensive rebound by K. Hinrich,,23,32
132,2,9:10.0,Turnover by K. Hinrich (bad pass; steal by M. Ginóbili),,23,32
133,2,9:05.0,,M. Ginóbili makes 2-pt layup at rim,23,34
134,2,8:52.0,D. McDermott misses 2-pt jump shot from 20 ft,,23,34
135,2,8:51.0,,Defensive rebound by P. Mills,23,34
136,2,8:44.0,,M. Belinelli makes 3-pt jump shot from 25 ft,23,37
137,2,8:37.0,Chicago full timeout,,23,37
138,2,8:37.0,,D. Green enters the game for M. Ginóbili,23,37
139,2,8:28.0,E. Moore makes 2-pt layup at rim,,25,37
140,2,8:09.0,,M. Bonner misses 2-pt jump shot from 6 ft (block by N. Mirotić),25,37
141,2,8:07.0,Defensive rebound by N. Mirotić,,25,37
142,2,7:54.0,N. Mirotić misses 2-pt jump shot from 6 ft,,25,37
143,2,7:52.0,,Defensive rebound by A. Baynes,25,37
144,2,7:48.0,,Personal foul by D. McDermott (drawn by M. Belinelli),25,37
145,2,7:37.0,,P. Mills misses 2-pt jump shot from 6 ft,25,37
146,2,7:36.0,Defensive rebound by J. Noah,,25,37
147,2,7:26.0,D. McDermott makes 3-pt jump shot from 25 ft (assist by J. Noah),,28,37
148,2,7:24.0,,San Antonio full timeout,28,37
149,2,7:24.0,,T. Duncan enters the game for A. Baynes,28,37
150,2,7:24.0,,T. Parker enters the game for P. Mills,28,37
151,2,7:24.0,,K. Leonard enters the game for M. Bonner,28,37
152,2,7:13.0,,Shooting foul by D. McDermott (drawn by M. Belinelli),28,37
153,2,7:13.0,,M. Belinelli makes free throw 1 of 2,28,38
154,2,7:13.0,,M. Belinelli makes free throw 2 of 2,28,39
155,2,7:05.0,Personal foul by M. Belinelli (drawn by D. McDermott),,28,39
156,2,6:48.0,E. Moore makes 2-pt jump shot from 9 ft,,30,39
157,2,6:31.0,,T. Parker misses 2-pt jump shot from 15 ft,30,39
158,2,6:30.0,Defensive rebound by D. McDermott,,30,39
159,2,6:13.0,D. McDermott misses 2-pt jump shot from 17 ft,,30,39
160,2,6:12.0,,Defensive rebound by T. Parker,30,39
161,2,6:07.0,,T. Parker misses 2-pt layup at rim,30,39
162,2,6:05.0,Defensive rebound by K. Hinrich,,30,39
163,2,5:43.0,Turnover by K. Hinrich (lost ball; steal by M. Belinelli),,30,39
164,2,5:38.0,,Turnover by T. Duncan (bad pass; steal by D. McDermott),30,39
165,2,5:23.0,Turnover by N. Mirotić (bad pass; steal by D. Green),,30,39
166,2,5:18.0,,D. Green makes 2-pt dunk at rim,30,41
167,2,5:07.0,Chicago full timeout,,30,41
168,2,5:07.0,P. Gasol enters the game for J. Noah,,30,41
169,2,4:50.0,P. Gasol misses 2-pt jump shot from 10 ft,,30,41
170,2,4:48.0,Offensive rebound by P. Gasol,,30,41
171,2,4:48.0,P. Gasol makes 2-pt tip-in at rim,,32,41
172,2,4:30.0,,Shooting foul by N. Mirotić (drawn by T. Duncan),32,41
173,2,4:30.0,,T. Duncan makes free throw 1 of 2,32,42
174,2,4:30.0,A. Brooks enters the game for K. Hinrich,,32,42
175,2,4:30.0,,T. Duncan makes free throw 2 of 2,32,43
176,2,4:19.0,P. Gasol misses 2-pt jump shot from 17 ft,,32,43
177,2,4:18.0,,Defensive rebound by K. Leonard,32,43
178,2,4:11.0,,D. Green makes 3-pt jump shot from 22 ft (assist by M. Belinelli),32,46
179,2,3:57.0,Turnover by N. Mirotić (lost ball; steal by K. Leonard),,32,46
180,2,3:53.0,,K. Leonard makes 2-pt dunk at rim,32,48
181,2,3:44.0,Chicago full timeout,,32,48
182,2,3:44.0,T. Snell enters the game for D. McDermott,,32,48
183,2,3:44.0,Personal foul by T. Parker (drawn by A. Brooks),,32,48
184,2,3:38.0,Shooting foul by T. Parker (drawn by A. Brooks),,32,48
185,2,3:38.0,A. Brooks makes free throw 1 of 2,,33,48
186,2,3:38.0,A. Brooks makes free throw 2 of 2,,34,48
187,2,3:21.0,,D. Green misses 2-pt jump shot from 5 ft,34,48
188,2,3:19.0,,Offensive rebound by K. Leonard,34,48
189,2,3:03.0,,D. Green misses 3-pt jump shot from 25 ft,34,48
190,2,3:01.0,Defensive rebound by T. Snell,,34,48
191,2,2:50.0,A. Brooks makes 2-pt layup from 1 ft,,36,48
192,2,2:27.0,,K. Leonard makes 2-pt jump shot from 6 ft,36,50
193,2,2:14.0,P. Gasol misses 2-pt jump shot from 19 ft,,36,50
194,2,2:13.0,,Defensive rebound by D. Green,36,50
195,2,2:04.0,,T. Duncan misses 2-pt jump shot from 14 ft,36,50
196,2,2:02.0,Defensive rebound by P. Gasol,,36,50
197,2,2:00.0,,M. Ginóbili enters the game for M. Belinelli,36,50
198,2,1:56.0,N. Mirotić misses 2-pt jump shot from 14 ft,,36,50
199,2,1:55.0,,Defensive rebound by T. Duncan,36,50
200,2,1:51.0,,T. Parker makes 2-pt layup from 1 ft,36,52
201,2,1:26.0,E. Moore misses 2-pt jump shot from 12 ft (block by M. Ginóbili),,36,52
202,2,1:25.0,,Defensive rebound by K. Leonard,36,52
203,2,1:19.0,,K. Leonard misses 2-pt jump shot from 7 ft,36,52
204,2,1:16.0,,Offensive rebound by T. Duncan,36,52
205,2,1:13.0,,Shooting foul by P. Gasol (drawn by T. Duncan),36,52
206,2,1:13.0,,T. Duncan misses free throw 1 of 2,36,52
207,2,1:13.0,,Offensive rebound by Team,36,52
208,2,1:13.0,,T. Duncan makes free throw 2 of 2,36,53
209,2,0:59.0,N. Mirotić misses 3-pt jump shot from 23 ft,,36,53
210,2,0:57.0,,Defensive rebound by T. Duncan,36,53
211,2,0:53.0,,Shooting foul by E. Moore (drawn by T. Parker),36,53
212,2,0:53.0,,T. Parker makes free throw 1 of 2,36,54
213,2,0:53.0,,T. Parker makes free throw 2 of 2,36,55
214,2,0:29.0,N. Mirotić makes 2-pt jump shot from 13 ft,,38,55
215,2,0:06.0,,D. Green misses 3-pt jump shot from 23 ft,38,55
216,2,0:05.0,Defensive rebound by P. Gasol,,38,55
217,2,0:05.0,Personal foul by T. Duncan (drawn by P. Gasol),,38,55
218,2,0:05.0,P. Gasol makes free throw 1 of 2,,39,55
219,2,0:05.0,K. Hinrich enters the game for A. Brooks,,39,55
220,2,0:05.0,P. Gasol misses free throw 2 of 2,,39,55
221,2,0:04.0,,Defensive rebound by T. Duncan,39,55
222,2,0:01.0,Loose ball foul by P. Gasol (drawn by M. Ginóbili),,39,55
223,2,0:01.0,,M. Ginóbili makes free throw 1 of 2,39,56
224,2,0:01.0,,M. Ginóbili makes free throw 2 of 2,39,57
225,3,11:41.0,,T. Duncan misses 2-pt jump shot from 11 ft,39,57
226,3,11:40.0,,Offensive rebound by K. Leonard,39,57
227,3,11:33.0,,K. Leonard misses 3-pt jump shot from 23 ft,39,57
228,3,11:32.0,,Offensive rebound by T. Parker,39,57
229,3,11:22.0,,K. Leonard misses 2-pt jump shot from 10 ft,39,57
230,3,11:21.0,Defensive rebound by P. Gasol,,39,57
231,3,11:02.0,T. Snell misses 3-pt jump shot from 24 ft,,39,57
232,3,11:01.0,,Defensive rebound by T. Duncan,39,57
233,3,10:54.0,,T. Parker misses 2-pt jump shot from 14 ft,39,57
234,3,10:53.0,Defensive rebound by J. Noah,,39,57
235,3,10:42.0,P. Gasol makes 2-pt dunk at rim (assist by A. Brooks),,41,57
236,3,10:30.0,,Personal foul by M. Dunleavy (drawn by K. Leonard),41,57
237,3,10:17.0,,T. Duncan misses 2-pt jump shot from 19 ft,41,57
238,3,10:16.0,Defensive rebound by T. Snell,,41,57
239,3,10:04.0,M. Dunleavy makes 3-pt jump shot from 25 ft (assist by J. Noah),,44,57
240,3,10:04.0,,San Antonio full timeout,44,57
241,3,9:43.0,,Personal foul by M. Dunleavy (drawn by K. Leonard),44,57
242,3,9:43.0,,K. Leonard makes free throw 1 of 2,44,58
243,3,9:43.0,,K. Leonard makes free throw 2 of 2,44,59
244,3,9:24.0,T. Snell misses 2-pt jump shot from 17 ft,,44,59
245,3,9:23.0,Offensive rebound by J. Noah,,44,59
246,3,9:16.0,A. Brooks makes 3-pt jump shot from 26 ft (assist by J. Noah),,47,59
247,3,9:01.0,,Personal foul by J. Noah (drawn by T. Duncan),47,59
248,3,8:50.0,,T. Duncan misses 2-pt jump shot from 16 ft,47,59
249,3,8:49.0,Defensive rebound by P. Gasol,,47,59
250,3,8:48.0,Turnover by P. Gasol (lost ball; steal by K. Leonard),,47,59
251,3,8:48.0,,Personal foul by A. Brooks (drawn by K. Leonard),47,59
252,3,8:35.0,,D. Green makes 3-pt jump shot from 25 ft (assist by T. Duncan),47,62
253,3,8:15.0,Shooting foul by D. Green (drawn by A. Brooks),,47,62
254,3,8:15.0,A. Brooks makes free throw 1 of 2,,48,62
255,3,8:15.0,A. Brooks misses free throw 2 of 2,,48,62
256,3,8:14.0,Offensive rebound by J. Noah,,48,62
257,3,8:14.0,J. Noah makes 2-pt tip-in from 1 ft,,50,62
258,3,7:56.0,,T. Parker misses 2-pt jump shot from 20 ft,50,62
259,3,7:56.0,Defensive rebound by Team,,50,62
260,3,7:56.0,,Loose ball foul by T. Splitter (drawn by P. Gasol),50,62
261,3,7:45.0,T. Snell misses 3-pt jump shot from 24 ft,,50,62
262,3,7:44.0,,Defensive rebound by T. Duncan,50,62
263,3,7:38.0,,K. Leonard makes 2-pt jump shot from 11 ft (assist by T. Parker),50,64
264,3,7:13.0,A. Brooks misses 3-pt jump shot from 27 ft,,50,64
265,3,7:13.0,Offensive rebound by Team,,50,64
266,3,7:13.0,Turnover by Team (shot clock),,50,64
267,3,7:06.0,,T. Parker makes 2-pt layup at rim,50,66
268,3,6:48.0,M. Dunleavy makes 2-pt jump shot from 16 ft (assist by J. Noah),,52,66
269,3,6:24.0,,T. Parker makes 2-pt jump shot from 12 ft,52,68
270,3,6:08.0,Shooting foul by T. Duncan (drawn by A. Brooks),,52,68
271,3,6:08.0,A. Brooks makes free throw 1 of 2,,53,68
272,3,6:08.0,A. Brooks makes free throw 2 of 2,,54,68
273,3,5:50.0,,Personal foul by A. Brooks (drawn by T. Parker),54,68
274,3,5:50.0,,T. Parker misses free throw 1 of 2,54,68
275,3,5:50.0,,Offensive rebound by Team,54,68
276,3,5:50.0,,T. Parker makes free throw 2 of 2,54,69
277,3,5:38.0,M. Dunleavy makes 3-pt jump shot from 26 ft (assist by J. Noah),,57,69
278,3,5:21.0,,T. Parker makes 2-pt jump shot from 19 ft (assist by D. Green),57,71
279,3,5:12.0,Shooting foul by T. Duncan (drawn by M. Dunleavy),,57,71
280,3,5:12.0,M. Dunleavy makes free throw 1 of 2,,58,71
281,3,5:12.0,,M. Ginóbili enters the game for D. Green,58,71
282,3,5:12.0,M. Dunleavy makes free throw 2 of 2,,59,71
283,3,4:58.0,,T. Parker makes 2-pt layup from 1 ft,59,73
284,3,4:42.0,P. Gasol makes 2-pt dunk at rim,,61,73
285,3,4:24.0,,T. Parker makes 2-pt jump shot from 18 ft,61,75
286,3,4:21.0,Chicago full timeout,,61,75
287,3,4:21.0,,A. Baynes enters the game for T. Splitter,61,75
288,3,4:21.0,N. Mohammed enters the game for J. Noah,,61,75
289,3,4:21.0,K. Hinrich enters the game for A. Brooks,,61,75
290,3,4:21.0,E. Moore enters the game for T. Snell,,61,75
291,3,4:10.0,,Violation by T. Duncan (kicked ball),61,75
292,3,3:55.0,N. Mohammed makes 2-pt layup from 2 ft (assist by E. Moore),,63,75
293,3,3:42.0,,Turnover by T. Parker (bad pass),63,75
294,3,3:21.0,N. Mohammed makes 2-pt jump shot from 10 ft (assist by K. Hinrich),,65,75
295,3,3:06.0,,Turnover by A. Baynes (lost ball; steal by N. Mohammed),65,75
296,3,3:04.0,Personal foul by M. Ginóbili (drawn by M. Dunleavy),,65,75
297,3,3:04.0,M. Dunleavy makes free throw 1 of 2,,66,75
298,3,3:04.0,M. Dunleavy makes free throw 2 of 2,,67,75
299,3,2:46.0,,T. Parker makes 2-pt jump shot from 6 ft,67,77
300,3,2:36.0,Turnover by N. Mohammed (bad pass; steal by T. Parker),,67,77
301,3,2:31.0,,T. Parker makes 2-pt layup at rim,67,79
302,3,2:14.0,Shooting foul by A. Baynes (drawn by P. Gasol),,67,79
303,3,2:14.0,P. Gasol makes free throw 1 of 2,,68,79
304,3,2:14.0,,P. Mills enters the game for T. Parker,68,79
305,3,2:14.0,P. Gasol makes free throw 2 of 2,,69,79
306,3,2:08.0,,Personal foul by E. Moore (drawn by M. Ginóbili),69,79
307,3,2:08.0,,M. Ginóbili makes free throw 1 of 2,69,80
308,3,2:08.0,,M. Ginóbili makes free throw 2 of 2,69,81
309,3,1:58.0,Turnover by E. Moore (bad pass; steal by M. Ginóbili),,69,81
310,3,1:54.0,,Turnover by M. Ginóbili (bad pass; steal by E. Moore),69,81
311,3,1:51.0,P. Gasol makes 2-pt dunk at rim (assist by N. Mohammed),,71,81
312,3,1:38.0,,P. Mills makes 2-pt layup from 1 ft (assist by T. Duncan),71,83
313,3,1:22.0,Personal foul by M. Ginóbili (drawn by P. Gasol),,71,83
314,3,1:22.0,P. Gasol makes free throw 1 of 2,,72,83
315,3,1:22.0,P. Gasol makes free throw 2 of 2,,73,83
316,3,1:11.0,,M. Ginóbili makes 2-pt jump shot from 11 ft,73,85
317,3,0:53.0,N. Mohammed makes 2-pt dunk at rim (assist by K. Hinrich),,75,85
318,3,0:41.0,,K. Leonard makes 2-pt jump shot from 15 ft,75,87
319,3,0:28.0,P. Gasol misses 2-pt jump shot from 8 ft,,75,87
320,3,0:27.0,Offensive rebound by N. Mohammed,,75,87
321,3,0:26.0,N. Mohammed makes 2-pt layup from 1 ft,,77,87
322,3,0:02.0,,T. Duncan misses 3-pt jump shot from 25 ft,77,87
323,3,0:00.0,,Offensive rebound by M. Ginóbili,77,87
324,4,11:41.0,E. Moore misses 2-pt jump shot from 14 ft,,77,87
325,4,11:40.0,,Defensive rebound by M. Ginóbili,77,87
326,4,11:33.0,,K. Leonard makes 2-pt jump shot from 13 ft,77,89
327,4,11:21.0,Turnover by M. Dunleavy (lost ball; steal by K. Leonard),,77,89
328,4,11:16.0,,K. Leonard makes 2-pt dunk at rim,77,91
329,4,10:51.0,Offensive foul by J. Noah (drawn by P. Mills),,77,91
330,4,10:51.0,Turnover by J. Noah (offensive foul),,77,91
331,4,10:29.0,,K. Leonard misses 3-pt jump shot from 26 ft,77,91
332,4,10:28.0,Defensive rebound by J. Noah,,77,91
333,4,10:19.0,Turnover by M. Dunleavy (lost ball; steal by P. Mills),,77,91
334,4,10:18.0,,Personal foul by K. Hinrich (drawn by P. Mills),77,91
335,4,10:18.0,T. Snell enters the game for M. Dunleavy,,77,91
336,4,10:18.0,,M. Belinelli enters the game for K. Leonard,77,91
337,4,10:06.0,,Turnover by M. Belinelli (bad pass; steal by E. Moore),77,91
338,4,9:53.0,Turnover by N. Mirotić (traveling),,77,91
339,4,9:43.0,,P. Mills makes 2-pt jump shot from 20 ft,77,93
340,4,9:29.0,Personal foul by M. Ginóbili (drawn by K. Hinrich),,77,93
341,4,9:29.0,D. McDermott enters the game for E. Moore,,77,93
342,4,9:27.0,Offensive foul by J. Noah (drawn by M. Ginóbili),,77,93
343,4,9:27.0,Turnover by J. Noah (offensive foul),,77,93
344,4,9:11.0,,P. Mills misses 2-pt jump shot from 22 ft,77,93
345,4,9:10.0,Defensive rebound by J. Noah,,77,93
346,4,8:59.0,K. Hinrich makes 2-pt jump shot from 16 ft,,79,93
347,4,8:49.0,,Turnover by A. Baynes (bad pass; steal by T. Snell),79,93
348,4,8:45.0,N. Mirotić makes 2-pt layup at rim (assist by J. Noah),,81,93
349,4,8:45.0,Shooting foul by M. Belinelli (drawn by N. Mirotić),,81,93
350,4,8:45.0,Official timeout,,81,93
351,4,8:45.0,,K. Leonard enters the game for B. Diaw,81,93
352,4,8:45.0,,T. Splitter enters the game for A. Baynes,81,93
353,4,8:45.0,N. Mirotić makes free throw 1 of 1,,82,93
354,4,8:30.0,,Personal foul by J. Noah (drawn by M. Ginóbili),82,93
355,4,8:19.0,,K. Leonard misses 3-pt jump shot from 24 ft,82,93
356,4,8:17.0,Defensive rebound by Team,,82,93
357,4,8:07.0,D. McDermott misses 2-pt jump shot from 15 ft,,82,93
358,4,8:06.0,,Defensive rebound by Team,82,93
359,4,7:42.0,,M. Belinelli misses 3-pt jump shot from 24 ft,82,93
360,4,7:41.0,Defensive rebound by T. Snell,,82,93
361,4,7:28.0,D. McDermott misses 2-pt jump shot from 8 ft,,82,93
362,4,7:27.0,Offensive rebound by N. Mirotić,,82,93
363,4,7:24.0,K. Hinrich makes 3-pt jump shot from 25 ft (assist by N. Mirotić),,85,93
364,4,7:12.0,,K. Leonard misses 2-pt jump shot from 16 ft,85,93
365,4,7:11.0,Defensive rebound by K. Hinrich,,85,93
366,4,7:02.0,K. Hinrich misses 2-pt jump shot from 17 ft,,85,93
367,4,7:01.0,,Defensive rebound by M. Ginóbili,85,93
368,4,6:53.0,,P. Mills makes 3-pt jump shot from 24 ft (assist by M. Belinelli),85,96
369,4,6:35.0,Turnover by Team (back court),,85,96
370,4,6:35.0,,T. Parker enters the game for P. Mills,85,96
371,4,6:21.0,,M. Ginóbili makes 3-pt jump shot from 25 ft (assist by T. Parker),85,99
372,4,6:21.0,Chicago full timeout,,85,99
373,4,6:21.0,A. Brooks enters the game for K. Hinrich,,85,99
374,4,6:21.0,E. Moore enters the game for D. McDermott,,85,99
375,4,6:09.0,Turnover by J. Noah (bad pass; steal by M. Belinelli),,85,99
376,4,5:53.0,,T. Parker makes 3-pt jump shot from 23 ft (assist by M. Belinelli),85,102
377,4,5:39.0,N. Mirotić makes 2-pt layup from 1 ft (assist by J. Noah),,87,102
378,4,5:39.0,Shooting foul by T. Splitter (drawn by N. Mirotić),,87,102
379,4,5:39.0,P. Gasol enters the game for J. Noah,,87,102
380,4,5:39.0,M. Dunleavy enters the game for T. Snell,,87,102
381,4,5:39.0,N. Mirotić makes free throw 1 of 1,,88,102
382,4,5:25.0,,K. Leonard misses 2-pt layup from 2 ft (block by N. Mirotić),88,102
