,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MEMPHIS_ACTION,PHILADELPHIA_SCORE,MEMPHIS_SCORE
438,4,1:28.0,,Defensive rebound by N. Calathes,81,98
439,4,1:11.0,,Turnover by J. Leuer (bad pass; steal by K. McDaniels),81,98
440,4,1:05.0,Turnover by K. McDaniels (lost ball; steal by N. Calathes),,81,98
441,4,1:02.0,,Shooting foul by J. Grant (drawn by K. Koufos),81,98
442,4,1:02.0,,K. Koufos misses free throw 1 of 2,81,98
443,4,1:02.0,,Offensive rebound by Team,81,98
444,4,1:02.0,,K. Koufos makes free throw 2 of 2,81,99
445,4,0:50.0,K. McDaniels misses 2-pt jump shot from 6 ft,,81,99
446,4,0:49.0,Offensive rebound by M. Thomas,,81,99
447,4,0:44.0,K. McDaniels misses 3-pt jump shot from 23 ft,,81,99
448,4,0:42.0,,Defensive rebound by V. Carter,81,99
449,4,0:24.0,,N. Calathes makes 2-pt jump shot from 7 ft,81,101
450,4,0:08.0,J. Grant makes 2-pt dunk at rim,,83,101
