,QUARTER,TIME_REMAINING,PHOENIX_ACTION,ATLANTA_ACTION,PHOENIX_SCORE,ATLANTA_SCORE
54,1,5:44.0,M. Morris misses 2-pt jump shot from 10 ft,,8,12
55,1,5:43.0,,Defensive rebound by K. Bazemore,8,12
56,1,5:32.0,,D. Carroll makes 2-pt jump shot from 19 ft (assist by P. Antić),8,14
57,1,5:13.0,E. Bledsoe makes 2-pt layup at rim,,10,14
58,1,5:13.0,Shooting foul by M. Scott (drawn by E. Bledsoe),,10,14
59,1,5:13.0,G. Green enters the game for M. Morris,,10,14
60,1,5:13.0,E. Bledsoe makes free throw 1 of 1,,11,14
61,1,5:00.0,,D. Carroll makes 2-pt jump shot from 10 ft,11,16
62,1,4:46.0,G. Green makes 2-pt jump shot from 12 ft (assist by E. Bledsoe),,13,16
63,1,4:35.0,,Turnover by P. Antić (bad pass; steal by P. Tucker),13,16
64,1,4:29.0,B. Wright makes 2-pt dunk at rim (assist by P. Tucker),,15,16
65,1,4:29.0,,Atlanta full timeout,15,16
66,1,4:29.0,,D. Schröder enters the game for J. Teague,15,16
67,1,4:29.0,J. McNeal enters the game for E. Bledsoe,,15,16
68,1,4:12.0,,Turnover by D. Schröder (lost ball; steal by T. Warren),15,16
69,1,3:48.0,G. Green misses 3-pt jump shot from 25 ft,,15,16
70,1,3:47.0,,Defensive rebound by D. Carroll,15,16
71,1,3:30.0,,P. Antić makes 3-pt jump shot from 25 ft (assist by D. Schröder),15,19
72,1,3:09.0,T. Warren misses 2-pt layup at rim,,15,19
73,1,3:06.0,,Defensive rebound by M. Scott,15,19
74,1,2:58.0,,Personal foul by T. Warren (drawn by P. Antić),15,19
75,1,2:58.0,,S. Mack enters the game for D. Carroll,15,19
76,1,2:51.0,,S. Mack misses 2-pt jump shot from 7 ft (block by B. Wright),15,19
77,1,2:48.0,Defensive rebound by J. McNeal,,15,19
78,1,2:45.0,J. McNeal misses 2-pt layup at rim,,15,19
79,1,2:43.0,,Defensive rebound by S. Mack,15,19
80,1,2:29.0,,D. Schröder makes 2-pt jump shot from 19 ft,15,21
81,1,2:15.0,Turnover by T. Warren (lost ball),,15,21
82,1,2:04.0,,D. Schröder misses 2-pt layup at rim (block by B. Wright),15,21
83,1,2:04.0,,Offensive rebound by P. Antić,15,21
84,1,2:04.0,,Shooting foul by P. Tucker (drawn by P. Antić),15,21
85,1,2:04.0,,P. Antić makes free throw 1 of 2,15,22
86,1,2:04.0,M. Morris enters the game for B. Wright,,15,22
87,1,2:04.0,,P. Antić makes free throw 2 of 2,15,23
88,1,1:39.0,P. Tucker misses 2-pt jump shot from 20 ft,,15,23
89,1,1:38.0,,Defensive rebound by D. Schröder,15,23
90,1,1:32.0,,Turnover by D. Schröder (discontinued dribble),15,23
91,1,1:21.0,Personal foul by P. Antić (drawn by M. Morris),,15,23
92,1,1:21.0,,Technical foul by P. Antić,15,23
93,1,1:21.0,Technical foul by M. Morris,,15,23
94,1,1:21.0,,A. Horford enters the game for M. Scott,15,23
95,1,1:21.0,,K. Korver enters the game for S. Mack,15,23
96,1,1:07.0,T. Warren misses 2-pt jump shot from 1 ft,,15,23
97,1,1:06.0,Offensive rebound by T. Warren,,15,23
98,1,1:06.0,T. Warren misses 2-pt tip-in from 1 ft,,15,23
99,1,1:05.0,,Defensive rebound by P. Antić,15,23
100,1,1:00.0,,Turnover by D. Schröder (bad pass; steal by T. Warren),15,23
101,1,0:45.0,Turnover by J. McNeal (bad pass; steal by K. Bazemore),,15,23
102,1,0:41.0,,Turnover by K. Bazemore (step out of bounds),15,23
103,1,0:31.0,G. Green makes 2-pt layup from 2 ft,,17,23
104,1,0:31.0,Shooting foul by A. Horford (drawn by G. Green),,17,23
105,1,0:31.0,G. Green misses free throw 1 of 1,,17,23
106,1,0:31.0,,Defensive rebound by P. Antić,17,23
107,1,0:10.0,,A. Horford misses 2-pt jump shot from 6 ft,17,23
108,1,0:09.0,,Offensive rebound by K. Bazemore,17,23
109,1,0:09.0,,Shooting foul by T. Warren (drawn by K. Bazemore),17,23
110,1,0:09.0,,K. Bazemore makes free throw 1 of 2,17,24
111,1,0:09.0,,K. Bazemore misses free throw 2 of 2,17,24
112,1,0:09.0,Defensive rebound by M. Morris,,17,24
113,2,11:43.0,M. Morris makes 3-pt jump shot from 22 ft (assist by E. Bledsoe),,20,24
114,2,11:28.0,,A. Horford makes 2-pt hook shot from 6 ft,20,26
115,2,11:11.0,Shooting foul by M. Muscala (drawn by A. Goodwin),,20,26
116,2,11:11.0,A. Goodwin makes free throw 1 of 2,,21,26
117,2,11:11.0,,T. Sefolosha enters the game for K. Bazemore,21,26
118,2,11:11.0,A. Goodwin makes free throw 2 of 2,,22,26
119,2,10:58.0,,K. Korver makes 2-pt layup at rim (assist by A. Horford),22,28
120,2,10:48.0,G. Green misses 2-pt jump shot from 6 ft,,22,28
121,2,10:45.0,Offensive rebound by M. Morris,,22,28
122,2,10:45.0,Personal foul by K. Korver (drawn by M. Morris),,22,28
123,2,10:41.0,Turnover by E. Bledsoe (bad pass),,22,28
124,2,10:36.0,,K. Korver misses 3-pt jump shot from 25 ft,22,28
125,2,10:35.0,Defensive rebound by E. Bledsoe,,22,28
126,2,10:22.0,A. Goodwin misses 2-pt layup from 2 ft,,22,28
127,2,10:21.0,,Defensive rebound by M. Muscala,22,28
128,2,10:10.0,,Personal foul by M. Morris (drawn by A. Horford),22,28
129,2,10:04.0,,J. Teague misses 2-pt jump shot from 6 ft (block by M. Morris),22,28
130,2,10:02.0,,Offensive rebound by J. Teague,22,28
131,2,9:59.0,,J. Teague makes 3-pt jump shot from 24 ft,22,31
132,2,9:43.0,M. Morris misses 2-pt jump shot from 10 ft,,22,31
133,2,9:41.0,,Defensive rebound by K. Korver,22,31
134,2,9:33.0,,K. Korver misses 3-pt jump shot from 28 ft,22,31
135,2,9:31.0,Defensive rebound by M. Morris,,22,31
136,2,9:27.0,Turnover by A. Goodwin (bad pass; steal by J. Teague),,22,31
137,2,9:18.0,,M. Muscala makes 2-pt jump shot from 18 ft (assist by J. Teague),22,33
138,2,8:56.0,Shooting foul by M. Muscala (drawn by A. Goodwin),,22,33
139,2,8:56.0,Official timeout,,22,33
140,2,8:56.0,A. Goodwin makes free throw 1 of 2,,23,33
141,2,8:56.0,A. Goodwin makes free throw 2 of 2,,24,33
142,2,8:42.0,,T. Sefolosha misses 2-pt jump shot from 21 ft,24,33
143,2,8:38.0,Defensive rebound by M. Morris,,24,33
144,2,8:23.0,G. Green makes 3-pt jump shot from 24 ft (assist by M. Morris),,27,33
145,2,8:07.0,,A. Horford makes 2-pt layup from 2 ft,27,35
146,2,7:41.0,A. Goodwin misses 2-pt jump shot from 16 ft,,27,35
147,2,7:38.0,,Defensive rebound by T. Sefolosha,27,35
148,2,7:33.0,,T. Sefolosha makes 2-pt layup from 1 ft,27,37
149,2,7:07.0,M. Morris makes 2-pt jump shot from 7 ft (assist by A. Goodwin),,29,37
150,2,6:53.0,,J. Teague makes 2-pt layup from 1 ft,29,39
151,2,6:34.0,M. Morris makes 2-pt jump shot from 17 ft (assist by E. Bledsoe),,31,39
152,2,6:27.0,,Atlanta full timeout,31,39
153,2,6:27.0,,M. Scott enters the game for A. Horford,31,39
154,2,6:27.0,,D. Carroll enters the game for K. Korver,31,39
155,2,6:27.0,B. Wright enters the game for M. Morris,,31,39
156,2,6:13.0,,M. Muscala makes 2-pt jump shot from 4 ft,31,41
157,2,6:01.0,Turnover by E. Bledsoe (lost ball; steal by M. Muscala),,31,41
158,2,5:56.0,,J. Teague makes 2-pt layup at rim,31,43
159,2,5:44.0,M. Morris makes 2-pt layup from 1 ft (assist by G. Green),,33,43
160,2,5:30.0,,Turnover by J. Teague (bad pass; steal by M. Morris),33,43
161,2,5:26.0,G. Green makes 2-pt layup from 1 ft (assist by M. Morris),,35,43
162,2,5:08.0,,T. Sefolosha misses 2-pt layup from 1 ft (block by A. Goodwin),35,43
163,2,5:08.0,,Offensive rebound by Team,35,43
164,2,5:08.0,P. Tucker enters the game for A. Goodwin,,35,43
165,2,4:55.0,,J. Teague misses 3-pt jump shot from 25 ft,35,43
166,2,4:54.0,,Offensive rebound by T. Sefolosha,35,43
167,2,4:44.0,,M. Scott misses 2-pt jump shot from 5 ft,35,43
168,2,4:43.0,Defensive rebound by P. Tucker,,35,43
169,2,4:38.0,M. Morris misses 2-pt layup at rim,,35,43
170,2,4:36.0,,Defensive rebound by M. Muscala,35,43
171,2,4:26.0,,J. Teague misses 2-pt jump shot from 19 ft,35,43
172,2,4:24.0,Defensive rebound by P. Tucker,,35,43
173,2,4:09.0,G. Green misses 3-pt jump shot from 22 ft,,35,43
174,2,4:08.0,,Defensive rebound by J. Teague,35,43
175,2,4:05.0,Offensive charge foul by M. Scott (drawn by P. Tucker),,35,43
176,2,4:05.0,,Turnover by M. Scott (offensive foul),35,43
177,2,4:05.0,Phoenix full timeout,,35,43
178,2,4:05.0,M. Morris enters the game for G. Green,,35,43
179,2,3:55.0,Personal foul by M. Muscala (drawn by E. Bledsoe),,35,43
180,2,3:44.0,P. Tucker misses 2-pt jump shot from 8 ft,,35,43
181,2,3:41.0,,Defensive rebound by M. Scott,35,43
182,2,3:22.0,,M. Scott makes 2-pt jump shot from 19 ft,35,45
183,2,3:09.0,,D. Schröder enters the game for J. Teague,35,45
184,2,3:09.0,Turnover by B. Wright (lost ball; steal by M. Muscala),,35,45
185,2,2:51.0,,D. Carroll makes 2-pt jump shot from 22 ft (assist by D. Schröder),35,47
186,2,2:32.0,Personal foul by T. Sefolosha (drawn by M. Morris),,35,47
187,2,2:32.0,M. Morris makes free throw 1 of 2,,36,47
188,2,2:32.0,M. Morris misses free throw 2 of 2,,36,47
189,2,2:31.0,,Defensive rebound by M. Scott,36,47
190,2,2:22.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by D. Carroll),36,50
191,2,2:20.0,,Technical foul by M. Scott,36,50
192,2,2:20.0,M. Morris misses technical free throw,,36,50
193,2,2:20.0,Offensive rebound by Team,,36,50
194,2,2:20.0,,A. Horford enters the game for M. Muscala,36,50
195,2,2:20.0,,K. Korver enters the game for T. Sefolosha,36,50
196,2,1:58.0,M. Morris makes 2-pt layup from 1 ft,,38,50
197,2,1:42.0,,Technical foul by Team,38,50
198,2,1:42.0,P. Tucker makes technical free throw,,39,50
199,2,1:35.0,,D. Schröder misses 3-pt jump shot from 24 ft,39,50
200,2,1:35.0,,Offensive rebound by Team,39,50
201,2,1:32.0,,M. Scott misses 3-pt jump shot from 25 ft,39,50
202,2,1:31.0,Defensive rebound by E. Bledsoe,,39,50
203,2,1:20.0,P. Tucker makes 2-pt layup from 2 ft (assist by M. Morris),,41,50
204,2,1:09.0,,Turnover by M. Scott (traveling),41,50
205,2,0:55.0,M. Morris misses 3-pt jump shot from 22 ft,,41,50
206,2,0:53.0,,Defensive rebound by K. Korver,41,50
207,2,0:39.0,,A. Horford misses 2-pt jump shot from 18 ft,41,50
208,2,0:37.0,Defensive rebound by Team,,41,50
209,2,0:32.0,M. Morris misses 2-pt jump shot from 19 ft,,41,50
210,2,0:28.0,,Defensive rebound by M. Scott,41,50
211,2,0:25.0,,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),41,52
212,2,0:01.0,E. Bledsoe makes 2-pt jump shot from 13 ft,,43,52
213,3,11:42.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,43,52
214,3,11:39.0,,Defensive rebound by M. Muscala,43,52
215,3,11:31.0,,Shooting foul by M. Morris (drawn by A. Horford),43,52
216,3,11:31.0,,A. Horford misses free throw 1 of 2,43,52
217,3,11:31.0,,Offensive rebound by Team,43,52
218,3,11:31.0,,A. Horford misses free throw 2 of 2,43,52
219,3,11:29.0,Defensive rebound by M. Morris,,43,52
220,3,11:12.0,E. Bledsoe makes 2-pt jump shot from 20 ft (assist by M. Morris),,45,52
221,3,10:58.0,,M. Muscala misses 2-pt jump shot from 19 ft,45,52
222,3,10:56.0,Defensive rebound by M. Morris,,45,52
223,3,10:51.0,E. Bledsoe misses 2-pt jump shot from 20 ft,,45,52
224,3,10:50.0,Offensive rebound by Team,,45,52
225,3,10:50.0,,Loose ball foul by K. Korver (drawn by B. Wright),45,52
226,3,10:43.0,P. Tucker makes 2-pt jump shot from 22 ft (assist by E. Bledsoe),,47,52
227,3,10:34.0,,Shooting foul by E. Bledsoe (drawn by J. Teague),47,52
228,3,10:34.0,,J. Teague misses free throw 1 of 2,47,52
229,3,10:34.0,,Offensive rebound by Team,47,52
230,3,10:34.0,,J. Teague makes free throw 2 of 2,47,53
231,3,10:14.0,M. Morris misses 2-pt jump shot from 15 ft,,47,53
232,3,10:11.0,,Defensive rebound by J. Teague,47,53
233,3,9:54.0,,D. Carroll misses 3-pt jump shot from 23 ft,47,53
234,3,9:53.0,Defensive rebound by B. Wright,,47,53
235,3,9:41.0,M. Morris misses 2-pt jump shot from 14 ft,,47,53
236,3,9:39.0,,Defensive rebound by M. Muscala,47,53
237,3,9:28.0,,Turnover by A. Horford (back court),47,53
238,3,9:18.0,Turnover by E. Bledsoe (bad pass),,47,53
239,3,9:10.0,,Personal foul by P. Tucker (drawn by K. Korver),47,53
240,3,8:55.0,,J. Teague misses 2-pt jump shot from 12 ft,47,53
241,3,8:54.0,,Offensive rebound by M. Muscala,47,53
242,3,8:54.0,,M. Muscala makes 2-pt dunk at rim,47,55
243,3,8:48.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,47,55
244,3,8:47.0,,Defensive rebound by D. Carroll,47,55
245,3,8:37.0,,D. Carroll makes 2-pt layup from 1 ft (assist by K. Korver),47,57
246,3,8:09.0,P. Tucker misses 3-pt jump shot from 24 ft,,47,57
247,3,8:09.0,Offensive rebound by Team,,47,57
248,3,8:09.0,Turnover by Team (shot clock),,47,57
249,3,7:53.0,,A. Horford makes 2-pt jump shot from 11 ft,47,59
250,3,7:51.0,Phoenix full timeout,,47,59
251,3,7:51.0,Turnover by E. Bledsoe (bad pass; steal by A. Horford),,47,59
252,3,7:46.0,,K. Korver misses 3-pt jump shot from 24 ft,47,59
253,3,7:44.0,Defensive rebound by Team,,47,59
254,3,7:42.0,,Loose ball foul by M. Muscala (drawn by P. Tucker),47,59
255,3,7:42.0,,M. Scott enters the game for M. Muscala,47,59
256,3,7:42.0,P. Tucker misses 3-pt jump shot from 23 ft,,47,59
257,3,7:41.0,,Defensive rebound by A. Horford,47,59
258,3,7:19.0,,D. Carroll makes 2-pt jump shot from 12 ft (assist by M. Scott),47,61
259,3,6:57.0,P. Tucker misses 2-pt layup from 1 ft (block by D. Carroll),,47,61
260,3,6:56.0,,Defensive rebound by D. Carroll,47,61
261,3,6:46.0,,J. Teague makes 2-pt layup at rim (assist by D. Carroll),47,63
262,3,6:27.0,Personal foul by J. Teague (drawn by E. Bledsoe),,47,63
263,3,6:27.0,,P. Antić enters the game for A. Horford,47,63
264,3,6:27.0,,K. Bazemore enters the game for K. Korver,47,63
265,3,6:27.0,G. Green enters the game for M. Morris,,47,63
266,3,6:27.0,A. Goodwin enters the game for P. Tucker,,47,63
267,3,6:27.0,G. Green misses 2-pt jump shot from 18 ft,,47,63
268,3,6:27.0,,Defensive rebound by D. Carroll,47,63
269,3,6:15.0,,P. Antić misses 2-pt jump shot from 19 ft,47,63
270,3,6:13.0,Defensive rebound by M. Morris,,47,63
271,3,6:09.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,49,63
272,3,5:58.0,,J. Teague misses 2-pt layup at rim,49,63
273,3,5:57.0,Defensive rebound by M. Morris,,49,63
274,3,5:51.0,Personal foul by P. Antić (drawn by E. Bledsoe),,49,63
275,3,5:51.0,Technical foul by E. Bledsoe,,49,63
276,3,5:51.0,Technical foul by E. Bledsoe,,49,63
277,3,5:51.0,R. Bullock enters the game for E. Bledsoe,,49,63
278,3,5:51.0,,J. Teague makes technical free throw,49,64
279,3,5:51.0,,J. Teague makes technical free throw,49,65
280,3,5:34.0,Turnover by R. Bullock (traveling),,49,65
281,3,5:34.0,,Turnover by P. Antić (bad pass),49,65
282,3,5:34.0,G. Green misses 3-pt jump shot from 23 ft,,49,65
283,3,5:34.0,,Defensive rebound by K. Bazemore,49,65
284,3,4:27.0,,Turnover by K. Bazemore (bad pass),49,65
285,3,4:15.0,G. Green misses 3-pt jump shot from 25 ft,,49,65
286,3,4:13.0,,Defensive rebound by K. Bazemore,49,65
287,3,4:04.0,,K. Bazemore misses 3-pt jump shot from 24 ft,49,65
288,3,4:03.0,,Offensive rebound by P. Antić,49,65
289,3,4:03.0,,P. Antić makes 2-pt tip-in at rim,49,67
290,3,3:49.0,Turnover by A. Goodwin (bad pass; steal by M. Scott),,49,67
291,3,3:38.0,,Atlanta full timeout,49,67
292,3,3:38.0,,D. Schröder enters the game for D. Carroll,49,67
293,3,3:38.0,,S. Mack enters the game for J. Teague,49,67
294,3,3:25.0,,Turnover by K. Bazemore (lost ball),49,67
295,3,3:06.0,Personal foul by P. Antić (drawn by M. Morris),,49,67
296,3,3:06.0,M. Morris makes free throw 1 of 2,,50,67
297,3,3:06.0,M. Morris makes free throw 2 of 2,,51,67
298,3,2:51.0,,S. Mack makes 2-pt jump shot from 10 ft,51,69
299,3,2:38.0,Shooting foul by D. Schröder (drawn by A. Goodwin),,51,69
300,3,2:38.0,A. Goodwin makes free throw 1 of 2,,52,69
301,3,2:38.0,E. Barron enters the game for M. Morris,,52,69
302,3,2:38.0,A. Goodwin makes free throw 2 of 2,,53,69
303,3,2:14.0,,D. Schröder misses 3-pt jump shot from 24 ft,53,69
304,3,2:13.0,Defensive rebound by R. Bullock,,53,69
305,3,2:03.0,G. Green makes 2-pt jump shot from 20 ft,,55,69
306,3,2:03.0,Shooting foul by K. Bazemore (drawn by G. Green),,55,69
307,3,2:03.0,G. Green makes free throw 1 of 1,,56,69
308,3,1:47.0,,S. Mack misses 3-pt jump shot from 25 ft,56,69
309,3,1:45.0,,Offensive rebound by D. Schröder,56,69
310,3,1:35.0,,M. Scott misses 3-pt jump shot from 24 ft,56,69
311,3,1:35.0,Defensive rebound by R. Bullock,,56,69
312,3,1:24.0,G. Green misses 2-pt jump shot from 19 ft,,56,69
313,3,1:23.0,,Defensive rebound by M. Scott,56,69
314,3,1:12.0,,M. Scott misses 3-pt jump shot from 25 ft,56,69
315,3,1:11.0,Defensive rebound by B. Wright,,56,69
316,3,0:52.0,A. Goodwin misses 3-pt jump shot from 25 ft,,56,69
317,3,0:50.0,,Defensive rebound by K. Bazemore,56,69
318,3,0:42.0,,P. Antić misses 3-pt jump shot from 25 ft,56,69
319,3,0:40.0,Defensive rebound by B. Wright,,56,69
320,3,0:19.0,G. Green misses 2-pt jump shot from 15 ft,,56,69
321,3,0:17.0,,Defensive rebound by P. Antić,56,69
322,3,0:00.0,,K. Bazemore misses 3-pt jump shot from 25 ft,56,69
323,3,0:00.0,,Offensive rebound by Team,56,69
324,4,11:47.0,,A. Horford makes 2-pt jump shot from 16 ft (assist by S. Mack),56,71
325,4,11:28.0,Turnover by E. Barron (bad pass; steal by M. Muscala),,56,71
326,4,11:22.0,,Shooting foul by R. Bullock (drawn by M. Muscala),56,71
327,4,11:22.0,,M. Muscala makes free throw 1 of 2,56,72
328,4,11:22.0,,M. Muscala makes free throw 2 of 2,56,73
329,4,11:07.0,Turnover by G. Green (discontinued dribble),,56,73
330,4,10:57.0,,S. Mack misses 2-pt jump shot from 4 ft (block by A. Goodwin),56,73
331,4,10:56.0,,Offensive rebound by Team,56,73
332,4,10:45.0,,K. Korver misses 3-pt jump shot from 27 ft,56,73
333,4,10:44.0,Defensive rebound by P. Tucker,,56,73
334,4,10:31.0,G. Green misses 2-pt jump shot from 14 ft,,56,73
335,4,10:26.0,,Defensive rebound by A. Horford,56,73
336,4,10:20.0,,M. Muscala makes 2-pt layup at rim (assist by T. Sefolosha),56,75
337,4,9:53.0,G. Green makes 3-pt jump shot from 24 ft (assist by E. Barron),,59,75
338,4,9:45.0,,A. Horford makes 2-pt layup from 1 ft (assist by S. Mack),59,77
339,4,9:29.0,R. Bullock misses 2-pt jump shot from 4 ft (block by M. Muscala),,59,77
340,4,9:26.0,Offensive rebound by R. Bullock,,59,77
341,4,9:23.0,G. Green misses 3-pt jump shot from 23 ft,,59,77
342,4,9:22.0,,Defensive rebound by A. Horford,59,77
343,4,9:16.0,,M. Muscala makes 2-pt layup from 1 ft (assist by K. Korver),59,79
344,4,9:15.0,Phoenix full timeout,,59,79
345,4,9:15.0,T. Warren enters the game for G. Green,,59,79
346,4,8:51.0,A. Goodwin misses 2-pt jump shot from 8 ft,,59,79
347,4,8:50.0,Offensive rebound by E. Barron,,59,79
348,4,8:50.0,E. Barron misses 2-pt tip-in at rim,,59,79
349,4,8:49.0,Offensive rebound by E. Barron,,59,79
350,4,8:49.0,E. Barron misses 2-pt tip-in at rim,,59,79
351,4,8:49.0,Offensive rebound by Team,,59,79
352,4,8:43.0,R. Bullock misses 2-pt jump shot from 19 ft,,59,79
353,4,8:42.0,,Defensive rebound by T. Sefolosha,59,79
354,4,8:29.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by A. Horford),59,82
355,4,8:12.0,T. Warren misses 2-pt jump shot from 10 ft,,59,82
356,4,8:10.0,Offensive rebound by T. Warren,,59,82
357,4,8:08.0,T. Warren makes 2-pt jump shot from 8 ft,,61,82
358,4,7:52.0,,M. Muscala makes 2-pt layup at rim (assist by S. Mack),61,84
359,4,7:29.0,T. Warren misses 2-pt jump shot from 8 ft,,61,84
360,4,7:27.0,,Defensive rebound by A. Horford,61,84
361,4,7:19.0,,K. Korver misses 2-pt jump shot from 17 ft,61,84
362,4,7:18.0,Defensive rebound by R. Bullock,,61,84
363,4,7:12.0,Turnover by T. Warren (lost ball),,61,84
364,4,7:12.0,,M. Scott enters the game for A. Horford,61,84
365,4,6:52.0,,M. Muscala makes 2-pt jump shot from 5 ft,61,86
366,4,6:27.0,P. Tucker misses 2-pt layup from 1 ft (block by K. Korver),,61,86
367,4,6:25.0,,Defensive rebound by T. Sefolosha,61,86
368,4,6:21.0,,S. Mack makes 2-pt layup from 2 ft,61,88
369,4,6:20.0,Phoenix full timeout,,61,88
370,4,6:20.0,,E. Brand enters the game for M. Muscala,61,88
371,4,6:20.0,,D. Schröder enters the game for K. Korver,61,88
372,4,6:20.0,,K. Bazemore enters the game for S. Mack,61,88
373,4,6:20.0,M. Thornton enters the game for P. Tucker,,61,88
374,4,6:04.0,T. Warren misses 2-pt jump shot from 10 ft,,61,88
375,4,6:03.0,,Defensive rebound by K. Bazemore,61,88
376,4,5:43.0,,M. Scott makes 2-pt jump shot from 15 ft (assist by D. Schröder),61,90
377,4,5:21.0,E. Barron misses 2-pt layup from 1 ft,,61,90
378,4,5:20.0,,Defensive rebound by K. Bazemore,61,90
379,4,5:02.0,,Shooting foul by E. Barron (drawn by D. Schröder),61,90
380,4,5:02.0,Official timeout,,61,90
381,4,5:02.0,,D. Schröder makes free throw 1 of 2,61,91
382,4,5:02.0,,D. Schröder makes free throw 2 of 2,61,92
383,4,4:51.0,M. Thornton makes 3-pt jump shot from 24 ft (assist by T. Warren),,64,92
384,4,4:31.0,,M. Scott misses 3-pt jump shot from 25 ft,64,92
385,4,4:30.0,Defensive rebound by M. Thornton,,64,92
386,4,4:16.0,M. Thornton misses 3-pt jump shot from 24 ft,,64,92
387,4,4:15.0,,Defensive rebound by T. Sefolosha,64,92
388,4,4:02.0,,M. Scott misses 2-pt jump shot from 17 ft,64,92
389,4,3:59.0,Defensive rebound by M. Thornton,,64,92
390,4,3:50.0,E. Barron misses 2-pt jump shot from 20 ft,,64,92
391,4,3:49.0,,Defensive rebound by M. Scott,64,92
392,4,3:35.0,,T. Sefolosha misses 2-pt jump shot from 20 ft,64,92
393,4,3:34.0,Defensive rebound by A. Goodwin,,64,92
