,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,INDIANA_ACTION,NEW ORLEANS_SCORE,INDIANA_SCORE
99,1,0:12.0,T. Evans makes 2-pt layup at rim,,26,24
100,1,0:02.0,,G. Hill misses 3-pt jump shot from 24 ft,26,24
101,1,0:01.0,Defensive rebound by T. Evans,,26,24
102,2,11:50.0,,L. Allen makes 2-pt jump shot from 12 ft (assist by G. Hill),26,26
103,2,11:37.0,Personal foul by S. Hill (drawn by J. Salmons),,26,26
104,2,11:27.0,R. Anderson makes 2-pt layup at rim (assist by A. Rivers),,28,26
105,2,11:02.0,,L. Scola misses 2-pt jump shot from 12 ft,28,26
106,2,11:00.0,Defensive rebound by A. Ajinça,,28,26
107,2,10:51.0,Offensive foul by A. Ajinça (drawn by G. Hill),,28,26
108,2,10:51.0,Turnover by A. Ajinça (offensive foul),,28,26
109,2,10:38.0,,Turnover by G. Hill (bad pass; steal by J. Salmons),28,26
110,2,10:25.0,Turnover by A. Ajinça (bad pass; steal by S. Hill),,28,26
111,2,10:22.0,,S. Hill makes 2-pt dunk at rim,28,28
112,2,10:06.0,A. Rivers misses 2-pt jump shot from 8 ft,,28,28
113,2,10:04.0,,Defensive rebound by L. Allen,28,28
114,2,9:52.0,,C. Miles misses 2-pt jump shot from 21 ft,28,28
115,2,9:51.0,Defensive rebound by R. Anderson,,28,28
116,2,9:33.0,Shooting foul by L. Scola (drawn by R. Anderson),,28,28
117,2,9:33.0,R. Anderson makes free throw 1 of 2,,29,28
118,2,9:33.0,R. Anderson makes free throw 2 of 2,,30,28
119,2,9:19.0,,C. Miles misses 2-pt dunk at rim,30,28
120,2,9:18.0,,Offensive rebound by L. Scola,30,28
121,2,9:15.0,,L. Scola makes 2-pt layup from 2 ft,30,30
122,2,8:59.0,A. Ajinça makes 2-pt jump shot from 18 ft (assist by J. Salmons),,32,30
123,2,8:43.0,,S. Hill makes 2-pt layup from 1 ft (assist by C. Miles),32,32
124,2,8:25.0,Turnover by A. Rivers (offensive goaltending),,32,32
125,2,8:25.0,Official timeout,,32,32
126,2,8:10.0,,G. Hill makes 2-pt jump shot from 8 ft (assist by L. Scola),32,34
127,2,7:45.0,Turnover by A. Rivers (bad pass; steal by G. Hill),,32,34
128,2,7:38.0,,L. Allen makes 2-pt dunk at rim (assist by L. Scola),32,36
129,2,7:35.0,New Orleans full timeout,,32,36
130,2,7:35.0,J. Holiday enters the game for A. Ajinça,,32,36
131,2,7:35.0,A. Davis enters the game for J. Salmons,,32,36
132,2,7:17.0,A. Davis makes 2-pt layup from 1 ft (assist by A. Rivers),,34,36
133,2,6:51.0,,C. Miles misses 3-pt jump shot from 27 ft,34,36
134,2,6:50.0,Defensive rebound by A. Davis,,34,36
135,2,6:32.0,Shooting foul by C. Miles (drawn by A. Davis),,34,36
136,2,6:32.0,A. Davis makes free throw 1 of 2,,35,36
137,2,6:32.0,,R. Hibbert enters the game for L. Allen,35,36
138,2,6:32.0,,C. Watson enters the game for G. Hill,35,36
139,2,6:32.0,A. Davis misses free throw 2 of 2,,35,36
140,2,6:31.0,,Defensive rebound by R. Hibbert,35,36
141,2,6:13.0,,C. Miles misses 3-pt jump shot from 25 ft,35,36
142,2,6:11.0,Defensive rebound by A. Rivers,,35,36
143,2,5:54.0,A. Davis misses 2-pt layup from 2 ft (block by R. Hibbert),,35,36
144,2,5:54.0,Offensive rebound by Team,,35,36
145,2,5:51.0,R. Anderson misses 3-pt jump shot from 25 ft,,35,36
146,2,5:50.0,,Defensive rebound by C. Watson,35,36
147,2,5:42.0,,Personal foul by R. Anderson (drawn by L. Scola),35,36
148,2,5:42.0,,R. Stuckey enters the game for C. Miles,35,36
149,2,5:42.0,T. Evans enters the game for R. Anderson,,35,36
150,2,5:42.0,L. Babbitt enters the game for A. Rivers,,35,36
151,2,5:42.0,Ö. Aşık enters the game for D. Cunningham,,35,36
152,2,5:37.0,,L. Scola misses 2-pt jump shot from 22 ft,35,36
153,2,5:35.0,Defensive rebound by Ö. Aşık,,35,36
154,2,5:26.0,A. Davis misses 2-pt jump shot from 3 ft (block by R. Hibbert),,35,36
155,2,5:25.0,Offensive rebound by Team,,35,36
156,2,5:23.0,A. Davis misses 2-pt jump shot from 16 ft,,35,36
157,2,5:22.0,,Defensive rebound by R. Hibbert,35,36
158,2,5:17.0,,S. Hill makes 2-pt jump shot from 3 ft,35,38
159,2,5:04.0,Turnover by J. Holiday (bad pass; steal by L. Scola),,35,38
160,2,4:58.0,,D. West enters the game for L. Scola,35,38
161,2,4:54.0,Offensive charge foul by S. Hill (drawn by T. Evans),,35,38
162,2,4:54.0,,Turnover by S. Hill (offensive foul),35,38
163,2,4:42.0,T. Evans makes 2-pt layup from 2 ft,,37,38
164,2,4:25.0,,C. Watson makes 2-pt jump shot from 18 ft,37,40
165,2,4:19.0,Turnover by T. Evans (discontinued dribble),,37,40
166,2,4:06.0,,Turnover by R. Stuckey (bad pass; steal by T. Evans),37,40
167,2,3:58.0,L. Babbitt makes 3-pt jump shot from 23 ft (assist by T. Evans),,40,40
168,2,3:38.0,,Personal foul by Ö. Aşık (drawn by C. Watson),40,40
169,2,3:38.0,,Indiana full timeout,40,40
170,2,3:38.0,,C. Miles enters the game for S. Hill,40,40
171,2,3:29.0,,Turnover by D. West (bad pass; steal by T. Evans),40,40
172,2,3:22.0,J. Holiday misses 3-pt jump shot from 24 ft,,40,40
173,2,3:21.0,,Defensive rebound by D. West,40,40
174,2,3:12.0,,C. Watson misses 3-pt jump shot from 23 ft,40,40
175,2,3:11.0,Defensive rebound by T. Evans,,40,40
176,2,2:52.0,J. Holiday misses 2-pt jump shot from 17 ft,,40,40
177,2,2:51.0,Offensive rebound by Ö. Aşık,,40,40
178,2,2:50.0,Personal foul by R. Hibbert (drawn by Ö. Aşık),,40,40
179,2,2:43.0,T. Evans misses 2-pt jump shot from 5 ft (block by R. Hibbert),,40,40
180,2,2:41.0,Offensive rebound by Team,,40,40
181,2,2:30.0,J. Holiday misses 3-pt jump shot from 23 ft,,40,40
182,2,2:28.0,,Defensive rebound by D. West,40,40
183,2,2:11.0,,R. Hibbert makes 2-pt hook shot from 6 ft,40,42
184,2,2:01.0,T. Evans misses 2-pt layup from 2 ft (block by R. Hibbert),,40,42
185,2,1:59.0,,Defensive rebound by C. Miles,40,42
186,2,1:55.0,,C. Miles makes 2-pt dunk at rim,40,44
187,2,1:36.0,J. Holiday misses 2-pt jump shot from 11 ft,,40,44
188,2,1:35.0,Offensive rebound by Ö. Aşık,,40,44
189,2,1:31.0,Ö. Aşık misses 2-pt jump shot from 3 ft (block by R. Hibbert),,40,44
190,2,1:30.0,Offensive rebound by J. Holiday,,40,44
191,2,1:14.0,L. Babbitt misses 3-pt jump shot from 24 ft,,40,44
192,2,1:13.0,,Defensive rebound by D. West,40,44
193,2,1:06.0,,D. West misses 2-pt jump shot from 19 ft,40,44
194,2,1:04.0,Defensive rebound by J. Holiday,,40,44
195,2,1:00.0,J. Holiday misses 2-pt jump shot from 6 ft (block by C. Miles),,40,44
196,2,0:58.0,Offensive rebound by Team,,40,44
197,2,0:58.0,,L. Allen enters the game for R. Hibbert,40,44
198,2,0:58.0,R. Anderson enters the game for Ö. Aşık,,40,44
199,2,0:58.0,A. Rivers enters the game for J. Holiday,,40,44
200,2,0:47.0,R. Anderson misses 3-pt jump shot from 24 ft,,40,44
201,2,0:46.0,,Defensive rebound by R. Stuckey,40,44
202,2,0:42.0,,Personal foul by R. Anderson (drawn by D. West),40,44
203,2,0:42.0,,Indiana full timeout,40,44
204,2,0:42.0,,G. Hill enters the game for R. Stuckey,40,44
205,2,0:42.0,,R. Hibbert enters the game for L. Allen,40,44
206,2,0:42.0,D. Cunningham enters the game for L. Babbitt,,40,44
207,2,0:36.0,,C. Miles misses 2-pt jump shot from 15 ft,40,44
208,2,0:36.0,Defensive rebound by A. Davis,,40,44
209,2,0:22.0,A. Davis misses 2-pt jump shot from 8 ft,,40,44
210,2,0:21.0,,Defensive rebound by R. Hibbert,40,44
211,3,11:45.0,,C. Watson misses 3-pt jump shot from 26 ft,40,44
212,3,11:44.0,Defensive rebound by L. Babbitt,,40,44
213,3,11:30.0,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),,42,44
214,3,11:10.0,,D. West makes 2-pt jump shot from 16 ft (assist by C. Watson),42,46
215,3,10:48.0,Ö. Aşık makes 2-pt layup at rim (assist by T. Evans),,44,46
216,3,10:22.0,,R. Stuckey makes 2-pt jump shot from 20 ft (assist by D. West),44,48
217,3,10:12.0,Personal block foul by R. Stuckey (drawn by T. Evans),,44,48
218,3,9:56.0,J. Holiday misses 3-pt jump shot from 26 ft,,44,48
219,3,9:55.0,,Defensive rebound by D. West,44,48
220,3,9:46.0,,S. Hill makes 2-pt layup from 1 ft (assist by R. Hibbert),44,50
221,3,9:31.0,T. Evans makes 2-pt jump shot from 3 ft,,46,50
222,3,9:03.0,,R. Hibbert misses 2-pt jump shot from 8 ft,46,50
223,3,9:02.0,,Offensive rebound by Team,46,50
224,3,8:49.0,,R. Hibbert makes 2-pt jump shot from 18 ft (assist by D. West),46,52
225,3,8:32.0,Personal foul by C. Watson (drawn by J. Holiday),,46,52
226,3,8:28.0,J. Holiday misses 2-pt layup at rim,,46,52
227,3,8:26.0,Offensive rebound by Ö. Aşık,,46,52
228,3,8:26.0,Ö. Aşık makes 2-pt tip-in at rim,,48,52
229,3,8:10.0,,R. Stuckey misses 2-pt jump shot from 12 ft,48,52
230,3,8:09.0,Defensive rebound by T. Evans,,48,52
231,3,8:00.0,Shooting foul by S. Hill (drawn by L. Babbitt),,48,52
232,3,8:00.0,L. Babbitt misses free throw 1 of 2,,48,52
233,3,8:00.0,Offensive rebound by Team,,48,52
234,3,8:00.0,,L. Allen enters the game for R. Hibbert,48,52
235,3,8:00.0,L. Babbitt makes free throw 2 of 2,,49,52
236,3,7:47.0,,Turnover by D. West (bad pass; steal by T. Evans),49,52
237,3,7:41.0,T. Evans makes 2-pt jump shot from 3 ft,,51,52
238,3,7:23.0,,S. Hill makes 3-pt jump shot from 25 ft (assist by C. Watson),51,55
239,3,7:08.0,J. Holiday misses 2-pt jump shot from 14 ft,,51,55
240,3,7:07.0,,Defensive rebound by L. Allen,51,55
241,3,6:59.0,,C. Watson makes 2-pt layup from 1 ft,51,57
242,3,6:42.0,A. Davis makes 2-pt layup from 1 ft (assist by T. Evans),,53,57
243,3,6:27.0,,D. West makes 2-pt jump shot from 19 ft (assist by C. Watson),53,59
244,3,6:02.0,Turnover by T. Evans (bad pass; steal by R. Stuckey),,53,59
245,3,5:53.0,,L. Allen makes 2-pt layup at rim (assist by R. Stuckey),53,61
246,3,5:52.0,New Orleans full timeout,,53,61
247,3,5:52.0,R. Anderson enters the game for L. Babbitt,,53,61
248,3,5:52.0,D. Cunningham enters the game for Ö. Aşık,,53,61
249,3,5:28.0,Turnover by Team (shot clock),,53,61
250,3,5:19.0,,Personal foul by J. Holiday (drawn by S. Hill),53,61
251,3,5:11.0,,D. West makes 2-pt hook shot at rim (assist by L. Allen),53,63
252,3,5:02.0,Turnover by J. Holiday (lost ball; steal by C. Watson),,53,63
253,3,4:58.0,,C. Watson makes 2-pt layup at rim,53,65
254,3,4:42.0,Turnover by A. Davis (offensive goaltending),,53,65
255,3,4:19.0,,R. Stuckey misses 2-pt layup at rim,53,65
256,3,4:17.0,Defensive rebound by J. Holiday,,53,65
257,3,4:11.0,J. Holiday makes 2-pt layup from 1 ft,,55,65
258,3,3:57.0,,C. Watson misses 2-pt jump shot from 15 ft,55,65
259,3,3:55.0,Defensive rebound by R. Anderson,,55,65
260,3,3:43.0,A. Davis misses 2-pt jump shot from 5 ft,,55,65
261,3,3:42.0,,Defensive rebound by L. Allen,55,65
262,3,3:33.0,,Indiana full timeout,55,65
263,3,3:33.0,,G. Hill enters the game for C. Watson,55,65
264,3,3:33.0,,C. Miles enters the game for R. Stuckey,55,65
265,3,3:26.0,,Shooting foul by A. Davis (drawn by G. Hill),55,65
266,3,3:26.0,,G. Hill makes free throw 1 of 2,55,66
267,3,3:26.0,,G. Hill makes free throw 2 of 2,55,67
268,3,3:05.0,A. Davis makes 2-pt layup from 1 ft,,57,67
269,3,2:43.0,,C. Miles misses 2-pt jump shot from 14 ft,57,67
270,3,2:42.0,Defensive rebound by A. Davis,,57,67
271,3,2:38.0,Personal foul by G. Hill (drawn by A. Davis),,57,67
272,3,2:29.0,J. Holiday makes 2-pt layup at rim,,59,67
273,3,2:10.0,,G. Hill misses 2-pt jump shot from 4 ft,59,67
274,3,2:07.0,Defensive rebound by D. Cunningham,,59,67
275,3,1:49.0,Turnover by J. Holiday (bad pass; steal by D. West),,59,67
276,3,1:28.0,,S. Hill misses 3-pt jump shot from 22 ft,59,67
277,3,1:26.0,,Offensive rebound by L. Allen,59,67
278,3,1:10.0,,L. Allen makes 2-pt dunk at rim (assist by D. West),59,69
279,3,0:48.0,A. Davis misses 2-pt jump shot from 11 ft,,59,69
280,3,0:47.0,,Defensive rebound by L. Allen,59,69
281,3,0:42.0,,Personal foul by J. Holiday (drawn by G. Hill),59,69
282,3,0:42.0,A. Rivers enters the game for J. Holiday,,59,69
283,3,0:42.0,A. Ajinça enters the game for A. Davis,,59,69
284,3,0:34.0,,Personal foul by R. Anderson (drawn by G. Hill),59,69
285,3,0:34.0,,G. Hill misses free throw 1 of 2,59,69
286,3,0:34.0,,Offensive rebound by Team,59,69
287,3,0:34.0,,G. Hill makes free throw 2 of 2,59,70
288,3,0:17.0,R. Anderson misses 3-pt jump shot from 26 ft,,59,70
289,3,0:16.0,,Defensive rebound by C. Miles,59,70
290,3,0:15.0,,Turnover by C. Miles (traveling),59,70
291,3,0:15.0,L. Babbitt enters the game for D. Cunningham,,59,70
292,3,0:15.0,A. Davis enters the game for A. Ajinça,,59,70
293,3,0:15.0,,C. Watson enters the game for S. Hill,59,70
294,3,0:05.0,R. Anderson misses 3-pt jump shot from 26 ft,,59,70
295,3,0:04.0,Offensive rebound by A. Davis,,59,70
296,3,0:03.0,Shooting foul by C. Miles (drawn by A. Davis),,59,70
297,3,0:03.0,A. Davis makes free throw 1 of 2,,60,70
298,3,0:03.0,D. Cunningham enters the game for L. Babbitt,,60,70
299,3,0:03.0,A. Davis makes free throw 2 of 2,,61,70
300,3,0:03.0,,Turnover by D. West (bad pass),61,70
301,3,0:03.0,L. Babbitt enters the game for D. Cunningham,,61,70
302,3,0:01.0,Turnover by L. Babbitt (bad pass; steal by C. Miles),,61,70
303,4,11:40.0,A. Rivers misses 2-pt jump shot from 5 ft,,61,70
304,4,11:38.0,,Defensive rebound by C. Miles,61,70
305,4,11:27.0,,R. Stuckey misses 2-pt jump shot from 15 ft,61,70
306,4,11:25.0,Defensive rebound by A. Rivers,,61,70
307,4,11:05.0,D. Cunningham makes 2-pt jump shot from 22 ft,,63,70
308,4,10:44.0,,L. Scola misses 2-pt jump shot from 18 ft,63,70
309,4,10:42.0,Defensive rebound by T. Evans,,63,70
310,4,10:36.0,T. Evans misses 2-pt layup from 2 ft (block by L. Allen),,63,70
311,4,10:34.0,,Defensive rebound by G. Hill,63,70
312,4,10:29.0,,Shooting foul by R. Anderson (drawn by L. Scola),63,70
313,4,10:29.0,,L. Scola makes free throw 1 of 2,63,71
314,4,10:29.0,J. Salmons enters the game for T. Evans,,63,71
315,4,10:29.0,,L. Scola makes free throw 2 of 2,63,72
316,4,10:13.0,Turnover by A. Rivers (bad pass; steal by C. Miles),,63,72
317,4,10:07.0,,G. Hill makes 2-pt layup from 2 ft,63,74
318,4,9:50.0,D. Cunningham makes 2-pt jump shot from 22 ft (assist by A. Ajinça),,65,74
319,4,9:29.0,,L. Allen misses 2-pt layup from 2 ft (block by A. Ajinça),65,74
320,4,9:26.0,Defensive rebound by D. Cunningham,,65,74
321,4,9:16.0,A. Rivers misses 2-pt jump shot from 15 ft,,65,74
322,4,9:14.0,,Defensive rebound by R. Stuckey,65,74
323,4,9:07.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by R. Stuckey),65,77
324,4,8:47.0,Personal foul by R. Stuckey (drawn by J. Salmons),,65,77
325,4,8:47.0,Official timeout,,65,77
326,4,8:47.0,J. Holiday enters the game for A. Rivers,,65,77
327,4,8:43.0,Shooting foul by G. Hill (drawn by J. Holiday),,65,77
328,4,8:43.0,J. Holiday makes free throw 1 of 2,,66,77
329,4,8:43.0,J. Holiday makes free throw 2 of 2,,67,77
330,4,8:25.0,,Turnover by G. Hill (bad pass),67,77
331,4,8:14.0,J. Holiday misses 2-pt jump shot from 12 ft,,67,77
332,4,8:12.0,,Defensive rebound by R. Stuckey,67,77
333,4,8:00.0,,L. Scola misses 2-pt jump shot from 3 ft,67,77
334,4,7:58.0,Defensive rebound by A. Ajinça,,67,77
335,4,7:47.0,D. Cunningham misses 2-pt jump shot from 22 ft,,67,77
336,4,7:46.0,,Defensive rebound by R. Stuckey,67,77
337,4,7:29.0,,L. Scola makes 2-pt layup from 2 ft (assist by C. Miles),67,79
338,4,7:15.0,J. Salmons makes 3-pt jump shot from 23 ft (assist by J. Holiday),,70,79
339,4,6:57.0,,G. Hill makes 3-pt jump shot from 26 ft (assist by L. Allen),70,82
340,4,6:40.0,J. Holiday misses 2-pt jump shot from 10 ft,,70,82
341,4,6:38.0,Offensive rebound by D. Cunningham,,70,82
342,4,6:36.0,D. Cunningham misses 2-pt layup from 1 ft,,70,82
343,4,6:34.0,,Defensive rebound by G. Hill,70,82
344,4,6:30.0,,G. Hill misses 2-pt jump shot from 4 ft,70,82
345,4,6:28.0,,Offensive rebound by L. Scola,70,82
346,4,6:27.0,,L. Scola misses 2-pt tip-in from 1 ft,70,82
347,4,6:26.0,Defensive rebound by J. Holiday,,70,82
348,4,6:11.0,J. Holiday misses 2-pt jump shot from 8 ft,,70,82
349,4,6:10.0,,Defensive rebound by L. Allen,70,82
350,4,6:04.0,,Indiana full timeout,70,82
351,4,6:04.0,,R. Hibbert enters the game for L. Allen,70,82
352,4,6:04.0,,C. Watson enters the game for G. Hill,70,82
353,4,6:04.0,T. Evans enters the game for D. Cunningham,,70,82
354,4,6:04.0,A. Davis enters the game for A. Ajinça,,70,82
355,4,5:57.0,,C. Miles misses 2-pt jump shot from 20 ft,70,82
356,4,5:55.0,Defensive rebound by A. Davis,,70,82
357,4,5:49.0,J. Holiday makes 2-pt layup from 2 ft,,72,82
358,4,5:35.0,,Shooting foul by R. Anderson (drawn by R. Hibbert),72,82
359,4,5:35.0,,R. Hibbert makes free throw 1 of 2,72,83
360,4,5:35.0,,S. Hill enters the game for C. Miles,72,83
361,4,5:35.0,,R. Hibbert misses free throw 2 of 2,72,83
362,4,5:35.0,Defensive rebound by A. Davis,,72,83
363,4,5:17.0,J. Holiday makes 2-pt jump shot from 9 ft,,74,83
364,4,4:59.0,,R. Hibbert makes 2-pt jump shot from 14 ft (assist by L. Scola),74,85
365,4,4:43.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,76,85
366,4,4:43.0,Shooting foul by R. Hibbert (drawn by A. Davis),,76,85
367,4,4:43.0,Ö. Aşık enters the game for J. Salmons,,76,85
368,4,4:43.0,A. Davis makes free throw 1 of 1,,77,85
369,4,4:26.0,,S. Hill makes 2-pt layup at rim,77,87
370,4,4:12.0,Shooting foul by R. Hibbert (drawn by A. Davis),,77,87
371,4,4:12.0,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),,79,87
372,4,4:12.0,A. Davis makes free throw 1 of 1,,80,87
373,4,3:54.0,,S. Hill misses 3-pt jump shot from 25 ft,80,87
374,4,3:53.0,Defensive rebound by A. Davis,,80,87
375,4,3:46.0,Turnover by R. Anderson (step out of bounds),,80,87
376,4,3:31.0,,C. Watson misses 2-pt jump shot from 8 ft,80,87
377,4,3:30.0,Defensive rebound by A. Davis,,80,87
378,4,3:15.0,J. Holiday makes 2-pt layup from 2 ft,,82,87
379,4,2:53.0,,C. Watson makes 2-pt jump shot from 16 ft,82,89
380,4,2:29.0,T. Evans misses 3-pt jump shot from 25 ft,,82,89
381,4,2:27.0,Offensive rebound by R. Anderson,,82,89
382,4,2:24.0,Shooting foul by C. Watson (drawn by Ö. Aşık),,82,89
383,4,2:24.0,New Orleans full timeout,,82,89
384,4,2:24.0,,D. West enters the game for R. Stuckey,82,89
385,4,2:24.0,,C. Miles enters the game for C. Watson,82,89
386,4,2:24.0,,G. Hill enters the game for L. Scola,82,89
387,4,2:24.0,Ö. Aşık misses free throw 1 of 2,,82,89
