,QUARTER,TIME_REMAINING,MIAMI_ACTION,LA CLIPPERS_ACTION,MIAMI_SCORE,LA CLIPPERS_SCORE
386,4,2:36.0,,C. Paul misses 3-pt jump shot from 26 ft,97,88
387,4,2:36.0,Defensive rebound by Team,,97,88
388,4,2:19.0,N. Cole misses 3-pt jump shot from 23 ft,,97,88
389,4,2:18.0,,Defensive rebound by D. Jordan,97,88
390,4,2:01.0,H. Whiteside enters the game for D. Granger,,97,88
391,4,2:01.0,,LA Clippers full timeout,97,88
392,4,1:58.0,,Personal foul by C. Bosh (drawn by C. Paul),97,88
393,4,1:58.0,,C. Paul makes free throw 1 of 2,97,89
394,4,1:58.0,,C. Paul makes free throw 2 of 2,97,90
395,4,1:43.0,C. Bosh makes 3-pt jump shot from 25 ft (assist by D. Wade),,100,90
396,4,1:32.0,,C. Paul misses 2-pt jump shot from 13 ft,100,90
397,4,1:32.0,Defensive rebound by Team,,100,90
398,4,1:23.0,Personal foul by C. Paul (drawn by D. Wade),,100,90
399,4,1:23.0,D. Wade makes free throw 1 of 2,,101,90
400,4,1:23.0,D. Wade makes free throw 2 of 2,,102,90
401,4,1:23.0,,LA Clippers full timeout,102,90
402,4,1:23.0,,J. Crawford enters the game for D. Jordan,102,90
403,4,1:23.0,D. Granger enters the game for H. Whiteside,,102,90
404,4,1:20.0,,B. Griffin misses 3-pt jump shot from 26 ft,102,90
405,4,1:18.0,,Offensive rebound by M. Barnes,102,90
406,4,1:14.0,,C. Paul misses 3-pt jump shot from 27 ft,102,90
407,4,1:12.0,Defensive rebound by N. Cole,,102,90
408,4,1:08.0,Personal take foul by M. Barnes (drawn by D. Wade),,102,90
409,4,1:08.0,D. Wade makes free throw 1 of 2,,103,90
410,4,1:08.0,,J. Farmar enters the game for C. Paul,103,90
411,4,1:08.0,,G. Davis enters the game for B. Griffin,103,90
412,4,1:08.0,,E. Udoh enters the game for J. Crawford,103,90
413,4,1:08.0,,R. Bullock enters the game for M. Barnes,103,90
414,4,1:08.0,,C. Douglas-Roberts enters the game for J. Redick,103,90
415,4,1:08.0,D. Wade makes free throw 2 of 2,,104,90
416,4,0:51.0,,G. Davis misses 2-pt jump shot from 16 ft,104,90
417,4,0:49.0,Defensive rebound by D. Granger,,104,90
418,4,0:25.0,Turnover by Team (shot clock),,104,90
419,4,0:08.0,,R. Bullock misses 3-pt jump shot from 25 ft,104,90
420,4,0:06.0,Defensive rebound by N. Cole,,104,90
