,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,PORTLAND_ACTION,BROOKLYN_SCORE,PORTLAND_SCORE
62,1,4:35.0,A. Anderson enters the game for B. Bogdanović,,11,13
63,1,4:29.0,Personal foul by A. Crabbe (drawn by A. Anderson),,11,13
64,1,4:20.0,,S. Blake enters the game for A. Crabbe,11,13
65,1,4:13.0,J. Johnson makes 2-pt jump shot from 7 ft (assist by B. Lopez),,13,13
66,1,3:55.0,,W. Matthews misses 2-pt jump shot from 9 ft,13,13
67,1,3:55.0,,Offensive rebound by Team,13,13
68,1,3:55.0,Loose ball foul by B. Lopez (drawn by J. Freeland),,13,13
69,1,3:55.0,M. Teletović enters the game for B. Lopez,,13,13
70,1,3:49.0,,C. Kaman misses 2-pt jump shot from 20 ft,13,13
71,1,3:48.0,Defensive rebound by J. Johnson,,13,13
72,1,3:32.0,M. Plumlee misses 2-pt layup from 2 ft,,13,13
73,1,3:32.0,,Defensive rebound by Team,13,13
74,1,3:32.0,,C. McCollum enters the game for D. Lillard,13,13
75,1,3:17.0,,C. Kaman misses 2-pt jump shot from 16 ft,13,13
76,1,3:17.0,Defensive rebound by Team,,13,13
77,1,3:17.0,,Loose ball foul by J. Freeland (drawn by A. Anderson),13,13
78,1,2:59.0,M. Teletović misses 2-pt jump shot from 7 ft,,13,13
79,1,2:58.0,,Defensive rebound by C. Kaman,13,13
80,1,2:49.0,,Shooting foul by A. Anderson (drawn by C. McCollum),13,13
81,1,2:49.0,Brooklyn full timeout,,13,13
82,1,2:49.0,J. Gutiérrez enters the game for J. Johnson,,13,13
83,1,2:49.0,,C. McCollum misses free throw 1 of 3,13,13
84,1,2:49.0,,Offensive rebound by Team,13,13
85,1,2:49.0,,C. McCollum misses free throw 2 of 3,13,13
86,1,2:49.0,,Offensive rebound by Team,13,13
87,1,2:49.0,,W. Barton enters the game for W. Matthews,13,13
88,1,2:49.0,,C. McCollum misses free throw 3 of 3,13,13
89,1,2:48.0,,Offensive rebound by J. Freeland,13,13
90,1,2:42.0,,Shooting foul by M. Plumlee (drawn by C. Kaman),13,13
91,1,2:42.0,,C. Kaman makes free throw 1 of 2,13,14
92,1,2:42.0,,C. Kaman makes free throw 2 of 2,13,15
93,1,2:29.0,Turnover by J. Gutiérrez (bad pass; steal by C. McCollum),,13,15
94,1,2:21.0,,W. Barton misses 2-pt jump shot from 5 ft,13,15
95,1,2:20.0,Defensive rebound by M. Plumlee,,13,15
96,1,2:10.0,M. Teletović misses 3-pt jump shot from 24 ft,,13,15
97,1,2:10.0,,Defensive rebound by Team,13,15
98,1,2:10.0,Loose ball foul by M. Plumlee (drawn by C. Kaman),,13,15
99,1,2:10.0,,C. Kaman misses free throw 1 of 2,13,15
100,1,2:10.0,,Offensive rebound by Team,13,15
101,1,2:10.0,J. Jordan enters the game for M. Plumlee,,13,15
102,1,2:10.0,,C. Kaman makes free throw 2 of 2,13,16
103,1,1:59.0,Turnover by J. Jack (bad pass; steal by S. Blake),,13,16
104,1,1:51.0,,C. Kaman misses 2-pt layup from 2 ft,13,16
105,1,1:51.0,,Offensive rebound by J. Freeland,13,16
106,1,1:51.0,,Shooting foul by J. Gutiérrez (drawn by J. Freeland),13,16
107,1,1:51.0,,J. Freeland makes free throw 1 of 2,13,17
108,1,1:51.0,,J. Freeland makes free throw 2 of 2,13,18
109,1,1:38.0,J. Gutiérrez misses 2-pt jump shot from 6 ft,,13,18
110,1,1:37.0,Offensive rebound by J. Jordan,,13,18
111,1,1:37.0,Shooting foul by C. Kaman (drawn by J. Jordan),,13,18
112,1,1:37.0,J. Jordan makes free throw 1 of 2,,14,18
113,1,1:37.0,J. Jordan makes free throw 2 of 2,,15,18
114,1,1:27.0,,Personal foul by J. Jordan (drawn by C. Kaman),15,18
115,1,1:27.0,,C. Kaman misses free throw 1 of 2,15,18
116,1,1:27.0,,Offensive rebound by Team,15,18
117,1,1:27.0,,C. Kaman makes free throw 2 of 2,15,19
118,1,1:10.0,J. Jack misses 2-pt jump shot from 13 ft,,15,19
119,1,1:09.0,,Defensive rebound by C. McCollum,15,19
120,1,1:00.0,,S. Blake makes 3-pt jump shot from 22 ft (assist by C. McCollum),15,22
121,1,0:45.0,M. Teletović misses 3-pt jump shot from 25 ft,,15,22
122,1,0:43.0,Offensive rebound by J. Jordan,,15,22
123,1,0:36.0,Turnover by A. Anderson (bad pass; steal by S. Blake),,15,22
124,1,0:31.0,,W. Barton makes 2-pt layup at rim (assist by S. Blake),15,24
125,1,0:19.0,J. Gutiérrez misses 2-pt jump shot from 13 ft,,15,24
126,1,0:18.0,,Defensive rebound by S. Blake,15,24
127,1,0:01.0,,C. Kaman misses 2-pt jump shot from 19 ft,15,24
128,1,0:00.0,Defensive rebound by M. Teletović,,15,24
129,2,11:42.0,,C. McCollum misses 2-pt jump shot from 6 ft,15,24
130,2,11:39.0,Defensive rebound by J. Jack,,15,24
131,2,11:22.0,D. Williams makes 2-pt jump shot from 4 ft (assist by J. Jordan),,17,24
132,2,11:04.0,,C. Kaman misses 2-pt hook shot from 6 ft,17,24
133,2,11:03.0,,Offensive rebound by J. Freeland,17,24
134,2,10:59.0,,C. McCollum misses 3-pt jump shot from 24 ft,17,24
135,2,10:59.0,Defensive rebound by J. Jordan,,17,24
136,2,10:41.0,,D. Lillard enters the game for C. McCollum,17,24
137,2,10:41.0,,M. Leonard enters the game for J. Freeland,17,24
138,2,10:35.0,D. Williams makes 2-pt jump shot from 16 ft,,19,24
139,2,10:23.0,,D. Lillard makes 3-pt jump shot from 25 ft (assist by S. Blake),19,27
140,2,10:10.0,D. Williams misses 2-pt jump shot from 18 ft,,19,27
141,2,10:09.0,,Defensive rebound by D. Lillard,19,27
142,2,9:54.0,Violation by J. Jordan (kicked ball),,19,27
143,2,9:49.0,,W. Barton makes 2-pt layup from 1 ft (assist by D. Lillard),19,29
144,2,9:31.0,J. Jack misses 2-pt jump shot from 15 ft,,19,29
145,2,9:30.0,,Defensive rebound by W. Barton,19,29
146,2,9:26.0,,M. Leonard misses 2-pt dunk at rim,19,29
147,2,9:24.0,Defensive rebound by K. Garnett,,19,29
148,2,9:18.0,,Violation by C. Kaman (kicked ball),19,29
149,2,9:14.0,D. Williams makes 2-pt jump shot from 20 ft (assist by J. Jack),,21,29
150,2,8:57.0,,S. Blake makes 2-pt jump shot from 15 ft (assist by D. Lillard),21,31
151,2,8:45.0,K. Garnett misses 2-pt jump shot from 20 ft,,21,31
152,2,8:44.0,,Defensive rebound by M. Leonard,21,31
153,2,8:35.0,,D. Lillard misses 2-pt jump shot from 8 ft,21,31
154,2,8:33.0,,Offensive rebound by C. Kaman,21,31
155,2,8:25.0,,W. Barton misses 2-pt layup from 1 ft (block by J. Jordan),21,31
156,2,8:23.0,Defensive rebound by J. Jack,,21,31
157,2,8:13.0,B. Bogdanović misses 3-pt jump shot from 22 ft,,21,31
158,2,8:12.0,,Defensive rebound by C. Kaman,21,31
159,2,8:07.0,,W. Barton makes 2-pt layup at rim (assist by S. Blake),21,33
160,2,7:57.0,Brooklyn full timeout,,21,33
161,2,7:57.0,,R. Lopez enters the game for C. Kaman,21,33
162,2,7:57.0,,W. Matthews enters the game for S. Blake,21,33
163,2,7:57.0,J. Johnson enters the game for J. Jordan,,21,33
164,2,7:57.0,B. Lopez enters the game for J. Jack,,21,33
165,2,7:48.0,D. Williams makes 2-pt jump shot from 20 ft (assist by J. Johnson),,23,33
166,2,7:27.0,,M. Leonard misses 3-pt jump shot from 22 ft,23,33
167,2,7:26.0,Defensive rebound by K. Garnett,,23,33
168,2,7:17.0,D. Williams makes 2-pt jump shot from 5 ft,,25,33
169,2,7:00.0,,M. Leonard makes 3-pt jump shot from 25 ft (assist by D. Lillard),25,36
170,2,6:43.0,J. Johnson misses 2-pt jump shot from 12 ft,,25,36
171,2,6:43.0,Offensive rebound by B. Lopez,,25,36
172,2,6:43.0,B. Lopez makes 2-pt layup at rim,,27,36
173,2,6:22.0,,W. Matthews makes 3-pt jump shot from 22 ft (assist by R. Lopez),27,39
174,2,6:06.0,Def 3 sec tech foul by M. Leonard,,27,39
175,2,6:06.0,D. Williams makes technical free throw,,28,39
176,2,6:06.0,,A. Crabbe enters the game for W. Barton,28,39
177,2,6:01.0,B. Lopez misses 2-pt layup from 2 ft,,28,39
178,2,6:00.0,,Defensive rebound by R. Lopez,28,39
179,2,5:49.0,,W. Matthews misses 3-pt jump shot from 27 ft,28,39
180,2,5:48.0,Defensive rebound by B. Bogdanović,,28,39
181,2,5:42.0,D. Williams misses 3-pt jump shot from 23 ft,,28,39
182,2,5:41.0,,Defensive rebound by M. Leonard,28,39
183,2,5:27.0,,A. Crabbe misses 3-pt jump shot from 23 ft,28,39
184,2,5:25.0,Defensive rebound by K. Garnett,,28,39
185,2,5:08.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,28,39
186,2,5:07.0,Offensive rebound by K. Garnett,,28,39
187,2,5:04.0,Shooting foul by M. Leonard (drawn by B. Lopez),,28,39
188,2,5:04.0,B. Lopez makes 2-pt layup from 2 ft (assist by J. Johnson),,30,39
189,2,5:04.0,Official timeout,,30,39
190,2,5:04.0,B. Lopez makes free throw 1 of 1,,31,39
191,2,4:50.0,,Shooting foul by J. Johnson (drawn by W. Matthews),31,39
192,2,4:50.0,,W. Matthews makes free throw 1 of 2,31,40
193,2,4:50.0,,W. Matthews makes free throw 2 of 2,31,41
194,2,4:30.0,K. Garnett makes 2-pt jump shot from 18 ft (assist by J. Johnson),,33,41
195,2,4:20.0,,R. Lopez makes 2-pt layup from 1 ft (assist by D. Lillard),33,43
196,2,4:11.0,D. Williams misses 3-pt jump shot from 24 ft,,33,43
197,2,4:10.0,,Defensive rebound by D. Lillard,33,43
198,2,4:07.0,,Turnover by D. Lillard (traveling),33,43
199,2,3:45.0,B. Lopez misses 2-pt jump shot from 10 ft,,33,43
200,2,3:44.0,,Defensive rebound by M. Leonard,33,43
201,2,3:21.0,,D. Lillard misses 3-pt jump shot from 24 ft,33,43
202,2,3:21.0,,Offensive rebound by Team,33,43
203,2,3:21.0,,Turnover by Team (shot clock),33,43
204,2,3:19.0,Brooklyn full timeout,,33,43
205,2,3:19.0,M. Plumlee enters the game for K. Garnett,,33,43
206,2,3:11.0,B. Lopez makes 2-pt hook shot from 3 ft (assist by D. Williams),,35,43
207,2,2:53.0,,W. Matthews makes 2-pt jump shot from 16 ft,35,45
208,2,2:35.0,J. Johnson misses 2-pt hook shot from 3 ft,,35,45
209,2,2:33.0,Offensive rebound by J. Johnson,,35,45
210,2,2:31.0,J. Johnson misses 2-pt jump shot from 15 ft,,35,45
211,2,2:29.0,,Defensive rebound by W. Matthews,35,45
212,2,2:21.0,,W. Matthews misses 2-pt jump shot from 17 ft,35,45
213,2,2:20.0,Defensive rebound by D. Williams,,35,45
214,2,2:18.0,Turnover by D. Williams (bad pass),,35,45
215,2,2:18.0,,Portland full timeout,35,45
216,2,2:00.0,,Turnover by R. Lopez (lost ball; steal by M. Plumlee),35,45
217,2,1:48.0,M. Plumlee misses 2-pt hook shot from 5 ft,,35,45
218,2,1:47.0,,Defensive rebound by R. Lopez,35,45
219,2,1:36.0,,A. Crabbe misses 2-pt jump shot from 20 ft,35,45
220,2,1:36.0,,Offensive rebound by M. Leonard,35,45
221,2,1:32.0,,Portland full timeout,35,45
222,2,1:32.0,,J. Freeland enters the game for M. Leonard,35,45
223,2,1:26.0,,Turnover by J. Freeland (bad pass; steal by B. Lopez),35,45
224,2,1:10.0,J. Johnson makes 2-pt jump shot from 3 ft,,37,45
225,2,0:53.0,,A. Crabbe makes 3-pt jump shot from 22 ft (assist by D. Lillard),37,48
226,2,0:39.0,Personal foul by W. Matthews (drawn by J. Johnson),,37,48
227,2,0:39.0,J. Jordan enters the game for B. Bogdanović,,37,48
228,2,0:39.0,A. Anderson enters the game for B. Lopez,,37,48
229,2,0:39.0,J. Jack enters the game for D. Williams,,37,48
230,2,0:34.0,J. Johnson makes 2-pt jump shot from 9 ft,,39,48
231,2,0:23.0,,Personal take foul by J. Jack (drawn by D. Lillard),39,48
232,2,0:14.0,,Personal foul by J. Jack (drawn by D. Lillard),39,48
233,2,0:14.0,,D. Lillard makes free throw 1 of 2,39,49
234,2,0:14.0,,S. Blake enters the game for W. Matthews,39,49
235,2,0:14.0,M. Teletović enters the game for M. Plumlee,,39,49
236,2,0:14.0,,D. Lillard makes free throw 2 of 2,39,50
237,2,0:00.0,J. Jack misses 3-pt jump shot from 22 ft,,39,50
238,2,0:00.0,Offensive rebound by Team,,39,50
239,3,11:47.0,,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),39,52
240,3,11:33.0,D. Williams misses 2-pt jump shot from 13 ft,,39,52
241,3,11:32.0,Offensive rebound by K. Garnett,,39,52
242,3,11:30.0,K. Garnett makes 2-pt layup from 1 ft,,41,52
243,3,11:10.0,,R. Lopez makes 2-pt layup at rim (assist by D. Lillard),41,54
244,3,10:54.0,K. Garnett misses 2-pt jump shot from 20 ft,,41,54
245,3,10:53.0,,Defensive rebound by M. Leonard,41,54
246,3,10:44.0,,Personal foul by K. Garnett (drawn by M. Leonard),41,54
247,3,10:37.0,,Turnover by D. Lillard (bad pass; steal by B. Lopez),41,54
248,3,10:28.0,D. Williams misses 3-pt jump shot from 24 ft,,41,54
249,3,10:28.0,,Defensive rebound by Team,41,54
250,3,10:14.0,,D. Lillard makes 2-pt layup at rim (assist by R. Lopez),41,56
251,3,9:59.0,K. Garnett makes 2-pt jump shot from 15 ft (assist by D. Williams),,43,56
252,3,9:32.0,,D. Lillard makes 3-pt jump shot from 27 ft (assist by W. Matthews),43,59
253,3,9:16.0,K. Garnett makes 2-pt jump shot from 19 ft (assist by D. Williams),,45,59
254,3,8:57.0,,W. Matthews misses 3-pt jump shot from 24 ft,45,59
255,3,8:57.0,,Offensive rebound by R. Lopez,45,59
256,3,8:56.0,,R. Lopez makes 2-pt layup from 1 ft,45,61
257,3,8:46.0,Brooklyn full timeout,,45,61
258,3,8:33.0,B. Lopez makes 2-pt hook shot from 8 ft,,47,61
259,3,8:12.0,,M. Leonard misses 2-pt jump shot from 18 ft,47,61
260,3,8:11.0,Defensive rebound by B. Bogdanović,,47,61
261,3,7:51.0,J. Johnson makes 2-pt layup from 2 ft,,49,61
262,3,7:33.0,,R. Lopez makes 2-pt dunk at rim (assist by A. Crabbe),49,63
263,3,7:12.0,D. Williams misses 2-pt jump shot from 13 ft,,49,63
264,3,7:11.0,,Defensive rebound by M. Leonard,49,63
265,3,6:49.0,,W. Matthews misses 2-pt layup from 1 ft (block by B. Lopez),49,63
266,3,6:47.0,Defensive rebound by J. Johnson,,49,63
267,3,6:32.0,J. Johnson makes 2-pt jump shot from 7 ft,,51,63
268,3,6:17.0,,Offensive foul by R. Lopez (drawn by D. Williams),51,63
269,3,6:17.0,,Turnover by R. Lopez (offensive foul),51,63
270,3,6:17.0,A. Anderson enters the game for B. Bogdanović,,51,63
271,3,6:10.0,Shooting foul by R. Lopez (drawn by D. Williams),,51,63
272,3,6:10.0,D. Williams makes free throw 1 of 2,,52,63
273,3,6:10.0,D. Williams makes free throw 2 of 2,,53,63
274,3,5:51.0,,D. Lillard makes 3-pt jump shot from 24 ft,53,66
275,3,5:42.0,Personal foul by W. Matthews (drawn by J. Johnson),,53,66
276,3,5:42.0,M. Plumlee enters the game for K. Garnett,,53,66
277,3,5:42.0,,C. Kaman enters the game for R. Lopez,53,66
278,3,5:42.0,,J. Freeland enters the game for M. Leonard,53,66
279,3,5:30.0,J. Johnson makes 2-pt hook shot from 4 ft,,55,66
280,3,5:10.0,,Personal foul by B. Lopez (drawn by C. Kaman),55,66
281,3,4:59.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Lillard),55,69
282,3,4:37.0,J. Johnson makes 2-pt jump shot from 5 ft,,57,69
283,3,4:22.0,,W. Matthews misses 2-pt layup from 1 ft,57,69
284,3,4:21.0,Defensive rebound by M. Plumlee,,57,69
285,3,4:05.0,A. Anderson misses 3-pt jump shot from 24 ft,,57,69
286,3,4:05.0,,Defensive rebound by Team,57,69
287,3,4:05.0,,C. McCollum enters the game for W. Matthews,57,69
288,3,3:45.0,,C. Kaman misses 2-pt jump shot from 18 ft,57,69
289,3,3:44.0,,Offensive rebound by J. Freeland,57,69
290,3,3:42.0,,Turnover by J. Freeland (lost ball; steal by A. Anderson),57,69
291,3,3:24.0,B. Lopez makes 2-pt jump shot from 10 ft,,59,69
292,3,3:14.0,,Portland full timeout,59,69
293,3,3:14.0,,S. Blake enters the game for D. Lillard,59,69
294,3,3:14.0,J. Jack enters the game for A. Anderson,,59,69
295,3,2:59.0,,C. McCollum makes 3-pt jump shot from 22 ft (assist by S. Blake),59,72
296,3,2:40.0,Def 3 sec tech foul by J. Freeland,,59,72
297,3,2:40.0,D. Williams makes technical free throw,,60,72
298,3,2:36.0,Turnover by B. Lopez (lost ball; steal by S. Blake),,60,72
299,3,2:29.0,,Shooting foul by M. Plumlee (drawn by C. Kaman),60,72
300,3,2:29.0,,C. Kaman makes free throw 1 of 2,60,73
301,3,2:29.0,,C. Kaman misses free throw 2 of 2,60,73
302,3,2:28.0,Defensive rebound by B. Lopez,,60,73
303,3,2:15.0,B. Lopez makes 2-pt jump shot from 8 ft (assist by D. Williams),,62,73
304,3,1:58.0,,J. Freeland misses 2-pt hook shot from 4 ft,62,73
305,3,1:58.0,Defensive rebound by M. Plumlee,,62,73
306,3,1:42.0,J. Johnson makes 2-pt jump shot from 6 ft,,64,73
307,3,1:24.0,,C. Kaman makes 2-pt jump shot from 16 ft (assist by S. Blake),64,75
308,3,1:09.0,B. Lopez makes 2-pt layup from 1 ft (assist by D. Williams),,66,75
309,3,0:56.0,,C. Kaman misses 2-pt jump shot from 17 ft,66,75
310,3,0:55.0,,Offensive rebound by J. Freeland,66,75
311,3,0:49.0,,J. Freeland makes 2-pt jump shot from 19 ft (assist by S. Blake),66,77
312,3,0:39.0,J. Jack misses 3-pt jump shot from 24 ft,,66,77
313,3,0:37.0,,Defensive rebound by C. Kaman,66,77
314,3,0:31.0,,S. Blake misses 3-pt jump shot from 25 ft,66,77
315,3,0:30.0,,Offensive rebound by C. McCollum,66,77
316,3,0:10.0,,C. Kaman makes 2-pt layup at rim (assist by S. Blake),66,79
317,3,0:10.0,,Shooting foul by J. Johnson (drawn by C. Kaman),66,79
318,3,0:10.0,M. Teletović enters the game for B. Lopez,,66,79
319,3,0:10.0,,C. Kaman makes free throw 1 of 1,66,80
320,3,0:05.0,Personal take foul by A. Crabbe (drawn by J. Johnson),,66,80
321,3,0:00.0,J. Johnson misses 2-pt jump shot from 18 ft,,66,80
322,3,0:00.0,Offensive rebound by Team,,66,80
323,4,11:37.0,J. Jack makes 2-pt jump shot from 12 ft,,68,80
324,4,11:20.0,,Turnover by C. Kaman (lost ball; steal by J. Jack),68,80
325,4,11:05.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,68,80
326,4,11:05.0,Offensive rebound by M. Teletović,,68,80
327,4,10:52.0,J. Jack misses 2-pt jump shot from 3 ft (block by J. Freeland),,68,80
328,4,10:51.0,Offensive rebound by A. Anderson,,68,80
329,4,10:51.0,Turnover by A. Anderson (lost ball),,68,80
330,4,10:38.0,,C. McCollum misses 2-pt jump shot from 6 ft,68,80
331,4,10:37.0,Defensive rebound by A. Anderson,,68,80
332,4,10:29.0,M. Teletović misses 3-pt jump shot from 23 ft,,68,80
333,4,10:26.0,,Defensive rebound by C. Kaman,68,80
334,4,10:13.0,,C. Kaman misses 2-pt jump shot from 15 ft,68,80
335,4,10:12.0,Defensive rebound by M. Teletović,,68,80
336,4,9:59.0,Shooting foul by C. Kaman (drawn by M. Plumlee),,68,80
337,4,9:59.0,M. Plumlee misses free throw 1 of 2,,68,80
338,4,9:59.0,Offensive rebound by Team,,68,80
339,4,9:59.0,,D. Lillard enters the game for C. McCollum,68,80
340,4,9:59.0,M. Plumlee makes free throw 2 of 2,,69,80
341,4,9:40.0,,Turnover by J. Freeland (lost ball; steal by M. Plumlee),69,80
342,4,9:24.0,M. Plumlee misses 2-pt layup from 1 ft,,69,80
343,4,9:23.0,Offensive rebound by M. Plumlee,,69,80
344,4,9:23.0,M. Plumlee misses 2-pt layup from 1 ft,,69,80
345,4,9:20.0,,Defensive rebound by Team,69,80
346,4,9:05.0,,W. Barton makes 2-pt layup from 2 ft (assist by D. Lillard),69,82
347,4,8:53.0,J. Jack makes 2-pt jump shot from 16 ft,,71,82
348,4,8:33.0,,C. Kaman makes 2-pt layup from 1 ft (assist by D. Lillard),71,84
349,4,8:19.0,J. Jack makes 2-pt jump shot from 11 ft,,73,84
350,4,8:02.0,,Shooting foul by M. Teletović (drawn by D. Lillard),73,84
351,4,8:02.0,Official timeout,,73,84
352,4,8:02.0,,R. Lopez enters the game for C. Kaman,73,84
353,4,8:02.0,,W. Matthews enters the game for S. Blake,73,84
354,4,8:02.0,K. Garnett enters the game for M. Plumlee,,73,84
355,4,8:02.0,D. Williams enters the game for B. Bogdanović,,73,84
356,4,8:02.0,,D. Lillard makes free throw 1 of 2,73,85
357,4,8:02.0,,D. Lillard makes free throw 2 of 2,73,86
358,4,7:51.0,J. Jack misses 2-pt jump shot from 10 ft,,73,86
359,4,7:51.0,,Defensive rebound by W. Barton,73,86
360,4,7:42.0,,Turnover by W. Barton (bad pass),73,86
361,4,7:21.0,D. Williams misses 2-pt jump shot from 13 ft,,73,86
362,4,7:20.0,,Defensive rebound by W. Barton,73,86
363,4,7:07.0,,Turnover by J. Freeland (palming),73,86
364,4,7:00.0,Personal foul by D. Lillard (drawn by D. Williams),,73,86
365,4,7:00.0,J. Johnson enters the game for A. Anderson,,73,86
366,4,7:00.0,,M. Leonard enters the game for J. Freeland,73,86
367,4,7:00.0,B. Lopez enters the game for M. Teletović,,73,86
368,4,6:46.0,B. Lopez misses 2-pt hook shot from 6 ft,,73,86
369,4,6:45.0,,Defensive rebound by W. Matthews,73,86
370,4,6:32.0,,W. Matthews misses 3-pt jump shot from 25 ft,73,86
371,4,6:32.0,Defensive rebound by J. Johnson,,73,86
372,4,6:22.0,B. Lopez misses 2-pt jump shot from 19 ft,,73,86
373,4,6:22.0,Offensive rebound by Team,,73,86
374,4,6:22.0,,Loose ball foul by M. Leonard (drawn by K. Garnett),73,86
375,4,6:13.0,J. Johnson makes 2-pt jump shot from 10 ft,,75,86
376,4,5:46.0,,W. Barton misses 2-pt jump shot from 14 ft,75,86
377,4,5:45.0,Defensive rebound by B. Lopez,,75,86
378,4,5:32.0,B. Lopez misses 2-pt layup from 2 ft,,75,86
379,4,5:30.0,,Defensive rebound by M. Leonard,75,86
380,4,5:28.0,,Personal foul by K. Garnett (drawn by D. Lillard),75,86
381,4,5:28.0,,Portland full timeout,75,86
382,4,5:28.0,,A. Crabbe enters the game for W. Barton,75,86
383,4,5:15.0,,A. Crabbe misses 3-pt jump shot from 24 ft,75,86
384,4,5:14.0,Defensive rebound by B. Lopez,,75,86
385,4,5:01.0,Offensive foul by B. Lopez (drawn by D. Lillard),,75,86
386,4,5:01.0,Turnover by B. Lopez (offensive foul),,75,86
387,4,4:50.0,,Turnover by D. Lillard (lost ball; steal by J. Johnson),75,86
