,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,BOSTON_ACTION,MEMPHIS_SCORE,BOSTON_SCORE
386,4,2:37.0,,A. Bradley misses 3-pt jump shot from 26 ft,86,83
387,4,2:35.0,Defensive rebound by T. Allen,,86,83
388,4,2:30.0,Memphis full timeout,,86,83
389,4,2:30.0,,T. Zeller enters the game for K. Olynyk,86,83
390,4,2:18.0,Turnover by Z. Randolph (lost ball),,86,83
391,4,2:06.0,,J. Crowder misses 2-pt jump shot from 18 ft,86,83
392,4,2:06.0,,Offensive rebound by T. Zeller,86,83
393,4,2:06.0,,Personal foul by M. Gasol (drawn by T. Zeller),86,83
394,4,2:06.0,,T. Zeller makes free throw 1 of 2,86,84
395,4,2:06.0,,T. Zeller makes free throw 2 of 2,86,85
396,4,1:47.0,M. Conley makes 2-pt jump shot from 3 ft,,88,85
397,4,1:47.0,,Boston full timeout,88,85
398,4,1:47.0,,E. Turner enters the game for B. Bass,88,85
399,4,1:47.0,,K. Olynyk enters the game for T. Zeller,88,85
400,4,1:40.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by E. Turner),88,88
401,4,1:22.0,Personal foul by J. Crowder (drawn by Z. Randolph),,88,88
402,4,1:22.0,,T. Zeller enters the game for E. Turner,88,88
403,4,1:22.0,,B. Bass enters the game for K. Olynyk,88,88
404,4,1:10.0,Z. Randolph misses 2-pt layup from 2 ft,,88,88
405,4,1:06.0,Offensive rebound by Z. Randolph,,88,88
406,4,0:52.0,Z. Randolph makes 2-pt layup from 2 ft (assist by T. Allen),,90,88
407,4,0:52.0,,Boston full timeout,90,88
408,4,0:52.0,N. Calathes enters the game for M. Conley,,90,88
409,4,0:52.0,,E. Turner enters the game for B. Bass,90,88
410,4,0:52.0,,K. Olynyk enters the game for T. Zeller,90,88
411,4,0:52.0,C. Lee enters the game for Z. Randolph,,90,88
412,4,0:52.0,,M. Smart makes 2-pt layup at rim (assist by E. Turner),90,90
413,4,0:52.0,,Shooting foul by C. Lee (drawn by M. Smart),90,90
414,4,0:52.0,,B. Bass enters the game for K. Olynyk,90,90
415,4,0:52.0,,T. Zeller enters the game for E. Turner,90,90
416,4,0:52.0,Z. Randolph enters the game for C. Lee,,90,90
417,4,0:52.0,,M. Smart makes free throw 1 of 1,90,91
418,4,0:52.0,Memphis full timeout,,90,91
419,4,0:52.0,M. Conley enters the game for T. Allen,,90,91
420,4,0:52.0,C. Lee enters the game for N. Calathes,,90,91
421,4,0:42.0,J. Green misses 2-pt jump shot from 4 ft (block by T. Zeller),,90,91
422,4,0:40.0,,Defensive rebound by T. Zeller,90,91
423,4,0:40.0,,Personal foul by M. Gasol (drawn by T. Zeller),90,91
424,4,0:40.0,,T. Zeller makes free throw 1 of 2,90,92
425,4,0:40.0,,T. Zeller makes free throw 2 of 2,90,93
426,4,0:30.0,J. Green misses 2-pt jump shot at rim,,90,93
427,4,0:29.0,Offensive rebound by J. Green,,90,93
428,4,0:29.0,J. Green makes 2-pt layup at rim,,92,93
429,4,0:08.0,,A. Bradley makes 2-pt jump shot from 21 ft,92,95
430,4,0:08.0,Memphis full timeout,,92,95
431,4,0:08.0,,J. Jerebko enters the game for T. Zeller,92,95
432,4,0:02.0,M. Conley misses 3-pt jump shot from 28 ft,,92,95
433,4,0:00.0,,Defensive rebound by A. Bradley,92,95
