,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW ORLEANS_ACTION,SAN ANTONIO_SCORE,NEW ORLEANS_SCORE
109,2,10:12.0,,A. Ajinça misses 2-pt layup from 2 ft,26,24
110,2,10:11.0,Defensive rebound by A. Baynes,,26,24
111,2,9:59.0,A. Baynes makes 2-pt layup from 1 ft (assist by C. Joseph),,28,24
112,2,9:38.0,,A. Rivers makes 2-pt jump shot from 3 ft,28,26
113,2,9:21.0,D. Green misses 3-pt jump shot from 23 ft,,28,26
114,2,9:20.0,,Defensive rebound by R. Anderson,28,26
115,2,9:07.0,,Shooting block foul by A. Baynes (drawn by R. Anderson),28,26
116,2,9:07.0,,R. Anderson makes free throw 1 of 2,28,27
117,2,9:07.0,T. Duncan enters the game for A. Baynes,,28,27
118,2,9:07.0,,R. Anderson makes free throw 2 of 2,28,28
119,2,8:48.0,C. Joseph makes 2-pt jump shot from 6 ft,,30,28
120,2,8:35.0,,R. Anderson makes 3-pt jump shot from 25 ft (assist by A. Rivers),30,31
121,2,8:11.0,M. Belinelli misses 2-pt layup from 1 ft,,30,31
122,2,8:10.0,,Defensive rebound by A. Ajinça,30,31
123,2,7:52.0,,R. Anderson misses 2-pt jump shot from 17 ft,30,31
124,2,7:51.0,Defensive rebound by D. Green,,30,31
125,2,7:41.0,C. Joseph makes 2-pt layup from 2 ft,,32,31
126,2,7:21.0,,A. Rivers misses 2-pt layup from 3 ft (block by C. Joseph),32,31
127,2,7:20.0,,Offensive rebound by A. Rivers,32,31
128,2,7:19.0,,Shooting foul by M. Bonner (drawn by A. Rivers),32,31
129,2,7:19.0,,A. Rivers misses free throw 1 of 2,32,31
130,2,7:19.0,,Offensive rebound by Team,32,31
131,2,7:19.0,A. Daye enters the game for M. Belinelli,,32,31
132,2,7:19.0,,A. Davis enters the game for A. Ajinça,32,31
133,2,7:19.0,,J. Holiday enters the game for D. Cunningham,32,31
134,2,7:19.0,,A. Rivers makes free throw 2 of 2,32,32
135,2,6:56.0,A. Daye misses 2-pt jump shot from 21 ft,,32,32
136,2,6:55.0,,Defensive rebound by A. Davis,32,32
137,2,6:45.0,,J. Holiday misses 2-pt jump shot from 5 ft,32,32
138,2,6:44.0,Defensive rebound by C. Joseph,,32,32
139,2,6:38.0,D. Green misses 2-pt jump shot from 3 ft,,32,32
140,2,6:36.0,,Defensive rebound by R. Anderson,32,32
141,2,6:28.0,,J. Salmons misses 3-pt jump shot from 23 ft,32,32
142,2,6:26.0,Defensive rebound by Team,,32,32
143,2,6:26.0,,T. Evans enters the game for A. Rivers,32,32
144,2,6:06.0,T. Duncan misses 2-pt jump shot from 12 ft,,32,32
145,2,6:03.0,,Defensive rebound by J. Holiday,32,32
146,2,5:56.0,,Personal foul by M. Bonner (drawn by R. Anderson),32,32
147,2,5:56.0,Official timeout,,32,32
148,2,5:56.0,,L. Babbitt enters the game for J. Salmons,32,32
149,2,5:56.0,B. Diaw enters the game for D. Green,,32,32
150,2,5:56.0,M. Ginóbili enters the game for C. Joseph,,32,32
151,2,5:56.0,M. Belinelli enters the game for M. Bonner,,32,32
152,2,5:44.0,,Shooting foul by B. Diaw (drawn by J. Holiday),32,32
153,2,5:44.0,,J. Holiday makes free throw 1 of 2,32,33
154,2,5:44.0,,Ö. Aşık enters the game for L. Babbitt,32,33
155,2,5:44.0,,J. Holiday misses free throw 2 of 2,32,33
156,2,5:43.0,Defensive rebound by T. Duncan,,32,33
157,2,5:28.0,M. Ginóbili makes 2-pt layup from 1 ft,,34,33
158,2,5:20.0,,A. Davis makes 2-pt layup at rim (assist by J. Holiday),34,35
159,2,5:02.0,Turnover by B. Diaw (3 sec),,34,35
160,2,4:44.0,,J. Holiday misses 2-pt layup from 2 ft,34,35
161,2,4:42.0,,Offensive rebound by R. Anderson,34,35
162,2,4:38.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by R. Anderson),34,38
163,2,4:24.0,Personal foul by T. Evans (drawn by M. Belinelli),,34,38
164,2,4:18.0,Turnover by T. Duncan (lost ball),,34,38
165,2,4:07.0,,Shooting foul by M. Ginóbili (drawn by Ö. Aşık),34,38
166,2,4:07.0,,Ö. Aşık makes free throw 1 of 2,34,39
167,2,4:07.0,D. Green enters the game for A. Daye,,34,39
168,2,4:07.0,,Ö. Aşık makes free throw 2 of 2,34,40
169,2,3:47.0,M. Ginóbili makes 2-pt layup from 1 ft,,36,40
170,2,3:39.0,,T. Evans misses 2-pt jump shot from 20 ft,36,40
171,2,3:38.0,Defensive rebound by T. Duncan,,36,40
172,2,3:28.0,D. Green makes 3-pt jump shot from 24 ft (assist by M. Ginóbili),,39,40
173,2,3:14.0,,T. Evans makes 2-pt layup from 1 ft (assist by J. Holiday),39,42
174,2,2:56.0,D. Green misses 2-pt jump shot from 22 ft,,39,42
175,2,2:55.0,,Defensive rebound by T. Evans,39,42
176,2,2:51.0,,Turnover by T. Evans (bad pass),39,42
177,2,2:51.0,,New Orleans full timeout,39,42
178,2,2:51.0,,L. Babbitt enters the game for Ö. Aşık,39,42
179,2,2:51.0,C. Joseph enters the game for M. Belinelli,,39,42
180,2,2:38.0,D. Green misses 3-pt jump shot from 24 ft,,39,42
181,2,2:37.0,,Defensive rebound by A. Davis,39,42
182,2,2:23.0,,J. Holiday makes 2-pt layup from 1 ft,39,44
183,2,2:09.0,Turnover by D. Green (bad pass),,39,44
184,2,1:56.0,,J. Holiday makes 2-pt jump shot from 15 ft,39,46
185,2,1:41.0,Personal foul by T. Evans (drawn by B. Diaw),,39,46
186,2,1:32.0,M. Ginóbili misses 3-pt jump shot from 26 ft,,39,46
187,2,1:31.0,,Defensive rebound by A. Davis,39,46
188,2,1:21.0,,A. Davis makes 2-pt layup from 2 ft,39,48
189,2,1:00.0,C. Joseph makes 2-pt layup from 2 ft (assist by B. Diaw),,41,48
190,2,0:50.0,,A. Davis misses 2-pt layup from 1 ft,41,48
191,2,0:49.0,Defensive rebound by B. Diaw,,41,48
192,2,0:42.0,D. Green makes 3-pt jump shot from 25 ft (assist by B. Diaw),,44,48
193,2,0:24.0,,L. Babbitt misses 2-pt jump shot from 8 ft,44,48
194,2,0:23.0,,Offensive rebound by R. Anderson,44,48
195,2,0:21.0,,R. Anderson misses 2-pt layup from 2 ft (block by T. Duncan),44,48
196,2,0:20.0,Defensive rebound by B. Diaw,,44,48
197,2,0:19.0,,Technical foul by R. Anderson,44,48
198,2,0:19.0,D. Green misses technical free throw,,44,48
199,2,0:19.0,Offensive rebound by Team,,44,48
200,2,0:19.0,,A. Rivers enters the game for T. Evans,44,48
201,2,0:19.0,,D. Cunningham enters the game for J. Holiday,44,48
202,2,0:19.0,,J. Fredette enters the game for L. Babbitt,44,48
203,2,0:19.0,M. Belinelli enters the game for C. Joseph,,44,48
204,2,0:19.0,A. Daye enters the game for B. Diaw,,44,48
205,2,0:03.0,Offensive foul by T. Duncan (drawn by A. Davis),,44,48
206,2,0:03.0,Turnover by T. Duncan (offensive foul),,44,48
207,2,0:03.0,,T. Evans enters the game for A. Rivers,44,48
208,2,0:03.0,,J. Holiday enters the game for D. Cunningham,44,48
209,2,0:03.0,C. Joseph enters the game for M. Belinelli,,44,48
210,2,0:03.0,B. Diaw enters the game for A. Daye,,44,48
211,2,0:00.0,,T. Evans misses 3-pt jump shot from 29 ft,44,48
212,2,0:00.0,,Offensive rebound by Team,44,48
213,3,11:37.0,,A. Davis misses 2-pt jump shot from 13 ft,44,48
214,3,11:36.0,Defensive rebound by T. Duncan,,44,48
215,3,11:24.0,T. Duncan makes 2-pt layup from 1 ft (assist by T. Splitter),,46,48
216,3,11:03.0,,T. Evans makes 3-pt jump shot from 25 ft (assist by A. Davis),46,51
217,3,10:46.0,D. Green misses 2-pt layup from 1 ft,,46,51
218,3,10:45.0,,Defensive rebound by Ö. Aşık,46,51
219,3,10:37.0,,T. Evans misses 2-pt layup from 2 ft,46,51
220,3,10:36.0,Defensive rebound by T. Duncan,,46,51
221,3,10:24.0,C. Joseph makes 2-pt jump shot from 16 ft,,48,51
222,3,10:00.0,,A. Davis misses 2-pt jump shot from 13 ft,48,51
223,3,9:59.0,Defensive rebound by T. Duncan,,48,51
224,3,9:44.0,Turnover by T. Splitter (bad pass; steal by Ö. Aşık),,48,51
225,3,9:35.0,,J. Holiday makes 2-pt layup at rim (assist by T. Evans),48,53
226,3,9:15.0,T. Duncan makes 2-pt layup from 1 ft (assist by T. Splitter),,50,53
227,3,8:59.0,,A. Davis misses 2-pt jump shot from 19 ft,50,53
228,3,8:57.0,Defensive rebound by T. Duncan,,50,53
229,3,8:40.0,K. Anderson misses 2-pt jump shot from 18 ft,,50,53
230,3,8:39.0,,Defensive rebound by A. Davis,50,53
231,3,8:27.0,,J. Holiday misses 3-pt jump shot from 24 ft,50,53
232,3,8:26.0,Defensive rebound by T. Duncan,,50,53
233,3,8:18.0,D. Green misses 2-pt jump shot from 18 ft,,50,53
234,3,8:17.0,,Defensive rebound by J. Holiday,50,53
235,3,8:09.0,,Turnover by J. Holiday (lost ball),50,53
236,3,7:58.0,Turnover by D. Green (lost ball),,50,53
237,3,7:46.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by J. Holiday),50,55
238,3,7:23.0,C. Joseph misses 2-pt jump shot from 4 ft (block by A. Davis),,50,55
239,3,7:23.0,Offensive rebound by Team,,50,55
240,3,7:23.0,M. Belinelli enters the game for K. Anderson,,50,55
241,3,7:18.0,C. Joseph makes 2-pt jump shot from 5 ft (assist by T. Duncan),,52,55
242,3,7:02.0,,A. Davis makes 2-pt jump shot from 17 ft (assist by T. Evans),52,57
243,3,6:41.0,Shooting foul by L. Babbitt (drawn by M. Belinelli),,52,57
244,3,6:41.0,M. Belinelli misses free throw 1 of 2,,52,57
245,3,6:41.0,Offensive rebound by Team,,52,57
246,3,6:41.0,M. Belinelli misses free throw 2 of 2,,52,57
247,3,6:40.0,,Defensive rebound by Ö. Aşık,52,57
248,3,6:18.0,,J. Holiday misses 2-pt jump shot from 17 ft,52,57
249,3,6:17.0,,Offensive rebound by Ö. Aşık,52,57
250,3,6:17.0,,Ö. Aşık misses 2-pt tip-in from 1 ft,52,57
251,3,6:15.0,Defensive rebound by M. Belinelli,,52,57
252,3,6:10.0,M. Belinelli makes 3-pt jump shot from 24 ft,,55,57
253,3,5:56.0,,A. Davis makes 2-pt jump shot from 19 ft (assist by J. Holiday),55,59
254,3,5:54.0,San Antonio full timeout,,55,59
255,3,5:54.0,M. Ginóbili enters the game for T. Splitter,,55,59
256,3,5:54.0,B. Diaw enters the game for D. Green,,55,59
257,3,5:54.0,,A. Rivers enters the game for L. Babbitt,55,59
258,3,5:40.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by B. Diaw),,57,59
259,3,5:22.0,,A. Rivers makes 2-pt jump shot from 7 ft (assist by J. Holiday),57,61
260,3,5:01.0,M. Belinelli misses 2-pt jump shot from 21 ft,,57,61
261,3,5:00.0,,Defensive rebound by A. Davis,57,61
262,3,4:54.0,,T. Evans misses 2-pt layup from 1 ft,57,61
263,3,4:51.0,Defensive rebound by B. Diaw,,57,61
264,3,4:46.0,B. Diaw misses 2-pt layup from 1 ft (block by J. Holiday),,57,61
265,3,4:46.0,Offensive rebound by Team,,57,61
266,3,4:42.0,T. Duncan misses 2-pt jump shot from 5 ft,,57,61
267,3,4:41.0,,Defensive rebound by Ö. Aşık,57,61
268,3,4:25.0,,A. Rivers misses 3-pt jump shot from 23 ft,57,61
269,3,4:24.0,Defensive rebound by B. Diaw,,57,61
270,3,4:07.0,Shooting foul by A. Davis (drawn by C. Joseph),,57,61
271,3,4:07.0,C. Joseph makes free throw 1 of 2,,58,61
272,3,4:07.0,,R. Anderson enters the game for Ö. Aşık,58,61
273,3,4:07.0,C. Joseph misses free throw 2 of 2,,58,61
274,3,4:06.0,,Defensive rebound by T. Evans,58,61
275,3,3:53.0,,J. Holiday misses 2-pt jump shot from 17 ft,58,61
276,3,3:52.0,Defensive rebound by T. Duncan,,58,61
277,3,3:42.0,Shooting foul by R. Anderson (drawn by T. Duncan),,58,61
278,3,3:42.0,T. Duncan makes free throw 1 of 2,,59,61
279,3,3:42.0,,J. Salmons enters the game for T. Evans,59,61
280,3,3:42.0,D. Green enters the game for C. Joseph,,59,61
281,3,3:42.0,T. Duncan makes free throw 2 of 2,,60,61
282,3,3:29.0,,Shooting foul by B. Diaw (drawn by A. Davis),60,61
283,3,3:29.0,,A. Davis makes free throw 1 of 2,60,62
284,3,3:29.0,,A. Davis makes free throw 2 of 2,60,63
285,3,3:12.0,M. Belinelli makes 2-pt layup from 2 ft (assist by M. Ginóbili),,62,63
286,3,2:59.0,,A. Davis misses 2-pt jump shot from 13 ft,62,63
287,3,2:57.0,Defensive rebound by M. Ginóbili,,62,63
288,3,2:53.0,M. Ginóbili misses 2-pt layup from 1 ft (block by A. Davis),,62,63
289,3,2:51.0,,Defensive rebound by J. Salmons,62,63
290,3,2:43.0,,A. Davis makes 2-pt layup from 1 ft,62,65
291,3,2:25.0,M. Belinelli misses 3-pt jump shot from 25 ft,,62,65
292,3,2:24.0,,Defensive rebound by A. Davis,62,65
293,3,2:09.0,,R. Anderson makes 3-pt jump shot from 24 ft (assist by A. Rivers),62,68
294,3,1:53.0,B. Diaw misses 2-pt layup from 2 ft (block by A. Davis),,62,68
295,3,1:51.0,,Defensive rebound by A. Davis,62,68
296,3,1:38.0,,R. Anderson misses 3-pt jump shot from 24 ft,62,68
297,3,1:36.0,Defensive rebound by T. Duncan,,62,68
298,3,1:28.0,T. Duncan misses 2-pt layup from 1 ft (block by A. Davis),,62,68
299,3,1:27.0,,Defensive rebound by A. Davis,62,68
300,3,1:27.0,,New Orleans full timeout,62,68
301,3,1:01.0,,A. Rivers misses 2-pt jump shot from 7 ft,62,68
302,3,1:00.0,Defensive rebound by T. Duncan,,62,68
303,3,0:45.0,B. Diaw makes 2-pt layup from 2 ft (assist by D. Green),,64,68
304,3,0:30.0,,A. Rivers makes 2-pt layup from 1 ft (assist by R. Anderson),64,70
305,3,0:09.0,Turnover by M. Ginóbili (bad pass; steal by J. Salmons),,64,70
306,3,0:03.0,,J. Salmons misses 3-pt jump shot from 26 ft,64,70
307,3,0:01.0,,Offensive rebound by A. Davis,64,70
308,3,0:00.0,,A. Davis misses 2-pt tip-in at rim,64,70
309,3,0:00.0,,Offensive rebound by Team,64,70
310,4,11:40.0,A. Baynes misses 2-pt hook shot from 5 ft,,64,70
311,4,11:38.0,,Defensive rebound by R. Anderson,64,70
312,4,11:26.0,,R. Anderson makes 2-pt layup from 1 ft (assist by J. Salmons),64,72
313,4,11:13.0,D. Green makes 2-pt jump shot from 10 ft (assist by C. Joseph),,66,72
314,4,10:48.0,,A. Ajinça makes 2-pt jump shot from 5 ft (assist by A. Rivers),66,74
315,4,10:37.0,B. Diaw makes 2-pt jump shot from 8 ft,,68,74
316,4,10:18.0,,A. Ajinça misses 2-pt jump shot from 16 ft,68,74
317,4,10:17.0,Defensive rebound by D. Green,,68,74
318,4,10:00.0,B. Diaw makes 2-pt jump shot from 6 ft,,70,74
319,4,9:43.0,,A. Rivers makes 3-pt jump shot from 24 ft (assist by A. Ajinça),70,77
320,4,9:31.0,Personal foul by A. Rivers (drawn by C. Joseph),,70,77
321,4,9:31.0,M. Belinelli enters the game for M. Ginóbili,,70,77
322,4,9:31.0,M. Bonner enters the game for B. Diaw,,70,77
323,4,9:27.0,Shooting foul by A. Ajinça (drawn by C. Joseph),,70,77
324,4,9:27.0,C. Joseph makes free throw 1 of 2,,71,77
325,4,9:27.0,C. Joseph makes free throw 2 of 2,,72,77
326,4,9:10.0,,R. Anderson misses 2-pt jump shot from 13 ft,72,77
327,4,9:08.0,Defensive rebound by D. Green,,72,77
328,4,9:01.0,D. Green misses 2-pt jump shot from 20 ft,,72,77
329,4,9:00.0,,Defensive rebound by A. Rivers,72,77
330,4,8:55.0,,A. Rivers misses 2-pt jump shot from 3 ft,72,77
331,4,8:54.0,Defensive rebound by Team,,72,77
332,4,8:54.0,Official timeout,,72,77
333,4,8:39.0,M. Belinelli misses 2-pt jump shot from 5 ft,,72,77
334,4,8:38.0,,Defensive rebound by A. Rivers,72,77
335,4,8:18.0,,Shooting foul by M. Bonner (drawn by R. Anderson),72,77
336,4,8:18.0,,R. Anderson makes free throw 1 of 2,72,78
337,4,8:18.0,,R. Anderson makes free throw 2 of 2,72,79
338,4,8:08.0,Turnover by C. Joseph (lost ball),,72,79
339,4,7:50.0,,R. Anderson makes 2-pt jump shot from 17 ft (assist by A. Rivers),72,81
340,4,7:36.0,M. Belinelli misses 3-pt jump shot from 24 ft,,72,81
341,4,7:35.0,,Defensive rebound by J. Salmons,72,81
342,4,7:28.0,,Offensive foul by A. Ajinça (drawn by C. Joseph),72,81
343,4,7:28.0,,Turnover by A. Ajinça (offensive foul),72,81
344,4,7:28.0,,T. Evans enters the game for D. Cunningham,72,81
345,4,7:28.0,,A. Davis enters the game for A. Ajinça,72,81
346,4,7:17.0,Turnover by C. Joseph (bad pass),,72,81
347,4,7:00.0,,A. Rivers misses 3-pt jump shot from 26 ft,72,81
348,4,6:59.0,Defensive rebound by D. Green,,72,81
349,4,6:48.0,Turnover by M. Bonner (lost ball; steal by A. Rivers),,72,81
350,4,6:45.0,Violation by D. Green (def goaltending),,72,81
351,4,6:45.0,,A. Rivers makes 2-pt layup from 1 ft,72,83
352,4,6:45.0,San Antonio full timeout,,72,83
353,4,6:45.0,T. Duncan enters the game for D. Green,,72,83
354,4,6:45.0,M. Ginóbili enters the game for A. Baynes,,72,83
355,4,6:45.0,B. Diaw enters the game for M. Bonner,,72,83
356,4,6:26.0,M. Belinelli makes 2-pt layup from 2 ft (assist by M. Ginóbili),,74,83
357,4,6:10.0,,A. Davis makes 2-pt dunk at rim (assist by T. Evans),74,85
358,4,5:51.0,M. Belinelli makes 2-pt jump shot from 11 ft (assist by T. Duncan),,76,85
359,4,5:26.0,,J. Salmons makes 3-pt jump shot from 22 ft (assist by T. Evans),76,88
360,4,5:10.0,T. Duncan misses 2-pt layup from 2 ft,,76,88
361,4,5:09.0,,Defensive rebound by R. Anderson,76,88
362,4,4:54.0,,R. Anderson misses 3-pt jump shot from 25 ft,76,88
363,4,4:53.0,Defensive rebound by M. Ginóbili,,76,88
364,4,4:39.0,Shooting foul by R. Anderson (drawn by T. Duncan),,76,88
365,4,4:39.0,T. Duncan makes free throw 1 of 2,,77,88
366,4,4:39.0,,J. Holiday enters the game for J. Salmons,77,88
367,4,4:39.0,T. Duncan makes free throw 2 of 2,,78,88
368,4,4:22.0,,T. Evans misses 2-pt jump shot from 17 ft,78,88
369,4,4:21.0,Defensive rebound by C. Joseph,,78,88
370,4,4:13.0,Turnover by B. Diaw (bad pass; steal by R. Anderson),,78,88
371,4,4:13.0,,Personal foul by B. Diaw (drawn by R. Anderson),78,88
372,4,3:47.0,,A. Rivers misses 2-pt jump shot from 12 ft,78,88
373,4,3:46.0,Defensive rebound by M. Belinelli,,78,88
374,4,3:37.0,,Violation by A. Davis (def goaltending),78,88
375,4,3:37.0,B. Diaw makes 2-pt layup from 2 ft (assist by C. Joseph),,80,88
376,4,3:19.0,,A. Davis misses 2-pt jump shot from 15 ft,80,88
377,4,3:17.0,Defensive rebound by M. Ginóbili,,80,88
378,4,3:12.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,80,88
379,4,3:08.0,,Defensive rebound by A. Davis,80,88
380,4,3:03.0,,R. Anderson misses 3-pt jump shot from 24 ft,80,88
381,4,3:03.0,,Offensive rebound by Team,80,88
382,4,3:03.0,Loose ball foul by C. Joseph (drawn by A. Rivers),,80,88
