,QUARTER,TIME_REMAINING,HOUSTON_ACTION,SACRAMENTO_ACTION,HOUSTON_SCORE,SACRAMENTO_SCORE
119,2,9:50.0,P. Beverley misses 2-pt jump shot from 7 ft (block by R. Hollins),,18,26
120,2,9:49.0,Offensive rebound by P. Beverley,,18,26
121,2,9:45.0,P. Beverley misses 3-pt jump shot from 25 ft,,18,26
122,2,9:44.0,,Defensive rebound by D. Williams,18,26
123,2,9:33.0,,Shooting foul by T. Black (drawn by C. Landry),18,26
124,2,9:33.0,,C. Landry misses free throw 1 of 2,18,26
125,2,9:33.0,,Offensive rebound by Team,18,26
126,2,9:33.0,N. Johnson enters the game for J. Terry,,18,26
127,2,9:33.0,,N. Stauskas enters the game for B. McLemore,18,26
128,2,9:33.0,,C. Landry makes free throw 2 of 2,18,27
129,2,9:21.0,D. Motiejūnas misses 2-pt jump shot from 3 ft (block by C. Landry),,18,27
130,2,9:21.0,Offensive rebound by Team,,18,27
131,2,9:19.0,Turnover by T. Black (bad pass),,18,27
132,2,9:00.0,,D. Williams misses 2-pt jump shot from 14 ft,18,27
133,2,8:59.0,Defensive rebound by T. Black,,18,27
134,2,8:42.0,,Violation by C. Landry (kicked ball),18,27
135,2,8:42.0,Official timeout,,18,27
136,2,8:26.0,D. Motiejūnas makes 2-pt hook shot from 5 ft,,20,27
137,2,8:02.0,,R. Sessions makes 2-pt jump shot from 8 ft (assist by D. Williams),20,29
138,2,7:49.0,N. Johnson misses 2-pt layup from 2 ft,,20,29
139,2,7:47.0,,Defensive rebound by R. Hollins,20,29
140,2,7:44.0,,D. Williams makes 2-pt dunk at rim (assist by R. Sessions),20,31
141,2,7:25.0,P. Beverley misses 3-pt jump shot from 24 ft,,20,31
142,2,7:24.0,,Defensive rebound by R. Hollins,20,31
143,2,7:12.0,,C. Landry misses 2-pt layup from 2 ft,20,31
144,2,7:12.0,Defensive rebound by P. Beverley,,20,31
145,2,6:53.0,J. Harden makes 2-pt jump shot from 9 ft,,22,31
146,2,6:35.0,,Turnover by C. Landry (lost ball; steal by J. Harden),22,31
147,2,6:28.0,J. Harden misses 2-pt layup from 2 ft (block by R. Hollins),,22,31
148,2,6:28.0,Offensive rebound by Team,,22,31
149,2,6:28.0,,R. Gay enters the game for D. Williams,22,31
150,2,6:28.0,J. Dorsey enters the game for T. Black,,22,31
151,2,6:28.0,T. Ariza enters the game for N. Johnson,,22,31
152,2,6:18.0,J. Harden misses 3-pt jump shot from 23 ft,,22,31
153,2,6:17.0,,Defensive rebound by R. Sessions,22,31
154,2,6:06.0,,N. Stauskas misses 3-pt jump shot from 24 ft,22,31
155,2,6:06.0,Defensive rebound by Team,,22,31
156,2,5:52.0,D. Motiejūnas makes 2-pt jump shot from 5 ft,,24,31
157,2,5:35.0,,R. Gay misses 2-pt jump shot from 11 ft,24,31
158,2,5:34.0,,Offensive rebound by R. Hollins,24,31
159,2,5:34.0,,R. Hollins makes 2-pt dunk at rim,24,33
160,2,5:15.0,P. Beverley makes 3-pt jump shot from 23 ft (assist by J. Harden),,27,33
161,2,5:01.0,,Turnover by N. Stauskas (traveling),27,33
162,2,5:01.0,,Sacramento full timeout,27,33
163,2,5:01.0,,D. Collison enters the game for R. Hollins,27,33
164,2,5:01.0,,J. Thompson enters the game for R. Sessions,27,33
165,2,4:52.0,Turnover by J. Dorsey (offensive goaltending),,27,33
166,2,4:35.0,,C. Landry makes 2-pt dunk at rim (assist by N. Stauskas),27,35
167,2,4:25.0,T. Ariza misses 3-pt jump shot from 24 ft,,27,35
168,2,4:24.0,,Defensive rebound by J. Thompson,27,35
169,2,4:17.0,,D. Collison makes 2-pt layup from 2 ft,27,37
170,2,3:59.0,J. Dorsey misses 2-pt hook shot from 7 ft,,27,37
171,2,3:59.0,,Defensive rebound by Team,27,37
172,2,3:59.0,J. Terry enters the game for P. Beverley,,27,37
173,2,3:59.0,,R. Evans enters the game for C. Landry,27,37
174,2,3:59.0,,B. McLemore enters the game for N. Stauskas,27,37
175,2,3:33.0,,D. Collison misses 3-pt jump shot from 24 ft,27,37
176,2,3:32.0,Defensive rebound by T. Ariza,,27,37
177,2,3:11.0,Shooting foul by R. Evans (drawn by T. Ariza),,27,37
178,2,3:11.0,T. Ariza makes free throw 1 of 2,,28,37
179,2,3:11.0,T. Ariza makes free throw 2 of 2,,29,37
180,2,2:57.0,,Shooting foul by D. Motiejūnas (drawn by R. Evans),29,37
181,2,2:57.0,Houston full timeout,,29,37
182,2,2:57.0,,R. Evans misses free throw 1 of 2,29,37
183,2,2:57.0,,Offensive rebound by Team,29,37
184,2,2:57.0,,R. Evans misses free throw 2 of 2,29,37
185,2,2:56.0,Defensive rebound by T. Ariza,,29,37
186,2,2:43.0,J. Terry misses 2-pt layup from 1 ft,,29,37
187,2,2:41.0,Offensive rebound by J. Dorsey,,29,37
188,2,2:41.0,J. Dorsey misses 2-pt dunk at rim,,29,37
189,2,2:40.0,,Defensive rebound by J. Thompson,29,37
190,2,2:33.0,,B. McLemore misses 3-pt jump shot from 23 ft,29,37
191,2,2:32.0,,Offensive rebound by D. Collison,29,37
192,2,2:27.0,,R. Gay makes 2-pt jump shot from 13 ft (assist by D. Collison),29,39
193,2,2:07.0,J. Harden misses 3-pt jump shot from 24 ft,,29,39
194,2,2:07.0,,Defensive rebound by J. Thompson,29,39
195,2,2:03.0,,Turnover by D. Collison (lost ball; steal by J. Harden),29,39
196,2,1:56.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,32,39
197,2,1:40.0,,Turnover by D. Collison (lost ball; steal by J. Dorsey),32,39
198,2,1:33.0,J. Terry misses 3-pt jump shot from 23 ft,,32,39
199,2,1:30.0,,Defensive rebound by R. Gay,32,39
200,2,1:26.0,,B. McLemore misses 2-pt layup from 2 ft,32,39
201,2,1:26.0,,Offensive rebound by R. Evans,32,39
202,2,1:26.0,,Shooting foul by J. Dorsey (drawn by R. Evans),32,39
203,2,1:26.0,,R. Evans misses free throw 1 of 2,32,39
204,2,1:26.0,,Offensive rebound by Team,32,39
205,2,1:26.0,P. Beverley enters the game for J. Dorsey,,32,39
206,2,1:26.0,,D. Williams enters the game for J. Thompson,32,39
207,2,1:26.0,,R. Evans misses free throw 2 of 2,32,39
208,2,1:25.0,,Offensive rebound by R. Gay,32,39
209,2,1:15.0,,R. Gay misses 2-pt jump shot from 15 ft,32,39
210,2,1:14.0,Defensive rebound by Team,,32,39
211,2,1:02.0,D. Motiejūnas makes 2-pt jump shot from 3 ft (assist by J. Harden),,34,39
212,2,0:43.0,,D. Williams makes 3-pt jump shot from 24 ft (assist by R. Gay),34,42
213,2,0:30.0,Turnover by D. Motiejūnas (bad pass; steal by D. Collison),,34,42
214,2,0:27.0,,D. Collison makes 2-pt layup from 2 ft (assist by R. Gay),34,44
215,2,0:04.0,J. Harden makes 2-pt jump shot from 20 ft,,36,44
216,2,0:00.0,,R. Evans makes 2-pt layup from 2 ft (assist by D. Collison),36,46
217,3,11:57.0,Shooting foul by R. Evans (drawn by J. Harden),,36,46
218,3,11:57.0,J. Harden makes free throw 1 of 2,,37,46
219,3,11:57.0,J. Harden makes free throw 2 of 2,,38,46
220,3,11:39.0,,Personal foul by T. Black (drawn by R. Evans),38,46
221,3,11:30.0,,R. Gay misses 2-pt jump shot from 20 ft,38,46
222,3,11:29.0,,Offensive rebound by Team,38,46
223,3,11:20.0,,R. Gay misses 3-pt jump shot from 24 ft,38,46
224,3,11:19.0,,Offensive rebound by Team,38,46
225,3,11:18.0,,Offensive foul by B. McLemore (drawn by J. Harden),38,46
226,3,11:18.0,,Turnover by B. McLemore (offensive foul),38,46
227,3,11:08.0,D. Motiejūnas makes 2-pt hook shot from 4 ft (assist by P. Beverley),,40,46
228,3,10:54.0,,Turnover by R. Evans (lost ball; steal by J. Harden),40,46
229,3,10:51.0,J. Harden makes 2-pt dunk at rim,,42,46
230,3,10:50.0,,Sacramento full timeout,42,46
231,3,10:32.0,,Turnover by B. McLemore (bad pass; steal by T. Ariza),42,46
232,3,10:23.0,Turnover by T. Ariza (lost ball; steal by R. Gay),,42,46
233,3,10:20.0,,R. Gay makes 2-pt dunk at rim,42,48
234,3,10:02.0,P. Beverley misses 2-pt jump shot from 6 ft,,42,48
235,3,10:00.0,Offensive rebound by D. Motiejūnas,,42,48
236,3,10:00.0,D. Motiejūnas makes 2-pt tip-in at rim,,44,48
237,3,9:44.0,,Shooting foul by T. Black (drawn by R. Evans),44,48
238,3,9:44.0,,R. Evans misses free throw 1 of 2,44,48
239,3,9:44.0,,Offensive rebound by Team,44,48
240,3,9:44.0,,R. Evans makes free throw 2 of 2,44,49
241,3,9:30.0,T. Black makes 2-pt layup from 3 ft (assist by P. Beverley),,46,49
242,3,9:16.0,,Personal block foul by T. Black (drawn by D. Collison),46,49
243,3,9:16.0,J. Dorsey enters the game for T. Black,,46,49
244,3,9:08.0,,Offensive foul by R. Evans (drawn by T. Ariza),46,49
245,3,9:08.0,,Turnover by R. Evans (offensive foul),46,49
246,3,8:47.0,T. Ariza misses 3-pt jump shot from 24 ft,,46,49
247,3,8:47.0,,Defensive rebound by J. Thompson,46,49
248,3,8:47.0,,Personal foul by D. Motiejūnas (drawn by J. Thompson),46,49
249,3,8:39.0,,Shooting foul by J. Dorsey (drawn by J. Thompson),46,49
250,3,8:39.0,,J. Thompson makes free throw 1 of 2,46,50
251,3,8:39.0,,J. Thompson makes free throw 2 of 2,46,51
252,3,8:16.0,T. Ariza misses 2-pt layup from 2 ft,,46,51
253,3,8:15.0,,Defensive rebound by R. Gay,46,51
254,3,8:06.0,,Turnover by R. Gay (lost ball; steal by P. Beverley),46,51
255,3,7:59.0,J. Harden misses 3-pt jump shot from 25 ft,,46,51
256,3,7:59.0,,Defensive rebound by Team,46,51
257,3,7:59.0,Loose ball foul by D. Motiejūnas (drawn by R. Evans),,46,51
258,3,7:59.0,,J. Thompson makes free throw 1 of 2,46,52
259,3,7:59.0,J. Terry enters the game for D. Motiejūnas,,46,52
260,3,7:59.0,,D. Williams enters the game for R. Evans,46,52
261,3,7:59.0,,J. Thompson makes free throw 2 of 2,46,53
262,3,7:47.0,Def 3 sec tech foul by J. Thompson,,46,53
263,3,7:47.0,J. Harden makes technical free throw,,47,53
264,3,7:30.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Harden),,50,53
265,3,7:14.0,,D. Collison makes 2-pt jump shot from 16 ft,50,55
266,3,7:00.0,P. Beverley makes 3-pt jump shot from 24 ft,,53,55
267,3,6:38.0,,R. Gay misses 2-pt layup from 2 ft,53,55
268,3,6:37.0,,Offensive rebound by R. Gay,53,55
269,3,6:37.0,Loose ball foul by P. Beverley (drawn by R. Gay),,53,55
270,3,6:37.0,,Technical foul by R. Gay,53,55
271,3,6:37.0,Technical foul by P. Beverley,,53,55
272,3,6:37.0,,R. Gay makes free throw 1 of 2,53,56
273,3,6:37.0,,R. Gay makes free throw 2 of 2,53,57
274,3,6:22.0,Turnover by T. Ariza (lost ball; steal by R. Gay),,53,57
275,3,6:18.0,,B. McLemore makes 2-pt layup from 1 ft (assist by R. Gay),53,59
276,3,5:59.0,P. Beverley misses 3-pt jump shot from 23 ft,,53,59
277,3,5:59.0,,Defensive rebound by D. Williams,53,59
278,3,5:54.0,,D. Collison makes 2-pt layup from 1 ft,53,61
279,3,5:51.0,Houston full timeout,,53,61
280,3,5:34.0,,Offensive charge foul by J. Harden (drawn by B. McLemore),53,61
281,3,5:34.0,Turnover by J. Harden (offensive foul),,53,61
282,3,5:22.0,,D. Collison misses 2-pt jump shot from 18 ft,53,61
283,3,5:21.0,Defensive rebound by J. Harden,,53,61
284,3,5:11.0,,Violation by B. McLemore (kicked ball),53,61
285,3,5:01.0,J. Harden misses 2-pt jump shot from 10 ft,,53,61
286,3,5:00.0,,Defensive rebound by R. Gay,53,61
287,3,4:47.0,,R. Gay misses 3-pt jump shot from 25 ft,53,61
288,3,4:47.0,Defensive rebound by T. Ariza,,53,61
289,3,4:40.0,Shooting foul by J. Thompson (drawn by J. Dorsey),,53,61
290,3,4:40.0,J. Dorsey misses free throw 1 of 2,,53,61
291,3,4:40.0,Offensive rebound by Team,,53,61
292,3,4:40.0,J. Dorsey misses free throw 2 of 2,,53,61
293,3,4:39.0,,Defensive rebound by D. Collison,53,61
294,3,4:13.0,,J. Thompson misses 2-pt jump shot from 16 ft,53,61
295,3,4:13.0,Defensive rebound by P. Beverley,,53,61
296,3,4:03.0,J. Terry misses 3-pt jump shot from 23 ft,,53,61
297,3,4:02.0,,Defensive rebound by J. Thompson,53,61
298,3,3:58.0,,B. McLemore makes 2-pt layup from 1 ft (assist by D. Collison),53,63
299,3,3:40.0,T. Ariza misses 3-pt jump shot from 24 ft,,53,63
300,3,3:39.0,,Defensive rebound by R. Gay,53,63
301,3,3:33.0,,Shooting foul by T. Ariza (drawn by D. Williams),53,63
302,3,3:33.0,,D. Williams makes free throw 1 of 2,53,64
303,3,3:33.0,T. Daniels enters the game for P. Beverley,,53,64
304,3,3:33.0,,D. Williams makes free throw 2 of 2,53,65
305,3,3:19.0,T. Daniels misses 3-pt jump shot from 23 ft,,53,65
306,3,3:18.0,,Defensive rebound by J. Thompson,53,65
307,3,3:08.0,,D. Collison misses 2-pt jump shot from 17 ft,53,65
308,3,3:08.0,Defensive rebound by J. Harden,,53,65
309,3,3:02.0,Shooting foul by B. McLemore (drawn by J. Harden),,53,65
310,3,3:02.0,J. Harden makes free throw 1 of 2,,54,65
311,3,3:02.0,J. Harden makes free throw 2 of 2,,55,65
312,3,2:51.0,,R. Gay misses 2-pt jump shot from 15 ft,55,65
313,3,2:50.0,,Offensive rebound by Team,55,65
314,3,2:50.0,,C. Landry enters the game for J. Thompson,55,65
315,3,2:36.0,,Turnover by D. Collison (bad pass; steal by J. Dorsey),55,65
316,3,2:33.0,,Violation by R. Gay (def goaltending),55,65
317,3,2:33.0,J. Harden makes 2-pt layup from 2 ft,,57,65
318,3,2:18.0,,B. McLemore makes 2-pt jump shot from 22 ft,57,67
319,3,1:56.0,T. Ariza misses 3-pt jump shot from 24 ft,,57,67
320,3,1:56.0,,Defensive rebound by D. Collison,57,67
321,3,1:51.0,,Shooting foul by J. Terry (drawn by D. Williams),57,67
322,3,1:51.0,,D. Williams makes free throw 1 of 2,57,68
323,3,1:51.0,,N. Stauskas enters the game for R. Gay,57,68
324,3,1:51.0,,D. Williams makes free throw 2 of 2,57,69
325,3,1:31.0,Turnover by T. Daniels (bad pass; steal by D. Collison),,57,69
326,3,1:23.0,,Turnover by B. McLemore (bad pass; steal by J. Dorsey),57,69
327,3,1:19.0,Shooting foul by N. Stauskas (drawn by J. Harden),,57,69
328,3,1:19.0,J. Harden makes free throw 1 of 2,,58,69
329,3,1:19.0,N. Johnson enters the game for T. Ariza,,58,69
330,3,1:19.0,J. Harden makes free throw 2 of 2,,59,69
331,3,1:00.0,,Turnover by N. Stauskas (bad pass; steal by J. Dorsey),59,69
332,3,0:55.0,J. Harden makes 2-pt layup from 2 ft,,61,69
333,3,0:41.0,,R. Sessions enters the game for D. Collison,61,69
334,3,0:38.0,,B. McLemore misses 2-pt jump shot from 14 ft,61,69
335,3,0:37.0,,Offensive rebound by D. Williams,61,69
336,3,0:37.0,,D. Williams misses 2-pt tip-in from 2 ft,61,69
337,3,0:35.0,Defensive rebound by J. Harden,,61,69
338,3,0:30.0,J. Harden misses 2-pt jump shot from 4 ft (block by C. Landry),,61,69
339,3,0:30.0,Offensive rebound by Team,,61,69
340,3,0:21.0,J. Harden misses 2-pt jump shot from 4 ft,,61,69
341,3,0:20.0,,Defensive rebound by C. Landry,61,69
342,3,0:00.0,,D. Williams misses 3-pt jump shot from 24 ft,61,69
343,3,0:00.0,,Offensive rebound by Team,61,69
344,4,11:46.0,,D. Williams misses 2-pt jump shot from 7 ft (block by J. Harden),61,69
345,4,11:45.0,,Offensive rebound by D. Williams,61,69
346,4,11:44.0,,D. Williams makes 2-pt jump shot from 3 ft,61,71
347,4,11:29.0,T. Daniels makes 3-pt jump shot from 24 ft (assist by J. Harden),,64,71
348,4,11:13.0,,R. Sessions misses 2-pt jump shot from 4 ft,64,71
349,4,11:12.0,Defensive rebound by N. Johnson,,64,71
350,4,11:07.0,J. Terry misses 3-pt jump shot from 23 ft,,64,71
351,4,11:05.0,Offensive rebound by N. Johnson,,64,71
352,4,11:05.0,N. Johnson misses 2-pt tip-in at rim,,64,71
353,4,11:04.0,Offensive rebound by N. Johnson,,64,71
354,4,11:04.0,Turnover by N. Johnson (lost ball),,64,71
355,4,10:49.0,,C. Landry makes 2-pt jump shot from 15 ft,64,73
356,4,10:26.0,J. Terry makes 3-pt jump shot from 23 ft (assist by J. Harden),,67,73
357,4,10:12.0,,R. Sessions misses 2-pt jump shot from 18 ft,67,73
358,4,10:11.0,Defensive rebound by J. Harden,,67,73
359,4,10:05.0,J. Harden misses 2-pt layup from 1 ft,,67,73
360,4,10:04.0,Offensive rebound by N. Johnson,,67,73
361,4,10:04.0,N. Johnson makes 2-pt dunk at rim,,69,73
362,4,10:04.0,,Sacramento full timeout,69,73
363,4,9:45.0,,Turnover by C. Landry (lost ball; steal by J. Dorsey),69,73
364,4,9:38.0,J. Terry makes 3-pt jump shot from 24 ft (assist by J. Harden),,72,73
365,4,9:20.0,,R. Sessions makes 2-pt jump shot from 6 ft,72,75
366,4,8:52.0,J. Harden makes 2-pt layup from 1 ft,,74,75
367,4,8:33.0,,B. McLemore makes 2-pt jump shot from 5 ft,74,77
368,4,8:33.0,,Shooting foul by N. Johnson (drawn by B. McLemore),74,77
369,4,8:33.0,,D. Collison enters the game for R. Sessions,74,77
370,4,8:33.0,T. Ariza enters the game for N. Johnson,,74,77
371,4,8:33.0,,B. McLemore misses free throw 1 of 1,74,77
372,4,8:31.0,Defensive rebound by J. Dorsey,,74,77
373,4,8:21.0,T. Daniels misses 3-pt jump shot from 23 ft,,74,77
374,4,8:21.0,Offensive rebound by Team,,74,77
375,4,8:21.0,,Loose ball foul by C. Landry (drawn by J. Dorsey),74,77
376,4,8:21.0,,R. Gay enters the game for B. McLemore,74,77
377,4,8:10.0,Personal foul by R. Gay (drawn by J. Harden),,74,77
378,4,7:56.0,J. Harden misses 2-pt jump shot from 7 ft,,74,77
379,4,7:56.0,Offensive rebound by Team,,74,77
380,4,7:56.0,,Loose ball foul by D. Williams (drawn by J. Dorsey),74,77
381,4,7:41.0,Turnover by J. Dorsey (3 sec),,74,77
382,4,7:28.0,,Turnover by N. Stauskas (bad pass; steal by T. Ariza),74,77
383,4,7:19.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by T. Daniels),,77,77
384,4,6:56.0,,D. Williams misses 2-pt layup from 2 ft (block by J. Dorsey),77,77
385,4,6:56.0,,Offensive rebound by Team,77,77
386,4,6:56.0,,B. McLemore enters the game for C. Landry,77,77
387,4,6:56.0,,J. Thompson enters the game for N. Stauskas,77,77
388,4,6:56.0,P. Beverley enters the game for J. Harden,,77,77
389,4,6:56.0,D. Motiejūnas enters the game for J. Dorsey,,77,77
390,4,6:56.0,,Personal foul by T. Ariza (drawn by D. Williams),77,77
391,4,6:54.0,,Shooting foul by P. Beverley (drawn by D. Williams),77,77
