,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MINNESOTA_ACTION,ATLANTA_SCORE,MINNESOTA_SCORE
89,1,1:37.0,,S. Muhammad makes 2-pt jump shot from 4 ft (assist by T. Young),27,27
90,1,1:37.0,,Shooting foul by K. Bazemore (drawn by S. Muhammad),27,27
91,1,1:37.0,,S. Muhammad makes free throw 1 of 1,27,28
92,1,1:15.0,D. Schröder misses 2-pt layup at rim (block by G. Dieng),,27,28
93,1,1:13.0,,Defensive rebound by M. Williams,27,28
94,1,1:10.0,,Turnover by T. Young (lost ball; steal by D. Carroll),27,28
95,1,1:04.0,M. Scott makes 2-pt dunk at rim (assist by D. Schröder),,29,28
96,1,0:42.0,,G. Dieng misses 2-pt layup at rim,29,28
97,1,0:41.0,Defensive rebound by P. Millsap,,29,28
98,1,0:32.0,P. Millsap misses 3-pt jump shot from 24 ft,,29,28
99,1,0:31.0,,Defensive rebound by G. Dieng,29,28
100,1,0:08.0,,T. Young misses 2-pt jump shot from 10 ft,29,28
101,1,0:07.0,,Offensive rebound by T. Young,29,28
102,1,0:06.0,,T. Young misses 2-pt layup at rim,29,28
103,1,0:05.0,,Offensive rebound by G. Dieng,29,28
104,1,0:05.0,,G. Dieng makes 2-pt tip-in at rim,29,30
105,1,0:04.0,Personal take foul by M. Williams (drawn by D. Schröder),,29,30
106,1,0:04.0,K. Korver enters the game for D. Carroll,,29,30
107,1,0:00.0,M. Scott makes 3-pt jump shot from 23 ft (assist by P. Millsap),,32,30
108,2,11:35.0,A. Horford misses 2-pt jump shot from 17 ft,,32,30
109,2,11:33.0,,Defensive rebound by S. Muhammad,32,30
110,2,11:18.0,,A. Wiggins makes 2-pt jump shot from 14 ft (assist by M. Williams),32,32
111,2,11:02.0,K. Bazemore makes 2-pt layup from 1 ft (assist by M. Scott),,34,32
112,2,10:48.0,,A. Wiggins misses 2-pt jump shot from 16 ft,34,32
113,2,10:46.0,,Offensive rebound by T. Young,34,32
114,2,10:43.0,,S. Muhammad misses 2-pt jump shot from 8 ft,34,32
115,2,10:42.0,,Offensive rebound by A. Wiggins,34,32
116,2,10:35.0,,M. Williams makes 2-pt jump shot from 19 ft,34,34
117,2,10:21.0,M. Scott misses 2-pt jump shot from 16 ft,,34,34
118,2,10:20.0,,Defensive rebound by G. Dieng,34,34
119,2,10:11.0,,M. Williams misses 2-pt jump shot from 15 ft,34,34
120,2,10:10.0,Defensive rebound by A. Horford,,34,34
121,2,10:04.0,K. Bazemore misses 2-pt jump shot from 13 ft,,34,34
122,2,10:02.0,,Defensive rebound by S. Muhammad,34,34
123,2,9:46.0,,T. Young makes 2-pt jump shot from 16 ft (assist by M. Williams),34,36
124,2,9:33.0,A. Horford misses 2-pt jump shot from 19 ft,,34,36
125,2,9:31.0,,Defensive rebound by S. Muhammad,34,36
126,2,9:21.0,,M. Williams misses 3-pt jump shot from 24 ft,34,36
127,2,9:19.0,,Offensive rebound by S. Muhammad,34,36
128,2,9:06.0,,S. Muhammad makes 3-pt jump shot from 22 ft (assist by T. Young),34,39
129,2,8:48.0,M. Scott misses 2-pt jump shot from 9 ft,,34,39
130,2,8:47.0,,Defensive rebound by G. Dieng,34,39
131,2,8:33.0,,M. Williams makes 2-pt jump shot from 19 ft (assist by T. Young),34,41
132,2,8:33.0,Atlanta full timeout,,34,41
133,2,8:33.0,,K. Martin enters the game for A. Wiggins,34,41
134,2,8:33.0,,A. Bennett enters the game for T. Young,34,41
135,2,8:33.0,J. Teague enters the game for D. Schröder,,34,41
136,2,8:17.0,K. Bazemore makes 2-pt jump shot from 4 ft,,36,41
137,2,7:55.0,,M. Williams makes 2-pt jump shot from 14 ft,36,43
138,2,7:46.0,,Violation by G. Dieng (def goaltending),36,43
139,2,7:46.0,A. Horford makes 2-pt layup from 1 ft (assist by J. Teague),,38,43
140,2,7:29.0,,S. Muhammad misses 3-pt jump shot from 23 ft,38,43
141,2,7:28.0,,Offensive rebound by K. Martin,38,43
142,2,7:06.0,,A. Bennett misses 2-pt jump shot from 19 ft,38,43
143,2,7:05.0,,Offensive rebound by G. Dieng,38,43
144,2,7:05.0,,G. Dieng makes 2-pt tip-in at rim,38,45
145,2,6:40.0,A. Horford makes 2-pt hook shot from 5 ft,,40,45
146,2,6:14.0,,S. Muhammad misses 2-pt jump shot from 15 ft,40,45
147,2,6:12.0,Defensive rebound by K. Bazemore,,40,45
148,2,6:06.0,K. Korver makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,43,45
149,2,6:06.0,,Minnesota full timeout,43,45
150,2,6:06.0,,Z. LaVine enters the game for S. Muhammad,43,45
151,2,5:53.0,,K. Martin misses 2-pt jump shot from 15 ft,43,45
152,2,5:52.0,Defensive rebound by A. Horford,,43,45
153,2,5:37.0,Shooting foul by M. Williams (drawn by A. Horford),,43,45
154,2,5:37.0,A. Horford misses free throw 1 of 2,,43,45
155,2,5:37.0,Offensive rebound by Team,,43,45
156,2,5:37.0,,R. Rubio enters the game for M. Williams,43,45
157,2,5:37.0,P. Millsap enters the game for M. Scott,,43,45
158,2,5:37.0,D. Carroll enters the game for K. Korver,,43,45
159,2,5:37.0,A. Horford makes free throw 2 of 2,,44,45
160,2,5:25.0,M. Scott enters the game for A. Horford,,44,45
161,2,5:24.0,,Shooting foul by M. Scott (drawn by A. Bennett),44,45
162,2,5:24.0,,A. Bennett misses free throw 1 of 2,44,45
163,2,5:24.0,,Offensive rebound by Team,44,45
164,2,5:24.0,,A. Bennett makes free throw 2 of 2,44,46
165,2,5:07.0,K. Bazemore misses 2-pt jump shot from 14 ft,,44,46
166,2,5:04.0,,Defensive rebound by A. Bennett,44,46
167,2,4:51.0,,A. Bennett misses 2-pt jump shot from 17 ft,44,46
168,2,4:50.0,,Offensive rebound by Team,44,46
169,2,4:50.0,Loose ball foul by J. Teague (drawn by K. Martin),,44,46
170,2,4:45.0,,K. Martin makes 2-pt jump shot from 16 ft (assist by A. Bennett),44,48
171,2,4:29.0,K. Bazemore misses 2-pt jump shot from 5 ft (block by A. Bennett),,44,48
172,2,4:27.0,,Defensive rebound by G. Dieng,44,48
173,2,4:24.0,,Personal foul by J. Teague (drawn by R. Rubio),44,48
174,2,4:18.0,,K. Martin misses 3-pt jump shot from 24 ft,44,48
175,2,4:17.0,Defensive rebound by P. Millsap,,44,48
176,2,4:09.0,J. Teague makes 2-pt jump shot from 11 ft,,46,48
177,2,3:54.0,,R. Rubio misses 2-pt layup from 1 ft,46,48
178,2,3:53.0,Defensive rebound by Team,,46,48
179,2,3:53.0,K. Korver enters the game for K. Bazemore,,46,48
180,2,3:53.0,,A. Wiggins enters the game for Z. LaVine,46,48
181,2,3:42.0,P. Millsap makes 2-pt layup at rim,,48,48
182,2,3:37.0,,Turnover by R. Rubio (bad pass),48,48
183,2,3:19.0,D. Carroll makes 2-pt layup at rim (assist by P. Millsap),,50,48
184,2,3:19.0,,Minnesota full timeout,50,48
185,2,3:19.0,,T. Young enters the game for A. Bennett,50,48
186,2,3:08.0,,R. Rubio misses 2-pt jump shot from 21 ft,50,48
187,2,3:07.0,Defensive rebound by P. Millsap,,50,48
188,2,2:49.0,Turnover by P. Millsap (lost ball; steal by R. Rubio),,50,48
189,2,2:44.0,,R. Rubio misses 2-pt layup at rim,50,48
190,2,2:42.0,,Offensive rebound by A. Wiggins,50,48
191,2,2:42.0,,A. Wiggins makes 2-pt tip-in at rim,50,50
192,2,2:33.0,M. Scott misses 3-pt jump shot from 24 ft,,50,50
193,2,2:32.0,Offensive rebound by D. Carroll,,50,50
194,2,2:30.0,Atlanta full timeout,,50,50
195,2,2:30.0,,N. Peković enters the game for G. Dieng,50,50
196,2,2:30.0,A. Horford enters the game for M. Scott,,50,50
197,2,2:24.0,K. Korver misses 3-pt jump shot from 24 ft,,50,50
198,2,2:22.0,,Defensive rebound by Team,50,50
199,2,2:06.0,,T. Young misses 2-pt jump shot from 14 ft,50,50
200,2,2:05.0,Defensive rebound by D. Carroll,,50,50
201,2,1:51.0,D. Carroll makes 2-pt layup from 2 ft (assist by A. Horford),,52,50
202,2,1:29.0,,R. Rubio makes 3-pt jump shot from 24 ft (assist by K. Martin),52,53
203,2,1:17.0,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Teague),,55,53
204,2,1:00.0,,N. Peković misses 2-pt jump shot from 12 ft,55,53
205,2,1:00.0,Defensive rebound by K. Korver,,55,53
206,2,0:48.0,J. Teague makes 2-pt layup at rim (assist by A. Horford),,57,53
207,2,0:34.0,,R. Rubio misses 2-pt jump shot from 16 ft,57,53
208,2,0:32.0,Defensive rebound by K. Korver,,57,53
209,2,0:11.0,A. Horford misses 2-pt jump shot from 16 ft,,57,53
210,2,0:10.0,,Defensive rebound by N. Peković,57,53
211,2,0:04.0,,R. Rubio misses 3-pt jump shot from 24 ft,57,53
212,2,0:03.0,,Offensive rebound by T. Young,57,53
213,2,0:02.0,Loose ball foul by P. Millsap (drawn by T. Young),,57,53
214,2,0:02.0,E. Brand enters the game for A. Horford,,57,53
215,2,0:02.0,D. Schröder enters the game for J. Teague,,57,53
216,2,0:02.0,K. Bazemore enters the game for P. Millsap,,57,53
217,3,11:42.0,D. Carroll misses 2-pt layup from 2 ft,,57,53
218,3,11:41.0,,Defensive rebound by K. Martin,57,53
219,3,11:25.0,,R. Rubio misses 2-pt jump shot from 17 ft,57,53
220,3,11:23.0,Defensive rebound by J. Teague,,57,53
221,3,11:21.0,Personal foul by T. Young (drawn by J. Teague),,57,53
222,3,11:15.0,,Violation by K. Martin (kicked ball),57,53
223,3,11:10.0,J. Teague misses 2-pt jump shot from 16 ft,,57,53
224,3,11:10.0,Offensive rebound by Team,,57,53
225,3,11:10.0,,Loose ball foul by K. Martin (drawn by D. Carroll),57,53
226,3,10:56.0,Shooting foul by A. Wiggins (drawn by P. Millsap),,57,53
227,3,10:56.0,P. Millsap makes free throw 1 of 2,,58,53
228,3,10:56.0,P. Millsap makes free throw 2 of 2,,59,53
229,3,10:46.0,,Turnover by A. Wiggins (lost ball; steal by D. Carroll),59,53
230,3,10:41.0,D. Carroll makes 2-pt layup at rim (assist by P. Millsap),,61,53
231,3,10:40.0,,Minnesota full timeout,61,53
232,3,10:25.0,,K. Martin misses 2-pt jump shot from 14 ft,61,53
233,3,10:23.0,,Offensive rebound by A. Wiggins,61,53
234,3,10:23.0,,A. Wiggins misses 2-pt tip-in from 1 ft,61,53
235,3,10:21.0,Defensive rebound by D. Carroll,,61,53
236,3,10:16.0,K. Korver makes 3-pt jump shot from 22 ft (assist by A. Horford),,64,53
237,3,10:02.0,,N. Peković misses 2-pt layup from 2 ft (block by A. Horford),64,53
238,3,10:01.0,Defensive rebound by Team,,64,53
239,3,9:47.0,Turnover by J. Teague (bad pass),,64,53
240,3,9:31.0,,N. Peković makes 2-pt layup from 1 ft (assist by T. Young),64,55
241,3,9:24.0,Personal foul by N. Peković (drawn by J. Teague),,64,55
242,3,9:17.0,P. Millsap misses 2-pt jump shot from 6 ft,,64,55
243,3,9:15.0,,Defensive rebound by N. Peković,64,55
244,3,9:08.0,,Turnover by N. Peković (lost ball; steal by P. Millsap),64,55
245,3,9:02.0,A. Horford misses 2-pt layup at rim (block by A. Wiggins),,64,55
246,3,9:00.0,Offensive rebound by A. Horford,,64,55
247,3,8:59.0,A. Horford makes 2-pt hook shot from 5 ft,,66,55
248,3,8:43.0,,T. Young makes 2-pt layup at rim,66,57
249,3,8:28.0,A. Horford misses 2-pt jump shot from 19 ft,,66,57
250,3,8:27.0,,Defensive rebound by T. Young,66,57
251,3,8:21.0,,T. Young makes 2-pt jump shot from 6 ft,66,59
252,3,8:06.0,J. Teague makes 3-pt jump shot from 24 ft (assist by P. Millsap),,69,59
253,3,7:51.0,,Personal foul by D. Carroll (drawn by R. Rubio),69,59
254,3,7:39.0,,A. Wiggins makes 2-pt jump shot from 7 ft,69,61
255,3,7:26.0,A. Horford makes 2-pt jump shot from 7 ft (assist by J. Teague),,71,61
256,3,7:03.0,,N. Peković makes 2-pt hook shot from 5 ft (assist by R. Rubio),71,63
257,3,6:45.0,Turnover by P. Millsap (lost ball; steal by T. Young),,71,63
258,3,6:41.0,E. Brand enters the game for A. Horford,,71,63
259,3,6:38.0,,K. Martin misses 2-pt jump shot from 15 ft (block by K. Korver),71,63
260,3,6:37.0,,Offensive rebound by K. Martin,71,63
261,3,6:34.0,,K. Martin misses 2-pt jump shot from 3 ft (block by E. Brand),71,63
262,3,6:32.0,,Offensive rebound by K. Martin,71,63
263,3,6:30.0,,A. Wiggins misses 3-pt jump shot from 23 ft,71,63
264,3,6:29.0,Defensive rebound by Team,,71,63
265,3,6:22.0,K. Korver misses 3-pt jump shot from 23 ft,,71,63
266,3,6:21.0,,Defensive rebound by A. Wiggins,71,63
267,3,6:11.0,,N. Peković misses 2-pt jump shot from 12 ft,71,63
268,3,6:10.0,Defensive rebound by P. Millsap,,71,63
269,3,6:06.0,Shooting foul by K. Martin (drawn by J. Teague),,71,63
270,3,6:06.0,J. Teague makes free throw 1 of 2,,72,63
271,3,6:06.0,K. Bazemore enters the game for K. Korver,,72,63
272,3,6:06.0,,A. Bennett enters the game for T. Young,72,63
273,3,6:06.0,,S. Muhammad enters the game for K. Martin,72,63
274,3,6:06.0,J. Teague makes free throw 2 of 2,,73,63
275,3,5:47.0,,Turnover by N. Peković (bad pass; steal by K. Bazemore),73,63
276,3,5:47.0,Personal foul by S. Muhammad (drawn by D. Carroll),,73,63
277,3,5:47.0,,Minnesota full timeout,73,63
278,3,5:47.0,D. Carroll makes free throw 1 of 2,,74,63
279,3,5:47.0,D. Carroll makes free throw 2 of 2,,75,63
280,3,5:33.0,,Personal foul by P. Millsap (drawn by A. Bennett),75,63
281,3,5:33.0,,M. Williams enters the game for R. Rubio,75,63
282,3,5:19.0,,S. Muhammad misses 3-pt jump shot from 23 ft,75,63
283,3,5:15.0,,Offensive rebound by N. Peković,75,63
284,3,5:15.0,,Shooting foul by K. Bazemore (drawn by N. Peković),75,63
285,3,5:15.0,,N. Peković makes free throw 1 of 2,75,64
286,3,5:15.0,,N. Peković makes free throw 2 of 2,75,65
287,3,5:00.0,J. Teague misses 2-pt jump shot from 6 ft,,75,65
288,3,4:59.0,,Defensive rebound by N. Peković,75,65
289,3,4:53.0,,Turnover by S. Muhammad (bad pass; steal by J. Teague),75,65
290,3,4:48.0,D. Carroll makes 2-pt layup at rim (assist by J. Teague),,77,65
291,3,4:19.0,,S. Muhammad misses 3-pt jump shot from 22 ft,77,65
292,3,4:18.0,Defensive rebound by P. Millsap,,77,65
293,3,4:12.0,K. Bazemore misses 3-pt jump shot from 24 ft,,77,65
294,3,4:10.0,,Defensive rebound by Team,77,65
295,3,4:10.0,,G. Dieng enters the game for N. Peković,77,65
296,3,4:10.0,M. Scott enters the game for P. Millsap,,77,65
297,3,3:54.0,,A. Wiggins misses 3-pt jump shot from 24 ft,77,65
298,3,3:53.0,Defensive rebound by E. Brand,,77,65
299,3,3:38.0,Shooting foul by A. Wiggins (drawn by D. Carroll),,77,65
300,3,3:38.0,D. Carroll makes free throw 1 of 2,,78,65
301,3,3:38.0,D. Schröder enters the game for J. Teague,,78,65
302,3,3:38.0,D. Carroll makes free throw 2 of 2,,79,65
303,3,3:33.0,,Personal foul by D. Schröder (drawn by M. Williams),79,65
304,3,3:19.0,,Shooting foul by E. Brand (drawn by A. Bennett),79,65
305,3,3:19.0,,A. Bennett misses free throw 1 of 2,79,65
306,3,3:19.0,,Offensive rebound by Team,79,65
307,3,3:19.0,,A. Bennett makes free throw 2 of 2,79,66
308,3,2:56.0,D. Schröder makes 2-pt layup from 2 ft,,81,66
309,3,2:31.0,,A. Wiggins misses 2-pt jump shot from 20 ft,81,66
310,3,2:30.0,Defensive rebound by M. Scott,,81,66
311,3,2:24.0,D. Carroll makes 3-pt jump shot from 24 ft (assist by M. Scott),,84,66
312,3,2:13.0,,Minnesota full timeout,84,66
313,3,2:05.0,,S. Muhammad makes 2-pt jump shot from 6 ft,84,68
314,3,1:42.0,M. Scott misses 2-pt jump shot from 4 ft,,84,68
315,3,1:41.0,,Defensive rebound by S. Muhammad,84,68
316,3,1:21.0,,M. Williams misses 2-pt jump shot from 20 ft,84,68
317,3,1:19.0,,Offensive rebound by A. Bennett,84,68
318,3,1:00.0,,Shooting block foul by D. Schröder (drawn by S. Muhammad),84,68
319,3,1:00.0,,S. Muhammad makes free throw 1 of 2,84,69
320,3,1:00.0,A. Horford enters the game for E. Brand,,84,69
321,3,1:00.0,K. Korver enters the game for D. Carroll,,84,69
322,3,1:00.0,,S. Muhammad misses free throw 2 of 2,84,69
323,3,1:00.0,Defensive rebound by K. Bazemore,,84,69
324,3,0:45.0,M. Scott misses 3-pt jump shot from 24 ft,,84,69
325,3,0:44.0,,Defensive rebound by G. Dieng,84,69
326,3,0:35.0,,Personal foul by K. Korver (drawn by S. Muhammad),84,69
327,3,0:35.0,,S. Muhammad makes free throw 1 of 2,84,70
328,3,0:35.0,,S. Muhammad misses free throw 2 of 2,84,70
329,3,0:34.0,,Offensive rebound by G. Dieng,84,70
330,3,0:31.0,,G. Dieng misses 2-pt jump shot from 6 ft,84,70
331,3,0:30.0,,Offensive rebound by G. Dieng,84,70
332,3,0:10.0,,Turnover by A. Wiggins (bad pass; steal by K. Korver),84,70
333,3,0:06.0,Shooting foul by A. Wiggins (drawn by D. Schröder),,84,70
334,3,0:06.0,D. Schröder makes free throw 1 of 2,,85,70
335,3,0:06.0,D. Schröder makes free throw 2 of 2,,86,70
336,3,0:01.0,,S. Muhammad makes 2-pt jump shot from 9 ft,86,72
337,4,11:45.0,,Turnover by A. Wiggins (bad pass; steal by A. Horford),86,72
338,4,11:41.0,D. Schröder misses 2-pt layup at rim,,86,72
339,4,11:40.0,Offensive rebound by M. Scott,,86,72
340,4,11:40.0,M. Scott misses 2-pt tip-in from 2 ft (block by G. Dieng),,86,72
341,4,11:38.0,Offensive rebound by M. Scott,,86,72
342,4,11:32.0,M. Scott makes 3-pt jump shot from 23 ft (assist by K. Bazemore),,89,72
343,4,11:12.0,,S. Muhammad misses 2-pt jump shot from 12 ft,89,72
344,4,11:11.0,Defensive rebound by D. Schröder,,89,72
345,4,11:10.0,Personal foul by M. Williams (drawn by D. Schröder),,89,72
346,4,11:10.0,,K. Martin enters the game for A. Wiggins,89,72
347,4,11:01.0,K. Korver misses 2-pt jump shot from 17 ft,,89,72
348,4,10:59.0,,Defensive rebound by G. Dieng,89,72
349,4,10:38.0,,K. Martin makes 3-pt jump shot from 24 ft (assist by G. Dieng),89,75
350,4,10:22.0,Personal foul by A. Bennett (drawn by D. Schröder),,89,75
351,4,10:22.0,,R. Rubio enters the game for M. Williams,89,75
352,4,10:22.0,,T. Young enters the game for A. Bennett,89,75
353,4,10:17.0,D. Schröder makes 2-pt jump shot from 18 ft,,91,75
354,4,10:01.0,,K. Martin makes 2-pt jump shot from 18 ft (assist by R. Rubio),91,77
355,4,9:42.0,D. Schröder misses 2-pt jump shot from 3 ft,,91,77
356,4,9:40.0,,Defensive rebound by G. Dieng,91,77
357,4,9:34.0,,Shooting foul by K. Bazemore (drawn by K. Martin),91,77
358,4,9:34.0,,K. Martin makes free throw 1 of 2,91,78
359,4,9:34.0,,K. Martin makes free throw 2 of 2,91,79
360,4,9:23.0,K. Korver misses 3-pt jump shot from 24 ft,,91,79
361,4,9:21.0,,Defensive rebound by K. Martin,91,79
362,4,9:03.0,,G. Dieng misses 2-pt hook shot from 3 ft,91,79
363,4,9:00.0,Defensive rebound by A. Horford,,91,79
364,4,8:51.0,A. Horford misses 2-pt layup from 2 ft (block by G. Dieng),,91,79
365,4,8:50.0,Offensive rebound by Team,,91,79
366,4,8:50.0,Atlanta full timeout,,91,79
367,4,8:50.0,J. Teague enters the game for K. Bazemore,,91,79
368,4,8:45.0,A. Horford makes 2-pt layup from 1 ft (assist by M. Scott),,93,79
369,4,8:45.0,Shooting foul by R. Rubio (drawn by A. Horford),,93,79
370,4,8:45.0,A. Horford makes free throw 1 of 1,,94,79
371,4,8:36.0,,Turnover by K. Martin (lost ball; steal by M. Scott),94,79
372,4,8:15.0,K. Korver misses 3-pt jump shot from 25 ft,,94,79
373,4,8:14.0,,Defensive rebound by S. Muhammad,94,79
374,4,8:12.0,,Turnover by S. Muhammad (bad pass; steal by D. Schröder),94,79
375,4,8:08.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,96,79
376,4,7:51.0,,R. Rubio misses 3-pt jump shot from 22 ft,96,79
377,4,7:49.0,Defensive rebound by K. Korver,,96,79
378,4,7:41.0,J. Teague misses 2-pt jump shot from 12 ft,,96,79
379,4,7:40.0,,Defensive rebound by G. Dieng,96,79
380,4,7:35.0,,Shooting foul by D. Schröder (drawn by K. Martin),96,79
381,4,7:35.0,,K. Martin makes free throw 1 of 2,96,80
382,4,7:35.0,P. Millsap enters the game for M. Scott,,96,80
383,4,7:35.0,D. Carroll enters the game for K. Korver,,96,80
384,4,7:35.0,,K. Martin makes free throw 2 of 2,96,81
385,4,7:21.0,Shooting foul by G. Dieng (drawn by A. Horford),,96,81
386,4,7:21.0,A. Horford makes free throw 1 of 2,,97,81
