,QUARTER,TIME_REMAINING,ORLANDO_ACTION,PHOENIX_ACTION,ORLANDO_SCORE,PHOENIX_SCORE
391,4,3:50.0,T. Harris misses 2-pt jump shot from 13 ft,,79,70
392,4,3:48.0,Offensive rebound by N. Vučević,,79,70
393,4,3:44.0,T. Harris makes 2-pt jump shot from 15 ft,,81,70
394,4,3:32.0,,P. Tucker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),81,73
395,4,3:13.0,Turnover by N. Vučević (3 sec),,81,73
396,4,2:58.0,,Turnover by E. Bledsoe (bad pass),81,73
397,4,2:58.0,,Phoenix full timeout,81,73
398,4,2:49.0,Turnover by V. Oladipo (lost ball; steal by E. Bledsoe),,81,73
399,4,2:45.0,,E. Bledsoe makes 2-pt layup from 1 ft,81,75
400,4,2:24.0,T. Harris makes 2-pt jump shot from 17 ft,,83,75
401,4,2:04.0,,Turnover by E. Bledsoe (bad pass),83,75
402,4,1:48.0,N. Vučević misses 2-pt jump shot from 14 ft,,83,75
403,4,1:45.0,Offensive rebound by E. Payton,,83,75
404,4,1:39.0,Turnover by E. Payton (lost ball; steal by G. Green),,83,75
405,4,1:37.0,,G. Green makes 2-pt dunk at rim,83,77
406,4,1:20.0,Turnover by E. Payton (traveling),,83,77
407,4,1:12.0,,Shooting foul by N. Vučević (drawn by M. Morris),83,77
408,4,1:12.0,,M. Morris makes free throw 1 of 2,83,78
409,4,1:12.0,,M. Morris misses free throw 2 of 2,83,78
410,4,1:10.0,,Offensive rebound by G. Dragić,83,78
411,4,1:03.0,,G. Green misses 3-pt jump shot from 25 ft,83,78
412,4,1:02.0,,Offensive rebound by M. Morris,83,78
413,4,1:02.0,,Personal foul by N. Vučević (drawn by M. Morris),83,78
414,4,1:02.0,,M. Morris makes free throw 1 of 2,83,79
415,4,1:02.0,,M. Morris makes free throw 2 of 2,83,80
416,4,1:02.0,Orlando full timeout,,83,80
417,4,0:43.0,N. Vučević makes 2-pt jump shot from 5 ft,,85,80
418,4,0:42.0,,Phoenix full timeout,85,80
419,4,0:42.0,,Technical foul by Team,85,80
420,4,0:42.0,T. Harris makes technical free throw,,86,80
421,4,0:40.0,,M. Morris makes 2-pt dunk at rim (assist by P. Tucker),86,82
422,4,0:40.0,Orlando full timeout,,86,82
423,4,0:39.0,Personal take foul by P. Tucker (drawn by N. Vučević),,86,82
424,4,0:39.0,N. Vučević makes free throw 1 of 2,,87,82
425,4,0:39.0,N. Vučević misses free throw 2 of 2,,87,82
426,4,0:38.0,,Defensive rebound by G. Dragić,87,82
427,4,0:37.0,,Phoenix full timeout,87,82
428,4,0:32.0,,M. Morris misses 3-pt jump shot from 23 ft,87,82
429,4,0:30.0,Defensive rebound by T. Harris,,87,82
430,4,0:24.0,N. Vučević makes 2-pt layup at rim (assist by E. Fournier),,89,82
431,4,0:17.0,,G. Dragić makes 3-pt jump shot from 24 ft (assist by G. Green),89,85
432,4,0:15.0,Personal take foul by E. Bledsoe (drawn by E. Fournier),,89,85
433,4,0:15.0,E. Fournier makes free throw 1 of 2,,90,85
434,4,0:15.0,E. Fournier misses free throw 2 of 2,,90,85
435,4,0:15.0,,Defensive rebound by E. Bledsoe,90,85
436,4,0:10.0,,G. Dragić makes 2-pt layup from 1 ft (assist by E. Bledsoe),90,87
437,4,0:07.0,Personal take foul by M. Morris (drawn by N. Vučević),,90,87
438,4,0:07.0,N. Vučević misses free throw 1 of 2,,90,87
439,4,0:07.0,Offensive rebound by Team,,90,87
440,4,0:07.0,N. Vučević makes free throw 2 of 2,,91,87
441,4,0:07.0,,Phoenix full timeout,91,87
442,4,0:03.0,,G. Green makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),91,90
443,4,0:02.0,Personal take foul by E. Bledsoe (drawn by E. Fournier),,91,90
444,4,0:02.0,E. Fournier makes free throw 1 of 2,,92,90
445,4,0:02.0,E. Fournier makes free throw 2 of 2,,93,90
