,QUARTER,TIME_REMAINING,PORTLAND_ACTION,TORONTO_ACTION,PORTLAND_SCORE,TORONTO_SCORE
379,4,3:11.0,,Defensive rebound by J. Valančiūnas,109,91
380,4,3:02.0,,D. DeRozan misses 2-pt jump shot from 11 ft,109,91
381,4,3:01.0,,Offensive rebound by J. Valančiūnas,109,91
382,4,2:58.0,,J. Valančiūnas makes 2-pt tip-in from 2 ft,109,93
383,4,2:47.0,Turnover by D. Lillard (bad pass; steal by K. Lowry),,109,93
384,4,2:44.0,Official timeout,,109,93
385,4,2:44.0,,T. Ross enters the game for K. Lowry,109,93
386,4,2:32.0,,Turnover by D. DeRozan (lost ball; steal by D. Lillard),109,93
387,4,2:17.0,D. Lillard misses 3-pt jump shot from 24 ft,,109,93
388,4,2:15.0,Offensive rebound by R. Lopez,,109,93
389,4,2:12.0,R. Lopez makes 2-pt hook shot from 2 ft,,111,93
390,4,1:56.0,,P. Patterson makes 2-pt jump shot from 9 ft (assist by G. Vásquez),111,95
391,4,1:40.0,D. Wright enters the game for L. Aldridge,,111,95
392,4,1:40.0,C. McCollum enters the game for D. Lillard,,111,95
393,4,1:40.0,A. Crabbe enters the game for R. Lopez,,111,95
394,4,1:40.0,A. Gee enters the game for A. Afflalo,,111,95
395,4,1:40.0,,L. Fields enters the game for D. DeRozan,111,95
396,4,1:40.0,M. Leonard enters the game for S. Blake,,111,95
397,4,1:40.0,,T. Hansbrough enters the game for J. Valančiūnas,111,95
398,4,1:36.0,Personal foul by G. Vásquez (drawn by C. McCollum),,111,95
399,4,1:36.0,,G. Stiemsma enters the game for P. Patterson,111,95
400,4,1:31.0,C. McCollum makes 2-pt layup from 1 ft,,113,95
401,4,1:13.0,,Shooting foul by A. Crabbe (drawn by T. Hansbrough),113,95
402,4,1:13.0,,T. Hansbrough makes free throw 1 of 2,113,96
403,4,1:13.0,,T. Hansbrough makes free throw 2 of 2,113,97
404,4,0:57.0,M. Leonard misses 2-pt jump shot from 9 ft,,113,97
405,4,0:56.0,,Defensive rebound by G. Stiemsma,113,97
406,4,0:48.0,,L. Fields misses 2-pt jump shot from 11 ft,113,97
407,4,0:45.0,Defensive rebound by M. Leonard,,113,97
408,4,0:34.0,A. Crabbe misses 3-pt jump shot from 24 ft,,113,97
409,4,0:32.0,,Defensive rebound by G. Stiemsma,113,97
410,4,0:22.0,,G. Vásquez misses 3-pt jump shot from 24 ft,113,97
411,4,0:20.0,Defensive rebound by D. Wright,,113,97
412,4,0:17.0,A. Gee misses 2-pt dunk from 1 ft,,113,97
413,4,0:14.0,,Defensive rebound by T. Hansbrough,113,97
414,4,0:04.0,,Shooting foul by D. Wright (drawn by G. Stiemsma),113,97
415,4,0:04.0,,G. Stiemsma misses free throw 1 of 2,113,97
416,4,0:04.0,,Offensive rebound by Team,113,97
417,4,0:04.0,,G. Stiemsma misses free throw 2 of 2,113,97
418,4,0:04.0,Defensive rebound by M. Leonard,,113,97
