,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,DETROIT_ACTION,LA CLIPPERS_SCORE,DETROIT_SCORE
385,4,0:58.0,J. Crawford makes 3-pt jump shot from 25 ft,,101,91
386,4,0:48.0,,Shooting foul by D. Jordan (drawn by K. Caldwell-Pope),101,91
387,4,0:48.0,,K. Caldwell-Pope makes free throw 1 of 2,101,92
388,4,0:48.0,H. Türkoğlu enters the game for D. Jordan,,101,92
389,4,0:48.0,,K. Caldwell-Pope makes free throw 2 of 2,101,93
390,4,0:37.0,Turnover by C. Paul (lost ball; steal by K. Caldwell-Pope),,101,93
391,4,0:37.0,Loose ball foul by C. Paul (drawn by K. Caldwell-Pope),,101,93
392,4,0:37.0,,K. Caldwell-Pope makes free throw 1 of 2,101,94
393,4,0:37.0,,K. Caldwell-Pope makes free throw 2 of 2,101,95
394,4,0:27.0,Personal foul by K. Caldwell-Pope (drawn by B. Griffin),,101,95
395,4,0:27.0,LA Clippers full timeout,,101,95
396,4,0:23.0,Turnover by J. Crawford (back court),,101,95
397,4,0:23.0,,Detroit full timeout,101,95
398,4,0:23.0,D. Jordan enters the game for H. Türkoğlu,,101,95
399,4,0:22.0,,Turnover by J. Smith (bad pass; steal by J. Crawford),101,95
400,4,0:16.0,Personal foul by K. Caldwell-Pope (drawn by J. Crawford),,101,95
401,4,0:16.0,J. Crawford makes free throw 1 of 2,,102,95
402,4,0:16.0,J. Crawford makes free throw 2 of 2,,103,95
403,4,0:08.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by D. Augustin),103,98
404,4,0:07.0,Personal foul by S. Dinwiddie (drawn by J. Redick),,103,98
405,4,0:07.0,J. Redick misses free throw 1 of 2,,103,98
406,4,0:07.0,Offensive rebound by Team,,103,98
407,4,0:07.0,J. Redick makes free throw 2 of 2,,104,98
408,4,0:02.0,,D. Augustin misses 3-pt jump shot from 32 ft,104,98
409,4,0:01.0,Defensive rebound by D. Jordan,,104,98
