,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
382,4,3:23.0,A. Burks enters the game for G. Hayward,,78,98
383,4,3:23.0,D. Exum enters the game for S. Novak,,78,98
384,4,3:23.0,,Violation by Team (delay of game),78,98
385,4,3:23.0,,M. Kidd-Gilchrist makes free throw 2 of 2,78,99
386,4,3:00.0,A. Burks misses 2-pt jump shot from 10 ft,,78,99
387,4,2:58.0,Offensive rebound by A. Burks,,78,99
388,4,2:58.0,A. Burks misses 2-pt layup at rim,,78,99
389,4,2:56.0,Offensive rebound by R. Gobert,,78,99
390,4,2:56.0,R. Gobert makes 2-pt tip-in at rim,,80,99
391,4,2:44.0,,Turnover by M. Kidd-Gilchrist (lost ball),80,99
392,4,2:44.0,Official timeout,,80,99
393,4,2:44.0,,P. Hairston enters the game for M. Kidd-Gilchrist,80,99
394,4,2:44.0,S. Novak enters the game for A. Burks,,80,99
395,4,2:44.0,I. Clark enters the game for R. Hood,,80,99
396,4,2:34.0,J. Ingles makes 3-pt jump shot from 23 ft (assist by D. Exum),,83,99
397,4,2:23.0,,M. Williams makes 2-pt jump shot from 21 ft (assist by J. Pargo),83,101
398,4,1:58.0,D. Exum misses 3-pt jump shot from 23 ft,,83,101
399,4,1:57.0,Offensive rebound by D. Exum,,83,101
400,4,1:54.0,Turnover by D. Exum (bad pass; steal by M. Williams),,83,101
401,4,1:42.0,,P. Hairston makes 3-pt jump shot from 26 ft (assist by J. Pargo),83,104
402,4,1:25.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by S. Novak),,86,104
403,4,1:12.0,,P. Hairston misses 3-pt jump shot from 26 ft,86,104
404,4,1:10.0,,Offensive rebound by P. Hairston,86,104
405,4,1:07.0,,P. Hairston misses 3-pt jump shot from 26 ft,86,104
406,4,1:06.0,Defensive rebound by S. Novak,,86,104
407,4,0:51.0,I. Clark misses 3-pt jump shot from 23 ft,,86,104
408,4,0:50.0,,Defensive rebound by J. Pargo,86,104
409,4,0:41.0,,J. Pargo misses 2-pt jump shot from 18 ft,86,104
410,4,0:39.0,Defensive rebound by R. Gobert,,86,104
411,4,0:18.0,J. Ingles misses 3-pt jump shot from 25 ft,,86,104
412,4,0:17.0,,Defensive rebound by J. Pargo,86,104
