,QUARTER,TIME_REMAINING,PORTLAND_ACTION,UTAH_ACTION,PORTLAND_SCORE,UTAH_SCORE
211,2,0:00.0,Offensive rebound by Team,,43,39
212,3,11:38.0,,D. Favors makes 2-pt jump shot from 13 ft (assist by J. Ingles),43,41
213,3,11:19.0,N. Batum makes 2-pt jump shot from 17 ft,,45,41
214,3,10:53.0,,G. Hayward misses 3-pt jump shot from 24 ft (block by N. Batum),45,41
215,3,10:51.0,Defensive rebound by W. Matthews,,45,41
216,3,10:43.0,W. Matthews makes 2-pt jump shot from 19 ft,,47,41
217,3,10:20.0,,D. Exum misses 2-pt jump shot from 7 ft,47,41
218,3,10:19.0,Defensive rebound by L. Aldridge,,47,41
219,3,10:08.0,L. Aldridge misses 2-pt jump shot from 21 ft,,47,41
220,3,10:07.0,,Defensive rebound by G. Hayward,47,41
221,3,9:49.0,,D. Exum misses 3-pt jump shot from 22 ft,47,41
222,3,9:48.0,Defensive rebound by R. Lopez,,47,41
223,3,9:38.0,Shooting foul by D. Favors (drawn by D. Lillard),,47,41
224,3,9:38.0,D. Lillard makes free throw 1 of 2,,48,41
225,3,9:38.0,,T. Burke enters the game for D. Exum,48,41
226,3,9:38.0,D. Lillard makes free throw 2 of 2,,49,41
227,3,9:22.0,,G. Hayward makes 3-pt jump shot from 25 ft (assist by J. Ingles),49,44
228,3,9:06.0,L. Aldridge misses 2-pt jump shot from 20 ft,,49,44
229,3,9:05.0,,Defensive rebound by G. Hayward,49,44
230,3,8:52.0,,D. Favors misses 2-pt jump shot from 3 ft,49,44
231,3,8:50.0,Defensive rebound by L. Aldridge,,49,44
232,3,8:42.0,L. Aldridge misses 2-pt jump shot from 18 ft,,49,44
233,3,8:41.0,,Defensive rebound by G. Hayward,49,44
234,3,8:36.0,,G. Hayward makes 2-pt jump shot from 16 ft,49,46
235,3,8:08.0,R. Lopez misses 2-pt layup from 2 ft,,49,46
236,3,8:07.0,,Defensive rebound by R. Gobert,49,46
237,3,8:00.0,,T. Burke misses 2-pt jump shot from 17 ft,49,46
238,3,7:59.0,Defensive rebound by D. Lillard,,49,46
239,3,7:51.0,D. Lillard misses 3-pt jump shot from 24 ft,,49,46
240,3,7:50.0,,Defensive rebound by D. Favors,49,46
241,3,7:30.0,,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),49,48
242,3,7:13.0,R. Lopez misses 2-pt hook shot from 6 ft (block by R. Gobert),,49,48
243,3,7:11.0,,Defensive rebound by D. Favors,49,48
244,3,7:07.0,,Turnover by R. Gobert (lost ball),49,48
245,3,7:07.0,,E. Millsap enters the game for J. Ingles,49,48
246,3,6:43.0,L. Aldridge misses 2-pt jump shot from 4 ft,,49,48
247,3,6:41.0,Offensive rebound by Team,,49,48
248,3,6:41.0,,T. Booker enters the game for D. Favors,49,48
249,3,6:37.0,D. Lillard makes 2-pt jump shot from 16 ft (assist by N. Batum),,51,48
250,3,6:21.0,,R. Gobert makes 2-pt hook shot from 4 ft,51,50
251,3,6:05.0,D. Lillard misses 3-pt jump shot from 26 ft,,51,50
252,3,6:03.0,,Defensive rebound by R. Gobert,51,50
253,3,5:58.0,,Shooting foul by R. Lopez (drawn by G. Hayward),51,50
254,3,5:58.0,,Utah full timeout,51,50
255,3,5:58.0,S. Blake enters the game for W. Matthews,,51,50
256,3,5:58.0,,G. Hayward makes free throw 1 of 2,51,51
257,3,5:58.0,,G. Hayward makes free throw 2 of 2,51,52
258,3,5:41.0,D. Lillard misses 2-pt jump shot from 3 ft (block by R. Gobert),,51,52
259,3,5:39.0,,Defensive rebound by E. Millsap,51,52
260,3,5:28.0,,G. Hayward misses 2-pt jump shot from 17 ft,51,52
261,3,5:28.0,Defensive rebound by N. Batum,,51,52
262,3,5:28.0,,Loose ball foul by T. Booker (drawn by N. Batum),51,52
263,3,5:28.0,C. Kaman enters the game for R. Lopez,,51,52
264,3,5:13.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by D. Lillard),,53,52
265,3,4:51.0,,Shooting foul by S. Blake (drawn by T. Burke),53,52
266,3,4:51.0,,T. Burke makes free throw 1 of 2,53,53
267,3,4:51.0,,T. Burke misses free throw 2 of 2,53,53
268,3,4:50.0,Defensive rebound by C. Kaman,,53,53
269,3,4:38.0,Turnover by D. Lillard (bad pass; steal by G. Hayward),,53,53
270,3,4:37.0,,Personal foul by C. Kaman (drawn by G. Hayward),53,53
271,3,4:27.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by T. Burke),53,56
272,3,4:03.0,S. Blake misses 3-pt jump shot from 23 ft,,53,56
273,3,4:01.0,,Defensive rebound by R. Gobert,53,56
274,3,3:53.0,,T. Burke misses 2-pt jump shot from 3 ft,53,56
275,3,3:50.0,Defensive rebound by N. Batum,,53,56
276,3,3:44.0,Turnover by D. Lillard (lost ball; steal by G. Hayward),,53,56
277,3,3:32.0,,E. Millsap makes 3-pt jump shot from 23 ft (assist by G. Hayward),53,59
278,3,3:31.0,Portland full timeout,,53,59
279,3,3:31.0,W. Matthews enters the game for N. Batum,,53,59
280,3,3:15.0,C. Kaman misses 2-pt jump shot from 17 ft,,53,59
281,3,3:13.0,,Defensive rebound by R. Gobert,53,59
282,3,2:52.0,,T. Burke makes 2-pt jump shot from 9 ft,53,61
283,3,2:37.0,,R. Hood enters the game for G. Hayward,53,61
284,3,2:37.0,C. McCollum enters the game for D. Lillard,,53,61
285,3,2:37.0,Turnover by S. Blake (offensive foul),,53,61
286,3,2:37.0,Offensive foul by S. Blake (drawn by T. Booker),,53,61
287,3,2:23.0,,Turnover by T. Burke (bad pass; steal by C. McCollum),53,61
288,3,2:18.0,Turnover by C. McCollum (bad pass; steal by T. Booker),,53,61
289,3,2:15.0,,T. Booker misses 2-pt tip-in from 2 ft,53,61
290,3,2:13.0,Defensive rebound by C. Kaman,,53,61
291,3,2:11.0,Shooting foul by R. Hood (drawn by C. McCollum),,53,61
292,3,2:11.0,C. McCollum misses free throw 1 of 2,,53,61
293,3,2:11.0,Offensive rebound by Team,,53,61
294,3,2:11.0,C. McCollum makes free throw 2 of 2,,54,61
295,3,1:54.0,,T. Burke makes 2-pt jump shot from 15 ft,54,63
296,3,1:35.0,Turnover by C. Kaman (bad pass; steal by T. Burke),,54,63
297,3,1:28.0,,T. Burke misses 3-pt jump shot from 24 ft,54,63
298,3,1:26.0,Defensive rebound by C. McCollum,,54,63
299,3,1:21.0,L. Aldridge makes 2-pt jump shot from 3 ft (assist by S. Blake),,56,63
300,3,1:21.0,Shooting foul by R. Hood (drawn by L. Aldridge),,56,63
301,3,1:21.0,,D. Favors enters the game for T. Booker,56,63
302,3,1:21.0,L. Aldridge makes free throw 1 of 1,,57,63
303,3,1:03.0,,R. Hood misses 3-pt jump shot from 25 ft,57,63
304,3,1:02.0,Defensive rebound by W. Matthews,,57,63
305,3,0:51.0,W. Matthews misses 3-pt jump shot from 24 ft,,57,63
306,3,0:48.0,,Defensive rebound by D. Favors,57,63
307,3,0:29.0,,D. Favors misses 2-pt jump shot from 14 ft (block by C. Kaman),57,63
308,3,0:29.0,Defensive rebound by Team,,57,63
309,3,0:19.0,W. Matthews makes 2-pt dunk at rim (assist by S. Blake),,59,63
310,3,0:05.0,,T. Burke makes 2-pt jump shot from 16 ft,59,65
311,3,0:01.0,Turnover by C. McCollum (lost ball; steal by D. Favors),,59,65
312,4,11:50.0,Turnover by S. Blake (bad pass; steal by D. Exum),,59,65
313,4,11:28.0,,D. Favors makes 2-pt layup from 2 ft,59,67
314,4,11:21.0,Personal foul by R. Hood (drawn by W. Matthews),,59,67
315,4,11:15.0,M. Leonard misses 3-pt jump shot from 23 ft,,59,67
316,4,11:14.0,,Defensive rebound by D. Favors,59,67
317,4,10:55.0,,J. Ingles makes 2-pt jump shot from 15 ft,59,69
318,4,10:34.0,C. Kaman misses 2-pt jump shot from 17 ft,,59,69
319,4,10:33.0,,Defensive rebound by D. Exum,59,69
320,4,10:19.0,,D. Exum makes 3-pt jump shot from 25 ft,59,72
321,4,10:02.0,C. McCollum misses 3-pt jump shot from 23 ft,,59,72
322,4,10:00.0,,Defensive rebound by D. Exum,59,72
323,4,9:43.0,,R. Hood makes 3-pt jump shot from 26 ft (assist by D. Exum),59,75
324,4,9:43.0,Portland full timeout,,59,75
325,4,9:43.0,D. Lillard enters the game for W. Matthews,,59,75
326,4,9:43.0,N. Batum enters the game for S. Blake,,59,75
327,4,9:43.0,R. Lopez enters the game for C. Kaman,,59,75
328,4,9:43.0,,E. Millsap enters the game for R. Hood,59,75
329,4,9:32.0,M. Leonard misses 3-pt jump shot from 25 ft,,59,75
330,4,9:29.0,,Defensive rebound by D. Exum,59,75
331,4,9:13.0,,E. Millsap makes 3-pt jump shot from 23 ft (assist by D. Favors),59,78
332,4,9:04.0,D. Lillard misses 3-pt jump shot from 25 ft,,59,78
333,4,9:03.0,,Defensive rebound by D. Favors,59,78
334,4,8:46.0,,J. Evans makes 2-pt dunk at rim (assist by D. Favors),59,80
335,4,8:26.0,D. Lillard misses 3-pt jump shot from 23 ft,,59,80
336,4,8:24.0,Offensive rebound by N. Batum,,59,80
337,4,8:24.0,N. Batum makes 2-pt layup from 1 ft,,61,80
338,4,7:54.0,,E. Millsap makes 3-pt jump shot from 25 ft (assist by J. Evans),61,83
339,4,7:33.0,D. Lillard makes 3-pt jump shot from 23 ft,,64,83
340,4,7:07.0,,D. Favors misses 2-pt jump shot from 17 ft,64,83
341,4,7:06.0,Defensive rebound by M. Leonard,,64,83
342,4,7:00.0,,Violation by J. Ingles (kicked ball),64,83
343,4,7:00.0,,R. Gobert enters the game for J. Evans,64,83
344,4,7:00.0,,G. Hayward enters the game for J. Ingles,64,83
345,4,7:00.0,,T. Booker enters the game for D. Favors,64,83
346,4,7:00.0,L. Aldridge enters the game for M. Leonard,,64,83
347,4,7:00.0,W. Matthews enters the game for C. McCollum,,64,83
348,4,6:49.0,L. Aldridge misses 2-pt jump shot from 21 ft (block by T. Booker),,64,83
349,4,6:46.0,,Defensive rebound by R. Gobert,64,83
350,4,6:45.0,,T. Booker makes 2-pt dunk at rim (assist by R. Gobert),64,85
351,4,6:45.0,Portland full timeout,,64,85
352,4,6:29.0,Shooting foul by T. Booker (drawn by L. Aldridge),,64,85
353,4,6:29.0,L. Aldridge misses free throw 1 of 2,,64,85
354,4,6:29.0,Offensive rebound by Team,,64,85
355,4,6:29.0,L. Aldridge makes free throw 2 of 2,,65,85
356,4,6:21.0,,Turnover by G. Hayward (back court),65,85
357,4,6:01.0,D. Lillard misses 3-pt jump shot from 24 ft,,65,85
358,4,6:00.0,Offensive rebound by R. Lopez,,65,85
359,4,6:00.0,Personal foul by T. Booker (drawn by R. Lopez),,65,85
360,4,6:00.0,,T. Burke enters the game for D. Exum,65,85
361,4,5:54.0,R. Lopez misses 2-pt jump shot from 10 ft,,65,85
362,4,5:53.0,,Defensive rebound by R. Gobert,65,85
363,4,5:29.0,,T. Booker misses 2-pt jump shot from 4 ft,65,85
364,4,5:29.0,,Offensive rebound by T. Booker,65,85
365,4,5:29.0,,Turnover by Team (shot clock),65,85
366,4,5:20.0,D. Lillard makes 2-pt dunk at rim,,67,85
367,4,5:00.0,,T. Burke makes 2-pt jump shot from 11 ft,67,87
368,4,4:46.0,L. Aldridge misses 2-pt jump shot from 6 ft (block by R. Gobert),,67,87
369,4,4:45.0,,Defensive rebound by Team,67,87
370,4,4:45.0,,Personal foul by L. Aldridge (drawn by R. Gobert),67,87
371,4,4:36.0,,D. Favors enters the game for T. Booker,67,87
372,4,4:31.0,,Turnover by T. Burke (bad pass; steal by N. Batum),67,87
373,4,4:28.0,Personal foul by G. Hayward (drawn by N. Batum),,67,87
374,4,4:22.0,N. Batum misses 2-pt jump shot from 16 ft,,67,87
375,4,4:19.0,,Defensive rebound by E. Millsap,67,87
376,4,3:59.0,,E. Millsap misses 3-pt jump shot from 25 ft,67,87
377,4,3:57.0,Defensive rebound by Team,,67,87
378,4,3:57.0,,Loose ball foul by D. Favors (drawn by R. Lopez),67,87
379,4,3:57.0,R. Lopez makes free throw 1 of 2,,68,87
380,4,3:57.0,R. Lopez makes free throw 2 of 2,,69,87
381,4,3:43.0,,Shooting foul by R. Lopez (drawn by G. Hayward),69,87
382,4,3:43.0,,G. Hayward misses free throw 1 of 2,69,87
383,4,3:43.0,,Offensive rebound by Team,69,87
384,4,3:43.0,,G. Hayward makes free throw 2 of 2,69,88
385,4,3:32.0,D. Lillard misses 3-pt jump shot from 26 ft,,69,88
386,4,3:30.0,Offensive rebound by Team,,69,88
387,4,3:24.0,Shooting block foul by R. Gobert (drawn by W. Matthews),,69,88
388,4,3:24.0,W. Matthews makes free throw 1 of 2,,70,88
389,4,3:24.0,W. Matthews makes free throw 2 of 2,,71,88
390,4,3:01.0,,T. Burke misses 3-pt jump shot from 24 ft,71,88
391,4,2:59.0,,Offensive rebound by E. Millsap,71,88
