,QUARTER,TIME_REMAINING,TORONTO_ACTION,HOUSTON_ACTION,TORONTO_SCORE,HOUSTON_SCORE
386,4,8:53.0,Turnover by G. Vásquez (bad pass; steal by C. Brewer),,55,73
387,4,8:49.0,,T. Ariza makes 2-pt dunk at rim (assist by J. Terry),55,75
388,4,8:30.0,T. Ross makes 2-pt jump shot from 17 ft,,57,75
389,4,8:15.0,,Personal foul by J. Johnson (drawn by D. Motiejūnas),57,75
390,4,8:15.0,,D. Motiejūnas makes free throw 1 of 2,57,76
391,4,8:15.0,,D. Motiejūnas makes free throw 2 of 2,57,77
392,4,8:01.0,T. Ross makes 2-pt jump shot from 20 ft (assist by G. Vásquez),,59,77
393,4,7:42.0,,Turnover by C. Brewer (bad pass; steal by J. Johnson),59,77
394,4,7:31.0,T. Ross misses 2-pt jump shot from 13 ft,,59,77
395,4,7:29.0,,Defensive rebound by T. Ariza,59,77
396,4,7:20.0,,Shooting foul by K. Lowry (drawn by J. Terry),59,77
397,4,7:20.0,,J. Terry makes free throw 1 of 3,59,78
398,4,7:20.0,,J. Terry misses free throw 2 of 3,59,78
399,4,7:20.0,,Offensive rebound by Team,59,78
400,4,7:20.0,,J. Terry makes free throw 3 of 3,59,79
401,4,6:57.0,T. Ross misses 2-pt jump shot from 18 ft,,59,79
402,4,6:55.0,,Defensive rebound by C. Brewer,59,79
403,4,6:49.0,,T. Jones misses 2-pt jump shot from 6 ft,59,79
404,4,6:48.0,,Offensive rebound by D. Motiejūnas,59,79
405,4,6:48.0,,D. Motiejūnas makes 2-pt tip-in from 1 ft,59,81
406,4,6:31.0,Shooting foul by J. Terry (drawn by J. Johnson),,59,81
407,4,6:31.0,J. Johnson makes free throw 1 of 2,,60,81
408,4,6:31.0,J. Johnson makes free throw 2 of 2,,61,81
409,4,6:20.0,,T. Ariza misses 3-pt jump shot from 24 ft (block by J. Johnson),61,81
410,4,6:20.0,,Offensive rebound by Team,61,81
411,4,6:08.0,,T. Jones misses 2-pt jump shot from 4 ft (block by D. DeRozan),61,81
412,4,6:07.0,,Offensive rebound by D. Motiejūnas,61,81
413,4,6:07.0,,D. Motiejūnas misses 2-pt tip-in from 2 ft,61,81
414,4,6:06.0,,Offensive rebound by D. Motiejūnas,61,81
415,4,6:05.0,,D. Motiejūnas makes 2-pt layup from 1 ft,61,83
416,4,5:46.0,D. DeRozan misses 2-pt jump shot from 18 ft,,61,83
417,4,5:44.0,,Defensive rebound by T. Jones,61,83
418,4,5:30.0,,D. Motiejūnas misses 2-pt hook shot from 8 ft,61,83
419,4,5:30.0,,Offensive rebound by T. Jones,61,83
420,4,5:30.0,,Shooting foul by G. Vásquez (drawn by T. Jones),61,83
421,4,5:30.0,,Houston full timeout,61,83
422,4,5:30.0,J. Valančiūnas enters the game for G. Vásquez,,61,83
423,4,5:30.0,,T. Jones makes free throw 1 of 2,61,84
424,4,5:30.0,,T. Jones makes free throw 2 of 2,61,85
425,4,5:17.0,J. Johnson makes 2-pt layup from 2 ft,,63,85
426,4,5:17.0,Shooting foul by T. Jones (drawn by J. Johnson),,63,85
427,4,5:17.0,J. Johnson makes free throw 1 of 1,,64,85
428,4,5:05.0,,Shooting foul by J. Valančiūnas (drawn by T. Jones),64,85
429,4,5:05.0,,T. Jones makes free throw 1 of 2,64,86
430,4,5:05.0,,T. Jones misses free throw 2 of 2,64,86
431,4,5:05.0,,Offensive rebound by T. Ariza,64,86
432,4,5:04.0,,K. Papanikolaou enters the game for T. Jones,64,86
433,4,4:55.0,,C. Brewer misses 2-pt hook shot from 7 ft,64,86
434,4,4:53.0,Defensive rebound by J. Johnson,,64,86
435,4,4:41.0,J. Johnson makes 2-pt layup from 2 ft,,66,86
436,4,4:41.0,Shooting foul by D. Motiejūnas (drawn by J. Johnson),,66,86
437,4,4:41.0,J. Johnson misses free throw 1 of 1,,66,86
438,4,4:41.0,,Defensive rebound by J. Terry,66,86
439,4,4:34.0,,T. Ariza misses 2-pt layup from 1 ft,66,86
440,4,4:32.0,Defensive rebound by J. Valančiūnas,,66,86
441,4,4:20.0,Personal foul by C. Brewer (drawn by J. Johnson),,66,86
442,4,4:20.0,J. Johnson makes free throw 1 of 2,,67,86
443,4,4:20.0,G. Vásquez enters the game for K. Lowry,,67,86
444,4,4:20.0,J. Johnson makes free throw 2 of 2,,68,86
445,4,4:12.0,,K. Papanikolaou misses 3-pt jump shot from 25 ft (block by J. Johnson),68,86
446,4,4:12.0,,Offensive rebound by Team,68,86
447,4,4:09.0,,C. Brewer makes 2-pt layup from 2 ft (assist by T. Ariza),68,88
448,4,3:53.0,D. DeRozan misses 2-pt jump shot from 15 ft,,68,88
449,4,3:51.0,,Defensive rebound by C. Brewer,68,88
450,4,3:48.0,,C. Brewer makes 2-pt layup from 2 ft,68,90
451,4,3:48.0,,Shooting foul by T. Ross (drawn by C. Brewer),68,90
452,4,3:48.0,L. Fields enters the game for D. DeRozan,,68,90
453,4,3:48.0,,K. McDaniels enters the game for T. Ariza,68,90
454,4,3:48.0,,P. Prigioni enters the game for J. Terry,68,90
455,4,3:48.0,,C. Brewer makes free throw 1 of 1,68,91
456,4,3:30.0,T. Ross misses 2-pt jump shot from 15 ft,,68,91
457,4,3:28.0,,Defensive rebound by Team,68,91
458,4,3:19.0,,C. Brewer misses 2-pt layup from 4 ft,68,91
459,4,3:17.0,Defensive rebound by J. Valančiūnas,,68,91
460,4,3:09.0,J. Johnson misses 2-pt jump shot from 7 ft,,68,91
461,4,3:08.0,Offensive rebound by J. Valančiūnas,,68,91
462,4,3:08.0,J. Valančiūnas makes 2-pt layup from 1 ft,,70,91
463,4,3:08.0,Shooting foul by D. Motiejūnas (drawn by J. Valančiūnas),,70,91
464,4,3:08.0,,J. Dorsey enters the game for D. Motiejūnas,70,91
465,4,3:08.0,L. Nogueira enters the game for J. Johnson,,70,91
466,4,3:08.0,J. Valančiūnas makes free throw 1 of 1,,71,91
467,4,2:51.0,,K. McDaniels misses 2-pt jump shot from 19 ft,71,91
468,4,2:49.0,Defensive rebound by T. Ross,,71,91
469,4,2:41.0,T. Ross misses 2-pt jump shot from 16 ft,,71,91
470,4,2:39.0,,Defensive rebound by J. Dorsey,71,91
471,4,2:25.0,,K. McDaniels misses 3-pt jump shot from 24 ft,71,91
472,4,2:24.0,Defensive rebound by G. Vásquez,,71,91
473,4,2:08.0,J. Valančiūnas makes 2-pt layup from 2 ft (assist by T. Ross),,73,91
474,4,1:55.0,,C. Brewer makes 2-pt jump shot from 19 ft,73,93
475,4,1:50.0,Toronto full timeout,,73,93
476,4,1:50.0,G. Stiemsma enters the game for J. Valančiūnas,,73,93
477,4,1:38.0,L. Fields misses 2-pt jump shot from 6 ft,,73,93
478,4,1:37.0,,Defensive rebound by C. Brewer,73,93
479,4,1:19.0,,J. Dorsey makes 2-pt layup from 2 ft (assist by K. Papanikolaou),73,95
480,4,1:01.0,T. Ross misses 2-pt jump shot from 16 ft,,73,95
481,4,1:00.0,,Defensive rebound by C. Brewer,73,95
482,4,0:53.0,,Turnover by K. Papanikolaou (bad pass; steal by T. Ross),73,95
483,4,0:47.0,G. Vásquez makes 3-pt jump shot from 23 ft,,76,95
484,4,0:36.0,,J. Dorsey makes 2-pt layup from 1 ft (assist by P. Prigioni),76,97
485,4,0:27.0,G. Vásquez misses 2-pt jump shot from 19 ft,,76,97
486,4,0:25.0,Offensive rebound by L. Nogueira,,76,97
487,4,0:23.0,L. Nogueira misses 2-pt layup from 1 ft,,76,97
488,4,0:23.0,,Defensive rebound by C. Brewer,76,97
489,4,0:23.0,,Personal foul by G. Vásquez (drawn by C. Brewer),76,97
490,4,0:23.0,,C. Brewer misses free throw 1 of 2,76,97
491,4,0:23.0,,Offensive rebound by Team,76,97
492,4,0:23.0,,C. Brewer makes free throw 2 of 2,76,98
