,QUARTER,TIME_REMAINING,ATLANTA_ACTION,LA LAKERS_ACTION,ATLANTA_SCORE,LA LAKERS_SCORE
28,1,8:47.0,Shooting foul by J. Hill (drawn by P. Antić),,2,5
29,1,8:47.0,P. Antić misses free throw 1 of 2,,2,5
30,1,8:47.0,Offensive rebound by Team,,2,5
31,1,8:47.0,P. Antić makes free throw 2 of 2,,3,5
32,1,8:31.0,,J. Hill misses 2-pt jump shot from 19 ft,3,5
33,1,8:31.0,,Offensive rebound by Team,3,5
34,1,8:31.0,Loose ball foul by P. Antić (drawn by T. Black),,3,5
35,1,8:28.0,,Shooting block foul by P. Antić (drawn by W. Johnson),3,5
36,1,8:28.0,,W. Johnson makes free throw 1 of 2,3,6
37,1,8:28.0,E. Brand enters the game for P. Antić,,3,6
38,1,8:28.0,,W. Johnson misses free throw 2 of 2,3,6
39,1,8:27.0,Defensive rebound by K. Bazemore,,3,6
40,1,8:17.0,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),,5,6
41,1,7:55.0,,J. Clarkson misses 3-pt jump shot from 23 ft,5,6
42,1,7:54.0,,Offensive rebound by T. Black,5,6
43,1,7:54.0,,T. Black misses 2-pt hook shot from 5 ft,5,6
44,1,7:46.0,,Offensive rebound by J. Hill,5,6
45,1,7:44.0,,J. Hill misses 2-pt layup from 2 ft,5,6
46,1,7:42.0,Defensive rebound by A. Horford,,5,6
47,1,7:28.0,A. Horford makes 2-pt layup from 2 ft (assist by D. Schröder),,7,6
48,1,7:07.0,,J. Clarkson misses 2-pt jump shot from 12 ft,7,6
49,1,7:06.0,Defensive rebound by A. Horford,,7,6
50,1,6:57.0,A. Horford makes 2-pt layup from 1 ft (assist by K. Korver),,9,6
51,1,6:57.0,Shooting foul by T. Black (drawn by A. Horford),,9,6
52,1,6:57.0,S. Mack enters the game for K. Bazemore,,9,6
53,1,6:57.0,A. Horford misses free throw 1 of 1,,9,6
54,1,6:56.0,,Defensive rebound by J. Hill,9,6
55,1,6:43.0,,W. Ellington misses 2-pt layup from 2 ft (block by E. Brand),9,6
56,1,6:41.0,,Offensive rebound by W. Ellington,9,6
57,1,6:36.0,,W. Johnson misses 3-pt jump shot from 25 ft,9,6
58,1,6:35.0,Defensive rebound by E. Brand,,9,6
59,1,6:26.0,D. Schröder makes 2-pt layup from 1 ft,,11,6
60,1,6:26.0,Shooting foul by J. Clarkson (drawn by D. Schröder),,11,6
61,1,6:26.0,D. Schröder misses free throw 1 of 1,,11,6
62,1,6:25.0,,Defensive rebound by J. Hill,11,6
63,1,6:11.0,,W. Ellington misses 2-pt jump shot from 18 ft,11,6
64,1,6:10.0,Defensive rebound by E. Brand,,11,6
65,1,6:00.0,,Violation by J. Hill (kicked ball),11,6
66,1,5:52.0,A. Horford misses 2-pt jump shot from 13 ft,,11,6
67,1,5:48.0,,Defensive rebound by W. Johnson,11,6
68,1,5:38.0,,J. Hill makes 2-pt hook shot from 4 ft,11,8
69,1,5:17.0,K. Korver misses 3-pt jump shot from 23 ft,,11,8
70,1,5:16.0,,Defensive rebound by J. Clarkson,11,8
71,1,5:10.0,,Turnover by J. Clarkson (discontinued dribble),11,8
72,1,5:10.0,,LA Lakers full timeout,11,8
73,1,5:10.0,K. Bazemore enters the game for K. Korver,,11,8
74,1,5:10.0,,C. Boozer enters the game for T. Black,11,8
75,1,5:10.0,,J. Lin enters the game for W. Ellington,11,8
76,1,4:54.0,S. Mack makes 3-pt jump shot from 24 ft (assist by D. Schröder),,14,8
77,1,4:34.0,,Turnover by J. Lin (bad pass; steal by A. Horford),14,8
78,1,4:28.0,S. Mack makes 3-pt jump shot from 25 ft (assist by E. Brand),,17,8
79,1,4:01.0,,J. Hill misses 2-pt jump shot from 15 ft,17,8
80,1,3:59.0,Defensive rebound by K. Bazemore,,17,8
81,1,3:41.0,Shooting foul by J. Hill (drawn by D. Schröder),,17,8
82,1,3:41.0,D. Schröder misses free throw 1 of 2,,17,8
83,1,3:41.0,Offensive rebound by Team,,17,8
84,1,3:41.0,J. Jenkins enters the game for K. Bazemore,,17,8
85,1,3:41.0,,E. Davis enters the game for J. Hill,17,8
86,1,3:41.0,D. Schröder makes free throw 2 of 2,,18,8
87,1,3:29.0,,Turnover by C. Boozer (bad pass),18,8
88,1,3:29.0,,J. Brown enters the game for J. Clarkson,18,8
89,1,3:29.0,K. Bazemore enters the game for D. Schröder,,18,8
90,1,3:13.0,S. Mack makes 2-pt layup from 1 ft,,20,8
91,1,2:49.0,,C. Boozer misses 2-pt jump shot from 16 ft,20,8
92,1,2:48.0,Defensive rebound by K. Bazemore,,20,8
93,1,2:28.0,S. Mack misses 3-pt jump shot from 25 ft,,20,8
94,1,2:27.0,,Defensive rebound by E. Davis,20,8
95,1,2:21.0,Offensive charge foul by E. Davis (drawn by S. Mack),,20,8
96,1,2:21.0,,Turnover by E. Davis (offensive foul),20,8
97,1,2:21.0,Atlanta full timeout,,20,8
98,1,2:21.0,,R. Kelly enters the game for W. Johnson,20,8
99,1,2:01.0,K. Bazemore makes 3-pt jump shot from 25 ft,,23,8
100,1,1:43.0,,Personal foul by E. Brand (drawn by J. Lin),23,8
101,1,1:43.0,M. Muscala enters the game for A. Horford,,23,8
102,1,1:35.0,,C. Boozer misses 2-pt layup from 1 ft (block by K. Bazemore),23,8
103,1,1:33.0,Defensive rebound by K. Bazemore,,23,8
104,1,1:30.0,Turnover by K. Bazemore (bad pass; steal by J. Brown),,23,8
105,1,1:25.0,,J. Brown makes 2-pt layup from 1 ft,23,10
106,1,1:10.0,E. Brand misses 2-pt jump shot from 16 ft,,23,10
107,1,1:09.0,,Defensive rebound by E. Davis,23,10
108,1,1:00.0,,J. Lin misses 2-pt jump shot from 3 ft (block by E. Brand),23,10
109,1,1:00.0,,Offensive rebound by E. Davis,23,10
110,1,1:00.0,,E. Davis makes 2-pt layup from 2 ft,23,12
111,1,0:49.0,K. Bazemore misses 3-pt jump shot from 25 ft,,23,12
112,1,0:48.0,,Defensive rebound by C. Boozer,23,12
113,1,0:40.0,,J. Lin makes 2-pt jump shot from 9 ft,23,14
114,1,0:28.0,M. Muscala misses 3-pt jump shot from 25 ft,,23,14
115,1,0:27.0,,Defensive rebound by E. Davis,23,14
116,1,0:10.0,,Shooting foul by K. Bazemore (drawn by E. Davis),23,14
117,1,0:10.0,,E. Davis misses free throw 1 of 2,23,14
118,1,0:10.0,,Offensive rebound by Team,23,14
119,1,0:10.0,K. Korver enters the game for K. Bazemore,,23,14
120,1,0:10.0,,E. Davis misses free throw 2 of 2,23,14
121,1,0:09.0,Defensive rebound by J. Jenkins,,23,14
122,1,0:02.0,Turnover by S. Mack (lost ball; steal by J. Lin),,23,14
123,2,12:00.0,,Def 3 sec tech foul by M. Muscala,23,14
124,2,12:00.0,,J. Lin makes technical free throw,23,15
125,2,11:37.0,,Turnover by R. Kelly (lost ball; steal by P. Antić),23,15
126,2,11:32.0,S. Mack makes 2-pt layup from 1 ft,,25,15
127,2,11:08.0,,R. Kelly misses 2-pt jump shot from 14 ft,25,15
128,2,11:06.0,,Offensive rebound by Team,25,15
129,2,11:03.0,,C. Boozer misses 2-pt jump shot from 15 ft,25,15
130,2,11:02.0,,Offensive rebound by R. Kelly,25,15
131,2,11:00.0,,R. Kelly makes 2-pt layup from 1 ft,25,17
132,2,10:44.0,Turnover by J. Jenkins (lost ball; steal by J. Brown),,25,17
133,2,10:40.0,,J. Brown makes 2-pt layup at rim (assist by C. Boozer),25,19
134,2,10:21.0,K. Korver misses 3-pt jump shot from 24 ft,,25,19
135,2,10:20.0,,Defensive rebound by C. Boozer,25,19
136,2,10:05.0,,R. Kelly misses 3-pt jump shot from 23 ft,25,19
137,2,10:03.0,Defensive rebound by K. Korver,,25,19
138,2,9:50.0,J. Jenkins misses 3-pt jump shot from 26 ft,,25,19
139,2,9:49.0,,Defensive rebound by C. Boozer,25,19
140,2,9:35.0,,Turnover by C. Boozer (lost ball),25,19
141,2,9:18.0,P. Antić misses 3-pt jump shot from 25 ft,,25,19
142,2,9:16.0,,Defensive rebound by E. Davis,25,19
143,2,8:59.0,,Offensive foul by E. Davis (drawn by K. Korver),25,19
144,2,8:59.0,,Turnover by E. Davis (offensive foul),25,19
145,2,8:59.0,Official timeout,,25,19
146,2,8:59.0,D. Schröder enters the game for K. Korver,,25,19
147,2,8:59.0,K. Bazemore enters the game for S. Mack,,25,19
148,2,8:45.0,J. Jenkins misses 3-pt jump shot from 25 ft,,25,19
149,2,8:45.0,,Defensive rebound by Team,25,19
150,2,8:27.0,,J. Lin misses 3-pt jump shot from 23 ft,25,19
151,2,8:26.0,Defensive rebound by M. Muscala,,25,19
152,2,8:17.0,D. Schröder misses 2-pt jump shot from 11 ft,,25,19
153,2,8:16.0,,Defensive rebound by E. Davis,25,19
154,2,8:00.0,,Shooting foul by M. Muscala (drawn by C. Boozer),25,19
155,2,8:00.0,,C. Boozer makes free throw 1 of 2,25,20
156,2,8:00.0,A. Horford enters the game for M. Muscala,,25,20
157,2,8:00.0,,C. Boozer misses free throw 2 of 2,25,20
158,2,7:59.0,Defensive rebound by P. Antić,,25,20
159,2,7:38.0,J. Jenkins misses 2-pt jump shot from 11 ft (block by E. Davis),,25,20
160,2,7:36.0,,Defensive rebound by R. Kelly,25,20
161,2,7:26.0,,C. Boozer misses 2-pt jump shot from 6 ft,25,20
162,2,7:26.0,,Offensive rebound by Team,25,20
163,2,7:26.0,Loose ball foul by A. Horford (drawn by E. Davis),,25,20
164,2,7:26.0,,J. Clarkson enters the game for J. Lin,25,20
165,2,7:21.0,,R. Kelly makes 3-pt jump shot from 23 ft (assist by C. Boozer),25,23
166,2,7:21.0,Atlanta full timeout,,25,23
167,2,7:21.0,S. Mack enters the game for J. Jenkins,,25,23
168,2,7:07.0,S. Mack misses 3-pt jump shot from 24 ft,,25,23
169,2,7:07.0,Offensive rebound by P. Antić,,25,23
170,2,7:07.0,Shooting foul by C. Boozer (drawn by P. Antić),,25,23
171,2,7:07.0,P. Antić misses free throw 1 of 2,,25,23
172,2,7:07.0,Offensive rebound by Team,,25,23
173,2,7:07.0,P. Antić misses free throw 2 of 2,,25,23
174,2,7:06.0,,Defensive rebound by E. Davis,25,23
175,2,6:51.0,,R. Kelly misses 3-pt jump shot from 26 ft,25,23
176,2,6:47.0,,Offensive rebound by E. Davis,25,23
177,2,6:30.0,,J. Brown makes 2-pt jump shot from 10 ft (assist by E. Davis),25,25
178,2,6:10.0,A. Horford misses 2-pt jump shot from 13 ft,,25,25
179,2,6:09.0,,Defensive rebound by J. Clarkson,25,25
180,2,5:55.0,,E. Davis misses 2-pt layup from 2 ft (block by A. Horford),25,25
181,2,5:53.0,Defensive rebound by K. Bazemore,,25,25
182,2,5:50.0,K. Bazemore makes 2-pt jump shot from 11 ft,,27,25
183,2,5:50.0,Shooting foul by J. Brown (drawn by K. Bazemore),,27,25
184,2,5:50.0,,J. Hill enters the game for C. Boozer,27,25
185,2,5:50.0,,T. Black enters the game for E. Davis,27,25
186,2,5:50.0,E. Brand enters the game for P. Antić,,27,25
187,2,5:50.0,K. Bazemore makes free throw 1 of 1,,28,25
188,2,5:29.0,,R. Kelly misses 2-pt jump shot from 13 ft,28,25
189,2,5:28.0,,Offensive rebound by J. Hill,28,25
190,2,5:25.0,,J. Hill misses 2-pt layup from 2 ft,28,25
191,2,5:24.0,Defensive rebound by A. Horford,,28,25
192,2,5:20.0,A. Horford makes 2-pt dunk at rim (assist by D. Schröder),,30,25
193,2,5:01.0,,J. Clarkson misses 2-pt jump shot from 16 ft,30,25
194,2,4:59.0,Defensive rebound by Team,,30,25
195,2,4:59.0,,W. Ellington enters the game for J. Brown,30,25
196,2,4:50.0,Turnover by K. Bazemore (traveling),,30,25
197,2,4:32.0,,R. Kelly makes 2-pt layup from 1 ft (assist by W. Ellington),30,27
198,2,4:13.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by K. Bazemore),,33,27
199,2,3:53.0,,T. Black makes 2-pt layup from 1 ft (assist by W. Ellington),33,29
200,2,3:53.0,,Shooting foul by D. Schröder (drawn by T. Black),33,29
201,2,3:53.0,,T. Black makes free throw 1 of 1,33,30
202,2,3:35.0,K. Bazemore makes 2-pt layup from 2 ft (assist by D. Schröder),,35,30
203,2,3:12.0,,Turnover by J. Clarkson (lost ball; steal by D. Schröder),35,30
204,2,3:02.0,K. Bazemore misses 3-pt jump shot from 24 ft,,35,30
205,2,3:00.0,,Defensive rebound by J. Hill,35,30
206,2,2:43.0,,Turnover by W. Ellington (bad pass; steal by A. Horford),35,30
207,2,2:37.0,S. Mack misses 3-pt jump shot from 23 ft,,35,30
208,2,2:34.0,,Defensive rebound by J. Hill,35,30
209,2,2:26.0,,W. Ellington misses 2-pt jump shot from 20 ft,35,30
210,2,2:25.0,Defensive rebound by E. Brand,,35,30
211,2,2:10.0,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),,37,30
212,2,1:52.0,,Shooting foul by S. Mack (drawn by T. Black),37,30
213,2,1:52.0,,LA Lakers full timeout,37,30
214,2,1:52.0,,W. Johnson enters the game for R. Kelly,37,30
215,2,1:52.0,J. Jenkins enters the game for K. Bazemore,,37,30
216,2,1:52.0,,T. Black makes free throw 1 of 2,37,31
217,2,1:52.0,,T. Black makes free throw 2 of 2,37,32
218,2,1:46.0,Shooting foul by J. Clarkson (drawn by D. Schröder),,37,32
219,2,1:46.0,D. Schröder makes free throw 1 of 2,,38,32
220,2,1:46.0,D. Schröder makes free throw 2 of 2,,39,32
221,2,1:29.0,,J. Clarkson makes 2-pt jump shot from 20 ft (assist by T. Black),39,34
222,2,1:19.0,Turnover by A. Horford (traveling),,39,34
223,2,1:09.0,,W. Ellington misses 2-pt layup from 2 ft,39,34
224,2,1:07.0,Defensive rebound by D. Schröder,,39,34
225,2,0:53.0,D. Schröder misses 2-pt jump shot from 19 ft,,39,34
226,2,0:52.0,,Defensive rebound by J. Clarkson,39,34
227,2,0:39.0,,J. Hill misses 2-pt jump shot from 20 ft,39,34
228,2,0:38.0,,Offensive rebound by J. Clarkson,39,34
229,2,0:35.0,,J. Clarkson misses 2-pt jump shot from 15 ft,39,34
230,2,0:32.0,,Offensive rebound by T. Black,39,34
231,2,0:32.0,,T. Black misses 2-pt tip-in from 2 ft,39,34
232,2,0:29.0,,Offensive rebound by T. Black,39,34
233,2,0:14.0,,Shooting foul by D. Schröder (drawn by J. Clarkson),39,34
234,2,0:14.0,,J. Clarkson makes free throw 1 of 2,39,35
235,2,0:14.0,Atlanta full timeout,,39,35
236,2,0:14.0,P. Antić enters the game for E. Brand,,39,35
237,2,0:14.0,,J. Clarkson makes free throw 2 of 2,39,36
238,2,0:08.0,Personal foul by W. Ellington (drawn by D. Schröder),,39,36
239,2,0:08.0,D. Schröder makes free throw 1 of 2,,40,36
240,2,0:08.0,E. Brand enters the game for P. Antić,,40,36
241,2,0:08.0,D. Schröder makes free throw 2 of 2,,41,36
242,2,0:01.0,,J. Clarkson makes 2-pt jump shot from 2 ft,41,38
243,2,0:00.0,A. Horford misses 3-pt jump shot from 37 ft,,41,38
244,2,0:00.0,Offensive rebound by Team,,41,38
245,3,11:44.0,,Turnover by W. Johnson (bad pass),41,38
246,3,11:28.0,A. Horford makes 2-pt jump shot from 16 ft (assist by S. Mack),,43,38
247,3,11:00.0,,W. Johnson misses 2-pt layup from 1 ft,43,38
248,3,10:56.0,,Offensive rebound by J. Clarkson,43,38
249,3,10:56.0,,Turnover by Team (shot clock),43,38
250,3,10:39.0,A. Horford makes 2-pt jump shot from 19 ft (assist by D. Schröder),,45,38
251,3,10:17.0,,W. Johnson makes 2-pt jump shot from 11 ft (assist by W. Ellington),45,40
252,3,10:03.0,D. Schröder makes 2-pt layup from 1 ft (assist by A. Horford),,47,40
253,3,9:45.0,,Turnover by J. Hill (bad pass; steal by A. Horford),47,40
254,3,9:35.0,P. Antić makes 2-pt layup from 1 ft (assist by A. Horford),,49,40
255,3,9:18.0,,T. Black makes 2-pt layup at rim (assist by W. Ellington),49,42
256,3,8:59.0,K. Bazemore makes 2-pt jump shot from 4 ft (assist by D. Schröder),,51,42
257,3,8:48.0,,J. Hill makes 2-pt jump shot from 20 ft (assist by J. Clarkson),51,44
258,3,8:30.0,A. Horford misses 2-pt jump shot from 7 ft,,51,44
259,3,8:29.0,,Defensive rebound by T. Black,51,44
260,3,8:20.0,,Turnover by T. Black (offensive foul),51,44
261,3,8:20.0,,Offensive foul by T. Black (drawn by P. Antić),51,44
262,3,7:58.0,S. Mack makes 2-pt jump shot from 16 ft (assist by P. Antić),,53,44
263,3,7:38.0,,W. Ellington makes 3-pt jump shot from 25 ft (assist by J. Hill),53,47
264,3,7:20.0,K. Bazemore misses 2-pt jump shot from 3 ft (block by T. Black),,53,47
265,3,7:19.0,,Defensive rebound by J. Clarkson,53,47
266,3,7:14.0,,W. Ellington misses 3-pt jump shot from 25 ft,53,47
267,3,7:12.0,,Offensive rebound by J. Hill,53,47
268,3,7:06.0,,W. Johnson makes 2-pt layup from 2 ft (assist by J. Hill),53,49
269,3,6:41.0,Turnover by Team (shot clock),,53,49
270,3,6:41.0,J. Jenkins enters the game for S. Mack,,53,49
271,3,6:30.0,,W. Ellington misses 2-pt jump shot from 16 ft,53,49
272,3,6:29.0,Defensive rebound by K. Bazemore,,53,49
273,3,6:20.0,D. Schröder makes 2-pt jump shot from 9 ft (assist by K. Bazemore),,55,49
274,3,6:06.0,,J. Clarkson misses 2-pt jump shot from 18 ft,55,49
275,3,6:05.0,Defensive rebound by K. Bazemore,,55,49
276,3,6:01.0,Atlanta full timeout,,55,49
277,3,6:01.0,,J. Lin enters the game for J. Clarkson,55,49
278,3,5:54.0,A. Horford makes 2-pt jump shot from 18 ft (assist by D. Schröder),,57,49
279,3,5:38.0,,J. Hill misses 2-pt jump shot from 19 ft,57,49
280,3,5:37.0,Defensive rebound by K. Bazemore,,57,49
281,3,5:26.0,A. Horford misses 2-pt jump shot from 3 ft,,57,49
282,3,5:25.0,,Defensive rebound by J. Lin,57,49
283,3,5:21.0,,Turnover by J. Hill (bad pass; steal by A. Horford),57,49
284,3,5:16.0,Turnover by P. Antić (bad pass; steal by J. Lin),,57,49
285,3,5:09.0,,W. Johnson misses 3-pt jump shot from 24 ft,57,49
286,3,5:07.0,Defensive rebound by D. Schröder,,57,49
287,3,4:45.0,A. Horford misses 2-pt jump shot from 19 ft,,57,49
288,3,4:42.0,,Defensive rebound by J. Lin,57,49
289,3,4:37.0,,W. Johnson misses 2-pt jump shot from 3 ft,57,49
290,3,4:34.0,Defensive rebound by P. Antić,,57,49
291,3,4:29.0,J. Jenkins misses 3-pt jump shot from 22 ft,,57,49
292,3,4:27.0,,Defensive rebound by J. Lin,57,49
293,3,4:23.0,,W. Ellington misses 2-pt jump shot from 15 ft,57,49
294,3,4:20.0,,Offensive rebound by J. Hill,57,49
295,3,4:17.0,,J. Hill makes 2-pt hook shot from 3 ft,57,51
296,3,4:01.0,D. Schröder makes 2-pt layup from 2 ft,,59,51
297,3,3:48.0,,Turnover by J. Lin (lost ball),59,51
298,3,3:48.0,,E. Davis enters the game for J. Hill,59,51
299,3,3:48.0,,C. Boozer enters the game for T. Black,59,51
300,3,3:48.0,E. Brand enters the game for K. Bazemore,,59,51
301,3,3:48.0,S. Mack enters the game for P. Antić,,59,51
302,3,3:36.0,Turnover by D. Schröder (traveling),,59,51
303,3,3:36.0,,J. Brown enters the game for W. Ellington,59,51
304,3,3:18.0,,J. Lin makes 2-pt jump shot from 15 ft,59,53
305,3,2:50.0,J. Jenkins makes 2-pt jump shot from 11 ft (assist by A. Horford),,61,53
306,3,2:28.0,,J. Brown makes 3-pt jump shot from 25 ft (assist by C. Boozer),61,56
307,3,2:19.0,A. Horford makes 2-pt dunk at rim (assist by J. Jenkins),,63,56
308,3,2:11.0,,Personal foul by J. Jenkins (drawn by W. Johnson),63,56
309,3,2:11.0,,LA Lakers full timeout,63,56
310,3,2:11.0,K. Bazemore enters the game for D. Schröder,,63,56
311,3,1:57.0,,C. Boozer makes 2-pt jump shot from 10 ft,63,58
312,3,1:40.0,A. Horford makes 2-pt jump shot from 15 ft (assist by S. Mack),,65,58
313,3,1:24.0,,Turnover by W. Johnson (lost ball; steal by A. Horford),65,58
314,3,1:18.0,S. Mack makes 2-pt jump shot from 14 ft (assist by J. Jenkins),,67,58
315,3,1:04.0,,Turnover by J. Lin (bad pass),67,58
316,3,1:03.0,,Loose ball foul by E. Davis (drawn by J. Jenkins),67,58
317,3,0:40.0,S. Mack misses 2-pt jump shot from 21 ft,,67,58
318,3,0:39.0,,Defensive rebound by E. Davis,67,58
319,3,0:16.0,,J. Brown misses 3-pt jump shot from 25 ft,67,58
320,3,0:14.0,Defensive rebound by J. Jenkins,,67,58
321,3,0:03.0,Personal foul by J. Lin (drawn by S. Mack),,67,58
322,3,0:03.0,S. Mack makes free throw 1 of 2,,68,58
323,3,0:03.0,P. Antić enters the game for A. Horford,,68,58
324,3,0:03.0,S. Mack misses free throw 2 of 2,,68,58
325,3,0:03.0,,Defensive rebound by E. Davis,68,58
326,4,11:36.0,E. Brand makes 2-pt layup from 1 ft (assist by S. Mack),,70,58
327,4,11:24.0,,Turnover by J. Lin (bad pass; steal by E. Brand),70,58
328,4,11:21.0,Shooting foul by J. Brown (drawn by J. Jenkins),,70,58
329,4,11:21.0,J. Jenkins makes free throw 1 of 2,,71,58
330,4,11:21.0,J. Jenkins makes free throw 2 of 2,,72,58
331,4,11:04.0,,J. Lin misses 2-pt layup from 1 ft (block by E. Brand),72,58
332,4,11:04.0,Defensive rebound by E. Brand,,72,58
333,4,11:04.0,Personal foul by E. Davis (drawn by E. Brand),,72,58
334,4,10:40.0,M. Muscala misses 2-pt jump shot from 16 ft,,72,58
335,4,10:40.0,Offensive rebound by Team,,72,58
336,4,10:25.0,Turnover by K. Bazemore (lost ball; steal by J. Lin),,72,58
337,4,10:14.0,,Offensive foul by C. Boozer (drawn by M. Muscala),72,58
338,4,10:14.0,,Turnover by C. Boozer (offensive foul),72,58
339,4,10:14.0,D. Schröder enters the game for S. Mack,,72,58
340,4,9:59.0,Turnover by D. Schröder (bad pass; steal by E. Davis),,72,58
341,4,9:54.0,,J. Lin makes 2-pt layup from 1 ft,72,60
342,4,9:31.0,J. Jenkins makes 2-pt layup from 2 ft,,74,60
343,4,9:08.0,,Turnover by C. Boozer (3 sec),74,60
344,4,9:08.0,,J. Clarkson enters the game for J. Lin,74,60
345,4,9:08.0,P. Antić enters the game for E. Brand,,74,60
346,4,8:58.0,J. Jenkins makes 2-pt jump shot from 17 ft (assist by D. Schröder),,76,60
347,4,8:39.0,,E. Davis makes 2-pt layup from 2 ft (assist by J. Clarkson),76,62
348,4,8:39.0,,Shooting foul by J. Jenkins (drawn by E. Davis),76,62
349,4,8:39.0,Official timeout,,76,62
350,4,8:39.0,,E. Davis makes free throw 1 of 1,76,63
351,4,8:19.0,M. Muscala makes 2-pt layup from 1 ft (assist by P. Antić),,78,63
352,4,8:04.0,,C. Boozer makes 2-pt jump shot from 17 ft (assist by E. Davis),78,65
353,4,7:41.0,D. Schröder misses 3-pt jump shot from 24 ft,,78,65
354,4,7:39.0,Offensive rebound by M. Muscala,,78,65
355,4,7:28.0,Turnover by D. Schröder (bad pass),,78,65
356,4,7:11.0,,E. Davis misses 2-pt jump shot from 3 ft,78,65
357,4,7:10.0,Defensive rebound by M. Muscala,,78,65
358,4,7:05.0,Shooting foul by J. Clarkson (drawn by D. Schröder),,78,65
359,4,7:05.0,D. Schröder makes free throw 1 of 2,,79,65
360,4,7:05.0,S. Mack enters the game for J. Jenkins,,79,65
361,4,7:05.0,D. Schröder makes free throw 2 of 2,,80,65
362,4,6:41.0,,J. Clarkson misses 2-pt jump shot from 19 ft,80,65
363,4,6:41.0,Defensive rebound by Team,,80,65
364,4,6:41.0,,Loose ball foul by C. Boozer (drawn by P. Antić),80,65
365,4,6:27.0,D. Schröder misses 2-pt jump shot from 11 ft,,80,65
366,4,6:26.0,,Defensive rebound by C. Boozer,80,65
367,4,6:15.0,,Shooting foul by M. Muscala (drawn by C. Boozer),80,65
368,4,6:15.0,,C. Boozer makes free throw 1 of 2,80,66
369,4,6:15.0,,C. Boozer makes free throw 2 of 2,80,67
370,4,5:59.0,S. Mack makes 3-pt jump shot from 25 ft,,83,67
371,4,5:38.0,,R. Kelly makes 3-pt jump shot from 25 ft (assist by E. Davis),83,70
372,4,5:23.0,J. Jenkins misses 2-pt jump shot from 20 ft,,83,70
373,4,5:22.0,,Defensive rebound by J. Brown,83,70
374,4,5:09.0,,C. Boozer misses 2-pt jump shot from 3 ft,83,70
375,4,5:09.0,,Offensive rebound by J. Clarkson,83,70
376,4,5:09.0,,J. Clarkson misses 2-pt tip-in from 1 ft,83,70
377,4,5:09.0,,Offensive rebound by E. Davis,83,70
378,4,5:09.0,Loose ball foul by S. Mack (drawn by E. Davis),,83,70
379,4,5:09.0,,LA Lakers full timeout,83,70
380,4,5:09.0,A. Horford enters the game for J. Jenkins,,83,70
381,4,5:09.0,K. Bazemore enters the game for M. Muscala,,83,70
382,4,4:50.0,,C. Boozer makes 2-pt layup from 2 ft (assist by E. Davis),83,72
383,4,4:33.0,S. Mack misses 2-pt jump shot from 17 ft,,83,72
384,4,4:32.0,,Defensive rebound by R. Kelly,83,72
385,4,4:22.0,,J. Clarkson makes 2-pt jump shot from 10 ft,83,74
386,4,4:01.0,A. Horford misses 2-pt jump shot from 18 ft,,83,74
387,4,4:00.0,,Defensive rebound by E. Davis,83,74
388,4,3:46.0,,E. Davis makes 2-pt dunk at rim (assist by J. Clarkson),83,76
389,4,3:46.0,Atlanta full timeout,,83,76
