,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,PHILADELPHIA_ACTION,NEW ORLEANS_SCORE,PHILADELPHIA_SCORE
51,1,4:15.0,R. Anderson makes 2-pt jump shot from 13 ft,,15,24
52,1,4:02.0,,N. Noel makes 2-pt jump shot from 11 ft,15,26
53,1,3:39.0,R. Anderson misses 2-pt jump shot from 13 ft,,15,26
54,1,3:37.0,,Defensive rebound by M. Carter-Williams,15,26
55,1,3:33.0,,Personal foul by A. Ajinça (drawn by N. Noel),15,26
56,1,3:33.0,,H. Thompson enters the game for R. Covington,15,26
57,1,3:33.0,,H. Sims enters the game for L. Mbah a Moute,15,26
58,1,3:33.0,,J. Sampson enters the game for N. Noel,15,26
59,1,3:33.0,,J. Grant enters the game for K. McDaniels,15,26
60,1,3:33.0,J. Fredette enters the game for E. Gordon,,15,26
61,1,3:18.0,,M. Carter-Williams makes 2-pt jump shot from 18 ft (assist by H. Thompson),15,28
62,1,3:00.0,Turnover by R. Anderson (lost ball),,15,28
63,1,3:00.0,,L. Drew enters the game for M. Carter-Williams,15,28
64,1,2:40.0,,J. Sampson misses 2-pt hook shot from 3 ft,15,28
65,1,2:39.0,Defensive rebound by A. Ajinça,,15,28
66,1,2:26.0,J. Fredette makes 2-pt jump shot from 11 ft,,17,28
67,1,2:19.0,,H. Thompson misses 3-pt jump shot from 24 ft,17,28
68,1,2:17.0,Defensive rebound by A. Ajinça,,17,28
69,1,2:06.0,Turnover by J. Fredette (bad pass; steal by H. Sims),,17,28
70,1,2:00.0,,J. Grant makes 2-pt layup from 2 ft,17,30
71,1,1:37.0,Personal foul by J. Grant (drawn by Q. Pondexter),,17,30
72,1,1:31.0,R. Anderson makes 3-pt jump shot from 24 ft (assist by T. Evans),,20,30
73,1,1:18.0,,Turnover by J. Sampson (lost ball; steal by T. Evans),20,30
74,1,1:00.0,A. Ajinça misses 2-pt jump shot from 18 ft,,20,30
75,1,1:00.0,,Defensive rebound by J. Grant,20,30
76,1,0:55.0,,J. Sampson misses 2-pt jump shot from 4 ft,20,30
77,1,0:53.0,Defensive rebound by T. Evans,,20,30
78,1,0:49.0,T. Evans makes 2-pt layup at rim,,22,30
79,1,0:28.0,,H. Sims misses 2-pt layup from 1 ft,22,30
80,1,0:26.0,Defensive rebound by R. Anderson,,22,30
81,1,0:21.0,Q. Pondexter misses 2-pt layup at rim,,22,30
82,1,0:19.0,,Defensive rebound by L. Drew,22,30
83,1,0:18.0,,R. Covington enters the game for H. Sims,22,30
84,1,0:18.0,D. Cunningham enters the game for A. Ajinça,,22,30
85,1,0:06.0,,Personal foul by J. Fredette (drawn by L. Drew),22,30
86,1,0:01.0,,J. Grant makes 3-pt jump shot from 26 ft (assist by L. Drew),22,33
87,2,11:43.0,Q. Pondexter makes 2-pt layup at rim (assist by J. Fredette),,24,33
88,2,11:43.0,Shooting foul by J. Grant (drawn by Q. Pondexter),,24,33
89,2,11:43.0,Q. Pondexter makes free throw 1 of 1,,25,33
90,2,11:35.0,,H. Thompson misses 2-pt jump shot from 3 ft (block by T. Evans),25,33
91,2,11:33.0,Defensive rebound by Q. Pondexter,,25,33
92,2,11:12.0,T. Evans misses 2-pt jump shot from 3 ft (block by J. Grant),,25,33
93,2,11:08.0,Offensive rebound by A. Ajinça,,25,33
94,2,11:00.0,A. Ajinça misses 2-pt jump shot from 8 ft,,25,33
95,2,10:59.0,,Defensive rebound by J. Sampson,25,33
96,2,10:57.0,,L. Drew misses 2-pt jump shot from 7 ft,25,33
97,2,10:55.0,,Offensive rebound by H. Thompson,25,33
98,2,10:55.0,,Shooting foul by J. Fredette (drawn by H. Sims),25,33
99,2,10:55.0,,H. Sims makes free throw 1 of 2,25,34
100,2,10:55.0,E. Gordon enters the game for T. Evans,,25,34
101,2,10:55.0,D. Cunningham enters the game for R. Anderson,,25,34
102,2,10:55.0,,H. Sims misses free throw 2 of 2,25,34
103,2,10:53.0,Defensive rebound by A. Ajinça,,25,34
104,2,10:32.0,Q. Pondexter misses 2-pt layup from 2 ft,,25,34
105,2,10:30.0,,Defensive rebound by H. Thompson,25,34
106,2,10:21.0,,H. Sims misses 2-pt jump shot from 13 ft,25,34
107,2,10:19.0,Defensive rebound by A. Ajinça,,25,34
108,2,10:15.0,Shooting foul by J. Sampson (drawn by E. Gordon),,25,34
109,2,10:15.0,E. Gordon makes free throw 1 of 2,,26,34
110,2,10:15.0,,L. Mbah a Moute enters the game for J. Grant,26,34
111,2,10:15.0,E. Gordon makes free throw 2 of 2,,27,34
112,2,9:53.0,,H. Sims misses 2-pt layup from 1 ft,27,34
113,2,9:51.0,,Offensive rebound by H. Thompson,27,34
114,2,9:51.0,,H. Thompson makes 2-pt layup from 1 ft,27,36
115,2,9:31.0,A. Ajinça makes 2-pt hook shot from 8 ft (assist by J. Fredette),,29,36
116,2,9:07.0,,L. Drew makes 2-pt jump shot from 21 ft (assist by H. Sims),29,38
117,2,8:49.0,E. Gordon makes 3-pt jump shot from 25 ft,,32,38
118,2,8:48.0,,Philadelphia full timeout,32,38
119,2,8:48.0,,M. Carter-Williams enters the game for J. Sampson,32,38
120,2,8:48.0,,K. McDaniels enters the game for H. Sims,32,38
121,2,8:48.0,,N. Noel enters the game for L. Drew,32,38
122,2,8:32.0,,K. McDaniels misses 2-pt layup from 2 ft,32,38
123,2,8:30.0,Defensive rebound by A. Ajinça,,32,38
124,2,8:10.0,D. Cunningham makes 2-pt layup from 1 ft (assist by J. Fredette),,34,38
125,2,7:58.0,Violation by D. Cunningham (kicked ball),,34,38
126,2,7:58.0,,R. Covington enters the game for H. Thompson,34,38
127,2,7:47.0,,M. Carter-Williams misses 2-pt jump shot from 21 ft,34,38
128,2,7:46.0,Defensive rebound by D. Cunningham,,34,38
129,2,7:33.0,A. Ajinça makes 2-pt hook shot from 4 ft (assist by E. Gordon),,36,38
130,2,7:17.0,,Shooting foul by Q. Pondexter (drawn by M. Carter-Williams),36,38
131,2,7:17.0,,M. Carter-Williams misses free throw 1 of 2,36,38
132,2,7:17.0,,Offensive rebound by Team,36,38
133,2,7:17.0,,M. Carter-Williams makes free throw 2 of 2,36,39
134,2,7:07.0,Shooting foul by L. Mbah a Moute (drawn by A. Ajinça),,36,39
135,2,7:07.0,A. Ajinça makes free throw 1 of 2,,37,39
136,2,7:07.0,R. Anderson enters the game for J. Fredette,,37,39
137,2,7:07.0,A. Ajinça makes free throw 2 of 2,,38,39
138,2,6:55.0,,L. Mbah a Moute misses 3-pt jump shot from 26 ft,38,39
139,2,6:54.0,Defensive rebound by R. Anderson,,38,39
140,2,6:40.0,Shooting foul by N. Noel (drawn by E. Gordon),,38,39
141,2,6:40.0,E. Gordon misses free throw 1 of 2,,38,39
142,2,6:40.0,Offensive rebound by Team,,38,39
143,2,6:40.0,T. Evans enters the game for Q. Pondexter,,38,39
144,2,6:40.0,E. Gordon misses free throw 2 of 2,,38,39
145,2,6:38.0,,Defensive rebound by N. Noel,38,39
146,2,6:28.0,,M. Carter-Williams makes 2-pt layup from 1 ft,38,41
147,2,6:09.0,E. Gordon misses 3-pt jump shot from 25 ft,,38,41
148,2,6:07.0,,Defensive rebound by N. Noel,38,41
149,2,5:59.0,,R. Covington misses 3-pt jump shot from 26 ft,38,41
150,2,5:56.0,Defensive rebound by D. Cunningham,,38,41
151,2,5:44.0,R. Anderson misses 3-pt jump shot from 25 ft,,38,41
152,2,5:42.0,,Defensive rebound by R. Covington,38,41
153,2,5:26.0,,M. Carter-Williams makes 2-pt layup at rim (assist by R. Covington),38,43
154,2,5:26.0,,Shooting foul by A. Ajinça (drawn by M. Carter-Williams),38,43
155,2,5:26.0,Official timeout,,38,43
156,2,5:26.0,Ö. Aşık enters the game for A. Ajinça,,38,43
157,2,5:26.0,,M. Carter-Williams makes free throw 1 of 1,38,44
158,2,5:11.0,Turnover by T. Evans (bad pass),,38,44
159,2,4:51.0,,N. Noel misses 2-pt jump shot from 12 ft,38,44
160,2,4:50.0,Defensive rebound by E. Gordon,,38,44
161,2,4:32.0,D. Cunningham misses 2-pt jump shot from 20 ft,,38,44
162,2,4:30.0,Offensive rebound by Ö. Aşık,,38,44
163,2,4:25.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by T. Evans),,41,44
164,2,4:07.0,,Shooting foul by Ö. Aşık (drawn by K. McDaniels),41,44
165,2,4:07.0,,K. McDaniels misses free throw 1 of 2,41,44
166,2,4:07.0,,Offensive rebound by Team,41,44
167,2,4:07.0,,K. McDaniels makes free throw 2 of 2,41,45
168,2,3:53.0,Turnover by T. Evans (bad pass; steal by M. Carter-Williams),,41,45
169,2,3:46.0,,K. McDaniels misses 3-pt jump shot from 23 ft,41,45
170,2,3:43.0,Defensive rebound by D. Cunningham,,41,45
171,2,3:37.0,E. Gordon misses 2-pt layup from 1 ft,,41,45
172,2,3:37.0,Offensive rebound by D. Cunningham,,41,45
173,2,3:35.0,D. Cunningham misses 2-pt tip-in from 1 ft,,41,45
174,2,3:33.0,,Defensive rebound by L. Mbah a Moute,41,45
175,2,3:18.0,,Shooting foul by D. Cunningham (drawn by N. Noel),41,45
176,2,3:18.0,,N. Noel makes free throw 1 of 2,41,46
177,2,3:18.0,Q. Pondexter enters the game for D. Cunningham,,41,46
178,2,3:18.0,,N. Noel misses free throw 2 of 2,41,46
179,2,3:17.0,Defensive rebound by Ö. Aşık,,41,46
180,2,2:58.0,Ö. Aşık misses 2-pt dunk at rim,,41,46
181,2,2:56.0,,Defensive rebound by N. Noel,41,46
182,2,2:49.0,,R. Covington makes 2-pt layup at rim (assist by K. McDaniels),41,48
183,2,2:28.0,T. Evans misses 3-pt jump shot from 24 ft,,41,48
184,2,2:25.0,,Defensive rebound by N. Noel,41,48
185,2,2:13.0,New Orleans full timeout,,41,48
186,2,2:13.0,,H. Thompson enters the game for R. Covington,41,48
187,2,2:13.0,,J. Grant enters the game for K. McDaniels,41,48
188,2,2:07.0,,L. Mbah a Moute misses 2-pt jump shot from 19 ft,41,48
189,2,2:06.0,Defensive rebound by Ö. Aşık,,41,48
190,2,1:47.0,E. Gordon makes 2-pt jump shot from 3 ft,,43,48
191,2,1:25.0,,M. Carter-Williams misses 3-pt jump shot from 26 ft,43,48
192,2,1:22.0,Defensive rebound by E. Gordon,,43,48
193,2,1:08.0,T. Evans misses 2-pt jump shot from 5 ft (block by N. Noel),,43,48
194,2,1:06.0,Offensive rebound by Ö. Aşık,,43,48
195,2,1:06.0,Personal foul by J. Grant (drawn by Ö. Aşık),,43,48
196,2,1:06.0,Ö. Aşık misses free throw 1 of 2,,43,48
197,2,1:06.0,Offensive rebound by Team,,43,48
198,2,1:06.0,,J. Sampson enters the game for J. Grant,43,48
199,2,1:06.0,Ö. Aşık makes free throw 2 of 2,,44,48
200,2,0:55.0,,M. Carter-Williams misses 2-pt jump shot from 4 ft,44,48
201,2,0:53.0,Defensive rebound by Ö. Aşık,,44,48
202,2,0:49.0,Shooting foul by J. Sampson (drawn by Ö. Aşık),,44,48
203,2,0:49.0,Ö. Aşık makes free throw 1 of 2,,45,48
204,2,0:49.0,Ö. Aşık misses free throw 2 of 2,,45,48
205,2,0:48.0,,Defensive rebound by Team,45,48
206,2,0:47.0,,Philadelphia full timeout,45,48
207,2,0:47.0,,R. Covington enters the game for J. Sampson,45,48
208,2,0:41.0,,R. Covington misses 3-pt jump shot from 25 ft,45,48
209,2,0:40.0,Defensive rebound by R. Anderson,,45,48
210,2,0:26.0,E. Gordon misses 2-pt jump shot from 5 ft,,45,48
211,2,0:24.0,Offensive rebound by Ö. Aşık,,45,48
212,2,0:24.0,Ö. Aşık misses 2-pt layup from 1 ft (block by N. Noel),,45,48
213,2,0:21.0,,Defensive rebound by M. Carter-Williams,45,48
214,2,0:06.0,,Personal foul by R. Anderson (drawn by N. Noel),45,48
215,2,0:06.0,,N. Noel makes free throw 1 of 2,45,49
216,2,0:06.0,,J. Sampson enters the game for R. Covington,45,49
217,2,0:06.0,,K. McDaniels enters the game for H. Thompson,45,49
218,2,0:06.0,,N. Noel makes free throw 2 of 2,45,50
219,2,0:01.0,Q. Pondexter misses 2-pt jump shot from 3 ft,,45,50
220,2,0:00.0,Offensive rebound by Ö. Aşık,,45,50
221,2,0:00.0,Ö. Aşık makes 2-pt tip-in from 1 ft,,47,50
222,3,11:45.0,Ö. Aşık misses 2-pt jump shot from 4 ft (block by N. Noel),,47,50
223,3,11:43.0,,Defensive rebound by L. Mbah a Moute,47,50
224,3,11:37.0,,R. Covington misses 3-pt jump shot from 25 ft,47,50
225,3,11:35.0,Defensive rebound by E. Gordon,,47,50
226,3,11:25.0,Turnover by T. Evans (bad pass; steal by N. Noel),,47,50
227,3,11:20.0,,Shooting foul by D. Cunningham (drawn by R. Covington),47,50
228,3,11:20.0,,R. Covington makes free throw 1 of 2,47,51
229,3,11:20.0,,R. Covington makes free throw 2 of 2,47,52
230,3,10:57.0,E. Gordon makes 2-pt layup from 1 ft,,49,52
231,3,10:46.0,,N. Noel misses 2-pt layup from 2 ft,49,52
232,3,10:44.0,Defensive rebound by R. Anderson,,49,52
233,3,10:40.0,D. Cunningham misses 2-pt layup at rim (block by K. McDaniels),,49,52
234,3,10:38.0,,Defensive rebound by R. Covington,49,52
235,3,10:32.0,,K. McDaniels misses 3-pt jump shot from 23 ft,49,52
236,3,10:28.0,Defensive rebound by R. Anderson,,49,52
237,3,10:21.0,E. Gordon misses 2-pt layup from 1 ft (block by R. Covington),,49,52
238,3,10:19.0,Offensive rebound by Ö. Aşık,,49,52
239,3,10:18.0,Ö. Aşık makes 2-pt layup from 1 ft,,51,52
240,3,10:14.0,,Philadelphia full timeout,51,52
241,3,10:02.0,,K. McDaniels makes 2-pt jump shot from 3 ft (assist by N. Noel),51,54
242,3,9:49.0,Turnover by T. Evans (lost ball; steal by M. Carter-Williams),,51,54
243,3,9:48.0,,Personal foul by Ö. Aşık (drawn by R. Covington),51,54
244,3,9:38.0,,N. Noel makes 2-pt dunk at rim (assist by M. Carter-Williams),51,56
245,3,9:11.0,Turnover by Team (shot clock),,51,56
246,3,8:55.0,,K. McDaniels makes 2-pt jump shot from 15 ft,51,58
247,3,8:32.0,E. Gordon misses 3-pt jump shot from 24 ft,,51,58
248,3,8:31.0,,Defensive rebound by M. Carter-Williams,51,58
249,3,8:22.0,,R. Covington misses 3-pt jump shot from 25 ft,51,58
250,3,8:19.0,Defensive rebound by Ö. Aşık,,51,58
251,3,7:58.0,R. Anderson misses 2-pt layup from 2 ft,,51,58
252,3,7:56.0,Offensive rebound by Ö. Aşık,,51,58
253,3,7:56.0,Turnover by Team (shot clock),,51,58
254,3,7:45.0,,Shooting foul by E. Gordon (drawn by M. Carter-Williams),51,58
255,3,7:45.0,,M. Carter-Williams misses free throw 1 of 2,51,58
256,3,7:45.0,,Offensive rebound by Team,51,58
257,3,7:45.0,,M. Carter-Williams misses free throw 2 of 2,51,58
258,3,7:44.0,Defensive rebound by Ö. Aşık,,51,58
259,3,7:22.0,Shooting foul by K. McDaniels (drawn by Ö. Aşık),,51,58
260,3,7:22.0,Ö. Aşık misses free throw 1 of 2,,51,58
261,3,7:22.0,Offensive rebound by Team,,51,58
262,3,7:22.0,Ö. Aşık misses free throw 2 of 2,,51,58
263,3,7:22.0,,Defensive rebound by N. Noel,51,58
264,3,6:57.0,,M. Carter-Williams makes 3-pt jump shot from 25 ft (assist by L. Mbah a Moute),51,61
265,3,6:38.0,R. Anderson misses 2-pt layup from 1 ft (block by N. Noel),,51,61
266,3,6:37.0,Offensive rebound by Team,,51,61
267,3,6:37.0,,J. Grant enters the game for K. McDaniels,51,61
268,3,6:37.0,Q. Pondexter enters the game for D. Cunningham,,51,61
269,3,6:37.0,A. Ajinça enters the game for Ö. Aşık,,51,61
270,3,6:28.0,Turnover by T. Evans (bad pass; steal by M. Carter-Williams),,51,61
271,3,6:24.0,,M. Carter-Williams misses 2-pt jump shot from 9 ft,51,61
272,3,6:23.0,Defensive rebound by A. Ajinça,,51,61
273,3,6:09.0,Personal block foul by N. Noel (drawn by T. Evans),,51,61
274,3,5:56.0,Turnover by T. Evans (bad pass; steal by J. Grant),,51,61
275,3,5:43.0,,L. Mbah a Moute makes 3-pt jump shot from 23 ft (assist by M. Carter-Williams),51,64
276,3,5:42.0,New Orleans full timeout,,51,64
277,3,5:42.0,J. Fredette enters the game for T. Evans,,51,64
278,3,5:42.0,,H. Thompson enters the game for L. Mbah a Moute,51,64
279,3,5:17.0,R. Anderson misses 2-pt jump shot from 16 ft,,51,64
280,3,5:15.0,,Defensive rebound by M. Carter-Williams,51,64
281,3,5:03.0,,R. Covington misses 2-pt layup from 2 ft,51,64
282,3,5:02.0,,Offensive rebound by N. Noel,51,64
283,3,5:02.0,,N. Noel makes 2-pt tip-in from 1 ft,51,66
284,3,4:47.0,Shooting foul by M. Carter-Williams (drawn by E. Gordon),,51,66
285,3,4:47.0,E. Gordon makes free throw 1 of 2,,52,66
286,3,4:47.0,E. Gordon makes free throw 2 of 2,,53,66
287,3,4:36.0,,R. Covington makes 2-pt layup at rim (assist by M. Carter-Williams),53,68
288,3,4:24.0,Turnover by E. Gordon (bad pass),,53,68
289,3,4:24.0,,K. McDaniels enters the game for R. Covington,53,68
290,3,4:01.0,,M. Carter-Williams misses 2-pt jump shot from 16 ft,53,68
291,3,3:59.0,Defensive rebound by A. Ajinça,,53,68
292,3,3:43.0,Turnover by A. Ajinça (lost ball; steal by J. Grant),,53,68
293,3,3:40.0,,Turnover by K. McDaniels (traveling),53,68
294,3,3:40.0,,H. Sims enters the game for N. Noel,53,68
295,3,3:40.0,D. Cunningham enters the game for R. Anderson,,53,68
296,3,3:23.0,E. Gordon makes 2-pt jump shot from 22 ft (assist by D. Cunningham),,55,68
297,3,3:18.0,,Philadelphia full timeout,55,68
298,3,3:00.0,,M. Carter-Williams makes 2-pt layup at rim,55,70
299,3,2:40.0,E. Gordon misses 2-pt jump shot from 5 ft,,55,70
300,3,2:38.0,Offensive rebound by A. Ajinça,,55,70
301,3,2:38.0,A. Ajinça misses 2-pt layup from 2 ft,,55,70
302,3,2:36.0,,Defensive rebound by M. Carter-Williams,55,70
303,3,2:35.0,,Turnover by M. Carter-Williams (lost ball; steal by D. Cunningham),55,70
304,3,2:32.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,55,70
305,3,2:32.0,,Defensive rebound by Team,55,70
306,3,2:32.0,,Personal foul by A. Ajinça (drawn by H. Sims),55,70
307,3,2:32.0,,L. Drew enters the game for M. Carter-Williams,55,70
308,3,2:28.0,,Turnover by H. Sims (lost ball; steal by E. Gordon),55,70
309,3,2:16.0,J. Fredette misses 3-pt jump shot from 23 ft,,55,70
310,3,2:14.0,,Defensive rebound by K. McDaniels,55,70
311,3,2:07.0,,H. Sims makes 2-pt layup from 1 ft (assist by K. McDaniels),55,72
312,3,1:43.0,A. Ajinça makes 2-pt hook shot from 7 ft (assist by Q. Pondexter),,57,72
313,3,1:30.0,,Personal foul by A. Ajinça (drawn by H. Thompson),57,72
314,3,1:30.0,,H. Thompson makes free throw 1 of 2,57,73
315,3,1:30.0,,H. Thompson misses free throw 2 of 2,57,73
316,3,1:29.0,Defensive rebound by E. Gordon,,57,73
317,3,1:13.0,Turnover by D. Cunningham (lost ball; steal by H. Sims),,57,73
318,3,1:06.0,,K. McDaniels misses 3-pt jump shot from 23 ft,57,73
319,3,1:03.0,Defensive rebound by A. Ajinça,,57,73
320,3,0:57.0,Shooting foul by H. Sims (drawn by J. Fredette),,57,73
321,3,0:57.0,J. Fredette makes free throw 1 of 2,,58,73
322,3,0:57.0,J. Fredette makes free throw 2 of 2,,59,73
323,3,0:45.0,,K. McDaniels misses 2-pt layup from 1 ft,59,73
324,3,0:43.0,Defensive rebound by E. Gordon,,59,73
325,3,0:37.0,E. Gordon misses 2-pt layup from 3 ft,,59,73
326,3,0:36.0,Offensive rebound by E. Gordon,,59,73
327,3,0:27.0,J. Fredette misses 2-pt layup from 2 ft (block by H. Thompson),,59,73
328,3,0:25.0,Offensive rebound by J. Fredette,,59,73
329,3,0:22.0,Turnover by J. Fredette (lost ball; steal by K. McDaniels),,59,73
330,3,0:04.0,,H. Thompson misses 3-pt jump shot from 28 ft,59,73
331,3,0:02.0,Defensive rebound by Q. Pondexter,,59,73
332,4,11:44.0,,H. Thompson makes 3-pt jump shot from 25 ft (assist by R. Covington),59,76
333,4,11:28.0,Shooting foul by H. Thompson (drawn by T. Evans),,59,76
334,4,11:28.0,T. Evans misses free throw 1 of 2,,59,76
335,4,11:28.0,Offensive rebound by Team,,59,76
336,4,11:28.0,,L. Mbah a Moute enters the game for H. Sims,59,76
337,4,11:28.0,T. Evans makes free throw 2 of 2,,60,76
338,4,11:18.0,,Shooting foul by Q. Pondexter (drawn by R. Covington),60,76
339,4,11:18.0,,R. Covington makes free throw 1 of 2,60,77
340,4,11:18.0,,R. Covington makes free throw 2 of 2,60,78
341,4,11:00.0,J. Fredette makes 2-pt layup from 1 ft (assist by T. Evans),,62,78
342,4,10:37.0,,J. Grant misses 2-pt jump shot from 4 ft,62,78
343,4,10:35.0,,Offensive rebound by L. Mbah a Moute,62,78
344,4,10:35.0,,L. Mbah a Moute makes 2-pt tip-in from 1 ft,62,80
345,4,10:19.0,Q. Pondexter misses 3-pt jump shot from 25 ft,,62,80
346,4,10:16.0,,Defensive rebound by H. Thompson,62,80
347,4,10:01.0,,L. Mbah a Moute misses 2-pt layup from 1 ft (block by D. Cunningham),62,80
348,4,10:00.0,Defensive rebound by T. Evans,,62,80
349,4,9:57.0,Q. Pondexter makes 2-pt dunk at rim (assist by T. Evans),,64,80
350,4,9:45.0,,R. Covington makes 2-pt jump shot from 3 ft (assist by H. Thompson),64,82
351,4,9:45.0,,Shooting foul by D. Cunningham (drawn by R. Covington),64,82
352,4,9:45.0,,R. Covington makes free throw 1 of 1,64,83
353,4,9:28.0,J. Fredette makes 2-pt jump shot from 13 ft,,66,83
354,4,9:23.0,,Turnover by L. Drew (bad pass),66,83
355,4,9:23.0,Ö. Aşık enters the game for D. Cunningham,,66,83
356,4,9:11.0,Shooting foul by J. Grant (drawn by R. Anderson),,66,83
357,4,9:11.0,R. Anderson misses free throw 1 of 2,,66,83
358,4,9:11.0,Offensive rebound by Team,,66,83
359,4,9:11.0,,N. Noel enters the game for H. Thompson,66,83
360,4,9:11.0,R. Anderson makes free throw 2 of 2,,67,83
361,4,9:11.0,,Philadelphia full timeout,67,83
362,4,9:11.0,,M. Carter-Williams enters the game for L. Drew,67,83
363,4,8:57.0,,M. Carter-Williams makes 2-pt jump shot from 2 ft,67,85
364,4,8:38.0,Shooting foul by L. Mbah a Moute (drawn by R. Anderson),,67,85
365,4,8:38.0,R. Anderson makes free throw 1 of 2,,68,85
366,4,8:38.0,E. Gordon enters the game for J. Fredette,,68,85
367,4,8:38.0,R. Anderson makes free throw 2 of 2,,69,85
368,4,8:16.0,,N. Noel misses 2-pt jump shot from 3 ft,69,85
369,4,8:14.0,,Offensive rebound by L. Mbah a Moute,69,85
370,4,7:54.0,,M. Carter-Williams makes 2-pt layup at rim,69,87
371,4,7:33.0,R. Anderson misses 3-pt jump shot from 28 ft,,69,87
372,4,7:31.0,,Defensive rebound by Team,69,87
373,4,7:24.0,,Personal foul by Ö. Aşık (drawn by N. Noel),69,87
374,4,7:10.0,,L. Mbah a Moute misses 2-pt jump shot from 3 ft,69,87
375,4,7:09.0,Defensive rebound by Ö. Aşık,,69,87
376,4,7:08.0,Turnover by Ö. Aşık (bad pass; steal by R. Covington),,69,87
377,4,7:04.0,,R. Covington misses 2-pt jump shot from 4 ft (block by Ö. Aşık),69,87
378,4,7:02.0,,Offensive rebound by R. Covington,69,87
