,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,BROOKLYN_ACTION,LA LAKERS_SCORE,BROOKLYN_SCORE
384,4,1:02.0,J. Hill makes 2-pt jump shot from 21 ft (assist by R. Kelly),,97,101
385,4,0:45.0,,Shooting foul by T. Black (drawn by B. Lopez),97,101
386,4,0:45.0,,B. Lopez makes free throw 1 of 2,97,102
387,4,0:45.0,,B. Lopez makes free throw 2 of 2,97,103
388,4,0:45.0,LA Lakers full timeout,,97,103
389,4,0:45.0,W. Johnson enters the game for T. Black,,97,103
390,4,0:41.0,R. Kelly misses 2-pt jump shot from 17 ft,,97,103
391,4,0:40.0,,Defensive rebound by J. Johnson,97,103
392,4,0:35.0,,Personal foul by R. Kelly (drawn by M. Brown),97,103
393,4,0:35.0,,M. Brown makes free throw 1 of 2,97,104
394,4,0:35.0,,M. Brown makes free throw 2 of 2,97,105
395,4,0:35.0,LA Lakers full timeout,,97,105
396,4,0:31.0,J. Clarkson makes 2-pt layup from 1 ft,,99,105
397,4,0:26.0,,Personal foul by J. Clarkson (drawn by D. Williams),99,105
398,4,0:26.0,,D. Williams makes free throw 1 of 2,99,106
399,4,0:26.0,,D. Williams makes free throw 2 of 2,99,107
400,4,0:22.0,W. Johnson misses 3-pt jump shot from 24 ft,,99,107
401,4,0:21.0,,Defensive rebound by M. Brown,99,107
