,QUARTER,TIME_REMAINING,DALLAS_ACTION,ORLANDO_ACTION,DALLAS_SCORE,ORLANDO_SCORE
385,4,5:12.0,,M. Harkless misses 3-pt jump shot from 25 ft,96,89
386,4,5:11.0,,Offensive rebound by A. Gordon,96,89
387,4,5:11.0,,A. Gordon misses 2-pt tip-in from 2 ft,96,89
388,4,5:09.0,Defensive rebound by R. Jefferson,,96,89
389,4,4:51.0,M. Ellis misses 2-pt jump shot from 10 ft,,96,89
390,4,4:49.0,,Defensive rebound by W. Green,96,89
391,4,4:43.0,,E. Fournier misses 3-pt jump shot from 25 ft,96,89
392,4,4:42.0,Defensive rebound by D. Nowitzki,,96,89
393,4,4:25.0,D. Nowitzki misses 2-pt jump shot from 12 ft,,96,89
394,4,4:24.0,,Defensive rebound by A. Gordon,96,89
395,4,4:05.0,,E. Fournier misses 2-pt jump shot from 22 ft,96,89
396,4,4:04.0,Defensive rebound by R. Jefferson,,96,89
397,4,3:46.0,M. Ellis makes 2-pt layup from 2 ft,,98,89
398,4,3:46.0,,Orlando full timeout,98,89
399,4,3:46.0,,T. Harris enters the game for A. Gordon,98,89
400,4,3:46.0,,Orlando full timeout,98,89
401,4,3:23.0,,W. Green misses 2-pt jump shot from 18 ft,98,89
402,4,3:22.0,Defensive rebound by M. Ellis,,98,89
403,4,3:02.0,M. Ellis makes 2-pt jump shot from 19 ft,,100,89
404,4,2:44.0,,C. Frye misses 3-pt jump shot from 26 ft,100,89
405,4,2:43.0,,Offensive rebound by T. Harris,100,89
406,4,2:43.0,,T. Harris makes 2-pt layup from 2 ft,100,91
407,4,2:23.0,M. Ellis makes 2-pt layup from 2 ft (assist by D. Nowitzki),,102,91
408,4,2:01.0,,Turnover by T. Harris (bad pass),102,91
409,4,1:46.0,Personal foul by C. Frye (drawn by D. Nowitzki),,102,91
410,4,1:46.0,D. Nowitzki makes free throw 1 of 2,,103,91
411,4,1:46.0,,A. Gordon enters the game for E. Fournier,103,91
412,4,1:46.0,D. Nowitzki makes free throw 2 of 2,,104,91
413,4,1:46.0,,Orlando full timeout,104,91
414,4,1:46.0,A. Aminu enters the game for D. Nowitzki,,104,91
415,4,1:46.0,,E. Fournier enters the game for A. Gordon,104,91
416,4,1:44.0,,Turnover by W. Green (bad pass; steal by M. Ellis),104,91
417,4,1:25.0,M. Ellis makes 2-pt jump shot from 20 ft,,106,91
418,4,1:18.0,,C. Frye misses 3-pt jump shot from 24 ft,106,91
419,4,1:16.0,Defensive rebound by R. Jefferson,,106,91
420,4,1:00.0,M. Ellis makes 2-pt jump shot from 21 ft,,108,91
421,4,0:53.0,,E. Fournier makes 2-pt layup from 2 ft (assist by W. Green),108,93
422,4,0:53.0,Dallas full timeout,,108,93
423,4,0:53.0,,A. Gordon enters the game for C. Frye,108,93
424,4,0:53.0,C. Villanueva enters the game for T. Chandler,,108,93
425,4,0:33.0,M. Ellis misses 2-pt jump shot from 19 ft,,108,93
426,4,0:32.0,,Defensive rebound by E. Fournier,108,93
427,4,0:24.0,,Turnover by W. Green (lost ball; steal by M. Ellis),108,93
