,QUARTER,TIME_REMAINING,MIAMI_ACTION,NEW YORK_ACTION,MIAMI_SCORE,NEW YORK_SCORE
40,1,7:39.0,L. Deng makes free throw 1 of 2,,12,9
41,1,7:39.0,L. Deng makes free throw 2 of 2,,13,9
42,1,7:18.0,,L. Thomas misses 2-pt jump shot from 18 ft,13,9
43,1,7:17.0,Defensive rebound by M. Chalmers,,13,9
44,1,7:13.0,Turnover by M. Chalmers (bad pass),,13,9
45,1,7:03.0,,L. Galloway misses 3-pt jump shot from 25 ft,13,9
46,1,7:02.0,Defensive rebound by H. Whiteside,,13,9
47,1,6:48.0,L. Deng misses 2-pt layup from 2 ft,,13,9
48,1,6:47.0,Offensive rebound by L. Deng,,13,9
49,1,6:39.0,M. Chalmers misses 3-pt jump shot from 25 ft,,13,9
50,1,6:38.0,Offensive rebound by L. Deng,,13,9
51,1,6:37.0,L. Deng misses 2-pt layup from 1 ft,,13,9
52,1,6:36.0,,Defensive rebound by J. Smith,13,9
53,1,6:23.0,,Offensive foul by L. Amundson (drawn by M. Chalmers),13,9
54,1,6:23.0,,Turnover by L. Amundson (offensive foul),13,9
55,1,6:23.0,J. Ennis enters the game for L. Deng,,13,9
56,1,6:23.0,S. Napier enters the game for M. Chalmers,,13,9
57,1,6:23.0,,C. Aldrich enters the game for L. Amundson,13,9
58,1,6:23.0,,A. Bargnani enters the game for J. Smith,13,9
59,1,6:23.0,,T. Hardaway enters the game for J. Calderón,13,9
60,1,6:11.0,Shooting foul by T. Hardaway (drawn by D. Wade),,13,9
61,1,6:11.0,D. Wade makes free throw 1 of 2,,14,9
62,1,6:11.0,D. Wade makes free throw 2 of 2,,15,9
63,1,5:53.0,,T. Hardaway makes 2-pt layup from 1 ft (assist by L. Galloway),15,11
64,1,5:42.0,D. Wade misses 2-pt jump shot from 8 ft,,15,11
65,1,5:41.0,,Defensive rebound by T. Hardaway,15,11
66,1,5:30.0,,A. Bargnani makes 2-pt layup at rim (assist by T. Hardaway),15,13
67,1,5:23.0,Miami full timeout,,15,13
68,1,5:18.0,Offensive foul by H. Whiteside (drawn by T. Hardaway),,15,13
69,1,5:18.0,Turnover by H. Whiteside (offensive foul),,15,13
70,1,5:18.0,M. Chalmers enters the game for D. Wade,,15,13
71,1,5:03.0,,L. Thomas misses 2-pt jump shot from 10 ft,15,13
72,1,5:02.0,Defensive rebound by H. Whiteside,,15,13
73,1,5:00.0,Turnover by S. Napier (bad pass),,15,13
74,1,4:45.0,,C. Aldrich misses 2-pt layup from 1 ft (block by J. Ennis),15,13
75,1,4:44.0,Defensive rebound by H. Whiteside,,15,13
76,1,4:33.0,Turnover by S. Napier (bad pass; steal by L. Galloway),,15,13
77,1,4:28.0,,T. Hardaway makes 2-pt dunk at rim (assist by L. Galloway),15,15
78,1,4:07.0,M. Chalmers makes 2-pt layup from 2 ft (assist by U. Haslem),,17,15
79,1,4:00.0,,Shooting foul by H. Whiteside (drawn by L. Galloway),17,15
80,1,4:00.0,,L. Galloway misses free throw 1 of 2,17,15
81,1,4:00.0,,Offensive rebound by Team,17,15
82,1,4:00.0,C. Andersen enters the game for H. Whiteside,,17,15
83,1,4:00.0,,L. Galloway misses free throw 2 of 2,17,15
84,1,3:59.0,Defensive rebound by C. Andersen,,17,15
85,1,3:46.0,M. Chalmers misses 2-pt layup from 2 ft,,17,15
86,1,3:45.0,,Defensive rebound by A. Bargnani,17,15
87,1,3:38.0,,A. Bargnani misses 3-pt jump shot from 25 ft,17,15
88,1,3:37.0,Defensive rebound by C. Andersen,,17,15
89,1,3:24.0,Turnover by C. Andersen (traveling),,17,15
90,1,3:24.0,,J. Calderón enters the game for L. Galloway,17,15
91,1,3:15.0,,Personal foul by U. Haslem (drawn by A. Bargnani),17,15
92,1,3:15.0,L. Deng enters the game for U. Haslem,,17,15
93,1,3:05.0,,C. Aldrich makes 2-pt hook shot from 5 ft (assist by J. Calderón),17,17
94,1,2:52.0,M. Chalmers misses 2-pt layup from 2 ft,,17,17
95,1,2:51.0,Offensive rebound by C. Andersen,,17,17
96,1,2:51.0,C. Andersen misses 2-pt tip-in from 2 ft,,17,17
97,1,2:50.0,,Defensive rebound by L. Thomas,17,17
98,1,2:44.0,,Turnover by T. Hardaway (bad pass; steal by M. Chalmers),17,17
99,1,2:41.0,Turnover by L. Deng (lost ball; steal by L. Thomas),,17,17
100,1,2:35.0,,Shooting foul by C. Andersen (drawn by A. Bargnani),17,17
101,1,2:35.0,,New York full timeout,17,17
102,1,2:35.0,,A. Bargnani makes free throw 1 of 2,17,18
103,1,2:35.0,,A. Bargnani makes free throw 2 of 2,17,19
104,1,2:20.0,J. Ennis misses 2-pt jump shot from 17 ft,,17,19
105,1,2:19.0,Offensive rebound by L. Deng,,17,19
106,1,2:14.0,C. Andersen makes 2-pt dunk at rim (assist by S. Napier),,19,19
107,1,1:49.0,,Turnover by J. Calderón (bad pass; steal by M. Chalmers),19,19
108,1,1:44.0,J. Ennis makes 2-pt dunk at rim (assist by M. Chalmers),,21,19
109,1,1:29.0,,T. Hardaway makes 2-pt jump shot from 19 ft (assist by L. Thomas),21,21
110,1,1:12.0,Def 3 sec tech foul by C. Aldrich,,21,21
111,1,1:12.0,M. Chalmers misses technical free throw,,21,21
112,1,1:12.0,Offensive rebound by Team,,21,21
113,1,1:03.0,S. Napier makes 2-pt jump shot from 20 ft (assist by M. Chalmers),,23,21
114,1,0:46.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by J. Calderón),23,24
115,1,0:35.0,C. Andersen makes 2-pt layup from 2 ft (assist by M. Chalmers),,25,24
116,1,0:24.0,,C. Aldrich makes 2-pt hook shot from 4 ft (assist by J. Calderón),25,26
117,1,0:05.0,M. Chalmers misses 3-pt jump shot from 24 ft,,25,26
118,1,0:04.0,,Defensive rebound by L. Thomas,25,26
119,2,11:45.0,L. Deng misses 2-pt layup from 1 ft,,25,26
120,2,11:44.0,Offensive rebound by C. Andersen,,25,26
121,2,11:44.0,C. Andersen makes 2-pt dunk at rim,,27,26
122,2,11:26.0,,Shooting foul by J. Ennis (drawn by A. Bargnani),27,26
123,2,11:26.0,,A. Bargnani makes free throw 1 of 2,27,27
124,2,11:26.0,,A. Bargnani makes free throw 2 of 2,27,28
125,2,11:17.0,S. Napier makes 3-pt jump shot from 25 ft (assist by L. Deng),,30,28
126,2,10:55.0,,Turnover by L. Thomas (step out of bounds),30,28
127,2,10:40.0,L. Deng makes 2-pt layup from 2 ft,,32,28
128,2,10:31.0,,J. Smith misses 2-pt jump shot from 19 ft,32,28
129,2,10:30.0,Defensive rebound by M. Chalmers,,32,28
130,2,10:26.0,,Offensive charge foul by J. Ennis (drawn by J. Smith),32,28
131,2,10:26.0,Turnover by J. Ennis (offensive foul),,32,28
132,2,10:17.0,,Personal foul by J. Ennis (drawn by L. Thomas),32,28
133,2,10:17.0,,C. Early enters the game for L. Thomas,32,28
134,2,10:17.0,T. Johnson enters the game for J. Ennis,,32,28
135,2,10:10.0,,L. Galloway makes 2-pt jump shot from 20 ft (assist by J. Smith),32,30
136,2,9:54.0,L. Deng makes 2-pt layup from 1 ft (assist by T. Johnson),,34,30
137,2,9:46.0,,Personal foul by L. Deng (drawn by A. Bargnani),34,30
138,2,9:40.0,,Turnover by L. Galloway (bad pass; steal by M. Chalmers),34,30
139,2,9:39.0,Personal foul by L. Galloway (drawn by M. Chalmers),,34,30
140,2,9:26.0,Shooting foul by J. Smith (drawn by L. Deng),,34,30
141,2,9:26.0,L. Deng makes free throw 1 of 2,,35,30
142,2,9:26.0,,T. Wear enters the game for A. Bargnani,35,30
143,2,9:26.0,L. Deng makes free throw 2 of 2,,36,30
144,2,9:02.0,,T. Hardaway makes 3-pt jump shot from 24 ft (assist by T. Wear),36,33
145,2,8:48.0,M. Chalmers makes 2-pt layup from 2 ft (assist by S. Napier),,38,33
146,2,8:43.0,,New York full timeout,38,33
147,2,8:25.0,,L. Galloway makes 2-pt jump shot from 8 ft (assist by C. Early),38,35
148,2,8:02.0,T. Johnson makes 2-pt jump shot from 22 ft (assist by S. Napier),,40,35
149,2,7:52.0,,Turnover by J. Smith (bad pass),40,35
150,2,7:52.0,,J. Calderón enters the game for T. Hardaway,40,35
151,2,7:52.0,D. Wade enters the game for M. Chalmers,,40,35
152,2,7:39.0,Turnover by S. Napier (step out of bounds),,40,35
153,2,7:24.0,,T. Wear makes 2-pt jump shot from 13 ft (assist by J. Calderón),40,37
154,2,7:13.0,C. Andersen misses 3-pt jump shot from 24 ft,,40,37
155,2,7:12.0,Offensive rebound by L. Deng,,40,37
156,2,7:11.0,Turnover by L. Deng (lost ball; steal by T. Wear),,40,37
157,2,7:07.0,,Shooting foul by C. Andersen (drawn by L. Galloway),40,37
158,2,7:07.0,,L. Galloway makes free throw 1 of 2,40,38
159,2,7:07.0,,L. Amundson enters the game for J. Smith,40,38
160,2,7:07.0,H. Whiteside enters the game for C. Andersen,,40,38
161,2,7:07.0,,L. Galloway makes free throw 2 of 2,40,39
162,2,6:51.0,S. Napier makes 3-pt jump shot from 24 ft (assist by L. Deng),,43,39
163,2,6:40.0,,L. Galloway misses 2-pt jump shot from 17 ft,43,39
164,2,6:39.0,Defensive rebound by H. Whiteside,,43,39
165,2,6:32.0,D. Wade makes 2-pt layup at rim (assist by S. Napier),,45,39
166,2,6:17.0,,L. Galloway misses 3-pt jump shot from 25 ft,45,39
167,2,6:16.0,Defensive rebound by T. Johnson,,45,39
168,2,6:06.0,Turnover by S. Napier (bad pass; steal by L. Galloway),,45,39
169,2,5:53.0,,J. Calderón makes 2-pt jump shot from 13 ft,45,41
170,2,5:34.0,Turnover by D. Wade (bad pass; steal by J. Calderón),,45,41
171,2,5:25.0,,J. Calderón misses 2-pt jump shot from 20 ft,45,41
172,2,5:24.0,Defensive rebound by S. Napier,,45,41
173,2,5:17.0,Miami full timeout,,45,41
174,2,5:17.0,,T. Hardaway enters the game for C. Early,45,41
175,2,5:17.0,,L. Thomas enters the game for L. Galloway,45,41
176,2,5:17.0,U. Haslem enters the game for L. Deng,,45,41
177,2,5:04.0,H. Whiteside misses 2-pt layup from 2 ft (block by T. Wear),,45,41
178,2,5:03.0,,Defensive rebound by L. Thomas,45,41
179,2,4:57.0,,L. Amundson makes 2-pt layup from 2 ft (assist by T. Hardaway),45,43
180,2,4:44.0,Shooting foul by L. Amundson (drawn by D. Wade),,45,43
181,2,4:44.0,D. Wade makes free throw 1 of 2,,46,43
182,2,4:44.0,,C. Aldrich enters the game for L. Amundson,46,43
183,2,4:44.0,D. Wade makes free throw 2 of 2,,47,43
184,2,4:25.0,,L. Thomas misses 2-pt layup from 3 ft (block by H. Whiteside),47,43
185,2,4:24.0,Defensive rebound by S. Napier,,47,43
186,2,4:18.0,S. Napier makes 2-pt layup from 1 ft,,49,43
187,2,4:09.0,,Turnover by T. Hardaway (lost ball; steal by S. Napier),49,43
188,2,3:56.0,H. Whiteside misses 2-pt layup from 3 ft,,49,43
189,2,3:55.0,,Defensive rebound by C. Aldrich,49,43
190,2,3:43.0,,L. Thomas misses 2-pt layup at rim (block by H. Whiteside),49,43
191,2,3:42.0,Defensive rebound by U. Haslem,,49,43
192,2,3:34.0,Shooting foul by C. Aldrich (drawn by H. Whiteside),,49,43
193,2,3:34.0,Technical foul by H. Whiteside,,49,43
194,2,3:34.0,,J. Calderón makes technical free throw,49,44
195,2,3:34.0,H. Whiteside makes free throw 1 of 2,,50,44
196,2,3:34.0,M. Chalmers enters the game for S. Napier,,50,44
197,2,3:34.0,H. Whiteside makes free throw 2 of 2,,51,44
198,2,3:16.0,,Turnover by C. Aldrich (bad pass; steal by M. Chalmers),51,44
199,2,3:09.0,Turnover by H. Whiteside (3 sec),,51,44
200,2,2:53.0,,T. Wear misses 2-pt jump shot from 18 ft,51,44
201,2,2:52.0,Defensive rebound by M. Chalmers,,51,44
202,2,2:33.0,T. Johnson makes 3-pt jump shot from 25 ft (assist by U. Haslem),,54,44
203,2,2:22.0,,New York full timeout,54,44
204,2,2:22.0,Official timeout,,54,44
205,2,2:22.0,,A. Bargnani enters the game for C. Aldrich,54,44
206,2,2:22.0,,J. Smith enters the game for T. Wear,54,44
207,2,2:22.0,L. Deng enters the game for H. Whiteside,,54,44
208,2,2:16.0,,J. Calderón makes 2-pt layup from 1 ft (assist by J. Smith),54,46
209,2,2:03.0,Personal foul by T. Hardaway (drawn by T. Johnson),,54,46
210,2,2:03.0,T. Johnson misses free throw 1 of 2,,54,46
211,2,2:03.0,Offensive rebound by Team,,54,46
212,2,2:03.0,T. Johnson makes free throw 2 of 2,,55,46
213,2,1:38.0,,J. Calderón misses 3-pt jump shot from 25 ft,55,46
214,2,1:37.0,,Offensive rebound by L. Thomas,55,46
215,2,1:37.0,,L. Thomas misses 2-pt tip-in from 1 ft,55,46
216,2,1:36.0,Defensive rebound by D. Wade,,55,46
217,2,1:27.0,D. Wade makes 2-pt layup at rim (assist by M. Chalmers),,57,46
218,2,1:15.0,,L. Thomas misses 2-pt jump shot from 20 ft,57,46
219,2,1:14.0,Defensive rebound by T. Johnson,,57,46
220,2,0:51.0,L. Deng misses 3-pt jump shot from 23 ft,,57,46
221,2,0:50.0,,Defensive rebound by J. Calderón,57,46
222,2,0:45.0,,Personal foul by M. Chalmers (drawn by J. Calderón),57,46
223,2,0:45.0,,J. Calderón misses free throw 1 of 2,57,46
224,2,0:45.0,,Offensive rebound by Team,57,46
225,2,0:45.0,,L. Galloway enters the game for T. Hardaway,57,46
226,2,0:45.0,,J. Calderón misses free throw 2 of 2,57,46
227,2,0:44.0,Defensive rebound by L. Deng,,57,46
228,2,0:28.0,Shooting foul by A. Bargnani (drawn by U. Haslem),,57,46
229,2,0:28.0,U. Haslem makes free throw 1 of 2,,58,46
230,2,0:28.0,U. Haslem misses free throw 2 of 2,,58,46
231,2,0:27.0,,Defensive rebound by A. Bargnani,58,46
232,2,0:06.0,,J. Calderón makes 2-pt layup at rim,58,48
233,2,0:01.0,M. Chalmers misses 3-pt jump shot from 25 ft,,58,48
234,2,0:00.0,Offensive rebound by Team,,58,48
235,3,11:42.0,U. Haslem makes 2-pt layup from 1 ft (assist by L. Deng),,60,48
236,3,11:26.0,,Personal foul by D. Wade (drawn by J. Smith),60,48
237,3,11:19.0,,L. Amundson makes 2-pt layup from 1 ft (assist by J. Smith),60,50
238,3,11:19.0,,Shooting foul by H. Whiteside (drawn by L. Amundson),60,50
239,3,11:19.0,,L. Amundson makes free throw 1 of 1,60,51
240,3,10:59.0,L. Deng misses 2-pt jump shot from 19 ft,,60,51
241,3,10:58.0,,Defensive rebound by J. Smith,60,51
242,3,10:52.0,,Turnover by J. Calderón (bad pass; steal by L. Deng),60,51
243,3,10:48.0,Turnover by L. Deng (bad pass; steal by C. Early),,60,51
244,3,10:44.0,,J. Smith misses 2-pt layup from 2 ft,60,51
245,3,10:43.0,Defensive rebound by L. Deng,,60,51
246,3,10:39.0,Shooting block foul by J. Calderón (drawn by M. Chalmers),,60,51
247,3,10:39.0,M. Chalmers makes free throw 1 of 2,,61,51
248,3,10:39.0,M. Chalmers makes free throw 2 of 2,,62,51
249,3,10:20.0,,L. Amundson makes 2-pt hook shot from 3 ft (assist by J. Calderón),62,53
250,3,10:09.0,Turnover by L. Deng (bad pass),,62,53
251,3,9:50.0,,J. Smith makes 2-pt jump shot from 13 ft,62,55
252,3,9:39.0,Personal foul by L. Galloway (drawn by D. Wade),,62,55
253,3,9:31.0,D. Wade misses 2-pt jump shot from 12 ft,,62,55
254,3,9:29.0,Offensive rebound by H. Whiteside,,62,55
255,3,9:25.0,D. Wade makes 2-pt layup from 1 ft (assist by H. Whiteside),,64,55
256,3,9:08.0,,L. Amundson makes 2-pt layup at rim (assist by J. Calderón),64,57
257,3,8:57.0,Shooting foul by L. Amundson (drawn by U. Haslem),,64,57
258,3,8:57.0,U. Haslem misses free throw 1 of 2,,64,57
259,3,8:57.0,Offensive rebound by Team,,64,57
260,3,8:57.0,,A. Bargnani enters the game for L. Amundson,64,57
261,3,8:57.0,U. Haslem makes free throw 2 of 2,,65,57
262,3,8:45.0,,Turnover by J. Smith (bad pass; steal by H. Whiteside),65,57
263,3,8:37.0,D. Wade misses 2-pt jump shot from 19 ft,,65,57
264,3,8:36.0,,Defensive rebound by J. Smith,65,57
265,3,8:24.0,,A. Bargnani misses 2-pt jump shot from 11 ft,65,57
266,3,8:23.0,Defensive rebound by H. Whiteside,,65,57
267,3,8:13.0,D. Wade misses 2-pt jump shot from 12 ft,,65,57
268,3,8:12.0,,Defensive rebound by J. Smith,65,57
269,3,8:05.0,,L. Galloway makes 2-pt layup from 1 ft (assist by J. Calderón),65,59
270,3,7:48.0,Personal foul by J. Smith (drawn by U. Haslem),,65,59
271,3,7:38.0,M. Chalmers makes 2-pt jump shot from 11 ft (assist by L. Deng),,67,59
272,3,7:23.0,,Turnover by J. Calderón (bad pass),67,59
273,3,7:02.0,H. Whiteside makes 2-pt layup from 2 ft,,69,59
274,3,6:53.0,,J. Smith misses 2-pt jump shot from 20 ft,69,59
275,3,6:52.0,Defensive rebound by M. Chalmers,,69,59
276,3,6:46.0,Personal foul by A. Bargnani (drawn by H. Whiteside),,69,59
277,3,6:46.0,H. Whiteside misses free throw 1 of 2,,69,59
278,3,6:46.0,Offensive rebound by Team,,69,59
279,3,6:46.0,S. Napier enters the game for M. Chalmers,,69,59
280,3,6:46.0,J. Ennis enters the game for L. Deng,,69,59
281,3,6:46.0,H. Whiteside makes free throw 2 of 2,,70,59
282,3,6:34.0,,L. Galloway misses 2-pt jump shot from 19 ft,70,59
283,3,6:33.0,Defensive rebound by H. Whiteside,,70,59
284,3,6:26.0,Turnover by S. Napier (lost ball; steal by J. Calderón),,70,59
285,3,6:17.0,,C. Early misses 2-pt layup from 1 ft,70,59
286,3,6:16.0,Defensive rebound by S. Napier,,70,59
287,3,5:59.0,Turnover by D. Wade (step out of bounds),,70,59
288,3,5:59.0,,New York full timeout,70,59
289,3,5:59.0,,T. Hardaway enters the game for C. Early,70,59
290,3,5:59.0,,Q. Acy enters the game for J. Smith,70,59
291,3,5:59.0,,L. Thomas enters the game for L. Galloway,70,59
292,3,5:49.0,Violation by H. Whiteside (def goaltending),,70,59
293,3,5:49.0,,J. Calderón makes 2-pt layup from 2 ft,70,61
294,3,5:41.0,Personal foul by A. Bargnani (drawn by H. Whiteside),,70,61
295,3,5:41.0,H. Whiteside misses free throw 1 of 2,,70,61
296,3,5:41.0,Offensive rebound by Team,,70,61
297,3,5:41.0,H. Whiteside makes free throw 2 of 2,,71,61
298,3,5:24.0,,J. Calderón misses 3-pt jump shot from 25 ft,71,61
299,3,5:22.0,Defensive rebound by D. Wade,,71,61
300,3,5:03.0,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),,73,61
301,3,4:53.0,,Personal foul by D. Wade (drawn by L. Thomas),73,61
302,3,4:45.0,,L. Thomas misses 2-pt hook shot from 3 ft,73,61
303,3,4:43.0,Defensive rebound by D. Wade,,73,61
304,3,4:39.0,Offensive foul by H. Whiteside (drawn by L. Thomas),,73,61
305,3,4:39.0,Turnover by H. Whiteside (offensive foul),,73,61
306,3,4:39.0,C. Andersen enters the game for H. Whiteside,,73,61
307,3,4:39.0,M. Chalmers enters the game for D. Wade,,73,61
308,3,4:22.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by J. Calderón),73,64
309,3,4:15.0,Miami full timeout,,73,64
310,3,4:05.0,J. Ennis misses 3-pt jump shot from 24 ft,,73,64
311,3,4:04.0,Offensive rebound by Team,,73,64
312,3,4:04.0,,Loose ball foul by A. Bargnani (drawn by C. Andersen),73,64
313,3,4:04.0,C. Andersen makes free throw 1 of 2,,74,64
314,3,4:04.0,,J. Smith enters the game for A. Bargnani,74,64
315,3,4:04.0,C. Andersen makes free throw 2 of 2,,75,64
316,3,3:58.0,,Offensive foul by Q. Acy (drawn by S. Napier),75,64
317,3,3:58.0,,Turnover by Q. Acy (offensive foul),75,64
318,3,3:43.0,S. Napier makes 3-pt jump shot from 26 ft (assist by M. Chalmers),,78,64
319,3,3:29.0,,L. Thomas misses 2-pt jump shot from 4 ft,78,64
320,3,3:28.0,Defensive rebound by U. Haslem,,78,64
321,3,3:20.0,J. Ennis misses 2-pt jump shot from 20 ft,,78,64
322,3,3:19.0,,Defensive rebound by Q. Acy,78,64
323,3,3:17.0,,Turnover by Q. Acy (lost ball; steal by M. Chalmers),78,64
324,3,3:14.0,M. Chalmers misses 2-pt layup at rim,,78,64
325,3,3:13.0,Offensive rebound by J. Ennis,,78,64
326,3,3:13.0,J. Ennis makes 2-pt dunk at rim,,80,64
327,3,2:57.0,,Turnover by L. Thomas (lost ball),80,64
328,3,2:49.0,Turnover by S. Napier (lost ball),,80,64
329,3,2:49.0,,T. Wear enters the game for L. Thomas,80,64
330,3,2:28.0,,T. Wear misses 2-pt jump shot from 15 ft,80,64
331,3,2:27.0,Defensive rebound by U. Haslem,,80,64
332,3,2:26.0,Personal foul by Q. Acy (drawn by U. Haslem),,80,64
333,3,2:26.0,U. Haslem misses free throw 1 of 2,,80,64
334,3,2:26.0,Offensive rebound by Team,,80,64
335,3,2:26.0,,L. Galloway enters the game for J. Calderón,80,64
336,3,2:26.0,U. Haslem misses free throw 2 of 2,,80,64
337,3,2:25.0,,Defensive rebound by J. Smith,80,64
338,3,2:19.0,,Shooting foul by J. Ennis (drawn by T. Hardaway),80,64
339,3,2:19.0,,T. Hardaway makes free throw 1 of 2,80,65
340,3,2:19.0,L. Deng enters the game for U. Haslem,,80,65
341,3,2:19.0,,T. Hardaway makes free throw 2 of 2,80,66
342,3,1:59.0,M. Chalmers makes 3-pt jump shot from 24 ft (assist by L. Deng),,83,66
343,3,1:37.0,,J. Smith misses 2-pt jump shot from 15 ft,83,66
344,3,1:36.0,,Offensive rebound by Q. Acy,83,66
345,3,1:14.0,,L. Galloway makes 2-pt jump shot from 19 ft (assist by T. Hardaway),83,68
346,3,1:03.0,Personal foul by Q. Acy (drawn by M. Chalmers),,83,68
347,3,1:03.0,M. Chalmers makes free throw 1 of 2,,84,68
348,3,1:03.0,T. Johnson enters the game for J. Ennis,,84,68
349,3,1:03.0,M. Chalmers makes free throw 2 of 2,,85,68
350,3,0:52.0,,Turnover by T. Hardaway (lost ball; steal by M. Chalmers),85,68
351,3,0:48.0,S. Napier misses 2-pt layup from 1 ft,,85,68
352,3,0:47.0,Offensive rebound by C. Andersen,,85,68
353,3,0:47.0,C. Andersen makes 2-pt layup from 2 ft,,87,68
354,3,0:33.0,,T. Wear misses 2-pt jump shot from 12 ft,87,68
355,3,0:32.0,Defensive rebound by T. Johnson,,87,68
356,3,0:14.0,S. Napier misses 2-pt jump shot from 19 ft,,87,68
357,3,0:12.0,,Defensive rebound by T. Hardaway,87,68
358,3,0:03.0,,T. Hardaway misses 3-pt jump shot from 24 ft,87,68
359,3,0:02.0,Defensive rebound by S. Napier,,87,68
360,3,0:00.0,M. Chalmers misses 3-pt jump shot from 53 ft,,87,68
361,3,0:00.0,Offensive rebound by Team,,87,68
362,4,11:47.0,,Q. Acy misses 3-pt jump shot from 26 ft,87,68
363,4,11:46.0,Defensive rebound by T. Johnson,,87,68
364,4,11:26.0,C. Andersen misses 2-pt layup from 2 ft (block by C. Aldrich),,87,68
365,4,11:25.0,,Defensive rebound by T. Wear,87,68
366,4,11:15.0,,Q. Acy makes 2-pt layup from 1 ft (assist by T. Hardaway),87,70
367,4,11:03.0,T. Johnson misses 2-pt jump shot from 17 ft,,87,70
368,4,11:02.0,Offensive rebound by Team,,87,70
369,4,11:02.0,,Loose ball foul by T. Wear (drawn by C. Andersen),87,70
370,4,10:51.0,T. Johnson makes 3-pt jump shot from 23 ft (assist by C. Andersen),,90,70
371,4,10:26.0,,L. Galloway makes 3-pt jump shot from 25 ft (assist by T. Wear),90,73
372,4,10:06.0,T. Johnson misses 3-pt jump shot from 26 ft,,90,73
373,4,10:05.0,Offensive rebound by Team,,90,73
374,4,10:03.0,T. Johnson misses 2-pt jump shot from 21 ft,,90,73
375,4,10:02.0,,Defensive rebound by C. Aldrich,90,73
376,4,9:53.0,,Turnover by L. Galloway (bad pass; steal by M. Chalmers),90,73
377,4,9:52.0,Personal foul by L. Galloway (drawn by M. Chalmers),,90,73
378,4,9:38.0,L. Deng makes 2-pt jump shot from 22 ft (assist by S. Napier),,92,73
379,4,9:26.0,,Turnover by Q. Acy (lost ball; steal by M. Chalmers),92,73
380,4,9:20.0,T. Johnson makes 2-pt dunk at rim (assist by M. Chalmers),,94,73
381,4,9:19.0,,New York full timeout,94,73
382,4,9:19.0,,C. Early enters the game for T. Wear,94,73
383,4,8:58.0,,T. Hardaway misses 2-pt jump shot from 17 ft,94,73
