,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
388,4,3:54.0,Shooting foul by D. DeRozan (drawn by W. Johnson),,72,89
389,4,3:54.0,W. Johnson makes free throw 1 of 2,,73,89
390,4,3:54.0,J. Lin enters the game for W. Ellington,,73,89
391,4,3:54.0,W. Johnson makes free throw 2 of 2,,74,89
392,4,3:36.0,,Turnover by L. Williams (bad pass; steal by W. Johnson),74,89
393,4,3:31.0,J. Clarkson misses 2-pt layup from 1 ft,,74,89
394,4,3:30.0,,Defensive rebound by J. Johnson,74,89
395,4,3:16.0,,L. Williams makes 2-pt layup at rim,74,91
396,4,3:03.0,W. Johnson misses 2-pt jump shot from 20 ft,,74,91
397,4,3:01.0,,Defensive rebound by D. DeRozan,74,91
398,4,2:44.0,,L. Williams misses 3-pt jump shot from 25 ft,74,91
399,4,2:43.0,Defensive rebound by T. Black,,74,91
400,4,2:31.0,,Toronto full timeout,74,91
401,4,2:31.0,,J. Valančiūnas enters the game for A. Johnson,74,91
402,4,2:31.0,T. Black makes flagrant free throw 1 of 2,,75,91
403,4,2:31.0,T. Black makes flagrant free throw 2 of 2,,76,91
404,4,2:20.0,J. Lin makes 2-pt jump shot from 9 ft,,78,91
405,4,2:00.0,,D. DeRozan misses 2-pt jump shot from 14 ft,78,91
406,4,1:59.0,Defensive rebound by W. Johnson,,78,91
407,4,1:53.0,Turnover by J. Lin (bad pass; steal by J. Johnson),,78,91
408,4,1:34.0,,L. Williams makes 3-pt jump shot from 25 ft,78,94
409,4,1:25.0,J. Clarkson misses 2-pt jump shot from 20 ft,,78,94
410,4,1:25.0,Offensive rebound by Team,,78,94
411,4,1:25.0,,Loose ball foul by J. Johnson (drawn by T. Black),78,94
412,4,1:25.0,T. Black misses free throw 1 of 2,,78,94
413,4,1:25.0,Offensive rebound by Team,,78,94
414,4,1:25.0,,B. Caboclo enters the game for D. DeRozan,78,94
415,4,1:25.0,T. Black makes free throw 2 of 2,,79,94
416,4,1:09.0,,Personal foul by J. Lin (drawn by J. Valančiūnas),79,94
417,4,1:00.0,,Turnover by B. Caboclo (lost ball; steal by J. Clarkson),79,94
418,4,0:57.0,Shooting foul by B. Caboclo (drawn by J. Clarkson),,79,94
419,4,0:57.0,J. Clarkson makes free throw 1 of 2,,80,94
420,4,0:57.0,J. Clarkson makes free throw 2 of 2,,81,94
421,4,0:45.0,,Turnover by B. Caboclo (lost ball),81,94
422,4,0:39.0,W. Johnson misses 3-pt jump shot from 23 ft,,81,94
423,4,0:37.0,,Defensive rebound by J. Valančiūnas,81,94
424,4,0:15.0,,J. Johnson misses 2-pt jump shot from 19 ft,81,94
425,4,0:14.0,Defensive rebound by J. Lin,,81,94
426,4,0:10.0,J. Lin makes 2-pt layup from 2 ft,,83,94
