,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
390,4,4:59.0,W. Johnson misses 2-pt jump shot from 17 ft,,88,111
391,4,4:57.0,,Defensive rebound by I. Shumpert,88,111
392,4,4:45.0,,Turnover by T. Mozgov (lost ball; steal by E. Davis),88,111
393,4,4:39.0,Turnover by W. Johnson (step out of bounds),,88,111
394,4,4:39.0,,J. Jones enters the game for T. Mozgov,88,111
395,4,4:19.0,,I. Shumpert misses 3-pt jump shot from 23 ft,88,111
396,4,4:18.0,Defensive rebound by E. Davis,,88,111
397,4,4:07.0,E. Davis makes 2-pt layup from 1 ft (assist by J. Lin),,90,111
398,4,3:47.0,,M. Dellavedova misses 2-pt jump shot from 11 ft,90,111
399,4,3:46.0,Defensive rebound by E. Davis,,90,111
400,4,3:33.0,,J. Harris enters the game for J. Smith,90,111
401,4,3:26.0,J. Lin makes 2-pt layup at rim (assist by W. Johnson),,92,111
402,4,3:10.0,,M. Dellavedova makes 3-pt jump shot from 23 ft (assist by I. Shumpert),92,114
403,4,2:57.0,W. Johnson misses 3-pt jump shot from 27 ft,,92,114
404,4,2:56.0,Offensive rebound by N. Young,,92,114
405,4,2:46.0,N. Young makes 3-pt jump shot from 24 ft,,95,114
406,4,2:30.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by J. Jones),95,117
407,4,2:17.0,J. Lin makes 2-pt jump shot from 19 ft,,97,117
408,4,1:59.0,,Turnover by M. Dellavedova (bad pass; steal by E. Davis),97,117
409,4,1:47.0,J. Lin misses 2-pt jump shot from 4 ft (block by T. Thompson),,97,117
410,4,1:45.0,,Defensive rebound by J. Jones,97,117
411,4,1:40.0,,I. Shumpert misses 2-pt jump shot from 21 ft,97,117
412,4,1:38.0,Defensive rebound by W. Johnson,,97,117
413,4,1:25.0,N. Young makes 3-pt jump shot from 24 ft (assist by W. Johnson),,100,117
414,4,1:08.0,,J. Harris makes 3-pt jump shot from 24 ft,100,120
415,4,1:02.0,Shooting foul by J. Harris (drawn by E. Davis),,100,120
416,4,1:02.0,LA Lakers full timeout,,100,120
417,4,1:02.0,E. Davis makes free throw 1 of 2,,101,120
418,4,1:02.0,E. Davis makes free throw 2 of 2,,102,120
419,4,0:51.0,,J. Jones misses 3-pt jump shot from 25 ft,102,120
420,4,0:50.0,Defensive rebound by J. Lin,,102,120
421,4,0:35.0,R. Kelly misses 3-pt jump shot from 25 ft,,102,120
422,4,0:34.0,,Defensive rebound by T. Thompson,102,120
423,4,0:14.0,,Turnover by I. Shumpert (lost ball),102,120
424,4,0:04.0,W. Johnson makes 3-pt jump shot from 26 ft (assist by N. Young),,105,120
