,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,CLEVELAND_ACTION,MEMPHIS_SCORE,CLEVELAND_SCORE
91,2,10:57.0,,Personal foul by N. Calathes (drawn by K. Irving),19,22
92,2,10:57.0,M. Gasol enters the game for K. Koufos,,19,22
93,2,10:45.0,,K. Irving makes 2-pt jump shot from 18 ft,19,24
94,2,10:29.0,V. Carter misses 3-pt jump shot from 25 ft,,19,24
95,2,10:28.0,,Defensive rebound by A. Varejão,19,24
96,2,10:20.0,,D. Waiters makes 2-pt jump shot from 18 ft,19,26
97,2,9:58.0,J. Leuer makes 2-pt jump shot from 7 ft (assist by M. Gasol),,21,26
98,2,9:39.0,,D. Waiters misses 2-pt jump shot from 20 ft,21,26
99,2,9:38.0,Defensive rebound by J. Leuer,,21,26
100,2,9:16.0,J. Leuer misses 2-pt jump shot from 18 ft,,21,26
101,2,9:15.0,Offensive rebound by M. Gasol,,21,26
102,2,9:15.0,Personal foul by K. Irving (drawn by M. Gasol),,21,26
103,2,9:15.0,B. Udrih enters the game for N. Calathes,,21,26
104,2,9:07.0,Shooting foul by A. Varejão (drawn by M. Gasol),,21,26
105,2,9:07.0,M. Gasol makes free throw 1 of 2,,22,26
106,2,9:07.0,M. Gasol makes free throw 2 of 2,,23,26
107,2,8:56.0,,Personal foul by Q. Pondexter (drawn by K. Irving),23,26
108,2,8:56.0,Official timeout,,23,26
109,2,8:56.0,,K. Love enters the game for M. Dellavedova,23,26
110,2,8:56.0,C. Lee enters the game for Q. Pondexter,,23,26
111,2,8:43.0,,S. Marion makes 2-pt layup at rim (assist by A. Varejão),23,28
112,2,8:18.0,M. Gasol misses 2-pt jump shot from 14 ft,,23,28
113,2,8:16.0,,Defensive rebound by K. Love,23,28
114,2,8:08.0,,S. Marion makes 2-pt layup from 1 ft (assist by K. Irving),23,30
115,2,7:54.0,J. Leuer makes 2-pt layup at rim (assist by M. Gasol),,25,30
116,2,7:38.0,,D. Waiters misses 3-pt jump shot from 23 ft,25,30
117,2,7:37.0,Defensive rebound by J. Leuer,,25,30
118,2,7:23.0,C. Lee misses 2-pt jump shot from 17 ft,,25,30
119,2,7:22.0,,Defensive rebound by A. Varejão,25,30
120,2,7:05.0,,D. Waiters makes 2-pt layup at rim (assist by K. Irving),25,32
121,2,6:51.0,B. Udrih misses 2-pt jump shot from 17 ft,,25,32
122,2,6:50.0,,Defensive rebound by A. Varejão,25,32
123,2,6:46.0,,K. Irving makes 2-pt layup from 1 ft,25,34
124,2,6:46.0,,Shooting foul by B. Udrih (drawn by K. Irving),25,34
125,2,6:46.0,Memphis full timeout,,25,34
126,2,6:46.0,,L. James enters the game for D. Waiters,25,34
127,2,6:46.0,,K. Irving misses free throw 1 of 1,25,34
128,2,6:45.0,Defensive rebound by B. Udrih,,25,34
129,2,6:34.0,Personal foul by A. Varejão (drawn by M. Gasol),,25,34
130,2,6:20.0,V. Carter makes 2-pt jump shot from 18 ft (assist by M. Gasol),,27,34
131,2,5:55.0,,Turnover by L. James (bad pass; steal by V. Carter),27,34
132,2,5:50.0,C. Lee misses 2-pt jump shot from 8 ft,,27,34
133,2,5:47.0,Offensive rebound by V. Carter,,27,34
134,2,5:44.0,V. Carter makes 2-pt layup from 3 ft,,29,34
135,2,5:35.0,M. Conley enters the game for B. Udrih,,29,34
136,2,5:35.0,Q. Pondexter enters the game for C. Lee,,29,34
137,2,5:28.0,,S. Marion makes 2-pt dunk at rim (assist by L. James),29,36
138,2,5:06.0,M. Gasol makes 2-pt dunk at rim (assist by J. Leuer),,31,36
139,2,4:42.0,,A. Varejão makes 2-pt layup from 1 ft (assist by K. Irving),31,38
140,2,4:34.0,M. Conley misses 3-pt jump shot from 26 ft,,31,38
141,2,4:33.0,,Defensive rebound by K. Love,31,38
142,2,4:17.0,,K. Irving makes 2-pt layup at rim (assist by A. Varejão),31,40
143,2,4:05.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,31,40
144,2,4:04.0,,Defensive rebound by A. Varejão,31,40
145,2,3:48.0,,A. Varejão makes 2-pt hook shot from 8 ft (assist by K. Irving),31,42
146,2,3:26.0,V. Carter makes 2-pt jump shot from 17 ft (assist by J. Leuer),,33,42
147,2,3:16.0,Offensive charge foul by L. James (drawn by V. Carter),,33,42
148,2,3:16.0,,Turnover by L. James (offensive foul),33,42
149,2,3:16.0,T. Prince enters the game for J. Leuer,,33,42
150,2,3:16.0,,D. Waiters enters the game for A. Varejão,33,42
151,2,3:16.0,,T. Thompson enters the game for S. Marion,33,42
152,2,2:58.0,M. Conley misses 2-pt layup from 1 ft,,33,42
153,2,2:53.0,,Defensive rebound by K. Love,33,42
154,2,2:48.0,,D. Waiters makes 2-pt layup at rim (assist by L. James),33,44
155,2,2:32.0,Turnover by Q. Pondexter (3 sec),,33,44
156,2,2:32.0,,Cleveland full timeout,33,44
157,2,2:32.0,,M. Dellavedova enters the game for K. Irving,33,44
158,2,2:32.0,C. Lee enters the game for V. Carter,,33,44
159,2,2:21.0,,K. Love misses 2-pt layup from 1 ft,33,44
160,2,2:19.0,Defensive rebound by M. Gasol,,33,44
161,2,2:11.0,C. Lee makes 2-pt layup at rim (assist by M. Gasol),,35,44
162,2,1:52.0,,L. James makes 3-pt jump shot from 26 ft (assist by K. Love),35,47
163,2,1:24.0,M. Gasol misses 3-pt jump shot from 24 ft,,35,47
164,2,1:24.0,Offensive rebound by Team,,35,47
165,2,1:24.0,Turnover by Team (shot clock),,35,47
166,2,1:11.0,,L. James makes 2-pt dunk at rim,35,49
167,2,0:58.0,M. Conley misses 2-pt jump shot from 3 ft,,35,49
168,2,0:57.0,Offensive rebound by M. Gasol,,35,49
169,2,0:57.0,M. Gasol misses 2-pt tip-in at rim,,35,49
170,2,0:56.0,Offensive rebound by M. Gasol,,35,49
171,2,0:56.0,M. Gasol makes 2-pt tip-in from 1 ft,,37,49
172,2,0:39.0,,Turnover by D. Waiters (bad pass; steal by M. Conley),37,49
173,2,0:37.0,Shooting foul by M. Dellavedova (drawn by Q. Pondexter),,37,49
174,2,0:37.0,Q. Pondexter misses free throw 1 of 2,,37,49
175,2,0:37.0,Offensive rebound by Team,,37,49
176,2,0:37.0,K. Koufos enters the game for M. Conley,,37,49
177,2,0:37.0,B. Udrih enters the game for M. Gasol,,37,49
178,2,0:37.0,,S. Marion enters the game for T. Thompson,37,49
179,2,0:37.0,Q. Pondexter makes free throw 2 of 2,,38,49
180,2,0:30.0,,S. Marion makes 2-pt dunk at rim (assist by L. James),38,51
181,2,0:15.0,Q. Pondexter makes 3-pt jump shot from 23 ft (assist by B. Udrih),,41,51
182,2,0:01.0,,Shooting foul by Q. Pondexter (drawn by L. James),41,51
183,2,0:01.0,,L. James misses free throw 1 of 2,41,51
184,2,0:01.0,,Offensive rebound by Team,41,51
185,2,0:01.0,,L. James makes free throw 2 of 2,41,52
186,3,11:50.0,,Personal foul by J. Leuer (drawn by K. Love),41,52
187,3,11:41.0,,K. Love makes 2-pt jump shot from 12 ft (assist by M. Miller),41,54
188,3,11:19.0,M. Conley misses 3-pt jump shot from 26 ft,,41,54
189,3,11:18.0,,Defensive rebound by K. Love,41,54
190,3,11:00.0,,K. Irving misses 2-pt layup from 1 ft,41,54
191,3,10:58.0,Defensive rebound by M. Gasol,,41,54
192,3,10:55.0,J. Leuer makes 2-pt layup at rim (assist by M. Conley),,43,54
193,3,10:46.0,,K. Irving misses 2-pt jump shot from 4 ft,43,54
194,3,10:44.0,,Offensive rebound by A. Varejão,43,54
195,3,10:23.0,,L. James misses 2-pt jump shot from 21 ft,43,54
196,3,10:22.0,Defensive rebound by M. Conley,,43,54
197,3,10:06.0,Personal foul by A. Varejão (drawn by M. Gasol),,43,54
198,3,9:52.0,J. Leuer makes 2-pt layup at rim (assist by M. Conley),,45,54
199,3,9:31.0,,L. James makes 2-pt layup at rim (assist by K. Irving),45,56
200,3,9:20.0,M. Conley makes 2-pt layup from 1 ft,,47,56
201,3,8:51.0,,A. Varejão makes 2-pt hook shot from 6 ft (assist by L. James),47,58
202,3,8:32.0,Shooting foul by M. Miller (drawn by C. Lee),,47,58
203,3,8:32.0,C. Lee makes free throw 1 of 2,,48,58
204,3,8:32.0,C. Lee makes free throw 2 of 2,,49,58
205,3,8:16.0,,L. James makes 3-pt jump shot from 25 ft (assist by M. Miller),49,61
206,3,8:04.0,J. Leuer makes 2-pt layup from 2 ft (assist by M. Gasol),,51,61
207,3,7:51.0,,K. Irving misses 2-pt jump shot from 11 ft,51,61
208,3,7:50.0,Defensive rebound by J. Leuer,,51,61
209,3,7:32.0,J. Leuer makes 2-pt jump shot from 11 ft,,53,61
210,3,7:14.0,,A. Varejão makes 2-pt jump shot from 16 ft (assist by K. Irving),53,63
211,3,7:00.0,M. Gasol makes 2-pt layup at rim (assist by M. Conley),,55,63
212,3,7:00.0,Shooting foul by K. Love (drawn by M. Gasol),,55,63
213,3,7:00.0,M. Gasol makes free throw 1 of 1,,56,63
214,3,6:49.0,,A. Varejão misses 2-pt jump shot from 18 ft,56,63
215,3,6:47.0,Defensive rebound by C. Lee,,56,63
216,3,6:40.0,M. Gasol makes 2-pt jump shot from 3 ft (assist by M. Conley),,58,63
217,3,6:36.0,,Cleveland full timeout,58,63
218,3,6:36.0,Q. Pondexter enters the game for J. Leuer,,58,63
219,3,6:21.0,,A. Varejão misses 2-pt jump shot from 5 ft (block by C. Lee),58,63
220,3,6:21.0,Defensive rebound by Team,,58,63
221,3,6:09.0,Turnover by M. Gasol (traveling),,58,63
222,3,6:00.0,,Personal foul by Q. Pondexter (drawn by L. James),58,63
223,3,5:46.0,,A. Varejão makes 2-pt hook shot from 6 ft,58,65
224,3,5:21.0,M. Conley misses 3-pt jump shot from 25 ft,,58,65
225,3,5:20.0,Offensive rebound by T. Prince,,58,65
226,3,5:20.0,T. Prince misses 2-pt dunk at rim,,58,65
227,3,5:19.0,,Defensive rebound by Team,58,65
228,3,5:03.0,,K. Love misses 2-pt jump shot from 14 ft,58,65
229,3,5:01.0,Defensive rebound by M. Gasol,,58,65
230,3,4:52.0,T. Prince misses 2-pt jump shot from 20 ft,,58,65
231,3,4:51.0,,Defensive rebound by M. Miller,58,65
232,3,4:39.0,,K. Love misses 2-pt layup from 1 ft,58,65
233,3,4:38.0,Defensive rebound by M. Gasol,,58,65
234,3,4:31.0,M. Conley makes 2-pt layup at rim,,60,65
235,3,4:22.0,,K. Irving makes 2-pt layup at rim,60,67
236,3,4:08.0,M. Conley makes 2-pt jump shot from 18 ft,,62,67
237,3,3:55.0,K. Koufos enters the game for T. Prince,,62,67
238,3,3:55.0,,T. Thompson enters the game for A. Varejão,62,67
239,3,3:55.0,,D. Waiters enters the game for M. Miller,62,67
240,3,3:52.0,,L. James makes 2-pt layup from 1 ft (assist by K. Irving),62,69
241,3,3:34.0,M. Conley misses 2-pt jump shot from 20 ft,,62,69
242,3,3:33.0,Offensive rebound by M. Gasol,,62,69
243,3,3:30.0,M. Gasol misses 2-pt layup from 2 ft,,62,69
244,3,3:29.0,Offensive rebound by M. Gasol,,62,69
245,3,3:16.0,M. Gasol makes 2-pt jump shot from 6 ft,,64,69
246,3,3:04.0,,Shooting foul by C. Lee (drawn by T. Thompson),64,69
247,3,3:04.0,,T. Thompson makes free throw 1 of 2,64,70
248,3,3:04.0,,T. Thompson misses free throw 2 of 2,64,70
249,3,3:03.0,Defensive rebound by M. Gasol,,64,70
250,3,2:47.0,Personal foul by K. Love (drawn by K. Koufos),,64,70
251,3,2:47.0,Memphis full timeout,,64,70
252,3,2:47.0,,M. Dellavedova enters the game for K. Irving,64,70
253,3,2:47.0,B. Udrih enters the game for C. Lee,,64,70
254,3,2:47.0,V. Carter enters the game for M. Conley,,64,70
255,3,2:37.0,Q. Pondexter misses 3-pt jump shot from 22 ft,,64,70
256,3,2:36.0,,Defensive rebound by Team,64,70
257,3,2:26.0,,Turnover by L. James (bad pass; steal by K. Koufos),64,70
258,3,2:18.0,M. Gasol makes 2-pt layup at rim (assist by B. Udrih),,66,70
259,3,2:18.0,Shooting foul by D. Waiters (drawn by M. Gasol),,66,70
260,3,2:18.0,,S. Marion enters the game for K. Love,66,70
261,3,2:18.0,M. Gasol misses free throw 1 of 1,,66,70
262,3,2:18.0,,Defensive rebound by S. Marion,66,70
263,3,2:02.0,,L. James misses 3-pt jump shot from 25 ft,66,70
264,3,2:01.0,Defensive rebound by V. Carter,,66,70
265,3,1:52.0,Turnover by M. Gasol (bad pass; steal by S. Marion),,66,70
266,3,1:50.0,,Personal foul by M. Gasol (drawn by S. Marion),66,70
267,3,1:43.0,,Personal foul by Q. Pondexter (drawn by L. James),66,70
268,3,1:43.0,,L. James makes free throw 1 of 2,66,71
269,3,1:43.0,,L. James makes free throw 2 of 2,66,72
270,3,1:29.0,M. Gasol makes 2-pt layup at rim (assist by B. Udrih),,68,72
271,3,1:14.0,,D. Waiters makes 2-pt jump shot from 21 ft (assist by M. Dellavedova),68,74
272,3,0:59.0,M. Gasol makes 2-pt jump shot from 15 ft (assist by B. Udrih),,70,74
273,3,0:41.0,,M. Dellavedova misses 3-pt jump shot from 24 ft,70,74
274,3,0:40.0,Defensive rebound by M. Gasol,,70,74
275,3,0:26.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,70,74
276,3,0:24.0,,Defensive rebound by S. Marion,70,74
277,3,0:04.0,,S. Marion makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),70,77
278,3,0:01.0,B. Udrih misses 2-pt jump shot from 9 ft (block by L. James),,70,77
279,3,0:00.0,,Defensive rebound by S. Marion,70,77
280,4,11:44.0,B. Udrih makes 2-pt jump shot from 19 ft (assist by V. Carter),,72,77
281,4,11:24.0,,L. James makes 2-pt jump shot from 20 ft (assist by K. Irving),72,79
282,4,11:09.0,V. Carter makes 2-pt jump shot from 11 ft,,74,79
283,4,10:53.0,,K. Irving makes 2-pt jump shot from 14 ft,74,81
284,4,10:40.0,M. Gasol misses 2-pt jump shot from 13 ft,,74,81
285,4,10:39.0,,Defensive rebound by K. Irving,74,81
286,4,10:31.0,,D. Waiters misses 3-pt jump shot from 23 ft,74,81
287,4,10:30.0,Defensive rebound by K. Koufos,,74,81
288,4,10:18.0,V. Carter misses 3-pt jump shot from 26 ft,,74,81
289,4,10:17.0,,Defensive rebound by T. Thompson,74,81
290,4,10:11.0,,L. James makes 2-pt dunk at rim (assist by D. Waiters),74,83
291,4,9:46.0,Turnover by M. Gasol (lost ball),,74,83
292,4,9:46.0,J. Leuer enters the game for M. Gasol,,74,83
293,4,9:46.0,,K. Love enters the game for L. James,74,83
294,4,9:39.0,,D. Waiters makes 2-pt layup at rim (assist by K. Irving),74,85
295,4,9:30.0,Memphis full timeout,,74,85
296,4,9:18.0,V. Carter misses 2-pt jump shot from 10 ft,,74,85
297,4,9:17.0,,Defensive rebound by K. Irving,74,85
298,4,9:12.0,,Turnover by D. Waiters (traveling),74,85
299,4,9:01.0,V. Carter misses 3-pt jump shot from 26 ft,,74,85
300,4,9:00.0,,Defensive rebound by S. Marion,74,85
301,4,8:55.0,,D. Waiters misses 2-pt jump shot from 14 ft,74,85
302,4,8:54.0,,Offensive rebound by D. Waiters,74,85
303,4,8:33.0,,T. Thompson makes 2-pt jump shot from 4 ft (assist by K. Irving),74,87
304,4,8:22.0,Shooting foul by T. Thompson (drawn by Q. Pondexter),,74,87
305,4,8:22.0,Q. Pondexter misses free throw 1 of 2,,74,87
306,4,8:22.0,Offensive rebound by Team,,74,87
307,4,8:22.0,Q. Pondexter makes free throw 2 of 2,,75,87
308,4,8:08.0,,D. Waiters misses 2-pt layup at rim,75,87
309,4,8:07.0,Defensive rebound by J. Leuer,,75,87
310,4,8:03.0,Personal foul by K. Love (drawn by K. Koufos),,75,87
311,4,8:03.0,N. Calathes enters the game for Q. Pondexter,,75,87
312,4,7:55.0,K. Koufos makes 2-pt layup at rim (assist by B. Udrih),,77,87
313,4,7:36.0,Offensive charge foul by D. Waiters (drawn by N. Calathes),,77,87
314,4,7:36.0,,Turnover by D. Waiters (offensive foul),77,87
315,4,7:23.0,Personal foul by T. Thompson (drawn by K. Koufos),,77,87
316,4,7:16.0,V. Carter makes 2-pt jump shot from 12 ft,,79,87
317,4,7:02.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by S. Marion),79,90
318,4,6:41.0,K. Koufos misses 2-pt hook shot from 7 ft,,79,90
319,4,6:40.0,Offensive rebound by J. Leuer,,79,90
320,4,6:39.0,J. Leuer misses 2-pt hook shot from 6 ft,,79,90
321,4,6:38.0,,Defensive rebound by K. Love,79,90
322,4,6:38.0,,Personal foul by J. Leuer (drawn by K. Love),79,90
323,4,6:38.0,,L. James enters the game for S. Marion,79,90
324,4,6:21.0,,K. Irving makes 2-pt jump shot from 15 ft,79,92
325,4,6:09.0,N. Calathes makes 2-pt layup at rim,,81,92
326,4,5:50.0,,D. Waiters makes 2-pt jump shot from 16 ft (assist by K. Irving),81,94
327,4,5:28.0,J. Leuer misses 2-pt layup from 1 ft (block by K. Love),,81,94
328,4,5:27.0,Offensive rebound by J. Leuer,,81,94
329,4,5:27.0,J. Leuer misses 2-pt layup from 1 ft,,81,94
330,4,5:25.0,,Defensive rebound by D. Waiters,81,94
331,4,5:20.0,,D. Waiters makes 2-pt layup at rim,81,96
332,4,5:20.0,,Shooting foul by B. Udrih (drawn by D. Waiters),81,96
333,4,5:20.0,Official timeout,,81,96
334,4,5:20.0,Violation by Team (delay of game),,81,96
335,4,5:20.0,J. Adams enters the game for V. Carter,,81,96
336,4,5:20.0,,D. Waiters makes free throw 1 of 1,81,97
337,4,5:09.0,Shooting foul by K. Love (drawn by J. Leuer),,81,97
338,4,5:09.0,J. Leuer makes free throw 1 of 2,,82,97
339,4,5:09.0,J. Leuer makes free throw 2 of 2,,83,97
340,4,4:52.0,,D. Waiters makes 3-pt jump shot from 23 ft (assist by L. James),83,100
341,4,4:33.0,K. Koufos misses 2-pt layup from 1 ft,,83,100
342,4,4:32.0,Offensive rebound by J. Leuer,,83,100
343,4,4:32.0,J. Leuer makes 2-pt layup at rim,,85,100
344,4,4:19.0,,L. James misses 2-pt layup at rim,85,100
345,4,4:17.0,Defensive rebound by K. Koufos,,85,100
346,4,4:11.0,J. Adams misses 3-pt jump shot from 25 ft,,85,100
347,4,4:10.0,,Defensive rebound by Team,85,100
348,4,4:10.0,Loose ball foul by N. Calathes (drawn by D. Waiters),,85,100
349,4,3:55.0,,Personal foul by N. Calathes (drawn by L. James),85,100
350,4,3:55.0,J. Stokes enters the game for J. Leuer,,85,100
351,4,3:41.0,,L. James makes 2-pt hook shot from 10 ft,85,102
352,4,3:29.0,K. Koufos makes 2-pt layup at rim (assist by N. Calathes),,87,102
353,4,3:12.0,,D. Waiters misses 2-pt jump shot from 16 ft,87,102
354,4,3:10.0,Defensive rebound by J. Adams,,87,102
355,4,3:02.0,B. Udrih misses 3-pt jump shot from 25 ft,,87,102
356,4,3:00.0,,Defensive rebound by T. Thompson,87,102
357,4,2:55.0,,Shooting foul by J. Adams (drawn by L. James),87,102
358,4,2:55.0,,Cleveland full timeout,87,102
359,4,2:55.0,,S. Marion enters the game for K. Love,87,102
360,4,2:55.0,,L. James makes free throw 1 of 2,87,103
361,4,2:55.0,,L. James misses free throw 2 of 2,87,103
362,4,2:54.0,Defensive rebound by N. Calathes,,87,103
363,4,2:36.0,K. Koufos misses 2-pt hook shot from 7 ft (block by T. Thompson),,87,103
364,4,2:31.0,,Defensive rebound by S. Marion,87,103
365,4,2:17.0,,Turnover by K. Irving (lost ball; steal by N. Calathes),87,103
366,4,2:13.0,Turnover by B. Udrih (lost ball; steal by D. Waiters),,87,103
367,4,2:05.0,,Cleveland full timeout,87,103
368,4,2:05.0,,M. Dellavedova enters the game for L. James,87,103
369,4,2:05.0,,J. Harris enters the game for K. Irving,87,103
370,4,1:48.0,,T. Thompson misses 2-pt jump shot from 13 ft,87,103
371,4,1:47.0,Defensive rebound by J. Stokes,,87,103
372,4,1:34.0,K. Koufos misses 2-pt hook shot from 6 ft,,87,103
373,4,1:32.0,Offensive rebound by J. Stokes,,87,103
374,4,1:29.0,J. Stokes misses 2-pt layup from 1 ft,,87,103
375,4,1:25.0,,Defensive rebound by J. Harris,87,103
376,4,1:23.0,,Turnover by D. Waiters (bad pass; steal by J. Stokes),87,103
377,4,1:18.0,J. Adams makes 2-pt layup at rim (assist by N. Calathes),,89,103
378,4,0:58.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,89,105
379,4,0:47.0,J. Stokes misses 2-pt layup from 2 ft (block by S. Marion),,89,105
380,4,0:45.0,Offensive rebound by J. Stokes,,89,105
381,4,0:43.0,J. Stokes misses 2-pt layup from 2 ft,,89,105
382,4,0:42.0,,Defensive rebound by T. Thompson,89,105
383,4,0:21.0,,D. Waiters misses 3-pt jump shot from 25 ft,89,105
384,4,0:20.0,Defensive rebound by J. Stokes,,89,105
385,4,0:16.0,J. Adams makes 2-pt layup at rim (assist by J. Stokes),,91,105
