,QUARTER,TIME_REMAINING,HOUSTON_ACTION,WASHINGTON_ACTION,HOUSTON_SCORE,WASHINGTON_SCORE
85,1,2:44.0,J. Dorsey makes 2-pt dunk at rim (assist by J. Harden),,21,15
86,1,2:37.0,,Washington full timeout,21,15
87,1,2:21.0,,Turnover by J. Wall (lost ball; steal by C. Brewer),21,15
88,1,2:16.0,P. Prigioni makes 2-pt layup at rim (assist by C. Brewer),,23,15
89,1,1:59.0,,P. Pierce makes 2-pt jump shot from 17 ft,23,17
90,1,1:37.0,C. Brewer misses 2-pt layup from 1 ft,,23,17
91,1,1:36.0,,Defensive rebound by M. Gortat,23,17
92,1,1:32.0,,Turnover by M. Webster (lost ball; steal by P. Prigioni),23,17
93,1,1:22.0,J. Harden misses 2-pt layup from 1 ft,,23,17
94,1,1:21.0,,Defensive rebound by M. Gortat,23,17
95,1,1:11.0,,P. Pierce misses 3-pt jump shot from 25 ft,23,17
96,1,1:10.0,Defensive rebound by J. Dorsey,,23,17
97,1,0:54.0,Shooting foul by P. Pierce (drawn by J. Harden),,23,17
98,1,0:54.0,J. Harden makes free throw 1 of 2,,24,17
99,1,0:54.0,,D. Gooden enters the game for N. Hilário,24,17
100,1,0:54.0,,R. Butler enters the game for P. Pierce,24,17
101,1,0:54.0,T. Ariza enters the game for J. Smith,,24,17
102,1,0:54.0,J. Harden makes free throw 2 of 2,,25,17
103,1,0:41.0,,J. Wall misses 2-pt jump shot from 22 ft,25,17
104,1,0:40.0,,Offensive rebound by J. Wall,25,17
105,1,0:37.0,,M. Webster makes 3-pt jump shot from 27 ft (assist by J. Wall),25,20
106,1,0:15.0,J. Harden makes 3-pt jump shot from 26 ft,,28,20
107,1,0:03.0,,J. Wall misses 2-pt jump shot from 5 ft,28,20
108,1,0:03.0,,Offensive rebound by M. Gortat,28,20
109,1,0:01.0,,M. Gortat misses 2-pt jump shot from 6 ft,28,20
110,1,0:00.0,Defensive rebound by J. Dorsey,,28,20
111,2,11:48.0,T. Ariza misses 3-pt jump shot from 26 ft,,28,20
112,2,11:46.0,Offensive rebound by C. Brewer,,28,20
113,2,11:44.0,C. Brewer makes 2-pt layup at rim,,30,20
114,2,11:27.0,,K. Séraphin misses 2-pt jump shot from 11 ft,30,20
115,2,11:26.0,Defensive rebound by T. Ariza,,30,20
116,2,11:12.0,D. Howard makes 2-pt jump shot from 6 ft,,32,20
117,2,10:53.0,,R. Sessions makes 2-pt jump shot from 11 ft,32,22
118,2,10:30.0,D. Howard makes 2-pt layup from 2 ft,,34,22
119,2,10:07.0,,K. Séraphin misses 2-pt jump shot from 15 ft,34,22
120,2,10:06.0,Defensive rebound by P. Prigioni,,34,22
121,2,10:00.0,Turnover by P. Prigioni (bad pass; steal by R. Sessions),,34,22
122,2,9:59.0,,Personal take foul by P. Prigioni (drawn by R. Sessions),34,22
123,2,9:36.0,,K. Séraphin misses 2-pt jump shot from 15 ft,34,22
124,2,9:35.0,,Offensive rebound by M. Webster,34,22
125,2,9:32.0,,M. Webster misses 2-pt jump shot from 3 ft,34,22
126,2,9:31.0,Defensive rebound by T. Ariza,,34,22
127,2,9:28.0,C. Brewer makes 2-pt jump shot from 3 ft (assist by T. Ariza),,36,22
128,2,9:21.0,,Washington full timeout,36,22
129,2,9:21.0,,B. Beal enters the game for M. Webster,36,22
130,2,9:09.0,,K. Séraphin makes 2-pt hook shot from 5 ft (assist by D. Gooden),36,24
131,2,8:55.0,C. Brewer makes 2-pt jump shot from 6 ft (assist by P. Prigioni),,38,24
132,2,8:47.0,,Shooting foul by C. Brewer (drawn by R. Sessions),38,24
133,2,8:47.0,,R. Sessions makes free throw 1 of 2,38,25
134,2,8:47.0,,R. Sessions makes free throw 2 of 2,38,26
135,2,8:29.0,D. Howard misses 2-pt jump shot from 4 ft,,38,26
136,2,8:28.0,,Defensive rebound by D. Gooden,38,26
137,2,8:20.0,,B. Beal misses 2-pt jump shot from 16 ft,38,26
138,2,8:19.0,Defensive rebound by D. Howard,,38,26
139,2,8:14.0,C. Brewer makes 2-pt layup from 1 ft,,40,26
140,2,7:54.0,,Shooting foul by D. Howard (drawn by K. Séraphin),40,26
141,2,7:54.0,,K. Séraphin misses free throw 1 of 2,40,26
142,2,7:54.0,,Offensive rebound by Team,40,26
143,2,7:54.0,J. Dorsey enters the game for D. Howard,,40,26
144,2,7:54.0,,K. Séraphin makes free throw 2 of 2,40,27
145,2,7:44.0,C. Brewer misses 2-pt jump shot from 12 ft,,40,27
146,2,7:43.0,,Defensive rebound by B. Beal,40,27
147,2,7:37.0,,N. Hilário enters the game for K. Séraphin,40,27
148,2,7:37.0,J. Smith enters the game for T. Ariza,,40,27
149,2,7:24.0,,D. Gooden misses 3-pt jump shot from 26 ft,40,27
150,2,7:23.0,Defensive rebound by J. Smith,,40,27
151,2,7:05.0,P. Prigioni misses 3-pt jump shot from 26 ft,,40,27
152,2,7:04.0,,Defensive rebound by N. Hilário,40,27
153,2,6:48.0,,Turnover by N. Hilário (traveling),40,27
154,2,6:48.0,,J. Wall enters the game for R. Butler,40,27
155,2,6:35.0,P. Prigioni makes 3-pt jump shot from 27 ft (assist by J. Smith),,43,27
156,2,6:17.0,,D. Gooden makes 2-pt jump shot from 20 ft (assist by J. Wall),43,29
157,2,5:54.0,C. Brewer misses 3-pt jump shot from 23 ft,,43,29
158,2,5:53.0,Offensive rebound by J. Dorsey,,43,29
159,2,5:49.0,N. Johnson misses 2-pt layup from 1 ft,,43,29
160,2,5:47.0,Offensive rebound by N. Johnson,,43,29
161,2,5:47.0,Shooting foul by D. Gooden (drawn by N. Johnson),,43,29
162,2,5:47.0,Official timeout,,43,29
163,2,5:47.0,J. Harden enters the game for P. Prigioni,,43,29
164,2,5:47.0,N. Johnson misses free throw 1 of 2,,43,29
165,2,5:47.0,Offensive rebound by Team,,43,29
166,2,5:47.0,N. Johnson misses free throw 2 of 2,,43,29
167,2,5:47.0,,Defensive rebound by B. Beal,43,29
168,2,5:47.0,,R. Sessions misses 3-pt jump shot from 22 ft,43,29
169,2,5:47.0,Defensive rebound by J. Dorsey,,43,29
170,2,5:37.0,J. Harden misses 2-pt jump shot from 16 ft,,43,29
171,2,5:36.0,Offensive rebound by C. Brewer,,43,29
172,2,5:34.0,C. Brewer misses 2-pt layup at rim,,43,29
173,2,5:34.0,,Defensive rebound by N. Hilário,43,29
174,2,5:20.0,,D. Gooden misses 2-pt jump shot from 17 ft,43,29
175,2,5:20.0,Defensive rebound by N. Johnson,,43,29
176,2,5:17.0,Turnover by N. Johnson (lost ball; steal by J. Wall),,43,29
177,2,5:13.0,,J. Wall makes 2-pt jump shot from 3 ft,43,31
178,2,4:57.0,J. Smith misses 2-pt jump shot from 3 ft,,43,31
179,2,4:56.0,,Defensive rebound by D. Gooden,43,31
180,2,4:52.0,,Personal foul by J. Harden (drawn by J. Wall),43,31
181,2,4:52.0,J. Terry enters the game for N. Johnson,,43,31
182,2,4:52.0,,P. Pierce enters the game for R. Sessions,43,31
183,2,4:51.0,,Turnover by J. Wall (lost ball; steal by J. Dorsey),43,31
184,2,4:48.0,C. Brewer makes 2-pt dunk at rim (assist by J. Harden),,45,31
185,2,4:30.0,,N. Hilário makes 2-pt layup at rim (assist by J. Wall),45,33
186,2,4:12.0,J. Terry makes 3-pt jump shot from 22 ft (assist by J. Smith),,48,33
187,2,3:57.0,,B. Beal makes 2-pt layup from 1 ft (assist by N. Hilário),48,35
188,2,3:40.0,Turnover by J. Smith (bad pass; steal by B. Beal),,48,35
189,2,3:35.0,,P. Pierce misses 2-pt layup from 2 ft (block by C. Brewer),48,35
190,2,3:33.0,Defensive rebound by J. Terry,,48,35
191,2,3:28.0,Offensive foul by C. Brewer (drawn by J. Wall),,48,35
192,2,3:28.0,Turnover by C. Brewer (offensive foul),,48,35
193,2,3:28.0,,M. Gortat enters the game for D. Gooden,48,35
194,2,3:28.0,T. Ariza enters the game for C. Brewer,,48,35
195,2,3:28.0,,Shooting foul by J. Harden (drawn by J. Wall),48,35
196,2,3:28.0,Houston full timeout,,48,35
197,2,3:28.0,,J. Wall makes free throw 1 of 2,48,36
198,2,3:28.0,,J. Wall misses free throw 2 of 2,48,36
199,2,3:28.0,Defensive rebound by J. Dorsey,,48,36
200,2,3:28.0,J. Terry makes 2-pt jump shot from 14 ft,,50,36
201,2,3:02.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by J. Wall),50,38
202,2,2:48.0,T. Ariza makes 3-pt jump shot from 23 ft (assist by J. Harden),,53,38
203,2,2:32.0,,B. Beal makes 3-pt jump shot from 27 ft,53,41
204,2,2:05.0,J. Harden makes 2-pt jump shot from 18 ft,,55,41
205,2,1:50.0,,Def 3 sec tech foul by J. Smith,55,41
206,2,1:50.0,,B. Beal makes technical free throw,55,42
207,2,1:50.0,,N. Hilário misses 2-pt jump shot from 5 ft,55,42
208,2,1:50.0,Defensive rebound by J. Smith,,55,42
209,2,1:42.0,J. Harden makes 2-pt layup from 2 ft,,57,42
210,2,1:36.0,,J. Wall makes 2-pt dunk at rim,57,44
211,2,1:27.0,J. Harden misses 3-pt jump shot from 26 ft,,57,44
212,2,1:27.0,,Defensive rebound by J. Wall,57,44
213,2,1:21.0,,Shooting foul by J. Terry (drawn by B. Beal),57,44
214,2,1:21.0,,B. Beal makes free throw 1 of 2,57,45
215,2,1:21.0,,B. Beal makes free throw 2 of 2,57,46
216,2,0:05.0,Personal take foul by J. Wall (drawn by J. Harden),,57,46
217,2,0:01.0,J. Harden makes 2-pt jump shot from 4 ft,,59,46
218,3,11:41.0,J. Harden makes 2-pt layup from 2 ft (assist by J. Smith),,61,46
219,3,11:18.0,,P. Pierce misses 2-pt jump shot from 19 ft,61,46
220,3,11:17.0,Defensive rebound by D. Howard,,61,46
221,3,11:04.0,J. Harden misses 2-pt jump shot from 19 ft,,61,46
222,3,11:03.0,,Defensive rebound by N. Hilário,61,46
223,3,10:59.0,,Turnover by P. Pierce (step out of bounds),61,46
224,3,10:50.0,T. Ariza misses 3-pt jump shot from 27 ft,,61,46
225,3,10:49.0,,Defensive rebound by Team,61,46
226,3,10:33.0,,M. Gortat misses 2-pt jump shot from 7 ft,61,46
227,3,10:32.0,Defensive rebound by T. Ariza,,61,46
228,3,10:24.0,J. Harden misses 2-pt layup at rim,,61,46
229,3,10:24.0,Offensive rebound by Team,,61,46
230,3,10:24.0,,Loose ball foul by M. Gortat (drawn by D. Howard),61,46
231,3,10:10.0,J. Smith misses 2-pt jump shot from 16 ft,,61,46
232,3,10:09.0,,Defensive rebound by B. Beal,61,46
233,3,10:00.0,,N. Hilário misses 2-pt jump shot from 14 ft,61,46
234,3,9:59.0,Defensive rebound by D. Howard,,61,46
235,3,9:34.0,J. Terry misses 3-pt jump shot from 25 ft,,61,46
236,3,9:33.0,Offensive rebound by J. Smith,,61,46
237,3,9:19.0,,Violation by P. Pierce (kicked ball),61,46
238,3,9:09.0,D. Howard misses 2-pt jump shot from 5 ft,,61,46
239,3,9:08.0,,Defensive rebound by J. Wall,61,46
240,3,9:02.0,,J. Wall makes 2-pt layup at rim,61,48
241,3,8:39.0,J. Smith misses 2-pt jump shot from 16 ft,,61,48
242,3,8:38.0,Offensive rebound by D. Howard,,61,48
243,3,8:37.0,Turnover by D. Howard (lost ball; steal by J. Wall),,61,48
244,3,8:27.0,,J. Wall makes 2-pt jump shot from 22 ft (assist by P. Pierce),61,50
245,3,8:26.0,Houston full timeout,,61,50
246,3,8:11.0,J. Smith misses 3-pt jump shot from 27 ft,,61,50
247,3,8:10.0,Offensive rebound by Team,,61,50
248,3,8:01.0,J. Harden misses 2-pt jump shot from 16 ft,,61,50
249,3,8:00.0,,Defensive rebound by M. Gortat,61,50
250,3,7:52.0,,Shooting foul by J. Smith (drawn by N. Hilário),61,50
251,3,7:52.0,,N. Hilário makes free throw 1 of 2,61,51
252,3,7:52.0,J. Dorsey enters the game for D. Howard,,61,51
253,3,7:52.0,,N. Hilário misses free throw 2 of 2,61,51
254,3,7:51.0,,Offensive rebound by P. Pierce,61,51
255,3,7:42.0,,J. Wall makes 2-pt jump shot from 18 ft,61,53
256,3,7:18.0,Shooting foul by P. Pierce (drawn by T. Ariza),,61,53
257,3,7:18.0,T. Ariza makes free throw 1 of 3,,62,53
258,3,7:18.0,T. Ariza makes free throw 2 of 3,,63,53
259,3,7:18.0,T. Ariza makes free throw 3 of 3,,64,53
260,3,6:59.0,,P. Pierce misses 3-pt jump shot from 23 ft,64,53
261,3,6:57.0,Defensive rebound by T. Ariza,,64,53
262,3,6:50.0,J. Terry misses 3-pt jump shot from 26 ft,,64,53
263,3,6:48.0,,Defensive rebound by J. Wall,64,53
264,3,6:44.0,,J. Wall misses 2-pt layup from 1 ft (block by J. Smith),64,53
265,3,6:42.0,Defensive rebound by T. Ariza,,64,53
266,3,6:37.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Harden),,67,53
267,3,6:09.0,,N. Hilário makes 2-pt hook shot from 7 ft,67,55
268,3,5:53.0,J. Harden misses 2-pt jump shot from 3 ft (block by M. Gortat),,67,55
269,3,5:51.0,,Defensive rebound by M. Gortat,67,55
270,3,5:38.0,,Turnover by P. Pierce (bad pass; steal by J. Dorsey),67,55
271,3,5:34.0,Shooting foul by B. Beal (drawn by J. Harden),,67,55
272,3,5:34.0,J. Harden makes free throw 1 of 2,,68,55
273,3,5:34.0,P. Prigioni enters the game for J. Terry,,68,55
274,3,5:34.0,,O. Porter enters the game for P. Pierce,68,55
275,3,5:34.0,J. Harden makes free throw 2 of 2,,69,55
276,3,5:19.0,,B. Beal misses 2-pt jump shot from 19 ft,69,55
277,3,5:18.0,Defensive rebound by J. Dorsey,,69,55
278,3,5:04.0,J. Harden misses 2-pt jump shot from 3 ft,,69,55
279,3,5:03.0,,Defensive rebound by B. Beal,69,55
280,3,5:02.0,,Personal foul by P. Prigioni (drawn by J. Wall),69,55
281,3,4:47.0,,Turnover by N. Hilário (bad pass; steal by J. Smith),69,55
282,3,4:23.0,J. Harden misses 3-pt jump shot from 26 ft,,69,55
283,3,4:22.0,,Defensive rebound by N. Hilário,69,55
284,3,4:15.0,,O. Porter misses 2-pt layup from 2 ft (block by J. Smith),69,55
285,3,4:14.0,,Offensive rebound by M. Gortat,69,55
286,3,4:12.0,,M. Gortat misses 2-pt layup from 1 ft,69,55
287,3,4:11.0,Defensive rebound by P. Prigioni,,69,55
288,3,3:49.0,J. Smith misses 3-pt jump shot from 23 ft,,69,55
289,3,3:48.0,,Defensive rebound by J. Wall,69,55
290,3,3:40.0,,Shooting foul by J. Dorsey (drawn by J. Wall),69,55
291,3,3:40.0,,J. Wall makes free throw 1 of 2,69,56
292,3,3:40.0,,D. Gooden enters the game for N. Hilário,69,56
293,3,3:40.0,C. Brewer enters the game for T. Ariza,,69,56
294,3,3:40.0,,J. Wall makes free throw 2 of 2,69,57
295,3,3:17.0,J. Dorsey misses 2-pt layup from 2 ft (block by M. Gortat),,69,57
296,3,3:16.0,Offensive rebound by Team,,69,57
297,3,3:16.0,Turnover by Team (shot clock),,69,57
298,3,3:00.0,,D. Gooden makes 2-pt jump shot from 18 ft (assist by J. Wall),69,59
299,3,2:46.0,J. Smith makes 2-pt layup at rim,,71,59
300,3,2:44.0,,Washington full timeout,71,59
301,3,2:35.0,,Turnover by J. Wall (bad pass),71,59
302,3,2:13.0,Turnover by J. Harden (bad pass; steal by O. Porter),,71,59
303,3,2:09.0,,Turnover by J. Wall (lost ball; steal by J. Harden),71,59
304,3,2:02.0,J. Harden misses 3-pt jump shot from 27 ft,,71,59
305,3,2:00.0,Offensive rebound by P. Prigioni,,71,59
306,3,1:48.0,P. Prigioni misses 3-pt jump shot from 28 ft,,71,59
307,3,1:47.0,,Defensive rebound by D. Gooden,71,59
308,3,1:34.0,,B. Beal misses 3-pt jump shot from 27 ft,71,59
309,3,1:32.0,Defensive rebound by C. Brewer,,71,59
310,3,1:13.0,Shooting foul by M. Gortat (drawn by J. Dorsey),,71,59
311,3,1:13.0,J. Dorsey misses free throw 1 of 2,,71,59
312,3,1:13.0,Offensive rebound by Team,,71,59
313,3,1:13.0,,K. Séraphin enters the game for M. Gortat,71,59
314,3,1:13.0,T. Ariza enters the game for J. Smith,,71,59
315,3,1:13.0,,M. Webster enters the game for B. Beal,71,59
316,3,1:13.0,J. Dorsey misses free throw 2 of 2,,71,59
317,3,1:13.0,,Defensive rebound by D. Gooden,71,59
318,3,1:05.0,,J. Wall makes 2-pt jump shot from 18 ft,71,61
319,3,0:51.0,C. Brewer misses 2-pt jump shot from 3 ft (block by J. Wall),,71,61
320,3,0:50.0,,Defensive rebound by D. Gooden,71,61
321,3,0:46.0,,Shooting foul by J. Dorsey (drawn by J. Wall),71,61
322,3,0:46.0,,J. Wall makes free throw 1 of 2,71,62
323,3,0:46.0,,J. Wall makes free throw 2 of 2,71,63
324,3,0:45.0,Personal take foul by K. Séraphin (drawn by J. Dorsey),,71,63
325,3,0:45.0,J. Dorsey makes free throw 1 of 2,,72,63
326,3,0:45.0,J. Dorsey misses free throw 2 of 2,,72,63
327,3,0:45.0,,Defensive rebound by O. Porter,72,63
328,3,0:29.0,,Shooting foul by J. Dorsey (drawn by O. Porter),72,63
329,3,0:29.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),72,65
330,3,0:29.0,J. Terry enters the game for J. Dorsey,,72,65
331,3,0:29.0,,R. Butler enters the game for K. Séraphin,72,65
332,3,0:29.0,,O. Porter misses free throw 1 of 1,72,65
333,3,0:28.0,Defensive rebound by J. Harden,,72,65
334,3,0:05.0,J. Harden makes 2-pt layup at rim,,74,65
335,3,0:04.0,,Personal foul by C. Brewer (drawn by J. Wall),74,65
336,3,0:04.0,,J. Wall makes free throw 1 of 2,74,66
337,3,0:04.0,,J. Wall makes free throw 2 of 2,74,67
338,3,0:01.0,C. Brewer makes 2-pt jump shot from 15 ft (assist by T. Ariza),,76,67
339,4,11:38.0,,Turnover by K. Séraphin (traveling),76,67
340,4,11:28.0,Personal foul by K. Séraphin (drawn by D. Howard),,76,67
341,4,11:15.0,Turnover by D. Howard (bad pass),,76,67
342,4,11:05.0,,J. Wall misses 2-pt layup at rim (block by N. Johnson),76,67
343,4,11:03.0,,Offensive rebound by O. Porter,76,67
344,4,11:01.0,,O. Porter misses 2-pt layup from 1 ft,76,67
345,4,11:00.0,Defensive rebound by D. Howard,,76,67
346,4,10:56.0,C. Brewer misses 2-pt layup from 1 ft (block by K. Séraphin),,76,67
347,4,10:54.0,Offensive rebound by T. Ariza,,76,67
348,4,10:54.0,,Loose ball foul by M. Webster (drawn by T. Ariza),76,67
349,4,10:47.0,T. Ariza misses 3-pt jump shot from 26 ft,,76,67
350,4,10:46.0,,Defensive rebound by O. Porter,76,67
351,4,10:40.0,,Shooting foul by P. Prigioni (drawn by O. Porter),76,67
352,4,10:40.0,,O. Porter misses free throw 1 of 2,76,67
353,4,10:40.0,,Offensive rebound by Team,76,67
354,4,10:40.0,,R. Sessions enters the game for M. Webster,76,67
355,4,10:40.0,,O. Porter makes free throw 2 of 2,76,68
356,4,10:28.0,Turnover by C. Brewer (lost ball; steal by R. Sessions),,76,68
357,4,10:24.0,,O. Porter makes 2-pt dunk at rim (assist by R. Sessions),76,70
358,4,10:13.0,Turnover by C. Brewer (lost ball; steal by J. Wall),,76,70
359,4,10:09.0,,R. Sessions makes 2-pt layup at rim (assist by J. Wall),76,72
360,4,10:09.0,Houston full timeout,,76,72
361,4,9:52.0,Shooting foul by K. Séraphin (drawn by D. Howard),,76,72
362,4,9:52.0,D. Howard makes free throw 1 of 2,,77,72
363,4,9:52.0,D. Howard misses free throw 2 of 2,,77,72
364,4,9:51.0,Offensive rebound by D. Howard,,77,72
365,4,9:30.0,D. Howard makes 2-pt dunk at rim (assist by P. Prigioni),,79,72
366,4,9:17.0,,Turnover by J. Wall (bad pass; steal by P. Prigioni),79,72
367,4,9:15.0,,N. Hilário enters the game for K. Séraphin,79,72
368,4,9:06.0,Shooting foul by O. Porter (drawn by N. Johnson),,79,72
369,4,9:06.0,N. Johnson misses free throw 1 of 2,,79,72
370,4,9:06.0,Offensive rebound by Team,,79,72
371,4,9:06.0,N. Johnson misses free throw 2 of 2,,79,72
372,4,9:05.0,,Defensive rebound by O. Porter,79,72
373,4,8:50.0,,Personal foul by N. Johnson (drawn by O. Porter),79,72
374,4,8:50.0,,B. Beal enters the game for R. Sessions,79,72
375,4,8:42.0,,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),79,75
376,4,8:31.0,P. Prigioni makes 3-pt jump shot from 25 ft,,82,75
377,4,8:13.0,,B. Beal misses 2-pt jump shot from 17 ft,82,75
378,4,8:12.0,Defensive rebound by T. Ariza,,82,75
379,4,8:03.0,C. Brewer makes 3-pt jump shot from 27 ft (assist by P. Prigioni),,85,75
380,4,8:03.0,,Washington full timeout,85,75
381,4,8:03.0,J. Smith enters the game for D. Howard,,85,75
382,4,8:03.0,J. Harden enters the game for C. Brewer,,85,75
383,4,7:56.0,,Shooting foul by N. Johnson (drawn by J. Wall),85,75
384,4,7:56.0,,J. Wall makes free throw 1 of 2,85,76
385,4,7:56.0,,J. Wall makes free throw 2 of 2,85,77
386,4,7:32.0,J. Harden makes 2-pt jump shot from 13 ft,,87,77
387,4,7:18.0,,Turnover by B. Beal (bad pass; steal by P. Prigioni),87,77
388,4,7:03.0,Personal foul by D. Gooden (drawn by T. Ariza),,87,77
389,4,7:03.0,T. Ariza makes free throw 1 of 2,,88,77
390,4,7:03.0,,R. Butler enters the game for D. Gooden,88,77
