,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA CLIPPERS_ACTION,TORONTO_SCORE,LA CLIPPERS_SCORE
383,4,5:18.0,L. Williams makes 3-pt jump shot from 25 ft (assist by K. Lowry),,101,86
384,4,5:01.0,,C. Paul misses 2-pt jump shot from 6 ft,101,86
385,4,4:58.0,Defensive rebound by A. Johnson,,101,86
386,4,4:55.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,103,86
387,4,4:32.0,,J. Crawford makes 3-pt jump shot from 23 ft (assist by C. Paul),103,89
388,4,4:08.0,Turnover by K. Lowry (bad pass),,103,89
389,4,3:59.0,,J. Redick misses 3-pt jump shot from 25 ft,103,89
390,4,3:58.0,Defensive rebound by J. Valančiūnas,,103,89
391,4,3:55.0,,Technical foul by B. Griffin,103,89
392,4,3:55.0,L. Williams makes technical free throw,,104,89
393,4,3:39.0,K. Lowry misses 3-pt jump shot from 26 ft,,104,89
394,4,3:39.0,Offensive rebound by A. Johnson,,104,89
395,4,3:21.0,A. Johnson misses 2-pt layup from 2 ft (block by J. Redick),,104,89
396,4,3:19.0,,Defensive rebound by C. Paul,104,89
397,4,3:15.0,,D. Jordan makes 2-pt dunk at rim (assist by J. Redick),104,91
398,4,3:12.0,Toronto full timeout,,104,91
399,4,2:55.0,L. Williams misses 2-pt jump shot from 6 ft,,104,91
400,4,2:54.0,Offensive rebound by J. Valančiūnas,,104,91
401,4,2:54.0,Shooting foul by B. Griffin (drawn by J. Valančiūnas),,104,91
402,4,2:54.0,J. Valančiūnas makes free throw 1 of 2,,105,91
403,4,2:54.0,J. Valančiūnas makes free throw 2 of 2,,106,91
404,4,2:40.0,,B. Griffin makes 2-pt layup at rim (assist by J. Redick),106,93
405,4,2:19.0,K. Lowry makes 2-pt layup from 2 ft,,108,93
406,4,2:01.0,,B. Griffin misses 2-pt layup from 2 ft,108,93
407,4,2:00.0,Defensive rebound by J. Valančiūnas,,108,93
408,4,1:43.0,T. Ross makes 2-pt jump shot from 16 ft (assist by A. Johnson),,110,93
409,4,1:42.0,,LA Clippers full timeout,110,93
410,4,1:42.0,,J. Farmar enters the game for B. Griffin,110,93
411,4,1:42.0,,R. Bullock enters the game for D. Jordan,110,93
412,4,1:42.0,,J. Cunningham enters the game for J. Redick,110,93
413,4,1:42.0,,C. Douglas-Roberts enters the game for C. Paul,110,93
414,4,1:42.0,,E. Udoh enters the game for J. Crawford,110,93
415,4,1:29.0,,J. Cunningham makes 2-pt jump shot from 4 ft (assist by J. Farmar),110,95
416,4,1:11.0,T. Ross misses 3-pt jump shot from 23 ft,,110,95
417,4,1:10.0,,Defensive rebound by J. Farmar,110,95
418,4,0:59.0,,J. Cunningham misses 2-pt jump shot from 3 ft,110,95
419,4,0:57.0,Defensive rebound by A. Johnson,,110,95
420,4,0:36.0,K. Lowry misses 3-pt jump shot from 26 ft,,110,95
421,4,0:35.0,,Defensive rebound by R. Bullock,110,95
422,4,0:18.0,,J. Cunningham makes 3-pt jump shot from 27 ft (assist by E. Udoh),110,98
