,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,MIAMI_ACTION,NEW ORLEANS_SCORE,MIAMI_SCORE
68,1,3:58.0,,M. Chalmers makes 3-pt jump shot from 25 ft (assist by S. Napier),15,8
69,1,3:42.0,N. Cole misses 2-pt layup from 2 ft,,15,8
70,1,3:41.0,Offensive rebound by A. Davis,,15,8
71,1,3:39.0,A. Davis misses 2-pt jump shot from 7 ft,,15,8
72,1,3:38.0,Offensive rebound by A. Davis,,15,8
73,1,3:35.0,A. Davis misses 2-pt jump shot from 4 ft,,15,8
74,1,3:34.0,,Defensive rebound by H. Whiteside,15,8
75,1,3:32.0,,S. Napier misses 2-pt layup from 1 ft (block by D. Cunningham),15,8
76,1,3:31.0,,Offensive rebound by J. Ennis,15,8
77,1,3:30.0,,J. Ennis misses 2-pt layup at rim,15,8
78,1,3:28.0,,Offensive rebound by H. Whiteside,15,8
79,1,3:27.0,,H. Whiteside misses 2-pt tip-in from 1 ft,15,8
80,1,3:26.0,,Offensive rebound by H. Whiteside,15,8
81,1,3:25.0,,H. Whiteside misses 2-pt tip-in from 7 ft,15,8
82,1,3:24.0,,Offensive rebound by H. Whiteside,15,8
83,1,3:23.0,,H. Whiteside misses 2-pt jump shot from 4 ft,15,8
84,1,3:22.0,Defensive rebound by N. Cole,,15,8
85,1,3:15.0,E. Gordon misses 2-pt layup from 1 ft,,15,8
86,1,3:12.0,Offensive rebound by D. Cunningham,,15,8
87,1,3:11.0,Turnover by D. Cunningham (lost ball; steal by S. Napier),,15,8
88,1,3:07.0,,Personal foul by N. Cole (drawn by M. Chalmers),15,8
89,1,3:07.0,New Orleans full timeout,,15,8
90,1,3:07.0,A. Ajinça enters the game for A. Davis,,15,8
91,1,3:07.0,,C. Andersen enters the game for H. Whiteside,15,8
92,1,2:57.0,,Personal foul by N. Cole (drawn by S. Napier),15,8
93,1,2:41.0,,L. Deng misses 2-pt jump shot from 20 ft,15,8
94,1,2:40.0,Defensive rebound by E. Gordon,,15,8
95,1,2:22.0,R. Anderson makes 2-pt layup from 1 ft (assist by N. Cole),,17,8
96,1,2:05.0,,L. Deng misses 2-pt layup from 1 ft,17,8
97,1,2:04.0,Defensive rebound by R. Anderson,,17,8
98,1,1:51.0,Shooting foul by C. Andersen (drawn by D. Cunningham),,17,8
99,1,1:51.0,D. Cunningham misses free throw 1 of 2,,17,8
100,1,1:51.0,Offensive rebound by Team,,17,8
101,1,1:51.0,T. Evans enters the game for E. Gordon,,17,8
102,1,1:51.0,D. Cunningham makes free throw 2 of 2,,18,8
103,1,1:40.0,,M. Chalmers makes 2-pt jump shot from 16 ft (assist by L. Deng),18,10
104,1,1:21.0,N. Cole misses 3-pt jump shot from 25 ft,,18,10
105,1,1:20.0,,Defensive rebound by M. Chalmers,18,10
106,1,1:17.0,,Turnover by J. Ennis (lost ball),18,10
107,1,1:16.0,,Loose ball foul by J. Ennis (drawn by N. Cole),18,10
108,1,1:16.0,N. Cole makes free throw 1 of 2,,19,10
109,1,1:16.0,N. Cole makes free throw 2 of 2,,20,10
110,1,1:00.0,,J. Ennis misses 2-pt layup from 1 ft,20,10
111,1,0:59.0,Defensive rebound by A. Ajinça,,20,10
112,1,0:54.0,R. Anderson makes 2-pt layup from 1 ft (assist by D. Cunningham),,22,10
113,1,0:34.0,,C. Andersen makes 2-pt dunk at rim (assist by M. Chalmers),22,12
114,1,0:14.0,N. Cole makes 3-pt jump shot from 23 ft (assist by D. Cunningham),,25,12
115,1,0:00.0,,M. Chalmers makes 2-pt jump shot from 6 ft,25,14
116,2,11:42.0,Turnover by R. Anderson (lost ball; steal by M. Chalmers),,25,14
117,2,11:34.0,,M. Chalmers makes 2-pt jump shot from 18 ft,25,16
118,2,11:20.0,Turnover by A. Ajinça (lost ball; steal by J. Ennis),,25,16
119,2,11:03.0,,Shooting foul by D. Cunningham (drawn by J. Ennis),25,16
120,2,11:03.0,,J. Ennis misses free throw 1 of 2,25,16
121,2,11:03.0,,Offensive rebound by Team,25,16
122,2,11:03.0,,J. Ennis makes free throw 2 of 2,25,17
123,2,10:47.0,Turnover by Q. Pondexter (bad pass; steal by C. Andersen),,25,17
124,2,10:43.0,,M. Chalmers makes 2-pt dunk at rim (assist by C. Andersen),25,19
125,2,10:16.0,R. Anderson misses 3-pt jump shot from 24 ft,,25,19
126,2,10:15.0,,Defensive rebound by S. Napier,25,19
127,2,10:07.0,,Personal foul by A. Ajinça (drawn by C. Andersen),25,19
128,2,9:57.0,,M. Chalmers makes 2-pt jump shot from 8 ft,25,21
129,2,9:42.0,D. Cunningham misses 2-pt jump shot from 18 ft,,25,21
130,2,9:41.0,Offensive rebound by A. Ajinça,,25,21
131,2,9:41.0,Shooting foul by S. Napier (drawn by A. Ajinça),,25,21
132,2,9:41.0,New Orleans full timeout,,25,21
133,2,9:41.0,E. Gordon enters the game for R. Anderson,,25,21
134,2,9:41.0,A. Ajinça makes free throw 1 of 2,,26,21
135,2,9:41.0,A. Ajinça makes free throw 2 of 2,,27,21
136,2,9:21.0,,Turnover by L. Deng (lost ball; steal by T. Evans),27,21
137,2,9:08.0,D. Cunningham misses 2-pt jump shot from 4 ft,,27,21
138,2,9:07.0,Offensive rebound by D. Cunningham,,27,21
139,2,9:07.0,Shooting foul by L. Deng (drawn by D. Cunningham),,27,21
140,2,9:07.0,D. Cunningham makes free throw 1 of 2,,28,21
141,2,9:07.0,Ö. Aşık enters the game for A. Ajinça,,28,21
142,2,9:07.0,,G. Dragić enters the game for S. Napier,28,21
143,2,9:07.0,D. Cunningham makes free throw 2 of 2,,29,21
144,2,8:54.0,,M. Chalmers makes 3-pt jump shot from 25 ft,29,24
145,2,8:40.0,E. Gordon misses 3-pt jump shot from 25 ft,,29,24
146,2,8:39.0,Offensive rebound by Team,,29,24
147,2,8:39.0,Personal foul by M. Chalmers (drawn by Ö. Aşık),,29,24
148,2,8:25.0,E. Gordon misses 2-pt jump shot from 18 ft,,29,24
149,2,8:24.0,,Defensive rebound by C. Andersen,29,24
150,2,8:15.0,,Turnover by C. Andersen (bad pass),29,24
151,2,7:51.0,T. Evans misses 2-pt layup from 1 ft,,29,24
152,2,7:50.0,Offensive rebound by Ö. Aşık,,29,24
153,2,7:49.0,Ö. Aşık makes 2-pt dunk at rim,,31,24
154,2,7:28.0,,G. Dragić misses 3-pt jump shot from 24 ft,31,24
155,2,7:27.0,,Offensive rebound by C. Andersen,31,24
156,2,7:24.0,,Turnover by M. Chalmers (lost ball),31,24
157,2,7:24.0,,D. Wade enters the game for J. Ennis,31,24
158,2,7:24.0,L. Babbitt enters the game for D. Cunningham,,31,24
159,2,7:24.0,,H. Whiteside enters the game for C. Andersen,31,24
160,2,7:13.0,Ö. Aşık makes 2-pt layup from 2 ft (assist by E. Gordon),,33,24
161,2,7:13.0,,Miami full timeout,33,24
162,2,7:13.0,,Technical foul by C. Andersen,33,24
163,2,7:13.0,E. Gordon makes technical free throw,,34,24
164,2,6:56.0,,H. Whiteside makes 2-pt hook shot from 8 ft (assist by D. Wade),34,26
165,2,6:36.0,Ö. Aşık makes 2-pt dunk at rim (assist by E. Gordon),,36,26
166,2,6:11.0,,D. Wade misses 2-pt jump shot from 8 ft,36,26
167,2,6:10.0,,Offensive rebound by Team,36,26
168,2,6:00.0,,G. Dragić misses 2-pt hook shot from 8 ft,36,26
169,2,5:59.0,Defensive rebound by E. Gordon,,36,26
170,2,5:54.0,Shooting foul by L. Deng (drawn by T. Evans),,36,26
171,2,5:54.0,,Technical foul by L. Deng,36,26
172,2,5:54.0,E. Gordon makes technical free throw,,37,26
173,2,5:54.0,T. Evans makes free throw 1 of 2,,38,26
174,2,5:54.0,,J. Ennis enters the game for L. Deng,38,26
175,2,5:54.0,T. Evans makes free throw 2 of 2,,39,26
176,2,5:46.0,,D. Wade makes 2-pt layup from 1 ft,39,28
177,2,5:26.0,Q. Pondexter makes 2-pt layup at rim (assist by T. Evans),,41,28
178,2,5:26.0,Technical foul by Q. Pondexter,,41,28
179,2,5:26.0,,D. Wade makes technical free throw,41,29
180,2,5:26.0,N. Cole enters the game for Q. Pondexter,,41,29
181,2,5:06.0,,D. Wade makes 2-pt jump shot from 5 ft,41,31
182,2,4:54.0,Turnover by Ö. Aşık (bad pass),,41,31
183,2,4:29.0,,Turnover by G. Dragić (lost ball; steal by E. Gordon),41,31
184,2,4:13.0,L. Babbitt makes 2-pt jump shot from 10 ft,,43,31
185,2,3:57.0,,D. Wade misses 2-pt jump shot from 16 ft,43,31
186,2,3:56.0,Defensive rebound by L. Babbitt,,43,31
187,2,3:39.0,T. Evans makes 2-pt jump shot from 18 ft,,45,31
188,2,3:38.0,,Miami full timeout,45,31
189,2,3:30.0,,Personal foul by L. Babbitt (drawn by D. Wade),45,31
190,2,3:14.0,,M. Chalmers misses 3-pt jump shot from 23 ft,45,31
191,2,3:13.0,,Offensive rebound by J. Ennis,45,31
192,2,3:13.0,,Shooting foul by L. Babbitt (drawn by J. Ennis),45,31
193,2,3:13.0,,J. Ennis makes free throw 1 of 2,45,32
194,2,3:13.0,,L. Deng enters the game for M. Chalmers,45,32
195,2,3:13.0,,J. Ennis makes free throw 2 of 2,45,33
196,2,3:00.0,T. Evans misses 2-pt layup from 1 ft (block by H. Whiteside),,45,33
197,2,2:59.0,,Defensive rebound by J. Ennis,45,33
198,2,2:50.0,,D. Wade misses 2-pt jump shot from 11 ft,45,33
199,2,2:49.0,,Offensive rebound by L. Deng,45,33
200,2,2:48.0,,L. Deng makes 2-pt layup from 1 ft,45,35
201,2,2:34.0,Personal foul by D. Wade (drawn by L. Babbitt),,45,35
202,2,2:34.0,Official timeout,,45,35
203,2,2:34.0,L. Babbitt makes free throw 1 of 2,,46,35
204,2,2:34.0,L. Babbitt makes free throw 2 of 2,,47,35
205,2,2:21.0,,D. Wade misses 2-pt jump shot from 16 ft,47,35
206,2,2:20.0,,Offensive rebound by H. Whiteside,47,35
207,2,2:17.0,,H. Whiteside misses 2-pt hook shot from 7 ft,47,35
208,2,2:16.0,,Offensive rebound by J. Ennis,47,35
209,2,2:14.0,,H. Whiteside makes 2-pt hook shot from 8 ft,47,37
210,2,1:55.0,E. Gordon misses 2-pt jump shot from 16 ft,,47,37
211,2,1:54.0,,Defensive rebound by H. Whiteside,47,37
212,2,1:43.0,,G. Dragić misses 3-pt jump shot from 24 ft,47,37
213,2,1:42.0,,Offensive rebound by D. Wade,47,37
214,2,1:40.0,,D. Wade makes 2-pt jump shot from 8 ft,47,39
215,2,1:35.0,Turnover by E. Gordon (bad pass; steal by G. Dragić),,47,39
216,2,1:27.0,,H. Whiteside makes 2-pt dunk at rim (assist by D. Wade),47,41
217,2,1:27.0,New Orleans full timeout,,47,41
218,2,1:27.0,,M. Chalmers enters the game for G. Dragić,47,41
219,2,1:18.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by T. Evans),,50,41
220,2,0:56.0,,J. Ennis misses 3-pt jump shot from 24 ft,50,41
221,2,0:55.0,Defensive rebound by N. Cole,,50,41
222,2,0:41.0,N. Cole makes 2-pt layup at rim,,52,41
223,2,0:33.0,,D. Wade misses 2-pt layup from 1 ft,52,41
224,2,0:32.0,,Offensive rebound by H. Whiteside,52,41
225,2,0:32.0,,Shooting foul by Ö. Aşık (drawn by H. Whiteside),52,41
226,2,0:32.0,,H. Whiteside makes free throw 1 of 2,52,42
227,2,0:32.0,,H. Whiteside misses free throw 2 of 2,52,42
228,2,0:31.0,Defensive rebound by L. Babbitt,,52,42
229,2,0:19.0,T. Evans misses 2-pt layup from 3 ft (block by L. Deng),,52,42
230,2,0:18.0,Offensive rebound by Team,,52,42
231,2,0:12.0,Turnover by T. Evans (traveling),,52,42
232,2,0:12.0,Q. Pondexter enters the game for T. Evans,,52,42
233,2,0:12.0,,G. Dragić enters the game for J. Ennis,52,42
234,2,0:12.0,D. Cunningham enters the game for L. Babbitt,,52,42
235,2,0:00.0,,Turnover by L. Deng (traveling),52,42
236,3,11:48.0,D. Cunningham makes 2-pt layup from 1 ft (assist by Ö. Aşık),,54,42
237,3,11:38.0,,Offensive foul by D. Wade (drawn by D. Cunningham),54,42
238,3,11:38.0,,Turnover by D. Wade (offensive foul),54,42
239,3,11:26.0,E. Gordon makes 3-pt jump shot from 25 ft,,57,42
240,3,11:04.0,,G. Dragić makes 2-pt jump shot from 4 ft,57,44
241,3,10:43.0,Q. Pondexter misses 2-pt jump shot from 9 ft (block by H. Whiteside),,57,44
242,3,10:42.0,,Defensive rebound by L. Deng,57,44
243,3,10:37.0,,D. Wade makes 2-pt layup from 1 ft (assist by M. Chalmers),57,46
244,3,10:17.0,E. Gordon makes 3-pt jump shot from 25 ft,,60,46
245,3,9:54.0,,M. Chalmers misses 2-pt layup from 1 ft,60,46
246,3,9:53.0,,Offensive rebound by Team,60,46
247,3,9:49.0,,D. Wade misses 2-pt jump shot from 16 ft,60,46
248,3,9:48.0,Defensive rebound by T. Evans,,60,46
249,3,9:31.0,E. Gordon makes 3-pt jump shot from 23 ft (assist by Q. Pondexter),,63,46
250,3,9:31.0,,Miami full timeout,63,46
251,3,9:14.0,,Turnover by H. Whiteside (lost ball; steal by T. Evans),63,46
252,3,9:10.0,Q. Pondexter makes 2-pt layup from 2 ft (assist by T. Evans),,65,46
253,3,9:10.0,Shooting foul by G. Dragić (drawn by Q. Pondexter),,65,46
254,3,9:10.0,Q. Pondexter makes free throw 1 of 1,,66,46
255,3,8:56.0,,D. Wade misses 2-pt layup from 1 ft,66,46
256,3,8:55.0,Defensive rebound by Ö. Aşık,,66,46
257,3,8:34.0,E. Gordon makes 2-pt jump shot from 8 ft,,68,46
258,3,8:17.0,,Shooting foul by D. Cunningham (drawn by G. Dragić),68,46
259,3,8:17.0,,G. Dragić misses free throw 1 of 2,68,46
260,3,8:17.0,,Offensive rebound by Team,68,46
261,3,8:17.0,,G. Dragić misses free throw 2 of 2,68,46
262,3,8:16.0,Defensive rebound by Ö. Aşık,,68,46
263,3,8:03.0,Shooting foul by D. Wade (drawn by Ö. Aşık),,68,46
264,3,8:03.0,Ö. Aşık makes free throw 1 of 2,,69,46
265,3,8:03.0,Ö. Aşık misses free throw 2 of 2,,69,46
266,3,8:02.0,Offensive rebound by Team,,69,46
267,3,7:52.0,Shooting foul by H. Whiteside (drawn by E. Gordon),,69,46
268,3,7:52.0,E. Gordon makes free throw 1 of 2,,70,46
269,3,7:52.0,E. Gordon makes free throw 2 of 2,,71,46
270,3,7:41.0,,Turnover by L. Deng (lost ball; steal by Ö. Aşık),71,46
271,3,7:37.0,,Offensive charge foul by Q. Pondexter (drawn by G. Dragić),71,46
272,3,7:37.0,Turnover by Q. Pondexter (offensive foul),,71,46
273,3,7:23.0,,L. Deng makes 2-pt jump shot from 8 ft,71,48
274,3,7:03.0,T. Evans misses 2-pt layup from 2 ft,,71,48
275,3,7:01.0,,Defensive rebound by D. Wade,71,48
276,3,6:54.0,,G. Dragić makes 3-pt jump shot from 23 ft,71,51
277,3,6:29.0,D. Cunningham misses 2-pt layup from 2 ft,,71,51
278,3,6:28.0,Offensive rebound by Team,,71,51
279,3,6:28.0,Turnover by Team (shot clock),,71,51
280,3,6:13.0,,D. Wade misses 2-pt layup from 2 ft (block by D. Cunningham),71,51
281,3,6:12.0,Defensive rebound by D. Cunningham,,71,51
282,3,6:02.0,Q. Pondexter misses 3-pt jump shot from 23 ft,,71,51
283,3,6:01.0,,Defensive rebound by H. Whiteside,71,51
284,3,5:48.0,,G. Dragić makes 2-pt jump shot from 9 ft,71,53
285,3,5:46.0,New Orleans full timeout,,71,53
286,3,5:46.0,,T. Johnson enters the game for M. Chalmers,71,53
287,3,5:21.0,Q. Pondexter misses 2-pt jump shot from 10 ft,,71,53
288,3,5:20.0,,Defensive rebound by L. Deng,71,53
289,3,5:16.0,,G. Dragić makes 2-pt layup at rim,71,55
290,3,4:56.0,E. Gordon makes 3-pt jump shot from 24 ft,,74,55
291,3,4:40.0,,Personal block foul by D. Cunningham (drawn by G. Dragić),74,55
292,3,4:40.0,N. Cole enters the game for Q. Pondexter,,74,55
293,3,4:25.0,,T. Johnson misses 2-pt jump shot from 9 ft,74,55
294,3,4:24.0,Defensive rebound by Ö. Aşık,,74,55
295,3,4:16.0,Personal foul by T. Johnson (drawn by T. Evans),,74,55
296,3,4:16.0,A. Ajinça enters the game for Ö. Aşık,,74,55
297,3,4:16.0,,C. Andersen enters the game for H. Whiteside,74,55
298,3,4:16.0,,J. Ennis enters the game for D. Wade,74,55
299,3,4:01.0,E. Gordon misses 2-pt jump shot from 10 ft,,74,55
300,3,4:00.0,Offensive rebound by A. Ajinça,,74,55
301,3,3:57.0,A. Ajinça makes 2-pt jump shot from 3 ft,,76,55
302,3,3:43.0,,Turnover by J. Ennis (lost ball; steal by T. Evans),76,55
303,3,3:38.0,T. Evans makes 2-pt layup from 1 ft,,78,55
304,3,3:24.0,,Personal foul by A. Ajinça (drawn by C. Andersen),78,55
305,3,3:24.0,L. Babbitt enters the game for T. Evans,,78,55
306,3,3:17.0,,Shooting foul by A. Ajinça (drawn by G. Dragić),78,55
307,3,3:17.0,,G. Dragić misses free throw 1 of 2,78,55
308,3,3:17.0,,Offensive rebound by Team,78,55
309,3,3:17.0,,G. Dragić makes free throw 2 of 2,78,56
310,3,2:56.0,A. Ajinça misses 2-pt jump shot from 17 ft,,78,56
311,3,2:55.0,Offensive rebound by L. Babbitt,,78,56
312,3,2:54.0,L. Babbitt makes 2-pt tip-in from 1 ft,,80,56
313,3,2:35.0,,Shooting foul by A. Ajinça (drawn by L. Deng),80,56
314,3,2:35.0,,L. Deng makes free throw 1 of 2,80,57
315,3,2:35.0,,L. Deng makes free throw 2 of 2,80,58
316,3,2:20.0,A. Ajinça makes 2-pt layup from 2 ft (assist by E. Gordon),,82,58
317,3,2:04.0,,L. Deng misses 3-pt jump shot from 24 ft,82,58
318,3,2:04.0,,Offensive rebound by Team,82,58
319,3,2:04.0,Loose ball foul by A. Ajinça (drawn by C. Andersen),,82,58
320,3,2:04.0,,C. Andersen makes free throw 1 of 2,82,59
321,3,2:04.0,J. Withey enters the game for A. Ajinça,,82,59
322,3,2:04.0,,M. Chalmers enters the game for T. Johnson,82,59
323,3,2:04.0,,C. Andersen misses free throw 2 of 2,82,59
324,3,2:02.0,Defensive rebound by L. Babbitt,,82,59
325,3,1:53.0,J. Withey misses 2-pt jump shot from 5 ft (block by C. Andersen),,82,59
326,3,1:52.0,Offensive rebound by Team,,82,59
327,3,1:44.0,Turnover by N. Cole (bad pass),,82,59
328,3,1:38.0,,M. Chalmers makes 2-pt dunk at rim (assist by C. Andersen),82,61
329,3,1:27.0,Personal foul by G. Dragić (drawn by N. Cole),,82,61
330,3,1:27.0,N. Cole makes free throw 1 of 2,,83,61
331,3,1:27.0,Q. Pondexter enters the game for D. Cunningham,,83,61
332,3,1:27.0,,S. Napier enters the game for G. Dragić,83,61
333,3,1:27.0,N. Cole misses free throw 2 of 2,,83,61
334,3,1:26.0,,Defensive rebound by J. Ennis,83,61
335,3,1:13.0,,Turnover by M. Chalmers (bad pass),83,61
336,3,1:01.0,,Offensive charge foul by J. Withey (drawn by L. Deng),83,61
337,3,1:01.0,Turnover by J. Withey (offensive foul),,83,61
338,3,0:52.0,,Turnover by S. Napier (bad pass; steal by J. Withey),83,61
339,3,0:47.0,N. Cole makes 2-pt layup from 1 ft (assist by Q. Pondexter),,85,61
340,3,0:32.0,,Shooting foul by J. Withey (drawn by S. Napier),85,61
341,3,0:32.0,,S. Napier makes free throw 1 of 2,85,62
342,3,0:32.0,,U. Haslem enters the game for L. Deng,85,62
343,3,0:32.0,,S. Napier makes free throw 2 of 2,85,63
344,3,0:11.0,E. Gordon misses 2-pt jump shot from 19 ft,,85,63
345,3,0:10.0,,Defensive rebound by J. Ennis,85,63
346,3,0:01.0,,M. Chalmers makes 2-pt jump shot from 20 ft,85,65
347,4,11:44.0,,C. Andersen misses 2-pt jump shot from 18 ft,85,65
348,4,11:43.0,Defensive rebound by N. Cole,,85,65
349,4,11:28.0,L. Babbitt makes 3-pt jump shot from 25 ft (assist by N. Cole),,88,65
350,4,11:13.0,,Personal foul by N. Cole (drawn by S. Napier),88,65
351,4,11:04.0,,Turnover by U. Haslem (lost ball),88,65
352,4,10:47.0,L. Babbitt misses 3-pt jump shot from 25 ft,,88,65
353,4,10:46.0,,Defensive rebound by C. Andersen,88,65
354,4,10:44.0,,Personal foul by Q. Pondexter (drawn by M. Chalmers),88,65
355,4,10:44.0,D. Cunningham enters the game for L. Babbitt,,88,65
356,4,10:27.0,,S. Napier makes 2-pt jump shot from 16 ft,88,67
357,4,10:11.0,Shooting foul by J. Ennis (drawn by J. Withey),,88,67
358,4,10:11.0,J. Withey makes free throw 1 of 2,,89,67
359,4,10:11.0,J. Withey makes free throw 2 of 2,,90,67
360,4,9:58.0,,Shooting foul by J. Withey (drawn by J. Ennis),90,67
361,4,9:58.0,,J. Ennis makes free throw 1 of 2,90,68
362,4,9:58.0,,J. Ennis makes free throw 2 of 2,90,69
363,4,9:39.0,T. Evans misses 2-pt jump shot from 17 ft,,90,69
364,4,9:36.0,,Defensive rebound by J. Ennis,90,69
365,4,9:30.0,,J. Ennis makes 3-pt jump shot from 25 ft (assist by S. Napier),90,72
366,4,9:07.0,D. Cunningham misses 2-pt layup from 2 ft,,90,72
367,4,9:06.0,Offensive rebound by D. Cunningham,,90,72
368,4,9:06.0,Personal foul by M. Chalmers (drawn by D. Cunningham),,90,72
369,4,8:52.0,N. Cole makes 2-pt layup from 1 ft (assist by Q. Pondexter),,92,72
370,4,8:25.0,,U. Haslem makes 2-pt jump shot from 4 ft (assist by C. Andersen),92,74
371,4,8:11.0,Personal foul by M. Chalmers (drawn by T. Evans),,92,74
372,4,8:11.0,Official timeout,,92,74
373,4,8:11.0,E. Gordon enters the game for Q. Pondexter,,92,74
374,4,7:56.0,N. Cole misses 2-pt jump shot from 7 ft,,92,74
375,4,7:55.0,,Defensive rebound by U. Haslem,92,74
376,4,7:52.0,,Personal foul by D. Cunningham (drawn by S. Napier),92,74
377,4,7:52.0,Ö. Aşık enters the game for J. Withey,,92,74
378,4,7:52.0,,D. Wade enters the game for J. Ennis,92,74
379,4,7:43.0,,C. Andersen misses 2-pt dunk from 1 ft,92,74
380,4,7:42.0,Defensive rebound by E. Gordon,,92,74
381,4,7:39.0,N. Cole misses 2-pt layup from 1 ft,,92,74
382,4,7:38.0,Offensive rebound by Team,,92,74
383,4,7:19.0,T. Evans misses 2-pt jump shot from 9 ft,,92,74
384,4,7:18.0,,Defensive rebound by U. Haslem,92,74
385,4,7:00.0,,M. Chalmers misses 3-pt jump shot from 24 ft,92,74
386,4,7:00.0,,Offensive rebound by Team,92,74
387,4,7:00.0,Loose ball foul by D. Cunningham (drawn by U. Haslem),,92,74
