,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,TORONTO_ACTION,GOLDEN STATE_SCORE,TORONTO_SCORE
220,2,1:44.0,Shooting foul by J. Johnson (drawn by K. Thompson),,51,27
221,2,1:44.0,K. Thompson makes free throw 1 of 2,,52,27
222,2,1:44.0,K. Thompson makes free throw 2 of 2,,53,27
223,2,1:30.0,,D. DeRozan makes 2-pt jump shot from 21 ft,53,29
224,2,1:19.0,S. Curry misses 2-pt jump shot from 9 ft,,53,29
225,2,1:18.0,,Defensive rebound by J. Valančiūnas,53,29
226,2,1:09.0,,G. Vásquez misses 2-pt jump shot from 19 ft,53,29
227,2,1:08.0,Defensive rebound by D. Green,,53,29
228,2,1:04.0,Personal foul by G. Vásquez (drawn by A. Bogut),,53,29
229,2,1:04.0,A. Bogut makes free throw 1 of 2,,54,29
230,2,1:04.0,A. Bogut misses free throw 2 of 2,,54,29
231,2,1:03.0,,Defensive rebound by J. Valančiūnas,54,29
232,2,0:53.0,,D. DeRozan makes 2-pt jump shot from 11 ft,54,31
233,2,0:39.0,K. Thompson misses 2-pt jump shot from 16 ft,,54,31
234,2,0:38.0,,Defensive rebound by G. Vásquez,54,31
235,2,0:20.0,,Turnover by J. Valančiūnas (lost ball; steal by A. Bogut),54,31
236,2,0:01.0,H. Barnes misses 3-pt jump shot from 23 ft (block by J. Johnson),,54,31
237,2,0:00.0,Offensive rebound by H. Barnes,,54,31
238,3,11:43.0,,K. Lowry misses 3-pt jump shot from 25 ft,54,31
239,3,11:42.0,Defensive rebound by D. Green,,54,31
240,3,11:24.0,K. Thompson makes 2-pt jump shot from 11 ft,,56,31
241,3,11:12.0,,D. DeRozan misses 2-pt jump shot from 19 ft,56,31
242,3,11:11.0,Defensive rebound by H. Barnes,,56,31
243,3,10:53.0,K. Thompson makes 3-pt jump shot from 26 ft,,59,31
244,3,10:26.0,,D. DeRozan misses 2-pt jump shot from 13 ft (block by D. Green),59,31
245,3,10:25.0,,Offensive rebound by P. Patterson,59,31
246,3,10:23.0,,P. Patterson makes 2-pt tip-in from 1 ft,59,33
247,3,10:14.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,62,33
248,3,9:59.0,,P. Patterson misses 3-pt jump shot from 25 ft,62,33
249,3,9:58.0,Defensive rebound by S. Curry,,62,33
250,3,9:48.0,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),,65,33
251,3,9:48.0,,Toronto full timeout,65,33
252,3,9:33.0,,Turnover by K. Lowry (bad pass; steal by D. Green),65,33
253,3,9:14.0,D. Green makes 2-pt layup from 2 ft (assist by A. Bogut),,67,33
254,3,8:49.0,,Turnover by D. DeRozan (lost ball; steal by H. Barnes),67,33
255,3,8:45.0,,G. Vásquez enters the game for K. Lowry,67,33
256,3,8:45.0,,A. Johnson enters the game for P. Patterson,67,33
257,3,8:45.0,,T. Ross enters the game for D. DeRozan,67,33
258,3,8:45.0,,L. Williams enters the game for J. Johnson,67,33
259,3,8:45.0,,T. Hansbrough enters the game for J. Valančiūnas,67,33
260,3,8:40.0,K. Thompson misses 2-pt layup from 1 ft (block by L. Williams),,67,33
261,3,8:39.0,,Defensive rebound by T. Hansbrough,67,33
262,3,8:30.0,,A. Johnson misses 2-pt layup from 3 ft,67,33
263,3,8:29.0,Defensive rebound by H. Barnes,,67,33
264,3,8:20.0,Turnover by S. Curry (bad pass; steal by G. Vásquez),,67,33
265,3,8:19.0,,Personal foul by A. Bogut (drawn by G. Vásquez),67,33
266,3,7:56.0,,G. Vásquez misses 2-pt jump shot from 12 ft,67,33
267,3,7:55.0,Defensive rebound by A. Bogut,,67,33
268,3,7:45.0,S. Curry misses 3-pt jump shot from 28 ft,,67,33
269,3,7:44.0,,Defensive rebound by T. Hansbrough,67,33
270,3,7:35.0,,Shooting foul by D. Green (drawn by T. Hansbrough),67,33
271,3,7:35.0,,T. Hansbrough makes free throw 1 of 2,67,34
272,3,7:35.0,,T. Hansbrough makes free throw 2 of 2,67,35
273,3,7:19.0,A. Bogut makes 2-pt layup from 1 ft (assist by D. Green),,69,35
274,3,6:58.0,,A. Johnson misses 2-pt jump shot from 4 ft,69,35
275,3,6:57.0,,Offensive rebound by T. Hansbrough,69,35
276,3,6:56.0,,Shooting foul by D. Green (drawn by T. Hansbrough),69,35
277,3,6:56.0,,T. Hansbrough makes free throw 1 of 2,69,36
278,3,6:56.0,,T. Hansbrough makes free throw 2 of 2,69,37
279,3,6:42.0,A. Bogut makes 2-pt hook shot from 11 ft,,71,37
280,3,6:25.0,,L. Williams makes 2-pt layup from 3 ft,71,39
281,3,6:16.0,S. Curry makes 2-pt layup from 2 ft (assist by H. Barnes),,73,39
282,3,6:16.0,Shooting foul by L. Williams (drawn by S. Curry),,73,39
283,3,6:16.0,S. Curry makes free throw 1 of 1,,74,39
284,3,5:57.0,,A. Johnson makes 2-pt hook shot from 5 ft,74,41
285,3,5:43.0,H. Barnes makes 3-pt jump shot from 24 ft (assist by A. Bogut),,77,41
286,3,5:29.0,,Personal foul by K. Thompson (drawn by A. Johnson),77,41
287,3,5:22.0,,G. Vásquez makes 2-pt jump shot from 7 ft,77,43
288,3,5:10.0,D. Green makes 2-pt jump shot from 6 ft (assist by K. Thompson),,79,43
289,3,4:57.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by T. Hansbrough),79,46
290,3,4:39.0,S. Curry makes 2-pt layup from 2 ft (assist by A. Bogut),,81,46
291,3,4:26.0,,T. Ross misses 3-pt jump shot from 24 ft (block by K. Thompson),81,46
292,3,4:23.0,Defensive rebound by S. Curry,,81,46
293,3,4:20.0,H. Barnes makes 2-pt dunk at rim (assist by K. Thompson),,83,46
294,3,4:20.0,,Toronto full timeout,83,46
295,3,4:10.0,,Turnover by L. Williams (bad pass; steal by S. Curry),83,46
296,3,4:05.0,S. Curry makes 3-pt jump shot from 25 ft,,86,46
297,3,3:57.0,Violation by K. Thompson (kicked ball),,86,46
298,3,3:49.0,,T. Hansbrough makes 2-pt layup from 3 ft,86,48
299,3,3:34.0,Personal foul by L. Williams (drawn by A. Bogut),,86,48
300,3,3:33.0,Offensive foul by A. Bogut (drawn by T. Hansbrough),,86,48
301,3,3:33.0,Turnover by A. Bogut (offensive foul),,86,48
302,3,3:33.0,F. Ezeli enters the game for A. Bogut,,86,48
303,3,3:22.0,,Turnover by L. Williams (bad pass; steal by S. Curry),86,48
304,3,3:22.0,Personal foul by T. Hansbrough (drawn by S. Curry),,86,48
305,3,3:08.0,S. Curry makes 3-pt jump shot from 26 ft (assist by H. Barnes),,89,48
306,3,2:50.0,,A. Johnson makes 2-pt hook shot from 5 ft,89,50
307,3,2:47.0,Golden State full timeout,,89,50
308,3,2:47.0,L. Barbosa enters the game for K. Thompson,,89,50
309,3,2:47.0,S. Livingston enters the game for S. Curry,,89,50
310,3,2:33.0,D. Green misses 3-pt jump shot from 25 ft,,89,50
311,3,2:32.0,Offensive rebound by H. Barnes,,89,50
312,3,2:32.0,Shooting foul by G. Vásquez (drawn by H. Barnes),,89,50
313,3,2:32.0,H. Barnes makes free throw 1 of 2,,90,50
314,3,2:32.0,D. Lee enters the game for D. Green,,90,50
315,3,2:32.0,H. Barnes misses free throw 2 of 2,,90,50
316,3,2:31.0,,Defensive rebound by T. Hansbrough,90,50
317,3,2:13.0,,T. Ross makes 3-pt jump shot from 27 ft (assist by L. Williams),90,53
318,3,1:53.0,F. Ezeli misses 2-pt hook shot from 5 ft,,90,53
319,3,1:52.0,,Defensive rebound by T. Hansbrough,90,53
320,3,1:43.0,,T. Hansbrough misses 2-pt hook shot from 7 ft (block by F. Ezeli),90,53
321,3,1:41.0,Defensive rebound by L. Barbosa,,90,53
322,3,1:37.0,S. Livingston makes 2-pt dunk at rim (assist by L. Barbosa),,92,53
323,3,1:20.0,,T. Ross misses 3-pt jump shot from 25 ft,92,53
324,3,1:19.0,Defensive rebound by F. Ezeli,,92,53
325,3,1:06.0,L. Barbosa makes 2-pt layup from 2 ft (assist by S. Livingston),,94,53
326,3,0:54.0,,T. Ross makes 2-pt dunk at rim (assist by A. Johnson),94,55
327,3,0:36.0,D. Lee makes 2-pt jump shot from 15 ft (assist by S. Livingston),,96,55
328,3,0:23.0,,T. Ross makes 2-pt jump shot from 19 ft (assist by A. Johnson),96,57
329,3,0:05.0,S. Livingston makes 2-pt jump shot from 9 ft,,98,57
330,3,0:05.0,,Technical foul by T. Hansbrough,98,57
331,3,0:05.0,Technical foul by F. Ezeli,,98,57
332,3,0:05.0,,T. Hansbrough ejected from game,98,57
333,3,0:05.0,,P. Patterson enters the game for T. Hansbrough,98,57
334,3,0:05.0,F. Ezeli ejected from game,,98,57
335,3,0:05.0,J. Holiday enters the game for F. Ezeli,,98,57
336,3,0:00.0,,L. Williams misses 2-pt jump shot from 12 ft,98,57
337,3,0:00.0,,Offensive rebound by Team,98,57
338,4,11:40.0,J. Holiday misses 3-pt jump shot from 26 ft,,98,57
339,4,11:39.0,,Defensive rebound by T. Ross,98,57
340,4,11:32.0,,P. Patterson misses 3-pt jump shot from 25 ft,98,57
341,4,11:31.0,Defensive rebound by S. Livingston,,98,57
342,4,11:13.0,M. Speights misses 2-pt jump shot from 2 ft,,98,57
343,4,11:12.0,,Defensive rebound by J. Valančiūnas,98,57
344,4,11:04.0,,D. DeRozan makes 2-pt jump shot from 12 ft,98,59
345,4,10:41.0,J. Holiday misses 2-pt layup from 2 ft,,98,59
346,4,10:40.0,,Defensive rebound by D. DeRozan,98,59
347,4,10:32.0,,Turnover by D. DeRozan (bad pass),98,59
348,4,10:14.0,Offensive foul by M. Speights (drawn by J. Valančiūnas),,98,59
349,4,10:14.0,Turnover by M. Speights (offensive foul),,98,59
350,4,9:59.0,,P. Patterson makes 2-pt hook shot from 3 ft (assist by T. Ross),98,61
351,4,9:49.0,,Offensive charge foul by M. Speights (drawn by P. Patterson),98,61
352,4,9:49.0,Turnover by M. Speights (offensive foul),,98,61
353,4,9:35.0,,D. DeRozan makes 2-pt jump shot from 16 ft,98,63
354,4,9:13.0,M. Speights misses 2-pt jump shot from 19 ft,,98,63
355,4,9:12.0,,Defensive rebound by G. Vásquez,98,63
356,4,9:05.0,,T. Ross misses 3-pt jump shot from 25 ft,98,63
357,4,9:04.0,Defensive rebound by S. Livingston,,98,63
358,4,8:54.0,Turnover by S. Livingston (bad pass; steal by T. Ross),,98,63
359,4,8:50.0,,Shooting foul by S. Livingston (drawn by T. Ross),98,63
360,4,8:50.0,Official timeout,,98,63
361,4,8:50.0,,T. Ross misses free throw 1 of 2,98,63
362,4,8:50.0,,Offensive rebound by Team,98,63
363,4,8:50.0,,T. Ross makes free throw 2 of 2,98,64
364,4,8:35.0,D. Lee misses 2-pt jump shot from 15 ft,,98,64
365,4,8:34.0,,Defensive rebound by G. Vásquez,98,64
366,4,8:23.0,,J. Valančiūnas makes 2-pt hook shot from 7 ft,98,66
367,4,8:11.0,J. Holiday misses 3-pt jump shot from 23 ft,,98,66
368,4,8:10.0,,Defensive rebound by J. Valančiūnas,98,66
369,4,8:02.0,,G. Vásquez misses 3-pt jump shot from 26 ft,98,66
370,4,8:01.0,,Offensive rebound by J. Valančiūnas,98,66
371,4,7:59.0,,J. Valančiūnas makes 2-pt dunk at rim,98,68
372,4,7:40.0,L. Barbosa makes 2-pt layup from 2 ft (assist by J. Holiday),,100,68
373,4,7:31.0,,T. Ross misses 3-pt jump shot from 26 ft,100,68
374,4,7:30.0,Defensive rebound by J. Holiday,,100,68
375,4,7:06.0,L. Barbosa misses 3-pt jump shot from 26 ft,,100,68
376,4,7:06.0,Offensive rebound by Team,,100,68
377,4,7:06.0,Turnover by Team (shot clock),,100,68
378,4,7:06.0,B. Rush enters the game for J. Holiday,,100,68
379,4,7:06.0,,J. Johnson enters the game for T. Ross,100,68
380,4,7:06.0,,L. Williams enters the game for G. Vásquez,100,68
381,4,6:50.0,,Shooting foul by D. Lee (drawn by D. DeRozan),100,68
382,4,6:50.0,,D. DeRozan makes free throw 1 of 2,100,69
