,QUARTER,TIME_REMAINING,TORONTO_ACTION,DALLAS_ACTION,TORONTO_SCORE,DALLAS_SCORE
379,4,3:42.0,Defensive rebound by K. Lowry,,85,97
380,4,3:36.0,G. Vásquez makes 3-pt jump shot from 24 ft (assist by K. Lowry),,88,97
381,4,3:35.0,,Dallas full timeout,88,97
382,4,3:35.0,,D. Nowitzki enters the game for R. Jefferson,88,97
383,4,3:35.0,P. Patterson enters the game for J. Valančiūnas,,88,97
384,4,3:35.0,J. Johnson enters the game for G. Vásquez,,88,97
385,4,3:26.0,,Offensive foul by T. Chandler (drawn by D. DeRozan),88,97
386,4,3:26.0,,Turnover by T. Chandler (offensive foul),88,97
387,4,3:07.0,D. DeRozan misses 2-pt jump shot from 12 ft,,88,97
388,4,3:06.0,Offensive rebound by P. Patterson,,88,97
389,4,3:06.0,P. Patterson makes 2-pt layup at rim,,90,97
390,4,2:37.0,,M. Ellis misses 3-pt jump shot from 28 ft,90,97
391,4,2:36.0,,Offensive rebound by T. Chandler,90,97
392,4,2:23.0,,M. Ellis makes 2-pt layup from 2 ft,90,99
393,4,2:08.0,K. Lowry misses 3-pt jump shot from 25 ft,,90,99
394,4,2:06.0,,Defensive rebound by Team,90,99
395,4,1:52.0,,Turnover by M. Ellis (bad pass; steal by A. Johnson),90,99
396,4,1:44.0,K. Lowry misses 3-pt jump shot from 25 ft,,90,99
397,4,1:43.0,,Defensive rebound by Team,90,99
398,4,1:25.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,90,99
399,4,1:22.0,Defensive rebound by J. Johnson,,90,99
400,4,1:16.0,,Offensive charge foul by A. Johnson (drawn by T. Chandler),90,99
401,4,1:16.0,Turnover by A. Johnson (offensive foul),,90,99
402,4,1:15.0,,Personal take foul by J. Johnson (drawn by A. Aminu),90,99
403,4,0:51.0,,J. Barea misses 2-pt jump shot from 16 ft,90,99
404,4,0:51.0,,Offensive rebound by Team,90,99
405,4,0:51.0,,Turnover by Team (shot clock),90,99
406,4,0:51.0,Toronto full timeout,,90,99
407,4,0:51.0,,D. Harris enters the game for D. Nowitzki,90,99
408,4,0:51.0,,R. Jefferson enters the game for T. Chandler,90,99
409,4,0:46.0,D. DeRozan misses 2-pt jump shot from 5 ft,,90,99
410,4,0:45.0,,Defensive rebound by A. Aminu,90,99
411,4,0:24.0,,A. Aminu misses 2-pt jump shot from 6 ft (block by J. Johnson),90,99
412,4,0:23.0,Defensive rebound by A. Johnson,,90,99
413,4,0:12.0,D. DeRozan misses 2-pt jump shot from 9 ft,,90,99
414,4,0:11.0,Offensive rebound by A. Johnson,,90,99
415,4,0:10.0,A. Johnson makes 2-pt layup from 3 ft,,92,99
416,4,0:05.0,,Turnover by M. Ellis (lost ball; steal by J. Johnson),92,99
417,4,0:01.0,P. Patterson misses 3-pt jump shot from 23 ft,,92,99
418,4,0:00.0,,Defensive rebound by D. Harris,92,99
