,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
92,1,1:30.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by M. Williams),,30,25
93,1,1:14.0,,Turnover by T. Lawson (bad pass; steal by A. Wiggins),30,25
94,1,0:59.0,C. Budinger makes 3-pt jump shot from 25 ft (assist by G. Dieng),,33,25
95,1,0:44.0,,R. Foye misses 2-pt jump shot from 20 ft (block by A. Wiggins),33,25
96,1,0:42.0,,Offensive rebound by T. Lawson,33,25
97,1,0:36.0,,T. Lawson misses 2-pt layup from 2 ft,33,25
98,1,0:36.0,Defensive rebound by Team,,33,25
99,1,0:36.0,R. Hummel enters the game for A. Wiggins,,33,25
100,1,0:36.0,,J. Nelson enters the game for T. Lawson,33,25
101,1,0:26.0,A. Bennett makes 2-pt jump shot from 11 ft (assist by G. Dieng),,35,25
102,1,0:06.0,,Turnover by D. Arthur (lost ball),35,25
103,1,0:06.0,Z. LaVine enters the game for G. Dieng,,35,25
104,1,0:03.0,Personal foul by R. Foye (drawn by Z. LaVine),,35,25
105,1,0:03.0,G. Dieng enters the game for Z. LaVine,,35,25
106,1,0:02.0,A. Wiggins enters the game for R. Hummel,,35,25
107,1,0:01.0,A. Wiggins misses 2-pt jump shot from 7 ft,,35,25
108,1,0:00.0,Offensive rebound by A. Bennett,,35,25
109,1,0:00.0,A. Bennett makes 2-pt dunk at rim,,37,25
110,2,11:38.0,,J. Hickson misses 2-pt jump shot from 8 ft,37,25
111,2,11:37.0,Defensive rebound by A. Bennett,,37,25
112,2,11:25.0,R. Hummel misses 2-pt jump shot from 19 ft,,37,25
113,2,11:24.0,,Defensive rebound by D. Arthur,37,25
114,2,11:23.0,,Turnover by D. Arthur (lost ball),37,25
115,2,11:23.0,T. Young enters the game for G. Dieng,,37,25
116,2,11:08.0,A. Bennett makes 2-pt jump shot from 16 ft (assist by Z. LaVine),,39,25
117,2,11:01.0,,Offensive foul by J. Nelson (drawn by Z. LaVine),39,25
118,2,11:01.0,,Turnover by J. Nelson (offensive foul),39,25
119,2,10:51.0,Turnover by Z. LaVine (bad pass; steal by D. Arthur),,39,25
120,2,10:47.0,,D. Arthur makes 2-pt dunk at rim,39,27
121,2,10:22.0,Turnover by Z. LaVine (bad pass; steal by D. Arthur),,39,27
122,2,10:15.0,,D. Arthur makes 2-pt layup from 2 ft (assist by J. Nelson),39,29
123,2,10:15.0,Minnesota full timeout,,39,29
124,2,9:56.0,C. Budinger misses 2-pt jump shot from 3 ft (block by R. Foye),,39,29
125,2,9:56.0,Offensive rebound by Team,,39,29
126,2,9:50.0,T. Young makes 2-pt hook shot from 4 ft,,41,29
127,2,9:35.0,,R. Foye misses 2-pt jump shot from 22 ft,41,29
128,2,9:33.0,Defensive rebound by A. Bennett,,41,29
129,2,9:26.0,Z. LaVine misses 2-pt jump shot from 17 ft,,41,29
130,2,9:25.0,,Defensive rebound by J. Hickson,41,29
131,2,9:18.0,,J. Nelson makes 3-pt jump shot from 25 ft,41,32
132,2,8:55.0,R. Hummel makes 2-pt jump shot from 19 ft (assist by T. Young),,43,32
133,2,8:41.0,,J. Hickson makes 2-pt layup at rim (assist by J. Nelson),43,34
134,2,8:23.0,Shooting foul by D. Arthur (drawn by A. Bennett),,43,34
135,2,8:23.0,A. Bennett makes free throw 1 of 2,,44,34
136,2,8:23.0,A. Bennett misses free throw 2 of 2,,44,34
137,2,8:21.0,,Defensive rebound by J. Hickson,44,34
138,2,8:09.0,,A. Gee makes 2-pt layup from 1 ft (assist by J. Nelson),44,36
139,2,7:52.0,C. Budinger misses 3-pt jump shot from 24 ft (block by R. Foye),,44,36
140,2,7:50.0,,Defensive rebound by J. Hickson,44,36
141,2,7:41.0,,J. Nelson makes 2-pt jump shot from 18 ft,44,38
142,2,7:27.0,R. Hummel misses 2-pt jump shot from 3 ft,,44,38
143,2,7:25.0,,Defensive rebound by J. Hickson,44,38
144,2,7:19.0,,D. Arthur makes 2-pt jump shot from 21 ft (assist by R. Foye),44,40
145,2,7:12.0,Minnesota full timeout,,44,40
146,2,7:10.0,M. Williams enters the game for C. Budinger,,44,40
147,2,7:10.0,A. Wiggins enters the game for Z. LaVine,,44,40
148,2,6:53.0,R. Hummel makes 2-pt jump shot from 18 ft (assist by T. Young),,46,40
149,2,6:45.0,,J. Nelson misses 3-pt jump shot from 25 ft,46,40
150,2,6:42.0,,Offensive rebound by J. Hickson,46,40
151,2,6:42.0,,J. Hickson misses 2-pt dunk at rim,46,40
152,2,6:37.0,Defensive rebound by R. Hummel,,46,40
153,2,6:22.0,A. Bennett misses 2-pt jump shot from 16 ft,,46,40
154,2,6:21.0,,Defensive rebound by J. Hickson,46,40
155,2,6:11.0,,R. Foye misses 3-pt jump shot from 24 ft,46,40
156,2,6:10.0,Defensive rebound by A. Wiggins,,46,40
157,2,5:59.0,A. Wiggins makes 2-pt layup from 2 ft,,48,40
158,2,5:53.0,,Shooting foul by R. Hummel (drawn by A. Gee),48,40
159,2,5:53.0,Official timeout,,48,40
160,2,5:53.0,G. Dieng enters the game for A. Bennett,,48,40
161,2,5:53.0,,T. Lawson enters the game for J. Hickson,48,40
162,2,5:53.0,,A. Afflalo enters the game for D. Arthur,48,40
163,2,5:53.0,,J. Nurkić enters the game for R. Foye,48,40
164,2,5:53.0,,K. Faried enters the game for J. Nelson,48,40
165,2,5:53.0,,A. Gee makes free throw 1 of 2,48,41
166,2,5:53.0,,A. Gee makes free throw 2 of 2,48,42
167,2,5:38.0,Turnover by M. Williams (bad pass; steal by T. Lawson),,48,42
168,2,5:32.0,,A. Gee misses 2-pt layup from 2 ft,48,42
169,2,5:31.0,,Offensive rebound by J. Nurkić,48,42
170,2,5:24.0,,A. Gee makes 3-pt jump shot from 22 ft (assist by J. Nurkić),48,45
171,2,4:59.0,T. Young misses 2-pt jump shot from 20 ft,,48,45
172,2,4:58.0,,Defensive rebound by J. Nurkić,48,45
173,2,4:47.0,,T. Lawson makes 2-pt jump shot from 17 ft,48,47
174,2,4:47.0,,Shooting foul by M. Williams (drawn by T. Lawson),48,47
175,2,4:47.0,,W. Chandler enters the game for A. Gee,48,47
176,2,4:47.0,,T. Lawson makes free throw 1 of 1,48,48
177,2,4:23.0,T. Young makes 2-pt layup from 2 ft,,50,48
178,2,4:12.0,,J. Nurkić misses 2-pt hook shot from 4 ft,50,48
179,2,4:11.0,,Offensive rebound by K. Faried,50,48
180,2,4:05.0,,T. Lawson misses 3-pt jump shot from 26 ft,50,48
181,2,4:04.0,Defensive rebound by G. Dieng,,50,48
182,2,3:44.0,Turnover by A. Wiggins (bad pass; steal by T. Lawson),,50,48
183,2,3:39.0,,K. Faried makes 2-pt dunk at rim (assist by W. Chandler),50,50
184,2,3:13.0,Turnover by M. Williams (bad pass),,50,50
185,2,2:52.0,,A. Afflalo makes 3-pt jump shot from 24 ft (assist by W. Chandler),50,53
186,2,2:29.0,A. Wiggins misses 2-pt jump shot from 20 ft,,50,53
187,2,2:28.0,,Defensive rebound by J. Nurkić,50,53
188,2,2:22.0,,W. Chandler makes 2-pt jump shot from 16 ft (assist by T. Lawson),50,55
189,2,2:21.0,Minnesota full timeout,,50,55
190,2,2:09.0,Shooting foul by J. Nurkić (drawn by A. Wiggins),,50,55
191,2,2:09.0,A. Wiggins makes free throw 1 of 2,,51,55
192,2,2:09.0,,J. Hickson enters the game for J. Nurkić,51,55
193,2,2:09.0,A. Wiggins makes free throw 2 of 2,,52,55
194,2,1:56.0,,T. Lawson makes 2-pt jump shot from 18 ft,52,57
195,2,1:38.0,Personal foul by W. Chandler (drawn by A. Wiggins),,52,57
196,2,1:29.0,M. Williams misses 3-pt jump shot from 25 ft,,52,57
197,2,1:28.0,,Defensive rebound by K. Faried,52,57
198,2,1:12.0,,J. Hickson misses 2-pt layup from 2 ft,52,57
199,2,1:11.0,Defensive rebound by G. Dieng,,52,57
200,2,1:00.0,R. Hummel misses 3-pt jump shot from 23 ft,,52,57
201,2,0:58.0,Offensive rebound by T. Young,,52,57
202,2,0:58.0,T. Young makes 2-pt dunk at rim,,54,57
203,2,0:41.0,,J. Hickson makes 2-pt jump shot from 4 ft (assist by T. Lawson),54,59
204,2,0:20.0,T. Young makes 2-pt layup from 1 ft (assist by A. Wiggins),,56,59
205,2,0:00.0,,T. Lawson misses 2-pt jump shot from 19 ft,56,59
206,2,0:00.0,,Offensive rebound by Team,56,59
207,3,11:48.0,,W. Chandler misses 2-pt jump shot from 9 ft,56,59
208,3,11:46.0,Defensive rebound by R. Hummel,,56,59
209,3,11:25.0,T. Young makes 2-pt hook shot from 7 ft,,58,59
210,3,11:08.0,,Turnover by K. Faried (bad pass; steal by T. Young),58,59
211,3,11:03.0,T. Young misses 2-pt layup from 1 ft,,58,59
212,3,11:02.0,,Defensive rebound by A. Afflalo,58,59
213,3,10:57.0,,Personal foul by A. Wiggins (drawn by J. Nurkić),58,59
214,3,10:42.0,,J. Nurkić misses 2-pt hook shot from 5 ft,58,59
215,3,10:40.0,Defensive rebound by M. Williams,,58,59
216,3,10:21.0,M. Williams misses 3-pt jump shot from 26 ft,,58,59
217,3,10:20.0,,Defensive rebound by K. Faried,58,59
218,3,10:13.0,,A. Afflalo misses 3-pt jump shot from 25 ft,58,59
219,3,10:11.0,,Offensive rebound by A. Afflalo,58,59
220,3,9:56.0,,J. Nurkić misses 2-pt layup from 1 ft,58,59
221,3,9:53.0,,Offensive rebound by J. Nurkić,58,59
222,3,9:53.0,,J. Nurkić misses 2-pt layup at rim,58,59
223,3,9:51.0,Defensive rebound by R. Hummel,,58,59
224,3,9:40.0,R. Hummel misses 2-pt jump shot from 19 ft,,58,59
225,3,9:39.0,,Defensive rebound by A. Afflalo,58,59
226,3,9:33.0,,W. Chandler makes 2-pt layup from 1 ft (assist by A. Afflalo),58,61
227,3,9:16.0,Personal foul by J. Nurkić (drawn by G. Dieng),,58,61
228,3,9:16.0,,J. Hickson enters the game for J. Nurkić,58,61
229,3,9:08.0,G. Dieng misses 2-pt layup from 1 ft,,58,61
230,3,9:07.0,,Defensive rebound by K. Faried,58,61
231,3,8:58.0,,T. Lawson misses 2-pt jump shot from 16 ft,58,61
232,3,8:57.0,Defensive rebound by Team,,58,61
233,3,8:57.0,,Loose ball foul by J. Hickson (drawn by T. Young),58,61
234,3,8:39.0,Turnover by G. Dieng (3 sec),,58,61
235,3,8:25.0,,A. Afflalo misses 2-pt jump shot from 11 ft (block by A. Wiggins),58,61
236,3,8:23.0,,Offensive rebound by J. Hickson,58,61
237,3,8:23.0,,Shooting foul by G. Dieng (drawn by J. Hickson),58,61
238,3,8:23.0,,J. Hickson makes free throw 1 of 2,58,62
239,3,8:23.0,,J. Hickson makes free throw 2 of 2,58,63
240,3,8:14.0,Turnover by M. Williams (lost ball; steal by K. Faried),,58,63
241,3,8:12.0,,K. Faried makes 2-pt dunk at rim,58,65
242,3,8:12.0,Minnesota full timeout,,58,65
243,3,7:52.0,A. Wiggins makes 2-pt layup from 1 ft (assist by G. Dieng),,60,65
244,3,7:52.0,Shooting foul by A. Afflalo (drawn by A. Wiggins),,60,65
245,3,7:52.0,A. Wiggins makes free throw 1 of 1,,61,65
246,3,7:31.0,,W. Chandler makes 2-pt jump shot from 6 ft,61,67
247,3,7:05.0,R. Hummel misses 2-pt jump shot from 17 ft,,61,67
248,3,7:04.0,,Defensive rebound by A. Afflalo,61,67
249,3,6:58.0,,Shooting foul by G. Dieng (drawn by T. Lawson),61,67
250,3,6:58.0,,T. Lawson makes free throw 1 of 2,61,68
251,3,6:58.0,,T. Lawson makes free throw 2 of 2,61,69
252,3,6:36.0,T. Young makes 2-pt hook shot from 5 ft (assist by M. Williams),,63,69
253,3,6:25.0,,J. Hickson makes 2-pt layup from 1 ft (assist by T. Lawson),63,71
254,3,6:25.0,,Shooting foul by T. Young (drawn by J. Hickson),63,71
255,3,6:25.0,,J. Hickson makes free throw 1 of 1,63,72
256,3,6:05.0,Shooting foul by J. Hickson (drawn by R. Hummel),,63,72
257,3,6:05.0,R. Hummel makes free throw 1 of 2,,64,72
258,3,6:05.0,R. Hummel makes free throw 2 of 2,,65,72
259,3,6:00.0,,A. Afflalo misses 3-pt jump shot from 23 ft,65,72
260,3,5:58.0,Defensive rebound by T. Young,,65,72
261,3,5:42.0,Shooting foul by W. Chandler (drawn by G. Dieng),,65,72
262,3,5:42.0,G. Dieng makes free throw 1 of 2,,66,72
263,3,5:42.0,G. Dieng makes free throw 2 of 2,,67,72
264,3,5:36.0,,W. Chandler misses 3-pt jump shot from 23 ft,67,72
265,3,5:35.0,Defensive rebound by G. Dieng,,67,72
266,3,5:14.0,T. Young makes 2-pt layup from 1 ft,,69,72
267,3,4:58.0,,W. Chandler misses 3-pt jump shot from 25 ft,69,72
268,3,4:56.0,,Offensive rebound by T. Lawson,69,72
269,3,4:52.0,,T. Lawson makes 2-pt layup from 1 ft,69,74
270,3,4:29.0,Turnover by G. Dieng (bad pass; steal by K. Faried),,69,74
271,3,4:26.0,,Turnover by K. Faried (lost ball; steal by G. Dieng),69,74
272,3,4:21.0,A. Wiggins makes 2-pt layup from 2 ft (assist by T. Young),,71,74
273,3,4:09.0,,T. Lawson makes 3-pt jump shot from 25 ft,71,77
274,3,3:50.0,G. Dieng misses 2-pt jump shot from 18 ft,,71,77
275,3,3:49.0,,Defensive rebound by K. Faried,71,77
276,3,3:36.0,,Turnover by A. Afflalo (bad pass; steal by T. Young),71,77
277,3,3:23.0,R. Hummel makes 2-pt jump shot from 23 ft (assist by G. Dieng),,73,77
278,3,3:22.0,,Denver full timeout,73,77
279,3,3:22.0,Z. LaVine enters the game for M. Williams,,73,77
280,3,3:22.0,,D. Arthur enters the game for K. Faried,73,77
281,3,3:22.0,,J. Nelson enters the game for A. Afflalo,73,77
282,3,3:07.0,,D. Arthur misses 2-pt hook shot from 8 ft,73,77
283,3,3:06.0,Defensive rebound by T. Young,,73,77
284,3,2:43.0,R. Hummel misses 2-pt jump shot from 13 ft,,73,77
285,3,2:42.0,,Defensive rebound by T. Lawson,73,77
286,3,2:27.0,,J. Nelson misses 3-pt jump shot from 27 ft,73,77
287,3,2:26.0,,Offensive rebound by J. Hickson,73,77
288,3,2:23.0,,J. Hickson misses 2-pt jump shot from 4 ft (block by R. Hummel),73,77
289,3,2:21.0,Defensive rebound by T. Young,,73,77
290,3,2:09.0,Shooting foul by D. Arthur (drawn by G. Dieng),,73,77
291,3,2:09.0,G. Dieng makes free throw 1 of 2,,74,77
292,3,2:09.0,G. Dieng makes free throw 2 of 2,,75,77
293,3,1:55.0,,D. Arthur misses 3-pt jump shot from 23 ft,75,77
294,3,1:54.0,Defensive rebound by R. Hummel,,75,77
295,3,1:45.0,A. Wiggins makes 3-pt jump shot from 27 ft (assist by Z. LaVine),,78,77
296,3,1:33.0,,Shooting foul by Z. LaVine (drawn by T. Lawson),78,77
297,3,1:33.0,,T. Lawson misses free throw 1 of 2,78,77
298,3,1:33.0,,Offensive rebound by Team,78,77
299,3,1:33.0,C. Budinger enters the game for G. Dieng,,78,77
300,3,1:33.0,A. Bennett enters the game for R. Hummel,,78,77
301,3,1:33.0,,A. Gee enters the game for W. Chandler,78,77
302,3,1:33.0,,T. Lawson makes free throw 2 of 2,78,78
303,3,1:22.0,Turnover by A. Wiggins (lost ball; steal by D. Arthur),,78,78
304,3,1:17.0,,Turnover by D. Arthur (bad pass; steal by Z. LaVine),78,78
305,3,1:13.0,C. Budinger makes 2-pt layup from 2 ft (assist by A. Wiggins),,80,78
306,3,1:13.0,Shooting foul by A. Gee (drawn by C. Budinger),,80,78
307,3,1:13.0,C. Budinger makes free throw 1 of 1,,81,78
308,3,1:00.0,,J. Nelson makes 3-pt jump shot from 27 ft (assist by T. Lawson),81,81
309,3,0:46.0,T. Young makes 2-pt jump shot from 6 ft (assist by Z. LaVine),,83,81
310,3,0:41.0,,Turnover by J. Nelson (lost ball; steal by T. Young),83,81
311,3,0:37.0,Z. LaVine makes 2-pt dunk at rim,,85,81
312,3,0:22.0,,D. Arthur misses 3-pt jump shot from 25 ft,85,81
313,3,0:18.0,Defensive rebound by A. Wiggins,,85,81
314,3,0:09.0,T. Young misses 3-pt jump shot from 22 ft,,85,81
315,3,0:07.0,,Defensive rebound by J. Hickson,85,81
316,3,0:00.0,,J. Nelson makes 2-pt jump shot from 5 ft,85,83
317,4,11:44.0,A. Wiggins misses 2-pt jump shot from 20 ft,,85,83
318,4,11:43.0,Offensive rebound by Z. LaVine,,85,83
319,4,11:42.0,Turnover by Z. LaVine (lost ball),,85,83
320,4,11:19.0,,A. Afflalo misses 3-pt jump shot from 26 ft,85,83
321,4,11:19.0,Defensive rebound by Team,,85,83
322,4,11:19.0,R. Hummel enters the game for A. Wiggins,,85,83
323,4,10:53.0,T. Young makes 2-pt layup from 2 ft,,87,83
324,4,10:45.0,,Personal foul by Z. LaVine (drawn by J. Nelson),87,83
325,4,10:38.0,,J. Nelson makes 2-pt jump shot from 21 ft (assist by J. Hickson),87,85
326,4,10:21.0,Personal foul by A. Afflalo (drawn by A. Bennett),,87,85
327,4,10:13.0,T. Young misses 2-pt layup from 2 ft (block by D. Arthur),,87,85
328,4,10:11.0,,Defensive rebound by A. Gee,87,85
329,4,10:04.0,,D. Arthur misses 2-pt jump shot from 16 ft,87,85
330,4,10:01.0,Defensive rebound by R. Hummel,,87,85
331,4,9:55.0,Z. LaVine makes 2-pt dunk at rim,,89,85
332,4,9:37.0,,J. Nelson makes 2-pt layup from 1 ft,89,87
333,4,9:09.0,Z. LaVine makes 3-pt jump shot from 26 ft,,92,87
334,4,8:55.0,,Shooting foul by R. Hummel (drawn by A. Afflalo),92,87
335,4,8:55.0,Official timeout,,92,87
336,4,8:55.0,,K. Faried enters the game for D. Arthur,92,87
337,4,8:55.0,G. Dieng enters the game for T. Young,,92,87
338,4,8:55.0,,A. Afflalo makes free throw 1 of 2,92,88
339,4,8:55.0,,A. Afflalo makes free throw 2 of 2,92,89
340,4,8:43.0,Turnover by G. Dieng (3 sec),,92,89
341,4,8:32.0,,Personal foul by Z. LaVine (drawn by J. Nelson),92,89
342,4,8:32.0,A. Wiggins enters the game for Z. LaVine,,92,89
343,4,8:32.0,M. Williams enters the game for C. Budinger,,92,89
344,4,8:25.0,,J. Nelson misses 3-pt jump shot from 24 ft,92,89
345,4,8:23.0,Defensive rebound by A. Wiggins,,92,89
346,4,8:08.0,A. Wiggins misses 2-pt jump shot from 5 ft,,92,89
347,4,8:07.0,,Defensive rebound by A. Afflalo,92,89
348,4,8:01.0,,A. Afflalo makes 3-pt jump shot from 23 ft (assist by J. Nelson),92,92
349,4,7:43.0,Turnover by R. Hummel (bad pass; steal by A. Afflalo),,92,92
350,4,7:36.0,,Turnover by A. Afflalo (lost ball),92,92
351,4,7:23.0,M. Williams misses 3-pt jump shot from 24 ft,,92,92
352,4,7:22.0,,Defensive rebound by Team,92,92
353,4,7:14.0,,W. Chandler enters the game for J. Hickson,92,92
354,4,7:07.0,,W. Chandler misses 2-pt jump shot from 15 ft,92,92
355,4,7:05.0,Defensive rebound by R. Hummel,,92,92
356,4,6:51.0,A. Bennett misses 2-pt jump shot from 21 ft,,92,92
357,4,6:49.0,Offensive rebound by G. Dieng,,92,92
358,4,6:45.0,G. Dieng misses 2-pt jump shot from 20 ft,,92,92
359,4,6:44.0,,Defensive rebound by K. Faried,92,92
360,4,6:43.0,,Personal foul by A. Bennett (drawn by K. Faried),92,92
361,4,6:43.0,T. Young enters the game for A. Bennett,,92,92
362,4,6:35.0,,Personal foul by G. Dieng (drawn by A. Gee),92,92
363,4,6:35.0,,A. Gee makes free throw 1 of 2,92,93
364,4,6:35.0,,A. Gee misses free throw 2 of 2,92,93
365,4,6:33.0,Defensive rebound by G. Dieng,,92,93
366,4,6:09.0,A. Wiggins misses 2-pt jump shot from 15 ft,,92,93
367,4,6:07.0,Offensive rebound by R. Hummel,,92,93
368,4,6:07.0,R. Hummel makes 2-pt tip-in at rim,,94,93
369,4,5:55.0,,J. Nelson makes 2-pt layup from 2 ft,94,95
370,4,5:27.0,T. Young misses 2-pt jump shot from 6 ft,,94,95
371,4,5:25.0,Offensive rebound by R. Hummel,,94,95
372,4,5:25.0,R. Hummel makes 2-pt tip-in at rim,,96,95
373,4,5:11.0,,A. Gee misses 3-pt jump shot from 23 ft,96,95
374,4,5:10.0,Defensive rebound by T. Young,,96,95
375,4,5:08.0,Shooting foul by W. Chandler (drawn by T. Young),,96,95
376,4,5:08.0,,Denver full timeout,96,95
377,4,5:08.0,,T. Lawson enters the game for A. Gee,96,95
378,4,5:08.0,T. Young makes free throw 1 of 2,,97,95
379,4,5:08.0,T. Young makes free throw 2 of 2,,98,95
380,4,4:49.0,,A. Afflalo misses 2-pt jump shot from 19 ft,98,95
381,4,4:48.0,Defensive rebound by G. Dieng,,98,95
382,4,4:31.0,G. Dieng makes 2-pt jump shot from 17 ft (assist by A. Wiggins),,100,95
