,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,DETROIT_ACTION,BROOKLYN_SCORE,DETROIT_SCORE
63,1,4:29.0,J. Johnson makes 2-pt layup at rim,,20,15
64,1,4:24.0,,Detroit full timeout,20,15
65,1,4:24.0,,J. Smith enters the game for A. Drummond,20,15
66,1,4:15.0,,Shooting foul by A. Anderson (drawn by G. Monroe),20,15
67,1,4:15.0,,G. Monroe makes free throw 1 of 2,20,16
68,1,4:15.0,B. Bogdanović enters the game for A. Anderson,,20,16
69,1,4:15.0,,G. Monroe makes free throw 2 of 2,20,17
70,1,4:04.0,M. Teletović makes 3-pt jump shot from 22 ft (assist by J. Johnson),,23,17
71,1,3:38.0,,J. Smith misses 2-pt jump shot from 5 ft,23,17
72,1,3:37.0,,Offensive rebound by J. Smith,23,17
73,1,3:36.0,,J. Smith misses 2-pt layup at rim,23,17
74,1,3:35.0,,Offensive rebound by G. Monroe,23,17
75,1,3:34.0,,G. Monroe makes 2-pt layup from 1 ft,23,19
76,1,3:17.0,M. Teletović misses 3-pt jump shot from 26 ft,,23,19
77,1,3:16.0,,Defensive rebound by G. Monroe,23,19
78,1,3:09.0,,Shooting foul by B. Bogdanović (drawn by B. Jennings),23,19
79,1,3:09.0,,B. Jennings makes free throw 1 of 2,23,20
80,1,3:09.0,J. Jack enters the game for D. Williams,,23,20
81,1,3:09.0,,B. Jennings makes free throw 2 of 2,23,21
82,1,2:55.0,J. Johnson makes 2-pt jump shot from 6 ft,,25,21
83,1,2:43.0,,Turnover by K. Caldwell-Pope (bad pass),25,21
84,1,2:26.0,M. Plumlee makes 2-pt hook shot from 3 ft (assist by J. Jack),,27,21
85,1,2:06.0,,Shooting foul by M. Plumlee (drawn by B. Jennings),27,21
86,1,2:06.0,,B. Jennings makes free throw 1 of 2,27,22
87,1,2:06.0,J. Jordan enters the game for M. Plumlee,,27,22
88,1,2:06.0,,B. Jennings makes free throw 2 of 2,27,23
89,1,1:47.0,J. Jack misses 2-pt jump shot from 18 ft,,27,23
90,1,1:46.0,Offensive rebound by J. Jordan,,27,23
91,1,1:35.0,Turnover by J. Jack (lost ball; steal by B. Jennings),,27,23
92,1,1:30.0,,B. Jennings makes 2-pt dunk at rim (assist by J. Smith),27,25
93,1,1:14.0,,C. Butler enters the game for K. Singler,27,25
94,1,1:14.0,,D. Augustin enters the game for B. Jennings,27,25
95,1,1:07.0,J. Johnson makes 3-pt jump shot from 29 ft,,30,25
96,1,0:47.0,,G. Monroe misses 2-pt jump shot from 5 ft,30,25
97,1,0:45.0,Defensive rebound by J. Jordan,,30,25
98,1,0:41.0,Personal foul by D. Augustin (drawn by J. Jack),,30,25
99,1,0:28.0,Def 3 sec tech foul by J. Smith,,30,25
100,1,0:28.0,J. Johnson makes technical free throw,,31,25
101,1,0:19.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,31,25
102,1,0:18.0,Offensive rebound by J. Jordan,,31,25
103,1,0:01.0,Shooting foul by J. Smith (drawn by M. Teletović),,31,25
104,1,0:01.0,M. Teletović makes free throw 1 of 2,,32,25
105,1,0:01.0,S. Karasev enters the game for J. Johnson,,32,25
106,1,0:01.0,M. Teletović makes free throw 2 of 2,,33,25
107,1,0:01.0,,K. Caldwell-Pope misses 3-pt jump shot from 54 ft,33,25
108,1,0:00.0,,Offensive rebound by Team,33,25
109,2,11:47.0,Shooting foul by A. Drummond (drawn by K. Garnett),,33,25
110,2,11:47.0,K. Garnett makes free throw 1 of 2,,34,25
111,2,11:47.0,K. Garnett makes free throw 2 of 2,,35,25
112,2,11:27.0,,J. Smith misses 2-pt hook shot from 6 ft,35,25
113,2,11:25.0,Defensive rebound by K. Garnett,,35,25
114,2,11:19.0,D. Williams misses 2-pt jump shot from 20 ft,,35,25
115,2,11:18.0,Offensive rebound by K. Garnett,,35,25
116,2,11:07.0,Personal foul by K. Singler (drawn by M. Teletović),,35,25
117,2,10:52.0,D. Williams misses 2-pt jump shot from 16 ft,,35,25
118,2,10:51.0,,Defensive rebound by C. Butler,35,25
119,2,10:41.0,,J. Smith makes 2-pt layup from 1 ft (assist by C. Butler),35,27
120,2,10:21.0,D. Williams misses 2-pt jump shot from 3 ft,,35,27
121,2,10:20.0,,Defensive rebound by A. Drummond,35,27
122,2,10:18.0,,Shooting foul by B. Bogdanović (drawn by D. Augustin),35,27
123,2,10:18.0,,D. Augustin makes free throw 1 of 2,35,28
124,2,10:18.0,A. Kirilenko enters the game for B. Bogdanović,,35,28
125,2,10:18.0,,D. Augustin makes free throw 2 of 2,35,29
126,2,9:59.0,J. Jack misses 3-pt jump shot from 23 ft,,35,29
127,2,9:58.0,,Defensive rebound by J. Smith,35,29
128,2,9:54.0,Violation by D. Williams (kicked ball),,35,29
129,2,9:47.0,,A. Drummond misses 2-pt layup at rim (block by K. Garnett),35,29
130,2,9:46.0,,Offensive rebound by A. Drummond,35,29
131,2,9:45.0,,A. Drummond makes 2-pt layup from 1 ft,35,31
132,2,9:30.0,D. Williams makes 2-pt jump shot from 4 ft,,37,31
133,2,9:06.0,,J. Smith misses 2-pt layup at rim,37,31
134,2,9:05.0,Defensive rebound by A. Kirilenko,,37,31
135,2,8:54.0,D. Williams makes 2-pt jump shot from 14 ft,,39,31
136,2,8:35.0,,C. Butler misses 3-pt jump shot from 25 ft,39,31
137,2,8:34.0,Defensive rebound by M. Teletović,,39,31
138,2,8:25.0,D. Williams makes 2-pt jump shot from 17 ft,,41,31
139,2,8:19.0,,Detroit full timeout,41,31
140,2,8:19.0,,B. Jennings enters the game for K. Singler,41,31
141,2,8:08.0,,C. Butler misses 3-pt jump shot from 23 ft,41,31
142,2,8:07.0,Defensive rebound by K. Garnett,,41,31
143,2,7:57.0,M. Teletović makes 2-pt layup at rim,,43,31
144,2,7:36.0,,J. Smith misses 2-pt jump shot from 20 ft,43,31
145,2,7:35.0,Defensive rebound by K. Garnett,,43,31
146,2,7:20.0,K. Garnett makes 2-pt layup at rim (assist by J. Jack),,45,31
147,2,7:06.0,,D. Augustin makes 2-pt jump shot from 17 ft,45,33
148,2,6:50.0,D. Williams misses 2-pt jump shot from 17 ft,,45,33
149,2,6:48.0,,Defensive rebound by A. Drummond,45,33
150,2,6:36.0,,J. Smith makes 2-pt layup at rim (assist by D. Augustin),45,35
151,2,6:20.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by J. Jack),,47,35
152,2,6:09.0,,Shooting foul by J. Jack (drawn by D. Augustin),47,35
153,2,6:09.0,,D. Augustin makes free throw 1 of 2,47,36
154,2,6:09.0,J. Johnson enters the game for J. Jack,,47,36
155,2,6:09.0,,G. Monroe enters the game for A. Drummond,47,36
156,2,6:09.0,,K. Singler enters the game for B. Jennings,47,36
157,2,6:09.0,,D. Augustin makes free throw 2 of 2,47,37
158,2,5:57.0,D. Williams misses 3-pt jump shot from 23 ft,,47,37
159,2,5:55.0,,Defensive rebound by G. Monroe,47,37
160,2,5:46.0,Violation by D. Williams (kicked ball),,47,37
161,2,5:46.0,Official timeout,,47,37
162,2,5:46.0,M. Plumlee enters the game for K. Garnett,,47,37
163,2,5:28.0,,K. Singler misses 2-pt jump shot from 21 ft,47,37
164,2,5:27.0,Defensive rebound by M. Teletović,,47,37
165,2,5:07.0,M. Teletović misses 3-pt jump shot from 27 ft,,47,37
166,2,5:06.0,,Defensive rebound by G. Monroe,47,37
167,2,4:54.0,,Shooting foul by M. Teletović (drawn by J. Smith),47,37
168,2,4:54.0,,J. Smith misses free throw 1 of 2,47,37
169,2,4:54.0,,Offensive rebound by Team,47,37
170,2,4:54.0,,B. Jennings enters the game for D. Augustin,47,37
171,2,4:54.0,,K. Caldwell-Pope enters the game for C. Butler,47,37
172,2,4:54.0,,J. Smith misses free throw 2 of 2,47,37
173,2,4:53.0,,Offensive rebound by G. Monroe,47,37
174,2,4:51.0,,G. Monroe makes 2-pt layup at rim,47,39
175,2,4:37.0,M. Teletović makes 2-pt layup from 1 ft (assist by D. Williams),,49,39
176,2,4:18.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),49,41
177,2,4:04.0,A. Kirilenko misses 2-pt jump shot from 4 ft,,49,41
178,2,4:03.0,,Defensive rebound by K. Singler,49,41
179,2,3:58.0,,J. Smith misses 2-pt layup at rim,49,41
180,2,3:56.0,Defensive rebound by J. Johnson,,49,41
181,2,3:47.0,J. Johnson misses 2-pt jump shot from 3 ft,,49,41
182,2,3:46.0,Offensive rebound by M. Plumlee,,49,41
183,2,3:45.0,Turnover by M. Plumlee (lost ball; steal by K. Caldwell-Pope),,49,41
184,2,3:25.0,,K. Singler makes 3-pt jump shot from 26 ft (assist by G. Monroe),49,44
185,2,3:07.0,J. Johnson misses 3-pt jump shot from 23 ft,,49,44
186,2,3:06.0,,Defensive rebound by K. Caldwell-Pope,49,44
187,2,3:02.0,,G. Monroe makes 2-pt dunk at rim (assist by J. Smith),49,46
188,2,3:02.0,Brooklyn full timeout,,49,46
189,2,3:02.0,A. Anderson enters the game for M. Plumlee,,49,46
190,2,3:02.0,J. Jordan enters the game for M. Teletović,,49,46
191,2,3:02.0,K. Garnett enters the game for A. Kirilenko,,49,46
192,2,2:40.0,K. Garnett makes 2-pt jump shot from 17 ft (assist by A. Anderson),,51,46
193,2,2:12.0,,G. Monroe misses 2-pt layup at rim,51,46
194,2,2:11.0,Defensive rebound by K. Garnett,,51,46
195,2,2:05.0,A. Anderson makes 3-pt jump shot from 26 ft (assist by J. Johnson),,54,46
196,2,1:49.0,,B. Jennings misses 2-pt layup at rim,54,46
197,2,1:48.0,,Offensive rebound by G. Monroe,54,46
198,2,1:47.0,,G. Monroe misses 2-pt tip-in at rim,54,46
199,2,1:47.0,Defensive rebound by J. Johnson,,54,46
200,2,1:41.0,J. Johnson makes 3-pt jump shot from 28 ft,,57,46
201,2,1:19.0,,Turnover by J. Smith (bad pass),57,46
202,2,1:13.0,Offensive foul by K. Garnett (drawn by K. Caldwell-Pope),,57,46
203,2,1:13.0,Turnover by K. Garnett (offensive foul),,57,46
204,2,0:51.0,,J. Smith misses 3-pt jump shot from 24 ft,57,46
205,2,0:49.0,Defensive rebound by A. Anderson,,57,46
206,2,0:31.0,J. Johnson makes 2-pt jump shot from 6 ft,,59,46
207,2,0:20.0,,Shooting foul by K. Garnett (drawn by J. Smith),59,46
208,2,0:20.0,,J. Smith makes free throw 1 of 2,59,47
209,2,0:20.0,,J. Smith misses free throw 2 of 2,59,47
210,2,0:20.0,Defensive rebound by K. Garnett,,59,47
211,2,0:14.0,Brooklyn full timeout,,59,47
212,2,0:14.0,M. Teletović enters the game for J. Jordan,,59,47
213,2,0:05.0,K. Garnett misses 2-pt jump shot from 20 ft,,59,47
214,2,0:04.0,,Defensive rebound by K. Singler,59,47
215,2,0:01.0,,K. Singler misses 3-pt jump shot from 41 ft,59,47
216,2,0:00.0,,Offensive rebound by Team,59,47
217,3,11:42.0,J. Johnson misses 2-pt jump shot from 3 ft,,59,47
218,3,11:41.0,Offensive rebound by J. Johnson,,59,47
219,3,11:39.0,J. Johnson makes 2-pt tip-in at rim,,61,47
220,3,11:19.0,,J. Smith makes 2-pt layup at rim (assist by B. Jennings),61,49
221,3,11:00.0,Shooting foul by A. Drummond (drawn by M. Plumlee),,61,49
222,3,11:00.0,M. Plumlee makes free throw 1 of 2,,62,49
223,3,11:00.0,M. Plumlee makes free throw 2 of 2,,63,49
224,3,10:37.0,,A. Drummond makes 2-pt layup at rim,63,51
225,3,10:21.0,K. Garnett misses 2-pt jump shot from 19 ft,,63,51
226,3,10:20.0,Offensive rebound by M. Plumlee,,63,51
227,3,10:08.0,B. Bogdanović makes 2-pt jump shot from 20 ft (assist by D. Williams),,65,51
228,3,9:55.0,,B. Jennings makes 2-pt jump shot from 4 ft,65,53
229,3,9:46.0,D. Williams misses 2-pt jump shot from 9 ft,,65,53
230,3,9:45.0,Offensive rebound by Team,,65,53
231,3,9:39.0,D. Williams misses 3-pt jump shot from 27 ft,,65,53
232,3,9:38.0,,Defensive rebound by A. Drummond,65,53
233,3,9:16.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by B. Jennings),65,55
234,3,9:04.0,Personal foul by K. Caldwell-Pope (drawn by J. Johnson),,65,55
235,3,8:54.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,65,55
236,3,8:53.0,,Defensive rebound by K. Caldwell-Pope,65,55
237,3,8:45.0,,Turnover by B. Jennings (bad pass; steal by M. Plumlee),65,55
238,3,8:32.0,M. Plumlee misses 2-pt layup at rim (block by A. Drummond),,65,55
239,3,8:31.0,Offensive rebound by M. Plumlee,,65,55
240,3,8:30.0,M. Plumlee makes 2-pt layup from 1 ft,,67,55
241,3,8:30.0,Violation by Team (delay of game),,67,55
242,3,8:11.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,67,55
243,3,8:10.0,,Offensive rebound by A. Drummond,67,55
244,3,8:10.0,,Shooting foul by J. Johnson (drawn by A. Drummond),67,55
245,3,8:10.0,,A. Drummond makes free throw 1 of 2,67,56
246,3,8:10.0,,A. Drummond misses free throw 2 of 2,67,56
247,3,8:09.0,Defensive rebound by K. Garnett,,67,56
248,3,7:45.0,J. Johnson misses 3-pt jump shot from 25 ft,,67,56
249,3,7:44.0,,Defensive rebound by K. Singler,67,56
250,3,7:34.0,,A. Drummond makes 2-pt layup at rim (assist by B. Jennings),67,58
251,3,7:34.0,,Shooting foul by M. Plumlee (drawn by A. Drummond),67,58
252,3,7:34.0,,G. Monroe enters the game for J. Smith,67,58
253,3,7:34.0,J. Jordan enters the game for M. Plumlee,,67,58
254,3,7:34.0,,A. Drummond makes free throw 1 of 1,67,59
255,3,7:23.0,Personal foul by B. Jennings (drawn by D. Williams),,67,59
256,3,7:13.0,J. Jordan makes 2-pt layup at rim (assist by D. Williams),,69,59
257,3,7:01.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by G. Monroe),69,61
258,3,7:01.0,,Shooting foul by J. Jordan (drawn by A. Drummond),69,61
259,3,7:01.0,,A. Drummond misses free throw 1 of 1,69,61
260,3,7:00.0,Defensive rebound by K. Garnett,,69,61
261,3,6:40.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,69,61
262,3,6:40.0,Offensive rebound by J. Jordan,,69,61
263,3,6:40.0,Personal foul by A. Drummond (drawn by J. Jordan),,69,61
264,3,6:40.0,,J. Smith enters the game for A. Drummond,69,61
265,3,6:29.0,K. Garnett makes 2-pt jump shot from 20 ft (assist by J. Johnson),,71,61
266,3,6:11.0,,B. Jennings makes 2-pt layup at rim (assist by G. Monroe),71,63
267,3,5:53.0,Shooting foul by K. Singler (drawn by K. Garnett),,71,63
268,3,5:53.0,,Detroit full timeout,71,63
269,3,5:53.0,K. Garnett makes free throw 1 of 2,,72,63
270,3,5:53.0,K. Garnett makes free throw 2 of 2,,73,63
271,3,5:43.0,,Def 3 sec tech foul by K. Garnett,73,63
272,3,5:43.0,,B. Jennings misses technical free throw,73,63
273,3,5:43.0,,Offensive rebound by Team,73,63
274,3,5:31.0,,B. Jennings misses 2-pt jump shot from 7 ft,73,63
275,3,5:30.0,,Offensive rebound by J. Smith,73,63
276,3,5:25.0,,G. Monroe makes 2-pt layup at rim,73,65
277,3,4:58.0,K. Garnett makes 2-pt hook shot from 5 ft,,75,65
278,3,4:37.0,,G. Monroe misses 2-pt hook shot from 5 ft,75,65
279,3,4:35.0,Defensive rebound by K. Garnett,,75,65
280,3,4:26.0,J. Johnson misses 2-pt jump shot from 12 ft,,75,65
281,3,4:24.0,,Defensive rebound by G. Monroe,75,65
282,3,4:17.0,,B. Jennings misses 3-pt jump shot from 26 ft,75,65
283,3,4:16.0,Defensive rebound by Team,,75,65
284,3,4:14.0,Brooklyn full timeout,,75,65
285,3,4:14.0,M. Teletović enters the game for K. Garnett,,75,65
286,3,4:01.0,J. Jordan makes 2-pt layup from 1 ft (assist by D. Williams),,77,65
287,3,3:40.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,77,65
288,3,3:39.0,,Offensive rebound by G. Monroe,77,65
289,3,3:32.0,,G. Monroe makes 2-pt layup at rim (assist by B. Jennings),77,67
290,3,3:32.0,,Shooting foul by M. Teletović (drawn by G. Monroe),77,67
291,3,3:32.0,,G. Monroe makes free throw 1 of 1,77,68
292,3,3:20.0,D. Williams makes 2-pt jump shot from 18 ft,,79,68
293,3,2:57.0,,J. Smith misses 2-pt layup from 1 ft (block by J. Jordan),79,68
294,3,2:55.0,Defensive rebound by B. Bogdanović,,79,68
295,3,2:44.0,Turnover by J. Jordan (lost ball; steal by G. Monroe),,79,68
296,3,2:39.0,,K. Caldwell-Pope makes 2-pt dunk at rim (assist by J. Smith),79,70
297,3,2:24.0,D. Williams misses 2-pt jump shot from 7 ft,,79,70
298,3,2:22.0,Offensive rebound by J. Jordan,,79,70
299,3,2:22.0,J. Jordan makes 2-pt tip-in at rim,,81,70
300,3,1:57.0,,J. Smith makes 2-pt hook shot from 4 ft (assist by B. Jennings),81,72
301,3,1:39.0,J. Johnson misses 3-pt jump shot from 26 ft,,81,72
302,3,1:38.0,,Defensive rebound by J. Smith,81,72
303,3,1:29.0,,B. Jennings misses 2-pt jump shot from 6 ft (block by D. Williams),81,72
304,3,1:27.0,Defensive rebound by B. Bogdanović,,81,72
305,3,1:16.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,81,72
306,3,1:15.0,,Defensive rebound by G. Monroe,81,72
307,3,1:10.0,,K. Singler makes 2-pt layup at rim (assist by B. Jennings),81,74
308,3,1:10.0,Brooklyn full timeout,,81,74
309,3,1:10.0,J. Jack enters the game for D. Williams,,81,74
310,3,0:50.0,Turnover by B. Bogdanović (bad pass),,81,74
311,3,0:35.0,,Shooting foul by J. Jack (drawn by G. Monroe),81,74
312,3,0:35.0,,G. Monroe misses free throw 1 of 2,81,74
313,3,0:35.0,,Offensive rebound by Team,81,74
314,3,0:35.0,M. Plumlee enters the game for J. Jordan,,81,74
315,3,0:35.0,A. Anderson enters the game for B. Bogdanović,,81,74
316,3,0:35.0,,G. Monroe makes free throw 2 of 2,81,75
317,3,0:16.0,J. Johnson misses 2-pt jump shot from 15 ft,,81,75
318,3,0:14.0,,Defensive rebound by J. Smith,81,75
319,3,0:01.0,,Turnover by B. Jennings (lost ball),81,75
320,3,0:01.0,M. Plumlee misses 3-pt jump shot from 49 ft,,81,75
321,3,0:00.0,Offensive rebound by Team,,81,75
322,4,11:46.0,,C. Butler makes 2-pt jump shot from 17 ft (assist by J. Smith),81,77
323,4,11:30.0,A. Anderson misses 2-pt jump shot from 13 ft,,81,77
324,4,11:29.0,,Defensive rebound by J. Smith,81,77
325,4,11:07.0,,G. Monroe misses 2-pt hook shot from 5 ft,81,77
326,4,11:04.0,Defensive rebound by K. Garnett,,81,77
327,4,10:59.0,Personal foul by K. Caldwell-Pope (drawn by M. Plumlee),,81,77
328,4,10:53.0,J. Jack makes 2-pt jump shot from 15 ft,,83,77
329,4,10:36.0,Violation by M. Plumlee (def goaltending),,83,77
330,4,10:36.0,,G. Monroe makes 2-pt layup at rim (assist by C. Butler),83,79
331,4,10:16.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,83,79
332,4,10:15.0,,Defensive rebound by J. Smith,83,79
333,4,10:04.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by D. Augustin),83,81
334,4,9:48.0,K. Garnett misses 2-pt jump shot from 5 ft,,83,81
335,4,9:46.0,Offensive rebound by M. Plumlee,,83,81
336,4,9:31.0,Offensive foul by K. Garnett (drawn by D. Augustin),,83,81
337,4,9:31.0,Turnover by K. Garnett (offensive foul),,83,81
338,4,9:13.0,,D. Augustin misses 3-pt jump shot from 25 ft,83,81
339,4,9:12.0,Defensive rebound by K. Garnett,,83,81
340,4,9:04.0,Turnover by K. Garnett (traveling),,83,81
341,4,9:04.0,D. Williams enters the game for B. Bogdanović,,83,81
342,4,8:49.0,,Shooting foul by A. Anderson (drawn by C. Butler),83,81
343,4,8:49.0,Official timeout,,83,81
344,4,8:49.0,J. Johnson enters the game for M. Plumlee,,83,81
345,4,8:49.0,M. Teletović enters the game for A. Anderson,,83,81
346,4,8:49.0,,A. Drummond enters the game for G. Monroe,83,81
347,4,8:49.0,,C. Butler makes free throw 1 of 3,83,82
348,4,8:49.0,,C. Butler makes free throw 2 of 3,83,83
349,4,8:49.0,,C. Butler makes free throw 3 of 3,83,84
350,4,8:38.0,D. Williams misses 2-pt jump shot from 21 ft,,83,84
351,4,8:38.0,Offensive rebound by Team,,83,84
352,4,8:38.0,Personal foul by A. Drummond (drawn by K. Garnett),,83,84
353,4,8:31.0,J. Jack misses 3-pt jump shot from 27 ft,,83,84
354,4,8:29.0,,Defensive rebound by J. Smith,83,84
355,4,8:10.0,,Turnover by K. Caldwell-Pope (bad pass; steal by K. Garnett),83,84
356,4,7:52.0,D. Williams misses 3-pt jump shot from 26 ft,,83,84
357,4,7:51.0,,Defensive rebound by D. Augustin,83,84
358,4,7:39.0,,C. Butler misses 2-pt jump shot from 16 ft,83,84
359,4,7:38.0,Defensive rebound by J. Johnson,,83,84
360,4,7:27.0,J. Johnson makes 2-pt layup at rim,,85,84
361,4,7:13.0,,D. Augustin misses 2-pt jump shot from 14 ft,85,84
362,4,7:11.0,Defensive rebound by D. Williams,,85,84
363,4,7:04.0,J. Johnson makes 3-pt jump shot from 26 ft (assist by D. Williams),,88,84
364,4,7:03.0,,Detroit full timeout,88,84
365,4,6:55.0,,Turnover by K. Caldwell-Pope (step out of bounds),88,84
366,4,6:41.0,J. Johnson makes 2-pt jump shot from 20 ft,,90,84
367,4,6:30.0,,Personal foul by D. Williams (drawn by J. Smith),90,84
368,4,6:30.0,,B. Jennings enters the game for D. Augustin,90,84
369,4,6:17.0,,K. Caldwell-Pope makes 2-pt jump shot from 17 ft (assist by J. Smith),90,86
370,4,6:03.0,Personal foul by C. Butler (drawn by J. Johnson),,90,86
371,4,6:03.0,,G. Monroe enters the game for A. Drummond,90,86
372,4,5:53.0,J. Johnson makes 2-pt jump shot from 13 ft,,92,86
373,4,5:35.0,,J. Smith misses 2-pt jump shot from 17 ft,92,86
374,4,5:34.0,Defensive rebound by J. Johnson,,92,86
375,4,5:17.0,J. Johnson misses 3-pt jump shot from 26 ft,,92,86
376,4,5:16.0,Offensive rebound by M. Teletović,,92,86
377,4,4:58.0,K. Garnett misses 2-pt layup at rim (block by J. Smith),,92,86
378,4,4:57.0,,Defensive rebound by G. Monroe,92,86
379,4,4:47.0,,B. Jennings misses 3-pt jump shot from 26 ft,92,86
380,4,4:45.0,Defensive rebound by M. Teletović,,92,86
381,4,4:40.0,Brooklyn full timeout,,92,86
382,4,4:40.0,,D. Augustin enters the game for C. Butler,92,86
383,4,4:32.0,D. Williams makes 2-pt layup from 1 ft,,94,86
384,4,4:15.0,,D. Augustin misses 3-pt jump shot from 26 ft,94,86
385,4,4:14.0,Defensive rebound by K. Garnett,,94,86
386,4,3:55.0,J. Johnson makes 2-pt jump shot from 10 ft,,96,86
387,4,3:32.0,,D. Augustin misses 2-pt jump shot from 5 ft,96,86
