,QUARTER,TIME_REMAINING,DALLAS_ACTION,CHARLOTTE_ACTION,DALLAS_SCORE,CHARLOTTE_SCORE
382,4,2:54.0,J. Crowder misses 3-pt jump shot from 25 ft,,102,73
383,4,2:52.0,,Defensive rebound by N. Vonleh,102,73
384,4,2:43.0,,Shooting foul by G. Smith (drawn by N. Vonleh),102,73
385,4,2:43.0,Dallas full timeout,,102,73
386,4,2:43.0,,N. Vonleh makes free throw 1 of 2,102,74
387,4,2:43.0,,N. Vonleh misses free throw 2 of 2,102,74
388,4,2:41.0,Defensive rebound by C. Villanueva,,102,74
389,4,2:24.0,C. Villanueva misses 2-pt hook shot from 8 ft,,102,74
390,4,2:23.0,,Defensive rebound by N. Vonleh,102,74
391,4,2:01.0,,N. Vonleh misses 2-pt jump shot from 15 ft,102,74
392,4,1:59.0,Defensive rebound by G. Smith,,102,74
393,4,1:46.0,C. Villanueva makes 2-pt jump shot from 8 ft (assist by J. Barea),,104,74
394,4,1:36.0,,J. Pargo makes 3-pt jump shot from 26 ft (assist by G. Henderson),104,77
395,4,1:24.0,C. Villanueva makes 3-pt jump shot from 27 ft (assist by J. Barea),,107,77
396,4,1:12.0,,G. Henderson misses 2-pt jump shot from 20 ft,107,77
397,4,1:10.0,Defensive rebound by J. Crowder,,107,77
398,4,1:00.0,Turnover by G. Smith (traveling),,107,77
399,4,0:47.0,,N. Vonleh makes 3-pt jump shot from 26 ft (assist by B. Roberts),107,80
400,4,0:34.0,A. Aminu misses 2-pt jump shot from 18 ft,,107,80
401,4,0:33.0,,Defensive rebound by J. Maxiell,107,80
402,4,0:28.0,,J. Pargo misses 3-pt jump shot from 25 ft,107,80
403,4,0:27.0,Defensive rebound by G. Smith,,107,80
404,4,0:03.0,Turnover by Team (shot clock),,107,80
