,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,WASHINGTON_ACTION,CHARLOTTE_SCORE,WASHINGTON_SCORE
32,1,6:22.0,,B. Beal makes 2-pt jump shot from 12 ft,15,9
33,1,6:07.0,B. Roberts misses 2-pt jump shot from 20 ft,,15,9
34,1,6:06.0,,Defensive rebound by P. Pierce,15,9
35,1,5:53.0,,M. Gortat misses 2-pt jump shot from 15 ft,15,9
36,1,5:52.0,Defensive rebound by G. Henderson,,15,9
37,1,5:46.0,G. Henderson makes 2-pt jump shot from 12 ft,,17,9
38,1,5:46.0,Shooting foul by B. Beal (drawn by G. Henderson),,17,9
39,1,5:46.0,G. Henderson makes free throw 1 of 1,,18,9
40,1,5:26.0,,N. Hilário misses 2-pt jump shot from 9 ft,18,9
41,1,5:25.0,,Offensive rebound by N. Hilário,18,9
42,1,5:18.0,,P. Pierce makes 3-pt jump shot from 26 ft (assist by J. Wall),18,12
43,1,4:55.0,A. Jefferson misses 2-pt jump shot from 3 ft (block by M. Gortat),,18,12
44,1,4:53.0,,Defensive rebound by N. Hilário,18,12
45,1,4:47.0,,Shooting foul by B. Roberts (drawn by J. Wall),18,12
46,1,4:47.0,,J. Wall makes free throw 1 of 2,18,13
47,1,4:47.0,,G. Temple enters the game for B. Beal,18,13
48,1,4:47.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,18,13
49,1,4:47.0,,J. Wall makes free throw 2 of 2,18,14
50,1,4:29.0,L. Stephenson makes 2-pt jump shot from 22 ft (assist by C. Zeller),,20,14
51,1,4:14.0,,N. Hilário makes 2-pt hook shot from 4 ft,20,16
52,1,4:01.0,G. Henderson misses 3-pt jump shot from 24 ft,,20,16
53,1,4:00.0,,Defensive rebound by M. Gortat,20,16
54,1,3:45.0,,G. Temple makes 2-pt jump shot from 22 ft (assist by J. Wall),20,18
55,1,3:40.0,Charlotte full timeout,,20,18
56,1,3:40.0,,K. Humphries enters the game for N. Hilário,20,18
57,1,3:40.0,M. Williams enters the game for C. Zeller,,20,18
58,1,3:26.0,B. Roberts makes 2-pt layup from 1 ft (assist by A. Jefferson),,22,18
59,1,3:05.0,,J. Wall misses 2-pt jump shot from 13 ft (block by M. Williams),22,18
60,1,3:03.0,Defensive rebound by A. Jefferson,,22,18
61,1,2:43.0,L. Stephenson misses 3-pt jump shot from 27 ft,,22,18
62,1,2:43.0,,Defensive rebound by M. Gortat,22,18
63,1,2:24.0,,M. Gortat misses 2-pt jump shot from 6 ft,22,18
64,1,2:23.0,Defensive rebound by B. Roberts,,22,18
65,1,2:14.0,M. Williams misses 2-pt jump shot from 12 ft,,22,18
66,1,2:13.0,,Defensive rebound by Team,22,18
67,1,2:12.0,,O. Porter enters the game for P. Pierce,22,18
68,1,2:12.0,,K. Séraphin enters the game for M. Gortat,22,18
69,1,2:12.0,G. Neal enters the game for G. Henderson,,22,18
70,1,2:12.0,J. Maxiell enters the game for A. Jefferson,,22,18
71,1,2:04.0,,K. Humphries makes 2-pt jump shot from 11 ft (assist by J. Wall),22,20
72,1,1:45.0,L. Stephenson makes 2-pt jump shot from 14 ft,,24,20
73,1,1:32.0,,G. Temple misses 2-pt jump shot from 4 ft (block by J. Maxiell),24,20
74,1,1:29.0,Defensive rebound by M. Williams,,24,20
75,1,1:25.0,J. Maxiell makes 2-pt dunk at rim (assist by G. Neal),,26,20
76,1,1:09.0,,J. Wall makes 2-pt jump shot from 16 ft,26,22
77,1,0:51.0,L. Stephenson makes 2-pt jump shot from 12 ft,,28,22
78,1,0:33.0,,J. Wall misses 2-pt jump shot from 12 ft,28,22
79,1,0:32.0,,Offensive rebound by O. Porter,28,22
80,1,0:28.0,,O. Porter misses 3-pt jump shot from 22 ft,28,22
81,1,0:26.0,Defensive rebound by M. Williams,,28,22
82,1,0:10.0,Personal foul by O. Porter (drawn by L. Stephenson),,28,22
83,1,0:08.0,Turnover by J. Maxiell (traveling),,28,22
84,1,0:01.0,,O. Porter makes 2-pt jump shot from 17 ft (assist by J. Wall),28,24
85,2,11:39.0,J. Maxiell misses 2-pt jump shot from 12 ft,,28,24
86,2,11:38.0,,Defensive rebound by O. Porter,28,24
87,2,11:22.0,,K. Humphries misses 2-pt jump shot from 14 ft,28,24
88,2,11:21.0,Defensive rebound by Team,,28,24
89,2,11:21.0,,Loose ball foul by K. Séraphin (drawn by M. Williams),28,24
90,2,11:09.0,G. Neal misses 2-pt jump shot from 11 ft,,28,24
91,2,11:08.0,,Defensive rebound by K. Humphries,28,24
92,2,10:58.0,,K. Séraphin misses 2-pt jump shot from 12 ft,28,24
93,2,10:57.0,,Offensive rebound by K. Humphries,28,24
94,2,10:55.0,,K. Humphries makes 2-pt layup from 2 ft,28,26
95,2,10:41.0,J. Maxiell makes 2-pt jump shot from 10 ft (assist by L. Stephenson),,30,26
96,2,10:26.0,,G. Temple misses 2-pt jump shot from 17 ft,30,26
97,2,10:24.0,,Offensive rebound by O. Porter,30,26
98,2,10:20.0,,O. Porter misses 2-pt jump shot from 5 ft,30,26
99,2,10:19.0,Defensive rebound by M. Kidd-Gilchrist,,30,26
100,2,10:02.0,Offensive foul by L. Stephenson (drawn by K. Humphries),,30,26
101,2,10:02.0,Turnover by L. Stephenson (offensive foul),,30,26
102,2,9:52.0,,Personal foul by M. Williams (drawn by K. Humphries),30,26
103,2,9:45.0,,Shooting foul by G. Neal (drawn by K. Séraphin),30,26
104,2,9:45.0,,K. Séraphin makes free throw 1 of 2,30,27
105,2,9:45.0,,K. Séraphin makes free throw 2 of 2,30,28
106,2,9:28.0,G. Neal makes 2-pt jump shot from 15 ft,,32,28
107,2,9:10.0,,B. Beal makes 2-pt jump shot from 16 ft (assist by O. Porter),32,30
108,2,8:51.0,G. Neal makes 2-pt jump shot from 12 ft,,34,30
109,2,8:34.0,,B. Beal misses 2-pt jump shot from 5 ft,34,30
110,2,8:33.0,Defensive rebound by M. Williams,,34,30
111,2,8:25.0,G. Neal misses 3-pt jump shot from 27 ft,,34,30
112,2,8:23.0,,Defensive rebound by K. Humphries,34,30
113,2,8:06.0,,K. Séraphin makes 2-pt hook shot from 9 ft,34,32
114,2,7:49.0,G. Neal makes 2-pt jump shot from 12 ft (assist by J. Maxiell),,36,32
115,2,7:38.0,,Shooting foul by G. Neal (drawn by B. Beal),36,32
116,2,7:38.0,Official timeout,,36,32
117,2,7:38.0,C. Zeller enters the game for M. Williams,,36,32
118,2,7:38.0,G. Henderson enters the game for G. Neal,,36,32
119,2,7:38.0,,B. Beal makes free throw 1 of 2,36,33
120,2,7:38.0,,B. Beal makes free throw 2 of 2,36,34
121,2,7:12.0,L. Stephenson misses 3-pt jump shot from 28 ft,,36,34
122,2,7:11.0,,Defensive rebound by O. Porter,36,34
123,2,6:56.0,,B. Beal misses 2-pt jump shot from 18 ft,36,34
124,2,6:54.0,,Offensive rebound by K. Séraphin,36,34
125,2,6:50.0,,K. Séraphin makes 2-pt hook shot from 8 ft,36,36
126,2,6:29.0,G. Henderson makes 2-pt jump shot from 3 ft,,38,36
127,2,6:11.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by K. Séraphin),38,39
128,2,6:03.0,Charlotte full timeout,,38,39
129,2,6:03.0,A. Jefferson enters the game for J. Maxiell,,38,39
130,2,5:43.0,L. Stephenson makes 2-pt jump shot from 16 ft,,40,39
131,2,5:28.0,,Shooting foul by A. Jefferson (drawn by O. Porter),40,39
132,2,5:28.0,,O. Porter misses free throw 1 of 2,40,39
133,2,5:28.0,,Offensive rebound by Team,40,39
134,2,5:28.0,B. Roberts enters the game for L. Stephenson,,40,39
135,2,5:28.0,,N. Hilário enters the game for K. Séraphin,40,39
136,2,5:28.0,,O. Porter misses free throw 2 of 2,40,39
137,2,5:27.0,Defensive rebound by C. Zeller,,40,39
138,2,5:07.0,A. Jefferson misses 2-pt jump shot from 11 ft,,40,39
139,2,5:06.0,,Defensive rebound by B. Beal,40,39
140,2,4:52.0,,K. Humphries makes 2-pt jump shot from 9 ft (assist by N. Hilário),40,41
141,2,4:39.0,Shooting foul by G. Temple (drawn by B. Roberts),,40,41
142,2,4:39.0,B. Roberts makes free throw 1 of 2,,41,41
143,2,4:39.0,,J. Wall enters the game for G. Temple,41,41
144,2,4:39.0,B. Roberts makes free throw 2 of 2,,42,41
145,2,4:29.0,,N. Hilário misses 2-pt jump shot from 12 ft,42,41
146,2,4:28.0,Defensive rebound by A. Jefferson,,42,41
147,2,4:16.0,G. Henderson makes 2-pt dunk at rim (assist by M. Kidd-Gilchrist),,44,41
148,2,3:58.0,,Personal foul by C. Zeller (drawn by K. Humphries),44,41
149,2,3:58.0,,K. Humphries misses free throw 1 of 2,44,41
150,2,3:58.0,,Offensive rebound by Team,44,41
151,2,3:58.0,,P. Pierce enters the game for O. Porter,44,41
152,2,3:58.0,,K. Humphries makes free throw 2 of 2,44,42
153,2,3:37.0,G. Henderson misses 2-pt jump shot from 15 ft,,44,42
154,2,3:35.0,Offensive rebound by A. Jefferson,,44,42
155,2,3:34.0,Turnover by Team (shot clock),,44,42
156,2,3:17.0,,Shooting foul by M. Kidd-Gilchrist (drawn by K. Humphries),44,42
157,2,3:17.0,,K. Humphries makes free throw 1 of 2,44,43
158,2,3:17.0,,K. Humphries makes free throw 2 of 2,44,44
159,2,2:58.0,G. Henderson misses 2-pt jump shot from 4 ft,,44,44
160,2,2:57.0,Offensive rebound by M. Kidd-Gilchrist,,44,44
161,2,2:56.0,Shooting foul by N. Hilário (drawn by M. Kidd-Gilchrist),,44,44
162,2,2:56.0,,Washington full timeout,44,44
163,2,2:56.0,,M. Gortat enters the game for K. Humphries,44,44
164,2,2:56.0,M. Kidd-Gilchrist makes free throw 1 of 2,,45,44
165,2,2:56.0,M. Kidd-Gilchrist makes free throw 2 of 2,,46,44
166,2,2:43.0,,B. Beal misses 2-pt jump shot from 20 ft,46,44
167,2,2:42.0,Defensive rebound by Team,,46,44
168,2,2:26.0,A. Jefferson makes 2-pt jump shot from 9 ft,,48,44
169,2,2:15.0,,Turnover by N. Hilário (lost ball; steal by A. Jefferson),48,44
170,2,2:09.0,B. Roberts makes 3-pt jump shot from 25 ft (assist by G. Henderson),,51,44
171,2,1:48.0,,J. Wall misses 2-pt jump shot from 7 ft,51,44
172,2,1:46.0,,Offensive rebound by N. Hilário,51,44
173,2,1:44.0,,N. Hilário makes 2-pt layup at rim,51,46
174,2,1:29.0,A. Jefferson misses 2-pt layup from 2 ft,,51,46
175,2,1:28.0,,Defensive rebound by N. Hilário,51,46
176,2,1:23.0,,J. Wall misses 2-pt layup from 2 ft,51,46
177,2,1:23.0,,Offensive rebound by J. Wall,51,46
178,2,1:23.0,,Personal foul by M. Kidd-Gilchrist (drawn by J. Wall),51,46
179,2,1:23.0,,J. Wall makes free throw 1 of 2,51,47
180,2,1:23.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,51,47
181,2,1:23.0,,J. Wall makes free throw 2 of 2,51,48
182,2,1:10.0,A. Jefferson makes 2-pt jump shot from 4 ft (assist by C. Zeller),,53,48
183,2,0:49.0,,Turnover by B. Beal (bad pass; steal by C. Zeller),53,48
184,2,0:44.0,B. Roberts misses 3-pt jump shot from 27 ft,,53,48
185,2,0:42.0,,Defensive rebound by M. Gortat,53,48
186,2,0:34.0,,J. Wall makes 3-pt jump shot from 26 ft,53,51
187,2,0:11.0,L. Stephenson misses 3-pt jump shot from 26 ft,,53,51
188,2,0:10.0,,Defensive rebound by B. Beal,53,51
189,2,0:01.0,,J. Wall misses 2-pt layup from 2 ft,53,51
190,2,0:01.0,,Offensive rebound by M. Gortat,53,51
191,3,11:42.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,53,51
192,3,11:41.0,,Defensive rebound by M. Gortat,53,51
193,3,11:24.0,,M. Gortat misses 2-pt jump shot from 4 ft,53,51
194,3,11:22.0,Defensive rebound by M. Kidd-Gilchrist,,53,51
195,3,11:07.0,A. Jefferson makes 2-pt layup from 2 ft (assist by C. Zeller),,55,51
196,3,10:49.0,,J. Wall misses 3-pt jump shot from 23 ft,55,51
197,3,10:48.0,Defensive rebound by M. Kidd-Gilchrist,,55,51
198,3,10:40.0,Shooting foul by P. Pierce (drawn by M. Kidd-Gilchrist),,55,51
199,3,10:40.0,M. Kidd-Gilchrist makes free throw 1 of 2,,56,51
200,3,10:40.0,M. Kidd-Gilchrist makes free throw 2 of 2,,57,51
201,3,10:24.0,,Turnover by J. Wall (bad pass; steal by G. Henderson),57,51
202,3,10:11.0,C. Zeller misses 2-pt jump shot from 20 ft,,57,51
203,3,10:11.0,,Defensive rebound by B. Beal,57,51
204,3,10:01.0,,Personal foul by M. Kidd-Gilchrist (drawn by P. Pierce),57,51
205,3,9:48.0,,P. Pierce misses 2-pt jump shot from 15 ft,57,51
206,3,9:46.0,Defensive rebound by C. Zeller,,57,51
207,3,9:31.0,A. Jefferson misses 2-pt jump shot from 4 ft,,57,51
208,3,9:30.0,,Defensive rebound by N. Hilário,57,51
209,3,9:26.0,,Offensive foul by J. Wall (drawn by M. Kidd-Gilchrist),57,51
210,3,9:26.0,,Turnover by J. Wall (offensive foul),57,51
211,3,9:19.0,Personal foul by N. Hilário (drawn by C. Zeller),,57,51
212,3,9:02.0,A. Jefferson misses 2-pt jump shot from 14 ft,,57,51
213,3,9:01.0,,Defensive rebound by B. Beal,57,51
214,3,8:54.0,,P. Pierce misses 3-pt jump shot from 23 ft,57,51
215,3,8:52.0,Defensive rebound by A. Jefferson,,57,51
216,3,8:40.0,Personal foul by B. Beal (drawn by C. Zeller),,57,51
217,3,8:31.0,C. Zeller misses 2-pt jump shot from 21 ft,,57,51
218,3,8:31.0,Offensive rebound by Team,,57,51
219,3,8:31.0,,Loose ball foul by M. Gortat (drawn by A. Jefferson),57,51
220,3,8:13.0,M. Kidd-Gilchrist misses 2-pt jump shot from 5 ft,,57,51
221,3,8:12.0,,Defensive rebound by N. Hilário,57,51
222,3,8:07.0,,B. Beal misses 3-pt jump shot from 24 ft,57,51
223,3,8:05.0,Defensive rebound by M. Kidd-Gilchrist,,57,51
224,3,8:05.0,Personal foul by J. Wall (drawn by M. Kidd-Gilchrist),,57,51
225,3,8:05.0,M. Kidd-Gilchrist makes free throw 1 of 2,,58,51
226,3,8:05.0,M. Kidd-Gilchrist misses free throw 2 of 2,,58,51
227,3,8:04.0,,Defensive rebound by M. Gortat,58,51
228,3,7:53.0,,Offensive foul by P. Pierce (drawn by M. Kidd-Gilchrist),58,51
229,3,7:53.0,,Turnover by P. Pierce (offensive foul),58,51
230,3,7:48.0,,Technical foul by P. Pierce,58,51
231,3,7:48.0,B. Roberts makes technical free throw,,59,51
232,3,7:31.0,A. Jefferson makes 2-pt hook shot from 12 ft,,61,51
233,3,7:25.0,,Washington full timeout,61,51
234,3,7:10.0,,N. Hilário misses 2-pt jump shot from 4 ft,61,51
235,3,7:09.0,Defensive rebound by A. Jefferson,,61,51
236,3,6:54.0,B. Roberts misses 2-pt jump shot from 21 ft,,61,51
237,3,6:52.0,Offensive rebound by Team,,61,51
238,3,6:39.0,G. Henderson makes 2-pt jump shot from 9 ft (assist by M. Kidd-Gilchrist),,63,51
239,3,6:24.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),63,54
240,3,6:06.0,A. Jefferson misses 2-pt jump shot from 3 ft,,63,54
241,3,6:05.0,,Defensive rebound by P. Pierce,63,54
242,3,5:57.0,,N. Hilário makes 2-pt jump shot from 15 ft (assist by J. Wall),63,56
243,3,5:44.0,G. Henderson makes 2-pt jump shot from 4 ft,,65,56
244,3,5:44.0,Shooting foul by P. Pierce (drawn by G. Henderson),,65,56
245,3,5:44.0,G. Henderson makes free throw 1 of 1,,66,56
246,3,5:34.0,,B. Beal makes 2-pt jump shot from 20 ft,66,58
247,3,5:18.0,B. Roberts makes 2-pt layup from 2 ft (assist by C. Zeller),,68,58
248,3,5:09.0,,Offensive foul by M. Gortat (drawn by G. Henderson),68,58
249,3,5:09.0,,Turnover by M. Gortat (offensive foul),68,58
250,3,5:09.0,L. Stephenson enters the game for M. Kidd-Gilchrist,,68,58
251,3,5:09.0,,G. Temple enters the game for P. Pierce,68,58
252,3,4:54.0,A. Jefferson makes 2-pt jump shot from 13 ft,,70,58
253,3,4:35.0,,Turnover by J. Wall (lost ball; steal by L. Stephenson),70,58
254,3,4:18.0,Turnover by L. Stephenson (lost ball; steal by G. Temple),,70,58
255,3,4:13.0,,J. Wall makes 2-pt layup from 1 ft (assist by G. Temple),70,60
256,3,3:48.0,Turnover by L. Stephenson (lost ball; steal by G. Temple),,70,60
257,3,3:43.0,,Personal foul by L. Stephenson (drawn by G. Temple),70,60
258,3,3:43.0,,K. Séraphin enters the game for M. Gortat,70,60
259,3,3:43.0,,K. Humphries enters the game for N. Hilário,70,60
260,3,3:43.0,M. Williams enters the game for C. Zeller,,70,60
261,3,3:37.0,,B. Beal makes 2-pt jump shot from 18 ft,70,62
262,3,3:14.0,A. Jefferson misses 2-pt layup from 1 ft,,70,62
263,3,3:13.0,,Defensive rebound by B. Beal,70,62
264,3,3:07.0,,K. Séraphin misses 2-pt layup from 1 ft,70,62
265,3,3:05.0,Defensive rebound by M. Williams,,70,62
266,3,2:56.0,G. Henderson misses 2-pt jump shot from 19 ft,,70,62
267,3,2:55.0,,Defensive rebound by B. Beal,70,62
268,3,2:42.0,,K. Séraphin misses 2-pt jump shot from 15 ft,70,62
269,3,2:42.0,,Offensive rebound by Team,70,62
270,3,2:42.0,Loose ball foul by M. Williams (drawn by K. Humphries),,70,62
271,3,2:42.0,Charlotte full timeout,,70,62
272,3,2:42.0,J. Maxiell enters the game for A. Jefferson,,70,62
273,3,2:32.0,,B. Beal misses 2-pt jump shot from 18 ft,70,62
274,3,2:31.0,Defensive rebound by M. Williams,,70,62
275,3,2:17.0,M. Williams misses 3-pt jump shot from 27 ft,,70,62
276,3,2:14.0,Offensive rebound by J. Maxiell,,70,62
277,3,2:10.0,Offensive foul by J. Maxiell (drawn by J. Wall),,70,62
278,3,2:10.0,Turnover by J. Maxiell (offensive foul),,70,62
279,3,2:10.0,,O. Porter enters the game for B. Beal,70,62
280,3,2:10.0,G. Neal enters the game for B. Roberts,,70,62
281,3,1:53.0,,K. Humphries misses 2-pt jump shot from 15 ft,70,62
282,3,1:52.0,Defensive rebound by L. Stephenson,,70,62
283,3,1:41.0,L. Stephenson misses 2-pt jump shot from 3 ft (block by O. Porter),,70,62
284,3,1:40.0,,Defensive rebound by K. Séraphin,70,62
285,3,1:30.0,,G. Temple misses 3-pt jump shot from 26 ft,70,62
286,3,1:29.0,Defensive rebound by M. Williams,,70,62
287,3,1:16.0,Turnover by G. Henderson (lost ball; steal by K. Humphries),,70,62
288,3,1:02.0,,O. Porter makes 2-pt layup from 2 ft (assist by J. Wall),70,64
289,3,0:48.0,Turnover by G. Neal (bad pass; steal by G. Temple),,70,64
290,3,0:43.0,,G. Temple makes 2-pt layup from 1 ft,70,66
291,3,0:22.0,G. Henderson misses 2-pt jump shot from 16 ft,,70,66
292,3,0:21.0,,Defensive rebound by K. Séraphin,70,66
293,3,0:06.0,,Personal foul by G. Neal (drawn by J. Wall),70,66
294,3,0:02.0,,J. Wall misses 2-pt jump shot from 22 ft,70,66
295,3,0:01.0,Defensive rebound by M. Williams,,70,66
296,4,11:48.0,,Personal foul by J. Maxiell (drawn by G. Temple),70,66
297,4,11:35.0,,G. Temple misses 2-pt jump shot from 17 ft,70,66
298,4,11:34.0,Defensive rebound by M. Kidd-Gilchrist,,70,66
299,4,11:19.0,G. Neal makes 3-pt jump shot from 28 ft (assist by L. Stephenson),,73,66
300,4,11:09.0,,Offensive foul by O. Porter (drawn by L. Stephenson),73,66
301,4,11:09.0,,Turnover by O. Porter (offensive foul),73,66
302,4,11:00.0,Turnover by G. Neal (bad pass),,73,66
303,4,10:47.0,,R. Butler makes 2-pt jump shot from 20 ft,73,68
304,4,10:21.0,M. Williams misses 3-pt jump shot from 24 ft,,73,68
305,4,10:20.0,,Defensive rebound by K. Séraphin,73,68
306,4,10:09.0,,R. Butler misses 2-pt jump shot from 19 ft (block by M. Williams),73,68
307,4,10:07.0,Defensive rebound by L. Stephenson,,73,68
308,4,9:55.0,G. Neal misses 2-pt jump shot from 20 ft,,73,68
309,4,9:54.0,Offensive rebound by Team,,73,68
310,4,9:54.0,,B. Beal enters the game for O. Porter,73,68
311,4,9:37.0,M. Williams misses 3-pt jump shot from 26 ft,,73,68
312,4,9:36.0,,Defensive rebound by B. Beal,73,68
313,4,9:20.0,,K. Humphries makes 2-pt jump shot from 17 ft (assist by R. Butler),73,70
314,4,8:53.0,G. Neal makes 3-pt jump shot from 28 ft (assist by M. Williams),,76,70
315,4,8:32.0,,K. Humphries misses 2-pt jump shot from 18 ft,76,70
316,4,8:31.0,Defensive rebound by L. Stephenson,,76,70
317,4,8:24.0,Personal foul by G. Temple (drawn by L. Stephenson),,76,70
318,4,8:24.0,Official timeout,,76,70
319,4,8:22.0,Turnover by G. Neal (bad pass; steal by K. Séraphin),,76,70
320,4,8:18.0,,K. Séraphin misses 2-pt layup at rim,76,70
321,4,8:15.0,Defensive rebound by M. Kidd-Gilchrist,,76,70
322,4,8:11.0,G. Neal misses 3-pt jump shot from 25 ft,,76,70
323,4,8:10.0,,Defensive rebound by K. Séraphin,76,70
324,4,7:53.0,,B. Beal misses 2-pt layup from 1 ft,76,70
325,4,7:52.0,,Offensive rebound by K. Humphries,76,70
326,4,7:39.0,,K. Séraphin misses 2-pt jump shot from 7 ft,76,70
327,4,7:38.0,Defensive rebound by M. Kidd-Gilchrist,,76,70
328,4,7:21.0,G. Neal misses 2-pt jump shot from 22 ft,,76,70
329,4,7:20.0,,Defensive rebound by B. Beal,76,70
330,4,7:02.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by K. Humphries),76,72
331,4,6:40.0,Turnover by M. Williams (lost ball; steal by R. Butler),,76,72
332,4,6:37.0,,B. Beal makes 2-pt dunk at rim (assist by R. Butler),76,74
333,4,6:37.0,Charlotte full timeout,,76,74
334,4,6:37.0,A. Jefferson enters the game for J. Maxiell,,76,74
335,4,6:37.0,B. Roberts enters the game for L. Stephenson,,76,74
336,4,6:37.0,C. Zeller enters the game for M. Williams,,76,74
337,4,6:12.0,B. Roberts makes 2-pt jump shot from 20 ft,,78,74
338,4,5:55.0,,K. Humphries misses 2-pt jump shot from 18 ft,78,74
339,4,5:54.0,Defensive rebound by A. Jefferson,,78,74
340,4,5:38.0,C. Zeller misses 2-pt jump shot from 6 ft,,78,74
341,4,5:37.0,Offensive rebound by A. Jefferson,,78,74
342,4,5:34.0,B. Roberts misses 3-pt jump shot from 26 ft,,78,74
343,4,5:32.0,Offensive rebound by M. Kidd-Gilchrist,,78,74
344,4,5:32.0,Shooting foul by K. Séraphin (drawn by M. Kidd-Gilchrist),,78,74
345,4,5:32.0,M. Kidd-Gilchrist misses free throw 1 of 2,,78,74
346,4,5:32.0,Offensive rebound by Team,,78,74
347,4,5:32.0,,N. Hilário enters the game for K. Séraphin,78,74
348,4,5:32.0,,J. Wall enters the game for R. Butler,78,74
349,4,5:32.0,M. Kidd-Gilchrist misses free throw 2 of 2,,78,74
350,4,5:31.0,,Defensive rebound by B. Beal,78,74
351,4,5:08.0,,N. Hilário misses 2-pt jump shot from 12 ft,78,74
352,4,5:07.0,Defensive rebound by M. Kidd-Gilchrist,,78,74
353,4,4:45.0,G. Neal misses 2-pt jump shot from 17 ft,,78,74
354,4,4:44.0,,Defensive rebound by B. Beal,78,74
355,4,4:38.0,,B. Beal misses 2-pt jump shot from 5 ft,78,74
356,4,4:36.0,Defensive rebound by C. Zeller,,78,74
357,4,4:18.0,A. Jefferson makes 2-pt jump shot from 6 ft,,80,74
358,4,3:57.0,,Shooting foul by C. Zeller (drawn by K. Humphries),80,74
359,4,3:57.0,,K. Humphries makes free throw 1 of 2,80,75
360,4,3:57.0,G. Henderson enters the game for G. Neal,,80,75
361,4,3:57.0,,K. Humphries makes free throw 2 of 2,80,76
362,4,3:38.0,Personal foul by G. Temple (drawn by G. Henderson),,80,76
363,4,3:29.0,A. Jefferson makes 2-pt jump shot from 19 ft (assist by B. Roberts),,82,76
364,4,3:04.0,,J. Wall misses 3-pt jump shot from 27 ft,82,76
365,4,3:03.0,,Offensive rebound by K. Humphries,82,76
366,4,2:55.0,,Shooting foul by B. Roberts (drawn by J. Wall),82,76
367,4,2:55.0,,Washington full timeout,82,76
368,4,2:55.0,,M. Gortat enters the game for K. Humphries,82,76
369,4,2:55.0,,P. Pierce enters the game for G. Temple,82,76
370,4,2:55.0,,J. Wall makes free throw 1 of 2,82,77
371,4,2:55.0,,J. Wall makes free throw 2 of 2,82,78
372,4,2:36.0,A. Jefferson misses 2-pt jump shot from 6 ft,,82,78
373,4,2:35.0,,Defensive rebound by N. Hilário,82,78
374,4,2:27.0,,B. Beal misses 2-pt jump shot from 19 ft,82,78
375,4,2:26.0,Defensive rebound by A. Jefferson,,82,78
376,4,2:16.0,B. Roberts makes 2-pt jump shot from 4 ft,,84,78
