,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,NEW YORK_ACTION,SAN ANTONIO_SCORE,NEW YORK_SCORE
389,4,3:55.0,K. Leonard makes 2-pt jump shot from 16 ft (assist by T. Duncan),,89,90
390,4,3:40.0,,L. Galloway misses 2-pt jump shot from 11 ft,89,90
391,4,3:39.0,,Offensive rebound by C. Aldrich,89,90
392,4,3:39.0,,C. Aldrich misses 2-pt tip-in from 2 ft,89,90
393,4,3:38.0,Defensive rebound by K. Leonard,,89,90
394,4,3:33.0,T. Parker misses 2-pt jump shot from 9 ft,,89,90
395,4,3:31.0,,Defensive rebound by T. Wear,89,90
396,4,3:07.0,,Turnover by Team (shot clock),89,90
397,4,3:07.0,San Antonio full timeout,,89,90
398,4,3:07.0,,L. Amundson enters the game for C. Aldrich,89,90
399,4,3:07.0,,L. Thomas enters the game for T. Wear,89,90
400,4,2:54.0,T. Duncan makes 2-pt jump shot from 6 ft (assist by T. Splitter),,91,90
401,4,2:29.0,,J. Smith makes 2-pt jump shot from 8 ft,91,92
402,4,2:12.0,Offensive foul by K. Leonard (drawn by L. Thomas),,91,92
403,4,2:12.0,Turnover by K. Leonard (offensive foul),,91,92
404,4,2:02.0,Violation by T. Splitter (kicked ball),,91,92
405,4,1:49.0,,Turnover by L. Galloway (lost ball; steal by K. Leonard),91,92
406,4,1:40.0,,Violation by L. Amundson (def goaltending),91,92
407,4,1:40.0,T. Parker makes 2-pt layup from 1 ft,,93,92
408,4,1:40.0,,New York full timeout,93,92
409,4,1:27.0,,L. Thomas makes 2-pt layup from 2 ft (assist by S. Larkin),93,94
410,4,1:14.0,Shooting foul by L. Thomas (drawn by K. Leonard),,93,94
411,4,1:14.0,K. Leonard misses free throw 1 of 2,,93,94
412,4,1:14.0,Offensive rebound by Team,,93,94
413,4,1:14.0,K. Leonard makes free throw 2 of 2,,94,94
414,4,0:55.0,,S. Larkin misses 3-pt jump shot from 25 ft,94,94
415,4,0:53.0,Defensive rebound by T. Parker,,94,94
416,4,0:35.0,T. Parker misses 2-pt jump shot from 21 ft,,94,94
417,4,0:34.0,Offensive rebound by T. Splitter,,94,94
418,4,0:33.0,T. Splitter misses 2-pt layup at rim (block by S. Larkin),,94,94
419,4,0:31.0,Offensive rebound by Team,,94,94
420,4,0:31.0,San Antonio full timeout,,94,94
421,4,0:31.0,B. Diaw enters the game for T. Splitter,,94,94
422,4,0:31.0,,C. Aldrich enters the game for J. Smith,94,94
423,4,0:25.0,M. Belinelli makes 2-pt jump shot from 20 ft (assist by T. Parker),,96,94
424,4,0:21.0,,New York full timeout,96,94
425,4,0:21.0,,J. Smith enters the game for L. Thomas,96,94
426,4,0:21.0,,A. Shved enters the game for C. Aldrich,96,94
427,4,0:11.0,,Personal take foul by T. Duncan (drawn by L. Galloway),96,94
428,4,0:06.0,,L. Amundson makes 2-pt layup from 1 ft (assist by A. Shved),96,96
429,4,0:06.0,San Antonio full timeout,,96,96
430,4,0:06.0,,L. Thomas enters the game for A. Shved,96,96
431,4,0:03.0,K. Leonard misses 2-pt jump shot from 17 ft,,96,96
432,4,0:02.0,Offensive rebound by B. Diaw,,96,96
433,1OT,4:43.0,T. Parker makes 2-pt jump shot from 8 ft,,98,96
434,1OT,4:21.0,,L. Galloway misses 3-pt jump shot from 25 ft,98,96
435,1OT,4:20.0,,Offensive rebound by A. Bargnani,98,96
436,1OT,4:16.0,,A. Bargnani makes 2-pt layup from 1 ft,98,98
437,1OT,4:03.0,Turnover by T. Parker (bad pass),,98,98
438,1OT,3:49.0,,A. Bargnani misses 2-pt jump shot from 16 ft,98,98
439,1OT,3:48.0,Defensive rebound by K. Leonard,,98,98
440,1OT,3:37.0,T. Parker misses 2-pt jump shot from 4 ft,,98,98
441,1OT,3:36.0,Offensive rebound by T. Parker,,98,98
442,1OT,3:34.0,T. Parker misses 2-pt layup from 1 ft (block by A. Bargnani),,98,98
443,1OT,3:33.0,,Defensive rebound by L. Galloway,98,98
444,1OT,3:26.0,,A. Bargnani misses 2-pt jump shot from 12 ft,98,98
445,1OT,3:25.0,Defensive rebound by Team,,98,98
446,1OT,3:08.0,Shooting foul by L. Thomas (drawn by K. Leonard),,98,98
447,1OT,3:08.0,K. Leonard misses free throw 1 of 2,,98,98
448,1OT,3:08.0,Offensive rebound by Team,,98,98
449,1OT,3:08.0,K. Leonard makes free throw 2 of 2,,99,98
450,1OT,2:55.0,,L. Thomas misses 2-pt layup from 2 ft,99,98
451,1OT,2:54.0,Defensive rebound by T. Duncan,,99,98
452,1OT,2:45.0,K. Leonard misses 2-pt jump shot from 5 ft,,99,98
453,1OT,2:44.0,,Defensive rebound by A. Bargnani,99,98
454,1OT,2:24.0,,A. Bargnani misses 2-pt jump shot from 4 ft,99,98
455,1OT,2:23.0,Defensive rebound by T. Duncan,,99,98
456,1OT,2:04.0,T. Duncan misses 2-pt layup from 2 ft,,99,98
457,1OT,2:03.0,,Defensive rebound by A. Bargnani,99,98
458,1OT,1:57.0,,New York full timeout,99,98
459,1OT,1:57.0,M. Belinelli enters the game for D. Green,,99,98
460,1OT,1:44.0,,Shooting foul by B. Diaw (drawn by A. Shved),99,98
461,1OT,1:44.0,,A. Shved makes free throw 1 of 3,99,99
462,1OT,1:44.0,,A. Shved misses free throw 2 of 3,99,99
463,1OT,1:44.0,,Offensive rebound by Team,99,99
464,1OT,1:44.0,,A. Shved makes free throw 3 of 3,99,100
465,1OT,1:25.0,T. Parker misses 2-pt jump shot from 7 ft,,99,100
466,1OT,1:24.0,Offensive rebound by T. Duncan,,99,100
467,1OT,1:24.0,T. Duncan misses 2-pt tip-in from 2 ft,,99,100
468,1OT,1:23.0,,Defensive rebound by L. Amundson,99,100
469,1OT,1:02.0,,A. Shved misses 3-pt jump shot from 28 ft,99,100
470,1OT,1:01.0,,Offensive rebound by L. Amundson,99,100
471,1OT,0:42.0,,Turnover by L. Amundson (lost ball),99,100
472,1OT,0:29.0,Turnover by K. Leonard (bad pass; steal by L. Thomas),,99,100
473,1OT,0:27.0,,Turnover by L. Thomas (bad pass),99,100
474,1OT,0:27.0,D. Green enters the game for M. Belinelli,,99,100
475,1OT,0:27.0,,J. Smith enters the game for A. Bargnani,99,100
476,1OT,0:22.0,D. Green misses 3-pt jump shot from 24 ft,,99,100
477,1OT,0:19.0,,Defensive rebound by J. Smith,99,100
478,1OT,0:16.0,,Personal take foul by B. Diaw (drawn by J. Smith),99,100
479,1OT,0:16.0,,J. Smith makes free throw 1 of 2,99,101
480,1OT,0:16.0,,J. Smith misses free throw 2 of 2,99,101
481,1OT,0:15.0,Defensive rebound by T. Parker,,99,101
482,1OT,0:15.0,San Antonio full timeout,,99,101
483,1OT,0:09.0,Shooting foul by L. Amundson (drawn by T. Duncan),,99,101
484,1OT,0:09.0,T. Duncan makes free throw 1 of 2,,100,101
485,1OT,0:09.0,T. Duncan misses free throw 2 of 2,,100,101
486,1OT,0:08.0,,Defensive rebound by L. Amundson,100,101
487,1OT,0:08.0,,Personal take foul by B. Diaw (drawn by L. Amundson),100,101
488,1OT,0:08.0,,L. Amundson misses free throw 1 of 2,100,101
489,1OT,0:08.0,,Offensive rebound by Team,100,101
490,1OT,0:08.0,T. Splitter enters the game for T. Parker,,100,101
491,1OT,0:08.0,,C. Aldrich enters the game for L. Thomas,100,101
492,1OT,0:08.0,,L. Amundson makes free throw 2 of 2,100,102
493,1OT,0:08.0,San Antonio full timeout,,100,102
494,1OT,0:08.0,M. Belinelli enters the game for T. Splitter,,100,102
495,1OT,0:08.0,T. Parker enters the game for B. Diaw,,100,102
496,1OT,0:08.0,,L. Thomas enters the game for C. Aldrich,100,102
497,1OT,0:08.0,,T. Wear enters the game for J. Smith,100,102
498,1OT,0:04.0,Turnover by T. Duncan (bad pass; steal by A. Shved),,100,102
499,1OT,0:03.0,,Personal take foul by T. Parker (drawn by A. Shved),100,102
500,1OT,0:03.0,,A. Shved makes free throw 1 of 2,100,103
501,1OT,0:03.0,,A. Shved makes free throw 2 of 2,100,104
502,1OT,0:03.0,San Antonio full timeout,,100,104
503,1OT,0:03.0,B. Diaw enters the game for D. Green,,100,104
504,1OT,0:01.0,T. Parker misses 3-pt jump shot from 25 ft,,100,104
505,1OT,0:00.0,Offensive rebound by Team,,100,104
