,QUARTER,TIME_REMAINING,DALLAS_ACTION,BROOKLYN_ACTION,DALLAS_SCORE,BROOKLYN_SCORE
386,4,5:48.0,Defensive rebound by T. Chandler,,78,71
387,4,5:47.0,Personal foul by M. Plumlee (drawn by T. Chandler),,78,71
388,4,5:47.0,R. Rondo enters the game for J. Barea,,78,71
389,4,5:26.0,M. Ellis makes 2-pt jump shot from 9 ft,,80,71
390,4,5:12.0,,Personal foul by M. Ellis (drawn by A. Anderson),80,71
391,4,5:03.0,,J. Jack makes 2-pt jump shot from 7 ft,80,73
392,4,4:43.0,R. Jefferson misses 2-pt dunk at rim (block by M. Plumlee),,80,73
393,4,4:41.0,,Defensive rebound by M. Teletović,80,73
394,4,4:39.0,Offensive charge foul by M. Plumlee (drawn by C. Parsons),,80,73
395,4,4:39.0,,Turnover by M. Plumlee (offensive foul),80,73
396,4,4:39.0,D. Nowitzki enters the game for C. Parsons,,80,73
397,4,4:27.0,M. Ellis misses 2-pt jump shot from 18 ft,,80,73
398,4,4:26.0,,Defensive rebound by M. Teletović,80,73
399,4,4:18.0,,Turnover by M. Teletović (lost ball; steal by T. Chandler),80,73
400,4,4:05.0,Turnover by M. Ellis (lost ball),,80,73
401,4,3:54.0,,J. Jack misses 2-pt jump shot from 12 ft,80,73
402,4,3:51.0,,Offensive rebound by M. Plumlee,80,73
403,4,3:48.0,,Personal foul by R. Rondo (drawn by J. Jack),80,73
404,4,3:44.0,,Shooting foul by R. Jefferson (drawn by M. Plumlee),80,73
405,4,3:44.0,,M. Plumlee misses free throw 1 of 2,80,73
406,4,3:44.0,,Offensive rebound by Team,80,73
407,4,3:44.0,C. Parsons enters the game for R. Jefferson,,80,73
408,4,3:44.0,,M. Plumlee makes free throw 2 of 2,80,74
409,4,3:30.0,D. Nowitzki misses 2-pt jump shot from 19 ft,,80,74
410,4,3:30.0,,Defensive rebound by M. Plumlee,80,74
411,4,3:21.0,,M. Teletović misses 3-pt jump shot from 23 ft,80,74
412,4,3:20.0,Defensive rebound by T. Chandler,,80,74
413,4,3:00.0,M. Ellis misses 3-pt jump shot from 27 ft,,80,74
414,4,2:59.0,,Defensive rebound by J. Johnson,80,74
415,4,2:37.0,,J. Johnson makes 3-pt jump shot from 24 ft (assist by J. Jack),80,77
416,4,2:15.0,M. Ellis misses 2-pt layup from 2 ft,,80,77
417,4,2:14.0,Offensive rebound by T. Chandler,,80,77
418,4,2:02.0,Personal foul by J. Jack (drawn by R. Rondo),,80,77
419,4,2:02.0,R. Rondo misses free throw 1 of 2,,80,77
420,4,2:02.0,Offensive rebound by Team,,80,77
421,4,2:02.0,R. Rondo misses free throw 2 of 2,,80,77
422,4,2:01.0,,Defensive rebound by M. Teletović,80,77
423,4,1:42.0,,J. Johnson makes 3-pt jump shot from 29 ft (assist by J. Jack),80,80
424,4,1:42.0,Dallas full timeout,,80,80
425,4,1:20.0,C. Parsons misses 2-pt jump shot from 16 ft (block by J. Johnson),,80,80
426,4,1:18.0,,Defensive rebound by J. Johnson,80,80
427,4,1:05.0,,Turnover by J. Jack (bad pass; steal by M. Ellis),80,80
428,4,0:46.0,M. Ellis misses 2-pt jump shot from 17 ft,,80,80
429,4,0:45.0,,Defensive rebound by J. Johnson,80,80
430,4,0:27.0,,J. Jack makes 2-pt jump shot from 17 ft,80,82
431,4,0:27.0,Dallas full timeout,,80,82
432,4,0:11.0,Shooting foul by M. Plumlee (drawn by M. Ellis),,80,82
433,4,0:11.0,M. Ellis makes free throw 1 of 2,,81,82
434,4,0:11.0,M. Ellis makes free throw 2 of 2,,82,82
435,4,0:11.0,,Brooklyn full timeout,82,82
436,4,0:11.0,,B. Lopez enters the game for M. Plumlee,82,82
437,4,0:11.0,R. Jefferson enters the game for D. Nowitzki,,82,82
438,4,0:01.0,,J. Johnson misses 2-pt jump shot from 20 ft,82,82
439,4,0:00.0,,Offensive rebound by Team,82,82
440,1OT,5:00.0,,Violation by Team (delay of game),82,82
441,1OT,4:39.0,M. Ellis makes 2-pt jump shot from 16 ft (assist by R. Rondo),,84,82
442,1OT,4:16.0,,B. Lopez misses 2-pt hook shot from 10 ft,84,82
443,1OT,4:15.0,Defensive rebound by D. Nowitzki,,84,82
444,1OT,3:54.0,M. Ellis makes 2-pt jump shot from 20 ft,,86,82
445,1OT,3:35.0,,Shooting foul by M. Ellis (drawn by A. Anderson),86,82
446,1OT,3:35.0,,A. Anderson makes free throw 1 of 2,86,83
447,1OT,3:35.0,,M. Plumlee enters the game for B. Lopez,86,83
448,1OT,3:35.0,,A. Anderson makes free throw 2 of 2,86,84
449,1OT,3:20.0,M. Ellis misses 2-pt jump shot from 20 ft,,86,84
450,1OT,3:18.0,,Defensive rebound by J. Jack,86,84
451,1OT,3:13.0,Offensive charge foul by M. Plumlee (drawn by M. Ellis),,86,84
452,1OT,3:13.0,,Turnover by M. Plumlee (offensive foul),86,84
453,1OT,3:00.0,R. Rondo misses 2-pt layup from 2 ft,,86,84
454,1OT,2:59.0,Offensive rebound by T. Chandler,,86,84
455,1OT,2:57.0,T. Chandler makes 2-pt layup from 2 ft,,88,84
456,1OT,2:46.0,,Shooting foul by R. Rondo (drawn by J. Jack),88,84
457,1OT,2:46.0,,J. Jack makes free throw 1 of 2,88,85
458,1OT,2:46.0,,J. Jack makes free throw 2 of 2,88,86
459,1OT,2:28.0,Shooting foul by J. Jack (drawn by T. Chandler),,88,86
460,1OT,2:28.0,T. Chandler makes free throw 1 of 2,,89,86
461,1OT,2:28.0,T. Chandler makes free throw 2 of 2,,90,86
462,1OT,2:10.0,,J. Johnson makes 2-pt jump shot from 5 ft,90,88
463,1OT,1:52.0,C. Parsons makes 3-pt jump shot from 26 ft (assist by R. Rondo),,93,88
464,1OT,1:39.0,,M. Teletović misses 2-pt jump shot from 7 ft,93,88
465,1OT,1:38.0,Defensive rebound by M. Ellis,,93,88
466,1OT,1:14.0,R. Rondo misses 2-pt jump shot from 16 ft,,93,88
467,1OT,1:13.0,Offensive rebound by T. Chandler,,93,88
468,1OT,1:09.0,Dallas full timeout,,93,88
469,1OT,0:54.0,M. Ellis misses 2-pt jump shot from 19 ft,,93,88
470,1OT,0:53.0,Offensive rebound by T. Chandler,,93,88
471,1OT,0:35.0,D. Nowitzki makes 3-pt jump shot from 24 ft (assist by R. Rondo),,96,88
472,1OT,0:35.0,,Brooklyn full timeout,96,88
473,1OT,0:35.0,R. Jefferson enters the game for D. Nowitzki,,96,88
474,1OT,0:35.0,,B. Lopez enters the game for M. Plumlee,96,88
475,1OT,0:29.0,,J. Jack misses 3-pt jump shot from 27 ft,96,88
476,1OT,0:28.0,Defensive rebound by M. Ellis,,96,88
477,1OT,0:05.0,Turnover by Team (shot clock),,96,88
