,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,UTAH_ACTION,MILWAUKEE_SCORE,UTAH_SCORE
380,4,5:08.0,,T. Burke makes 3-pt jump shot from 26 ft (assist by R. Hood),65,74
381,4,4:43.0,Turnover by G. Antetokounmpo (bad pass; steal by G. Hayward),,65,74
382,4,4:24.0,,Personal foul by K. Middleton (drawn by R. Gobert),65,74
383,4,4:24.0,,R. Gobert misses free throw 1 of 2,65,74
384,4,4:24.0,,Offensive rebound by Team,65,74
385,4,4:24.0,J. Henson enters the game for E. İlyasova,,65,74
386,4,4:24.0,,R. Gobert misses free throw 2 of 2,65,74
387,4,4:23.0,Defensive rebound by J. Henson,,65,74
388,4,4:14.0,K. Middleton misses 2-pt jump shot from 3 ft (block by D. Favors),,65,74
389,4,4:12.0,,Defensive rebound by R. Hood,65,74
390,4,3:52.0,,G. Hayward misses 2-pt layup from 2 ft (block by J. Henson),65,74
391,4,3:51.0,Defensive rebound by M. Carter-Williams,,65,74
392,4,3:50.0,Personal foul by T. Burke (drawn by M. Carter-Williams),,65,74
393,4,3:50.0,,T. Booker enters the game for R. Gobert,65,74
394,4,3:50.0,M. Carter-Williams makes free throw 1 of 2,,66,74
395,4,3:50.0,M. Carter-Williams makes free throw 2 of 2,,67,74
396,4,3:37.0,,D. Favors makes 2-pt dunk at rim (assist by R. Hood),67,76
397,4,3:20.0,Shooting foul by D. Favors (drawn by M. Carter-Williams),,67,76
398,4,3:20.0,M. Carter-Williams makes free throw 1 of 2,,68,76
399,4,3:20.0,M. Carter-Williams makes free throw 2 of 2,,69,76
400,4,3:05.0,,T. Burke misses 3-pt jump shot from 24 ft,69,76
401,4,3:04.0,,Offensive rebound by D. Favors,69,76
402,4,3:01.0,,Turnover by D. Favors (lost ball),69,76
403,4,2:46.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,71,76
404,4,2:26.0,,Turnover by R. Hood (bad pass; steal by J. Henson),71,76
405,4,2:22.0,K. Middleton misses 2-pt layup from 1 ft,,71,76
406,4,2:20.0,,Defensive rebound by R. Hood,71,76
407,4,2:02.0,,Shooting foul by G. Antetokounmpo (drawn by G. Hayward),71,76
408,4,2:02.0,Milwaukee full timeout,,71,76
409,4,2:02.0,,G. Hayward makes free throw 1 of 2,71,77
410,4,2:02.0,,G. Hayward makes free throw 2 of 2,71,78
411,4,1:49.0,K. Middleton misses 3-pt jump shot from 24 ft,,71,78
412,4,1:47.0,Offensive rebound by O. Mayo,,71,78
413,4,1:44.0,M. Carter-Williams makes 2-pt layup from 2 ft (assist by O. Mayo),,73,78
414,4,1:21.0,,R. Hood misses 2-pt jump shot from 3 ft,73,78
415,4,1:20.0,Defensive rebound by O. Mayo,,73,78
416,4,1:14.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,75,78
417,4,0:58.0,,T. Burke misses 2-pt layup from 2 ft,75,78
418,4,0:57.0,,Offensive rebound by D. Favors,75,78
419,4,0:56.0,,D. Favors makes 2-pt layup from 2 ft,75,80
420,4,0:56.0,Milwaukee full timeout,,75,80
421,4,0:56.0,E. İlyasova enters the game for J. Henson,,75,80
422,4,0:44.0,M. Carter-Williams misses 2-pt jump shot from 4 ft (block by D. Favors),,75,80
423,4,0:43.0,,Defensive rebound by R. Hood,75,80
424,4,0:23.0,,Turnover by T. Booker (bad pass; steal by M. Carter-Williams),75,80
425,4,0:14.0,O. Mayo misses 3-pt jump shot from 24 ft,,75,80
426,4,0:14.0,,Defensive rebound by D. Favors,75,80
427,4,0:09.0,,Personal foul by G. Antetokounmpo (drawn by G. Hayward),75,80
428,4,0:09.0,,G. Hayward makes free throw 1 of 2,75,81
429,4,0:09.0,,G. Hayward makes free throw 2 of 2,75,82
430,4,0:01.0,G. Antetokounmpo misses 3-pt jump shot from 25 ft,,75,82
431,4,0:00.0,Offensive rebound by Team,,75,82
